COGID	dutch	english	french	german
1472	m ɔ d ə r	m ʌ d		
1669	b ɛ r x			b ɛ r k
1666	v l ɑ k t ə			f l ɛ x ə
1681	d ɑ l			t aː l
-1682	v ɑ l ɛɪ	v æ l ɪ		
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
1091	uː v ə r			uː f ə r
1836	k ɑ l m	k ɑː m		
1828	s x œy m			ʃ au m
-1033	b aː j	b eɪ		
-346		r iː f		r ɪ f
337	k aː p	k eɪ p		
1038			v a ɡ	v oː ɡ ə
-1041	r iː v iː r	r ɪ v ə r		
1047	b r ɔ n			b r ʊ n ə n
1020		s w ɔ m p		z ʊ m pf
-1021	m uː r ɑ s			m oː r a s t
427	w ɑu t			v a l t
436	h ɑu t			h ɔ l ts
-425	r ɔ ts	r ɔ k		
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
2051	h eː m ə l			h ɪ m ə l
2055	b l ɪ k s ə m			b l ɪ ts
758	l ʉ x t			l ʊ f t
762	w ɔ l k			v ɔ l k ə
1212	r oː k			r au x
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
100	v r ɑu w			f r au
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
116	j ɔ ŋ ə			j ʊ ŋ ə
108	m ɛɪ s j ə			m ɛː t x ə n
111	k ɪ n t			k ɪ n t
727	m ɑ n			m a n
736	v r ɑu w			f r au
721			p ɛ ʀ	eː ə
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1343	k ɪ n t			k ɪ n t
874	m ɑ n	əʊ l d + m æ n		
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
2038	n ɪ x t			n ɪ x t ə
-2035		k ʌ z n̩		k uː z iː n ə
-445		f æ m ə l ɪ		f a m iː l iː ə
1065			t y	d uː
1066	j ɛɪ	j uː		
6011	j ʉ l iː		e t a b l	
1052	z ɛɪ			z iː
122	d iː r			t iː r
127	v eː			v iː
1848	r ʉ n t			r ɪ n t + f iː
2192	k uː	k aʊ		
2202	r ɑ m	r æ m		
517	p aː r t			pf eː r t
514	h ɛ ŋ s t			h ɛ ŋ s t
2144	k œy k ə	tʃ ɪ k ɪ n		
166	v oː ɣ ə l			f oː ɡ ə l
169	r ɛɪ ɣ ə r			r ai ə r
162	aː d ə l aː r			aː d l ə r
159	h aː v ɪ k			h aː b ɪ x t
164	x iː r			ɡ ai ə r
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
1530	k oː n ɛɪ n			k a n iː n + x ə n
1617	s x ʉ p			ʃ ʊ p ə
1274	h aː j			h ai
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
798		s n eɪ l		ʃ n ɛ k ə
801		f r ɔ ɡ		f r ɔ ʃ
1024	aː d ə r			aː d ə r
1821	r ʉ x			r ʏ k ə n
1861	s x eː d ə l			ʃ ɛː d ə l
1865	x ə + z ɪ x t			g e + z ɪ x t
1872	w ɑ ŋ			v a ŋ ə
1509	s n ɔ t	s n ɔ t		
2228	h ɑ l s			h a l s
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
612	b eː n			b ai n
268	d ɛɪ	θ aɪ		
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1240	h iː l	h iː l		
2216	v l øː ɣ ə l			f l yː ɡ ə l
1608	b ɔ r s t			b r ʊ s t
1267	n iː r			n iː r ə
940	m aː x			m aː ɡ ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1548	aː d ə m ə			aː t m ə n
1556	x eː w ə			ɡ a f ə n
1553	h uː s t ə			h ʊ s t ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
319	s t ɛ r v ə			ʃ t ɛ r b ə n
320		d aɪ		t oː t
314	d oː d ə			t ɶː t ə n
311	l ɛɪ k			l ai x + n aː m
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1912	s t ɛ r k			ʃ t a r k
1906	z w ɑ k			ʃ v a x
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
1900	z iː k	s ɪ k		
2159	k r ɔ p			k r ɔ pf
528	j øː k			j ʊ k ə n
1895		h iː l		h ai l ə n
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
1892	x ɪ f			ɡ ɪ f t
260	m uː			m yː d ə
271		l eɪ z ɪ		l ɛ s ɪ x
1144	k aː l			k aː l
1317	r ɔ t	r ɔ t n̩		
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
393	k ɑu w ə			k au ə n
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
2016		f r aɪ	f ʀ i ʀ	
2006	p ɔ t	p ɔ t		
-1337	v ɔ r k	f ɔː k		
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
-1259	d iː n eː	d ɪ n ə r		
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
638	m aː l ə			m aː l ə n
27	v l eː s			f l ai ʃ
-2290	s t ɔ f			ʃ t ɔ f
635	v ɛ r v ə			f ɛ r b ə n
586	k r aː x			k r aː ɡ ə n
590	s ɔ k	s ɔ k		
1191		b uː t	b ɔ t	
1181	m ʉ ts			m ʏ ts ə
1199	s l œy j ə r			ʃ l ai ə r
1799	k n oː p			k n ɔ pf
205	ɑ r m + b ɑ n t			a r m + b a n t
2166	b ɔ r s t ə l			b ʏ r s t ə
1651	z ɑ l f			z a l b ə
7	w oː n ə			v oː n ə n
-2	t ɛ n t	t ɛ n t		
3	h ɔ f			h oː f
1948	s l ɔ t			ʃ l ɔ s
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1939	v l uː r	f l ɔː r		
1254	h aː r t			h eː r t
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
672	d eː k ə			d ɛ k ə
919	s t uː l			ʃ t uː l
931	k aː r s			k eː r ts ə
293	d ɑ k			d a x
305	p aː l			pf aː l
-306	p ɔ s t	p əʊ s t		
280	b oː x			b oː ɡ ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
51		b r ɪ k	b ʀ i k	
1720	b uː r			b au ə r
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
1719	h ɛ k			ɡ ə + h eː ɡ ə
2111	x r aː v ə			ɡ r aː b ə n
2094		ʃ ʌ v l̩		ʃ au f ə l
2097		h əʊ		h a k ə
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
2105		r eɪ k		r ɛ x ə n
2107	h ɑ r k			h a r k ə
-1785	x r aː n	ɡ r eɪ n		
1300	x ɛ r s t			ɡ ɛ r s t ə
1295	h aː v ə r			h aː f ə r
2000	b l ɑ t			b l a t
2001		l iː f		l au p
1447	b oː m			b au m
-78	p ɛɪ m + b oː m	p aɪ n		
716		b ɑː k		b ɔ r k ə
303	w ɛ r k	w ɜː k		
296	b œy ɣ ə			b ɔy ɡ ə n
300		f əʊ l d		f a l t ə n
287	t ɑu w			t au
1921	s l aː n			ʃ l aː ɡ ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
2208	h ɑ k ə			ts ɛ r + h a k ə n
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
642	b ɑu w ə			b au ə n
30	l ɛɪ m			l ai m
1648	s m eː d ə			ʃ m iː d ə n
1644	x iː t ə			ɡ iː s ə n
1638	k oː p ə r	k ɔ p ə r		
1002	k l ɛɪ	k l eɪ		
995	v l ɛ x t ə			f l ɛ x t ə n
2253	k ɛ r v ə	k ɑː v		
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
2127	d r aː j ə			d r eː ə n
1689		l ɪ f t	l ə v e	
1696	w ɛ r p ə			v ɛ r f ə n
630	v ɑ ŋ ə			f a ŋ ə n
1851		f l əʊ		f l iː s ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
133	x aː n	ɡ əʊ		
566	k l ɪ m ə	k l aɪ m		
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
1431	d r aː ɣ ə			t r aː ɡ ə n
1439	z ɛ n d ə	s ɛ n d		
782	w ɛ x			v ɛ k
783		r əʊ d	ʀ u t	
785	w iː l	w iː l		
1408	n eː m ə			n eː m ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
1397	h ɑu d ə			b ə + h a l t ə n
1389			ʃ o z	z a x ə
2091	b ə + w aː r ə			b ə + v aː r ə n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1789	b eː d ə l aː r			b ɛ t l ə r
186	s x ʉ l t			ʃ ʊ l t
184	b ə + t aː l ə			b ə + ts aː l ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
816	l oː n			l oː n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
232	k oː p ə			k au f ə n
240	v ə r + k oː p ə			f ɛ r + k au f ə n
243	d yː r			t ɔy ə r
885	d eː l ə			au s + t ai l ə n
877	w eː ɣ ə			v iː ɡ ə n
837	b l ɛɪ v ə			b l ai b ə n
838		s t eɪ	ʀ ɛ s t e	
-2270	r ɛ s t ə			r ɛ s t
2219	v ə r + z aː m ə l ə			z a m ə l n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
776	v ə r + d eː l ə			t ai l ə n
855	l aː x	l əʊ		
850	t ɔ p	t ɔ p		
1518	s p ɪ ts			ʃ p ɪ ts ə
864		s aɪ d		z ai t ə
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1333		n ɪ ə r		n aː ə
20	k l ɛɪ n			k l ai n
1193	b r eː t			b r ai t
1194	w ɛɪ t	w aɪ d		
1188	n ɑu w	n æ r əʊ		
-588	p l ɑ t			p l a t
1204	v iː r + k ɑ n t			f iː r + ɛ k
-1158	b ɑ l	b ɔː l		
-1161	l ɛɪ n	l aɪ n		
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
677	t ɛ l ə			ts ɛː l ə n
1562	v eː l			f iː l
1568	w ɛɪ n ə x			v eː n ɪ x
1571	m eː n ə x t ə			m ɛ ŋ ə
1972	d eː l			t ai l
352	eː r s t ə			eː r s t ə
347	t w eː d ə			ts v ai t ə
684	t ɛɪ t			ts ai t
685		t aɪ m	t ɑ̃	
