COGID	dutch	english	french	german
509	v øː l ə	f əʊ l	p u l ɛ̃	f ʏ l ə n
693	m œy l + eː z ə l	m j uː l	m y l ɛ	m au l + t iː r
2141	h ɛ n	h ɛ n		h uː n
2144	k œy k ə	tʃ ɪ k ɪ n		
2147	x ɑ n s	ɡ uː s		ɡ a n s
2179	n ɛ s t	n ɛ s t	n i	n ɛ s t
166	v oː ɣ ə l			f oː ɡ ə l
169	r ɛɪ ɣ ə r			r ai ə r
162	aː d ə l aː r			aː d l ə r
159	h aː v ɪ k			h aː b ɪ x t
164	x iː r			ɡ ai ə r
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
814	k r aː j	k r əʊ		k r ɛː ə
810	d œy f	d ʌ v		t au b ə
1755	h ɔ n t		ʃ j ɛ̃	h ʊ n t
1530	k oː n ɛɪ n			k a n iː n + x ə n
1758	m œy s	m aʊ z		m au s
1760	r ɑ t	r æ t	ʀ a	
1753	v ɪ s	f ɪ ʃ	p w a s ɔ̃	f ɪ ʃ
1620	v ɪ n	f ɪ n		f ɪ n ə
1617	s x ʉ p			ʃ ʊ p ə
1274	h aː j			h ai
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
1282	w ɑ l v ɪ s	w eɪ l		v aː l
1131	w ɔ l f	w ʊ l f	l u	v ɔ l f
1136	v ɔ s	f ɔ k s		f ʊ k s
1309	l œy s	l aʊ s		l au s
1307	n eː t	n ɪ t		n ɪ s ə
1305	v l oː	f l iː		f l oː
711	w ɛ s p	w ɔ s p		v ɛ s p ə
1442	v l iː x	f l aɪ		f l iː ɡ ə
62	m ʉ x	m ɪ dʒ		m ʏ k ə
-73	m ʉ s k iː t	m ə s k iː t əʊ		m ɔ s k iː t oː
798		s n eɪ l		ʃ n ɛ k ə
801		f r ɔ ɡ		f r ɔ ʃ
1810	h œy t	h aɪ d		h au t
1805	v l eː s	f l ɛ ʃ		f l ai ʃ
1813	h aː r	h ɛ ə r		h aː r
1198	b aː r t	b ɪ ə d	b a ʀ b	b aː r t
1811	b l uː t	b l ʌ d		b l uː t
1024	aː d ə r			aː d ə r
690	r ɪ p	r ɪ b		r ɪ p ə
2032	h oː r n	h ɔː n	k ɔ ʁ n	h ɔ r n
1821	r ʉ x			r ʏ k ə n
2177	h oː f t	h ɛ d		h au p t
1861	s x eː d ə l			ʃ ɛː d ə l
1865	x ə + z ɪ x t			g e + z ɪ x t
1872	w ɑ ŋ			v a ŋ ə
246	w ɛ ŋ ɡ + b r ɑu w	aɪ + b r aʊ		au ɡ ə n + b r au ə
249	oː ɣ + l ɪ t	aɪ + l ɪ d		au ɡ ə n + l iː t
2241	n øː s	n əʊ z	n ɛ	n aː z ə
1506	n øː s + f l øː ɣ ə l	n ɔ s t r ə l		n aː z ə n + l ɔ x
1509	s n ɔ t	s n ɔ t		
2242	m ɔ n t	m aʊ ð		m ʊ n t
2244	l ɪ p	l ɪ p	l ɛ v ʀ	l ɪ p ə
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
2228	h ɑ l s			h a l s
1196	n ɛ k		n y k	n a k ə n
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
603	ɛ l ə + b oː x	ɛ l + b əʊ		ɛ l ə n + b oː ɡ ə n
601	h ɑ n t	h æ n d		h a n t
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
901	k l ɑu w	k l ɔː		k l au ə
612	b eː n			b ai n
268	d ɛɪ	θ aɪ		
610	k n iː	n iː	ʒ ə n u	k n iː
608	v uː t	f ʊ t		f uː s
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1240	h iː l	h iː l		
596	t eː n	t əʊ		ts eː ə
2216	v l øː ɣ ə l			f l yː ɡ ə l
1608	b ɔ r s t			b r ʊ s t
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
936	n aː v ə l	n eɪ v l̩		n aː b ə l
945	h ɑ r t	h ɑː t	k œ ʀ	h ɛ r ts
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
947	l eː v ə r	l ɪ v ə r		l eː b ə r
1267	n iː r			n iː r ə
940	m aː x			m aː ɡ ə n
1606	h øː p	h ɪ p		h ʏ f t ə
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1548	aː d ə m ə			aː t m ə n
1556	x eː w ə			ɡ a f ə n
1553	h uː s t ə			h ʊ s t ə n
472	n iː z ə	s n iː z		n iː z ə n
1535	z w eː t ə	s w ɛ t		ʃ v ɪ ts ə n
1546	s p yː ɣ ə	s p ɪ t		ʃ p ʊ k ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
1534	l ɪ k ə	l ɪ k	l e ʃ e	l ɛ k ə n
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
694	s n ʉ r k ə	s n ɔː r		ʃ n a r x ə n
1961	d r oː m ə	d r iː m		t r ɔy m ə n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
323	l eː v ə	ə + l aɪ v		l eː b ə n
319	s t ɛ r v ə			ʃ t ɛ r b ə n
320		d aɪ		t oː t
314	d oː d ə			t ɶː t ə n
311	l ɛɪ k			l ai x + n aː m
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
1912	s t ɛ r k			ʃ t a r k
1906	z w ɑ k			ʃ v a x
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
1900	z iː k	s ɪ k		
2159	k r ɔ p			k r ɔ pf
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
525	z w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ		ʃ v ɛ l ʊ ŋ
528	j øː k			j ʊ k ə n
1895		h iː l		h ai l ə n
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
1892	x ɪ f			ɡ ɪ f t
260	m uː			m yː d ə
271		l eɪ z ɪ		l ɛ s ɪ x
1144	k aː l			k aː l
276	l ɑ m	l ɑː m eɪ		l aː m
274	d oː f	d ɛ f		t au p
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
256	n aː k t	n eɪ k ɪ d		n a k t
383	eː t ə	iː t		ɛ s ə n
207	r ɛɪ p	r aɪ p		r ai f
1317	r ɔ t	r ɔ t n̩		
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
384	z œy ɣ ə	s ʌ k	s y s e	z au ɡ ə n
393	k ɑu w ə			k au ə n
2180	d oː r s + l ɪ k ə			ʃ l ʊ k ə n
2014		r ɔː s t	ʀ ɔ t i ʀ	r ɶː s t ə n
2016		f r aɪ	f ʀ i ʀ	
2009	oː v ə	ʌ v n̩		oː f ə n
2006	p ɔ t	p ɔ t		
2003	k eː t ə l	k ɛ t l̩		k ɛ s ə l
2024	p ɑ n	p æ n		pf a n ə
1321	k ɔ p	k ʌ p	k u p	
-1337	v ɔ r k	f ɔː k		
1976	t ɑ ŋ	t ɔ ŋ z		ts a ŋ ə
1243	m aː l + t ɛɪ t	m iː l		m aː l ts ai t
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
-1259	d iː n eː	d ɪ n ə r		
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
1265	p ɛ l ə	p iː l	p ə l e	
1261	z eː v ə	s ɪ v		z iː b ə n
655	b r oː t	b r ɛ d		b r oː t
650	d eː x	d əʊ		t ai k
1532	k n eː d ə	n iː d		k n eː t ə n
638	m aː l ə			m aː l ə n
27	v l eː s			f l ai ʃ
-36	s uː p	s uː p		z ʊ p ə
34	b oː n	b iː n		b oː n ə
-1647	v ɛɪ x	f ɪ ɡ		f ai ɡ ə
1650	n oː t	n ʌ t	n w a	n ʊ s
-1615	oː l iː	ɔ ɪ l		ɶː l
125	v ɛ t	f æ t		f ɛ t
1663	z ɑu t	s ɔː l t	s ɛ l	z a l ts
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
1661	m ɛ l k	m ɪ l k		m ɪ l x
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
-2290	s t ɔ f			ʃ t ɔ f
2277	w ɔ l	w ʊ l		v ɔ l ə
2279	l ɪ n ə	l ɪ n ɪ n	l ɛ̃	l ai n ə n
2271	v ɪ l t	f ɛ l t		f ɪ l ts
2293	l eː r	l ɛ ð ə r		l eː d ə r
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
626	w eː v ə	w iː v		v eː b ə n
633	n aː l t	n iː d l̩		n aː d ə l
635	v ɛ r v ə			f ɛ r b ə n
586	k r aː x			k r aː ɡ ə n
590	s ɔ k	s ɔ k		
1191		b uː t	b ɔ t	
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
1179	h uː t	h æ t		h uː t
1181	m ʉ ts			m ʏ ts ə
1199	s l œy j ə r			ʃ l ai ə r
1799	k n oː p			k n ɔ pf
205	ɑ r m + b ɑ n t			a r m + b a n t
2168	k ɑ m	k əʊ m		k a m
2166	b ɔ r s t ə l			b ʏ r s t ə
1651	z ɑ l f			z a l b ə
7	w oː n ə			v oː n ə n
-2	t ɛ n t	t ɛ n t		
3	h ɔ f			h oː f
1952	d øː r	d ɔː r		t oː r
1948	s l ɔ t			ʃ l ɔ s
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1939	v l uː r	f l ɔː r		
1254	h aː r t			h eː r t
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
899	l ɑ d ə r	l æ d ə r		l ai t ə r
922	b ɛ t	b ɛ d		b ɛ t
672	d eː k ə			d ɛ k ə
919	s t uː l			ʃ t uː l
-934	l ɑ m p	l æ m p		l a m p ə
931	k aː r s			k eː r ts ə
916	t r ɔ x	t r ɔ f		t r oː k
293	d ɑ k			d a x
305	p aː l			pf aː l
-306	p ɔ s t	p əʊ s t		
280	b oː x			b oː ɡ ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
51		b r ɪ k	b ʀ i k	
1720	b uː r			b au ə r
1726	v ɛ l t	f iː l d		f ɛ l t
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
1719	h ɛ k			ɡ ə + h eː ɡ ə
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
2111	x r aː v ə			ɡ r aː b ə n
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
2094		ʃ ʌ v l̩		ʃ au f ə l
2097		h əʊ		h a k ə
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
2105		r eɪ k		r ɛ x ə n
2107	h ɑ r k			h a r k ə
471	z aː j ə	s əʊ	s ə m e	z æː ə n
1385	z aː t	s iː d	s ə m ɑ̃ s	z aː t
-1785	x r aː n	ɡ r eɪ n		
1300	x ɛ r s t			ɡ ɛ r s t ə
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
1295	h aː v ə r			h aː f ə r
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
1989	h oː j	h eɪ		h ɔy
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
2000	b l ɑ t			b l a t
2001		l iː f		l au p
1447	b oː m			b au m
70	b øː k	b iː tʃ		b uː x ə
-78	p ɛɪ m + b oː m	p aɪ n		
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
-12	p ɛɪ p	p aɪ p		pf ai f ə
716		b ɑː k		b ɔ r k ə
713	s ɑ p	s æ p		z a f t
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
308	d uː n	d uː		t uː n
303	w ɛ r k	w ɜː k		
296	b œy ɣ ə			b ɔy ɡ ə n
300		f əʊ l d		f a l t ə n
289	b ɪ n d ə	b aɪ n d		b ɪ n d ə n
287	t ɑu w			t au
1921	s l aː n			ʃ l aː ɡ ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
2208	h ɑ k ə			ts ɛ r + h a k ə n
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
1928	s p l ɛɪ t ə	s p l ɪ t		ʃ p a l t ə n
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
642	b ɑu w ə			b au ə n
648	b oː r ə	b ɔː r		b oː r ə n
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
657	h aː m ə r	h æ m ə r		h a m ə r
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
30	l ɛɪ m			l ai m
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
1648	s m eː d ə			ʃ m iː d ə n
1644	x iː t ə			ɡ iː s ə n
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
1638	k oː p ə r	k ɔ p ə r		
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
1630	t ɪ n	t ɪ n		ts ɪ n
1002	k l ɛɪ	k l eɪ		
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
995	v l ɛ x t ə			f l ɛ x t ə n
2253	k ɛ r v ə	k ɑː v		
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
2127	d r aː j ə			d r eː ə n
1689		l ɪ f t	l ə v e	
1692	v ɑ l ə	f ɔː l		f a l ə n
1694	d r ʉ p ə l ə	d r ɪ p		t r ɔ pf ə n
1696	w ɛ r p ə			v ɛ r f ə n
630	v ɑ ŋ ə			f a ŋ ə n
1851		f l əʊ		f l iː s ə n
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
133	x aː n	ɡ əʊ		
566	k l ɪ m ə	k l aɪ m		
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
1431	d r aː ɣ ə			t r aː ɡ ə n
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1439	z ɛ n d ə	s ɛ n d		
1417	l ɛɪ d ə	l iː d		l ai t ə n
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
782	w ɛ x			v ɛ k
783		r əʊ d	ʀ u t	
778	p ɑ t	p ɑː θ		pf aː t
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
785	w iː l	w iː l		
792	j ʉ k	j əʊ k	ʒ u	j ɔ x
1223	p ɛ d ə l	p æ d l̩		p a d ə l
1111	m ɑ s t	m ɑː s t	m ɑ	m a s t
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1411	h ɛ b ə	h æ v		h aː b ə n
1408	n eː m ə			n eː m ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
1397	h ɑu d ə			b ə + h a l t ə n
1389			ʃ o z	z a x ə
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
2091	b ə + w aː r ə			b ə + v aː r ə n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
576	z uː k ə	s iː k		z uː x ə n
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
-1791	r ɛɪ k	r ɪ tʃ		r ai x
1789	b eː d ə l aː r			b ɛ t l ə r
186	s x ʉ l t			ʃ ʊ l t
184	b ə + t aː l ə			b ə + ts aː l ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
816	l oː n			l oː n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
232	k oː p ə			k au f ə n
240	v ə r + k oː p ə			f ɛ r + k au f ə n
-225	p r ɛɪ s	p r aɪ s		p r ai s
243	d yː r			t ɔy ə r
885	d eː l ə			au s + t ai l ə n
877	w eː ɣ ə			v iː ɡ ə n
-2284	p l aː ts	p l eɪ s		p l a ts
837	b l ɛɪ v ə			b l ai b ə n
838		s t eɪ	ʀ ɛ s t e	
-2270	r ɛ s t ə			r ɛ s t
2219	v ə r + z aː m ə l ə			z a m ə l n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
776	v ə r + d eː l ə			t ai l ə n
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
847	h oː x	h aɪ		h oː x
855	l aː x	l əʊ		
850	t ɔ p	t ɔ p		
659	b oː d ə m	b ɔ t ə m		b oː d ə n
1518	s p ɪ ts			ʃ p ɪ ts ə
864		s aɪ d		z ai t ə
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
213	r ɛ x ts	r aɪ t		r ɛ x t
1333		n ɪ ə r		n aː ə
1286	v ɛ r	f ɑː r		f ɛ r n
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
197	z œy d ə	s aʊ θ	s y d	z yː d ə n
20	k l ɛɪ n			k l ai n
2020	l ɑ ŋ	l ɔ ŋ	l ɔ̃	l a ŋ
1193	b r eː t			b r ai t
1194	w ɛɪ t	w aɪ d		
1188	n ɑu w	n æ r əʊ		
474	d ɪ k	θ ɪ k		d ɪ k
467	d ʉ n	θ ɪ n		d ʏ n
1177	d iː p	d iː p		t iː f
588	v l ɑ k		p l a	f l a x
-588	p l ɑ t			p l a t
584	h aː k	h ʊ k		h aː k ə n
1204	v iː r + k ɑ n t			f iː r + ɛ k
-1153	r ɔ n t	r aʊ n d		r ʊ n t
-1158	b ɑ l	b ɔː l		
-1161	l ɛɪ n	l aɪ n		
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
700	t w aː l f	t w ɛ l v		ts v œ l f
867	h ɔ n d ə r t	h ʌ n d r ə d	s ɑ̃	h ʊ n d ə r t
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
677	t ɛ l ə			ts ɛː l ə n
1559	ɑ l ə	ɔː l		a l ə
1562	v eː l			f iː l
1565	m eː r	m ɔː r		m eː r
1568	w ɛɪ n ə x			v eː n ɪ x
1571	m eː n ə x t ə			m ɛ ŋ ə
1970	v ɔ l	f ʊ l	p l ɛ̃	f ɔ l
1972	d eː l			t ai l
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
352	eː r s t ə			eː r s t ə
347	t w eː d ə			ts v ai t ə
-350	p aː r	p ɛ ə r		p aː r
1230	d ɛ r d ə	θ ɜː d	t ʀ w a z j ɛ m	d r ɪ t ə
684	t ɛɪ t			ts ai t
685		t aɪ m	t ɑ̃	
2017	n iː w	n j uː	n u v o	n ɔy
