ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
835	673_armpit	armpit	dutch	Dutch	oksel	ɔksəl	ɔ k s ə l	dutc1256	52.0	5.0	Indo-European	575
836	673_armpit	armpit	english	English	armpit	ɑːm-pɪt	ɑː m + p ɪ t	stan1293	53.0	-1.0	Indo-European	574
379	851_aunt	aunt	german	German	Tante	tantə	t a n t ə	stan1295	48.649	12.4676	Indo-European	-2027
380	851_aunt	aunt	french	French	tante	tɑ̃t	t ɑ̃ t	stan1290	48.0	2.0	Indo-European	2027
381	851_aunt	aunt	dutch	Dutch	tante	tɑntə	t ɑ n t ə	dutc1256	52.0	5.0	Indo-European	-2027
382	851_aunt	aunt	english	English	aunt	ɑːnt	ɑː n t	stan1293	53.0	-1.0	Indo-European	-2027
749	709_back	back	german	German	rücken	rʏkən	r ʏ k ə n	stan1295	48.649	12.4676	Indo-European	1821
750	709_back	back	french	French	dos	do	d o	stan1290	48.0	2.0	Indo-European	1823
751	709_back	back	dutch	Dutch	rug	rʉx	r ʉ x	dutc1256	52.0	5.0	Indo-European	1821
752	709_back	back	english	English	back	bæk	b æ k	stan1293	53.0	-1.0	Indo-European	1822
1118	580_bald	bald	german	German	kahl	kaːl	k aː l	stan1295	48.649	12.4676	Indo-European	1144
1119	580_bald	bald	french	French	chauve	ʃov	ʃ o v	stan1290	48.0	2.0	Indo-European	1146
1120	580_bald	bald	dutch	Dutch	kaal	kaːl	k aː l	dutc1256	52.0	5.0	Indo-European	1144
1121	580_bald	bald	english	English	bald	bɔːld	b ɔː l d	stan1293	53.0	-1.0	Indo-European	1145
1684	343_bark	bark	german	German	Rinde	rɪndə	r ɪ n d ə	stan1295	48.649	12.4676	Indo-European	715
1685	343_bark	bark	german	German	Borke	bɔrkə	b ɔ r k ə	stan1295	48.649	12.4676	Indo-European	716
1686	343_bark	bark	french	French	écorce	ekɔʀs	e k ɔ ʀ s	stan1290	48.0	2.0	Indo-European	717
1687	343_bark	bark	dutch	Dutch	bast	bɑst	b ɑ s t	dutc1256	52.0	5.0	Indo-European	718
1688	343_bark	bark	english	English	bark	bɑːk	b ɑː k	stan1293	53.0	-1.0	Indo-European	716
1626	371_barley	barley	german	German	Gerste	ɡɛrstə	ɡ ɛ r s t ə	stan1295	48.649	12.4676	Indo-European	1300
1627	371_barley	barley	french	French	orge	ɔʀʒ	ɔ ʀ ʒ	stan1290	48.0	2.0	Indo-European	1302
1628	371_barley	barley	dutch	Dutch	gerst	xɛrst	x ɛ r s t	dutc1256	52.0	5.0	Indo-European	1300
1629	371_barley	barley	english	English	barley	bɑːlɪ	b ɑː l ɪ	stan1293	53.0	-1.0	Indo-European	1301
1290	520_bean	bean	german	German	Bohne	boːnə	b oː n ə	stan1295	48.649	12.4676	Indo-European	34
1291	520_bean	bean	french	French	haricot	aʀiko	a ʀ i k o	stan1290	48.0	2.0	Indo-European	35
1292	520_bean	bean	dutch	Dutch	boon	boːn	b oː n	dutc1256	52.0	5.0	Indo-European	34
1293	520_bean	bean	english	English	bean	biːn	b iː n	stan1293	53.0	-1.0	Indo-European	34
715	719_beard	beard	german	German	Bart	baːrt	b aː r t	stan1295	48.649	12.4676	Indo-European	1198
716	719_beard	beard	french	French	barbe	baʀb	b a ʀ b	stan1290	48.0	2.0	Indo-European	1198
717	719_beard	beard	dutch	Dutch	baard	baːrt	b aː r t	dutc1256	52.0	5.0	Indo-European	1198
718	719_beard	beard	english	English	beard	bɪəd	b ɪ ə d	stan1293	53.0	-1.0	Indo-European	1198
1496	414_bed	bed	german	German	Bett	bɛt	b ɛ t	stan1295	48.649	12.4676	Indo-European	922
1497	414_bed	bed	french	French	lit	li	l i	stan1290	48.0	2.0	Indo-European	923
1498	414_bed	bed	dutch	Dutch	bed	bɛt	b ɛ t	dutc1256	52.0	5.0	Indo-European	922
1499	414_bed	bed	english	English	bed	bɛd	b ɛ d	stan1293	53.0	-1.0	Indo-European	922
1663	355_beech	beech	german	German	Buche	buːxə	b uː x ə	stan1295	48.649	12.4676	Indo-European	70
1664	355_beech	beech	french	French	hêtre	ɛtʀ	ɛ t ʀ	stan1290	48.0	2.0	Indo-European	71
1665	355_beech	beech	dutch	Dutch	beuk	bøːk	b øː k	dutc1256	52.0	5.0	Indo-European	70
1666	355_beech	beech	english	English	beech	biːʧ	b iː tʃ	stan1293	53.0	-1.0	Indo-European	70
997	614_begetoffather	beget (of father)	german	German	zeugen	ʦɔyɡən	ts ɔy ɡ ə n	stan1295	48.649	12.4676	Indo-European	331
998	614_begetoffather	beget (of father)	french	French	engendrer	ɑ̃ʒɑ̃dʀe	ɑ̃ ʒ ɑ̃ d ʀ e	stan1290	48.0	2.0	Indo-European	333
999	614_begetoffather	beget (of father)	dutch	Dutch	verwekken	vər-wɛkə	v ə r + w ɛ k ə	dutc1256	52.0	5.0	Indo-European	334
1000	614_begetoffather	beget (of father)	english	English	beget	bɪɡɛt	b ɪ ɡ ɛ t	stan1293	53.0	-1.0	Indo-European	332
2135	153_beggar	beggar	german	German	Bettler	bɛtlər	b ɛ t l ə r	stan1295	48.649	12.4676	Indo-European	1789
2136	153_beggar	beggar	french	French	mendiant	mɑ̃djɑ̃	m ɑ̃ d j ɑ̃	stan1290	48.0	2.0	Indo-European	1790
2137	153_beggar	beggar	dutch	Dutch	bedelaar	beːdəlaːr	b eː d ə l aː r	dutc1256	52.0	5.0	Indo-European	1789
2138	153_beggar	beggar	english	English	beggar	bɛɡər	b ɛ ɡ ə r	stan1293	53.0	-1.0	Indo-European	6200
2190	129_behind	behind	german	German	Platz	plaʦ	p l a ts	stan1295	48.649	12.4676	Indo-European	-2284
2191	129_behind	behind	french	French	place	plas	p l a s	stan1290	48.0	2.0	Indo-European	2284
2192	129_behind	behind	dutch	Dutch	plaats	plaːʦ	p l aː ts	dutc1256	52.0	5.0	Indo-European	-2284
2193	129_behind	behind	english	English	place	pleɪs	p l eɪ s	stan1293	53.0	-1.0	Indo-European	-2284
1706	324_bend	bend	german	German	beugen	bɔyɡən	b ɔy ɡ ə n	stan1295	48.649	12.4676	Indo-European	296
1707	324_bend	bend	french	French	plier	plije	p l i j e	stan1290	48.0	2.0	Indo-European	298
1708	324_bend	bend	french	French	courber	kuʀbe	k u ʀ b e	stan1290	48.0	2.0	Indo-European	299
1709	324_bend	bend	dutch	Dutch	buigen	bœyɣə	b œy ɣ ə	dutc1256	52.0	5.0	Indo-European	296
1710	324_bend	bend	english	English	bend	bɛnd	b ɛ n d	stan1293	53.0	-1.0	Indo-European	297
1327	501_beveragedrink	beverage, drink	german	German	Getränk	ɡə-trɛŋk	ɡ ə + t r ɛ ŋ k	stan1295	48.649	12.4676	Indo-European	480
1328	501_beveragedrink	beverage, drink	french	French	boisson	bwasɔ̃	b w a s ɔ̃	stan1290	48.0	2.0	Indo-European	481
1329	501_beveragedrink	beverage, drink	dutch	Dutch	drank	drɑŋk	d r ɑ ŋ k	dutc1256	52.0	5.0	Indo-European	480
1330	501_beveragedrink	beverage, drink	english	English	drink	drɪŋk	d r ɪ ŋ k	stan1293	53.0	-1.0	Indo-European	480
566	784_bird	bird	german	German	Vogel	foːɡəl	f oː ɡ ə l	stan1295	48.649	12.4676	Indo-European	166
567	784_bird	bird	french	French	oiseau	wazo	w a z o	stan1290	48.0	2.0	Indo-European	168
568	784_bird	bird	dutch	Dutch	vogel	voːɣəl	v oː ɣ ə l	dutc1256	52.0	5.0	Indo-European	166
569	784_bird	bird	english	English	bird	bɜːd	b ɜː d	stan1293	53.0	-1.0	Indo-European	167
1500	412_blanket	blanket	german	German	Decke	dɛkə	d ɛ k ə	stan1295	48.649	12.4676	Indo-European	672
1501	412_blanket	blanket	french	French	couverture	kuvɛʀtyʀ	k u v ɛ ʀ t y ʀ	stan1290	48.0	2.0	Indo-European	674
1502	412_blanket	blanket	dutch	Dutch	deken	deːkə	d eː k ə	dutc1256	52.0	5.0	Indo-European	672
1503	412_blanket	blanket	english	English	blanket	blæŋkɪt	b l æ ŋ k ɪ t	stan1293	53.0	-1.0	Indo-European	673
1130	576_blind	blind	german	German	blind	blɪnt	b l ɪ n t	stan1295	48.649	12.4676	Indo-European	278
1131	576_blind	blind	french	French	aveugle	avœɡl	a v œ ɡ l	stan1290	48.0	2.0	Indo-European	279
1132	576_blind	blind	dutch	Dutch	blind	blɪnt	b l ɪ n t	dutc1256	52.0	5.0	Indo-European	278
1133	576_blind	blind	english	English	blind	blaɪnd	b l aɪ n d	stan1293	53.0	-1.0	Indo-European	278
787	694_blink	blink	german	German	blinzeln	blɪnʦəln	b l ɪ n ts ə l n	stan1295	48.649	12.4676	Indo-European	6019
788	694_blink	blink	french	French	cligner	kliɲe	k l i ɲ e	stan1290	48.0	2.0	Indo-European	252
789	694_blink	blink	dutch	Dutch	knipperen	knɪpərə	k n ɪ p ə r ə	dutc1256	52.0	5.0	Indo-European	253
790	694_blink	blink	english	English	blink	blɪŋk	b l ɪ ŋ k	stan1293	53.0	-1.0	Indo-European	251
1082	592_blister	blister	german	German	Blase	blaːzə	b l aː z ə	stan1295	48.649	12.4676	Indo-European	531
1083	592_blister	blister	french	French	ampoule	ɑ̃pul	ɑ̃ p u l	stan1290	48.0	2.0	Indo-European	532
1084	592_blister	blister	dutch	Dutch	blaar	blaːr	b l aː r	dutc1256	52.0	5.0	Indo-European	6024
1085	592_blister	blister	english	English	blister	blɪstər	b l ɪ s t ə r	stan1293	53.0	-1.0	Indo-European	6025
723	715_blood	blood	german	German	Blut	bluːt	b l uː t	stan1295	48.649	12.4676	Indo-European	1811
724	715_blood	blood	french	French	sang	sɑ̃	s ɑ̃	stan1290	48.0	2.0	Indo-European	1812
725	715_blood	blood	dutch	Dutch	bloed	bluːt	b l uː t	dutc1256	52.0	5.0	Indo-European	1811
726	715_blood	blood	english	English	blood	blʌd	b l ʌ d	stan1293	53.0	-1.0	Indo-European	1811
1955	233_blow	blow	german	German	blasen	blaːzən	b l aː z ə n	stan1295	48.649	12.4676	Indo-European	1075
1956	233_blow	blow	french	French	souffler	sufle	s u f l e	stan1290	48.0	2.0	Indo-European	1076
1957	233_blow	blow	dutch	Dutch	blazen	blaːzə	b l aː z ə	dutc1256	52.0	5.0	Indo-European	1075
1958	233_blow	blow	english	English	blow	bləʊ	b l əʊ	stan1293	53.0	-1.0	Indo-European	1075
697	723_body	body	german	German	Leib	laip	l ai p	stan1295	48.649	12.4676	Indo-European	1981
698	723_body	body	german	German	Körper	kœrpər	k œ r p ə r	stan1295	48.649	12.4676	Indo-European	-1983
699	723_body	body	french	French	corps	kɔʀ	k ɔ ʀ	stan1290	48.0	2.0	Indo-European	1983
700	723_body	body	dutch	Dutch	lichaam	lɪxaːm	l ɪ x aː m	dutc1256	52.0	5.0	Indo-European	1984
701	723_body	body	english	English	body	bɔdɪ	b ɔ d ɪ	stan1293	53.0	-1.0	Indo-European	1982
1086	591_boilnoun	boil (noun)	german	German	Furunkel	fuːrʊŋkəl	f uː r ʊ ŋ k ə l	stan1295	48.649	12.4676	Indo-European	-533
1087	591_boilnoun	boil (noun)	french	French	furoncle	fyʀɔ̃kl	f y ʀ ɔ̃ k l	stan1290	48.0	2.0	Indo-European	533
1088	591_boilnoun	boil (noun)	dutch	Dutch	steenpuist	steːmpœyst	s t eː m p œy s t	dutc1256	52.0	5.0	Indo-European	535
1089	591_boilnoun	boil (noun)	english	English	boil	bɔɪl	b ɔ ɪ l	stan1293	53.0	-1.0	Indo-European	534
733	713_bone	bone	german	German	Knochen	knɔxən	k n ɔ x ə n	stan1295	48.649	12.4676	Indo-European	1817
734	713_bone	bone	french	French	os	ɔs	ɔ s	stan1290	48.0	2.0	Indo-European	1819
735	713_bone	bone	dutch	Dutch	bot	bɔt	b ɔ t	dutc1256	52.0	5.0	Indo-European	1820
736	713_bone	bone	english	English	bone	bəʊn	b əʊ n	stan1293	53.0	-1.0	Indo-European	1818
1394	464_boot	boot	german	German	Stiefel	ʃtiːfəl	ʃ t iː f ə l	stan1295	48.649	12.4676	Indo-European	1190
1395	464_boot	boot	french	French	botte	bɔt	b ɔ t	stan1290	48.0	2.0	Indo-European	1191
1396	464_boot	boot	dutch	Dutch	laars	laːrs	l aː r s	dutc1256	52.0	5.0	Indo-European	1192
1397	464_boot	boot	english	English	boot	-buːt	b uː t	stan1293	53.0	-1.0	Indo-European	1191
1811	288_bore	bore	german	German	bohren	boːrən	b oː r ə n	stan1295	48.649	12.4676	Indo-European	648
1812	288_bore	bore	french	French	perforer	pɛʀfɔʀe	p ɛ ʀ f ɔ ʀ e	stan1290	48.0	2.0	Indo-European	649
1813	288_bore	bore	dutch	Dutch	boren	boːrə	b oː r ə	dutc1256	52.0	5.0	Indo-European	648
1814	288_bore	bore	english	English	bore	bɔːr	b ɔː r	stan1293	53.0	-1.0	Indo-European	648
2246	100_bottom	bottom	german	German	Boden	boːdən	b oː d ə n	stan1295	48.649	12.4676	Indo-European	659
2247	100_bottom	bottom	french	French	fond	fɔ̃	f ɔ̃	stan1290	48.0	2.0	Indo-European	660
2248	100_bottom	bottom	dutch	Dutch	bodem	boːdəm	b oː d ə m	dutc1256	52.0	5.0	Indo-European	659
2249	100_bottom	bottom	english	English	bottom	bɔtəm	b ɔ t ə m	stan1293	53.0	-1.0	Indo-European	659
1208	548_bowl	bowl	german	German	Napf	nap͡f	n a pf	stan1295	48.649	12.4676	Indo-European	1329
1209	548_bowl	bowl	german	German	Schale	ʃaːlə	ʃ aː l ə	stan1295	48.649	12.4676	Indo-European	1332
1210	548_bowl	bowl	french	French	bol	bɔl	b ɔ l	stan1290	48.0	2.0	Indo-European	1330
1211	548_bowl	bowl	dutch	Dutch	kom	kɔm	k ɔ m	dutc1256	52.0	5.0	Indo-European	1331
1212	548_bowl	bowl	english	English	bowl	bəʊl	b əʊ l	stan1293	53.0	-1.0	Indo-European	-1330
292	888_boy	boy	german	German	Junge	jʊŋə	j ʊ ŋ ə	stan1295	48.649	12.4676	Indo-European	116
293	888_boy	boy	german	German	Knabe	knaːbə	k n aː b ə	stan1295	48.649	12.4676	Indo-European	119
294	888_boy	boy	french	French	garçon	ɡaʀsɔ̃	ɡ a ʀ s ɔ̃	stan1290	48.0	2.0	Indo-European	118
295	888_boy	boy	dutch	Dutch	jongen	jɔŋə	j ɔ ŋ ə	dutc1256	52.0	5.0	Indo-European	116
296	888_boy	boy	english	English	boy	bɔɪ	b ɔ ɪ	stan1293	53.0	-1.0	Indo-European	117
1424	451_bracelet	bracelet	german	German	Armband	arm-bant	a r m + b a n t	stan1295	48.649	12.4676	Indo-European	205
1425	451_bracelet	bracelet	french	French	bracelet	bʀaslɛ	b ʀ a s l ɛ	stan1290	48.0	2.0	Indo-European	206
1426	451_bracelet	bracelet	dutch	Dutch	armband	ɑrm-bɑnt	ɑ r m + b ɑ n t	dutc1256	52.0	5.0	Indo-European	205
1427	451_bracelet	bracelet	english	English	bracelet	breɪslɪt	b r eɪ s l ɪ t	stan1293	53.0	-1.0	Indo-European	-206
762	704_brain	brain	german	German	Gehirn	ɡə-hɪrn	ɡ ə + h ɪ r n	stan1295	48.649	12.4676	Indo-European	1857
763	704_brain	brain	french	French	cerveau	sɛʀvo	s ɛ ʀ v o	stan1290	48.0	2.0	Indo-European	1859
764	704_brain	brain	dutch	Dutch	hersenen	hɛrsənə	h ɛ r s ə n ə	dutc1256	52.0	5.0	Indo-European	1860
765	704_brain	brain	english	English	brain	breɪn	b r eɪ n	stan1293	53.0	-1.0	Indo-European	1858
1650	360_branch	branch	german	German	Zweig	ʦvaik	ts v ai k	stan1295	48.649	12.4676	Indo-European	1991
1651	360_branch	branch	french	French	branche	bʀɑ̃ʃ	b ʀ ɑ̃ ʃ	stan1290	48.0	2.0	Indo-European	1992
1652	360_branch	branch	dutch	Dutch	tak	tɑk	t ɑ k	dutc1256	52.0	5.0	Indo-European	6036
1653	360_branch	branch	english	English	branch	brɑːnʧ	b r ɑː n tʃ	stan1293	53.0	-1.0	Indo-European	-1992
1261	532_bread	bread	german	German	Brot	broːt	b r oː t	stan1295	48.649	12.4676	Indo-European	655
1262	532_bread	bread	french	French	pain	pɛ̃	p ɛ̃	stan1290	48.0	2.0	Indo-European	656
1263	532_bread	bread	dutch	Dutch	brood	broːt	b r oː t	dutc1256	52.0	5.0	Indo-European	655
1264	532_bread	bread	english	English	bread	brɛd	b r ɛ d	stan1293	53.0	-1.0	Indo-European	655
1743	307_break	break	german	German	brechen	brɛxən	b r ɛ x ə n	stan1295	48.649	12.4676	Indo-European	1930
1744	307_break	break	french	French	casser	kase	k a s e	stan1290	48.0	2.0	Indo-European	1931
1745	307_break	break	french	French	briser	bʀize	b ʀ i z e	stan1290	48.0	2.0	Indo-European	6041
1746	307_break	break	dutch	Dutch	breken	breːkə	b r eː k ə	dutc1256	52.0	5.0	Indo-European	1930
1747	307_break	break	english	English	break	breɪk	b r eɪ k	stan1293	53.0	-1.0	Indo-European	1930
900	652_breastofwoman	breast (of woman)	german	German	Brust	brʊst	b r ʊ s t	stan1295	48.649	12.4676	Indo-European	937
901	652_breastofwoman	breast (of woman)	french	French	sein	sɛ̃	s ɛ̃	stan1290	48.0	2.0	Indo-European	938
902	652_breastofwoman	breast (of woman)	french	French	poitrine	pwatʀin	p w a t ʀ i n	stan1290	48.0	2.0	Indo-European	939
903	652_breastofwoman	breast (of woman)	dutch	Dutch	borst	bɔrst	b ɔ r s t	dutc1256	52.0	5.0	Indo-European	937
904	652_breastofwoman	breast (of woman)	english	English	breast	brɛst	b r ɛ s t	stan1293	53.0	-1.0	Indo-European	937
946	635_breathebreath	breathe, breath	german	German	atmen	aːtmən	aː t m ə n	stan1295	48.649	12.4676	Indo-European	1548
947	635_breathebreath	breathe, breath	french	French	respirer	ʀɛspiʀe	ʀ ɛ s p i ʀ e	stan1290	48.0	2.0	Indo-European	1550
948	635_breathebreath	breathe, breath	dutch	Dutch	ademen	aːdəmə	aː d ə m ə	dutc1256	52.0	5.0	Indo-European	1548
949	635_breathebreath	breathe, breath	english	English	breathe	briːð	b r iː ð	stan1293	53.0	-1.0	Indo-European	1549
1543	396_brick	brick	german	German	Backstein	bak-ʃtain	b a k + ʃ t ai n	stan1295	48.649	12.4676	Indo-European	52
1544	396_brick	brick	french	French	brique	bʀik	b ʀ i k	stan1290	48.0	2.0	Indo-European	51
1545	396_brick	brick	dutch	Dutch	baksteen	bɑk-steːn	b ɑ k + s t eː n	dutc1256	52.0	5.0	Indo-European	52
1546	396_brick	brick	english	English	brick	brɪk	b r ɪ k	stan1293	53.0	-1.0	Indo-European	51
2037	194_bridge	bridge	german	German	Brücke	brʏkə	b r ʏ k ə	stan1295	48.649	12.4676	Indo-European	790
2038	194_bridge	bridge	french	French	pont	pɔ̃	p ɔ̃	stan1290	48.0	2.0	Indo-European	791
2039	194_bridge	bridge	dutch	Dutch	brug	brʉx	b r ʉ x	dutc1256	52.0	5.0	Indo-European	790
2040	194_bridge	bridge	english	English	bridge	brɪʤ	b r ɪ dʒ	stan1293	53.0	-1.0	Indo-European	790
2007	202_bring	bring	german	German	bringen	brɪŋən	b r ɪ ŋ ə n	stan1295	48.649	12.4676	Indo-European	1434
2008	202_bring	bring	french	French	amener	amne	a m n e	stan1290	48.0	2.0	Indo-European	1437
2009	202_bring	bring	dutch	Dutch	brengen	brɛŋə	b r ɛ ŋ ə	dutc1256	52.0	5.0	Indo-European	1434
2010	202_bring	bring	english	English	bring	brɪŋ	b r ɪ ŋ	stan1293	53.0	-1.0	Indo-European	1434
1748	306_broken	broken	german	German	gebrochen	ɡə-brɔxən	ɡ ə + b r ɔ x ə n	stan1295	48.649	12.4676	Indo-European	53
1749	306_broken	broken	french	French	brisé	bʀiz	b ʀ i z	stan1290	48.0	2.0	Indo-European	54
1750	306_broken	broken	french	French	cassé	kase	k a s e	stan1290	48.0	2.0	Indo-European	56
1751	306_broken	broken	dutch	Dutch	kapot	kaːpɔt	k aː p ɔ t	dutc1256	52.0	5.0	Indo-European	55
1752	306_broken	broken	dutch	Dutch	stuk	stʉk	s t ʉ k	dutc1256	52.0	5.0	Indo-European	57
1753	306_broken	broken	english	English	broken	brəʊkən	b r əʊ k ə n	stan1293	53.0	-1.0	Indo-European	53
1068	595_bruise	bruise	german	German	Quetschung	kvɛʧʊŋ	k v ɛ tʃ ʊ ŋ	stan1295	48.649	12.4676	Indo-European	521
1069	595_bruise	bruise	french	French	contusion	kɔ̃tyzjɔ̃	k ɔ̃ t y z j ɔ̃	stan1290	48.0	2.0	Indo-European	523
1070	595_bruise	bruise	french	French	bleu	blø	b l ø	stan1290	48.0	2.0	Indo-European	524
1071	595_bruise	bruise	dutch	Dutch	kneuzing	knøːzɪŋ	k n øː z ɪ ŋ	dutc1256	52.0	5.0	Indo-European	6023
1072	595_bruise	bruise	english	English	bruise	bruːz	b r uː z	stan1293	53.0	-1.0	Indo-European	522
1436	442_brush	brush	german	German	Bürste	bʏrstə	b ʏ r s t ə	stan1295	48.649	12.4676	Indo-European	2166
1437	442_brush	brush	french	French	brosse	bʀɔs	b ʀ ɔ s	stan1290	48.0	2.0	Indo-European	2167
1438	442_brush	brush	dutch	Dutch	borstel	bɔrstəl	b ɔ r s t ə l	dutc1256	52.0	5.0	Indo-European	2166
1439	442_brush	brush	english	English	brush	brʌʃ	b r ʌ ʃ	stan1293	53.0	-1.0	Indo-European	-2167
1806	289_build	build	german	German	bauen	bauən	b au ə n	stan1295	48.649	12.4676	Indo-European	642
1807	289_build	build	french	French	bâtir	bɑtiʀ	b ɑ t i ʀ	stan1290	48.0	2.0	Indo-European	644
1808	289_build	build	french	French	construire	kɔ̃stʀɥiʀ	k ɔ̃ s t ʀ ɥ i ʀ	stan1290	48.0	2.0	Indo-European	645
1809	289_build	build	dutch	Dutch	bouwen	bɑuwə	b ɑu w ə	dutc1256	52.0	5.0	Indo-European	642
1810	289_build	build	english	English	build	bɪld	b ɪ l d	stan1293	53.0	-1.0	Indo-European	643
478	811_bull	bull	german	German	stier	ʃtiːr	ʃ t iː r	stan1295	48.649	12.4676	Indo-European	2183
479	811_bull	bull	german	German	Bulle	bʊlə	b ʊ l ə	stan1295	48.649	12.4676	Indo-European	2184
480	811_bull	bull	french	French	taureau	tɔʀo	t ɔ ʀ o	stan1290	48.0	2.0	Indo-European	2183
481	811_bull	bull	dutch	Dutch	stier	stiːr	s t iː r	dutc1256	52.0	5.0	Indo-European	2183
482	811_bull	bull	english	English	bull	bʊl	b ʊ l	stan1293	53.0	-1.0	Indo-European	-2184
1026	605_burythedead	bury (the dead)	german	German	begraben	bə-ɡraːbən	b ə + ɡ r aː b ə n	stan1295	48.649	12.4676	Indo-European	340
1027	605_burythedead	bury (the dead)	german	German	beerdigen	bə.-eːrdɪɡən	b ə + eː r d ɪ ɡ ə n	stan1295	48.649	12.4676	Indo-European	342
1028	605_burythedead	bury (the dead)	french	French	enterrer	ɑ̃teʀe	ɑ̃ t e ʀ e	stan1290	48.0	2.0	Indo-European	341
1029	605_burythedead	bury (the dead)	dutch	Dutch	begraven	bə-ɣraːvə	b ə + ɣ r aː v ə	dutc1256	52.0	5.0	Indo-European	340
1030	605_burythedead	bury (the dead)	english	English	bury	bɛrɪ	b ɛ r ɪ	stan1293	53.0	-1.0	Indo-European	6022
1323	502_butter	butter	german	German	Butter	bʊtər	b ʊ t ə r	stan1295	48.649	12.4676	Indo-European	1676
1324	502_butter	butter	french	French	beurre	bœʀ	b œ ʀ	stan1290	48.0	2.0	Indo-European	1677
1325	502_butter	butter	dutch	Dutch	boter	boːtər	b oː t ə r	dutc1256	52.0	5.0	Indo-European	1676
1326	502_butter	butter	english	English	butter	bʌtər	b ʌ t ə r	stan1293	53.0	-1.0	Indo-European	1676
685	730_butterfly	butterfly	german	German	Schmetterling	ʃmɛtərlɪŋ	ʃ m ɛ t ə r l ɪ ŋ	stan1295	48.649	12.4676	Indo-European	794
686	730_butterfly	butterfly	french	French	papillon	papijɔ̃	p a p i j ɔ̃	stan1290	48.0	2.0	Indo-European	796
