COGID	dutch	english	french	german
1976-1	d ɔ n t			
1243-1	k iː l			
1265-1	m ɔ l			
1261-1	z iː			
655-1	b aː d ə			
650-1	d iː			
1532-1	m eː d ə			
-36-1	z ɛ k			
34-1	b ɑ n			
-1647-1	d r ɛɪ			
-1615-1	d ɔ f			
125-1	d ɔ l			
1659-1	l iː			
1661-1	m ɑ n			
1676-1	b aː j			
480-1	d iː r			
1466-1	k l ɛɪ			
2277-1	j ɛ l ɛɪ			
2271-1	d ɔ l k			
2293-1	d iː n			
624-1	z iː k			
628-1	z ɛ n d			
626-1	w iː r			
633-1	d ɛ n d ə			
1185-1	k oː r ə			
1179-1	d oː p			
2168-1	k aː j			
1952-1	d iː r			
899-1	d iː n			
922-1	b ɛ r d			
-934-1	l aː j			
916-1	d ɔ r k			
1726-1	v eː l			
2108-1	p ɑ l			
1133-1	v l uː r			
2114-1	m ɛ n d ə			
1272-1	r iː v			
1979-1	k r aː n			
1989-1	k ɛɪ			
-2260-1	p oː m			
70-1	b ɑ l			
-89-1	aː l ɛɪ m			
-12-1	p oː m			
713-1	s m ɑ p			
747-1	d ɛ n t			
308-1	d eː			
289-1	b ɛ n d			
1930-1	b r aː j			
1928-1	z ɔ n t			
858-1	œy + s + r ɑ n			
1577-1	l iː n			
908-1	w ɔ r k			
648-1	b r ɛɪ v ə			
1855-1	l aː n			
657-1	r iː d ə			
2058-1	k aː l			
949-1	b l iː k			
1642-1	m aː d			
1640-1	z iː n iː r			
1633-1	r iː k			
1630-1	t ɛ n			
993-1	k l ɛɪ n			
-2121-1	r aː l			
1692-1	v l eː			
1694-1	d iː l			
1062-1	z iː k			
476-1	m iː m			
1051-1	v l aː			
1075-1	b l			
135-1	z ɑ l ɛɪ			
-134-1	d iː			
1839-1	m aː n			
1097-1	k l ɛɪ n			
1777-1	v l uː r			
1434-1	b r aː x			
1417-1	d ɔ f			
1424-1	d ɔ			
778-1	m ɔ d ə			
790-1	b r ɑ k			
1223-1	m ɔ d ə r			
1117-1	z aː l			
1411-1	k ɛ r v			
1407-1	m eː d			
1390-1	d iː k			
2086-1	m aː n			
2082-1	m ɛ r k			
576-1	k iː k			
579-1	d ɔ r k			
581-1	d iː l			
-1791-1	r iː j			
-225-1	m eː d iː r			
-2284-1	p ɔ m			
1479-1	m ɛ + m eː m			
847-1	d iː			
659-1	x aː n			
860-1	m eː d ə r			
213-1	r øː t			
1286-1	v r aː v ə			
1293-1	m ɛ s t			
474-1	d ɑ k			
467-1	d iː			
1177-1	d iː l			
588-1	b ʉ l iː			
584-1	l ɛɪ			
-1153-1	+ ɔ d ə r			
700-1	d ɛ n d			
875-1	m ɔ d ə			
1559-1	m uː			
1565-1	m uː r			
1968-1	d iː l			
-350-1	p eː d iː r			
1478-1	b eː d ə			
1469-2		s n eɪ l		
2047-2		s aɪ d		
2054-2		d aɪ n		
1375-2		l aɪ		
760-2		w aɪ d		
756-2		s n eɪ l		
726-2		m æ d		
1351-2		ɡ r ɑː s p		
1353-2		ɡ r ɑː s p		
412-2		s w ɔ m p		
406-2		s w ɔ m p		
1005-2		s n eɪ l		
1012-2		s n eɪ l		
1016-2		w ŋ k l̩		
1069-2		l eɪ z ɪ		
509-2		f ɔː l		
693-2		f r aɪ		
2179-2		n w æ r əʊ s t		
1753-2		f r ɔ ɡ		
1131-2		w iː l		
1198-2		b ɑː k		
2032-2		h iː l		
2241-2		n ɪ ə r		
2244-2		l əʊ		
610-2		n ɪ ə r		
945-2		h əʊ		
1534-2		l eɪ z ɪ		
384-2		s aɪ d		
1650-2		n ɪ ə r		
1663-2		s ɔ k		
2279-2		l iː f		
471-2		s t eɪ		
1385-2		s aɪ d		
792-2		b ɔː k		
1111-2		m ʌ d		
197-2		s aɪ d		
2020-2		l iː f		
867-2		r eɪ k		
1970-2		f æ m		
1230-2		d ɑː s p		
2017-2		n ɪ ə r		
968-2		w aɪ d		
1674-2		l əʊ		
1671-2		h iː l		
829-2		k l eɪ		
1025-2		w ŋ k l̩		
1027-2		s aɪ d		
1832-2		r aɪ n		
-1816-2		s n eɪ l		
-335-2		l eɪ z ɪ		
1043-2		s n eɪ l		
423-2		s n eɪ l		
2049-2		h əʊ		
2062-2		s n eɪ l		
2065-2		r aɪ n		
1368-2		s n eɪ l		
1365-2		d aɪ		
754-2		r iː f		
768-2		w aɪ d		
1211-2		f r ɔ ɡ		
106-2		h əʊ		
-98-2		b ɔː l		
719-2		f əʊ l d		
1341-2		s aɪ d		
-2027-2		s t ɔ t		
-2026-2		n ɪ ə r		
409-2		s n eɪ l		
402-2		s w ɔ m p		
1014-2		s n eɪ l		
1059-2		j uː		
120-2		s n ɔ t		
2194-2		d ɔ k		
2199-2		k eɪ p		
2197-2		s n ɔ t		
1523-2		s aɪ d		
512-2		m ʌ d n̩		
2141-2		m ɛ d s ɪ n		
2147-2		ɡ r eɪ n		
814-2		k eɪ		
810-2		d aɪ		
1758-2		n ɪ ə r		
1760-2		r aɪ n		
1620-2		d aɪ n		
1282-2		w aɪ d		
1136-2		f ɔ k		
1309-2		l eɪ z ɪ		
1307-2		n ɪ ə r		
1305-2		f l ɔː r		
711-2		w aɪ d		
1442-2		f l ɔː r		
62-2		m æ m		
-73-2		m n d + aʊ t		
1810-2		s t eɪ p		
1805-2		f l əʊ		
1813-2		h əʊ		
1811-2		b eɪ		
690-2		r ɔ k		
2177-2		d ɔ t n̩		
246-2		w aɪ d		
249-2		b l eɪ		
1506-2		n æ r aɪ n		
2242-2		n ɪ ə r		
2245-2		l ɔ t n̩		
2174-2		s n eɪ l		
603-2		m ʌ d		
601-2		l əʊ		
615-2		f l ɔː r		
901-2		k eɪ p		
608-2		f əʊ l d		
596-2		d aɪ n		
937-2		b r ɪ k		
936-2		n æ r əʊ		
646-2		l eɪ z ɪ		
947-2		f l ɔː r		
1606-2		h əʊ		
472-2		n ɪ ə r		
1535-2		s n eɪ l		
1546-2		s p eɪ l		
1959-2		k l eɪ		
694-2		s n eɪ l		
1961-2		r iː f		
323-2		l eɪ z ɪ		
1885-2		ɡ r eɪ n		
2156-2		f r ɔ t n̩		
1903-2		w aɪ d		
525-2		s n eɪ l		
276-2		l əʊ		
274-2		d aɪ		
278-2		b l əʊ		
258-2		l iː f		
256-2		n ɪ ə r		
383-2		s p r		
207-2		d ɔ t n̩		
376-2		l iː f		
2014-2		f r ɔ ɡ		
2009-2		j uː l		
2003-2		k ɑː v		
2024-2		m ʌ d		
1321-2		b ɔ t		
1976-2		t aɪ m		
1243-2		m ʌ d		
1265-2		p aɪ n		
1261-2		s aɪ d		
655-2		b r ɪ k		
650-2		d aɪ		
1532-2		k ɛ n d		
-36-2		s t eɪ		
34-2		b ɔː k		
-1647-2		j uː		
-1615-2		f l əʊ		
125-2		b uː t		
1659-2		l iː f		
1661-2		j uː		
1676-2		b uː		
480-2		b r ɪ k		
1466-2		b l əʊ d		
2277-2		w iː l		
2271-2		f l əʊ		
2293-2		f l əʊ		
624-2		s n eɪ l		
628-2		s w ɔ m p		
626-2		w aɪ d		
633-2		n æ r əʊ		
1185-2		s w ɔ m p		
1179-2		h əʊ		
2168-2		k eɪ		
1952-2		d aɪ		
899-2		f əʊ l d		
922-2		b uː t		
-934-2		l aɪ		
916-2		b r ɔ k		
1726-2		f l əʊ		
2108-2		k l eɪ		
1133-2		f r æ m		
2114-2		s p r		
1272-2		r ɔ k		
1979-2		ɡ r eɪ n		
1989-2		h iː l		
-2260-2		p m æ n		
70-2		b ɔː k		
-89-2		w aɪ d		
-12-2		l aɪ n		
713-2		s n ɔ t		
747-2		n ɪ ə r		
308-2		d ɔ ɡ		
289-2		b ɔː k		
1930-2		b r ɪ k		
1928-2		s n ɔ t		
858-2		s n eɪ l		
1577-2		p r d + aʊ t		
908-2		w ɜː d		
648-2		b uː l		
1855-2		d ɔ t n̩		
657-2		h əʊ		
2058-2		n ɪ ə r		
949-2		s n eɪ l		
1642-2		w aɪ d		
1640-2		s n ɔ l		
1633-2		s aɪ d		
1630-2		s t eɪ n		
993-2		ɡ ɑː d n̩		
-2121-2		d ɔ k		
1692-2		f ɔː k		
1694-2		m ʌ d		
1062-2		s n eɪ l		
476-2		s n eɪ l		
1051-2		f l ɔː r		
1075-2		b eɪ		
135-2		b ɑː k		
-134-2		d aɪ n		
1839-2		w aɪ d		
1097-2		s n ɔ t		
1777-2		f ɔː k		
1434-2		b r ɪ k		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p əʊ s t		
790-2		b r əʊ k		
1223-2		p aɪ n		
1117-2		s aɪ d		
1411-2		j aɪ d		
1407-2		d ɔː t ə r		
1390-2		d aɪ		
2086-2		ɡ ɑː d n̩		
2082-2		s n ɔ t		
576-2		s aɪ d		
579-2		f əʊ l d		
581-2		f ɔː k		
-1791-2		r eɪ k		
-225-2		m ɛ d s ɪ n		
-2284-2		l əʊ		
1479-2		ɡ r eɪ n		
847-2		m ʌ d		
659-2		b uː t		
860-2		m aɪ d		
213-2		r eɪ k		
1286-2		b ɑː k		
1293-2		w aɪ d		
474-2		d aɪ		
467-2		d aɪ n		
1177-2		d aɪ		
584-2		b eɪ		
-1153-2		r ɔ k		
700-2		b ɔ l		
875-2		d əʊ s t		
1559-2		h iː l		
1565-2		k ɑː v		
1968-2		p aɪ n		
-350-2		h eɪ p		
1469-3			ʀ u t	
2047-3			ʃ o z	
2054-3			p ɛ ʀ	
1375-3			s ɑ̃ t ʀ	
760-3			ʃ o z	
756-3			p ɛ ʀ	
726-3			ʃ o z	
1351-3			s ɑ̃ t ʀ	
1353-3			s ɑ̃ t ʀ	
412-3			s ɑ̃ t ʀ	
406-3			s ɑ̃ t ʀ	
1005-3			s ɑ̃ t ʀ	
1012-3			s ɑ̃ t ʀ	
1016-3			ʃ o z	
1069-3			e t y	
509-3			e t y	
693-3			e t u ɡ	
2179-3			ʃ o z	
1753-3			b ɔ t	
1131-3			ʃ o z	
1198-3			a o z	
2032-3			ʃ o z	
2241-3			e t y	
2244-3			ʀ u t	
610-3			ʃ o z	
945-3			ʀ u t	
1534-3			ʃ o z	
384-3			e t y	
1650-3			s ɑ̃ t ʀ	
1663-3			l ə v e	
2279-3			e t e	
471-3			e t y	
1385-3			e t y	
792-3			ʃ o z	
1111-3			e t y	
197-3			p ɛ ʀ	
2020-3			e t y	
867-3			v a ɡ	
1970-3			f ʀ i ʀ	
1230-3			p ɛ ʀ	
2017-3			ʃ o z	
2183-3			ʀ u t	
1521-3			e t y	
1755-3			v a ɡ	
1760-3			ʀ u t	
1196-3			e t y	
575-3			e t a b	
2014-3			ʀ i ʀ	
1321-3			e t u b	
1265-3			e t e	
588-3			b ʀ i k	
1469-4				z a n t
2047-4				z iː n ə
2054-4				d ɛ k ə
1375-4				l ai t
760-4				v ai n t
756-4				ʃ au
726-4				m aː ɡ ə r
1351-4				ɡ r + ʃ t ɛ k ə
1353-4				ɡ a + ʃ t ɛ k ə r
412-4				ʃ ai d ɛ r ə
406-4				ʃ ai d ə r
1005-4				ʃ l ai ə r
1012-4				ʃ l ai ə r
1016-4				v a k ə r
1069-4				k au ə
509-4				f a l
693-4				m aː l ə
2179-4				k eː r s t
1753-4				f ai n
1131-4				v a k ə
1198-4				b aː r t
2032-4				h a k ə
2241-4				k ɪ n t
2244-4				l ai t
610-4				k ai n ə
945-4				h a r k ə
1534-4				l ai x ə n
384-4				z a x ə
1650-4				k ɪ n t
1663-4				z iː
2279-4				l ai n
471-4				z a k ə
1385-4				z a k ə
792-4				v iː
1111-4				m a n
197-4				ɡ a f ə n
2020-4				h a n
867-4				h a r f ə r
1970-4				f a l
1230-4				z a k ə
2017-4				z ai ə ə
968-4				v ai t ə
1674-4				l ai m
1671-4				h a k ə l
829-4				k l ai ts
1025-4				j ʊ f ə r
1027-4				v ai
1832-4				r ɪ f
-1816-4				k ɛ s ə n
-335-4				l ai x ə n
1043-4				ʃ s r ə n
423-4				ʃ n ɛ k ə
2049-4				m a n
2062-4				ʃ s r ə n
2065-4				r ai ə n
1368-4				ʃ aː d ə
1365-4				t oː t
754-4				r ʏ k ə n
768-4				v a k ə
1211-4				f iː r
106-4				m a n
-98-4				b ai b ə
719-4				f ai t ə r
1341-4				z iː n
-2027-4				aː b ə n t + r ɔ m
-2026-4				n a k ə
409-4				ʃ ɛ n + h a k ə n
402-4				ʃ ɛ k + ʃ t ɛ k ə
1014-4				ʃ t ɛ r + ts oː t ə r
1059-4				v a k ə
120-4				ʃ t a f
2183-4				ʃ au eː ə r
2194-4				ɡ ai s ə
2199-4				k au f
2197-4				ʃ au
1523-4				z a k ə
1521-4				b au x
512-4				m aː ɡ ə n
2141-4				ɡ ə
2147-4				ɡ a f ə n
814-4				k r ai ə
810-4				d a x
1755-4				h a ŋ k ə
1758-4				m a n
1620-4				f iː n
1282-4				v a k ə
1136-4				f a n
1309-4				l ai k ə
1307-4				n aː ə
1305-4				f l ai n
711-4				v ɛ k
1442-4				f a n
62-4				m yː d ə
-73-4				m a n
1810-4				h a k ə
1805-4				f l iː s ə
1813-4				pf aː r t
1811-4				b l a t
690-4				r ai ə
2177-4				h a k
246-4				v ɛ k + ɡ a k ə
249-4				ɡ a f ə l
1506-4				k au f ə l
2242-4				m a n
2245-4				ts ai t
1196-4				k aː ɡ ə n
2174-4				ʃ aː d ə r
575-4				k au f
603-4				aː b ɪ n t + ɛ k
601-4				h a r k ə
615-4				f a ŋ ə r
901-4				k l
608-4				f a t
596-4				ɡ ə n
937-4				b a r s t
936-4				k au f ə l
646-4				l ai m
947-4				f l ai t
1606-4				h a l s
472-4				n ai n ə n
1535-4				z a k ə l
1546-4				ʃ p l ɪ ə n
1959-4				ʃ l ai ə n
694-4				ʃ aː d ə n
1961-4				a r m ə n
323-4				f l ai b ə n
1885-4				ɡ a f ə n
2156-4				f ɛ r + h a k ə
1903-4				v eː n t
525-4				ʃ v a n t
276-4				l a n
274-4				t au
278-4				b l a t
258-4				a r k ə + ɡ ai n
256-4				n aː ə
383-4				b ə n t
207-4				f r ai
376-4				a r k ə
2014-4				r ɔ x ə n
2009-4				aː m ə n
2003-4				k au f ə l
2024-4				p a n
1976-4				b ɪ m t
1243-4				m aː l t
1261-4				v a k ə
655-4				b r ai t
650-4				d a k
1532-4				k r k ə n
-36-4				ʃ au
34-4				b ai n
-1647-4				f iː
-1615-4				f a n
125-4				f ai t
1659-4				h a k ə
1661-4				j ʊ k ə
1676-4				b a k ə r
480-4				a r k ə
1466-4				k l ɪ n t
2277-4				v a l k ə
2271-4				f a l t
2293-4				f l ai
624-4				ʃ p r ɪ ts ə n
628-4				k ɪ m ə l
626-4				v ai t ə
633-4				pf aː ə
1185-4				ʃ t a r k ə
1179-4				h ai l ts
2168-4				k aː r
1952-4				t ai t
899-4				f l a t ə r
922-4				b ɪ k t
-934-4				l a n t
916-4				aː d r ts ə n
1726-4				f a l t
2108-4				p l a t ə n
1133-4				f iː r
2114-4				ʃ p eː r t ə n
1272-4				r ɪ f ə n
1979-4				ɡ r ai f ə n
1989-4				h a k ə
-2260-4				p l a t
70-4				b ai n
-89-4				v a ŋ ə
-12-4				aː m l
713-4				ʃ au m
747-4				k ɪ m ə l
308-4				au
289-4				b au ə n
1930-4				ai ə + ɡ r ai ə n
1928-4				ʃ p l ai ə n
858-4				r aː ɡ ə n t + ɛ k
1577-4				k ɪ m ə r + m a n
908-4				v ai t ə
648-4				b ai ə r
1855-4				k + ɔ l ts ə n
657-4				h a r k ə
2058-4				k aː l
949-4				ʃ au m
1642-4				ɡ a f
1640-4				ʃ au l ə r
1633-4				aː a ə r
1630-4				ɡ ə
993-4				f l ai ʃ
-2121-4				f r au
1692-4				f a l
1694-4				a r f ə n
1062-4				ʃ ɔ x ə n
476-4				z a k ə
1051-4				f l ai n
1075-4				b l ɪ b ə n
135-4				ɡ a f ə l
-134-4				f ɛ r n ɪ x t ə n
1839-4				v a k ə
1097-4				aː b ə n t + ɛ k
1777-4				f a l
1434-4				b r ai t ə n
1417-4				aː l
1424-4				aː d ə n
778-4				m a t
790-4				b r ai t
1223-4				h ai ts ə
1117-4				v iː
1411-4				ɡ ai ə n
1407-4				f ɛ r + h a k ə n
1390-4				d iː n
2086-4				aː d ə n
2082-4				aː b ə n t + ɛ s ə n
576-4				g ɪ x t ə
579-4				f ɛ r
581-4				f a n t ə n
-1791-4				r ai ə
-225-4				pf aː r
-2284-4				p l ai ə
1479-4				ɡ a f ə n
847-4				h iː
659-4				b a k ə
860-4				m aː ɡ ə n
213-4				r ɪ k ə
1286-4				f ɛ r b ə n
1293-4				v ɛ k + ɡ eː ə n
474-4				d a x
467-4				d iː n
1177-4				t ai t
588-4				f l a n
584-4				h iː
-1153-4				r ɛ x t
700-4				b ɪ l t
875-4				f ɛ n + h a k ə
1559-4				f a
1565-4				m aː r
1968-4				h a l s t
-350-4				pf au ə r
1478-4				b a k ə
