ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY
1814	Backstrom-1992-210b-184	(he was) hungry	ChorbatBalti	Chorbat Balti	ɬtoks	ɬtoks	l̪ t̪ o k s̪	balt1258	34.979586	72.680387	Sino-Tibetan	5 1 7 1 3	ACYBC	LTUKS	1	1.L.C 1.T.C 1.U.V 1.K.C 1.S.C	2.0 1.5 1.3 1.75 1.5	l̪t̪oks̪	0	9
1815	Backstrom-1992-210b-184	(he was) hungry	SkarduPurki	Skardu Purki	ɬtoks	ɬtoks	l̪ t̪ o k s̪	puri1258			Sino-Tibetan	5 1 7 1 3	ACYBC	LTUKS	7	7.L.C 7.T.C 7.U.V 7.K.C 7.S.C	2.0 1.5 1.3 1.75 1.5	l̪t̪oks̪	0	9
1823	Backstrom-1992-210b-186	(he was) thirsty	RonduBalti	Rondu Balti	skoms	skoms	s̪ k o m s̪	balt1258	35.468685	75.358422	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	4	4.S.C 4.K.C 4.U.V 4.M.c 4.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1824	Backstrom-1992-210b-186	(he was) thirsty	ShigarBalti	Shigar Balti	skoms	skoms	s̪ k o m s̪	balt1258	35.422616	75.737108	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	5	5.S.C 5.K.C 5.U.V 5.M.c 5.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1825	Backstrom-1992-210b-186	(he was) thirsty	SkarduBalti	Skardu Balti	skoms	skoms	s̪ k o m s̪	balt1258	35.289137	75.607395	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	6	6.S.C 6.K.C 6.U.V 6.M.c 6.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1826	Backstrom-1992-210b-186	(he was) thirsty	KhapaluBalti	Khapalu Balti	skoms	skoms	s̪ k o m s̪	balt1258	35.163409	76.342552	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	2	2.S.C 2.K.C 2.U.V 2.M.c 2.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1827	Backstrom-1992-210b-186	(he was) thirsty	KharmangBalti	Kharmang Balti	skoms	skoms	s̪ k o m s̪	balt1258	34.968679	76.213849	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	3	3.S.C 3.K.C 3.U.V 3.M.c 3.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1828	Backstrom-1992-210b-186	(he was) thirsty	ChorbatBalti	Chorbat Balti	skoms	skoms	s̪ k o m s̪	balt1258	34.979586	72.680387	Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	1	1.S.C 1.K.C 1.U.V 1.M.c 1.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1829	Backstrom-1992-210b-186	(he was) thirsty	SkarduPurki	Skardu Purki	skoms	skoms	s̪ k o m s̪	puri1258			Sino-Tibetan	3 1 7 4 3	ACYLN	SKUMS	7	7.S.C 7.K.C 7.U.V 7.M.c 7.S.c	2.0 1.5 1.3 1.1 0.8	s̪koms̪	0	17
1792	Backstrom-1992-210b-182	(he) ate	RonduBalti	Rondu Balti	zʊs	zʊs	z̪ ʊ s̪	balt1258	35.468685	75.358422	Sino-Tibetan	3 7 3	AXN	SYS	4	4.S.C 4.Y.V 4.S.c	2.0 1.5 0.8	z̪ʊs̪	0	25
1793	Backstrom-1992-210b-182	(he) ate	ShigarBalti	Shigar Balti	zʊs	zʊs	z̪ ʊ s̪	balt1258	35.422616	75.737108	Sino-Tibetan	3 7 3	AXN	SYS	5	5.S.C 5.Y.V 5.S.c	2.0 1.5 0.8	z̪ʊs̪	0	25
1794	Backstrom-1992-210b-182	(he) ate	SkarduBalti	Skardu Balti	zʊs	zʊs	z̪ ʊ s̪	balt1258	35.289137	75.607395	Sino-Tibetan	3 7 3	AXN	SYS	6	6.S.C 6.Y.V 6.S.c	2.0 1.5 0.8	z̪ʊs̪	0	25
1795	Backstrom-1992-210b-182	(he) ate	KhapaluBalti	Khapalu Balti	zʊs	zʊs	z̪ ʊ s̪	balt1258	35.163409	76.342552	Sino-Tibetan	3 7 3	AXN	SYS	2	2.S.C 2.Y.V 2.S.c	2.0 1.5 0.8	z̪ʊs̪	0	25
1796	Backstrom-1992-210b-182	(he) ate	KharmangBalti	Kharmang Balti	zʊs	zʊs	z̪ ʊ s̪	balt1258	34.968679	76.213849	Sino-Tibetan	3 7 3	AXN	SYS	3	3.S.C 3.Y.V 3.S.c	2.0 1.5 0.8	z̪ʊs̪	0	25
1797	Backstrom-1992-210b-182	(he) ate	ChorbatBalti	Chorbat Balti	zos	zos	z̪ o s̪	balt1258	34.979586	72.680387	Sino-Tibetan	3 7 3	AXN	SUS	1	1.S.C 1.U.V 1.S.c	2.0 1.5 0.8	z̪os̪	0	25
1798	Backstrom-1992-210b-182	(he) ate	SkarduPurki	Skardu Purki	zos	zos	z̪ o s̪	puri1258			Sino-Tibetan	3 7 3	AXN	SUS	7	7.S.C 7.U.V 7.S.c	2.0 1.5 0.8	z̪os̪	0	25
1859	Backstrom-1992-210b-191	(he) burned (trans.)	RonduBalti	Rondu Balti	strʌks	strʌks	s̪ t̪ r̪ ɜ k s̪	balt1258	35.468685	75.358422	Sino-Tibetan	3 1 5 7 1 3	ACCYBC	STREKS	4	4.S.C 4.T.C 4.R.C 4.E.V 4.K.C 4.S.C	2.0 1.5 1.5 1.3 1.75 1.5	s̪t̪r̪ɜks̪	0	34
1860	Backstrom-1992-210b-191	(he) burned (trans.)	ShigarBalti	Shigar Balti	tʊks	tʊks	t̪ ʊ k s̪	balt1258	35.422616	75.737108	Sino-Tibetan	1 7 1 3	AXBC	TYKS	5	5.T.C 5.Y.V 5.K.C 5.S.C	2.0 1.5 1.75 1.5	t̪ʊks̪	0	33
1861	Backstrom-1992-210b-191	(he) burned (trans.)	SkarduBalti	Skardu Balti	strʌks	strʌks	s̪ t̪ r̪ ɜ k s̪	balt1258	35.289137	75.607395	Sino-Tibetan	3 1 5 7 1 3	ACCYBC	STREKS	6	6.S.C 6.T.C 6.R.C 6.E.V 6.K.C 6.S.C	2.0 1.5 1.5 1.3 1.75 1.5	s̪t̪r̪ɜks̪	0	34
1862	Backstrom-1992-210b-191	(he) burned (trans.)	KhapaluBalti	Khapalu Balti	strʌks	strʌks	s̪ t̪ r̪ ɜ k s̪	balt1258	35.163409	76.342552	Sino-Tibetan	3 1 5 7 1 3	ACCYBC	STREKS	2	2.S.C 2.T.C 2.R.C 2.E.V 2.K.C 2.S.C	2.0 1.5 1.5 1.3 1.75 1.5	s̪t̪r̪ɜks̪	0	34
1863	Backstrom-1992-210b-191	(he) burned (trans.)	KharmangBalti	Kharmang Balti	tʊks	tʊks	t̪ ʊ k s̪	balt1258	34.968679	76.213849	Sino-Tibetan	1 7 1 3	AXBC	TYKS	3	3.T.C 3.Y.V 3.K.C 3.S.C	2.0 1.5 1.75 1.5	t̪ʊks̪	0	33
1864	Backstrom-1992-210b-191	(he) burned (trans.)	ChorbatBalti	Chorbat Balti	potʊks	potʊks	p o t̪ ʊ k s̪	balt1258	34.979586	72.680387	Sino-Tibetan	1 7 1 7 1 3	AXBYBC	PUTYKS	1	1.P.C 1.U.V 1.T.C 1.Y.V 1.K.C 1.S.C	2.0 1.5 1.75 1.3 1.75 1.5	pot̪ʊks̪	0	33
1865	Backstrom-1992-210b-191	(he) burned (trans.)	SkarduPurki	Skardu Purki	tɑ̃semepus	tɑ̃semepus	t̪ ɑ̃ s̪ e m e p u s̪	puri1258			Sino-Tibetan	1 7 3 7 4 7 1 7 3	AXBYBYBYN	TASEMEPYS	7	7.T.C 7.A.V 7.S.C 7.E.V 7.M.C 7.E.V 7.P.C 7.Y.V 7.S.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	t̪ɑ̃s̪emepus̪	0	35
1907	Backstrom-1992-210b-198	(he) came	RonduBalti	Rondu Balti	õs	õs	õ s̪	balt1258	35.468685	75.358422	Sino-Tibetan	7 3	XN	US	4	4.U.V 4.S.c	1.5 0.8	õs̪	0	41
1908	Backstrom-1992-210b-198	(he) came	ShigarBalti	Shigar Balti	õs	õs	õ s̪	balt1258	35.422616	75.737108	Sino-Tibetan	7 3	XN	US	5	5.U.V 5.S.c	1.5 0.8	õs̪	0	41
1909	Backstrom-1992-210b-198	(he) came	SkarduBalti	Skardu Balti	oŋs	oŋs	o ŋ s̪	balt1258	35.289137	75.607395	Sino-Tibetan	7 4 3	XLN	UNS	6	6.U.V 6.N.c 6.S.c	1.5 1.1 0.8	oŋs̪	0	41
1910	Backstrom-1992-210b-198	(he) came	KhapaluBalti	Khapalu Balti	õs	õs	õ s̪	balt1258	35.163409	76.342552	Sino-Tibetan	7 3	XN	US	2	2.U.V 2.S.c	1.5 0.8	õs̪	0	41
1911	Backstrom-1992-210b-198	(he) came	KharmangBalti	Kharmang Balti	õs	õs	õ s̪	balt1258	34.968679	76.213849	Sino-Tibetan	7 3	XN	US	3	3.U.V 3.S.c	1.5 0.8	õs̪	0	41
1912	Backstrom-1992-210b-198	(he) came	ChorbatBalti	Chorbat Balti	õs	õs	õ s̪	balt1258	34.979586	72.680387	Sino-Tibetan	7 3	XN	US	1	1.U.V 1.S.c	1.5 0.8	õs̪	0	41
1913	Backstrom-1992-210b-198	(he) came	SkarduPurki	Skardu Purki	õs	õs	õ s̪	puri1258			Sino-Tibetan	7 3	XN	US	7	7.U.V 7.S.c	1.5 0.8	õs̪	0	41
1866	Backstrom-1992-210b-192	(he) died	RonduBalti	Rondu Balti	šis	šis	ɕ i s̪	balt1258	35.468685	75.358422	Sino-Tibetan	3 7 3	AXN	SIS	4	4.S.C 4.I.V 4.S.c	2.0 1.5 0.8	ɕis̪	0	49
1867	Backstrom-1992-210b-192	(he) died	ShigarBalti	Shigar Balti	šɪs	šɪs	ɕ ɪ s̪	balt1258	35.422616	75.737108	Sino-Tibetan	3 7 3	AXN	SIS	5	5.S.C 5.I.V 5.S.c	2.0 1.5 0.8	ɕɪs̪	0	49
1868	Backstrom-1992-210b-192	(he) died	SkarduBalti	Skardu Balti	šis	šis	ɕ i s̪	balt1258	35.289137	75.607395	Sino-Tibetan	3 7 3	AXN	SIS	6	6.S.C 6.I.V 6.S.c	2.0 1.5 0.8	ɕis̪	0	49
1869	Backstrom-1992-210b-192	(he) died	KhapaluBalti	Khapalu Balti	šis	šis	ɕ i s̪	balt1258	35.163409	76.342552	Sino-Tibetan	3 7 3	AXN	SIS	2	2.S.C 2.I.V 2.S.c	2.0 1.5 0.8	ɕis̪	0	49
1870	Backstrom-1992-210b-192	(he) died	KharmangBalti	Kharmang Balti	šis	šis	ɕ i s̪	balt1258	34.968679	76.213849	Sino-Tibetan	3 7 3	AXN	SIS	3	3.S.C 3.I.V 3.S.c	2.0 1.5 0.8	ɕis̪	0	49
1871	Backstrom-1992-210b-192	(he) died	ChorbatBalti	Chorbat Balti	šɪs	šɪs	ɕ ɪ s̪	balt1258	34.979586	72.680387	Sino-Tibetan	3 7 3	AXN	SIS	1	1.S.C 1.I.V 1.S.c	2.0 1.5 0.8	ɕɪs̪	0	49
1872	Backstrom-1992-210b-192	(he) died	SkarduPurki	Skardu Purki	šis	šis	ɕ i s̪	puri1258			Sino-Tibetan	3 7 3	AXN	SIS	7	7.S.C 7.I.V 7.S.c	2.0 1.5 0.8	ɕis̪	0	49
3681	Backstrom-1992-210c-192	(he) died	Hussainabad	Hussainabad	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	hunz1248	36.6865546	74.8234606	Burushaski
3682	Backstrom-1992-210c-192	(he) died	Murtazabad	Murtazabad	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	hunz1248	36.2821952	74.5889064	Burushaski
3683	Backstrom-1992-210c-192	(he) died	Haiderabad	Haiderabad	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	hunz1248	36.2969008	74.5985662	Burushaski
3684	Backstrom-1992-210c-192	(he) died	Ganish	Ganish	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	hunz1248	36.312159	74.6626353	Burushaski
3685	Backstrom-1992-210c-192	(he) died	NazimabadUpperSust	Nazimabad (Upper Sust) 	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	hunz1248	36.6717915	74.8337469	Burushaski
3686	Backstrom-1992-210c-192	(he) died	UyumNagar	Uyum Nagar	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	naga1398	36.1528358	74.8461621	Burushaski
3687	Backstrom-1992-210c-192	(he) died	Hoper	Hoper	iˈirimi	iˈirimi	i ˈi/i r̪ i m i	naga1398	36.1528358	74.8461621	Burushaski
3688	Backstrom-1992-210c-192	(he) died	YasinCenter	Yasin Center	yuˈuri	yuˈuri	j u ˈu/u r̪ i	yasi1237	36.4092359	73.0214217	Burushaski
3689	Backstrom-1992-210c-192	(he) died	ThuiYasin	Thui (Yasin)	yuˈuri	yuˈuri	j u ˈu/u r̪ i	yasi1237			Burushaski
4763	Backstrom-1992-210d-192	(he) died	Passu	Passu	mɛr̥tɛ	mɛr̥tɛ	m ɛ ɾ̪̥/ɾ̥ t̪ ɛ	goja1238			Indo-European
4764	Backstrom-1992-210d-192	(he) died	Shimshal	Shimshal	mɛx̯tɛ	mɛx̯tɛ	m ɛ x̯/x t̪ ɛ		36.435521	75.325492	Indo-European
4765	Backstrom-1992-210d-192	(he) died	Chapursan	Chapursan 	mɛr̥tɛ	mɛr̥tɛ	m ɛ ɾ̪̥/ɾ̥ t̪ ɛ		36.494474	74.294484	Indo-European
4766	Backstrom-1992-210d-192	(he) died	Yasin	Yasin	mɛr̥ti	mɛr̥ti	m ɛ ɾ̪̥/ɾ̥ t̪ i	yasi1244			Indo-European
4767	Backstrom-1992-210d-192	(he) died	Ishkoman	Ishkoman	mɛrti	mɛrti	m ɛ r̪ t̪ i	ishk1245			Indo-European
5037	Backstrom-1992-210e-192	(he) died	Domaaki	Domaaki	muyɑ	muyɑ	m u j ɑ	hunz1249			Indo-European
1816	Backstrom-1992-210b-185	(he) drank	RonduBalti	Rondu Balti	tʰũŋs	tʰũŋs	t̪ʰ ũ ŋ s̪	balt1258	35.468685	75.358422	Sino-Tibetan	1 7 4 3	AXLN	TYNS	4	4.T.C 4.Y.V 4.N.c 4.S.c	2.0 1.5 1.1 0.8	t̪ʰũŋs̪	0	57
1817	Backstrom-1992-210b-185	(he) drank	ShigarBalti	Shigar Balti	tʰũs	tʰũs	t̪ʰ ũ s̪	balt1258	35.422616	75.737108	Sino-Tibetan	1 7 3	AXN	TYS	5	5.T.C 5.Y.V 5.S.c	2.0 1.5 0.8	t̪ʰũs̪	0	57
1818	Backstrom-1992-210b-185	(he) drank	SkarduBalti	Skardu Balti	tʰũŋs	tʰũŋs	t̪ʰ ũ ŋ s̪	balt1258	35.289137	75.607395	Sino-Tibetan	1 7 4 3	AXLN	TYNS	6	6.T.C 6.Y.V 6.N.c 6.S.c	2.0 1.5 1.1 0.8	t̪ʰũŋs̪	0	57
1819	Backstrom-1992-210b-185	(he) drank	KhapaluBalti	Khapalu Balti	tʰũs	tʰũs	t̪ʰ ũ s̪	balt1258	35.163409	76.342552	Sino-Tibetan	1 7 3	AXN	TYS	2	2.T.C 2.Y.V 2.S.c	2.0 1.5 0.8	t̪ʰũs̪	0	57
1820	Backstrom-1992-210b-185	(he) drank	KharmangBalti	Kharmang Balti	tʰũs	tʰũs	t̪ʰ ũ s̪	balt1258	34.968679	76.213849	Sino-Tibetan	1 7 3	AXN	TYS	3	3.T.C 3.Y.V 3.S.c	2.0 1.5 0.8	t̪ʰũs̪	0	57
1821	Backstrom-1992-210b-185	(he) drank	ChorbatBalti	Chorbat Balti	tʰũŋs	tʰũŋs	t̪ʰ ũ ŋ s̪	balt1258	34.979586	72.680387	Sino-Tibetan	1 7 4 3	AXLN	TYNS	1	1.T.C 1.Y.V 1.N.c 1.S.c	2.0 1.5 1.1 0.8	t̪ʰũŋs̪	0	57
1822	Backstrom-1992-210b-185	(he) drank	SkarduPurki	Skardu Purki	tʰũs	tʰũs	t̪ʰ ũ s̪	puri1258			Sino-Tibetan	1 7 3	AXN	TYS	7	7.T.C 7.Y.V 7.S.c	2.0 1.5 0.8	t̪ʰũs̪	0	57
1921	Backstrom-1992-210b-200	(he) heard	RonduBalti	Rondu Balti	kos	kos	k o s̪	balt1258	35.468685	75.358422	Sino-Tibetan	1 7 3	AXN	KUS	4	4.K.C 4.U.V 4.S.c	2.0 1.5 0.8	kos̪	0	65
1922	Backstrom-1992-210b-200	(he) heard	ShigarBalti	Shigar Balti	kos	kos	k o s̪	balt1258	35.422616	75.737108	Sino-Tibetan	1 7 3	AXN	KUS	5	5.K.C 5.U.V 5.S.c	2.0 1.5 0.8	kos̪	0	65
1923	Backstrom-1992-210b-200	(he) heard	SkarduBalti	Skardu Balti	kos	kos	k o s̪	balt1258	35.289137	75.607395	Sino-Tibetan	1 7 3	AXN	KUS	6	6.K.C 6.U.V 6.S.c	2.0 1.5 0.8	kos̪	0	65
1924	Backstrom-1992-210b-200	(he) heard	KhapaluBalti	Khapalu Balti	kos	kos	k o s̪	balt1258	35.163409	76.342552	Sino-Tibetan	1 7 3	AXN	KUS	2	2.K.C 2.U.V 2.S.c	2.0 1.5 0.8	kos̪	0	65
1925	Backstrom-1992-210b-200	(he) heard	KharmangBalti	Kharmang Balti	kos	kos	k o s̪	balt1258	34.968679	76.213849	Sino-Tibetan	1 7 3	AXN	KUS	3	3.K.C 3.U.V 3.S.c	2.0 1.5 0.8	kos̪	0	65
1926	Backstrom-1992-210b-200	(he) heard	ChorbatBalti	Chorbat Balti	kos	kos	k o s̪	balt1258	34.979586	72.680387	Sino-Tibetan	1 7 3	AXN	KUS	1	1.K.C 1.U.V 1.S.c	2.0 1.5 0.8	kos̪	0	65
1927	Backstrom-1992-210b-200	(he) heard	SkarduPurki	Skardu Purki	kos	kos	k o s̪	puri1258			Sino-Tibetan	1 7 3	AXN	KUS	7	7.K.C 7.U.V 7.S.c	2.0 1.5 0.8	kos̪	0	65
1873	Backstrom-1992-210b-193	(he) killed	ShigarBalti	Shigar Balti	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	balt1258	35.422616	75.737108	Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	5	5.R.C 5.T.C 5.E.V 5.P.C 5.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1874	Backstrom-1992-210b-193	(he) killed	SkarduBalti	Skardu Balti	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	balt1258	35.289137	75.607395	Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	6	6.R.C 6.T.C 6.E.V 6.P.C 6.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1875	Backstrom-1992-210b-193	(he) killed	KhapaluBalti	Khapalu Balti	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	balt1258	35.163409	76.342552	Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	2	2.R.C 2.T.C 2.E.V 2.P.C 2.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1876	Backstrom-1992-210b-193	(he) killed	KharmangBalti	Kharmang Balti	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	balt1258	34.968679	76.213849	Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	3	3.R.C 3.T.C 3.E.V 3.P.C 3.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1877	Backstrom-1992-210b-193	(he) killed	ChorbatBalti	Chorbat Balti	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	balt1258	34.979586	72.680387	Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	1	1.R.C 1.T.C 1.E.V 1.P.C 1.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1878	Backstrom-1992-210b-193	(he) killed	SkarduPurki	Skardu Purki	rdʌps	rdʌps	ɾ̪/ɾ d ɜ p s̪	puri1258			Sino-Tibetan	5 1 7 1 3	ACYBC	RTEPS	7	7.R.C 7.T.C 7.E.V 7.P.C 7.S.C	2.0 1.5 1.3 1.75 1.5	ɾ̪/ɾdɜps̪	0	73
1838	Backstrom-1992-210b-188	(he) lay down	RonduBalti	Rondu Balti	rɪls	rɪls	ɾ̪/ɾ ɪ l s̪	balt1258	35.468685	75.358422	Sino-Tibetan	5 7 5 3	AXLN	RILS	4	4.R.C 4.I.V 4.L.c 4.S.c	2.0 1.5 1.1 0.8	ɾ̪/ɾɪls̪	0	82
1839	Backstrom-1992-210b-188	(he) lay down	ShigarBalti	Shigar Balti	prɛlɑ	prɛlɑ	p r̪ ɛ l ɑ	balt1258	35.422616	75.737108	Sino-Tibetan	1 5 7 5 7	ACXBZ	PRELA	5	5.P.C 5.R.C 5.E.V 5.L.C 5.A.V	2.0 1.5 1.5 1.75 0.8	pr̪ɛlɑ	0	80
1840	Backstrom-1992-210b-188	(he) lay down	SkarduBalti	Skardu Balti	rɪls	rɪls	ɾ̪/ɾ ɪ l s̪	balt1258	35.289137	75.607395	Sino-Tibetan	5 7 5 3	AXLN	RILS	6	6.R.C 6.I.V 6.L.c 6.S.c	2.0 1.5 1.1 0.8	ɾ̪/ɾɪls̪	0	82
1841	Backstrom-1992-210b-188	(he) lay down	KhapaluBalti	Khapalu Balti	prɛlɑ	prɛlɑ	p r̪ ɛ l ɑ	balt1258	35.163409	76.342552	Sino-Tibetan	1 5 7 5 7	ACXBZ	PRELA	2	2.P.C 2.R.C 2.E.V 2.L.C 2.A.V	2.0 1.5 1.5 1.75 0.8	pr̪ɛlɑ	0	80
1842	Backstrom-1992-210b-188	(he) lay down	KharmangBalti	Kharmang Balti	rɪle	rɪle	ɾ̪/ɾ ɪ l e	balt1258	34.968679	76.213849	Sino-Tibetan	5 7 5 7	AXBZ	RILE	3	3.R.C 3.I.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	ɾ̪/ɾɪle	0	81
1843	Backstrom-1992-210b-188	(he) lay down	ChorbatBalti	Chorbat Balti	prɛtlɑ	prɛtlɑ	p r̪ ɛ t̪ l ɑ	balt1258	34.979586	72.680387	Sino-Tibetan	1 5 7 1 5 7	ACXBCZ	PRETLA	1	1.P.C 1.R.C 1.E.V 1.T.C 1.L.C 1.A.V	2.0 1.5 1.5 1.75 1.5 0.8	pr̪ɛt̪lɑ	0	80
1844	Backstrom-1992-210b-188	(he) lay down	SkarduPurki	Skardu Purki	ɬuŋsoyʌt	ɬuŋsoyʌt	l̪ u ŋ s̪ o j ɜ t̪	puri1258			Sino-Tibetan	5 7 4 3 7 6 7 1	AXMBYBYN	LYNSUJET	7	7.L.C 7.Y.V 7.N.c 7.S.C 7.U.V 7.J.C 7.E.V 7.T.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	l̪uŋs̪ojɜt̪	0	83
