COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1247				tɕ ɜ ʊ ʊ ʊ t̪		tɕ ɜ s̪ s̪ s̪ t̪	
1159							t̪ r̪ ɜ ŋ
797				q u n̪			
972			ŋ i m o ɾ		Ø i m o ɾ		
531	t̪ʰ ɜ q r̪ i ŋ pʰ		t̪ʰ ɜ q r̪ i ŋ -				
253						tɕ o Ø o	
1282				ts̪ u n̪ - e		ts̪ u n̪ tθ e	
726			l̪ tɕʰ o				
812	j ɜ ŋ m o						
245	t̪ʰ u r̪ u			t̪ʰ u r̪ u			
1609	k ɑ r̪ p o						
1143					m ɑ r̪ p o	m ɑ r̪ p o	
1065						tɕ i k	
1504			ŋ i s̪		Ø Ø s̪		
1432	s̪ s̪ u m		r̪ s̪ u m				
634			ʊ Ø i				
618			- ɣ ɑ				
1231	pʰ b d u n̪				s̪ Ø d u n̪		
488			ɾ gʲ ɛ t̪				
506				tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k		tɕ u s̪ tɕ ɪ k
1488					tɕ o ŋ ɜ s̪		tɕ o ŋ ɜ s̪
1496	ȵ i ɕ u			ȵ i ɕ u			
1073	b gʲ ɜ						
1617					s̪ u		
1569	tɕ i						
1585					n̪ ɑ m		n̪ ɑ m
759					ts̪ ɑ m s̪ s̪		
1601	g o				g o		
1415				d̪ o -			d̪ o -
422					l o k s̪ o		
310				tɕʰ ɜ q p o			tɕʰ ɜ q p o
853				Ø ɕ ɪ n̪			
9				l̪ t̪ o k s̪			
17			s̪ k o m s̪				
96			d̪ u k s̪		d̪ u k s̪		
1			m i n̪ s̪				
144	Ø u ɾ s̪					n̪ u ɾ s̪	
128				d̪ r̪ u l s̪			
88						ɾ gʲ u k s̪	
120							z̪ ɛ ɾ s̪
104						t̪ʰ o ŋ s̪	
1668				j ɑ ŋ			j ɑ ŋ
701	kʰ o				kʰ o	kʰ o	
1239	m o						
1545			ŋ ɜ t̪ ɜ ŋ			ŋ ɑ t̪ ɑ ŋ	
1537			ŋ ɑ j ɑ	ŋ ɑ j ɑ			
1684			kʰ i t̪ ɜ ŋ				
439	z̪ g o	z̪ g o		z̪ g o			
1089		l ɜ q Ø ɪ l			l ɜ q Ø ɪ l	l ɜ q Ø ɪ l	l ɜ q Ø ɪ l
1004		pʰ ɾ g u					- ɾ g u
1105	l̪ t̪ ɜ n̪ u s̪ pʰ	l̪ t̪ o n̪ u s̪ pʰ					
383		p s̪ ɪ l					
820		l̪ o k					l̪ o k
863		ɕ ɑ					ɕ ɑ
41		o s̪ s̪	o m s̪		o s̪ s̪		
136	s̪ o n̪ ɕ	s̪ o pʰ s̪	s̪ o - s̪				s̪ o r̪ s̪
1480		j u ŋ					
269		kʰ r̪ ɜ q	kʰ r̪ ɜ q				
601		ɕ i ŋ		ɕ i ŋ		ɕ i ŋ	
163		ŋ ɑ	ŋ ɑ				
1520	g Ø r̪ o ŋ	g Ø r̪ o ŋ				g u r̪ o ŋ	
1348		Ø ɪ n̪ d o					
717		s̪ n̪ i ŋ	s̪ n̪ i ŋ				
1057		ɜ ɕ e		ɜ ɕ e			
111	ŋ i t̪ pʰ Ø s̪	ŋ i t̪ s̪ Ø s̪				ŋ i t̪ s̪ ɑ s̪	
330		g o b i					
1191		ɾ ɜ m p ɜ				ɾ ɜ m p ɜ	
65	k o s̪	k o s̪	k o s̪			k o s̪	
294		ɾ - u		m - u	m m u		
836		m i		m i			
1448		p ɑ ɣ ɜ n̪					p ɑ q ɜ n̪
980		kʰ ɜ p		kʰ ɜ p			
329		b ɜ n̪ d	b Ø n̪ d				
1020		s̪ n̪ ɜ m s̪ u l					
1692	Ø o n̪ o	Ø o n̪ o					
626		m Ø n̪ d o q					m ɪ n̪ d o q
1456		h ɜ s̪ k e		h ɜ s̪ k e			
610		Ø ɑ					
261		n̪ ɜ q p o			n̪ ɑ q p o		
1331		pʰ ɾ d̪ β̞ ɑ					
302		b ɾ ɜ ŋ			b r̪ ɜ ŋ		b Ø ɜ ŋ
1290		t̪ u t̪ p ɜ					
1676		Ø ɑ ŋ					
642	m e β̞ ɑ	m e β̞ ɑ	m e β̞ ɑ	m e β̞ ɑ			
939		ɑ m o					
473		b i ɜ p Ø ʊ n̪	b i ɜ p Ø Ø n̪			b i ɜ p Ø ʊ n̪	
152		tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪				
399	b ɜ l ɜ ŋ				b ɑ l ɑ ŋ	b ɑ l ɑ ŋ	
