COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1048-1	k ɜ k ɜ						
1692-1	pʰ o n̪ o						
1306-1	b s̪ u						
405-1	b o ŋ o						
294-1	b s̪ u						
661-1	b o ŋ o						
413-1	ɜ q						
996-1	Ø ɜ n̪						
1012-1	ʈ r̪ o b ɜ ɾ						
181-1	pʰ s̪ i Ø s̪ o s̪						
1660-1	g u n̪ d Ø						
1440-1	d̪ Ø r̪ i ŋ						
1652-1	l o						
1037-1	s̪ ȵ i ŋ m ɜ						
677-1	Ø ɜ x m o						
1561-1	s̪ ɕ Ø r̪ Ø ɑ						
447-1	s̪ k ɜ m b o						
828-1	ɾ i ŋ m o						
1247-1	tɕ ɜ ʈ						
391-1	g s̪ ɜ x m o						
972-1	ȵ i m o ɾ						
531-1	t̪ʰ ɜ q r̪ i ŋ s̪						
253-1	tɕ o g o						
1282-1	Ø u n̪ Ø Ø						
812-1	j ŋ m o						
245-1	t̪ʰ u r̪ u						
1609-1	k ɑ r̪ p o						
261-1	n̪ ɑ q p o						
1143-1	m ɑ r̪ Ø o						
709-2		g o o					
522-2		o ɾ d o ŋ					
514-2		m Ø k					
464-2		ɕ n̪ ɑ					
1020-2		n̪ ɜ m s̪ u l					
1355-2		s̪ o					
1464-2		l̪ tɕ Ø					
302-2		b l ɜ ŋ					
237-2		l̪ t̪ Ø ɑ					
205-2		p l ɜ q p ɜ					
1089-2		l ɜ q Ø Ø l					
804-2		k ɑ ŋ m ɜ					
1263-2		b ɜ m s̪ p ɜ					
286-2		ɾ u s̪ p ɜ					
717-2		s̪ n̪ i ŋ					
269-2		Ø Ø ɜ q					
1512-2		m tɕ i n̪					
555-2		m Ø ɜ k p ɜ					
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2		Ø m ɜ m m ɜ					
1106-2		b u m m					
693-2		h ɜ Ø o Ø ɑ					
221-2		s̪ t̪ ɜ r̪ Ø					
1199-2		t̪ʰ ɑ q p ɜ					
1424-2		s̪ k u t̪ p ɜ					
904-2		l z̪ o t̪					
1273-2		m n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		tɕʰ ɜ r̪ p ɑ					
1529-2		tɕʰ u					
1175-2		ɾ gʲ ɛ m Ø o					
383-2		p s̪ Ø l					
820-2		l̪ o k					
1636-2		o l̪ u ŋ					
1331-2		Ø ɾ d̪ Ø ɑ					
1097-2		l ɜ m					
1223-2		Ø ɜ ŋ ɑ					
592-2		m ɛ					
1290-2		t̪ u t̪ p ɜ					
669-2		m s̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ q Ø i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɜ					
626-2		m ɑ n̪ d o q					
844-2		ɑ m					
879-2		tɕʰ ɑ					
1151-2		b ɾ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ȵ ɛ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɜ					
1081-2		Ø o ŋ					
1448-2		p ɑ Ø ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		Ø Ø l					
610-2		Ø ɑ					
350-2		Ø ɜ ŋ m o					
871-2		o m ŋ ɑ					
734-2		ɾ Ø ɑ					
431-2		kʰ i					
1298-2		m m o m b Ø l					
929-2		Ø ɜ ŋ k i					
1315-2		t̪ ɑ m s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ m m					
836-2		m i					
1644-2		b m u s̪ t̪ r̪ i ŋ					
547-2		ɑ t̪ ɑ					
1048-2		k ɜ k ɜ					
1692-2		pʰ o n̪ o					
1306-2		b m u					
405-2		b o ŋ o					
294-2		b m u					
661-2		b o ŋ o					
413-2		Ø ɜ q					
996-2		Ø ɜ n̪					
1012-2		t̪ r̪ o b ɜ ɾ					
181-2		pʰ m Ø r̪ m o m					
1660-2		g ɜ n̪ d Ø					
1440-2		d̪ Ø r̪ i ŋ					
1652-2		l o					
1037-2		m ȵ i ȵ m ɜ					
677-2		Ø ɜ m m o					
1561-2		m ɕ Ø r̪ p ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ m m m t̪					
391-2		Ø Ø ɜ m m o					
972-2		ȵ i m o ɾ					
531-2		t̪ʰ ɜ q r̪ i ŋ m					
253-2		tɕ o Ø o					
1282-2		Ø u n̪ Ø Ø					
812-2		j ɑ ŋ m o					
245-2		t̪ʰ u r̪ m					
1609-2		k ɑ r̪ p o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ r̪ p o					
709-3			g o o				
522-3			s̪ Ø ɾ d o ŋ				
514-3			m Ø k				
464-3			s̪ n̪ ɑ				
1020-3			s̪ n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕ Ø				
302-3			b l ɜ ŋ				
237-3			l̪ t̪ Ø ɑ				
205-3			p r̪ ɜ q Ø ɜ				
1089-3			l ɜ q Ø Ø l				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ Ø s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ i ŋ				
269-3			kʰ Ø ɜ q				
1512-3			x tɕ i n̪				
555-3			Ø Ø ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			Ø Ø ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ Ø o Ø ɑ				
221-3			s̪ t̪ ɜ r̪ Ø				
1199-3			t̪ʰ ɜ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l z̪ o t̪				
1273-3			x n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɜ				
1127-3			tɕʰ ɜ r̪ Ø ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m Ø o				
383-3			p s̪ Ø l				
820-3			l̪ o k				
1636-3			β l̪ u ŋ				
1331-3			Ø ɾ d̪ Ø ɑ				
1097-3			l ɜ m				
1223-3			Ø ɜ ŋ ɑ				
592-3			m Ø				
1290-3			t̪ u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ Ø Ø i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m Ø n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ ȵ ɛ r̪ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			Ø o ŋ				
1448-3			p ɑ g ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɑ				
539-3			Ø Ø l				
610-3			Ø ɑ				
350-3			Ø ɜ ŋ o				
871-3			o Ø ŋ ɑ				
734-3			ɾ Ø ɑ				
431-3			kʰ i				
1298-3			l ɾ o β b Ø l				
929-3			Ø ɜ ŋ k i				
1315-3			t̪ ɑ x s̪ k ɜ n̪				
964-3			m i n̪ t̪ ɜ x Ø				
836-3			m i				
1644-3			b Ø u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɜ				
1692-3			pʰ o n̪ o				
1306-3			b Ø u				
405-3			b o ŋ o				
294-3			b l u				
661-3			b o ŋ o				
413-3			Ø ɜ q				
996-3			Ø ɜ n̪				
1012-3			ʈ o b ɜ ɾ				
181-3			pʰ i r̪ l o Ø				
1660-3			g u n̪ d Ø				
1440-3			d̪ Ø r̪ i ŋ				
1652-3			l o				
1037-3			s̪ ȵ i ŋ m ɜ				
677-3			Ø ɜ x m o				
1561-3			l ɕ Ø r̪ Ø ɑ				
447-3			s̪ k ɜ m b o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ Ø Ø Ø t̪				
391-3			g Ø ɜ x m o				
972-3			ȵ i m o ɾ				
531-3			t̪ʰ ɜ q r̪ i ŋ Ø				
253-3			tɕ o g o				
1282-3			Ø u n̪ Ø Ø				
812-3			j ɜ ŋ m o				
245-3			t̪ʰ u r̪ Ø				
1609-3			k ɑ r̪ p o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ r̪ Ø o				
709-4				g o o			
522-4				o Ø ɾ d o ŋ			
514-4				m Ø k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɑ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕ Ø			
302-4				Ø ɑ ŋ			
237-4				l̪ t̪ Ø ɑ			
205-4				Ø l ɑ q Ø ɑ			
1089-4				l ɜ q Ø Ø l			
804-4				k ɜ ŋ m ɑ			
1263-4				Ø ɜ Ø s̪ Ø ɑ			
286-4				ɾ u s̪ Ø ɑ			
717-4				s̪ n̪ i ŋ			
269-4				Ø ɑ q			
1512-4				k tɕ Ø n̪			
555-4				l̪ Ø ɜ k Ø ɑ			
751-4				n̪ ɑ ŋ			
439-4				β̞ g o			
601-4				ɕ i ŋ			
320-4				Ø s̪ ɑ k m ɑ			
1106-4				Ø u s̪ s̪			
693-4				h ɑ Ø o Ø ɑ			
221-4				s̪ t̪ ɑ r̪ Ø			
1199-4				t̪ʰ ɑ q Ø ɑ			
1424-4				s̪ k u t̪ Ø ɑ			
904-4				l β̞ o t̪			
1273-4				s̪ n̪ ɑ m			
1323-4				s̪ k ɑ r̪ m ɑ			
1127-4				tɕʰ ɑ r̪ p ɜ			
1529-4				tɕʰ u			
1175-4				ɾ gʲ ɛ m Ø o			
383-4				p s̪ Ø l			
820-4				l̪ o k			
1636-4				k l̪ u ŋ			
1331-4				o ɾ d̪ Ø ɑ			
1097-4				l ɑ m			
1223-4				Ø ɑ Ø			
592-4				m Ø			
1290-4				t̪ u t̪ Ø ɜ			
669-4				k s̪ ɛ ɾ			
1472-4				s̪ t̪ ɑ Ø Ø i			
788-4				l o ɑ			
1191-4				ɾ ɑ m Ø ɑ			
626-4				m ɛ n̪ d o q			
844-4				ɑ m			
879-4				tɕʰ ɑ			
1151-4				Ø r̪ ɑ s̪			
1119-4				ɑ l u			
365-4				s̪ ȵ ɛ r̪ m ɑ			
1480-4				j u ŋ			
653-4				β̞ g o k Ø ɑ			
1081-4				Ø o ŋ			
1448-4				Ø ɑ Ø ɑ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				Ø Ø l			
610-4				Ø ɑ			
350-4				Ø ɑ ŋ m o			
871-4				o ŋ m Ø			
734-4				ɾ Ø ɑ			
431-4				kʰ i			
1298-4				ɾ o Ø Ø u l			
929-4				Ø ɑ ŋ k i			
1315-4				t̪ ɑ k s̪ k ɑ n̪			
964-4				m i n̪ t̪ ɑ k o			
836-4				m i			
1644-4				Ø u s̪ t̪ r̪ i ŋ			
547-4				ɜ t̪ ɑ			
1048-4				k ɑ k ɑ			
1692-4				pʰ o n̪ o			
1306-4				Ø s̪ u			
405-4				Ø o ŋ o			
294-4				p s̪ u			
661-4				Ø o ŋ o			
413-4				Ø ɑ q			
996-4				Ø ɑ n̪			
1012-4				ʈ o Ø ɑ ɾ			
181-4				pʰ s̪ i s̪ r̪ o s̪			
1660-4				g u n̪ d Ø			
1440-4				d̪ Ø r̪ i ŋ			
1652-4				l o			
1037-4				s̪ ȵ i ŋ m ɜ			
677-4				Ø ɑ k m o			
1561-4				s̪ ɕ Ø r̪ p ɑ			
447-4				s̪ k ɑ m Ø o			
828-4				ɾ i ŋ m o			
1247-4				tɕ ɑ ʈ tɕ ɜ t̪			
391-4				n̪ ɑ k m o			
972-4				ȵ i m o ɾ			
531-4				t̪ʰ ɜ q r̪ i ŋ o			
253-4				tɕ o Ø o			
1282-4				Ø u n̪ Ø Ø			
812-4				j Ø ŋ m o			
245-4				t̪ʰ u r̪ u			
1609-4				k Ø r̪ p o			
261-4				n̪ Ø q Ø o			
1143-4				m Ø r̪ p o			
709-5					g o o		
522-5					β̞ Ø ɾ d o ŋ		
514-5					m Ø k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ e		
302-5					Ø Ø ɜ ŋ		
237-5					l̪ ʈ Ø ɑ		
205-5					p l ɜ q p ɜ		
1089-5					l ɜ q Ø Ø l		
804-5					k ɜ ŋ m ɜ		
1263-5					Ø ɜ Ø s̪ p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					Ø ɜ q		
1512-5					k tɕ i n̪		
555-5					β̞ Ø ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					Ø Ø ɜ k m ɜ		
1106-5					Ø u β̞ β̞		
693-5					h ɜ Ø o Ø ɑ		
221-5					s̪ ʈ ɜ r̪ e		
1199-5					t̪ʰ ɑ q p ɑ		
1424-5					s̪ k u ʈ p ɑ		
904-5					l Ø o ʈ		
1273-5					Ø n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ p Ø		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m Ø o		
383-5					p s̪ Ø l		
820-5					l̪ o k		
1636-5					β̞ l̪ u ŋ		
1331-5					Ø ɾ d̪ Ø ɑ		
1097-5					l ɜ m		
1223-5					Ø ɜ Ø		
592-5					m ɛ		
1290-5					ʈ u ʈ p ɑ		
669-5					k s̪ ɛ ɾ		
1472-5					s̪ ʈ ɑ Ø Ø i		
788-5					l o ɑ		
1191-5					ɾ ɜ m p ɑ		
626-5					m Ø n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					Ø r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ Ø ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					z̪ g o k p ɑ		
1081-5					Ø o ŋ		
1448-5					p ɑ Ø ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ Ø		
539-5					Ø Ø l		
610-5					Ø ɑ		
350-5					Ø ɜ ŋ β̞ o		
871-5					o ŋ m Ø		
734-5					ɾ Ø ɑ		
431-5					kʰ i		
1298-5					β̞ ɾ β̞ β̞ Ø Ø l		
929-5					Ø ɜ ŋ k i		
1315-5					ʈ ɑ k s̪ k ɜ n̪		
964-5					m i n̪ ʈ ɜ Ø Ø		
836-5					m i		
1644-5					Ø β̞ u s̪ ʈ r̪ i ŋ		
547-5					ɜ ʈ ɑ		
1048-5					k ɜ k ɑ		
1692-5					pʰ o n̪ o		
1306-5					Ø Ø u		
405-5					Ø o ŋ o		
294-5					Ø o u		
661-5					Ø o ŋ o		
413-5					Ø ɜ q		
996-5					Ø ɜ n̪		
1012-5					ʈ o Ø ɜ ɾ		
181-5					pʰ β̞ i r̪ β̞ o Ø		
1660-5					g o n̪ d e		
1440-5					d̪ Ø r̪ i ŋ		
1652-5					l o		
1037-5					s̪ Ø i ŋ m ɑ		
677-5					Ø ɜ k m o		
1561-5					β̞ ɕ ɑ r̪ p Ø		
447-5					s̪ k ɜ m Ø o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ β̞ β̞ β̞ ʈ		
391-5					Ø ɜ k m o		
972-5					Ø i m o ɾ		
531-5					t̪ʰ ɜ q r̪ i ŋ Ø		
253-5					tɕ o Ø o		
1282-5					Ø u n̪ Ø e		
812-5					j Ø ŋ m o		
245-5					t̪ʰ u r̪ β̞		
1609-5					k Ø r̪ p o		
261-5					n̪ Ø q p o		
1143-5					m Ø r̪ p o		
709-6						g o o	
522-6						m o ɾ d o ŋ	
514-6						m Ø k	
464-6						n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ Ø	
302-6						Ø ɜ ŋ	
237-6						l̪ ʈ Ø ɑ	
205-6						p l ɜ q p ɜ	
1089-6						l ɜ q Ø Ø l	
804-6						k ɜ ŋ m ɜ	
1263-6						Ø ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						Ø ɜ q	
1512-6						k tɕ i n̪	
555-6						m Ø ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						s̪ g o	
601-6						ɕ i ŋ	
320-6						Ø m ɜ k m ɜ	
1106-6						Ø u m m	
693-6						h ɜ Ø o Ø ɑ	
221-6						s̪ ʈ ɜ r̪ Ø	
1199-6						t̪ʰ ɑ q p ɑ	
1424-6						s̪ k u ʈ p ɑ	
904-6						l s̪ o ʈ	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ p Ø	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ m Ø o	
383-6						p s̪ Ø l	
820-6						l̪ o k	
1636-6						m l̪ u ŋ	
1331-6						Ø ɾ d̪ Ø ɑ	
1097-6						l ɜ m	
1223-6						Ø ɜ Ø	
592-6						m ɛ	
1290-6						ʈ u ʈ p ɑ	
669-6						m s̪ ɛ ɾ	
1472-6						s̪ ʈ ɑ Ø Ø i	
788-6						l o ɑ	
1191-6						ɾ ɜ m p ɑ	
626-6						m Ø n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						Ø r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ȵ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						s̪ g o k p ɑ	
1081-6						Ø o ŋ	
1448-6						p ɑ Ø ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ Ø	
539-6						Ø Ø l	
610-6						Ø ɑ	
350-6						Ø ɜ ŋ m o	
871-6						o ŋ m Ø	
734-6						ɾ Ø ɑ	
431-6						kʰ i	
1298-6						m ɾ m m Ø Ø l	
929-6						Ø ɜ ŋ k i	
1315-6						ʈ ɑ k s̪ k ɜ n̪	
964-6						m i n̪ ʈ ɜ k m	
836-6						m i	
1644-6						Ø m u s̪ ʈ r̪ i ŋ	
547-6						ɜ ʈ ɑ	
1048-6						k ɜ k ɑ	
1692-6						pʰ o n̪ o	
1306-6						Ø m u	
405-6						Ø o ŋ o	
294-6						Ø m u	
661-6						Ø o ŋ o	
413-6						Ø ɜ q	
996-6						Ø ɜ n̪	
1012-6						ʈ o Ø ɜ ɾ	
181-6						pʰ m i m r̪ o m	
1660-6						g o n̪ d Ø	
1440-6						d̪ Ø r̪ i ŋ	
1652-6						l o	
1037-6						ȵ i ŋ m ɑ	
677-6						Ø ɜ k m o	
1561-6						m ɕ Ø r̪ p Ø	
447-6						s̪ k ɜ m Ø o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɜ m m m ʈ	
391-6						Ø ɜ k m o	
972-6						ȵ i m o ɾ	
531-6						t̪ʰ ɜ q r̪ i ŋ m	
253-6						tɕ o Ø o	
1282-6						Ø u n̪ Ø Ø	
812-6						j ɜ ŋ m o	
245-6						t̪ʰ u r̪ u	
1609-6						k Ø r̪ p o	
261-6						n̪ Ø q p o	
1143-6						m Ø r̪ p o	
709-7							g o o
522-7							l z̪ l d o ŋ
514-7							m i k
464-7							s̪ n̪ ɑ
1020-7							s̪ n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							l̪ tɕ Ø
302-7							b r̪ ɜ ŋ
237-7							l̪ ʈ Ø ɑ
205-7							p r̪ ɜ q p ɜ
1089-7							l ɑ q Ø Ø l
804-7							k ɜ ŋ m ɜ
1263-7							b ɑ s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ n̪ i ŋ
269-7							kʰ r̪ ɜ q
1512-7							l̪ tɕ i n̪
555-7							l Ø ɑ k p ɜ
751-7							n̪ ɜ ŋ
439-7							s̪ g o
601-7							ɕ i ŋ
320-7							Ø ɜ Ø m ɜ
1106-7							b u l l
693-7							Ø ɜ Ø o r̪ ɑ
221-7							s̪ ʈ ɜ r̪ Ø
1199-7							t̪ʰ ɑ q p ɑ
1424-7							s̪ k u ʈ p ɑ
904-7							l s̪ o ʈ
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							Ø ɜ r̪ p ɜ
1529-7							Ø u
1175-7							ɾ gʲ ɛ m Ø o
383-7							p s̪ Ø l
820-7							l̪ o k
1636-7							l l̪ u ŋ
1331-7							o ɾ d̪ Ø ɑ
1097-7							l ɜ m
1223-7							Ø ɜ ŋ ɑ
592-7							m ɛ
1290-7							ʈ u ʈ p ɑ
669-7							l s̪ ɛ ɾ
1472-7							s̪ ʈ ɑ z̪ i
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m ɛ n̪ d o q
844-7							ɑ m
879-7							Ø ɑ
1151-7							b r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɜ
1480-7							Ø u ŋ
653-7							s̪ g o k p ɑ
1081-7							Ø o ŋ
1448-7							p ɑ z̪ ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							Ø Ø l
610-7							Ø ɑ
350-7							Ø ɜ ŋ l o
871-7							o ŋ ɑ
734-7							ɾ Ø ɑ
431-7							kʰ i
1298-7							o ɾ b o l
929-7							z̪ ɜ ŋ k i
1315-7							ʈ ɑ s̪ k ɜ n̪
964-7							m i n̪ ʈ ɜ Ø
836-7							m i
1644-7							b u s̪ ʈ r̪ i ŋ
547-7							ɜ ʈ ɑ
1048-7							k ɜ k ɑ
1692-7							n̪ o n̪ o
1306-7							b u
405-7							b o ŋ o
294-7							b l u
661-7							b o ŋ o
413-7							ɜ q
996-7							Ø ɜ n̪
1012-7							ʈ o b ɜ ɾ
181-7							Ø l i r̪ l o
1660-7							g o n̪ d Ø
1440-7							d̪ Ø r̪ i ŋ
1652-7							l o
1037-7							ȵ i ŋ m ɑ
677-7							Ø ɜ Ø m o
1561-7							l ɕ ɜ r̪ p ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ i ŋ m o
1247-7							tɕ ɜ l l ʈ
391-7							g r̪ ɜ Ø m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɑ q r̪ i ŋ
253-7							tɕ o z̪ o
1282-7							Ø u n̪ Ø ɛ
812-7							Ø ɑ ŋ m o
245-7							t̪ʰ u r̪ u
1609-7							k ɑ r̪ p o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ p o
