COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1644-4				d̪ r̪ u ŋ			
547-4				ɣ ɑ			
1048-4				k o			
1692-4				d̪ o			
1306-4				d̪ʲ u			
405-4				kʰ o ŋ			
294-4				d̪ʲ u			
661-4				kʰ o ŋ			
413-4				õ s̪			
996-4				z̪ ɜ n̪			
1012-4				t̪ r̪ ɜ l			
181-4				b i m o			
1660-4				pʰ u n̪			
1440-4				t̪ r̪ ɜ ŋ			
1652-4				tθʰ o			
1037-4				ɕ i p ɜ			
677-4				d̪ o			
1561-4				ɕ i p ɜ			
447-4				s̪ o			
828-4				ɾ ɑ ŋ o			
1247-4				l̪ tɕʰ o			
391-4				k o s̪			
972-4				ȵ i m o			
531-4				t̪ʰ ɜ l			
253-4				d̪ o			
1282-4				d̪ u k s̪			
812-4				j ɑ ŋ			
245-4				l̪ tɕʰ o			
1609-4				k o s̪			
261-4				õ s̪			
1143-4				ɜ p o			
1065-4				d̪ʲ u			
1504-4				ȵ i s̪			
1432-4				s̪ u			
634-4				õ s̪			
1255-4				d̪ u k s̪			
488-4				β o			
1004-4				ɾ g o			
506-4				pʰ u k s̪			
1488-4				l̪ tɕʰ o ŋ			
1496-4				ȵ i m			
1073-4				ɣ ɑ			
1617-4				õ s̪			
1569-4				ʐ i			
1593-4				õ s̪			
1585-4				z̪ ɛ n̪			
759-4				kʰʲ ɑ ŋ			
1415-4				d̪ o ŋ			
1215-4				tθʰ o q			
422-4				s̪ o			
310-4				l̪ tɕʰ ɜ l			
189-4				j ɑ ŋ			
25-4				õ s̪			
9-4				d̪ o k s̪			
57-4				k o s̪			
17-4				s̪ o			
709-5					gʲ o		
522-5					kʰ o ŋ		
514-5					m o		
464-5					s̪ õ s̪		
1020-5					s̪ õ s̪		
1355-5					s̪		
1464-5					d̪ʲ u		
302-5					ŋ ɑ		
237-5					l̪ tɕʰ o		
205-5					p ɜ ɽ ɜ		
1089-5					ɜ ɣ ɑ		
804-5					k ɜ ɽ ɜ m		
1263-5					t̪ʰ ɜ l s̪		
286-5					pʰ u ɾ s̪		
717-5					s̪ õ s̪		
269-5					kʰ ɜ p		
1512-5					x ɛ n̪		
555-5					k ɜ ɽ ɜ		
751-5					z̪ ɛ n̪		
439-5					s̪		
601-5					ɕ ɪ s̪		
320-5					m o ŋ		
1106-5					d̪ u		
693-5					h ɜ x s̪		
221-5					s̪ õ s̪		
1199-5					t̪ʰ ɜ p		
1424-5					s̪ r̪ u l		
904-5					m o		
1273-5					m o		
1323-5					s̪ ɜ r̪ ɸ ɜ		
1127-5					tɕ ɜ p		
1529-5					d̪ʲ u		
1175-5					ɾ g o		
383-5					õ s̪		
820-5					l̪ tɕʰ o		
1636-5					d̪ʲ u		
1331-5					ɾ ɑ l		
1097-5					ɜ ɣ ɑ		
1223-5					ŋ ɑ		
592-5					m o		
1290-5					d̪ʲ u		
669-5					z̪ ɛ ɾ s̪		
1472-5					s̪ õ s̪		
788-5					tθʰ o ŋ		
1191-5					ɾ ɑ l		
626-5					m o ŋ		
844-5					d̪ʲ u		
879-5					d̪ ɑ		
1151-5					d̪ r̪ ɜ p s̪		
1119-5					d̪ʲ u		
365-5					s̪ õ s̪		
1480-5					d̪ʲ u		
653-5					g oˑ		
1081-5					õ s̪		
1448-5					j ɑ ŋ		
1029-5					p ɑ		
863-5					ɕ ɛ		
539-5					m o		
610-5					õ s̪		
350-5					m o ŋ		
871-5					t̪ʰ o ŋ		
734-5					ɾ ɑ l		
431-5					kʰ i		
1298-5					pʰ u ɾ s̪		
929-5					ɕ ɛ d i		
1315-5					k ɜ ɽ ɜ n̪		
964-5					m ɪ n̪		
836-5					ɖʐ i		
1644-5					t̪ʰ o ŋ		
547-5					ɜ ɣ ɑ		
1048-5					k ɜ ɽ ɜ m		
1692-5					m o		
1306-5					d̪ u		
405-5					kʰ o ŋ		
294-5					d̪ʲ u		
661-5					kʰ o ŋ		
413-5					h ɜ ɣ ɑ		
996-5					d̪ʲ u		
1012-5					t̪ r̪ ɜ p		
181-5					l̪ tɕʰ o		
1660-5					x ɛ n̪		
1440-5					t̪ʰ r̪ ɪ m o ŋ		
1652-5					m o		
1037-5					s̪ t̪ ɜ ŋ		
677-5					h ɜ m o		
1561-5					ɕ i p ɑ		
447-5					k o s̪		
828-5					ɕ ɛ d		
1247-5					tɕ ɜ t̪ s̪		
391-5					d̪ ɑ		
972-5					ɕ ɪ s̪		
531-5					t̪ʰ ɜ l d ɪ t̪		
253-5					d̪ o		
1282-5					d̪ʲ u		
812-5					d̪ʲ u		
245-5					d̪ u		
1609-5					d̪ ɑ x ɸ o		
261-5					m ɜ p s̪		
1143-5					l̪ tɕʰ o		
1065-5					t̪ʰ o ŋ		
1504-5					ɕ ɪ s̪		
1432-5					s̪		
634-5					ɖʐ i		
1255-5					d̪ʲ u		
488-5					g oˑ		
1004-5					ʊ ɾ g o		
506-5					tɕ u k s̪		
1488-5					tɕ ɜ t̪ s̪		
1496-5					ɕ i		
1073-5					g oˑ		
1617-5					õ s̪		
1569-5					d̪ʲ u		
1593-5					g oˑ		
1585-5					m ɛ n̪		
759-5					g oˑ		
1415-5					t̪ʰ o ŋ		
1215-5					s̪ õ s̪		
422-5					k o s̪		
310-5					t̪ʰ ɜ p		
189-5					kʰʲ ɑ ŋ		
25-5					õ s̪		
9-5					d̪ u k s̪		
57-5					t̪ʰ o ŋ		
17-5					s̪ õ s̪		
709-6						tθʰ o	
522-6						ɾ d ɜ p	
514-6						m o	
464-6						s̪ o ŋ s̪	
1020-6						s̪ n̪ u s̪	
1355-6						s̪ o	
1464-6						l̪ tɕʰ o	
302-6						kʰʲ ɑ ŋ	
237-6						l̪ tɕʰ o	
205-6						p ɜ p	
1089-6						tθʰ o ŋ	
804-6						k ɑ ŋ	
1263-6						b ɜ s̪	
286-6						ɾ d ɜ p s̪	
717-6						s̪ ɛ n̪	
269-6						ʈʂ o q	
1512-6						xʲ ʊ n̪	
555-6						g ɜ p	
751-6						m o ŋ	
439-6						tθʰ o	
601-6						ɕ i	
320-6						h ɜ m	
1106-6						d̪ʲ u	
693-6						h ɜ k s̪	
221-6						s̪ t̪ r̪ ɜ ŋ	
1199-6						kʰ ɜ p	
1424-6						s̪ u r̪ ʊ p	
904-6						m o	
1273-6						xʲ ʊ n̪	
1323-6						s̪ ɜ k e	
1127-6						tɕ ɑ ŋ	
1529-6						d̪ʲ u	
1175-6						ɾ g o	
383-6						o ŋ s̪	
820-6						l̪ tɕʰ o	
1636-6						d̪ʲ u ŋ	
1331-6						ɾ ɑ l	
1097-6						tθʰ ʊ k s̪	
1223-6						kʰʲ ɑ ŋ	
592-6						m o	
1290-6						d̪ u ɜ	
669-6						z̪ ɛ ɾ s̪	
1472-6						s̪ o ŋ s̪	
788-6						m o ŋ	
1191-6						ɾ d ɜ p	
626-6						m ɪ n̪	
844-6						kʰʲ ɑ	
879-6						d̪ʲ u	
1151-6						b gʲ ʊ k s̪	
1119-6						kʰʲ ɑ l	
365-6						s̪ u r̪ s̪	
1480-6						d̪ʲ u ŋ	
653-6						s̪ o ŋ s̪	
1081-6						tθʰ o ŋ	
1448-6						kʰʲ ɑ ŋ	
1029-6						pʰ u ɾ s̪	
863-6						ɕ e	
539-6						tθʰ o q	
610-6						tθʰ o	
350-6						g ɜ ŋ	
871-6						tθʰ o ŋ	
734-6						ɾ ɑ l	
431-6						kʰ i	
1298-6						b d ɜ p	
929-6						t̪ʰ ɜ ŋ	
1315-6						t̪ʰ o ŋ s̪	
964-6						m ɪ n̪	
836-6						m o	
1644-6						t̪ʰ r̪ ɪ m o ŋ	
547-6						ɣ ɑ	
1048-6						k ɜ ɽ ɜ k	
1692-6						m o	
1306-6						d̪ʲ u	
405-6						d̪ o ŋ	
294-6						p l̥ u	
661-6						d̪ o ŋ	
413-6						tθʰ o q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ e ŋ	
181-6						l̪ tɕʰ o	
1660-6						g ʊ k s̪	
1440-6						d̪ r̪ i ŋ	
1652-6						m o	
1037-6						s̪ i ŋ m o	
677-6						gʲ ʊ k s̪	
1561-6						ɕ i p ɜ	
447-6						s̪ t̪ r̪ o	
828-6						ɾ i ŋ m o	
1247-6						d̪ʲ u	
391-6						g ʊ r̪ ʊ k s̪	
972-6						ȵ i m e	
531-6						t̪ʰ ɜ ŋ	
253-6						d̪ o	
1282-6						xʲ ʊ n̪	
812-6						pʰ ɑ ŋ o	
245-6						d̪ r̪ u	
1609-6						k ɜ x m o	
261-6						m ɛ n̪	
1143-6						d̪ ɜ p o	
1065-6						d̪ u k	
1504-6						ȵ i s̪	
1432-6						s̪ u o	
634-6						ɖʐ i	
1255-6						d̪ r̪ u k s̪	
488-6						b gʲ o	
1004-6						ɾ g o	
506-6						d̪ʲ u ŋ	
1488-6						d̪ o ŋ s̪	
1496-6						ɖʐ i	
1073-6						b ɜ	
1617-6						s̪	
1569-6						d̪ʲ u	
1593-6						z̪ ɛ ɾ	
1585-6						m ɪ n̪	
759-6						kʰʲ ɑ l	
1415-6						d̪ o ŋ	
1215-6						s̪ o ŋ s̪	
422-6						k o s̪	
310-6						pʰ ɜ x m o	
189-6						kʰʲ ɑ ŋ	
25-6						s̪ o ŋ s̪	
9-6						d̪ o k s̪	
57-6						kʰ o ŋ s̪	
17-6						s̪ o ŋ s̪	
709-7							kʰ o
522-7							ʈ ɑ ŋ
514-7							k o
464-7							õ s̪
1020-7							ɾ ɜ s̪
1355-7							s̪ o
1464-7							d̪ʲ u
302-7							ʈ ɑ ŋ
237-7							h ɑ ŋ
205-7							ʈ ɑ ŋ
1089-7							l dð ɑ
804-7							ʈ ɑ ŋ
1263-7							ʈ ɑ ŋ
286-7							ɾ ɜ s̪
717-7							õ s̪
269-7							ŋ ɑ
1512-7							d̪ʲ u
555-7							ʈ ɑ ŋ
751-7							h ɑ ŋ
439-7							k o s̪
601-7							ɕ i s̪
320-7							ʈ ɑ ŋ
1106-7							d̪ʲ u
693-7							ɕ ɑ d i
221-7							s̪ o ŋ
1199-7							ʈ ɑ ŋ
1424-7							s̪ o ŋ
904-7							k o s̪
1273-7							k o s̪
1323-7							õ s̪
1127-7							j ɑ ŋ
1529-7							d̪ r̪ u
1175-7							ʊ ɾ g o
383-7							õ s̪
820-7							kʰ o
1636-7							d̪ r̪ u
1331-7							ʊ ɾ d o
1097-7							t̪ʰ ɜ l d
1223-7							j ɑ ŋ
592-7							kʰ o
1290-7							pʰ r̪ u
669-7							õ s̪
1472-7							s̪ o ŋ
788-7							s̪ o ŋ
1191-7							ɾ ɜ p s̪
626-7							kʰ o
844-7							ŋ ɑ
879-7							d̪ʲ u
1151-7							õ s̪
1119-7							d̪ʲ u
365-7							õ s̪
1480-7							d̪ r̪ u
653-7							s̪ o ŋ
1081-7							kʰ o
1448-7							j ɑ ŋ
1029-7							z̪ ɑ
863-7							h ɑ ŋ
539-7							kʰ o
610-7							kʰ ɑ
350-7							ʈ ɑ ŋ
871-7							h ɑ ŋ
734-7							ɕ ɑ d i
431-7							kʰ o
1298-7							g o
929-7							j ɑ ŋ
1315-7							k o s̪
964-7							ɕ i s̪
836-7							g o b i
1644-7							d̪ r̪ u
547-7							ŋ ĩ t̪ ɑ̃
1048-7							ʈ ɑ ŋ
1692-7							kʰ o
1306-7							d̪ʲ u
405-7							kʰ o ŋ
294-7							d̪ʲ u
661-7							kʰ o ŋ
413-7							õ s̪
996-7							ŋ ĩ t̪ ɑ̃
1012-7							ʈ ɑ ŋ
181-7							pʰ r̪ u
1660-7							pʰ u ɾ s̪
1440-7							d̪ʲ u
1652-7							k o
1037-7							õ s̪
677-7							ʈ ɑ ŋ
1561-7							ɕ i s̪
447-7							s̪ o ŋ
828-7							ɕ i s̪
1247-7							d̪ r̪ u
391-7							d̪ r̪ u l g o
972-7							ɕ i s̪
531-7							ʈ ɑ ŋ
253-7							k o s̪
1282-7							d̪ʲ u
812-7							ʈ ɑ ŋ
245-7							pʰ r̪ u
1609-7							k o s̪
261-7							õ s̪
1143-7							ŋ ĩ t̪ ɑ̃
1065-7							d̪ʲ u
1504-7							ɕ i s̪
1432-7							s̪ o ŋ
634-7							ɕ i s̪
1255-7							d̪ r̪ u
488-7							kʰ o
1004-7							ʊ ɾ g o
506-7							d̪ u k s̪
1488-7							ʈ ɑ ŋ
1496-7							ɕ i s̪
1073-7							g o ŋ
1617-7							õ s̪
1569-7							g o
1593-7							z̪ ɑ
1585-7							kʰ ɑ
759-7							õ s̪
1415-7							h ɑ ŋ
1215-7							k o s̪
422-7							s̪ o ŋ
310-7							ʈ ɑ ŋ
189-7							ʈ ɑ ŋ
25-7							s̪ o ŋ
9-7							k o s̪
57-7							õ s̪
17-7							s̪ o
