COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2705-1	m o m ¹															
6381-1	ȵ o ŋ ¹															
1017-1	ˀb a ¹															
645-1	l u k ¹															
273-1	m ə t ¹															
4338-1	ⁿd j a k ¹															
2533-1	k i ¹															
1089-1	kʰ u p ¹															
843-1	n a n ¹															
2787-1	w a t ¹															
4462-1	ˀn u n ¹															
10918-1	h a n ¹															
6582-1	h ui ¹															
2070-1	k a ¹															
3075-1	ȵ aː k ¹															
10848-1	v a ¹															
2480-1	ts ə n ¹															
2214-1	k ai ¹															
7225-1	h ə t ¹															
3515-1	p j a m ¹															
2588-1	ts ə n ¹															
2908-1	p j aː k ¹															
2393-1	ˀn a ¹															
1156-1	ŋ ai ¹															
2374-1	ⁿd a ¹															
2146-1	kʰ a ¹															
5133-1	ˀn a ŋ ¹															
4981-1	m u k ¹															
10239-1	m a ¹															
599-1	n j u t ¹															
5048-1	q o ¹															
6331-1	h a ¹															
290-1	ȶʰ i n ¹															
311-1	h aː k ¹															
3430-1	m j a ¹															
5369-1	m j a ¹															
2749-1	ȶ o n ¹															
2621-1	l j a p ¹															
1181-1	t a k ¹															
949-1	t j u ¹															
2839-1	t i n ¹															
861-1	l aː k ¹															
6773-1	l aː k ¹															
5739-1	l aː k ¹															
5740-1	kʰ ə t ¹															
3550-1	ɕ u m ¹															
4445-1	p u t ¹															
680-1	l o ŋ ¹															
817-1	t ə n ¹															
782-1	pʰ j aː t ¹															
10396-1	ˀn j u ¹															
4606-1	n aː n ¹															
5207-1	m a n ¹															
7280-1	ts a ¹															
6983-1	ʔ j u t ¹															
5168-1	p u ŋ ¹															
1264-1	ts u ¹															
915-1	t ui ¹															
1767-1	ts u ŋ ¹															
10901-1	k w e ŋ ¹															
10867-1	ˀd o ŋ ¹															
417-1	k w aː n ¹															
2285-1	pʰ e ¹															
11002-1	ʔ i t ¹															
6348-1	m ai ¹															
6349-1	ʁ aː n ¹															
10602-1	ˀb ə n ¹															
5654-1	m j e n ¹															
880-1	l e ¹															
983-1	ȵ aː n ¹															
2033-1	t o ¹															
1433-1	ʔ j a ¹															
1467-1	ˀd u k ¹															
469-1	t j u m ¹															
3127-1	m j a ¹															
4623-1	h a ¹															
7099-1	l j ə k ¹															
4726-1	ɕ e n ¹															
10465-1	ˀb aː n ¹															
5519-1	h ə n ¹															
5893-1	kʰ u n ¹															
2857-1	t i n ¹															
3645-1	ɣ aː n ¹															
3032-1	f j aː n ¹															
2088-1	v j a n ¹															
2463-1	p u ¹															
4794-1	n i ¹															
4569-1	l u ŋ ¹															
4586-1	ts u ¹															
4552-1	p a ¹															
3228-1	q o ŋ ¹															
3245-1	j a ¹															
6651-1	l aː k ¹															
6652-1	ˀb aː n ¹															
1817-1	l aː k ¹															
1818-1	ˀb j aː k ¹															
11052-1	n u ¹															
1230-1	l aː k ¹															
3380-1	h e k ¹															
8174-1	ɣ u m ¹															
8599-1	p j a m ¹															
7782-1	ⁿd j ai ¹															
8294-1	l i k ¹															
8514-1	h aːi ¹															
9669-1	l j a k ¹															
8531-1	p aːi ¹															
7954-1	ʔ u k ¹															
9968-1	s aː m ¹															
8040-1	t a ¹															
9304-1	ȶ i ¹															
8345-1	t o k ¹															
8765-1	ȶ o k ¹															
8849-1	s e ŋ ¹															
9286-1	k w aː ŋ ¹															
9581-1	n u n ¹															
9267-1	l a ¹															
8497-1	ts ə n ¹															
7602-1	ʔ aː p ¹															
8431-1	v j ə n ¹															
10036-1	s u k ¹															
10019-1	l a k ¹															
9216-1	n e ¹															
8074-1	q a t ¹															
9511-1	p a n ¹															
8243-1	ʔ j a m ¹															
9250-1	t j e m ¹															
7568-1	s aːi ¹															
8832-1	k u ¹															
8057-1	ŋ e ¹															
7716-1	h u p ¹															
9899-1	ts i ¹															
7585-1	kʰ au ¹															
8582-1	m j a ¹															
9097-1	l a m ¹															
10125-1	v a ¹															
9460-1	l aːi ¹															
9649-1	pʰ u t ¹															
9870-1	ŋ a p ¹															
8680-1	ŋ a m ¹															
7699-1	ȶ i t ¹															
9001-1	ŋ w a t ¹															
9494-1	t i p ¹															
7666-1	ɕ ə n ¹															
9598-1	t a k ¹															
8023-1	q u m ¹															
6882-2		z ə t ¹														
6485-2		ˀb ə n ¹														
4690-2		m o n ¹														
5671-2		f ə n ¹														
4272-2		l aː p ¹														
10935-2		ˀb e ¹														
4760-2		n j e n ¹														
1881-2		v a n ¹														
4777-2		ɕ ə t ¹														
10969-2		v a n ¹														
10970-2		ˀȵ u ¹														
10206-2		v a n ¹														
6565-2		k Ø a n ¹														
1281-2		ʔ j e n ¹														
10569-2		n a m ¹														
6899-2		pʰ j u ŋ ¹														
7081-2		k ui ¹														
4090-2		ⁿd a m ¹														
2197-2		h u m ¹														
3352-2		t i ¹														
3892-2		ɕ ə t ¹														
1071-2		q aː m ¹														
10313-2		m ai ¹														
2671-2		ⁿd j ə t ¹														
5502-2		f aː k ¹														
7382-2		ⁿd u n ¹														
932-2		ts i ŋ ¹														
533-2		m ai ¹														
4159-2		v a ¹														
2804-2		n u k ¹														
5451-2		ɣ ai ¹														
5773-2		ʔ au ¹														
6933-2		ʔ au ¹														
4657-2		ʔ au ¹														
4658-2		f j aː ŋ ¹														
6966-2		h i ¹														
5351-2		ˀɣ a ¹														
4073-2		ⁿd aːi ¹														
2163-2		m j aː ŋ ¹														
1121-2		f e ¹														
5790-2		v aː ŋ ¹														
10413-2		ˀm a ¹														
6731-2		ˀm a ¹														
1645-2		ˀm a ¹														
4914-2		ˀm a ¹														
6175-2		ŋ a ¹														
3092-2		s i ŋ ¹														
1247-2		l j aː n ¹														
5620-2		ɕ j eu ¹														
4897-2		Ø a ¹														
4811-2		pʰ aː ŋ ¹														
1213-2		q aːi ¹														
11019-2		Ø aː ŋ ¹														
11020-2		q aːi ¹														
2129-2		ʔ e p ¹														
3211-2		ŋ aː n ¹														
714-2		n o k ¹														
1729-2		q a ¹														
3679-2		m a ¹														
1054-2		m eu ¹														
7448-2		m u m ¹														
582-2		ˀm i ¹														
4743-2		m o n ¹														
5419-2		l j ə n ¹														
5601-2		ˀb i n ¹														
2705-2		m o m ¹														
6381-2		ˀȵ o ŋ ¹														
1017-2		ˀb a ¹														
645-2		l u k ¹														
273-2		m ə t ¹														
4338-2		ⁿd j a k ¹														
2533-2		k i ¹														
1089-2		kʰ u p ¹														
843-2		n a n ¹														
2787-2		ɕ w a t ¹														
4462-2		ˀn u n ¹														
10918-2		h a n ¹														
6582-2		h ui ¹														
2070-2		k a ¹														
3075-2		ˀȵ aː k ¹														
10848-2		v a ¹														
2480-2		ts ə n ¹														
2214-2		k ai ¹														
7225-2		h ə t ¹														
3515-2		p j a m ¹														
2588-2		ts ə n ¹														
2908-2		p j aː k ¹														
2393-2		ˀn a ¹														
1156-2		ŋ ai ¹														
2374-2		ⁿd a ¹														
2146-2		qʰ a ¹														
5133-2		ˀn a ŋ ¹														
4981-2		m u k ¹														
10239-2		m a ¹														
599-2		n j u t ¹														
5048-2		q o ¹														
6331-2		h a ¹														
290-2		Ø i n ¹														
311-2		h aː k ¹														
3430-2		m j a ¹														
5369-2		m j a ¹														
2749-2		ȶ o n ¹														
2621-2		l j a p ¹														
1181-2		t a k ¹														
949-2		t j u ¹														
2839-2		t i n ¹														
861-2		l aː k ¹														
6773-2		l aː k ¹														
5739-2		l aː k ¹														
5740-2		kʰ ə t ¹														
3550-2		ɕ u m ¹														
4445-2		p u t ¹														
680-2		l o ŋ ¹														
817-2		t ə n ¹														
782-2		pʰ j aː t ¹														
10396-2		ˀn j u ¹														
4606-2		n aː n ¹														
5207-2		m a n ¹														
7280-2		ts j a ¹														
6983-2		ʔ j u t ¹														
5168-2		p u ŋ ¹														
1264-2		ts u ¹														
915-2		t ui ¹														
1767-2		ts u ŋ ¹														
10901-2		k w e ŋ ¹														
10867-2		ˀd o ŋ ¹														
417-2		k w aː n ¹														
2285-2		pʰ e ¹														
11002-2		ʔ i t ¹														
6348-2		m ai ¹														
6349-2		Ø aː n ¹														
10602-2		ˀb ə n ¹														
5654-2		m j e n ¹														
880-2		l e ¹														
983-2		ȵ aː n ¹														
2033-2		t o ¹														
1433-2		ʔ j a ¹														
1467-2		ˀd u k ¹														
469-2		t j u m ¹														
3127-2		m j a ¹														
4623-2		h a ¹														
7099-2		l j ə k ¹														
4726-2		ɕ e n ¹														
10465-2		ˀb aː n ¹														
5519-2		h ə n ¹														
5893-2		kʰ w ə n ¹														
2857-2		t i n ¹														
3645-2		ɣ aː n ¹														
3032-2		f j aː n ¹														
2088-2		v j e n ¹														
2463-2		p u ¹														
4794-2		n i ¹														
4569-2		l u ŋ ¹														
4586-2		ts u ¹														
4552-2		p a ¹														
3228-2		q o ŋ ¹														
3245-2		j a ¹														
6651-2		l aː k ¹														
6652-2		ˀb aː n ¹														
1817-2		l aː k ¹														
1818-2		ˀb j aː k ¹														
11052-2		n u ¹														
1230-2		l aː k ¹														
3380-2		h e k ¹														
8174-2		ɣ u m ¹														
8599-2		p j a m ¹														
7782-2		ⁿd j ai ¹														
8294-2		l i k ¹														
8514-2		h aːi ¹														
9669-2		l j a k ¹														
8531-2		p aːi ¹														
7954-2		ʔ u k ¹														
9968-2		s aː m ¹														
8040-2		t a ¹														
9304-2		ts i ¹														
8345-2		t o k ¹														
8765-2		ȶ o k ¹														
8849-2		s e ŋ ¹														
9286-2		k w aː ŋ ¹														
9581-2		n u n ¹														
9267-2		l w e ¹														
8497-2		ts ə n ¹														
7602-2		ʔ aː p ¹														
8431-2		v j ə n ¹														
10036-2		s u k ¹														
10019-2		l a k ¹														
9216-2		n e ¹														
8074-2		q a t ¹														
9511-2		p a n ¹														
8243-2		ʔ j a m ¹														
9250-2		t j e m ¹														
7568-2		s aːi ¹														
8832-2		k u ¹														
8057-2		ŋ e ¹														
7716-2		h u p ¹														
9899-2		ts i ¹														
7585-2		kʰ au ¹														
8582-2		m j a ¹														
9097-2		l a m ¹														
10125-2		v a ¹														
9460-2		l aːi ¹														
9649-2		pʰ u t ¹														
9870-2		ŋ a p ¹														
8680-2		ŋ a m ¹														
7699-2		ȶ i t ¹														
9001-2		ŋ Ø a t ¹														
9494-2		t i p ¹														
7666-2		ɕ w ə n ¹														
9598-2		t j a k ¹														
8023-2		q u m ¹														
6882-3			z ə t ¹													
6485-3			ˀb ə n ¹													
4690-3			m o n ¹													
5671-3			f ə n ¹													
4272-3			l aː p ¹													
10935-3			ⁿb e ¹													
4760-3			n j aː n ¹													
1881-3			v a n ¹													
4777-3			ɕ ə t ¹													
10969-3			v a n ¹													
10970-3			ˀȵ u ¹													
10206-3			v a n ¹													
6565-3			k w a n ¹													
1281-3			ʔ j e n ¹													
10569-3			n a m ¹													
6899-3			pʰ j u ŋ ¹													
7081-3			k ui ¹													
4090-3			ⁿd a m ¹													
2197-3			h u m ¹													
3352-3			t i ¹													
3892-3			ɕ ə t ¹													
1071-3			q aː m ¹													
10313-3			m ai ¹													
2671-3			ⁿd j ə t ¹													
5502-3			f aː k ¹													
7382-3			ⁿd u n ¹													
932-3			ts i ŋ ¹													
533-3			m ai ¹													
4159-3			v a ¹													
2804-3			n u k ¹													
5451-3			ɣ ai ¹													
5773-3			ʔ au ¹													
6933-3			ʔ au ¹													
4657-3			ʔ au ¹													
4658-3			f j aː ŋ ¹													
6966-3			h i ¹													
5351-3			ˀɣ a ¹													
4073-3			ⁿd aːi ¹													
2163-3			ⁿb j aː ŋ ¹													
1121-3			f e ¹													
5790-3			v aː ŋ ¹													
10413-3			ˀm a ¹													
6731-3			ˀm a ¹													
1645-3			ˀm a ¹													
4914-3			ˀm a ¹													
6175-3			ŋ a ¹													
3092-3			s i ŋ ¹													
1247-3			l j aː n ¹													
5620-3			ɕ j u ¹													
4897-3			ʁ a ¹													
4811-3			pʰ aː ŋ ¹													
1213-3			q aːi ¹													
11019-3			ʁ aː ŋ ¹													
11020-3			q aːi ¹													
2129-3			ʔ e p ¹													
3211-3			ŋ aː n ¹													
714-3			n o k ¹													
1729-3			q a ¹													
3679-3			m a ¹													
1054-3			m aːu ¹													
7448-3			m u m ¹													
582-3			ˀm i ¹													
4743-3			m o n ¹													
5419-3			l j ə n ¹													
5601-3			ˀb i n ¹													
2705-3			m o m ¹													
6381-3			ˀȵ o ŋ ¹													
1017-3			ˀb a ¹													
645-3			l u k ¹													
273-3			m ə t ¹													
4338-3			ⁿd j a k ¹													
2533-3			k i ¹													
1089-3			kʰ u p ¹													
843-3			n a n ¹													
2787-3			pʰ a t ¹													
4462-3			ˀn u n ¹													
10918-3			h a n ¹													
6582-3			h ui ¹													
2070-3			k a ¹													
3075-3			ˀȵ aː k ¹													
10848-3			v a ¹													
2480-3			ts ə n ¹													
2214-3			k ai ¹													
7225-3			h ə t ¹													
3515-3			p j a m ¹													
2588-3			ts ə n ¹													
2908-3			p j aː k ¹													
2393-3			ˀn a ¹													
1156-3			ŋ ai ¹													
2374-3			ⁿd a ¹													
2146-3			a ¹													
5133-3			ˀn a ŋ ¹													
4981-3			m u k ¹													
10239-3			m a ¹													
599-3			n j u t ¹													
5048-3			q o ¹													
6331-3			h a ¹													
290-3			ȶʰ i n ¹													
311-3			h aː k ¹													
3430-3			m j a ¹													
5369-3			m j a ¹													
2749-3			ȶ o n ¹													
2621-3			l j a p ¹													
1181-3			t a k ¹													
949-3			t j u ¹													
2839-3			t i n ¹													
861-3			l aː k ¹													
6773-3			l aː k ¹													
5739-3			l aː k ¹													
5740-3			kʰ ə t ¹													
3550-3			ɕ u m ¹													
4445-3			p u t ¹													
680-3			l o ŋ ¹													
817-3			t ə n ¹													
782-3			pʰ j aː t ¹													
10396-3			ˀn j u ¹													
4606-3			n aː n ¹													
5207-3			m a n ¹													
7280-3			ts j a ¹													
6983-3			ʔ j u t ¹													
5168-3			p u ŋ ¹													
1264-3			ts u ¹													
915-3			t ui ¹													
1767-3			ts u ŋ ¹													
10901-3			k w e ŋ ¹													
10867-3			ˀd o ŋ ¹													
417-3			k w aː n ¹													
2285-3			pʰ e ¹													
11002-3			ʔ i t ¹													
6348-3			m ai ¹													
6349-3			ʁ aː n ¹													
10602-3			ˀb ə n ¹													
5654-3			m j e n ¹													
880-3			l e ¹													
983-3			ȵ aː n ¹													
2033-3			t o ¹													
1433-3			ʔ j a ¹													
1467-3			ˀd u k ¹													
469-3			t j u m ¹													
3127-3			m j a ¹													
4623-3			h a ¹													
7099-3			l j ə k ¹													
4726-3			ɕ e n ¹													
10465-3			ˀb aː n ¹													
5519-3			h ə n ¹													
5893-3			kʰ u n ¹													
2857-3			t i n ¹													
3645-3			ɣ aː n ¹													
3032-3			f j aː n ¹													
2088-3			v j e n ¹													
2463-3			p u ¹													
4794-3			n i ¹													
4569-3			l u ŋ ¹													
4586-3			ts u ¹													
4552-3			p a ¹													
3228-3			q o ŋ ¹													
3245-3			j a ¹													
6651-3			l aː k ¹													
6652-3			ⁿb aː n ¹													
1817-3			l aː k ¹													
1818-3			ˀb j aː k ¹													
11052-3			n u ¹													
1230-3			l aː k ¹													
3380-3			h e k ¹													
8174-3			ɣ u m ¹													
8599-3			p j a m ¹													
7782-3			ⁿd j ai ¹													
8294-3			l i k ¹													
8514-3			h aːi ¹													
9669-3			l j a k ¹													
8531-3			p aːi ¹													
7954-3			ʔ u k ¹													
9968-3			s aː m ¹													
8040-3			t a ¹													
9304-3			ts i ¹													
8345-3			t o k ¹													
8765-3			ȶ o k ¹													
8849-3			s e ŋ ¹													
9286-3			k w aː ŋ ¹													
9581-3			n u n ¹													
9267-3			l w e ¹													
8497-3			ts ə n ¹													
7602-3			ʔ aː p ¹													
8431-3			v j ə n ¹													
10036-3			s u k ¹													
10019-3			l a k ¹													
9216-3			n e ¹													
8074-3			q a t ¹													
9511-3			p a n ¹													
8243-3			ʔ j a m ¹													
9250-3			t j e m ¹													
7568-3			s aːi ¹													
8832-3			k u ¹													
8057-3			ˀȵ e ¹													
7716-3			h u p ¹													
9899-3			ts i ¹													
7585-3			kʰ au ¹													
8582-3			ⁿb j a ¹													
9097-3			l a m ¹													
10125-3			v a ¹													
9460-3			l aːi ¹													
9649-3			pʰ u t ¹													
9870-3			ŋ a p ¹													
8680-3			ŋ a m ¹													
7699-3			ȶ i t ¹													
9001-3			ŋ w a t ¹													
9494-3			t i p ¹													
7666-3			ɕ ə n ¹													
9598-3			t j a k ¹													
8023-3			q u m ¹													
6882-4				z ə t ¹												
6485-4				v ə n ¹												
4690-4				m o n ¹												
5671-4				j f ə n ¹												
4272-4				l aː p ¹												
10935-4				Ø e ¹												
4760-4				n j e n ¹												
1881-4				v a n ¹												
4777-4				ɕ ə t ¹												
10969-4				v a n ¹												
10970-4				ˀȵ u ¹												
10206-4				v a n ¹												
6565-4				k w a n ¹												
1281-4				ʔ j e n ¹												
10569-4				n a m ¹												
6899-4				pʰ j u ŋ ¹												
7081-4				k ui ¹												
4090-4				ⁿd a m ¹												
2197-4				h u m ¹												
3352-4				t i ¹												
3892-4				ɕ ə t ¹												
1071-4				q aː m ¹												
10313-4				m ai ¹												
2671-4				ⁿd j ə t ¹												
5502-4				j f aː k ¹												
7382-4				ⁿd u n ¹												
932-4				ts i ŋ ¹												
533-4				m ai ¹												
4159-4				v a ¹												
2804-4				n u k ¹												
5451-4				ɣ ai ¹												
5773-4				ʔ au ¹												
6933-4				ʔ au ¹												
4657-4				ʔ au ¹												
4658-4				f j aː ŋ ¹												
6966-4				h i ¹												
5351-4				ˀɣ a ¹												
4073-4				ⁿd aːi ¹												
2163-4				m j aː ŋ ¹												
1121-4				f a ¹												
5790-4				v aː ŋ ¹												
10413-4				ˀm a ¹												
6731-4				ˀm a ¹												
1645-4				ˀm a ¹												
4914-4				ˀm a ¹												
6175-4				Ø a ¹												
3092-4				s i ŋ ¹												
1247-4				l j aː n ¹												
5620-4				ɕ j eu ¹												
4897-4				l a ¹												
4811-4				pʰ aː ŋ ¹												
1213-4				q aːi ¹												
11019-4				l aː ŋ ¹												
11020-4				q aːi ¹												
2129-4				ʔ e p ¹												
3211-4				ŋ aː n ¹												
714-4				n o k ¹												
1729-4				q a ¹												
3679-4				m a ¹												
1054-4				m eu ¹												
7448-4				m u m ¹												
582-4				ˀm i ¹												
4743-4				m o n ¹												
5419-4				l j ə n ¹												
5601-4				v i n ¹												
2705-4				m o m ¹												
6381-4				ˀȵ o ŋ ¹												
1017-4				v a ¹												
645-4				l u k ¹												
273-4				m ə t ¹												
4338-4				ⁿd j a k ¹												
2533-4				k i ¹												
1089-4				kʰ u p ¹												
843-4				n a n ¹												
2787-4				j m̥ a t ¹												
4462-4				ˀn u n ¹												
10918-4				h a n ¹												
6582-4				h ui ¹												
2070-4				k a ¹												
3075-4				ˀȵ j aː k ¹												
10848-4				v a ¹												
2480-4				ts ə n ¹												
2214-4				k ai ¹												
7225-4				h ə t ¹												
3515-4				p j a m ¹												
2588-4				ts ə n ¹												
2908-4				p j aː k ¹												
2393-4				ˀn a ¹												
1156-4				ŋ ai ¹												
2374-4				ⁿd a ¹												
2146-4				qʰ a ¹												
5133-4				ˀn a ŋ ¹												
4981-4				m u k ¹												
10239-4				m a ¹												
599-4				n j uː t ¹												
5048-4				q o ¹												
6331-4				h a ¹												
290-4				ȶʰ i n ¹												
311-4				h aː k ¹												
3430-4				m j a ¹												
5369-4				m j a ¹												
2749-4				ȶ o n ¹												
2621-4				l j a p ¹												
1181-4				t a k ¹												
949-4				t j u ¹												
2839-4				t i n ¹												
861-4				l aː k ¹												
6773-4				l aː k ¹												
5739-4				l aː k ¹												
5740-4				kʰ ə t ¹												
3550-4				ɕ u m ¹												
4445-4				p j uː t ¹												
680-4				l o ŋ ¹												
817-4				Ø ə n ¹												
782-4				pʰ j aː t ¹												
10396-4				ˀn j u ¹												
4606-4				n aː n ¹												
5207-4				m a n ¹												
7280-4				ts a ¹												
6983-4				ʔ j j uː t ¹												
5168-4				p u ŋ ¹												
1264-4				ts u ¹												
915-4				t ui ¹												
1767-4				ts u ŋ ¹												
10901-4				k w e ŋ ¹												
10867-4				ˀd o ŋ ¹												
417-4				k w aː n ¹												
2285-4				pʰ j e ¹												
11002-4				ʔ j i t ¹												
6348-4				m ai ¹												
6349-4				l aː n ¹												
10602-4				v ə n ¹												
5654-4				m j e n ¹												
880-4				l e ¹												
983-4				ȵ aː n ¹												
2033-4				t o ¹												
1433-4				ʔ j a ¹												
1467-4				ˀd u k ¹												
469-4				t j u m ¹												
3127-4				m j a ¹												
4623-4				h a ¹												
7099-4				l j ə k ¹												
4726-4				ɕ e n ¹												
10465-4				v aː n ¹												
5519-4				h ə n ¹												
5893-4				kʰ w Ø n ¹												
2857-4				t i n ¹												
3645-4				ɣ aː n ¹												
3032-4				f j aː n ¹												
2088-4				v j e n ¹												
2463-4				p u ¹												
4794-4				n i ¹												
4569-4				l u ŋ ¹												
4586-4				ts j u ¹												
4552-4				p a ¹												
3228-4				q o ŋ ¹												
3245-4				j a ¹												
6651-4				l aː k ¹												
6652-4				Ø aː n ¹												
1817-4				l aː k ¹												
1818-4				v j aː k ¹												
11052-4				n u ¹												
1230-4				l aː k ¹												
3380-4				h e k ¹												
8174-4				ɣ u m ¹												
8599-4				p j a m ¹												
7782-4				ⁿd j ai ¹												
8294-4				l i k ¹												
8514-4				h aːi ¹												
9669-4				l j a k ¹												
8531-4				p aːi ¹												
7954-4				ʔ u k ¹												
9968-4				s aː m ¹												
8040-4				t a ¹												
9304-4				ȶ i ¹												
8345-4				t o k ¹												
8765-4				ȶ j o k ¹												
8849-4				s e ŋ ¹												
9286-4				k w aː ŋ ¹												
9581-4				n j u n ¹												
9267-4				l w a ¹												
8497-4				ts ə n ¹												
7602-4				ʔ aː p ¹												
8431-4				v j ə n ¹												
10036-4				s u k ¹												
10019-4				l a k ¹												
9216-4				n e ¹												
8074-4				q a t ¹												
9511-4				p a n ¹												
8243-4				ʔ j a m ¹												
9250-4				t j e m ¹												
7568-4				s aːi ¹												
8832-4				k u ¹												
8057-4				Ø e ¹												
7716-4				h u p ¹												
9899-4				ts i ¹												
7585-4				kʰ au ¹												
8582-4				m j a ¹												
9097-4				l a m ¹												
10125-4				v a ¹												
9460-4				l aːi ¹												
9649-4				pʰ j uː t ¹												
9870-4				ŋ a p ¹												
8680-4				Ø a m ¹												
7699-4				ȶ i t ¹												
9001-4				Ø w a t ¹												
9494-4				t i p ¹												
7666-4				ɕ ə n ¹												
9598-4				t a k ¹												
8023-4				q u m ¹												
6882-5					z ə t ¹											
6485-5					ˀb ə n ¹											
4690-5					m o n ¹											
5671-5					f ə n ¹											
4272-5					l aː p ¹											
10935-5					ⁿb e ¹											
4760-5					n j e n ¹											
1881-5					v a n ¹											
4777-5					ɕ ə t ¹											
10969-5					v a n ¹											
10970-5					ˀȵ u ¹											
10206-5					v a n ¹											
6565-5					k w a n ¹											
1281-5					ʔ j e n ¹											
10569-5					n a m ¹											
6899-5					pʰ j u ŋ ¹											
7081-5					k ui ¹											
4090-5					ⁿd a m ¹											
2197-5					h u m ¹											
3352-5					t i ¹											
3892-5					ɕ ə t ¹											
1071-5					q aː m ¹											
10313-5					m ai ¹											
2671-5					ⁿd j ə t ¹											
5502-5					f aː k ¹											
7382-5					ⁿd u n ¹											
932-5					ts i ŋ ¹											
533-5					m ai ¹											
4159-5					v a ¹											
2804-5					n u k ¹											
5451-5					ɣ ai ¹											
5773-5					ʔ au ¹											
6933-5					ʔ au ¹											
4657-5					ʔ au ¹											
4658-5					f j aː ŋ ¹											
6966-5					h i ¹											
5351-5					ˀɣ a ¹											
4073-5					ⁿd aːi ¹											
2163-5					ⁿb j aː ŋ ¹											
1121-5					f a ¹											
5790-5					v aː ŋ ¹											
10413-5					m a ¹											
6731-5					m a ¹											
1645-5					m a ¹											
4914-5					m a ¹											
6175-5					n a ¹											
3092-5					s i ŋ ¹											
1247-5					l j aː n ¹											
5620-5					ɕ j eu ¹											
4897-5					ʁ a ¹											
4811-5					pʰ aː ŋ ¹											
1213-5					q aːi ¹											
11019-5					ʁ aː ŋ ¹											
11020-5					q aːi ¹											
2129-5					ʔ e p ¹											
3211-5					ŋ aː n ¹											
714-5					n o k ¹											
1729-5					q a ¹											
3679-5					m a ¹											
1054-5					m eu ¹											
7448-5					m u m ¹											
582-5					m i ¹											
4743-5					m o n ¹											
5419-5					l j ə n ¹											
5601-5					ˀb i n ¹											
2705-5					m o m ¹											
6381-5					ˀȵ o ŋ ¹											
1017-5					ˀb a ¹											
645-5					l u k ¹											
273-5					m ə t ¹											
4338-5					ⁿd j a k ¹											
2533-5					k i ¹											
1089-5					kʰ u p ¹											
843-5					n a n ¹											
2787-5					m̥ a t ¹											
4462-5					ˀn u n ¹											
10918-5					h a n ¹											
6582-5					h ui ¹											
2070-5					k a ¹											
3075-5					ˀȵ aː k ¹											
10848-5					v a ¹											
2480-5					ts ə n ¹											
2214-5					k ai ¹											
7225-5					h ə t ¹											
3515-5					p j a m ¹											
2588-5					ts ə n ¹											
2908-5					p j aː k ¹											
2393-5					ˀn a ¹											
1156-5					ŋ ai ¹											
2374-5					ⁿd a ¹											
2146-5					qʰ a ¹											
5133-5					ˀn a ŋ ¹											
4981-5					m u k ¹											
