ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP
7048	463_1plweexcl	1PL; we(excl.)	ShuigenCentralSandong	Sandong	ȶin¹ ⁿdiu¹	ȶin¹ ⁿdiu¹	ȶ i n ¹/¹ + d i/j u ¹/¹	sand1270	25.724479	107.92172	Sui	1 7 4 8 9 1 6 7 8	AXLT_ACXT	TIN6_TJY6	10	10.T.C 10.I.V 10.N.c 10.6.T 10._._ 10.T.C 10.J.C 10.Y.V 10.6.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.0	ȶin¹/¹+di/ju¹/¹	0	2 1
7171	463_1plweexcl	1PL; we(excl.)	TangnianYangAn	Tangnian	ⁿdiu¹	ⁿdiu¹	ⁿd i/j u ¹/¹	anya1244	25.58369	107.801479	Sui	1 6 7 8	ACXT	TJY6	13	13.T.C 13.J.C 13.Y.V 13.6.T	1.6 1.2 3.0 1.0	ⁿdi/ju¹/¹	0	1
7047	462_1plweincl	1PL; we(incl.)	ShuigenCentralSandong	Sandong	ȶin¹ ⁿdaːu¹	ȶin¹ ⁿdaːu¹	ȶ i n ¹/¹ + d aːu ¹/¹	sand1270	25.724479	107.92172	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TIN6_TA6	10	10.T.C 10.I.V 10.N.c 10.6.T 10._._ 10.T.C 10.A.V 10.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶin¹/¹+daːu¹/¹	0	21 22
7056	462_1plweincl	1PL; we(incl.)	ZhongheCentralSandong	Zhonghe	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	ȶ ə n ¹/¹ + d aːu ¹/¹	sand1270	25.817612	107.904898	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TEN6_TA6	16	16.T.C 16.E.V 16.N.c 16.6.T 16._._ 16.T.C 16.A.V 16.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶən¹/¹+daːu¹/¹	0	21 22
7065	462_1plweincl	1PL; we(incl.)	TingpaiWesternSandong	Tingpai	ȶan¹ ⁿdaːu¹	ȶan¹ ⁿdaːu¹	ȶ a n ¹/¹ + d aːu ¹/¹	sand1270	25.3756	107.5416	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TAN6_TA6	15	15.T.C 15.A.V 15.N.c 15.6.T 15._._ 15.T.C 15.A.V 15.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶan¹/¹+daːu¹/¹	0	21 22
7074	462_1plweincl	1PL; we(incl.)	AntangWesternSandong	Antang	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	ȶ ə n ¹/¹ + d aːu ¹/¹	sand1270	25.935942	108.113772	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TEN6_TA6	1	1.T.C 1.E.V 1.N.c 1.6.T 1._._ 1.T.C 1.A.V 1.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶən¹/¹+daːu¹/¹	0	21 22
7082	462_1plweincl	1PL; we(incl.)	TangzhouWesternSandong	Tangzhou	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	ȶ ə n ¹/¹ + d aːu ¹/¹	sand1270	25.775037	107.87072	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TEN6_TA6	14	14.T.C 14.E.V 14.N.c 14.6.T 14._._ 14.T.C 14.A.V 14.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶən¹/¹+daːu¹/¹	0	21 22
7091	462_1plweincl	1PL; we(incl.)	DujiangEasternSandong	Dujiang	ȶən¹ ⁿdaːu¹	ȶən¹ ⁿdaːu¹	ȶ ə n ¹/¹ + d aːu ¹/¹	sand1270	26.009139	108.260898	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TEN6_TA6	3	3.T.C 3.E.V 3.N.c 3.6.T 3._._ 3.T.C 3.A.V 3.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶən¹/¹+daːu¹/¹	0	21 22
7099	462_1plweincl	1PL; we(incl.)	SanjiangEasternSandong	Sanjiang	ⁿdaːu¹	ⁿdaːu¹	ⁿd aːu ¹/¹	sand1270	26.009139	108.260898	Sui	1 7 8	AXT	TA6	9	9.T.C 9.A.V 9.6.T	1.6 3.0 1.0	ⁿdaːu¹/¹	0	22
7108	462_1plweincl	1PL; we(incl.)	RenliEasternSandong	Renli	ⁿdaːu¹	ⁿdaːu¹	ⁿd aːu ¹/¹	sand1270	26.116584	108.435839	Sui	1 7 8	AXT	TA6	8	8.T.C 8.A.V 8.6.T	1.6 3.0 1.0	ⁿdaːu¹/¹	0	22
7117	462_1plweincl	1PL; we(incl.)	JiuqianSouthernSandong	Jiuqian	ȶən¹ taːu¹	ȶən¹ taːu¹	ȶ ə n ¹/¹ + t aːu ¹/¹	sand1270	25.615405	108.030525	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TEN6_TA6	6	6.T.C 6.E.V 6.N.c 6.6.T 6._._ 6.T.C 6.A.V 6.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶən¹/¹+taːu¹/¹	0	21 22
7126	462_1plweincl	1PL; we(incl.)	ShuiyaoSouthernSandong	Shuiyao	ⁿdaːu¹	ⁿdaːu¹	ⁿd aːu ¹/¹	sand1270	25.413123	107.969761	Sui	1 7 8	AXT	TA6	12	12.T.C 12.A.V 12.6.T	1.6 3.0 1.0	ⁿdaːu¹/¹	0	22
7135	462_1plweincl	1PL; we(incl.)	JiarongSouthernSandong	Jiarong	ȶin¹ taːu¹	ȶin¹ taːu¹	ȶ i n ¹/¹ + t aːu ¹/¹	sand1270	25.493343	108.183955	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	TIN6_TA6	5	5.T.C 5.I.V 5.N.c 5.6.T 5._._ 5.T.C 5.A.V 5.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ȶin¹/¹+taːu¹/¹	0	21 22
7144	462_1plweincl	1PL; we(incl.)	ShuiweiSouthernSandong	Shuiwei	tau² taːu¹	tau² taːu¹	t au ²/¹ + t aːu ¹/¹	sand1270	25.710491	108.211043	Sui	1 7 8 9 1 7 8	AXT_AXT	TA6_TA6	11	11.T.C 11.A.V 11.6.T 11._._ 11.T.C 11.A.V 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tau²/¹+taːu¹/¹	0	22 23
7153	462_1plweincl	1PL; we(incl.)	Pandong	Pandong	ho³ ⁿdaːu¹	ho³ ⁿdaːu¹	h o ³/¹ + d aːu ¹/¹	pand1262	26.06349	107.693696	Sui	3 7 8 9 1 7 8	AXT_AXT	HU6_TA6	7	7.H.C 7.U.V 7.6.T 7._._ 7.T.C 7.A.V 7.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ho³/¹+daːu¹/¹	0	24 22
7162	462_1plweincl	1PL; we(incl.)	JiaoliPandong	Jiaoli	tau⁴ ⁿdaːu¹	tau⁴ ⁿdaːu¹	t au ⁴/¹ + d aːu ¹/¹	pand1262	26.059013	107.8486	Sui	1 7 8 9 1 7 8	AXT_AXT	TA6_TA6	4	4.T.C 4.A.V 4.6.T 4._._ 4.T.C 4.A.V 4.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tau⁴/¹+daːu¹/¹	0	22 23
7170	462_1plweincl	1PL; we(incl.)	TangnianYangAn	Tangnian	qə³ ⁿdaːu¹	qə³ ⁿdaːu¹	q ə ³/¹ + d aːu ¹/¹	anya1244	25.58369	107.801479	Sui	1 7 8 9 1 7 8	AXT_AXT	KE6_TA6	13	13.K.C 13.E.V 13.6.T 13._._ 13.T.C 13.A.V 13.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qə³/¹+daːu¹/¹	0	25 22
7179	462_1plweincl	1PL; we(incl.)	BanliangYangAn	Banliang	taːu¹	taːu¹	t aːu ¹/¹	anya1244	25.776111	107.870727	Sui	1 7 8	AXT	TA6	2	2.T.C 2.A.V 2.6.T	1.6 3.0 1.0	taːu¹/¹	1	22
4487	288_bouyei	Bouyei	ShuigenCentralSandong	Sandong	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.724479	107.92172	Sui	1 6 7 8	ACXT	HJA6	10	10.H.C 10.J.C 10.A.V 10.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4495	288_bouyei	Bouyei	ZhongheCentralSandong	Zhonghe	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.817612	107.904898	Sui	1 6 7 8	ACXT	HJA6	16	16.H.C 16.J.C 16.A.V 16.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4504	288_bouyei	Bouyei	TingpaiWesternSandong	Tingpai	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.3756	107.5416	Sui	1 6 7 8	ACXT	HJA6	15	15.H.C 15.J.C 15.A.V 15.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4512	288_bouyei	Bouyei	AntangWesternSandong	Antang	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.935942	108.113772	Sui	1 6 7 8	ACXT	HJA6	1	1.H.C 1.J.C 1.A.V 1.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4521	288_bouyei	Bouyei	TangzhouWesternSandong	Tangzhou	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.775037	107.87072	Sui	1 6 7 8	ACXT	HJA6	14	14.H.C 14.J.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4529	288_bouyei	Bouyei	DujiangEasternSandong	Dujiang	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	26.009139	108.260898	Sui	1 6 7 8	ACXT	HJA6	3	3.H.C 3.J.C 3.A.V 3.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4538	288_bouyei	Bouyei	SanjiangEasternSandong	Sanjiang	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	26.009139	108.260898	Sui	1 6 7 8	ACXT	HJA6	9	9.H.C 9.J.C 9.A.V 9.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4547	288_bouyei	Bouyei	RenliEasternSandong	Renli	jaːi³	jaːi³	j aːi ³/¹	sand1270	26.116584	108.435839	Sui	6 7 8	AXT	JA6	8	8.J.C 8.A.V 8.6.T	1.6 3.0 1.0	jaːi³/¹	0	50
4556	288_bouyei	Bouyei	JiuqianSouthernSandong	Jiuqian	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.615405	108.030525	Sui	1 6 7 8	ACXT	HJA6	6	6.H.C 6.J.C 6.A.V 6.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4565	288_bouyei	Bouyei	ShuiyaoSouthernSandong	Shuiyao	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.413123	107.969761	Sui	1 6 7 8	ACXT	HJA6	12	12.H.C 12.J.C 12.A.V 12.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4577	288_bouyei	Bouyei	ShuiweiSouthernSandong	Shuiwei	ʔjaːi³	ʔjaːi³	ʔ j aːi ³/¹	sand1270	25.710491	108.211043	Sui	1 6 7 8	ACXT	HJA6	11	11.H.C 11.J.C 11.A.V 11.6.T	1.6 1.2 3.0 1.0	ʔjaːi³/¹	0	50
4586	288_bouyei	Bouyei	Pandong	Pandong	jaːi³	jaːi³	j aːi ³/¹	pand1262	26.06349	107.693696	Sui	6 7 8	AXT	JA6	7	7.J.C 7.A.V 7.6.T	1.6 3.0 1.0	jaːi³/¹	0	50
4594	288_bouyei	Bouyei	JiaoliPandong	Jiaoli	jaːi³	jaːi³	j aːi ³/¹	pand1262	26.059013	107.8486	Sui	6 7 8	AXT	JA6	4	4.J.C 4.A.V 4.6.T	1.6 3.0 1.0	jaːi³/¹	0	50
4603	288_bouyei	Bouyei	TangnianYangAn	Tangnian	jaːi³	jaːi³	j aːi ³/¹	anya1244	25.58369	107.801479	Sui	6 7 8	AXT	JA6	13	13.J.C 13.A.V 13.6.T	1.6 3.0 1.0	jaːi³/¹	0	50
4611	288_bouyei	Bouyei	BanliangYangAn	Banliang	jaːi³	jaːi³	j aːi ³/¹	anya1244	25.776111	107.870727	Sui	6 7 8	AXT	JA6	2	2.J.C 2.A.V 2.6.T	1.6 3.0 1.0	jaːi³/¹	0	50
1065	75_chinesechives	Chinese chives	ShuigenCentralSandong	Sandong	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	25.724479	107.92172	Sui	4 7 4 8	AXLT	NAM6	10	10.N.C 10.A.V 10.M.c 10.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1074	75_chinesechives	Chinese chives	ZhongheCentralSandong	Zhonghe	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	25.817612	107.904898	Sui	4 7 4 8	AXLT	NAM6	16	16.N.C 16.A.V 16.M.c 16.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1083	75_chinesechives	Chinese chives	TingpaiWesternSandong	Tingpai	kə⁴ ȶu³	kə⁴ ȶu³	k ə ⁴/¹ + ȶ u ³/¹	sand1270	25.3756	107.5416	Sui	1 7 8 9 1 7 8	AXT_AXT	KE6_TY6	15	15.K.C 15.E.V 15.6.T 15._._ 15.T.C 15.Y.V 15.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kə⁴/¹+ȶu³/¹	0	72 69
1092	75_chinesechives	Chinese chives	AntangWesternSandong	Antang	ȶeu²	ȶeu²	ȶ eu ²/¹	sand1270	25.935942	108.113772	Sui	1 7 8	AXT	TE6	1	1.T.C 1.E.V 1.6.T	1.6 3.0 1.0	ȶeu²/¹	0	66
1101	75_chinesechives	Chinese chives	TangzhouWesternSandong	Tangzhou	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	25.775037	107.87072	Sui	4 7 4 8	AXLT	NAM6	14	14.N.C 14.A.V 14.M.c 14.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1110	75_chinesechives	Chinese chives	DujiangEasternSandong	Dujiang	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	26.009139	108.260898	Sui	4 7 4 8	AXLT	NAM6	3	3.N.C 3.A.V 3.M.c 3.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1119	75_chinesechives	Chinese chives	SanjiangEasternSandong	Sanjiang	ma¹ ŋam²	ma¹ ŋam²	m a ¹/¹ + ŋ a m ²/¹	sand1270	26.009139	108.260898	Sui	4 7 8 9 4 7 4 8	AXT_AXLT	MA6_NAM6	9	9.M.C 9.A.V 9.6.T 9._._ 9.N.C 9.A.V 9.M.c 9.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ma¹/¹+ŋam²/¹	0	71 67
1128	75_chinesechives	Chinese chives	RenliEasternSandong	Renli	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	26.116584	108.435839	Sui	4 7 4 8	AXLT	NAM6	8	8.N.C 8.A.V 8.M.c 8.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1137	75_chinesechives	Chinese chives	JiuqianSouthernSandong	Jiuqian	ŋam²	ŋam²	ŋ a m ²/¹	sand1270	25.615405	108.030525	Sui	4 7 4 8	AXLT	NAM6	6	6.N.C 6.A.V 6.M.c 6.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1146	75_chinesechives	Chinese chives	ShuiyaoSouthernSandong	Shuiyao	qa⁶ ȶu³	qa⁶ ȶu³	q a ⁶/¹ + ȶ u ³/¹	sand1270	25.413123	107.969761	Sui	1 7 8 9 1 7 8	AXT_AXT	KA6_TY6	12	12.K.C 12.A.V 12.6.T 12._._ 12.T.C 12.Y.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁶/¹+ȶu³/¹	0	68 69
1155	75_chinesechives	Chinese chives	JiarongSouthernSandong	Jiarong	qa⁶ ȶu³	qa⁶ ȶu³	q a ⁶/¹ + ȶ u ³/¹	sand1270	25.493343	108.183955	Sui	1 7 8 9 1 7 8	AXT_AXT	KA6_TY6	5	5.K.C 5.A.V 5.6.T 5._._ 5.T.C 5.Y.V 5.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa⁶/¹+ȶu³/¹	0	68 69
1164	75_chinesechives	Chinese chives	ShuiweiSouthernSandong	Shuiwei	qam⁶ ȶu³	qam⁶ ȶu³	q a m ⁶/¹ + ȶ u ³/¹	sand1270	25.710491	108.211043	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	KAM6_TY6	11	11.K.C 11.A.V 11.M.c 11.6.T 11._._ 11.T.C 11.Y.V 11.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	qam⁶/¹+ȶu³/¹	0	70 69
1173	75_chinesechives	Chinese chives	Pandong	Pandong	qum⁶ ȶu³	qum⁶ ȶu³	q u m ⁶/¹ + ȶ u ³/¹	pand1262	26.06349	107.693696	Sui	1 7 4 8 9 1 7 8	AXLT_AXT	KYM6_TY6	7	7.K.C 7.Y.V 7.M.c 7.6.T 7._._ 7.T.C 7.Y.V 7.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	qum⁶/¹+ȶu³/¹	0	70 69
1182	75_chinesechives	Chinese chives	JiaoliPandong	Jiaoli	ŋam²	ŋam²	ŋ a m ²/¹	pand1262	26.059013	107.8486	Sui	4 7 4 8	AXLT	NAM6	4	4.N.C 4.A.V 4.M.c 4.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1191	75_chinesechives	Chinese chives	TangnianYangAn	Tangnian	ŋam²	ŋam²	ŋ a m ²/¹	anya1244	25.58369	107.801479	Sui	4 7 4 8	AXLT	NAM6	13	13.N.C 13.A.V 13.M.c 13.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
1200	75_chinesechives	Chinese chives	BanliangYangAn	Banliang	ŋam²	ŋam²	ŋ a m ²/¹	anya1244	25.776111	107.870727	Sui	4 7 4 8	AXLT	NAM6	2	2.N.C 2.A.V 2.M.c 2.6.T	1.6 3.0 1.1 1.0	ŋam²/¹	0	67
4483	284_han	Han	ShuigenCentralSandong	Sandong	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.724479	107.92172	Sui	1 7 8	AXT	KA6	10	10.K.C 10.A.V 10.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4492	284_han	Han	ZhongheCentralSandong	Zhonghe	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.817612	107.904898	Sui	1 7 8	AXT	KA6	16	16.K.C 16.A.V 16.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4500	284_han	Han	TingpaiWesternSandong	Tingpai	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.3756	107.5416	Sui	1 7 8	AXT	KA6	15	15.K.C 15.A.V 15.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4509	284_han	Han	AntangWesternSandong	Antang	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.935942	108.113772	Sui	1 7 8	AXT	KA6	1	1.K.C 1.A.V 1.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4517	284_han	Han	TangzhouWesternSandong	Tangzhou	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.775037	107.87072	Sui	1 7 8	AXT	KA6	14	14.K.C 14.A.V 14.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4526	284_han	Han	DujiangEasternSandong	Dujiang	ka⁴	ka⁴	k a ⁴/¹	sand1270	26.009139	108.260898	Sui	1 7 8	AXT	KA6	3	3.K.C 3.A.V 3.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4534	284_han	Han	SanjiangEasternSandong	Sanjiang	ka⁴	ka⁴	k a ⁴/¹	sand1270	26.009139	108.260898	Sui	1 7 8	AXT	KA6	9	9.K.C 9.A.V 9.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4543	284_han	Han	RenliEasternSandong	Renli	ka⁴	ka⁴	k a ⁴/¹	sand1270	26.116584	108.435839	Sui	1 7 8	AXT	KA6	8	8.K.C 8.A.V 8.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4552	284_han	Han	JiuqianSouthernSandong	Jiuqian	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.615405	108.030525	Sui	1 7 8	AXT	KA6	6	6.K.C 6.A.V 6.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4561	284_han	Han	ShuiyaoSouthernSandong	Shuiyao	ȶin¹	ȶin¹	ȶ i n ¹/¹	sand1270	25.413123	107.969761	Sui	1 7 4 8	AXLT	TIN6	12	12.T.C 12.I.V 12.N.c 12.6.T	1.6 3.0 1.1 1.0	ȶin¹/¹	0	90
4569	284_han	Han	JiarongSouthernSandong	Jiarong	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.493343	108.183955	Sui	1 7 8	AXT	KA6	5	5.K.C 5.A.V 5.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4573	284_han	Han	ShuiweiSouthernSandong	Shuiwei	ka⁴	ka⁴	k a ⁴/¹	sand1270	25.710491	108.211043	Sui	1 7 8	AXT	KA6	11	11.K.C 11.A.V 11.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4582	284_han	Han	Pandong	Pandong	ka⁴	ka⁴	k a ⁴/¹	pand1262	26.06349	107.693696	Sui	1 7 8	AXT	KA6	7	7.K.C 7.A.V 7.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4590	284_han	Han	JiaoliPandong	Jiaoli	ka⁴	ka⁴	k a ⁴/¹	pand1262	26.059013	107.8486	Sui	1 7 8	AXT	KA6	4	4.K.C 4.A.V 4.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
4599	284_han	Han	TangnianYangAn	Tangnian	ka⁴	ka⁴	k a ⁴/¹	anya1244	25.58369	107.801479	Sui	1 7 8	AXT	KA6	13	13.K.C 13.A.V 13.6.T	1.6 3.0 1.0	ka⁴/¹	0	89
