COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
231-6						aː ʰt			
240-6						u k tʃ			
283-6									
293-6						n iː			
314-6									
315-6						e m oː			
322-6									
323-6						n t			
9-6									
17-6						t + m			
22-6									
30-6						ts i w			
88-6						i i kx			
158-6									
159-6									
177-6									
184-6									
187-6									
227-6									
235-6									
249-6									
251-6									
289-6									
294-6						e h t			
296-6									
313-6						n aː t			
316-6									
318-6									
320-6						t + a			
324-6									
1-7									
2-7									
8-7							j eː w		
16-7									
24-7									
32-7							k m i tʃ o m		
51-7							h i i		
52-7							k aː w		
53-7									
54-7							n aː t		
55-7							a w k		
60-7							x iː		
83-7									
87-7									
92-7							x m		
103-7							i m		
106-7							e k k		
138-7							a tʃ		
139-7									
142-7							x m		
145-7									
176-7									
179-7									
180-7									
186-7							tʃ e k		
190-7							k x j		
194-7							eː s		
220-7									
231-7							l ʰt		
240-7							tʃ k o		
283-7									
293-7							n i		
314-7									
315-7							e m oː		
322-7									
323-7							e +		
17-7									
22-7									
30-7							ʔ iː w		
159-7									
251-7									
296-7									
320-7							tɬ a +		
326-7							k aː		
1-8									
2-8									
8-8								ɨ w	
16-8									
24-8									
32-8								m h + k	
51-8									
52-8								k a j	
53-8									
54-8								l tɬ a	
55-8								aː k	
60-8								x i	
83-8									
87-8									
92-8								a m	
103-8								aː m	
106-8								+ k a + k	
138-8								j oː l j oː l e	
139-8									
142-8								a m	
145-8									
176-8									
179-8									
180-8									
186-8								k e tʃ	
190-8								j a + k	
194-8								eː s	
220-8									
231-8								aː t t	
240-8								+ k o tʃ	
283-8									
293-8								a j oː l i	
314-8									
315-8								oː m ɨ	
322-8									
323-8								e tɬ	
9-8									
17-8								+ m tɬ	
22-8									
30-8								ts i j	
88-8								ɨ ɨ kx	
158-8									
159-8									
177-8									
184-8									
187-8									
227-8									
235-8									
249-8									
251-8									
289-8									
294-8								+ t e h	
296-8									
313-8								tɬ a n	
316-8									
318-8									
320-8								tɬ a +	
324-8									
326-8								+ k aː	
1-9									
2-9									
8-9									j e w
16-9									
24-9									
32-9									m iː k
51-9									t e i i
52-9									k w ø tʃ
53-9									
54-9									a l iː t
55-9									aː b
60-9									x i
83-9									
87-9									
92-9									a t m
103-9									aː m
106-9									k a a k
138-9									e n h
139-9									
142-9									a t m
145-9									
176-9									
179-9									
180-9									
186-9									e tʃ k
190-9									a k j
194-9									i e s
220-9									
231-9									iː t a
240-9									k a o iː n + ø tʃ
283-9									
293-9									n i
314-9									
315-9									e m u
322-9									
323-9									i e tɬ
9-9									
22-9									
30-9									ts i w
88-9									iː iː kx
158-9									
159-9									
177-9									
184-9									
187-9									
227-9									
235-9									
249-9									
251-9									
289-9									
294-9									e h t
296-9									
313-9									tɬ a n
316-9									
318-9									
320-9									w a + tɬ
324-9									
326-9									k a aː
