COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
36-4				h u t a u						
48-4				n a i						
60-4				t oː i						
63-4				s i tː j uː						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h e b i						
83-4				t u b a						
87-4				h a n a						
95-4				m i g i						
98-4				h a						
99-4				k u b i						
-102-4				s i t a						
103-4				t u k i						
110-4				t e						
116-4				m u n i						
120-4				n uː						
132-4				k i tː u						
139-4				k o s u r u						
140-4				o t oː						
156-4				t a m e						
168-4				t u b i						
169-4				h i t o						
14-5					k u r e					
18-5					t a n e					
35-5					h i d o					
36-5					h u r ui					
48-5					n a i					
60-5					t o					
63-5					s i t a e					
64-5					k iː					
67-5					h a i					
68-5					n uː					
71-5					tɕ i tɕ i					
76-5					h o n a					
83-5					ts u b a					
87-5					h a n e					
95-5					m i tɕ i					
98-5					h a n a					
99-5					k u b i					
-102-5					s i t a e					
103-5					ts u b a					
110-5					t e					
116-5					m u n i					
120-5					n u r e					
132-5					k i r u					
139-5					k o s u					
140-5					o s u					
156-5					t a r e					
168-5					ts u b i					
169-5					h o b i					
14-6						f u s a				
18-6						t a n i				
35-6						p ɨ t u				
36-6						fː u				
48-6						n a a				
60-6						t u dz ɨ				
63-6						s ɨ n				
64-6						ts ɨː				
67-6						p a n a				
68-6						n a u				
71-6						ts ɨ				
76-6						p u k i				
83-6						ts ɨ m u				
87-6						p a n a				
95-6						m i dz ɨ				
98-6						p a n a				
99-6						f u s ɨ				
-102-6						s ɨː				
103-6						ts ɨ m u				
110-6						t i n				
116-6						m i dz ɨ				
120-6						n u z ɨ				
132-6						ts ɨ f u				
139-6						f u s a				
140-6						u t i ɭ				
156-6						t a n i				
168-6						ts ɨ f u				
169-6						pˢ ɨ s u				
14-7							k o			
18-7							d a r e			
35-7							ɸ u t o			
36-7							ɸ u t a			
48-7							n a ŋ e			
60-7							t o			
63-7							s i n o r u			
64-7							k i			
67-7							ɸ a			
68-7							n oː			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n a			
87-7							h a n e			
95-7							m i ŋ i			
98-7							h a n a			
99-7							k u b i			
-102-7							s i t a			
103-7							s u m e			
110-7							t o			
116-7							m o e			
120-7							n o r e			
132-7							j oː			
139-7							k o s u r u			
140-7							o j o			
156-7							t a e r u			
168-7							ts u b a k e			
169-7							h o s i			
14-8								k o k o		
18-8								d a n e		
35-8								h i r o i		
36-8								h u r u s iː		
48-8								n a g a		
60-8								t o		
63-8								s i t a		
64-8								k iː		
67-8								h a		
68-8								n a i		
71-8								tɕ i		
76-8								h o		
83-8								ts u b a k i		
87-8								h a n a		
95-8								m i g i		
98-8								h a n a		
99-8								k u b i		
-102-8								s i o		
103-8								ts u b a k i		
110-8								t e		
116-8								m i z u		
120-8								n u r e		
132-8								k i r o i		
139-8								k o s u		
140-8								o s u		
156-8								t a n e		
168-8								ts u k i		
169-8								h o s i		
14-9									k u tsː oː r u	
18-9									s a k i	
35-9									h w i z a i	
36-9									h u ts u ɴ	
48-9									n a g a r i	
60-9									t u	
63-9									s i tsː oː ɴ	
64-9									k iː	
67-9									h aː	
68-9									n aː	
71-9									tɕ iː	
76-9									h u k ui	
83-9									ɕ i n a	
87-9									h a n a	
95-9									m i dʒ i	
98-9									h a n a	
99-9									k u b i	
-102-9									s i n a ɴ	
103-9									ɕ i b i	
110-9									t i ɴ	
116-9									m iː	
120-9									n i ɴ z u ɴ	
132-9									tɕ i j u ɴ	
139-9									k u tsː oː r u	
140-9									ʔ u t u ɴ	
156-9									w a sː a ɴ	
168-9									ɕ i ɴ p eː	
169-9									h u	
14-10										k o r i
18-10										d a r e
35-10										h i d o r u
36-10										h u r a u
48-10										n a e
60-10										t o
63-10										s i r o i
64-10										k e
67-10										h a
68-10										n uː
71-10										o i
76-10										h o r u
83-10										ts u b a
87-10										h a n e
95-10										m i z u
98-10										h a
99-10										k u b i
-102-10										s i t a e
103-10										ts u b a
110-10										t e
116-10										m u r u
120-10										n u r u
132-10										k i m o
139-10										k o r u
140-10										o h e s o
156-10										t a r ui
168-10										ts u k i
169-10										o h e s o
