COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
401-2		o kː u								
420-2		o t i r u								
424-2		u tɕ a u								
442-2		Ø i m e i o k o								
455-2		i k i tɕ o r								
22-2		n a w i								
24-2		m o ɴ n a								
49-2		o n a ŋ o								
78-2		a b u r i u a								
89-2		k e								
149-2		k u r								
183-2		h w i								
192-2		a o i								
250-2		h o k a n o								
264-2		k i r i								
298-2		k e ŋ a u k a								
303-2		h a r a w a t a								
314-2		m o s i								
354-2		a w w w								
369-2		k i r r u								
376-2		w a r w								
415-2		m u s u b u								
451-2		h o k o r o								
456-2		ts o n a								
72-2		n i k u								
80-2		tɕ a m a ŋ o								
104-2		a i								
118-2		kː i ɴ Ø Ø								
150-2		n e tɕ r u								
204-2		i Ø a i								
14-3			k o r e							
18-3			t a r e							
35-3			h i t o tɕː u							
36-3			h u t a Ø u							
48-3			n a a a							
60-3			t o r i							
63-3			s i a m i							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			t i							
76-3			h o n e							
83-3			Ø u n u							
87-3			h a n i e							
95-3			m i m i							
98-3			h a n a							
99-3			k u t i							
-102-3			s i t a							
103-3			Ø u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m u							
132-3			k i k u							
139-3			k o r u s u							
140-3			o r o u							
156-3			t a t uː Ø							
168-3			Ø u k i							
169-3			h o s i							
170-3			m i z u							
173-3			i s i							
180-3			k u m u							
185-3			h a i							
186-3			m o e r u							
187-3			m i t i							
190-3			a k i a i							
193-3			k i r o i							
194-3			s i r u u							
195-3			k u r u u							
216-3			m a r i k							
221-3			n a							
239-3			i Ø u							
252-3			m i Ø u							
253-3			m u Ø u							
254-3			i Ø u Ø u							
266-3			k a z e							
267-3			n a a r e r u							
268-3			u m i							
272-3			a m i i a							
276-3			a r a i u							
281-3			m u s i							
304-3			Ø u i b i							
305-3			t i							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			n i i i							
342-3			r u k i							
346-3			k u r a a							
347-3			k i r u							
348-3			h i r u a							
351-3			t o u							
361-3			i o m o i							
379-3			k u s a r a t a							
394-3			h i Ø a r i							
395-3			n i ŋ i i							
400-3			h i pː i k a r u i							
412-3			s a k e r u							
413-3			Ø u k i k a s u i							
414-3			h o r u							
422-3			h u k u r e r i u							
423-3			k a ɴ a i r u							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a i k a i							
447-3			k uː i k i a							
458-3			t o s i							
56-3			h i t u							
62-3			i n uː							
65-3			k a a							
70-3			t a n e							
75-3			k a a							
96-3			m i							
101-3			h a							
114-3			k u pː i							
119-3			k i m o							
134-3			s i u							
138-3			s i n u							
146-3			a r u k u							
161-3			m u							
171-3			k a w a							
182-3			k i pː u tɕː i							
188-3			m a m a							
262-3			h i i r uː m a							
300-3			h e s o							
313-3			t e							
350-3			s e b a i							
352-3			t i k a i							
396-3			h u r u i ui							
401-3			u s i							
420-3			u t i Ø i							
424-3			i u t a i u							
442-3			s i m i r							
455-3			i k i t e Ø							
15-3			k a r e							
22-3			n a i tː i							
49-3			o a n a ŋ o							
78-3			a pː u r a							
89-3			k i							
130-3			m i r u							
149-3			k u r u							
175-3			s uː n a							
183-3			h i							
192-3			a u i							
199-3			a Ø							
230-3			k a n o h i t o							
233-3			a n o h i t o a a							
250-3			h o k a n o							
264-3			k i r i							
274-3			n uː r e t i i a							
298-3			k e ŋ a a a							
303-3			h a r a w a t a							
314-3			m u s i							
354-3			a t i a							
369-3			k i r e r							
376-3			w a r a							
418-3			n Ø k							
456-3			t u n a							
59-3			u i o							
72-3			n i k u							
80-3			t a m a ŋ o							
104-3			a s i							
118-3			s i ɴ z oː							
142-3			t o pː							
150-3			n e t w w uː							
204-3			i Ø a i							
14-4				k o r						
18-4				d a r e						
35-4				i t o s u						
36-4				h u t a t u						
48-4				n a ŋ a i						
60-4				t o r i						
63-4				s i s a m i						
64-4				k i						
67-4				h tː a						
68-4				n e						
71-4				tː tː tː r i						
76-4				h o n						
83-4				t u n o						
87-4				h a n i						
95-4				m i m i						
98-4				h a n a						
99-4				k u r i						
-102-4				s i t a						
103-4				t u m						
110-4				t e						
116-4				m u n tː tː						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				tː o Ø o s u						
156-4				t a n s u						
168-4				t u k i						
169-4				h o s i						
170-4				m i s u						
173-4				tː i s i						
180-4				k u m o						
185-4				h tː a tː i						
186-4				m o a r u						
187-4				m i r i						
190-4				a k a i						
193-4				k i r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r a w						
221-4				n a i						
239-4				tː i t u						
252-4				m i r u						
253-4				Ø o r u						
254-4				tː i t u t u						
266-4				k a s i						
267-4				n a ŋ a r i r u						
268-4				tː u m i						
272-4				tː a m a						
276-4				tː a r a u						
281-4				m u s i						
304-4				t u k u						
305-4				r i i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				Ø u k i						
346-4				k u r a i						
347-4				k i u						
348-4				h i r o i						
351-4				t o						
361-4				tː tː m o a						
379-4				k u s a r a t a tː						
394-4				h tː i d a r i						
395-4				m i ŋ i						
400-4				h tː i n a r u						
412-4				s a k i r u						
413-4				t u s i s a s u						
414-4				h o r u						
422-4				h u k u r r u						
423-4				k a ɴ ŋ a a r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a tː a						
447-4				tː w a tː						
458-4				t o s i						
56-4				i t u						
62-4				i n						
65-4				k a s a						
70-4				t a n e						
75-4				k a i a						
96-4				m iː						
101-4				h tː a						
114-4				k u b i						
119-4				k i m o						
134-4				s i r oː r u						
138-4				s i n u						
146-4				a r u k u						
161-4				a u						
171-4				k a s a						
182-4				k e m u r i						
188-4				Ø a m a						
196-4				Ø u r u						
262-4				h tː i r u tː tː tː m a						
300-4				h e s o						
313-4				tː i tː d e						
350-4				s e b a i tː						
352-4				r i k a i tː						
396-4				h u r s i						
424-4				tː u t a tː u tː						
442-4				s i m a u k r u						
455-4				tː i k i t oː r tː						
15-4				tː a r						
22-4				n a tː i						
24-4				m i n a						
49-4				o n n a ŋ u						
78-4				a b u r a n i a						
89-4				k iː						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h tː i						
192-4				a o i						
199-4				a r						
230-4				tː a n i r a						
233-4				tː a n i t o ɴ a tː a						
250-4				h o k a i n u						
264-4				k i r i						
274-4				n u r i t a						
298-4				k e Ø a ɴ a						
303-4				h a r a ɴ a t a						
354-4				tː a r a tː						
369-4				k i r i u						
415-4				m u s u b u						
418-4				n u tː tː						
451-4				h u k r i						
456-4				t u n a						
59-4				s i oː						
72-4				n i k u						
80-4				t a m a ŋ o						
104-4				a s i						
142-4				t u b i						
150-4				n e t tː r u						
204-4				i Ø u i						
14-5					k o r e					
18-5					d a r e					
35-5					u i t u ts u					
36-5					h u t a Ø u					
48-5					n a ŋ a i					
60-5					t o r tɕ tɕ i					
63-5					s i r a m i					
64-5					k i					
67-5					h w a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n Ø					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m n u e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r Ø s u tɕ					
140-5					Ø z o a u					
156-5					t a tɕ oː					
168-5					ts u k i					
169-5					h o s i					
170-5					m i u u					
173-5					i s i					
180-5					k u m Ø					
185-5					h i i					
186-5					m u r u					
187-5					m i tɕ i					
190-5					a k i a i					
193-5					k e r Ø u					
194-5					s i r o i					
195-5					k u r o i					
216-5					m a r a a					
221-5					n a i					
239-5					i ts u					
252-5					m i Ø u					
253-5					Ø Ø u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r r u					
268-5					u m i					
272-5					a m tɕ e					
276-5					a r a tɕ u					
281-5					m u s tɕ tɕ i					
304-5					ts u tɕ i k u					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h tɕ i r o i					
351-5					t oː a					
361-5					tɕ a o a i					
379-5					k u s a r u a					
394-5					h i d a r i					
395-5					m i Ø tɕ tɕ i					
400-5					h tɕ i Ø a r u					
412-5					s a k r u					
413-5					Ø u w i a a s u tɕ					
414-5					h o r u					
422-5					h u k u r r u					
423-5					k a ɴ ŋ a a r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a tɕ tɕ a					
447-5					w u tɕ e					
458-5					t o s i					
56-5					h i t o					
62-5					i n					
65-5					k a w a					
70-5					t a n e					
75-5					k a i a a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m Ø					
134-5					s i r o					
138-5					s i n a					
146-5					a r a k u					
161-5					a					
171-5					k a w a					
182-5					k i m u r i					
188-5					a m a					
196-5					Ø r u					
262-5					h w i r m a					
300-5					h e s o					
313-5					d e					
350-5					s e b a i					
352-5					tɕ i k a i					
396-5					h u r a s a ui					
401-5					u s u					
420-5					u t i r u					
424-5					tɕ u t a tɕ u					
455-5					i k i t oː u					
15-5					a r e					
22-5					n a tɕ tɕ i					
24-5					m i ɴ n a					
49-5					w Ø u n a ŋ o					
78-5					a b u r a tɕ tɕ a					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					h w i					
192-5					a Ø i					
199-5					a tɕ ui					
230-5					a n u u i w u					
233-5					a n u w i t u w i					
250-5					h Ø k a i n u					
264-5					k i r i					
274-5					n u t a i t a					
298-5					k e ŋ a w a					
303-5					h a r a w a t a					
314-5					m u s i					
369-5					k i r e a a					
376-5					w a r a i					
415-5					m u s u b u e					
418-5					n u					
451-5					h Ø k Ø i					
72-5					n i k u					
80-5					t a m a ŋ Ø					
104-5					a s i					
118-5					s i Ø oː					
142-5					t o b a					
150-5					n e t w w o					
204-5					i Ø a i					
14-6						k Ø Ø e				
18-6						d Ø Ø Ø				
35-6						Ø Ø o Ø u				
36-6						Ø u Ø Ø Ø u				
48-6						n Ø k Ø Ø Ø				
60-6						Ø Ø Ø Ø Ø Ø				
63-6						Ø Ø Ø Ø m Ø				
64-6						k iː				
67-6						Ø Ø Ø				
68-6						n e				
71-6						Ø Ø				
76-6						k Ø n e				
83-6						Ø u n Ø				
87-6						k Ø n Ø e				
95-6						m Ø m				
98-6						k Ø n Ø				
99-6						k u Ø Ø				
-102-6						Ø Ø Ø Ø Ø Ø Ø Ø				
103-6						Ø u m e				
110-6						Ø e				
116-6						m u n e				
120-6						n Ø m Ø u				
132-6						Ø Ø k u				
139-6						k Ø Ø Ø Ø u Ø				
140-6						Ø Ø o Ø Ø Ø u				
156-6						Ø Ø Ø Ø Ø u				
168-6						Ø u k Ø				
169-6						k Ø Ø Ø				
170-6						m Ø Ø u				
173-6						Ø Ø Ø Ø				
180-6						k u m Ø				
185-6						Ø Ø Ø u				
186-6						m Ø Ø Ø u Ø				
187-6						m Ø Ø Ø				
190-6						Ø Ø Ø k Ø Ø				
193-6						Ø iː Ø Ø Ø				
194-6						Ø Ø Ø Ø Ø Ø				
195-6						k u Ø Ø Ø Ø				
216-6						m Ø Ø Ø u				
221-6						n Ø Ø u				
239-6						Ø Ø Ø u				
252-6						m Ø u				
253-6						Ø o Ø u				
254-6						Ø Ø Ø u Ø u				
266-6						k Ø Ø e				
267-6						n Ø k Ø Ø e Ø u				
268-6						Ø u m Ø				
272-6						Ø Ø m Ø Ø e				
276-6						Ø Ø Ø Ø Ø u				
281-6						m u Ø Ø Ø Ø				
304-6						Ø u Ø Ø Ø Ø Ø				
305-6						Ø Ø Ø Ø				
308-6						k Ø n Ø				
309-6						k u Ø Ø				
310-6						Ø Ø				
311-6						n Ø Ø Ø				
342-6						Ø u k Ø				
346-6						k u Ø Ø Ø Ø				
347-6						Ø Ø Ø Ø u				
348-6						k Ø Ø Ø Ø Ø Ø				
351-6						Ø u Ø Ø				
361-6						Ø Ø m Ø Ø Ø Ø				
379-6						k u Ø Ø Ø u				
394-6						k Ø Ø d Ø Ø Ø				
395-6						m Ø Ø Ø				
400-6						k Ø Ø Ø Ø Ø u				
412-6						Ø Ø k e Ø u				
413-6						Ø u Ø Ø Ø Ø Ø u Ø				
414-6						k Ø Ø Ø u				
422-6						k u Ø u Ø Ø Ø u Ø				
423-6						k Ø Ø k Ø Ø Ø u				
430-6						k Ø k u				
435-6						k u k Ø u				
446-6						Ø Ø Ø Ø Ø Ø Ø				
447-6						Ø Ø Ø iː Ø Ø Ø e				
458-6						Ø Ø Ø Ø				
56-6						Ø Ø Ø o				
62-6						Ø Ø Ø Ø				
65-6						k Ø Ø Ø				
70-6						Ø Ø n e				
75-6						k Ø Ø Ø				
96-6						m e				
101-6						Ø Ø				
119-6						Ø Ø m u				
134-6						Ø Ø Ø Ø Ø Ø				
138-6						Ø Ø n u Ø Ø				
146-6						Ø Ø u k Ø Ø Ø				
171-6						k Ø Ø Ø				
182-6						k e Ø u Ø Ø				
188-6						Ø Ø m Ø				
196-6						Ø Ø Ø u				
401-6						Ø u Ø u Ø Ø				
420-6						Ø u Ø Ø Ø u Ø Ø				
442-6						Ø m e Ø u Ø Ø Ø				
24-6						m Ø Ø n Ø				
78-6						Ø Ø u Ø Ø Ø Ø Ø Ø				
130-6						m e Ø u				
192-6						Ø Ø Ø Ø				
199-6						Ø Ø d Ø Ø Ø Ø Ø				
250-6						k u k Ø Ø n Ø Ø				
264-6						Ø Ø Ø Ø				
314-6						m o Ø Ø Ø				
369-6						Ø Ø Ø e Ø Ø Ø				
418-6						n Ø Ø				
451-6						k o k o Ø Ø				
456-6						Ø u n Ø				
59-6						Ø u				
14-7							k o r e			
18-7							d a r e			
35-7							i t o ts u			
36-7							h u t a ts u			
48-7							n a ŋ a i			
60-7							t o r i			
63-7							s i r a m i			
64-7							k i			
67-7							h i a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o Ø o u			
156-7							t a tɕ u			
168-7							ts u k i			
169-7							h o s i			
170-7							m i n u			
173-7							i s i			
180-7							k u m o			
185-7							h a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a i			
193-7							k ui r o i			
194-7							s i r o i			
195-7							k u r o i			
216-7							m a r a a			
221-7							n a i i			
239-7							i ts u			
252-7							m i ts u			
253-7							Ø o ts u			
254-7							i ts u ts u			
266-7							k a Ø e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r a u			
281-7							m u s i			
304-7							ts u a i a			
305-7							tɕ i tɕ i			
308-7							h a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							Ø u k i			
346-7							k u r a i			
347-7							k i r u			
348-7							h i r o i			
351-7							t o i			
361-7							o t a i			
379-7							k u s a r a			
394-7							h i d a r i			
395-7							m i ŋ i			
400-7							h i Ø a r u			
412-7							s a k e r u			
413-7							ts u k i a s u			
414-7							h o r u			
422-7							h u k u r e r u			
423-7							k a n ŋ a e r u			
430-7							h a k u			
435-7							h u k u			
446-7							s i t a			
447-7							u i			
458-7							t o s i			
56-7							h i t o			
62-7							i n u			
65-7							k a Ø a			
70-7							t a n e			
75-7							k a a			
96-7							m e			
101-7							h a			
114-7							k u i			
134-7							s i tː r u			
138-7							s i n u			
146-7							a r u k u			
161-7							Ø u			
171-7							k a a			
182-7							k e m u r i			
188-7							Ø a m a			
196-7							Ø o r u			
262-7							h i r u m a			
300-7							h e s o			
313-7							d e			
350-7							s e m a i			
352-7							tɕ i k a i			
396-7							h u r a ui			
401-7							o s u			
420-7							o t i r u			
424-7							u t a u			
442-7							s i m e Ø u k r u			
455-7							i k i ts u			
15-7							Ø a r e			
22-7							n a i			
24-7							m i n a			
78-7							a Ø u r a a			
89-7							k e			
130-7							m i r u			
149-7							k u r u			
175-7							s u n a			
183-7							h i			
192-7							a o i			
230-7							Ø a n i i t o			
233-7							Ø a n i i t o Ø a i			
250-7							h o k a i n o			
274-7							n u r Ø i t a			
298-7							k e ŋ a i a			
303-7							h a r a i a t a			
314-7							m o s i			
354-7							tː a ts a			
369-7							k i r e r u			
376-7							Ø a r i			
415-7							m u s u Ø u			
418-7							n u			
451-7							h o k o r i			
456-7							ts u n a			
59-7							a Ø			
72-7							n i k u			
80-7							t a m a ŋ o			
104-7							a s i			
118-7							s i m Ø Ø			
142-7							t o u			
150-7							n e t Ø Ø u			
204-7							i Ø a i			
14-8								k o r e		
18-8								d a r e		
35-8								h u t o ts u		
36-8								h u t a ts u		
48-8								n a ŋ a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u u		
132-8								k i k u u		
139-8								k o r o s u		
140-8								o Ø o u		
156-8								t a tɕ u u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i a u		
173-8								i s i		
180-8								k u m o		
185-8								h i		
186-8								m i u r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k iː r o u		
194-8								s i r u a		
195-8								k u r u a		
216-8								m a r u a ui		
221-8								n a		
239-8								i ts u		
252-8								m i a u		
253-8								Ø o a u		
254-8								i ts u ts u		
266-8								k a Ø e		
267-8								n a ŋ a r e r u		
268-8								u m i		
272-8								a m tː tː e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								Ø u k i		
346-8								k u r a i		
347-8								k i r u u		
348-8								h i r u i		
351-8								t o a		
361-8								o a i		
379-8								k u s a r a		
394-8								h i d a r i		
395-8								m i ŋ i		
400-8								h i b a r u		
412-8								s a k e r u u		
413-8								ts u k i k a s u		
414-8								h o r u u		
422-8								h u k u r e r u		
423-8								k a ŋ a a r u		
430-8								h a k u u		
435-8								h u k u		
446-8								s i t a tː		
447-8								u i		
458-8								t o s i		
62-8								i n		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m i		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i tː u r		
138-8								s i n u r		
146-8								a r u k u		
161-8								Ø u		
171-8								k a w a		
182-8								k e m u r i		
188-8								Ø a m a		
196-8								Ø o r u		
262-8								h i r m a		
300-8								h u u s o		
313-8								d e		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r u ui		
401-8								o s u		
420-8								o tɕ i r u		
424-8								u t a u		
442-8								s i m i Ø u k tː r u		
455-8								i k i t o tː		
15-8								a r i		
22-8								n a		
24-8								m n a		
49-8								o n i n a ŋ o		
78-8								a b u r a		
89-8								k e		
130-8								m i r a		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a o i		
199-8								a r ui		
230-8								a n i t o		
233-8								a i t o a a		
250-8								h o k a n o		
274-8								n r i t a		
298-8								k e ŋ a w a		
303-8								h a r a w a t a		
314-8								m o s i		
354-8								tː a ts ui tː		
376-8								w a r a ui		
415-8								m u s u b u		
418-8								n iː		
451-8								h o k o i		
59-8								Ø tː o		
72-8								n i k u		
80-8								t a m a ŋ o		
104-8								a s i		
118-8								s i d oː		
150-8								n e tɕ u tː u		
204-8								i Ø i i		
14-9									Ø o Ø e	
18-9									Ø a Ø Ø	
35-9									h Ø Ø o ts Ø	
36-9									h u Ø a ts Ø	
48-9									n a ŋ a e	
60-9									Ø o r Ø Ø Ø	
63-9									Ø Ø r a m Ø	
64-9									Ø e	
67-9									h a	
68-9									n e	
71-9									Ø Ø	
76-9									h o n e	
83-9									ts u n o	
87-9									h a n e	
95-9									m Ø m Ø	
98-9									h a n a	
99-9									Ø u Ø Ø	
-102-9									Ø Ø Ø a	
103-9									ts Ø m e	
110-9									Ø e	
116-9									m u n e	
120-9									n o m Ø	
132-9									Ø Ø Ø u	
139-9									Ø o Ø o Ø u	
140-9									o Ø Ø Ø u	
156-9									Ø a Ø Ø r u	
168-9									ts u Ø Ø	
169-9									h o Ø Ø	
170-9									m e Ø Ø	
173-9									Ø Ø Ø	
180-9									Ø u m o	
185-9									h Ø Ø	
186-9									m o Ø Ø u	
187-9									m Ø Ø Ø	
190-9									a Ø a Ø	
193-9									Ø Ø Ø Ø Ø	
194-9									Ø Ø Ø Ø Ø	
195-9									Ø u Ø o Ø	
216-9									m a Ø u	
221-9									n a Ø Ø	
239-9									Ø ts Ø	
252-9									m Ø Ø	
253-9									Ø o Ø Ø	
254-9									Ø ts Ø ts u	
266-9									Ø a Ø e	
267-9									n a Ø a Ø e Ø Ø	
268-9									Ø m Ø	
272-9									a m e	
276-9									a Ø a u	
281-9									m u Ø Ø Ø Ø	
304-9									ts u Ø Ø Ø a	
305-9									Ø Ø Ø	
308-9									h a n a	
309-9									Ø u Ø a	
310-9									Ø o	
311-9									n Ø	
342-9									Ø Ø Ø Ø	
346-9									Ø u Ø a e	
347-9									Ø Ø Ø u	
348-9									h Ø Ø Ø e	
351-9									Ø o Ø Ø	
361-9									o Ø a u	
379-9									Ø u Ø a Ø Ø Ø a	
394-9									h Ø Ø a Ø Ø	
395-9									m Ø Ø Ø	
400-9									h Ø Ø a r u	
412-9									Ø a Ø e Ø Ø	
413-9									ts Ø Ø Ø Ø a Ø u	
414-9									h o Ø Ø	
422-9									h u Ø u Ø e Ø u	
423-9									Ø a Ø ŋ a e Ø Ø	
430-9									h a Ø u	
