COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
56-9									h u s i	
62-9									h u s i	
65-9									ʔ a r i	
75-9									ʔ a r i	
96-9									tɕ i m u	
101-9									ʔ a r i	
14-10										k o r u
18-10										s i r u
35-10										h i r u
36-10										h u r u
48-10										n a i
60-10										s i r u
63-10										s i r u
64-10										k i
67-10										h a n a
68-10										n e
71-10										h i
76-10										s i r u
83-10										s i r u
87-10										h a r e
95-10										m i
98-10										h a n a
99-10										k u b i
-102-10										s i
103-10										k e r u
110-10										d e
116-10										k e r u
120-10										s i r u
132-10										k i r u
139-10										k o r u
140-10										o s u
156-10										n a r u
168-10										s i r u
169-10										h o s i
170-10										m i r u
173-10										o ts u
180-10										k i r u
185-10										s i r u
186-10										m i r u
187-10										m i
190-10										a m a i
193-10										k i r i
194-10										s i r u
195-10										k u r i
216-10										m a r ui
221-10										n a
239-10										i r u
252-10										m i r u
253-10										s i r u
254-10										i r u
266-10										k e r u
267-10										n a r u
268-10										m i r u
272-10										a s e
276-10										a r u
281-10										k i r u
304-10										s u n a
305-10										h i r i
308-10										h a n a
309-10										s i r u
310-10										s i r u
311-10										n i
342-10										k i r u
346-10										k u r i
347-10										k i r u
348-10										h i r u
351-10										s i
361-10										o s i
379-10										k u s a
394-10										h i r i
395-10										m i
400-10										h i r u
412-10										s i r u
413-10										k i r u
414-10										h o r u
422-10										h u r u
423-10										s i r u
430-10										h a r ui
435-10										h u r u
446-10										s i
447-10										d e
458-10										s i
56-10										h u n a
62-10										m i r u
65-10										k a
70-10										h a n e
75-10										k a w a
96-10										m e
101-10										h a n a
