COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r a						
221-4				n a						
239-4				i ts u						
252-4				m i t u						
253-4				j o t u						
254-4				i ts u ts u						
266-4				k a s e						
267-4				n a ŋ a r e r u						
268-4				u m i						
272-4				a m a						
276-4				a r a u						
281-4				m u s i						
304-4				ts u k u						
305-4				tɕ i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t u ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o tɕ i					
63-5					s i r a m i					
64-5					k i					
67-5					h w a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m					
132-5					k i k u					
139-5					k o r Ø s					
140-5					Ø j o					
156-5					t a t o u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a					
186-5					m u r					
187-5					m i tɕ i					
190-5					a k i a i					
193-5					k e i					
194-5					s i r u a					
195-5					k u r u a					
216-5					m a r a					
221-5					n a					
239-5					i ts u					
252-5					m i Ø u					
253-5					j Ø Ø u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r e r					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s tɕ i					
304-5					ts u tɕ i k					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
14-6						k o r e				
18-6						d a r Ø				
35-6						h i t Ø ts u				
36-6						h u t a ts u				
48-6						n a ŋ a i				
60-6						t o r i				
63-6						s i r a m i				
64-6						k i				
67-6						h a				
68-6						n e				
71-6						tɕ i				
76-6						h o n e				
83-6						ts u n o				
87-6						h a n e				
95-6						m i m i				
98-6						h a n a				
99-6						k u tɕ i				
-102-6						s i t a				
103-6						ts u m e				
110-6						t e				
116-6						m u n e				
120-6						n o m u				
132-6						k i k u				
139-6						k o r o s u				
140-6						o j o Ø u				
156-6						t a Ø r u				
168-6						ts u k i				
169-6						h o s i				
170-6						m i Ø u				
173-6						i s i				
180-6						k u m o				
185-6						h a i				
186-6						m Ø Ø r u				
187-6						m i tɕ i				
190-6						a k a i				
193-6						k iː r o i				
194-6						s i r o i				
195-6						k u r o i				
216-6						m a a r u				
221-6						n a				
239-6						i ts u				
252-6						m i Ø u				
253-6						j o Ø u				
254-6						i ts u ts u				
266-6						k a Ø e				
267-6						n a ŋ a r e r u				
268-6						u m i				
272-6						a m e				
276-6						a r a u				
281-6						m u s i				
304-6						ts u Ø a				
305-6						tɕ i Ø i				
308-6						h a n a				
309-6						k u s a				
310-6						t o				
311-6						n i				
14-7							k o r e			
18-7							d a r e			
35-7							h i t o ts u			
36-7							h u t a ts u			
48-7							n a ŋ a i			
60-7							t o r i			
63-7							s i r a m i			
64-7							k i			
67-7							h a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o u			
156-7							t a ts e r o u			
168-7							ts u k i			
169-7							h o s i			
170-7							m i u u			
173-7							i s i			
180-7							k u m o			
185-7							h a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a i			
193-7							k ui r o i			
194-7							s i r o i			
195-7							k u r o i			
216-7							m a r a			
221-7							n a			
239-7							i ts u			
252-7							m i ts u			
253-7							j o ts u			
254-7							i ts u ts u			
266-7							k a z e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r a u			
281-7							m u s i			
304-7							ts u b a			
305-7							tɕ i tɕ i			
308-7							h a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a ŋ a i		
60-8								t o i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m		
132-8								k i k		
139-8								k o r o s u		
140-8								o j o ŋ u		
156-8								t a k e r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i a u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m i e r		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k iː r o i		
194-8								s i r o a		
195-8								k u r o a		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i ts u		
253-8								j o ts u		
254-8								i ts u ts u		
266-8								k a r e		
267-8								n a ŋ a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
14-9									k o r e	
18-9									d a r o	
35-9									h i t o ts u	
36-9									h u t a ts u	
48-9									n a ŋ a i	
60-9									t o r i	
63-9									s i r a m i	
64-9									k i	
67-9									h a	
68-9									n e	
71-9									ts i	
76-9									h o n e	
83-9									ts u n o	
87-9									h a n e	
95-9									m i m i	
98-9									h a n a	
99-9									k u tɕ i	
-102-9									s i t a	
103-9									ts u m e	
110-9									t e	
116-9									m u n e	
120-9									n o m u	
132-9									k i k u	
139-9									k o r o s u	
140-9									o j o ŋ u	
156-9									t a t e r u	
168-9									ts u k i	
169-9									h o s i	
170-9									m i Ø u	
173-9									i s i	
180-9									k u m o	
185-9									h a i	
186-9									m o o r u	
187-9									m i tɕ i	
190-9									a k a i	
193-9									k i r o i	
194-9									s i r o i	
195-9									k u r o i	
216-9									m a r ui	
221-9									n a Ø	
239-9									i ts u	
252-9									m i Ø u	
253-9									j o Ø u	
254-9									i ts u ts u	
266-9									k a Ø e	
267-9									n a ŋ a r e r u	
268-9									u m i	
272-9									a m e	
276-9									a r a u	
281-9									m u s i	
304-9									ts u b Ø i	
305-9									ts i tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t o	
311-9									n i	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o j o ŋ u
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										i ts u
252-10										m i w u
253-10										j oː w u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u k i
305-10										tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
