COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
430-4				h a r a						
435-4				h u t o i						
446-4				s i j a i						
447-4				u d e						
458-4				t o b i						
56-4				h i						
62-4				h i						
65-4				k a w a i						
70-4				t a m a g o						
75-4				k a w a i						
96-4				m i						
101-4				h a r a						
114-4				k u r u						
119-4				k i r i						
134-4				s i j o						
138-4				s i j o						
146-4				a t ui						
161-4				t u t i						
171-4				k a w a i						
182-4				k u r u						
188-4				t a m a g o						
196-4				t o b u						
262-4				h i j a i						
300-4				h i j o						
313-4				d oː						
350-4				s i j a i						
352-4				i pː a i						
396-4				h e b i						
424-4				t u n a						
442-4				s i j o						
455-4				k i j o						
15-4				a t ui						
22-4				n a n i						
24-4				m i z o i						
49-4				o t oː s a ɴ						
78-4				a t ui						
89-4				k oː r i						
130-4				m i						
14-5					k o k o					
18-5					d oː					
35-5					h iː					
36-5					h a n e					
48-5					n a n i					
60-5					t o b i					
63-5					s i ɴ z oː					
64-5					k i r i					
67-5					h a n e					
68-5					n uː					
71-5					eː					
76-5					h o k a n o					
83-5					ts u tɕ i					
87-5					h a n e					
95-5					m iː					
98-5					h a n e					
99-5					k u tɕ i					
-102-5					s i ɴ z oː					
103-5					ts u tɕ i					
110-5					t e ɴ					
116-5					m u s u b u					
120-5					n uː					
132-5					k i r u					
139-5					k o s u r u					
140-5					t o b u					
156-5					t a m a ŋ o					
168-5					ts u tɕ i					
169-5					h o k o r i					
170-5					m iː					
173-5					s i o					
180-5					k u r u					
185-5					h iː					
186-5					m o ts u					
187-5					m iː					
190-5					a k a					
193-5					k i r i					
194-5					s i ɴ z oː					
195-5					k u r u					
216-5					m a ŋ u ŋ u					
221-5					n a n i					
239-5					m iː					
252-5					m iː					
253-5					m o ts u					
254-5					m u s u b u					
266-5					k a k a					
267-5					n a r ui					
268-5					u s ui					
272-5					a ts ui					
276-5					a ts ui					
281-5					m iː					
304-5					ts u tɕ u					
305-5					ts u tɕ i					
308-5					h a n e					
309-5					k u r e t a					
310-5					t o b u					
311-5					n uː					
342-5					m iː					
346-5					k u r e t a					
347-5					k i r e r u					
348-5					h i z a					
351-5					t e ɴ					
361-5					d o k o					
379-5					k e ŋ a w a					
394-5					h i z a					
395-5					m iː					
400-5					h i z a					
412-5					s a k a					
413-5					s u n a					
414-5					h o s u					
422-5					h u r u					
423-5					k a k a					
430-5					h a n e					
435-5					h o s u					
446-5					s i ɴ z oː					
447-5					u s ui					
458-5					t o k o					
56-5					h iː					
62-5					t e ɴ					
65-5					k a k a					
70-5					w a r ui					
75-5					k a w a i					
96-5					m iː					
101-5					h a n e					
114-5					k u r i					
119-5					k i r i					
134-5					s i ɴ z oː					
138-5					s uː					
146-5					a ts ui					
161-5					m iː					
171-5					k a k a					
182-5					k i r e r u					
188-5					w a r ui					
196-5					m o ts u					
262-5					h i z a					
300-5					h e b i					
313-5					d oː					
350-5					s e n a i					
352-5					ts u tɕ i					
396-5					h u r u					
401-5					oː					
420-5					t o b u					
424-5					u s ui					
455-5					k i r e r u					
15-5					a ts ui					
22-5					n a n i					
24-5					m iː					
49-5					o k a n o					
78-5					a ts ui					
89-5					k oː r i					
130-5					m iː					
14-6						ts ɨː				
18-6						b u t u				
35-6						p u k i				
36-6						t i n				
48-6						n a ts ɨ				
60-6						t i n				
63-6						s u b a				
64-6						ts ɨː				
67-6						a ts ɨ				
68-6						n u z ɨ				
71-6						t i n				
76-6						p u k i				
83-6						ts ɨ n a				
87-6						p u k a n u				
95-6						m u s ɨ				
98-6						p u k a n u				
99-6						ts ɨː				
-102-6						ts ɨː				
103-6						ts ɨ n a				
110-6						t i n				
116-6						m u ts ɨ				
120-6						n u z ɨ				
132-6						ts ɨː				
139-6						p u k i				
140-6						u d i				
156-6						t i n				
168-6						ts ɨ n a				
169-6						p u k i				
170-6						m u s ɨ				
173-6						u k u				
180-6						f iː ɭ				
185-6						a ts ɨ				
186-6						m u ts ɨ				
187-6						m u s ɨ				
190-6						a u				
193-6						ts ɨː				
194-6						ts ɨː				
195-6						ts ɨː				
216-6						m a ts ɨ				
221-6						n a u				
239-6						t i n				
252-6						m u s ɨ				
253-6						m u ts ɨ				
254-6						f iː ɭ				
266-6						ts ɨ n a				
267-6						n a n				
268-6						u d i				
272-6						a ts ɨ				
276-6						a ts ɨ				
281-6						m u s ɨ				
304-6						ts ɨ n a				
305-6						t i n				
308-6						p u k a n u				
309-6						ts ɨ n a				
310-6						b u t u				
311-6						n u z ɨ				
342-6						m u s ɨ				
346-6						ts ɨ n a				
347-6						ts ɨː				
348-6						p u k i				
351-6						t i n				
361-6						b u t u				
379-6						ts ɨ n a				
394-6						p i ʃ i				
395-6						m u s ɨ				
400-6						p i ʃ i				
412-6						tʃː i				
413-6						ts ɨ n a				
414-6						p u k i				
422-6						p u k i				
423-6						ts ɨ n a				
430-6						p u k a n u				
435-6						p u k i				
446-6						ts ɨː				
447-6						u d i				
458-6						t i n				
56-6						p u k i				
62-6						t i n				
65-6						ts ɨ n a				
70-6						t i n				
75-6						ts ɨ n a				
96-6						t i n				
101-6						a ts ɨ				
119-6						tʃː i				
134-6						tʃː i				
138-6						tʃː i				
146-6						a ts ɨ				
171-6						ts ɨ n a				
182-6						tʃː i				
188-6						ts ɨ n a				
196-6						m u ts ɨ				
401-6						u d i				
420-6						n u z ɨ				
442-6						f iː ɭ				
24-6						m u s ɨ				
78-6						a ts ɨ				
130-6						m u s ɨ				
14-7							k o k e			
18-7							k a ŋ e			
35-7							ɸ i			
36-7							ɸ u t a			
48-7							n a n i			
60-7							t o b u			
63-7							s i ɴ z oː			
64-7							k uː			
67-7							ɸ a r a			
68-7							n oː			
71-7							ɸ i			
76-7							h o k e			
83-7							ts u n a			
87-7							h a n e			
95-7							m i			
98-7							ɸ a r a			
99-7							k oː r i			
-102-7							s i ɴ z oː			
103-7							ts u n a			
110-7							t e ɴ			
116-7							m o s u b u			
120-7							n o b u			
132-7							k oː r u			
139-7							k o s u r u			
140-7							t o b u			
156-7							t a m a ŋ o			
168-7							j oː			
169-7							h o k e			
170-7							m i			
173-7							e k e			
180-7							k o s u r u			
185-7							ɸ i			
186-7							m o ts u			
187-7							m i			
190-7							a w eː			
193-7							k oː r i			
194-7							s i o			
195-7							k o s u r u			
216-7							m a tɕ iː			
221-7							n a n i			
239-7							m i			
252-7							m o s i			
253-7							m o ts u			
254-7							tɕ i tɕ i			
266-7							k a k a			
267-7							n a ŋ e r u			
268-7							m i			
272-7							a tɕ iː			
276-7							a r e			
281-7							m o s i			
304-7							ts u n a			
305-7							ɸ i			
308-7							ɸ a r a			
309-7							k e ŋ a w a			
310-7							t o b u			
311-7							n i k u			
342-7							m o s i			
346-7							k e ŋ a w a			
347-7							k oː r u			
348-7							ɸ i			
351-7							e pː eː			
361-7							o d o			
379-7							k e ŋ a w a			
394-7							ɸ i			
395-7							m i			
400-7							ɸ i			
412-7							s a b iː			
413-7							k i r e ɴ			
414-7							h o k e			
422-7							h o k e			
423-7							k a ŋ e r u			
430-7							h a n e			
435-7							h o k e			
446-7							s i ɴ z oː			
447-7							o s iː			
458-7							t o k eː			
56-7							ɸ i			
62-7							t e ɴ			
65-7							k a m a			
70-7							w a r iː			
75-7							k a m a			
96-7							m i			
101-7							ɸ a r a			
114-7							k u r u			
134-7							s i b e			
138-7							s uː			
146-7							a r e			
161-7							m i			
171-7							k a m a			
182-7							k oː r i			
188-7							ɸ a r a			
196-7							m o ts u			
262-7							ɸ i			
300-7							h o k e			
313-7							d o ŋ e			
350-7							s i t a n eː			
352-7							e pː eː			
396-7							ɸ u n o			
401-7							o s iː			
420-7							t o b u			
424-7							o r e t a			
442-7							s i tɕ i			
455-7							e k e			
15-7							a tɕ iː			
22-7							n a n i			
24-7							m e tɕ i k eː			
78-7							a tɕ iː			
89-7							k oː r i			
130-7							m i			
14-8								k o s u r u		
18-8								s a m ui		
35-8								h i		
36-8								h a r a		
48-8								n a n i		
60-8								o r e		
63-8								s i ɴ z oː		
64-8								k oː r u		
67-8								h a r a		
68-8								n oː		
71-8								ts u tɕ i		
76-8								h o k a n i		
83-8								n u r u		
87-8								h a r a		
95-8								m i		
98-8								h a r a		
99-8								k u r u		
-102-8								s i ɴ z oː		
103-8								ts u tɕ i		
110-8								h e b i		
116-8								m u s u b u		
120-8								n oː		
132-8								k oː r u		
139-8								k o s u r u		
140-8								o r e		
156-8								t a m a g o		
168-8								ts u tɕ i		
169-8								h o k o r i		
170-8								m i		
173-8								i k e		
180-8								k u r u		
185-8								h a r a		
186-8								m o ts u		
187-8								m i		
190-8								a k o		
193-8								k o s i		
194-8								s i o		
195-8								k u r u		
216-8								m a sː u g u		
221-8								n a n i		
239-8								u s ui		
252-8								m i		
253-8								m o ts u		
254-8								ts u tɕ i		
266-8								k aː s a ɴ		
267-8								n a g e r u		
268-8								u s ui		
272-8								a ts ui		
276-8								a ts ui		
281-8								m o s i		
304-8								n u r e t a		
305-8								ts u tɕ i		
308-8								h a r a		
309-8								k u r u		
310-8								o tː o		
311-8								n i k u		
342-8								ts u tɕ i		
346-8								k u r u		
347-8								k oː r u		
348-8								h i		
351-8								u o		
361-8								o r e		
379-8								k e g a w a		
394-8								h e b i		
395-8								m i		
400-8								h i z a		
412-8								s a m ui		
413-8								s u n a		
414-8								h o k o r u		
422-8								m u s u b u		
423-8								k aː s u n a		
430-8								h a r a		
435-8								h e b i		
446-8								s i ɴ z oː		
447-8								u s ui		
458-8								m o s i		
62-8								n i k u		
65-8								k aː s a ɴ		
70-8								t a m a g o		
75-8								k aː s a ɴ		
96-8								m i		
101-8								h a r a		
114-8								k u r u		
119-8								k oː r u		
134-8								s i ɴ z oː		
138-8								s uː		
146-8								a ts ui		
161-8								u o		
171-8								k aː s a ɴ		
182-8								k u r u		
188-8								t a m a g o		
196-8								m o ts u		
262-8								h i		
300-8								h e b i		
313-8								u d e		
350-8								s a m ui		
352-8								tɕ iː s a i		
396-8								h e b i		
401-8								u s ui		
420-8								o r e		
424-8								u s ui		
442-8								s i ɴ z oː		
455-8								i k e		
15-8								a ts ui		
22-8								n a n i		
24-8								m i z a i		
49-8								o r a tɕ i		
78-8								a ts ui		
89-8								k oː r u		
130-8								m i		
14-9									h u k ui	
18-9									w a sː a ɴ	
35-9									h u k ui	
36-9									h a n i	
48-9									n a g i j u ɴ	
60-9									t u b u ɴ	
63-9									tɕ i r i	
64-9									tɕ i r i	
67-9									h a n i	
68-9									n i ɴ z u ɴ	
71-9									h w iː	
76-9									h u k ui	
83-9									ɕ i n a	
87-9									h a n i	
95-9									m u s i	
98-9									h a n i	
99-9									k uː j u ɴ	
-102-9									h u k ui	
103-9									ɕ i n a	
110-9									t i ɴ	
116-9									m u ts u ɴ	
120-9									ɴ d i t oː r u	
132-9									tɕ i r i	
139-9									k u m a	
140-9									ʔ u ts u ɴ	
156-9									t u b u ɴ	
168-9									m u s i	
169-9									h u k ui	
170-9									m u s i	
173-9									h w iː	
180-9									m u ts u ɴ	
185-9									h a n i	
186-9									m u ts u ɴ	
187-9									m u s i	
190-9									ʔ a n u tsː u	
193-9									tɕ i r i	
194-9									tɕ i r i	
195-9									tɕ i r i	
216-9									ʃ i n a	
221-9									n a g i j u ɴ	
239-9									h w i ɕ a	
252-9									m u s i	
253-9									m u ts u ɴ	
254-9									ʃ i n a	
266-9									h a n i	
267-9									n a g i j u ɴ	
268-9									m u s i	
272-9									ʔ a ɕ i s a ɴ	
276-9									ʔ a ɕ i s a ɴ	
281-9									m u s i	
304-9									ɕ i n a	
305-9									h w iː	
308-9									h a n i	
309-9									ʃ i n a	
310-9									t u b u ɴ	
311-9									h a n i	
342-9									m u s i	
346-9									ʃ i n a	
347-9									tɕ i r i	
348-9									h w iː	
351-9									t u b u ɴ	
361-9									ʔ u ts u ɴ	
379-9									ʃ i n a	
394-9									h w iː	
395-9									m iː s a ɴ	
400-9									h w iː	
412-9									h a n i	
413-9									m u s i	
414-9									h u k ui	
422-9									h u k ui	
423-9									ʃ i n a	
430-9									h a n i	
435-9									h w iː s a ɴ	
446-9									tɕ i r i	
447-9									ʔ i j u	
458-9									h u k ui	
56-9									h w iː	
62-9									h w i ɕ a	
65-9									ʃ i n a	
75-9									ʃ i n a	
96-9									m u s i	
101-9									h a n i	
114-9									tɕ i r i	
119-9									tɕ i r i	
134-9									tɕ i r i	
138-9									tɕ i r i	
146-9									ʔ a ɕ i s a ɴ	
161-9									m u s i	
171-9									ʃ i n a	
182-9									tɕ i r i	
196-9									m u ts u ɴ	
262-9									h w iː	
300-9									h w iː	
313-9									h u k ui	
350-9									ʃ i n a	
352-9									h u k ui	
396-9									h a n i	
401-9									ʔ u ts u ɴ	
420-9									ʔ u ts u ɴ	
424-9									ʔ ɴ d oː r u	
442-9									tɕ i r i	
455-9									tɕ i r i	
15-9									ʔ a n u tsː u	
22-9									n a g i j u ɴ	
24-9									m u s i	
49-9									ʔ a n u tsː u	
89-9									tɕ i r i	
14-10										k o k o
18-10										s a m ui
35-10										h i
36-10										h a r ui
48-10										n a n i
60-10										t o b u
63-10										s i ɴ z oː
64-10										k i r i
67-10										h a n e
68-10										n e t e r u
71-10										h i
76-10										h a n e
83-10										ts u n a
87-10										h a n e
95-10										m i
98-10										h a n e
99-10										k u r u
-102-10										s i ɴ z oː
103-10										ts u tɕ i
110-10										iː
116-10										m u s u b u
120-10										n o ts u
132-10										k i r i
139-10										k o s u r u
140-10										o t o k o
156-10										t a m a ŋ o
168-10										ts u tɕ i
169-10										h o k o r i
170-10										m i
173-10										i pː a i
180-10										k u r u
185-10										h i
186-10										m o ts u
187-10										m i
190-10										a s i
193-10										k i r i
194-10										s i ɴ z oː
195-10										k u r u
216-10										m a sː u r u
221-10										n a n i
239-10										m i
252-10										m i
253-10										m o ts u
254-10										m u s u b u
266-10										k a w a i
267-10										n a ŋ e r u
268-10										u s ui
272-10										a ts ui
276-10										a ts ui
281-10										m u s u b i
304-10										ts u n a
305-10										k i r i
308-10										h a n e
309-10										k u r e t a
310-10										t o b u
311-10										n i k iː
342-10										ts u tɕ i
346-10										k u r u
347-10										k i r i
348-10										h i tɕː a i
351-10										t o b u
361-10										o t o k o
379-10										k e ŋ a w a
394-10										h i tɕː a i
395-10										m i
400-10										h i tɕː a i
412-10										s a m ui
413-10										ts u n a
414-10										h o k o r i
422-10										ɕ u d e
423-10										k a ŋ e r u
430-10										h a r a w a
435-10										h e b i
446-10										s i ɴ z oː
447-10										u s ui
458-10										t o b i
56-10										h i
62-10										m i
65-10										k a w a i
70-10										t a n e
75-10										k a w a i
96-10										m i
101-10										h a n e
114-10										k u r u
119-10										k i r i
134-10										s i ɴ z oː
138-10										s i ɴ z oː
146-10										a ts ui
161-10										m i
171-10										k a w a i
182-10										k i r e r u
188-10										t a m a ŋ o
196-10										m o ts u
262-10										h i
300-10										h e b i
313-10										d oː
350-10										s i ɴ z oː
352-10										m i
396-10										h e b i
401-10										u s ui
420-10										t o b u
424-10										u s ui
442-10										s i ɴ z oː
455-10										k i r i
15-10										a ts ui
22-10										n a n i
24-10										ts u n a
49-10										n a n i
78-10										a ts ui
89-10										k i r i
130-10										m i
