ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
907	91_black	black	Sado	Sado	kuroi	k.u.r.oi	k u r o i	sado1237			Japonic	195
908	91_black	black	Oki	Oki	kureː	k.u.r.eː	k u r eː	okin1246	27.3738	128.619	Japonic	195
909	91_black	black	Kagoshima	Kagoshima	kure	k.u.r.e	k u r e	kyus1238			Japonic	195
271	28_blood	blood	Miyako	Miyako	akaʦɨ	a.k.a.ʦ.ɨ	a k a ts ɨ	miya1259	24.7564	125.363	Japonic	71
272	28_blood	blood	Tokyo	Tōkyō	ʨi	ʨ.i	tɕ i	toky1238			Japonic	71
273	28_blood	blood	Amami	Amami	ʨi	ʨ.i	tɕ i	naze1238			Japonic	71
274	28_blood	blood	Kyoto	Kyōto	ʨiː	ʨ.iː	tɕ iː	kyot1238			Japonic	71
275	28_blood	blood	Hachijo	Hachijō	ʨi	ʨ.i	tɕ i	hach1238			Japonic	71
276	28_blood	blood	Shuri	Shuri	ʨiː	ʨ.iː	tɕ iː	shur1243			Japonic	71
277	28_blood	blood	Kochi	Kōchi	ti	t.i	t i	shik1243			Japonic	71
278	28_blood	blood	Sado	Sado	ʨi	ʨ.i	tɕ i	sado1237			Japonic	71
279	28_blood	blood	Oki	Oki	ʨi	ʨ.i	tɕ i	okin1246	27.3738	128.619	Japonic	71
280	28_blood	blood	Kagoshima	Kagoshima	ʨiː	ʨ.iː	tɕ iː	kyus1238			Japonic	71
1878	190_blow	blow	Miyako	Miyako	fːu	fː.u	fː u	miya1259	24.7564	125.363	Japonic	435
1879	190_blow	blow	Tokyo	Tōkyō	huku	h.u.k.u	h u k u	toky1238			Japonic	435
1880	190_blow	blow	Amami	Amami	hukuri	h.u.k.u.r.i	h u k u r i	naze1238			Japonic	435
1881	190_blow	blow	Kyoto	Kyōto	huku	h.u.k.u	h u k u	kyot1238			Japonic	435
1882	190_blow	blow	Hachijo	Hachijō	huku	h.u.k.u	h u k u	hach1238			Japonic	435
1883	190_blow	blow	Shuri	Shuri	huʦuɴ	h.u.ʦ.u.ɴ	h u ts u ɴ	shur1243			Japonic	435
1884	190_blow	blow	Kochi	Kōchi	huku	h.u.k.u	h u k u	shik1243			Japonic	435
1885	190_blow	blow	Sado	Sado	huku	h.u.k.u	h u k u	sado1237			Japonic	435
1886	190_blow	blow	Oki	Oki	ɸuku	ɸ.u.k.u	ɸ u k u	okin1246	27.3738	128.619	Japonic	435
1887	190_blow	blow	Kagoshima	Kagoshima	hu	h.u	h u	kyus1238			Japonic	435
301	31_bone	bone	Miyako	Miyako	puni	p.u.n.i	p u n i	miya1259	24.7564	125.363	Japonic	76
302	31_bone	bone	Tokyo	Tōkyō	hone	h.o.n.e	h o n e	toky1238			Japonic	76
303	31_bone	bone	Amami	Amami	hunɨ	h.u.n.ɨ	h u n ɨ	naze1238			Japonic	76
304	31_bone	bone	Kyoto	Kyōto	hone	h.o.n.e	h o n e	kyot1238			Japonic	76
305	31_bone	bone	Hachijo	Hachijō	hone	h.o.n.e	h o n e	hach1238			Japonic	76
306	31_bone	bone	Shuri	Shuri	huni	h.u.n.i	h u n i	shur1243			Japonic	76
307	31_bone	bone	Kochi	Kōchi	hone	h.o.n.e	h o n e	shik1243			Japonic	76
308	31_bone	bone	Sado	Sado	hone	h.o.n.e	h o n e	sado1237			Japonic	76
309	31_bone	bone	Oki	Oki	ɸone	ɸ.o.n.e	ɸ o n e	okin1246	27.3738	128.619	Japonic	76
310	31_bone	bone	Kagoshima	Kagoshima	hone	h.o.n.e	h o n e	kyus1238			Japonic	76
502	51_breast	breast	Miyako	Miyako	mːifuʦɨ	mː.i.f.u.ʦ.ɨ	mː i f u ts ɨ	miya1259	24.7564	125.363	Japonic	116
503	51_breast	breast	Tokyo	Tōkyō	mune	m.u.n.e	m u n e	toky1238			Japonic	116
504	51_breast	breast	Amami	Amami	munɨ	m.u.n.ɨ	m u n ɨ	naze1238			Japonic	116
505	51_breast	breast	Kyoto	Kyōto	mune	m.u.n.e	m u n e	kyot1238			Japonic	116
506	51_breast	breast	Hachijo	Hachijō	mune	m.u.n.e	m u n e	hach1238			Japonic	116
507	51_breast	breast	Shuri	Shuri	ɴni	ɴ.n.i	ɴ n i	shur1243			Japonic	116
508	51_breast	breast	Kochi	Kōchi	mune	m.u.n.e	m u n e	shik1243			Japonic	116
509	51_breast	breast	Sado	Sado	mune	m.u.n.e	m u n e	sado1237			Japonic	116
510	51_breast	breast	Oki	Oki	ɴne	ɴ.n.e	ɴ n e	okin1246	27.3738	128.619	Japonic	116
511	51_breast	breast	Kagoshima	Kagoshima	muine	m.ui.n.e	m ui n e	kyus1238			Japonic	116
830	84_burn	burn	Miyako	Miyako	muiɭ	m.ui.ɭ	m ui ɭ	miya1259	24.7564	125.363	Japonic	186
831	84_burn	burn	Tokyo	Tōkyō	moeru	m.oe.r.u	m o e r u	toky1238			Japonic	186
832	84_burn	burn	Amami	Amami	meːruri	m.eː.r.u.r.i	m eː r u r i	naze1238			Japonic	186
833	84_burn	burn	Kyoto	Kyōto	moeru	m.oe.r.u	m o e r u	kyot1238			Japonic	186
834	84_burn	burn	Hachijo	Hachijō	mieru	m.ie.r.u	m i e r u	hach1238			Japonic	186
835	84_burn	burn	Shuri	Shuri	meːjuɴ	m.eː.j.u.ɴ	m eː j u ɴ	shur1243			Japonic	186
836	84_burn	burn	Kochi	Kōchi	moeru	m.oe.r.u	m o e r u	shik1243			Japonic	186
837	84_burn	burn	Sado	Sado	moeru	m.oe.r.u	m o e r u	sado1237			Japonic	186
838	84_burn	burn	Oki	Oki	moeru	m.oe.r.u	m o e r u	okin1246	27.3738	128.619	Japonic	186
839	84_burn	burn	Kagoshima	Kagoshima	moiju	m.oi.j.u	m o i j u	kyus1238			Japonic	186
1491	151_child	child	Miyako	Miyako	jarabi	j.a.r.a.b.i	j a r a b i	miya1259	24.7564	125.363	Japonic	345
1492	151_child	child	Tokyo	Tōkyō	kodomo	k.o.d.o.m.o	k o d o m o	toky1238			Japonic	344
1493	151_child	child	Amami	Amami	warabɨ	w.a.r.a.b.ɨ	w a r a b ɨ	naze1238			Japonic	345
1494	151_child	child	Kyoto	Kyōto	kodomo	k.o.d.o.m.o	k o d o m o	kyot1238			Japonic	344
1495	151_child	child	Hachijo	Hachijō	kodomo	k.o.d.o.m.o	k o d o m o	hach1238			Japonic	344
1496	151_child	child	Shuri	Shuri	warabi	w.a.r.a.b.i	w a r a b i	shur1243			Japonic	345
1497	151_child	child	Kochi	Kōchi	kodomo	k.o.d.o.m.o	k o d o m o	shik1243			Japonic	344
1498	151_child	child	Sado	Sado	kodomo	k.o.d.o.m.o	k o d o m o	sado1237			Japonic	344
1499	151_child	child	Oki	Oki	kodomo	k.o.d.o.m.o	k o d o m o	okin1246	27.3738	128.619	Japonic	344
1500	151_child	child	Kagoshima	Kagoshima	koidoɴ	k.oi.d.o.ɴ	k o i d o ɴ	kyus1238			Japonic	344
442	45_claw	claw	Miyako	Miyako	ʦɨmi	ʦ.ɨ.m.i	ts ɨ m i	miya1259	24.7564	125.363	Japonic	103
443	45_claw	claw	Tokyo	Tōkyō	ʦume	ʦ.u.m.e	ts u m e	toky1238			Japonic	103
444	45_claw	claw	Amami	Amami	ʦɨmɨ	ʦ.ɨ.m.ɨ	ts ɨ m ɨ	naze1238			Japonic	103
445	45_claw	claw	Kyoto	Kyōto	ʦume	ʦ.u.m.e	ts u m e	kyot1238			Japonic	103
446	45_claw	claw	Hachijo	Hachijō	ʦume	ʦ.u.m.e	ts u m e	hach1238			Japonic	103
447	45_claw	claw	Shuri	Shuri	ɕimi	ɕ.i.m.i	ɕ i m i	shur1243			Japonic	103
448	45_claw	claw	Kochi	Kōchi	tume	t.u.m.e	t u m e	shik1243			Japonic	103
449	45_claw	claw	Sado	Sado	ʦume	ʦ.u.m.e	ts u m e	sado1237			Japonic	103
450	45_claw	claw	Oki	Oki	ʦume	ʦ.u.m.e	ts u m e	okin1246	27.3738	128.619	Japonic	103
451	45_claw	claw	Kagoshima	Kagoshima	ʦuime	ʦ.ui.m.e	ts ui m e	kyus1238			Japonic	103
790	80_cloud	cloud	Miyako	Miyako	fumu	f.u.m.u	f u m u	miya1259	24.7564	125.363	Japonic	180
791	80_cloud	cloud	Tokyo	Tōkyō	kumo	k.u.m.o	k u m o	toky1238			Japonic	180
792	80_cloud	cloud	Amami	Amami	kumo	k.u.m.o	k u m o	naze1238			Japonic	180
793	80_cloud	cloud	Kyoto	Kyōto	kumo	k.u.m.o	k u m o	kyot1238			Japonic	180
794	80_cloud	cloud	Hachijo	Hachijō	kumo	k.u.m.o	k u m o	hach1238			Japonic	180
795	80_cloud	cloud	Shuri	Shuri	kumu	k.u.m.u	k u m u	shur1243			Japonic	180
796	80_cloud	cloud	Kochi	Kōchi	kumo	k.u.m.o	k u m o	shik1243			Japonic	180
797	80_cloud	cloud	Sado	Sado	kumo	k.u.m.o	k u m o	sado1237			Japonic	180
798	80_cloud	cloud	Oki	Oki	kumo	k.u.m.o	k u m o	okin1246	27.3738	128.619	Japonic	180
799	80_cloud	cloud	Kagoshima	Kagoshima	kumo	k.u.m.o	k u m o	kyus1238			Japonic	180
930	94_cold	cold	Miyako	Miyako	piʃi	p.i.ʃ.i	p i ʃ i	miya1259	24.7564	125.363	Japonic	201
931	94_cold	cold	Tokyo	Tōkyō	samui	s.a.m.ui	s a m ui	toky1238			Japonic	203
932	94_cold	cold	Amami	Amami	higurusari	h.i.g.u.r.u.s.a.r.i	h i g u r u s a r i	naze1238			Japonic	201
933	94_cold	cold	Kyoto	Kyōto	sabui	s.a.b.ui	s a b ui	kyot1238			Japonic	203
934	94_cold	cold	Hachijo	Hachijō	kogiete	k.o.g.ie.t.e	k o g i e t e	hach1238			Japonic	202
935	94_cold	cold	Shuri	Shuri	hwiːsaɴ	h.w.iː.s.a.ɴ	h w iː s a ɴ	shur1243			Japonic	201
936	94_cold	cold	Kochi	Kōchi	hijai	h.i.j.ai	h i j a i	shik1243			Japonic	201
937	94_cold	cold	Sado	Sado	samui	s.a.m.ui	s a m ui	sado1237			Japonic	203
938	94_cold	cold	Oki	Oki	sabiː	s.a.b.iː	s a b iː	okin1246	27.3738	128.619	Japonic	203
939	94_cold	cold	Kagoshima	Kagoshima	sami	s.a.m.i	s a m i	kyus1238			Japonic	203
650	66_come	come	Miyako	Miyako	fuː	f.uː	f uː	miya1259	24.7564	125.363	Japonic	147
651	66_come	come	Tokyo	Tōkyō	kuru	k.u.r.u	k u r u	toky1238			Japonic	149
652	66_come	come	Amami	Amami	xuri	x.u.r.i	x u r i	naze1238			Japonic	149
653	66_come	come	Kyoto	Kyōto	kuru	k.u.r.u	k u r u	kyot1238			Japonic	149
654	66_come	come	Hachijo	Hachijō	kuru	k.u.r.u	k u r u	hach1238			Japonic	149
655	66_come	come	Shuri	Shuri	ʦuːɴ	ʦ.uː.ɴ	ts uː ɴ	shur1243			Japonic	148
656	66_come	come	Kochi	Kōchi	kuru	k.u.r.u	k u r u	shik1243			Japonic	149
657	66_come	come	Sado	Sado	kuru	k.u.r.u	k u r u	sado1237			Japonic	149
658	66_come	come	Oki	Oki	kuru	k.u.r.u	k u r u	okin1246	27.3738	128.619	Japonic	149
659	66_come	come	Kagoshima	Kagoshima	ku	k.u	k u	kyus1238			Japonic	149
1671	169_correctright	correct (right)	Miyako	Miyako	atariːduːɭ	a.t.a.r.iː.d.uː.ɭ	a t a r iː d uː ɭ	miya1259	24.7564	125.363	Japonic	392
1672	169_correctright	correct (right)	Tokyo	Tōkyō	iː	iː	iː	toky1238			Japonic	387
1673	169_correctright	correct (right)	Amami	Amami	iʨːari	i.ʨː.a.r.i	i tɕː a r i	naze1238			Japonic	390
1674	169_correctright	correct (right)	Kyoto	Kyōto	eː	eː	eː	kyot1238			Japonic	387
1675	169_correctright	correct (right)	Hachijo	Hachijō	jokːja	j.o.kː.j.a	j o kː j a	hach1238			Japonic	393
1676	169_correctright	correct (right)	Shuri	Shuri	jutaɕaɴ	j.u.t.a.ɕ.a.ɴ	j u t a ɕ a ɴ	shur1243			Japonic	391
