COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
415-2		u s u kʲ a								
451-2		tɕ i tɕ i								
456-2		h a n e								
72-2		h oː r u								
80-2		h a r a								
104-2		h a r a								
118-2		ɕ oː r u								
150-2		h e b u m e								
204-2		h a r a								
14-3			k o s u							
18-3			k a i n e							
35-3			h u t e							
36-3			h a r u							
48-3			n a g u							
60-3			o t o k o							
63-3			s a m i							
64-3			k oː i							
67-3			h a r a							
68-3			n a g u							
71-3			ui s i							
76-3			h iː							
83-3			ui s i							
87-3			h a r a							
95-3			m i z u ɴ							
98-3			h a r a							
99-3			k ui r u							
-102-3			s a m i							
103-3			n i k e							
110-3			t e							
116-3			n a iː							
120-3			s u i u							
132-3			k o s u							
139-3			k o k o							
140-3			o k o							
156-3			n a iː							
168-3			k ui r u							
169-3			h iː							
170-3			m i ɕ k e							
173-3			i k e							
180-3			k ui r u							
185-3			h e							
186-3			m i z u ɴ							
187-3			m i z u ɴ							
190-3			a s i k o							
193-3			k o k o							
194-3			s a m i							
195-3			k o s u							
216-3			n a iː							
221-3			n a g u							
239-3			k a ɴ							
252-3			m i ɕ k e							
253-3			d o k o							
254-3			k ui r u							
266-3			k a i n e							
267-3			n a g u							
268-3			m iː							
272-3			h a r a							
276-3			a ɕ							
281-3			m i ɕ k e							
304-3			ts u r e							
305-3			s u i u							
308-3			h a r a							
309-3			k ui r u							
310-3			j o k o							
311-3			n a iː							
342-3			o iː							
346-3			k oː i							
347-3			k oː							
348-3			h iː							
351-3			t e i							
361-3			o i d o ɴ							
379-3			k ui r u							
394-3			h a r a							
395-3			m i ɕ k e							
400-3			h a r a							
412-3			s a m i							
413-3			k i r e ɴ							
414-3			h iː							
422-3			ts u r e							
423-3			k a i n e							
430-3			h a r a							
435-3			h iː							
446-3			s a m i							
447-3			k i r e ɴ							
458-3			ui s i							
56-3			h iː							
62-3			k a ɴ							
65-3			k a ɴ ts u							
70-3			n a iː							
75-3			k a ɴ ts u							
96-3			n a iː							
101-3			h a r a							
114-3			k ui r u							
119-3			k oː i							
134-3			s a m i							
138-3			s a m i							
146-3			a ɕ							
161-3			ui s i							
171-3			k a ɴ ts u							
182-3			k a ɴ							
188-3			a ɕ							
262-3			h a r a							
300-3			h a r a							
313-3			k oː							
350-3			s u nː e							
352-3			tɕ i ɴ k e							
396-3			h a r a							
401-3			o iː							
420-3			o i d o ɴ							
424-3			ui s i							
442-3			s a m i							
455-3			k i r e ɴ							
15-3			a i n e							
22-3			n a g u							
49-3			o k aː h a							
78-3			h a r a							
89-3			k oː							
130-3			m a sː u g u							
149-3			k ui r u							
175-3			s a m i							
183-3			h a r a							
192-3			a ɕ							
199-3			a ɕ							
230-3			a i n e							
233-3			h a r a							
250-3			tɕ i ɴ k e							
264-3			k i r e							
274-3			n a iː							
298-3			k a i n e							
303-3			h a r a							
314-3			m i ɕ k e							
354-3			h a r a							
369-3			k oː i							
376-3			k a i n e							
418-3			n a iː							
456-3			i k e ɴ							
59-3			d o k o							
72-3			k a ɴ ts u							
80-3			h a r a							
104-3			a s i k o							
118-3			s a m i							
142-3			d o k o							
150-3			n a g u							
204-3			a ɕ							
14-4				k o k o						
18-4				s e r a						
35-4				h e b i						
36-4				h e b i						
48-4				n a n i						
60-4				d o k o						
63-4				s e n a k a						
64-4				k o s i						
67-4				h a r a						
68-4				n e r u						
71-4				u s ui						
76-4				h e b i						
83-4				t u t i						
87-4				h a r a						
95-4				m i						
98-4				h a r a						
99-4				k oː r u						
-102-4				s i j o						
103-4				u d e						
110-4				k i						
116-4				m i						
120-4				s u r u						
132-4				k oː r u						
139-4				k o d o m o						
140-4				o t o k o						
156-4				h a r a						
168-4				d oː						
169-4				h i						
170-4				m i						
173-4				i k e						
180-4				k o s u r u						
185-4				h e b i						
186-4				m i						
187-4				m i						
190-4				a s i						
193-4				k o s u r u						
194-4				s i j o						
195-4				k oː r u						
216-4				m a g u						
221-4				n a m i						
239-4				d e						
252-4				m i						
253-4				d o						
254-4				t u t i						
266-4				k oː r i						
267-4				n a n i						
268-4				u d e						
272-4				a s i						
276-4				a s i						
281-4				m i						
304-4				t u dʑ i						
305-4				t u t i						
308-4				h a r a						
309-4				k a w a i						
310-4				t o k o						
311-4				n a m i						
342-4				t u t i						
346-4				k oː r u						
347-4				k oː r u						
348-4				h i k e						
351-4				d o k o						
361-4				u d e						
379-4				k a n a i						
394-4				h i j a i						
395-4				n a m i						
400-4				h a r a						
412-4				s e n a k a						
413-4				s u w a r u						
414-4				h e b i						
422-4				h u t o i						
423-4				k a n a i						
430-4				h a r a						
435-4				h e b i						
446-4				s i j o						
447-4				u r e						
458-4				t o k o						
56-4				h e b i						
62-4				n e r u						
65-4				k a n a i						
70-4				n a n i						
75-4				k a n a i						
96-4				m i						
101-4				h a r a						
114-4				k oː r u						
119-4				k o s i						
134-4				s i j o						
138-4				s u w a r u						
146-4				a k o						
161-4				u d e						
171-4				k a n a i						
182-4				k oː r u						
188-4				h a r a						
196-4				d o k o						
262-4				h e b i						
300-4				h e b i						
313-4				d oː						
350-4				s i j o						
352-4				t u t i						
396-4				h e b i						
424-4				u s ui						
442-4				s i j o						
455-4				i k e						
15-4				a k a						
22-4				n a n i						
24-4				m i z o i						
49-4				k i m a i						
78-4				a s u r u						
89-4				k oː r i						
130-4				m i						
149-4				k oː r u						
175-4				s u b e r u						
183-4				h e b i						
192-4				a k o						
199-4				a k o						
230-4				a k o						
233-4				a s i r aː						
250-4				h oː r i						
264-4				k i m o						
274-4				n a n i						
298-4				k a w a i						
303-4				h a r a						
354-4				a s i						
369-4				k oː r u						
415-4				t u t i						
418-4				n e r u						
451-4				h i j a i						
456-4				k i m o						
59-4				k i m o						
72-4				n a n i						
80-4				a s i						
104-4				a k a						
142-4				d o k o						
150-4				n e r u						
204-4				n a m i						
14-5					k oː r i					
18-5					t e ɴ					
35-5					h o r u					
36-5					h a n e					
48-5					h a n e					
60-5					d o k o					
63-5					s a b ui					
64-5					k oː r i					
67-5					h a r a					
68-5					t e ɴ					
71-5					eː					
76-5					h i z a					
83-5					ts u tɕ i					
87-5					h a n e					
95-5					m i dʑ i ɴ					
98-5					h a n e					
99-5					k oː r i					
-102-5					s a b ui					
103-5					h e ɴ					
110-5					t e ɴ					
116-5					m iː					
120-5					s uː					
132-5					k oː r i					
139-5					k o d o m o					
140-5					o t o k o					
156-5					t a ɴ					
168-5					ts u tɕ i					
169-5					h o s uː					
170-5					m o ts u					
173-5					ts u tɕ i					
180-5					k o s u r u					
185-5					h i z a					
186-5					m o ts u					
187-5					m iː					
190-5					a s i					
193-5					k oː r i					
194-5					s i o					
195-5					k oː r i					
216-5					h a n e					
221-5					n a n i					
239-5					m iː					
252-5					m o ts u					
253-5					m o ts u					
254-5					ts u r u					
266-5					k a n i					
267-5					n a n i					
268-5					eː					
272-5					h a n e					
276-5					a s i					
281-5					m iː					
304-5					ts u tɕ i					
305-5					ts u tɕ i					
308-5					h a n e					
309-5					k u tɕ i ɴ					
310-5					m o ts u					
311-5					t e ɴ					
342-5					d oː					
346-5					k oː r i					
347-5					k oː r i					
348-5					h i z a					
351-5					m iː					
361-5					m o ts u					
379-5					k a k a					
394-5					h a r i					
395-5					m iː					
400-5					h a n e					
412-5					s a b ui					
413-5					ts u tɕ i					
414-5					m o ts u					
422-5					h a r u					
423-5					k a k a					
430-5					h a n e					
435-5					m o ts u					
446-5					s a b ui					
447-5					eː					
458-5					m o ts u					
56-5					h o r u					
62-5					t e ɴ					
65-5					k a k a					
70-5					t e ɴ					
75-5					k a k a					
96-5					m iː					
101-5					h a r a					
114-5					k oː r i					
119-5					k o s i					
134-5					s a b ui					
138-5					s a b ui					
146-5					a s i					
161-5					m iː					
171-5					k a k a					
182-5					k u tɕ i ɴ					
188-5					h a r a					
196-5					m o ts u					
262-5					h i z a					
300-5					h o r u					
313-5					eː iː					
350-5					s i o					
352-5					tɕ iː s a i					
396-5					h i z a					
401-5					u s ui					
420-5					m o ts u					
424-5					u s ui					
455-5					h i r i					
15-5					a n i					
22-5					n a n i					
24-5					h a n e					
49-5					h a n e					
78-5					a s i					
89-5					k oː r i					
130-5					m iː					
149-5					k oː r u					
175-5					s u w a i t a					
183-5					h i z a					
192-5					a s i					
199-5					h a n e					
230-5					a ɴ t a					
233-5					a ɴ t a					
250-5					h o s u r u					
264-5					k i r a ɴ					
274-5					n a n i					
298-5					k a n i					
303-5					h a n a					
314-5					m iː					
369-5					k i r e h e ɴ					
376-5					a s i					
415-5					m o ts u					
418-5					t e ɴ					
451-5					t o k o					
72-5					n a n i					
80-5					t a ɴ					
104-5					a s i					
118-5					s e b ui					
142-5					m o ts u					
150-5					n e r u					
204-5					h i z a					
14-6						u k u				
18-6						u k u				
35-6						u d i				
36-6						u d a				
48-6						t i n				
60-6						m u ts ɨ				
63-6						m ɨː				
64-6						u k u				
67-6						u k u				
68-6						n i v				
71-6						m u ts ɨ				
76-6						u k u				
83-6						u d a				
87-6						u d a				
95-6						m u ts ɨ				
98-6						u d a				
99-6						u k u				
-102-6						s u b a				
103-6						u d a				
110-6						t i n				
116-6						m ɨː				
120-6						m ɨː				
132-6						u k u				
139-6						u k u				
140-6						u k u				
156-6						t i n				
168-6						m u ts ɨ				
169-6						m u ts ɨ				
170-6						m ɨː				
173-6						t i n				
180-6						m u ts ɨ				
185-6						t i n				
186-6						m ɨː				
187-6						m u ts ɨ				
190-6						u k u				
193-6						u k u				
194-6						m ɨː				
195-6						u k u				
216-6						m ɨː				
221-6						m i v				
239-6						u d a				
252-6						m u ts ɨ				
253-6						m u ts ɨ				
254-6						u d a				
266-6						u k u				
267-6						n i v				
268-6						u k u				
272-6						u d i				
276-6						u k u				
281-6						m ɨː				
304-6						m ɨː				
305-6						u d a				
308-6						u d a				
309-6						u k u				
310-6						m u ts ɨ				
311-6						t i n				
342-6						u k u				
346-6						u k u				
347-6						u k u				
348-6						m u ts ɨ				
351-6						m u ts ɨ				
361-6						m u ts ɨ				
379-6						u k u				
394-6						u d a				
395-6						m ɨː				
400-6						u k u				
412-6						n i v				
413-6						u k u				
414-6						u k u				
422-6						u k u				
423-6						u k u				
430-6						u k u				
435-6						u d a				
446-6						m ɨː				
447-6						u k u				
458-6						b u t u				
56-6						m u ts ɨ				
62-6						u k u				
65-6						u k u				
70-6						t i n				
75-6						u k u				
96-6						m ɨː				
101-6						u d a				
119-6						m ɨː				
134-6						m ɨː				
138-6						m ɨː				
146-6						u d i				
171-6						u k u				
182-6						m ɨː				
188-6						t i n				
196-6						m u ts ɨ				
401-6						u k u				
420-6						u k u				
442-6						n i v				
24-6						t i n				
78-6						m u ts ɨ				
130-6						m ɨː				
192-6						m u ts ɨ				
199-6						u d a				
250-6						m u ts ɨ				
264-6						u k d a				
314-6						m u ts ɨ				
369-6						u d i				
418-6						n i v				
451-6						m u ts ɨ				
456-6						u k u				
59-6						u k u				
14-7							k uː			
18-7							k a m u			
35-7							m o ts u			
36-7							ɸ u t eː			
48-7							h a n e			
60-7							m o ts u			
63-7							s i o			
64-7							k uː			
67-7							ɸ a r a			
68-7							t e ɴ			
71-7							eː			
76-7							m o ts u			
83-7							m o ts u			
87-7							h a n e			
95-7							m i			
98-7							h a n e			
99-7							k i tɕ i			
-102-7							s a b iː			
103-7							tɕ i tɕ i			
110-7							t e ɴ			
116-7							m e ts u			
120-7							m o ts u			
132-7							k uː			
139-7							k o m o			
140-7							o t o k o			
156-7							t e ɴ			
168-7							tɕ i tɕ i			
169-7							ɸ i o			
170-7							m e ts u			
173-7							a s i			
180-7							k o d o m o			
185-7							ɸ a r a			
186-7							m o ts u			
187-7							m i			
190-7							a s i			
193-7							k oː r i			
194-7							s i o			
195-7							k u tɕ i tɕ i			
216-7							ɸ a r a			
221-7							n a n i			
239-7							t e ɴ			
252-7							m i			
253-7							m o ts u			
254-7							t e ɴ			
266-7							k a m u			
267-7							n a n e			
268-7							o d e			
272-7							h a n e			
276-7							a s u k o			
281-7							m o ts u			
304-7							tɕ i tɕ i			
305-7							tɕ i tɕ i			
308-7							h a n e			
309-7							k a m u			
310-7							m o ts u			
311-7							m i			
342-7							o s iː			
346-7							k i r e ɴ			
347-7							k i r e ɴ			
348-7							ɸ u t eː			
351-7							d o ŋ e			
361-7							o t o k o			
379-7							k i r e ɴ			
394-7							ɸ a r a			
395-7							m a			
400-7							ɸ a r a			
412-7							s a b iː			
413-7							k a m u			
414-7							ɸ u t eː			
422-7							o r e r u			
423-7							k a m u			
430-7							h a n e			
435-7							ɸ u t eː			
446-7							s i			
447-7							o d e			
458-7							m o ts u			
56-7							m o ts u			
62-7							m i			
65-7							k a k a			
70-7							h a n e			
75-7							k a k a			
96-7							t e ɴ			
101-7							ɸ a r a			
114-7							k u tɕ i tɕ i			
134-7							s i o			
138-7							s i o			
146-7							a s u r u			
161-7							m o ts u			
171-7							k a k a			
182-7							k i r e ɴ			
188-7							ɸ a r a			
196-7							m o ts u			
262-7							ɸ u z a			
300-7							ɸ u t eː			
313-7							o d e			
350-7							s i o			
352-7							k a m i			
396-7							ɸ u z a			
401-7							o s iː			
420-7							k o s u r u			
424-7							o s iː			
442-7							s a b iː			
455-7							k a m u			
15-7							a s i			
22-7							n a n i			
24-7							m a			
78-7							a s u k o			
89-7							k oː r i			
130-7							m i			
149-7							k oː r u			
175-7							s a b iː			
183-7							ɸ u t eː			
192-7							a s i			
230-7							a s i			
233-7							a s u k o			
250-7							ɸ u t eː			
274-7							n a n i			
298-7							k i r e ɴ			
303-7							ɸ a r a			
314-7							m o ts u			
354-7							a s i			
369-7							k i r e ɴ			
376-7							n a n i			
415-7							m o ts u			
418-7							n a ŋ e			
451-7							d o k eː			
456-7							h a n e			
59-7							m o ts u			
72-7							s i			
80-7							ɸ a r a			
104-7							a s i			
118-7							s i o			
142-7							m o ts u			
150-7							n e r u			
204-7							ɸ a r a			
14-8								k o k o		
18-8								s a m ui		
35-8								m a sː u g u		
36-8								m a sː u g u		
48-8								n a n i		
60-8								m o ts u		
63-8								s a m ui		
64-8								k oː r i		
67-8								h a r a		
68-8								n a n i		
71-8								m i		
76-8								h a r a		
83-8								ts u tɕ i		
87-8								n a n i		
95-8								m i		
98-8								n a n i		
99-8								k u s a ɴ		
-102-8								s a m ui		
103-8								u d e		
110-8								eː		
116-8								m a sː u g u		
120-8								m o ts u		
132-8								k oː r u		
139-8								k o d o m o		
140-8								o t o k o		
156-8								m a sː u g u		
168-8								ts u tɕ i		
169-8								m i		
170-8								m a sː u g u		
173-8								i k e		
180-8								k o s a i		
185-8								h e b i		
186-8								m o ts u		
187-8								m i		
190-8								a k a		
193-8								k o k o		
194-8								s a m ui		
195-8								k uː		
216-8								m a sː u g u		
221-8								n a n i		
239-8								u ɴ d a		
252-8								m a sː u g u		
253-8								m o ts u		
254-8								u ɴ d a		
266-8								k aː s a ɴ		
267-8								n a g e r u		
268-8								u ɴ d a		
272-8								a t a r a		
276-8								a t a r a		
281-8								m o ts u		
304-8								ts u tɕ i		
305-8								u d e		
308-8								n a n i		
309-8								k u s a ɴ		
310-8								o tː o		
311-8								n e		
342-8								m o ts u		
346-8								k aː s a ɴ		
347-8								k oː r u		
348-8								h i z a		
351-8								m o ts u		
361-8								u ɴ d a		
379-8								k aː s a ɴ		
394-8								h a r a		
395-8								m i		
400-8								h a r a		
412-8								n a g e r u		
413-8								ts u tɕ i		
414-8								m o ts u		
422-8								m a sː u g u		
423-8								k a g u		
430-8								h a r a		
435-8								h e r a		
446-8								s a m ui		
447-8								u d e		
458-8								m o j a		
62-8								i k e		
65-8								k a m i		
70-8								n a g e r u		
75-8								k aː s a ɴ		
96-8								m i		
101-8								h a r a		
114-8								k oː r i		
119-8								k o s i o		
134-8								s a m ui		
138-8								s a m ui		
146-8								h a r a		
161-8								eː		
171-8								k a m i		
182-8								k oː r i		
188-8								h a r a		
196-8								m o ts u		
262-8								h a r a		
300-8								h e b i		
313-8								oː k iː		
350-8								s e n a k a		
352-8								s a m ui		
396-8								h e b i		
401-8								u s ui		
420-8								m o ts u		
424-8								u s ui		
442-8								s a m ui		
455-8								i k e		
15-8								n a n i		
22-8								n a n i		
24-8								m a g a i		
49-8								j a m ui		
78-8								a t a m a		
89-8								k oː r i		
130-8								m i		
149-8								k oː r u		
175-8								s a m ui		
183-8								h i z a		
192-8								a k o		
199-8								a t e r a		
230-8								a t e r a		
233-8								a t a m a		
250-8								s uː		
274-8								n a g e r u		
298-8								k aː s a ɴ		
303-8								h a r a		
314-8								m o j a		
354-8								a t a m a		
376-8								s a m ui		
415-8								m o ts u		
418-8								n a n i		
451-8								d o k o		
59-8								m o ts u		
72-8								n a g e r u		
80-8								s a m ui		
104-8								a t a m a		
118-8								s a m ui		
150-8								n a g e r u		
204-8								n a n i		
14-9									k uː j u ɴ	
18-9									h a n i	
35-9									m u ts u ɴ	
36-9									h a n i	
48-9									n a g i b u ɴ	
60-9									t iː	
63-9									h a n i	
64-9									ʃ i b a	
67-9									h a n i	
68-9									n i ɴ	
71-9									t iː	
76-9									h a n i	
83-9									m u ts u ɴ	
87-9									h a n i	
95-9									m iː s a ɴ	
98-9									h a n i	
99-9									ʃ i b a	
-102-9									ts aː	
103-9									ʃ i b a	
110-9									t iː	
116-9									m u ts u ɴ	
120-9									m iː s a ɴ	
132-9									k uː j u ɴ	
139-9									tɕ i m u	
140-9									m u ts u ɴ	
156-9									h a n i	
168-9									m u ts u ɴ	
169-9									m iː s a ɴ	
170-9									m u ts u ɴ	
173-9									m iː s a ɴ	
180-9									m u ts u ɴ	
185-9									h a n i	
186-9									m u ts u ɴ	
187-9									m iː	
190-9									h a n i	
193-9									g a ɕ u ɴ	
194-9									h a n i	
195-9									ʃ i b a	
216-9									h a n i	
221-9									h a n i	
239-9									m u ts u ɴ	
252-9									m iː s a ɴ	
253-9									m u ts u ɴ	
254-9									ʃ i b a	
266-9									k a dʒ a ɕ u ɴ	
267-9									n a g i j u ɴ	
268-9									m u ts u ɴ	
272-9									h a n i	
276-9									n a g i j u ɴ	
281-9									m iː s a ɴ	
304-9									ʃ i b a	
305-9									m u ts u ɴ	
308-9									h a n i	
309-9									ʃ i b a	
310-9									t iː	
311-9									h a n i	
342-9									m u ts u ɴ	
346-9									ʃ i b a	
347-9									ʃ i b a	
348-9									h a n i	
351-9									m iː s a ɴ	
361-9									m u ts u ɴ	
379-9									ʃ i b a	
394-9									h a n i	
395-9									h a n i	
400-9									h a n i	
412-9									h a n i	
413-9									ʃ i b a	
414-9									h a n i	
422-9									ʃ i b a	
423-9									n a g i j u ɴ	
430-9									h a n i	
435-9									ʃ i b a	
446-9									ʃ i b a	
447-9									ʃ i b a	
458-9									t u t u	
56-9									h a n i	
62-9									h a n i	
65-9									ʃ i b a	
75-9									ʃ i b a	
96-9									m iː	
101-9									h a n i	
114-9									ʃ i b a	
119-9									tɕ i p u	
134-9									ʃ i b a	
138-9									ɕ a n i	
146-9									n a g i j u ɴ	
161-9									m u ts u ɴ	
171-9									ʃ i b a	
182-9									ʃ i b a	
196-9									m u ts u ɴ	
262-9									h a n i	
300-9									h a n i	
313-9									t iː	
350-9									t i ɴ	
352-9									m iː s a ɴ	
396-9									ʃ i b a	
401-9									m u ts u ɴ	
420-9									ʃ u ɴ	
424-9									m u ts u ɴ	
442-9									h a n i	
455-9									h a n i	
15-9									h a n i	
22-9									h a n i	
24-9									h a n i	
49-9									h a n i	
89-9									ʃ i b a	
175-9									ʃ i b a	
183-9									h a n i	
199-9									h a n i	
230-9									h a n i	
233-9									h a n i	
264-9									k uː j u ɴ	
274-9									n i ɴ z u ɴ	
314-9									m iː s a ɴ	
354-9									h a n i	
376-9									n a g i j u ɴ	
415-9									m u ts u ɴ	
451-9									h a n i	
456-9									ʃ i b a	
59-9									m iː	
142-9									m u ts u ɴ	
14-10										k o k o
18-10										h a n e
35-10										m o ts u
36-10										h a b i
48-10										n a n i
60-10										m o ts u
63-10										s a m ui
64-10										k oː r i
67-10										h e b i
68-10										n a i
71-10										h e b i
76-10										h e b i
83-10										m o ts u
87-10										h a n a
95-10										m i
98-10										h a n e
99-10										k oː r u
-102-10										s a m ui
103-10										m o ts u
110-10										iː
116-10										m i
120-10										m o ts u
132-10										k oː r i
139-10										k o d o m o
140-10										d o k o
156-10										t a m a
168-10										ts u tɕ i
169-10										m i
170-10										m o ts u
173-10										m i
180-10										k o s u r u
185-10										h e b i
186-10										m o ts u
187-10										m o ts u
190-10										a s i
193-10										k oː r i
194-10										s i o
195-10										k oː r i
216-10										m a sː u n a i
221-10										n a n i
239-10										m i
252-10										m o ts u
253-10										m o ts u
254-10										m o ts u
266-10										k a n a i
267-10										n a ŋ e r u
268-10										m o ts u
272-10										h a n e
276-10										a s i
281-10										m o ts u
304-10										ts u tɕ i
305-10										h e b i
308-10										h a n e
309-10										k a w a i
310-10										m o ts u
311-10										n a n i
342-10										d oː
346-10										k oː r i
347-10										k oː r i
348-10										h e b i
351-10										m o ts u
361-10										m o ts u
379-10										k a w a i t a
394-10										h e b i
395-10										m i
400-10										h a b i
412-10										s a m ui
413-10										m o ts u
414-10										m i
422-10										m a sː u
423-10										k a w a i
430-10										h a n e
435-10										h e b i
446-10										s a m ui
447-10										iː
458-10										m o ts u
56-10										h e b i
62-10										h e b i
65-10										k a w a i
70-10										h a n e
75-10										k a m i
96-10										m uː
101-10										h e b i
114-10										k oː r u
119-10										k oː r i
134-10										s uː
138-10										s uː
146-10										h a n e
161-10										m o ts u
171-10										k a w a i
182-10										k oː r i
188-10										h a b i
196-10										m o ts u
262-10										h e b i
300-10										h a b i
313-10										d oː
350-10										s uː
352-10										tɕ i tɕː a i
396-10										h e b i
