COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
352-1	k i r i									
396-1	k i r i									
401-1	ʔ u θ u r i									
420-1	ʔ u θ u r i									
424-1	ʔ u θ u r i									
442-1	ʔ u θ u r i									
455-1	ʔ u θ u r i									
15-1	h i									
49-1	ʔ u θ u r i									
130-1	k u r i									
149-1	ʔ i									
175-1	ʔ u θ u r i									
199-1	ʔ u θ u r i									
230-1	ʔ u θ u r i									
233-1	ʔ u θ u r i									
264-1	h i									
274-1	ʔ u θ u r i									
298-1	k i r i									
303-1	h a ɴ									
354-1	k i r i									
369-1	k i r i									
376-1	k i r i									
415-1	m u θ u r i									
418-1	ʔ u θ u r i									
456-1	h i									
59-1	ʔ u θ u r i									
118-1	k i r i									
142-1	ʔ u θ u r i									
14-2		k o k o								
18-2		h a								
35-2		k oː r u								
36-2		h a e								
48-2		h a								
60-2		k o k o								
63-2		k oː r u								
64-2		k oː r u								
67-2		h a								
68-2		k oː r u								
71-2		k oː r u								
76-2		k o k o								
83-2		k o								
87-2		h a								
95-2		k oː r i								
98-2		h a								
99-2		k oː r u								
-102-2		h a								
103-2		k oː r u								
110-2		k oː r u								
116-2		m a								
120-2		k o k o								
132-2		k oː r u								
139-2		k o k o								
140-2		k o k o								
156-2		h a e								
168-2		k oː r u								
169-2		k o k o								
170-2		m i								
173-2		m i dʑ i								
180-2		k o k o								
185-2		k oː r u								
186-2		k oː r u								
187-2		m i								
190-2		h a								
193-2		k o k o								
194-2		k o k o								
195-2		k o k o								
216-2		k a k a								
221-2		h a								
239-2		k oː r u								
252-2		m i								
253-2		k o k o								
254-2		k o k o								
266-2		h a								
267-2		h a r u								
268-2		m i								
272-2		h a								
276-2		h a								
281-2		m i								
304-2		h a								
305-2		k oː r u								
308-2		h a								
309-2		h a								
310-2		k o								
311-2		m i dʑ i								
342-2		k oː r u								
346-2		k oː r u								
347-2		k oː r u								
348-2		k oː r i								
351-2		k oː r u								
361-2		k o k o								
379-2		h a r u								
394-2		h a r a								
395-2		m i dʑ i								
400-2		h a e								
412-2		h a e								
413-2		h a r u								
414-2		k o k o								
422-2		k oː r u								
423-2		h a r u								
430-2		h a e								
435-2		k oː r u								
446-2		h a								
447-2		u d e								
458-2		k o k o								
56-2		k o k o								
65-2		k a k a								
70-2		h a								
75-2		k a k a								
114-2		k o k o								
119-2		k o k o								
161-2		k o								
171-2		k a k a								
188-2		h a								
196-2		k o k o								
262-2		k oː r u								
300-2		k o k o								
313-2		k o								
350-2		k i r i								
352-2		k a k a								
396-2		k oː r u								
401-2		k o								
420-2		k o k o								
424-2		k o								
442-2		k oː r u								
455-2		k oː r u								
22-2		k a k a								
24-2		h a r u								
49-2		k o								
78-2		h a								
89-2		k oː r u								
149-2		k oː r u								
183-2		k oː r u								
192-2		k o k o								
250-2		k o k o								
264-2		k oː r u								
298-2		h a r u								
303-2		h a r a								
314-2		k o k o								
354-2		h a r a								
369-2		k oː r u								
376-2		h a								
415-2		m i r u								
451-2		k o k o								
456-2		h a								
72-2		k oː r u								
80-2		k a k a								
104-2		k a k a								
118-2		k i r i								
150-2		k oː r u								
204-2		k a k a								
14-3			k o							
18-3			s i							
35-3			k o i							
36-3			s u i							
48-3			s i							
60-3			k o							
63-3			s i k o							
64-3			k o							
67-3			s i							
68-3			k o							
71-3			k o							
76-3			k o							
83-3			k o							
87-3			s i							
95-3			s i							
98-3			s i							
99-3			k o							
-102-3			s i							
103-3			s i							
110-3			k o							
116-3			s i							
120-3			s i							
132-3			k o							
139-3			k o k o							
140-3			k o							
156-3			s i k o							
168-3			k o							
169-3			k o							
170-3			s i							
173-3			s i							
180-3			k o							
185-3			s i							
186-3			k o							
187-3			s i							
190-3			s i							
193-3			k o k o							
194-3			s i							
195-3			k o							
216-3			s i							
221-3			s i							
239-3			s i							
252-3			s i							
253-3			k o							
254-3			s u i							
266-3			s i							
267-3			m a iː							
268-3			s i							
272-3			s i							
276-3			s i							
281-3			s i							
304-3			s u i							
305-3			k o							
308-3			s i							
309-3			s i							
310-3			k o							
311-3			s i							
342-3			k o							
346-3			s u i							
347-3			k o i							
348-3			k o i							
351-3			k o							
361-3			k o k o							
379-3			s i k o							
394-3			s i k o							
395-3			s i							
400-3			s i k o							
412-3			s u i							
413-3			s u i							
414-3			k o							
422-3			s u i							
423-3			s u i							
430-3			s i							
435-3			s i							
446-3			s i							
447-3			s i							
458-3			k o							
56-3			s i							
62-3			s i							
65-3			s i							
70-3			s i							
75-3			s i							
96-3			s i							
101-3			s i							
114-3			k o							
119-3			k o							
134-3			s u i							
138-3			s u i							
146-3			s i							
161-3			k o							
171-3			s i							
182-3			k o k o							
188-3			s i							
262-3			s u i							
300-3			k o i							
313-3			k o							
350-3			s i							
352-3			s i k o							
396-3			s u i							
401-3			k o							
420-3			k o k o							
424-3			s i							
442-3			s e i							
455-3			k o i							
15-3			s i							
22-3			s i							
49-3			k o							
78-3			m a iː							
89-3			k o							
130-3			m i							
149-3			k o							
175-3			s i							
183-3			s i							
192-3			k o i							
199-3			s i							
230-3			s i k o							
233-3			n i k e							
250-3			k o k o							
264-3			s i							
274-3			s u i							
298-3			k o k o							
303-3			m a iː							
314-3			s i o							
354-3			s i							
369-3			k o i							
376-3			s u i							
418-3			s i							
456-3			s i							
59-3			k o							
72-3			s i							
80-3			s i k o							
104-3			s i							
118-3			s u i							
142-3			k o							
150-3			s u i							
204-3			s i							
14-4				k o k o						
18-4				s i						
35-4				k o k o						
36-4				h a i						
48-4				h i j						
60-4				k o k o						
63-4				h i j						
64-4				k oː r u						
67-4				m i						
68-4				m i						
71-4				m i						
76-4				k o						
83-4				k oː r u						
87-4				s u						
95-4				m i						
98-4				h i j						
99-4				k oː r u						
-102-4				m i						
103-4				s u						
110-4				k oː						
116-4				s u						
120-4				k o k o						
132-4				k oː r u						
139-4				k o k o						
140-4				k o k o						
156-4				m a r u						
168-4				m i						
169-4				k o						
170-4				m i						
173-4				m i						
180-4				k o k o						
185-4				m i						
186-4				k o k o						
187-4				m i						
190-4				h i j						
193-4				k o k o						
194-4				m i						
195-4				k oː r u						
216-4				m i						
221-4				s i						
239-4				m i						
252-4				m i						
253-4				k o k o						
254-4				h i j						
266-4				k oː						
267-4				s u r u						
268-4				m i						
272-4				h i j						
276-4				m i						
281-4				m i						
304-4				k oː r u						
305-4				m i						
308-4				h i j						
309-4				k oː						
310-4				k o						
311-4				m i						
342-4				k oː						
346-4				k oː r u						
347-4				k oː						
348-4				h i j						
351-4				k oː						
361-4				k o k o						
379-4				m a sː u						
394-4				h i j						
395-4				m i						
400-4				h i j						
412-4				h i j						
413-4				h u r u						
414-4				k o						
422-4				k u r u						
423-4				k u t i						
430-4				m i						
435-4				m i						
446-4				m i						
447-4				m i						
458-4				k o k o						
56-4				h i						
62-4				m i						
65-4				k oː						
70-4				s i						
75-4				m i						
96-4				m i						
101-4				s u						
114-4				k oː						
119-4				k o k o						
134-4				k oː r u						
138-4				m i						
146-4				s u						
161-4				k oː r u						
171-4				k oː						
182-4				h i j						
188-4				s i						
196-4				k o						
262-4				m a r u						
300-4				k o k o						
313-4				k oː						
350-4				m i						
352-4				k oː						
396-4				k oː r u						
424-4				k oː r u						
442-4				s u r u						
455-4				k oː r u						
15-4				s u						
22-4				a s i						
24-4				m i						
49-4				k o k o						
78-4				s u r u						
89-4				k o						
130-4				m i						
149-4				k oː r u						
175-4				m a r u						
183-4				m i						
192-4				m i						
199-4				h i j						
230-4				d o k o						
233-4				k o k o						
250-4				k o k o						
264-4				h i j						
274-4				m a r u						
298-4				k a r u						
303-4				a n i						
354-4				s u						
369-4				k o k o						
415-4				k u r u						
418-4				m i						
451-4				k o k o						
456-4				h i j						
59-4				k oː r u						
72-4				m i						
80-4				k a r u						
104-4				m i						
142-4				k o k o						
150-4				k u r u						
204-4				m i						
14-5					k o k o					
18-5					m o ts u					
35-5					m o ts u					
36-5					h a n e					
48-5					m o ts u					
60-5					o k o					
63-5					m o ts u					
64-5					k oː r i					
67-5					h a n e					
68-5					m iː					
71-5					m iː					
76-5					m o ts u					
83-5					k o					
87-5					h a n e					
95-5					m iː					
98-5					m o ts u					
99-5					k oː r i					
-102-5					m o ts u					
103-5					m o ts u					
110-5					m iː					
116-5					h a n e					
120-5					o k o					
132-5					k oː r i					
139-5					k o k o					
140-5					k o k o					
156-5					h a n e					
168-5					k oː r i					
169-5					m o ts u					
170-5					m iː					
173-5					m iː					
180-5					k o k o					
185-5					m iː					
186-5					k oː r u					
187-5					m iː					
190-5					m o ts u					
193-5					k oː r i					
194-5					m iː					
195-5					k oː r i					
216-5					m o ts u					
221-5					m o ts u					
239-5					m o ts u					
252-5					m iː					
253-5					k o k o					
254-5					k oː r u					
266-5					m o ts u					
267-5					m o ts u					
268-5					m iː					
272-5					h a n e					
276-5					m o ts u					
281-5					m iː					
304-5					m o ts u					
305-5					m iː					
308-5					m o ts u					
309-5					k oː r i					
310-5					o k o					
311-5					m iː					
342-5					k oː r i					
346-5					k oː r i					
347-5					k oː r i					
348-5					m iː					
351-5					m o ts u					
361-5					o k o					
379-5					h a n e					
394-5					m o ts u					
395-5					m iː					
400-5					m o ts u					
412-5					m o ts u					
413-5					m o ts u					
414-5					k o k o					
422-5					m o ts u					
423-5					m o ts u					
430-5					h a n e					
435-5					m o ts u					
446-5					m o ts u					
447-5					m iː					
458-5					d o k o					
56-5					m o ts u					
62-5					m iː					
65-5					k a k a					
70-5					h a n e					
75-5					k a k a					
96-5					m iː					
101-5					m o ts u					
114-5					k oː r i					
119-5					k o k o					
134-5					m o ts u					
138-5					m o ts u					
146-5					m o ts u					
161-5					m iː					
171-5					k a k a					
182-5					k oː r i					
188-5					h a n a					
196-5					k o k o					
262-5					h a n a					
300-5					m iː					
313-5					m iː					
350-5					h a n e					
352-5					m iː					
396-5					m iː					
401-5					k o k o					
420-5					k oː r u					
424-5					k o					
455-5					k oː r i					
15-5					a s i					
22-5					m iː					
24-5					h a n a					
49-5					o k o					
78-5					a s i					
89-5					k oː r i					
130-5					m iː					
149-5					k oː r u					
175-5					h a e ɴ					
183-5					m iː					
192-5					a k o					
199-5					m o ts u					
230-5					a s i					
233-5					h a e ɴ					
250-5					k o k o					
264-5					k oː r i					
274-5					h a e ɴ					
298-5					k oː r a					
303-5					h a n a					
314-5					k o k o					
369-5					k oː r u					
376-5					h a e ɴ					
415-5					h a n e					
418-5					m iː					
451-5					o k o					
72-5					m iː					
80-5					a s i					
104-5					a s i					
118-5					m iː					
142-5					k o k o					
150-5					a s i					
204-5					m iː					
14-6						t i				
18-6						b a n				
35-6						t i n				
36-6						b a n				
48-6						b a n				
60-6						b a n				
63-6						b a n				
64-6						b a n				
67-6						b a n				
68-6						b a n				
71-6						b a n				
76-6						t i				
83-6						t i				
87-6						b a n				
95-6						t i				
98-6						b a n				
99-6						t i				
-102-6						b a n				
103-6						t i				
110-6						b a n				
116-6						t i				
120-6						b a n				
132-6						t i n				
139-6						b a n				
140-6						b a n				
156-6						b a n				
168-6						t i n				
169-6						t i				
170-6						t i				
173-6						t i				
180-6						t i				
185-6						b a n				
186-6						t i n				
187-6						t i				
190-6						b a n				
193-6						b a n				
194-6						t i n				
195-6						b a n				
216-6						b a n				
221-6						b a n				
239-6						t i				
252-6						t i				
253-6						t i				
254-6						t i n				
266-6						b a n				
267-6						vː a n				
268-6						t i				
272-6						t i				
276-6						b a n				
281-6						t i				
304-6						t i n				
305-6						b a n				
308-6						b a n				
309-6						t i				
310-6						b a n				
311-6						b a n				
342-6						t i				
346-6						b a n				
347-6						t i n				
348-6						b a n				
351-6						b a n				
361-6						b a n				
379-6						b a n				
394-6						b a n				
395-6						t i n				
400-6						b a n				
412-6						t i n				
413-6						u d i				
414-6						t i n				
422-6						vː a n				
423-6						vː a n				
430-6						b a n				
435-6						b a n				
446-6						t i				
447-6						b a n				
458-6						t i				
56-6						b a n				
62-6						t i				
65-6						b a n				
70-6						t i				
75-6						b a n				
96-6						t i				
101-6						t i				
119-6						b a n				
134-6						t i n				
138-6						t i n				
146-6						b a n				
171-6						b a n				
182-6						t i n				
188-6						b a n				
196-6						t i n				
401-6						b a n				
420-6						t i n				
442-6						t i n				
24-6						b a n				
78-6						u k u				
130-6						t i				
192-6						n i				
199-6						b a n				
250-6						n i v				
264-6						b a n				
314-6						m i v				
369-6						b a n				
418-6						t i				
451-6						u k u				
456-6						b a n				
59-6						t i				
14-7							k o k o			
18-7							m i			
35-7							k o k o			
36-7							a s i			
48-7							a n i			
60-7							k oː r u			
63-7							k a s i			
64-7							k oː r i			
67-7							a s i			
68-7							m o ts u			
71-7							m i			
76-7							k o k o			
83-7							k o k o			
87-7							a s i			
95-7							m i			
98-7							m o ts u			
99-7							k oː r u			
-102-7							s i			
103-7							k oː r u			
110-7							k oː r i			
116-7							m i			
120-7							m o ts u			
132-7							k oː r u			
139-7							k o k o			
140-7							d o k o			
156-7							m o ts u			
168-7							k oː r u			
169-7							k o k o			
170-7							m i			
173-7							m i			
180-7							k o k o			
185-7							a s i			
186-7							k oː r u			
187-7							m i			
190-7							a s i			
193-7							k oː r i			
194-7							m i			
195-7							k oː r u			
216-7							a s i			
221-7							n a n a			
239-7							k oː r u			
252-7							m i			
253-7							o k o			
254-7							k oː r u			
266-7							m i			
267-7							a n i			
268-7							tɕ i tɕ i			
272-7							m o ts u			
276-7							a n i			
281-7							m i			
304-7							k i tɕ i			
305-7							m o ts u			
308-7							m o ts u			
309-7							m o ts u			
310-7							k o k o			
311-7							m i			
342-7							k o k o			
346-7							m i			
347-7							k oː r u			
348-7							m o ts u			
351-7							k oː r u			
361-7							k o k o			
379-7							m o ts u			
394-7							m o ts u			
395-7							a s i			
400-7							a s i			
412-7							k a r i			
413-7							k i tɕ i			
414-7							k o k o			
422-7							k oː r u			
423-7							k a s i			
430-7							s i			
435-7							k o k o			
446-7							m i			
447-7							k o k o			
458-7							k o k o			
56-7							k o k o			
62-7							m i			
65-7							s i			
70-7							m i			
75-7							s i			
96-7							m i			
101-7							m o ts u			
114-7							k o k o			
134-7							s i o			
138-7							m i			
146-7							m o ts u			
161-7							o k o			
171-7							s i			
182-7							k oː r u			
188-7							a s a			
196-7							d o k o			
262-7							a s i			
300-7							o k o			
313-7							o k o			
350-7							m i			
352-7							m o ts u			
396-7							k oː r u			
401-7							d o k o			
420-7							d o k o			
424-7							m i			
442-7							k oː r u			
455-7							k oː r u			
15-7							a s u			
22-7							s i			
24-7							m i			
78-7							a n i			
89-7							k o k o			
130-7							m i			
149-7							k oː r u			
175-7							a s i			
183-7							m i			
192-7							a s i			
230-7							a s i			
233-7							m o ts u			
250-7							k o k o			
274-7							a s i			
298-7							k i r e			
303-7							a n i			
314-7							k o k o			
354-7							a n a			
369-7							k oː r u			
376-7							s a n a			
415-7							k o k o			
418-7							m i			
451-7							d o k o			
456-7							m i			
59-7							k o			
72-7							m i			
80-7							a s i			
104-7							a s i			
118-7							s uː			
142-7							d o k o			
150-7							k oː r u			
204-7							m i			
14-8								k o k o		
18-8								m i		
35-8								k oː r u		
36-8								k oː r u		
48-8								m o ts u		
60-8								d o k o		
63-8								s a m i		
64-8								m i		
67-8								m i		
68-8								m i		
71-8								m i		
76-8								k oː r u		
83-8								k o k o		
87-8								m i		
95-8								m i		
98-8								m a		
99-8								k oː r u		
-102-8								m i		
103-8								k oː r u		
110-8								m i		
116-8								m i		
120-8								k oː r u		
132-8								k oː r u		
139-8								k o k o		
140-8								k o k o		
156-8								k oː r u		
168-8								k oː r u		
169-8								k o k o		
170-8								m i		
173-8								m i		
180-8								k o k o		
185-8								m i		
186-8								k oː r u		
187-8								m i		
190-8								m i		
193-8								k o k o		
194-8								m i		
195-8								k oː r u		
216-8								m a g u		
221-8								m i		
239-8								k oː r u		
252-8								m i		
253-8								k o k o		
254-8								k oː r u		
266-8								m i		
267-8								n a r u		
268-8								m i		
272-8								m i		
276-8								m a g u		
281-8								m i		
304-8								k oː r u		
305-8								m i		
308-8								m a		
309-8								m i		
310-8								k o		
311-8								m i		
342-8								k oː r u		
346-8								k oː r u		
347-8								k oː r u		
348-8								m i		
351-8								d o k o		
361-8								k o k o		
379-8								k oː r u		
394-8								h a r a		
395-8								m i		
400-8								n a r u		
412-8								m a g u		
413-8								n a r u		
414-8								k oː r u		
422-8								k oː r u		
423-8								m a g u		
430-8								m i		
435-8								m i		
446-8								m i		
447-8								k oː r u		
458-8								d o k o		
62-8								m i		
65-8								m i		
70-8								m i		
75-8								m i		
96-8								m i		
101-8								m i		
114-8								k oː r u		
119-8								k o k o		
134-8								m o ts u		
138-8								m o ts u		
146-8								n a r u		
161-8								m i		
171-8								m i		
182-8								k oː r u		
188-8								m i		
196-8								k o		
262-8								k oː r u		
300-8								k o k o		
313-8								m i		
350-8								m i		
352-8								m i		
396-8								m i		
401-8								k o k o		
420-8								k o k o		
424-8								k oː r u		
442-8								m o ts u		
455-8								k oː r u		
15-8								m i		
22-8								m i		
24-8								m i		
49-8								k o k o		
78-8								n a r u		
89-8								k o		
130-8								m i		
149-8								k oː r u		
175-8								m i		
183-8								m i		
192-8								m i		
199-8								m o ts u		
230-8								n a r u		
233-8								k oː r u		
250-8								k oː r a		
274-8								s e r u		
298-8								k oː r u		
303-8								h a r a		
314-8								k o k o		
354-8								m a g u		
376-8								m a g u		
415-8								k oː r u		
418-8								k oː r u		
451-8								k o k o		
59-8								m o ts u		
72-8								m i		
80-8								n a m i		
104-8								m i		
118-8								m a g u		
150-8								k oː r u		
204-8								m i		
14-9									n i ɴ	
18-9									t i ɴ	
35-9									m u ɴ	
36-9									m u ɴ	
48-9									w a tː aː	
60-9									t i ɴ	
63-9									w a ɴ	
64-9									t i ɴ	
67-9									w a ɴ	
68-9									n i ɴ	
71-9									w a ɴ	
76-9									t i ɴ	
83-9									n i	
87-9									w a tː aː	
95-9									n i	
98-9									w a tː aː	
99-9									m u ɴ	
-102-9									t i ɴ	
103-9									t i ɴ	
110-9									t i ɴ	
116-9									m u ɴ	
120-9									m u ɴ	
132-9									n i ɴ	
139-9									m u ɴ	
140-9									m u ɴ	
156-9									t i ɴ	
168-9									n i ɴ	
169-9									t i ɴ	
170-9									t i ɴ	
173-9									n i ɴ	
180-9									m u ɴ	
185-9									t i ɴ	
186-9									n i ɴ	
187-9									t i ɴ	
190-9									w a tː aː	
193-9									m u ɴ	
194-9									n i ɴ	
195-9									m u ɴ	
216-9									w a tː aː	
221-9									w a ɴ	
239-9									m u ɴ	
252-9									m u ɴ	
253-9									m u ɴ	
254-9									n i ɴ	
266-9									w a ɴ	
267-9									w a tː aː	
268-9									n i	
272-9									w a ɴ	
276-9									w a tː aː	
281-9									m u ɴ	
304-9									n i ɴ	
305-9									w a ɴ	
308-9									w a tː aː	
309-9									w a ɴ	
310-9									m u ɴ	
311-9									m u ɴ	
342-9									m u ɴ	
346-9									w a ɴ	
347-9									w a ɴ	
348-9									n i ɴ	
351-9									t i ɴ	
361-9									w a ɴ	
379-9									t i ɴ	
394-9									w a ɴ	
395-9									n i ɴ	
400-9									w a ɴ	
412-9									n i ɴ	
413-9									m u ɴ	
414-9									m u ɴ	
422-9									m u ɴ	
423-9									w a tː aː	
430-9									w a ɴ	
435-9									m u ɴ	
446-9									t i ɴ	
447-9									w a ɴ	
458-9									t i ɴ	
56-9									n i ɴ	
62-9									n i ɴ	
65-9									n i ɴ	
75-9									n i ɴ	
96-9									n i ɴ	
101-9									n i ɴ	
114-9									t i ɴ	
119-9									m u ɴ	
134-9									n i ɴ	
138-9									n i ɴ	
146-9									m u ɴ	
161-9									t i ɴ	
171-9									n i ɴ	
182-9									n i ɴ	
196-9									m u ɴ	
262-9									t i ɴ	
300-9									n i	
313-9									t i ɴ	
350-9									t i ɴ	
352-9									t i ɴ	
396-9									n i ɴ	
401-9									m u ɴ	
420-9									m u ɴ	
424-9									t i ɴ	
442-9									n i j u ɴ	
455-9									t i ɴ	
15-9									t i ɴ	
22-9									t i ɴ	
24-9									m u ɴ	
49-9									t i ɴ	
89-9									t i ɴ	
175-9									n i	
183-9									t i ɴ	
199-9									n i ɴ	
230-9									t i ɴ	
233-9									n i j u ɴ	
264-9									w a ɴ	
274-9									t i ɴ	
314-9									m u ɴ	
354-9									w a tː aː	
376-9									t i ɴ	
415-9									m u ɴ	
451-9									m u ɴ	
456-9									n i	
59-9									t u	
142-9									m i ɴ	
14-10										k o k o
18-10										s i
35-10										s i o
36-10										m a n e
48-10										a s i
60-10										k o k o
63-10										s i k a i
64-10										iː
67-10										s i
68-10										s i
71-10										iː
76-10										k o k o
83-10										k o k o
87-10										s i
95-10										s i
98-10										s i
99-10										k oː r u
-102-10										s i
103-10										m i
110-10										s uː
116-10										s i
120-10										k o k o
132-10										k o k o
139-10										k o k o
140-10										k o k o
156-10										a s i
168-10										k o k o
169-10										k o k o
170-10										m i
173-10										s i
180-10										k o k o
185-10										s i
186-10										k oː r u
187-10										s i
190-10										a s i
193-10										k o k o
194-10										s i
195-10										k o k o
216-10										a s i
221-10										s i
239-10										s i o
252-10										m i
253-10										k o k o
254-10										s i o
266-10										k a n i
267-10										a s i
268-10										s i
272-10										a s i
276-10										s i
281-10										s i
304-10										k oː
305-10										s i
308-10										s i
309-10										k oː
310-10										k o k o
311-10										s i
342-10										k oː r i
346-10										k oː r u
347-10										k oː r u
348-10										s i
351-10										k oː
361-10										k o k o
379-10										k oː
394-10										m a n e
395-10										s i
400-10										a s i
412-10										s uː
413-10										s i o
414-10										k o k o
422-10										k oː r u
423-10										k a s u
430-10										s i
435-10										k oː
446-10										s i
447-10										iː
458-10										k o k o
56-10										m i
62-10										s i
65-10										k a n i
70-10										s i
75-10										m i
96-10										s i
101-10										m i
114-10										k oː r u
119-10										k o k o
134-10										s i o
138-10										s i o
146-10										s i
161-10										k oː
171-10										k a n i
182-10										k oː r i
188-10										s i
196-10										k o k o
262-10										s i o
300-10										s i o
313-10										iː
350-10										s i
352-10										s i o
396-10										s i o
401-10										k o k o
420-10										k o k o
424-10										k o k o
442-10										s u r u
455-10										k o k o
15-10										a s i
22-10										a s i
24-10										s i
49-10										k o k o
78-10										a s i
89-10										k o k o
130-10										s i
149-10										k oː r u
175-10										s i
183-10										s i
192-10										s i
199-10										a s i
230-10										a s i
233-10										m a n e
250-10										k o k o
264-10										k oː r i
274-10										m a n e
298-10										k oː
303-10										a s i
314-10										s i o
354-10										a s i
369-10										k oː r u
376-10										a s i
415-10										s i o
418-10										s uː
451-10										k o k o
456-10										s i
72-10										s i
80-10										a s i
104-10										s i
118-10										s i o
142-10										d o k o
150-10										s i
204-10										s i
