COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
156-2		t a tː e r u								
168-2		tɕ u k i								
169-2		h o s i kʲ a								
170-2		m i								
173-2		e s i kʲ a								
180-2		k u m o								
185-2		h a kʲ a								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a kʲ a								
193-2		k i								
194-2		s i kʲ a r a kʲ a								
195-2		k u r a kʲ a								
216-2		m a r kʲ a								
221-2		n a								
239-2		i								
252-2		m i								
253-2		k ui ts u r i								
254-2		i tɕ i tɕ u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e								
276-2		a r a u								
281-2		m o s i kʲ a								
304-2		tɕ u b a								
305-2		tɕ i tɕ i								
308-2		h a n a								
309-2		k u s u a								
310-2		t o								
311-2		w								
342-2		i k i								
346-2		k u r a kʲ a								
347-2		k i r u								
348-2		h i r o i								
351-2		tɕ oː i								
361-2		o m a kʲ a								
379-2		k e t a r tː e								
394-2		h i d a r i								
395-2		m i								
400-2		h i pː a r u								
412-2		s a k e r u								
413-2		s a s u								
414-2		h oː r u								
422-2		h u k u r e r u								
423-2		k a ɴ g u d								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a								
447-2		u e								
458-2		t o s i kʲ a								
56-2		h i t o								
65-2		k u a tː e								
70-2		t a n e								
75-2		k u a tː e								
114-2		k u b i								
119-2		k i m o								
161-2		e o								
171-2		k u a tː e								
188-2		j a m a								
196-2		ts ts u								
262-2		h i r u m a								
300-2		h e s o								
313-2		d e								
350-2		s e m a kʲ a								
352-2		tɕ i k a kʲ a								
396-2		h u r kʲ a								
401-2		o s u								
420-2		o tɕ i r u								
424-2		u t a u								
442-2		s i m e r u								
455-2		i k i t e r u								
22-2		n a kʲ a								
24-2		u m u w a								
49-2		o m u n a								
78-2		a b u r a								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		e a								
250-2		h o k a n o								
264-2		k i r i								
298-2		k e g a tː e								
303-2		h a r a tː e a t a								
314-2		m o s i kʲ a								
354-2		a tɕ kʲ a								
369-2		k i r e r u								
376-2		a tː e r kʲ a								
415-2		m u s u b u								
451-2		h o k o r i								
456-2		tɕ u n a								
72-2		n i k u								
80-2		tɕ a m a g o								
104-2		a s i kʲ a								
118-2		s i ɴ n u a z oː								
150-2		n e tɕ oː r u								
204-2		i pː a kʲ a								
14-3			k o r e							
18-3			d a r e							
35-3			h u t o ts u							
36-3			h u t a ts u							
48-3			n a g i ɴ k e							
60-3			t o r i							
63-3			s i r a m i							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			t e							
76-3			h o i n e							
83-3			ts u n o							
87-3			h a i n e							
95-3			m i m i							
98-3			h a n a							
99-3			k u t e							
-102-3			s u b a							
103-3			ts u m e							
110-3			t e							
116-3			m u i n e							
120-3			n o m u							
132-3			k i k u							
139-3			k o r o s u							
140-3			o j o g u							
156-3			sː a e t a							
168-3			ts u k e							
169-3			h o s i							
170-3			m i z u							
173-3			i s i							
180-3			k u m o							
185-3			h a i							
186-3			m o e r u							
187-3			m i ɕ							
190-3			a k a iː							
193-3			k i r o							
194-3			s i r e							
195-3			k u r e							
216-3			m a r i							
221-3			n a							
239-3			i ts u							
252-3			m i tsː u							
253-3			j o tsː u							
254-3			i ts u ts u							
266-3			k a z e							
267-3			n a g a r e r u							
268-3			u m i							
272-3			a m e							
276-3			a r a u							
281-3			m ui s i							
304-3			ts u m a							
305-3			t e t e							
308-3			h a n a							
309-3			k u s a							
310-3			t o							
311-3			i							
342-3			e k i							
346-3			k u r e							
347-3			k i r u							
348-3			h u r e							
351-3			t o i							
361-3			o m o i							
379-3			k u s a r a							
394-3			h i d a r i							
395-3			m i g i							
400-3			h iː b a u							
412-3			s a k e u							
413-3			s a s u							
414-3			h o r u							
422-3			h u k u r e i r u							
423-3			k a ɴ g a e r u							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a							
447-3			u e							
458-3			t o s i							
56-3			h u t o							
62-3			e i ɴ							
65-3			k a							
70-3			t a i n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
114-3			k u m i							
119-3			k i m o							
134-3			i k s							
138-3			s i n u							
146-3			a r u k u							
161-3			e o							
171-3			k a							
182-3			k e m u							
188-3			a m a							
262-3			h i r u							
300-3			h e s o							
313-3			d e							
350-3			s e m i ɴ k e							
352-3			ɕ k e							
396-3			h u r i							
401-3			o s u							
420-3			o i d o i u							
424-3			u t a u							
442-3			s i m i r u							
455-3			i k i sː e							
15-3			a r e							
22-3			n a iː							
49-3			o n a g o							
78-3			a m u r a							
89-3			k e							
130-3			m i u							
149-3			k u							
175-3			s u n a							
183-3			h i							
192-3			a o i							
199-3			a t i							
230-3			a r e							
233-3			a e r a							
250-3			h o k a n o							
264-3			k i r i							
274-3			n u r e i t a							
298-3			k e g a							
303-3			h a r a w a t a							
314-3			m o s i							
354-3			a t i							
369-3			k i r e r o							
376-3			w a r i							
418-3			n u i u							
456-3			ts u n a							
59-3			u o							
72-3			n i k u							
80-3			t a m a g o							
104-3			a s i							
118-3			s i ɴ z oː							
142-3			t o m u							
150-3			i n e sː e							
204-3			iː b e							
14-4				k o r e						
18-4				d a r e						
35-4				h t o i						
36-4				h u t a i						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t o i						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a w a i t a						
168-4				t u k i						
169-4				h o s i						
170-4				m i						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r ui						
221-4				n a						
239-4				i						
252-4				m i						
253-4				j o i						
254-4				i t u t u						
266-4				k a z e						
267-4				n a g a r u						
268-4				u m i						
272-4				a m i						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
342-4				i k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː i						
361-4				o m o i						
379-4				k u s a r a						
394-4				h u d a r i						
395-4				m i						
400-4				h i pː a r u						
412-4				s a k e r u						
413-4				s a						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k s a ɴ g u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a						
447-4				u e						
458-4				t o s i						
56-4				h u t o						
62-4				i n u						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m i						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i tː e r u						
138-4				s i n u						
146-4				a r u k u						
161-4				e o						
171-4				k a w a						
182-4				k e m u r i						
188-4				j a m a						
196-4				j o r u						
262-4				h i r u						
300-4				h e s o						
313-4				d e						
350-4				s e m a i						
352-4				t i k a i						
396-4				h u r ui						
424-4				u t a u						
442-4				s i m e r u						
455-4				i k e t o r u						
15-4				a r e						
22-4				n a i						
24-4				m i ɴ n a						
49-4				o ɴ n a						
78-4				a b u r a						
89-4				k e						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a o i						
199-4				a t ui						
230-4				a n i						
233-4				a e r a						
250-4				h o k s a ɴ						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e g u						
303-4				h a r a w a t a						
354-4				a t ui						
369-4				k i r e r u						
415-4				m u s u b u						
418-4				n oː						
451-4				h o k o r i						
456-4				t u n a						
59-4				u o						
72-4				n i k u						
80-4				t a m a g o						
104-4				a s i						
142-4				t o i						
150-4				n e t oː r u						
204-4				i pː a i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t eː					
116-5					ɴ n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o o ŋ u n					
156-5					t a tː e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m iː					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k n i					
194-5					s i r e h e					
195-5					k u r o i					
216-5					m a r ui					
221-5					n a					
239-5					i ts u					
252-5					m i					
253-5					j o i					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m i					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					e k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t oː i					
361-5					o m o i					
379-5					k u s a tː a					
394-5					h i d a r i					
395-5					m iː					
400-5					h i pː a r u					
412-5					s a k e r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u e					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m o					
134-5					s i tː e r u					
138-5					s i n u r u					
146-5					a r u k u					
161-5					e o					
171-5					k a w a					
182-5					k e m u r i					
188-5					j a m a					
196-5					j oː r u					
262-5					h i r u m a					
300-5					h e s o					
313-5					d e					
350-5					s e m a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o tɕ i r u					
424-5					u t a u					
455-5					i k i t e r u					
15-5					a r e					
22-5					n a i					
24-5					m i ɴ n a					
49-5					o ɴ n a					
78-5					a b u r a					
89-5					k e					
130-5					m i r u					
149-5					k u r u					
175-5					s u n a					
183-5					h i					
192-5					a o i					
199-5					a ts ui					
230-5					a n i					
233-5					a e r a					
250-5					h o k a k o					
264-5					k i r i					
274-5					n u r e t a					
298-5					k e ŋ a w a					
303-5					h a r a w a t a					
314-5					m o s i					
369-5					k i r e r u					
376-5					w a r ui					
415-5					m u s u b u					
418-5					n oː					
451-5					h o k o r i					
72-5					n i k u					
80-5					t a m a ŋ o					
104-5					a s i					
118-5					s i ɴ z oː					
142-5					t o i					
150-5					n e t e r u					
204-5					i pː a i					
14-6						k o r i				
18-6						t iː				
35-6						t i s ɨ				
36-6						t aː s ɨ				
48-6						n a ʃ a s a ɭ				
60-6						ts ɨ				
63-6						s ɨ r a n				
64-6						k i				
67-6						p b a n				
68-6						n i				
71-6						tɕ dz ɨ				
76-6						p u n i				
83-6						u ts ɨ v				
87-6						p a n ʃ i				
95-6						m i n				
98-6						p a n a				
99-6						f iː				
-102-6						s u b a				
103-6						ts ɨ m i				
110-6						t i				
116-6						m u n i				
120-6						v ɨ m u				
132-6						ts ɨ g ts ɨ				
139-6						k o r u s o m				
140-6						vː b i dz u m				
156-6						t a v				
168-6						s u ts ɨ g				
169-6						p u s ɨ				
170-6						m i z ɨ				
173-6						t dz ɨ				
180-6						k o m u				
185-6						p b i				
186-6						m u i r ɨ				
187-6						m u ts ɨ g				
190-6						vː a k a s a n				
193-6						f iː				
194-6						s ɨ r u s a ɭ				
195-6						f iː ɭ u s a ɭ				
216-6						m a r u s a ɭ				
221-6						n a				
239-6						i ts ɨ				
252-6						n i				
253-6						t iː a u ts ɨ				
254-6						i ts ɨ ts ɨ				
266-6						k a z i				
267-6						n a ʃ a r i r u ɨ				
268-6						vː o m ɨ				
272-6						ŋ a m i				
276-6						ŋ a r a u ɨ				
281-6						m u s ɨ				
304-6						ts u b a				
305-6						tɕ dz ɨ				
308-6						p a n a				
309-6						f iː s a				
310-6						t u				
311-6						n				
342-6						iː j				
346-6						f iː ɭ a s a ɭ				
347-6						f n t				
348-6						pˢ ɨ r u s a ɭ				
351-6						t a u s a ɭ				
361-6						ŋ u g u s a ɭ				
379-6						f iː s a r i t a				
394-6						pˢ ɨ dz a ɭ				
395-6						n ɨ g i ɨ				
400-6						p ɨ ts ɨ				
412-6						s i p i r u ɨ				
413-6						ts ɨ k ɨ s a s u ɨ				
414-6						p u r u ɨ				
422-6						p u f iː ɭ				
423-6						k a n ʃ i r u ɨ				
430-6						p a k o ɨ				
435-6						p u f iː ɭ				
446-6						u s t a n k a ɭ				
447-6						i m				
458-6						t u s ɨ				
56-6						tɕ u				
62-6						vː i n				
65-6						k aː				
70-6						t a n i				
75-6						k aː				
96-6						m i				
101-6						p b a n				
119-6						ts ɨ g m u				
134-6						s t u ɨ				
138-6						s ɨː i n u m				
146-6						vː a tsː u m				
171-6						k aː r a				
182-6						k i g u s ɨ				
188-6						t iː m a n				
196-6						t iː u r u				
401-6						ŋ u s u ɨ				
420-6						ŋ u t i r u ɨ				
442-6						u s m ɨ j u m				
24-6						m n a				
78-6						a b r a d i				
130-6						n i				
192-6						o a				
199-6						vː a s ɨ s a n				
250-6						h o k a d i				
264-6						ts ɨ g r ɨ				
314-6						m u s ɨ				
369-6						f n ɭ				
418-6						n u k o ɨ				
451-6						h u k i				
456-6						s ɨ n a				
59-6						u i				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o ts u			
36-7							ɸ u t a i			
48-7							n a ŋ a i			
60-7							t o r i			
63-7							s i r a m i			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o ŋ u			
156-7							t a tː e r u			
168-7							ts u ts u			
169-7							ɸ o s i			
170-7							m i			
173-7							i s i			
180-7							k u m o			
185-7							ɸ a i			
186-7							m o e r u			
187-7							m e tɕ i			
190-7							a k a i			
193-7							k i			
194-7							s i r o i			
195-7							k u r o i			
216-7							m a r iː			
221-7							n a			
239-7							e ts u			
252-7							b iː			
253-7							j o i			
254-7							e ts u ts u			
266-7							k a i z e r u			
267-7							n a ŋ a r e r u			
268-7							m e			
272-7							a m e			
276-7							a r a u			
281-7							m o s i			
304-7							ts u ts u			
305-7							tɕ i tɕ i			
308-7							h a n a			
309-7							k o s a			
310-7							t o			
311-7							ɴ			
342-7							j u k i			
346-7							k u r a i			
347-7							k i r u			
348-7							ɸ i r o i			
351-7							t o i			
361-7							o m o i			
379-7							k e t a r e t a			
394-7							ɸ i d a r i			
395-7							ɴ ts u			
400-7							ɸ i pː a r u			
412-7							s a k e r u			
413-7							ts u k i s a s u			
414-7							ɸ o r u			
422-7							ɸ u k u r e r u			
423-7							k a a ŋ e r u			
430-7							ɸ a k u			
435-7							ɸ u r u			
446-7							s i t a			
447-7							u e			
458-7							t o s i			
56-7							ɸ i t o			
62-7							e ɴ			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
114-7							k u b e			
134-7							s i tː e r u			
138-7							s e n u			
146-7							a r u k u			
161-7							j uː			
171-7							k a w a			
182-7							k e m u r i			
188-7							j a m a			
196-7							o r u			
262-7							ɸ i r u m a			
300-7							ɸ e s o			
313-7							d e			
350-7							s e m a i			
352-7							tɕ i k eː			
396-7							ɸ u r iː			
401-7							o s u			
420-7							o tɕ i r u			
424-7							u t a u			
442-7							s i m e r u			
455-7							i k i t e r u			
15-7							a r e			
22-7							n a i			
24-7							m i a n a			
78-7							a b u r a			
89-7							k e			
130-7							m e r u			
149-7							k u r u			
175-7							s u n a			
183-7							ɸ i			
192-7							a o i			
230-7							a n o ɸ i t o			
233-7							a n o ɸ i t o t a tɕ i			
250-7							ɸ o k a n o			
274-7							n u r e t a			
298-7							k e ŋ a w a			
303-7							ɸ a r a w a t a			
314-7							m o s i			
354-7							a t iː			
369-7							k i r e r u			
376-7							w a r iː			
415-7							m o s u b u			
418-7							n uː			
451-7							ɸ o k o r i			
456-7							ts u r u n a			
59-7							u o			
72-7							n i k u			
80-7							t a m a ŋ o			
104-7							a s i			
118-7							s ɴ i z oː r u			
142-7							t o b u			
150-7							n e t e r u			
204-7							pː e r u			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i z u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k r u		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i		
253-8								j o i		
254-8								i ts u ts u		
266-8								k a z e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m i		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								tː o		
311-8								n i		
342-8								i k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t o i		
361-8								o m o t a i		
379-8								k u s a r u a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i pː a r u		
412-8								s a k e r u		
413-8								s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a m i g e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u e		
458-8								t o s i		
62-8								t e		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m i		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i r u		
138-8								s i n u r u		
146-8								a r u k u		
161-8								e o		
171-8								k a w a		
182-8								k e m u r i		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u m a		
300-8								h e s o		
313-8								d e		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o ts u r u		
424-8								o t a o		
442-8								s i m e b u r u		
455-8								i k i t e r u		
15-8								a r e		
22-8								n a i		
24-8								m i ɴ dʑ i k u n a		
49-8								o n a g o		
78-8								a b u r a		
89-8								k e		
130-8								m i r u		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a o i		
199-8								a ts ui		
230-8								a r e		
233-8								a e r a		
250-8								h o k a n o		
274-8								n u r e t a		
298-8								k e g u a		
303-8								h a r a w a t a		
314-8								m o s i		
354-8								a t ui		
376-8								w a r ui		
415-8								m u s u b u		
418-8								n uː		
451-8								h o k o r i		
59-8								u o		
72-8								n i k u		
80-8								t a m a g o		
104-8								a s i		
118-8								s i ɴ dʑ i k u z o		
150-8								n e t e b u r u		
204-8								i pː a i		
14-9									g u s a i	
18-9									t a r u	
35-9									h a ɴ t u ɴ	
36-9									h u t a ɴ	
48-9									n a g a s a ɴ	
60-9									t u ɴ	
63-9									s i r a ɴ	
64-9									k i	
67-9									h a ɴ	
68-9									n i	
71-9									ɕ i	
76-9									h u n i	
83-9									ts u ɴ n u	
87-9									h a n i	
95-9									m i ɴ	
98-9									h a n a	
99-9									k u ts i	
-102-9									ʃ i b a	
103-9									u ʔ ɴ d oː n	
110-9									t iː	
116-9									ɴ z u n i	
120-9									n u m u ɴ	
132-9									k uː i	
139-9									k u sː u ɴ	
140-9									uː dʑ i	
156-9									t a k aː	
168-9									ts ts	
169-9									h w u s i	
170-9									m iː dʑ i	
173-9									ʔ i s i	
180-9									k u m aː	
185-9									w s a ɴ	
186-9									m u i u ɴ	
187-9									m ts u ɴ	
190-9									a iː s a ɴ	
193-9									k iː s a ɴ	
194-9									ʃ i j u s a ɴ	
195-9									k u r u s a ɴ	
216-9									m a r u s a ɴ	
221-9									n a	
239-9									i u r u	
252-9									m aː ts u ɴ	
253-9									w uː ts u ɴ	
254-9									i u r u u r u	
266-9									k a dʒ iː	
267-9									n a g a iː j u ɴ	
268-9									ʔ ɴ d oː i	
272-9									ʔ a m i	
276-9									ʔ a r a u ɴ	
281-9									m u s i	
304-9									ts ts	
305-9									ɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									ɴ	
342-9									w u ts u ɴ	
346-9									k u r a s a ɴ	
347-9									k i j u ɴ	
348-9									h w i j u s a ɴ	
351-9									t uː s a ɴ	
361-9									u m a s a ɴ	
379-9									k u s a iː t a	
394-9									h w i d a i	
395-9									ɴ ts u ɴ	
400-9									h w i k a i	
412-9									ʔ a g i u ɴ	
413-9									ʔ a ʔ u	
414-9									h w u j u ɴ	
422-9									h w u k w iː j u ɴ	
423-9									k a ɴ g iː j u ɴ	
430-9									h a	
435-9									h u ɴ	
446-9									ʃ t i ɴ	
447-9									i ɴ	
458-9									t u s i	
56-9									h w i t u	
62-9									ɴ	
65-9									k aː	
75-9									k aː	
96-9									m iː	
101-9									h a	
114-9									k u b i	
119-9									tɕ i m u	
134-9									s i ɕ u ɴ	
138-9									i s i ɴ	
146-9									a u ɴ g u	
161-9									u i	
171-9									k aː	
182-9									k i p u s i	
196-9									w i i	
262-9									h w i j u h w i ɴ m a	
300-9									h w u s u	
313-9									n a ɴ t i	
350-9									ʔ i m a s a ɴ	
352-9									j u ɴ iː s a ɴ	
396-9									h w u r u s a ɴ	
401-9									ʔ u s u ɴ	
420-9									ʔ u t i j u ɴ	
424-9									k uː j a ɴ	
442-9									s a i m i i	
455-9									ʔ i k i ɕ u ɴ	
15-9									ʔ a i	
22-9									n a s a	
24-9									ʔ ɴ d oː r u n a	
49-9									aː n a g u	
89-9									iː s a ɴ	
175-9									ʃ i n a	
183-9									h a ɴ	
199-9									a ts u ɴ	
230-9									a s a i	
233-9									a i s a	
264-9									k i ɴ	
274-9									n eː t a	
314-9									m u i s i	
354-9									ʔ a ɕ i s a ɴ	
376-9									w a r u s a ɴ	
415-9									m u s u p u ɴ	
451-9									h w i k i	
456-9									ts u ɴ n a	
59-9									u i	
142-9									t u ɴ	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o o ŋ u n
156-10										t a tː e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a
239-10										n i
252-10										m i
253-10										j o
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u b a
305-10										tɕ i tɕ i
308-10										h a n a
