COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1823-1	ŋ a m							
1832-1	g a ɾ a							
1842-1	s o ŋ							
1860-1	ŋ a m							
1869-1	s o ŋ							
1888-1	ŋ a m u							
1897-1	s o ŋ							
1932-1	s o ŋ o							
1950-1	s o ŋ							
1968-1	s o ŋ o							
1978-1	s o ŋ							
1987-1	g o ŋ							
2015-1	ŋ a m							
2118-1	s o ŋ o							
2238-1	n a ŋ							
2507-1	s o ŋ							
2526-1	ŋ a m							
2535-1	g o ŋ							
2544-1	s o ŋ o							
2560-1	s o ŋ o							
2569-1	s o ŋ							
2578-1	s o ŋ o							
2596-1	s o ŋ							
2615-1	s o ŋ							
2663-1	s o ŋ o							
2690-1	s o ŋ o							
2719-1	s o ŋ							
2728-1	s o ŋ							
2747-1	s o ŋ							
2756-1	s o ŋ							
2774-1	s o ŋ o							
19-1	s a ŋ							
28-1	s a ŋ							
89-1	s o ŋ o							
107-1	s o ŋ o							
190-1	s o ŋ							
229-1	b o ŋ							
257-1	g o ŋ							
338-1	s o ŋ o							
436-1	s o ŋ							
483-1	b o ŋ							
535-1	s o ŋ o							
571-1	g a ɾ a							
699-1	s o ŋ							
845-1	s o ŋ							
971-1	g o ŋ							
1049-1	s o ŋ o							
1161-1	n a ŋ							
1180-1	g o ŋ							
1226-1	s a							
1235-1	g o ŋ							
1280-1	s o ŋ o							
1352-1	s o ŋ							
1379-1	s o ŋ							
1415-1	s o ŋ o							
1636-1	g o ŋ							
1654-1	g o ŋ							
1680-1	g a ɾ a							
1725-1	g o ŋ							
2127-1	ŋ a m							
2181-1	s o ŋ							
2366-1	s o ŋ							
2672-1	b o ŋ							
2681-1	s o ŋ a							
55-1	s a ɾ a							
80-1	s o ŋ							
116-1	g o ŋ							
10-2		g a ɾ a ŋ						
37-2		ŋ a m						
46-2		ŋ a m						
98-2		b a ŋ b u						
125-2		ŋ a m						
162-2		ŋ a ŋ						
171-2		ŋ a m						
219-2		b a ŋ b u						
247-2		tʃʰ a ŋ b u						
282-2		j u						
292-2		ŋ a m						
301-2		dʒ i						
354-2		ŋ a m						
363-2		ŋ a m						
397-2		g a ɾ a ŋ						
406-2		b u						
426-2		b a ŋ b u						
473-2		g a ɾ a m						
499-2		ŋ a m						
526-2		g a ɾ a ŋ						
544-2		b u						
553-2		g o ŋ tʃ u						
599-2		g o g a						
608-2		b a ŋ b u						
617-2		j u						
645-2		ŋ a m						
663-2		g o i						
672-2		g o i						
681-2		u ɲ u						
690-2		ŋ a m						
708-2		tʃʰ a ŋ b u						
717-2		dʒ o ŋ						
726-2		g o i						
744-2		kʰ a						
782-2		ŋ a m						
791-2		ŋ a m						
800-2		ŋ a m						
809-2		b a ŋ b u						
836-2		dʒ i						
881-2		ŋ a m						
890-2		kʰ a						
899-2		j u						
926-2		ŋ a m						
944-2		g a ɾ a ŋ						
953-2		g a ɾ a ŋ						
980-2		g a ɾ a ŋ						
998-2		pʰ e l u						
1022-2		u ɲ u						
1031-2		b a ŋ b u						
1069-2		g o g a						
1079-2		ŋ a m						
1098-2		ŋ a m						
1117-2		kʰ u						
1141-2		dʒ i						
1189-2		ŋ a m						
1198-2		kʰ u						
1208-2		ŋ a m						
1217-2		b a ŋ b u						
1253-2		ŋ a m						
1271-2		g o g a ŋ						
1289-2		ŋ a m						
1316-2		ŋ a ŋ						
1325-2		ŋ a m						
1334-2		g a ɲ i						
1343-2		b a ŋ b u						
1361-2		kʰ u						
1370-2		ŋ a m						
1388-2		ŋ a m						
1397-2		j u						
1406-2		g o ŋ a						
1424-2		g a ɾ a ŋ						
1433-2		j u						
1442-2		ŋ a m						
1451-2		ŋ a m						
1468-2		g a ɾ a n						
1477-2		ŋ a						
1502-2		ŋ a m						
1511-2		ŋ a m						
1529-2		ŋ a ŋ						
1538-2		j u						
1557-2		g o ŋ a						
1618-2		ŋ a m						
1663-2		b u						
1689-2		g o i						
1698-2		kʰ u						
1707-2		g o g a						
1716-2		ŋ a m						
1742-2		j u						
1751-2		b u ŋ b u						
1778-2		kʰ a						
1787-2		tʃʰ u						
1823-2		ŋ a m						
1832-2		g a ɾ a ŋ						
1842-2		j u						
1860-2		ŋ a m						
1869-2		g o i						
1888-2		ŋ a m						
1897-2		j u						
1932-2		b a ŋ b u						
1950-2		b u						
1968-2		g o i						
1978-2		g o ŋ tʃ u						
1987-2		b a ŋ b u						
2015-2		ŋ a m						
2118-2		b o ŋ b u						
2238-2		ŋ a m						
2507-2		tʃʰ u						
2526-2		tʃʰ u						
2535-2		tʃʰ a						
2544-2		dʒ i						
2560-2		g o ŋ tʃ u						
2569-2		dʒ u						
2578-2		tʃʰ i ŋ p e						
2596-2		j u						
2615-2		dʒ i						
2663-2		g o i						
2690-2		g o i						
2719-2		ɾ i l i						
2728-2		g o i						
2747-2		g o i						
2756-2		j u						
2774-2		b u ŋ b u						
19-2		ŋ a m						
28-2		ŋ a ŋ b u						
89-2		g a ɾ a ŋ						
107-2		b a ŋ b u						
145-2		kʰ u						
190-2		kʰ u						
229-2		kʰ a						
257-2		ŋ a ŋ b u						
338-2		j u						
436-2		b u						
483-2		kʰ a						
571-2		g a ɾ a n						
699-2		g o ŋ a						
845-2		g o						
971-2		ŋ a ŋ						
1161-2		ŋ a m						
1180-2		j a						
1235-2		b a ŋ b u						
1280-2		b a ŋ b u						
1307-2		tʃʰ a n						
1352-2		dʒ u						
1379-2		g o i						
1415-2		ŋ a m						
1636-2		b a ŋ b u						
1654-2		dʒ i						
1680-2		ŋ a m						
1725-2		tʃ a n						
2127-2		b a ŋ b u						
2181-2		ŋ a m						
2366-2		b a ŋ b u						
2672-2		kʰ a						
2681-2		b a ŋ b u						
55-2		g a ŋ b u						
80-2		tʃʰ u						
116-2		u tʰ u						
154-2		dʒ i						
10-3			z a ŋ					
37-3			ŋ a ŋ					
46-3			ŋ a ŋ					
98-3			g a ŋ					
125-3			b i l o					
162-3			z i					
171-3			g o ŋ					
219-3			g a ŋ					
247-3			g a ŋ					
282-3			j u					
292-3			z a ŋ					
301-3			z i					
354-3			z a ŋ					
363-3			z a ŋ					
397-3			g a ŋ					
406-3			g a ŋ					
426-3			s a					
473-3			b i l o					
499-3			z a m b a					
526-3			g a					
544-3			kʰ u					
553-3			b i l o					
599-3			g o i					
608-3			z a ŋ					
617-3			j u					
645-3			tʃ a m b a					
663-3			b o ŋ					
672-3			b i l o					
681-3			tʃ i					
690-3			z i					
708-3			ŋ i l o					
717-3			b o ŋ					
726-3			b i l o					
744-3			d̪ a					
782-3			z i					
791-3			ŋ a ŋ					
800-3			ŋ a ŋ					
809-3			g o ŋ					
836-3			g o i					
881-3			tʃ a m b a					
890-3			d̪ a					
899-3			s a					
926-3			g a ŋ					
944-3			g a ŋ					
953-3			g a ŋ					
980-3			g a ŋ					
998-3			z i					
1022-3			g a ŋ					
1031-3			b i l o					
1069-3			b o ŋ a					
1079-3			d̪ a					
1098-3			j a ŋ					
1117-3			kʰ u					
1141-3			b i					
1189-3			g a ŋ					
1198-3			kʰ u					
1208-3			tʃ a m b a					
1217-3			g a ŋ					
1253-3			g a ŋ					
1271-3			z o ŋ a					
1289-3			z i					
1316-3			ŋ a ŋ					
1325-3			g a ŋ					
1334-3			g o i					
1343-3			b i l o					
1361-3			tʃ a ŋ					
1370-3			z a ŋ					
1388-3			z a m b a					
1397-3			j u					
1406-3			b o ŋ					
1424-3			g a ŋ					
1433-3			j u					
1442-3			tʃ a m b a					
1451-3			s a					
1468-3			g a ŋ					
1477-3			ŋ a ŋ					
1502-3			ŋ a ŋ					
1511-3			b u ŋ					
1529-3			g a ŋ					
1538-3			b u					
1557-3			b i l o					
1618-3			ŋ i					
1663-3			b u					
1689-3			ŋ i					
1698-3			j u					
1707-3			b i l o					
1716-3			ŋ a ŋ					
1742-3			s a					
1751-3			b o ŋ					
1778-3			z a					
1787-3			kʰ u					
1823-3			ŋ a ŋ					
1832-3			kʰ a					
1842-3			j u ŋ					
1860-3			ŋ a ŋ					
1869-3			g o ŋ					
1888-3			g a ŋ					
1897-3			b u					
1932-3			ʃ i l o					
1950-3			b u					
1968-3			b i l o					
1978-3			kʰ u					
1987-3			d̪ a					
2015-3			ŋ a ŋ					
2118-3			g o ŋ a					
2238-3			ŋ a ŋ					
2507-3			z o ŋ					
2526-3			b u					
2535-3			g a ŋ					
2544-3			b i l o					
2560-3			g o i					
2569-3			kʰ u					
2578-3			b i l o					
2596-3			j u					
2615-3			b i					
2663-3			g o i					
2690-3			z i					
2719-3			g o i					
2728-3			b o ŋ					
2747-3			b i l o					
2756-3			b u					
2774-3			b o ŋ					
89-3			g o ŋ a					
107-3			dʒ i					
145-3			j u					
190-3			g o i					
229-3			g a ŋ					
257-3			ŋ a ŋ					
436-3			g o ŋ a					
483-3			g a ŋ					
535-3			g o ŋ a					
699-3			b o ŋ					
845-3			b o ŋ					
971-3			g o i					
1049-3			b u					
1161-3			g a ŋ					
1180-3			s a					
1226-3			g a ŋ					
1235-3			ŋ a ŋ					
1280-3			b i l o					
1307-3			tʃ i					
1352-3			b u					
1379-3			b i l o					
1415-3			tʃ a					
1636-3			s a					
1654-3			tʃ i					
1725-3			tʃ a m b a					
2127-3			z a ŋ					
2181-3			b i l o					
2366-3			kʰ a					
2672-3			s a					
2681-3			g a ŋ					
116-3			z i					
154-3			dʒ i					
10-4				z i				
37-4				n a				
46-4				n a				
98-4				n a ŋ				
125-4				g o i				
162-4				z i				
171-4				n a m				
219-4				tʃʰ a ŋ				
247-4				n a m				
282-4				u u				
292-4				kʰ a				
301-4				z i				
354-4				n a m				
363-4				l a m				
397-4				l a m				
406-4				s a ŋ				
426-4				n a				
473-4				g o i				
499-4				n a m				
526-4				s a ŋ				
544-4				n a				
553-4				g o i				
599-4				g o i				
608-4				n a ŋ				
617-4				n a				
645-4				tʃʰ a ŋ				
663-4				l a m				
672-4				s o				
681-4				z i				
690-4				z i				
708-4				u ɲ u				
717-4				g o k a				
726-4				z i				
744-4				n a m				
782-4				z i				
791-4				n a ŋ				
800-4				n a ŋ				
809-4				j o n				
836-4				z i				
881-4				n a m				
890-4				n a m				
899-4				n a				
926-4				n a				
944-4				n a ŋ				
953-4				l a m				
980-4				g o i				
998-4				z i				
1022-4				n a m				
1031-4				z i m u				
1069-4				s o ŋ				
1079-4				tʃʰ a ŋ				
1098-4				g o u				
1117-4				n a				
1141-4				z i				
1189-4				n a m				
1198-4				n a				
1208-4				n a m				
1217-4				u u				
1253-4				tʃʰ a m				
1271-4				n a ŋ				
1289-4				z i				
1316-4				n a ŋ				
1325-4				n a m				
1334-4				s o ŋ				
1343-4				z i ŋ				
1361-4				n a ŋ				
1370-4				tʃ a ŋ				
1388-4				n a m				
1397-4				u u				
1406-4				z i				
1424-4				s a ŋ				
1433-4				u u				
1442-4				n a m				
1451-4				n a m a				
1468-4				l a ŋ				
1477-4				n a ŋ				
1502-4				n a ŋ				
1511-4				l a m				
1529-4				tʃʰ a ŋ				
1538-4				u u				
1557-4				g o i				
1618-4				n a m				
1663-4				n a ŋ				
1689-4				g o i				
1698-4				u u				
1707-4				b o ŋ				
1716-4				n a m a				
1742-4				u u				
1751-4				n a m				
1778-4				n a				
1787-4				tʃʰ a ŋ				
1823-4				n a				
1832-4				n a m a				
1842-4				u u				
1860-4				n a m a				
1869-4				l a m				
1888-4				n a ŋ				
1897-4				n a				
1932-4				j i ŋ p u				
1950-4				n a				
1968-4				j o ŋ				
1978-4				u ɲ u				
1987-4				n a				
2015-4				n a m a				
2118-4				z i m u				
2238-4				n a ŋ				
2507-4				u ɲ u				
2526-4				n a				
2535-4				n a				
2544-4				z i				
2560-4				g o i				
2569-4				n a m				
2578-4				z i i				
2596-4				u u				
2615-4				z i				
2663-4				z i				
2690-4				z i				
2719-4				g o i				
2728-4				g o i				
2747-4				l a m				
2756-4				u ɲ u				
2774-4				z i				
19-4				n a ŋ				
28-4				n a ŋ				
89-4				l a m				
145-4				u u				
229-4				n a				
257-4				tʃʰ a ŋ				
338-4				u u				
436-4				u u				
535-4				z i				
571-4				g o i				
699-4				b o ŋ				
971-4				z i i				
1049-4				z i				
1180-4				n a				
1226-4				l a m				
1307-4				l a m				
1352-4				s a ŋ				
1379-4				z i				
1636-4				n a				
1654-4				z i				
1680-4				tʃ a				
1725-4				n a m				
2672-4				s a				
55-4				g o i				
80-4				u ɲ u				
116-4				u u				
10-5					dʒ a ŋ b a			
37-5					n a n			
46-5					n a n			
98-5					j a m			
125-5					b u ʃ u			
162-5					kʰ e n			
171-5					n a			
219-5					dʒ a ŋ b u			
247-5					tʃ o ŋ			
282-5					kʰ u			
292-5					n a			
301-5					dʒ i			
354-5					kʰ a			
363-5					n a m			
397-5					dʒ a ŋ b u			
406-5					kʰ a			
426-5					n a			
473-5					g o i			
499-5					j a m			
526-5					g a			
544-5					kʰ e n			
553-5					g o ŋ a			
599-5					s o ŋ a			
608-5					b i l o			
617-5					kʰ e n			
645-5					a u			
663-5					s o ŋ			
672-5					s o ŋ a			
681-5					j u			
690-5					b i h̥			
708-5					dʒ a ŋ b u			
717-5					s o ŋ a			
726-5					dʒ i			
744-5					a u			
782-5					b u			
791-5					ŋ a m			
800-5					ŋ a m			
809-5					s o ŋ a			
836-5					kʰ e n			
881-5					n a			
890-5					n a			
899-5					g u			
926-5					n a n			
944-5					n a			
953-5					s o ŋ a			
980-5					j a ŋ b u			
998-5					g u			
1022-5					g a ɾ a			
1031-5					b i h̥			
1069-5					r o ŋ a			
1079-5					b a m a			
1098-5					j a ŋ b u			
1117-5					kʰ u			
1141-5					n a			
1189-5					j a m			
1198-5					kʰ u			
1208-5					n a			
1217-5					dʒ a ŋ b u			
1253-5					a u			
1271-5					n a			
1289-5					n a n			
1316-5					ŋ a m			
1325-5					kʰ e n			
1334-5					s o ŋ a			
1343-5					b u ʃ u			
1361-5					n a n			
1370-5					n a m			
1388-5					n a			
1397-5					kʰ u			
1406-5					s o ŋ a			
1424-5					dʒ a ŋ b u			
1433-5					b u			
1442-5					n a			
1451-5					b a m a			
1468-5					n a n			
1477-5					ŋ a m			
1502-5					ŋ a m			
1511-5					n a m			
1529-5					n a			
1538-5					n a			
1557-5					s o ŋ			
1618-5					kʰ e n			
1663-5					b u			
1689-5					r o ŋ			
1698-5					kʰ u			
1707-5					s o ŋ			
1716-5					ŋ a m			
1742-5					b u			
1751-5					b u ʃ u			
1778-5					n a			
1787-5					kʰ u			
1823-5					n a n			
1832-5					n a			
1842-5					kʰ u			
1860-5					ŋ a m			
1869-5					kʰ a			
1888-5					n a			
1897-5					n a			
1932-5					n a			
1950-5					b u			
1968-5					s o ŋ a			
1978-5					n a n			
1987-5					n a			
2015-5					ŋ a m			
2118-5					s o ŋ a			
2238-5					n a n			
2507-5					kʰ e n			
2526-5					kʰ e n			
2535-5					n a			
2544-5					b i h̥			
2560-5					s o ŋ			
2569-5					kʰ u			
2578-5					kʰ e n			
2596-5					kʰ u			
2615-5					b i h̥			
2663-5					g e tʃ i ŋ			
2690-5					s o ŋ a			
2719-5					b i ŋ			
2728-5					s o ŋ			
2747-5					dʒ i ŋ			
2756-5					g u			
2774-5					s o ŋ a			
19-5					j a m			
28-5					n a			
89-5					n a			
107-5					b i h̥			
145-5					kʰ u			
190-5					kʰ u			
229-5					n a			
257-5					n a			
338-5					a u			
436-5					kʰ e n			
483-5					n a			
535-5					s o ŋ a			
571-5					g o i			
699-5					s o ŋ a			
845-5					s o ŋ			
971-5					b i tʰ u			
1049-5					a u			
1161-5					z a			
1180-5					n a			
1226-5					n a n			
1235-5					n a m			
1280-5					dʒ i ŋ a m			
1307-5					g a m			
1352-5					g u			
1379-5					s o ŋ a			
1415-5					j a m			
1654-5					s o ŋ a			
1680-5					kʰ e n			
2127-5					n a m			
2181-5					dʒ i			
2366-5					s o ŋ			
2672-5					n a			
2681-5					dʒ a ŋ b u			
80-5					n a n			
154-5					b u			
10-6						dʒ a ŋ		
37-6						l a n		
46-6						l a n		
98-6						g a n		
125-6						b i m b u		
162-6						z i		
171-6						d o ŋ a		
219-6						s a ŋ b u		
247-6						s a ŋ b u		
282-6						j u		
292-6						s a ŋ		
301-6						z i		
354-6						kʰ u		
363-6						z a m b u		
397-6						s a ŋ b u		
406-6						kʰ u		
426-6						kʰ u		
473-6						tʃ i n a ŋ		
499-6						z i		
526-6						g a m b a		
544-6						j u		
553-6						s o k a		
599-6						tʃ i k a n		
608-6						g a n		
617-6						j u		
645-6						ŋ a m		
663-6						s o ŋ		
672-6						s o k a		
681-6						z i		
690-6						dʒ i		
708-6						g a n		
717-6						g a n		
726-6						b i		
744-6						b a m		
782-6						z i		
791-6						g a ŋ		
800-6						g a ŋ		
809-6						j a ŋ		
836-6						ʃ i k a		
881-6						ŋ a m		
890-6						kʰ a		
899-6						kʰ u		
926-6						ŋ a m		
944-6						z i		
953-6						z i		
980-6						s a n		
998-6						z i		
1022-6						kʰ u		
1031-6						b i k a n		
1069-6						s o ŋ		
1079-6						ŋ a m		
1098-6						ɾ a ŋ b u		
1117-6						kʰ u		
1141-6						b i		
1189-6						d a n		
1198-6						j u		
1208-6						d a m b a		
1217-6						b i		
1253-6						b a m		
1271-6						s o k a		
1289-6						dʒ i		
1316-6						ŋ a m		
1325-6						d a		
1334-6						tʃ i		
1343-6						b i k a n		
1361-6						l e l o ŋ		
1370-6						kʰ u		
1388-6						ŋ a m		
1397-6						j u		
1406-6						s o ŋ		
1424-6						g a n		
1433-6						j u		
1442-6						ŋ a m		
1451-6						b a m b a		
1468-6						kʰ u		
1477-6						ŋ a m		
1502-6						ŋ a m		
1511-6						g a n		
1529-6						kʰ u		
1538-6						j u		
1557-6						tʃ i n a		
1618-6						tʃ i		
1663-6						kʰ u		
1689-6						z i		
1698-6						j u		
1707-6						g a n		
1716-6						ŋ a m		
1742-6						kʰ u		
1751-6						g a n		
1778-6						z a		
1787-6						kʰ u		
1823-6						kʰ u		
1832-6						kʰ a m		
1842-6						j u		
1860-6						ŋ a m		
1869-6						kʰ u		
1888-6						z i		
1897-6						j u		
1932-6						b i k a n		
1950-6						j u		
1968-6						t o ŋ		
1978-6						j u		
1987-6						s a m		
2015-6						ŋ a m		
2118-6						kʰ u		
2238-6						s a n		
2507-6						kʰ u		
2526-6						kʰ u		
2535-6						kʰ u		
2544-6						z i		
2560-6						s o ŋ		
2569-6						kʰ u		
2578-6						g a n		
2596-6						j u		
2615-6						b i		
2663-6						z i		
2690-6						b i		
2719-6						b i		
2728-6						s o ŋ		
2747-6						kʰ u		
2756-6						kʰ u		
2774-6						b i		
19-6						g a n		
28-6						g a n		
89-6						s a ŋ b u		
107-6						tʃ i		
145-6						kʰ u		
190-6						j u		
229-6						kʰ a		
257-6						ŋ a m		
338-6						b i		
483-6						d a		
535-6						s o k a		
571-6						g a n		
699-6						s o ŋ		
845-6						s o ŋ		
971-6						kʰ u		
1049-6						j u		
1161-6						b a m		
1226-6						z i		
1235-6						g a n		
1280-6						dʒ i k a n		
1307-6						kʰ u		
1352-6						j u		
1379-6						b i		
1415-6						b a		
1636-6						b i		
1654-6						z i		
1680-6						l a m b a		
1725-6						tʃ i k a n		
2127-6						g a n		
2181-6						ʃ i k a		
2366-6						g a n		
2672-6						j u		
2681-6						g a n		
55-6						j u ŋ		
80-6						kʰ u		
116-6						b i		
154-6						b i		
10-7							ŋ a m	
37-7							tʃ a n	
46-7							tʃ a n	
98-7							b i kʰ e n	
125-7							b i kʰ e n	
162-7							b i	
171-7							b i kʰ e n	
219-7							b i kʰ e n	
247-7							s o ŋ a	
282-7							j u	
292-7							kʰ a ŋ	
301-7							b i	
354-7							m u ŋ b a	
363-7							b i	
397-7							ŋ a m	
406-7							kʰ u	
426-7							b i	
473-7							b i kʰ e n	
499-7							b i	
526-7							b i kʰ e n	
544-7							b u	
553-7							b o ŋ	
599-7							s o ŋ a	
608-7							b i kʰ e n	
617-7							b i	
645-7							b i	
663-7							b o ŋ	
672-7							s o ŋ a	
681-7							b i	
690-7							b i	
708-7							ŋ a m	
717-7							z i kʰ e n	
726-7							b i	
744-7							b u	
782-7							b i	
791-7							ŋ a m	
800-7							ŋ a m	
809-7							ŋ a m	
836-7							b i	
881-7							ŋ a m	
890-7							b u	
899-7							b i	
926-7							ŋ a m	
944-7							ŋ a m	
953-7							ŋ a m	
980-7							b i kʰ e n	
998-7							b i	
1022-7							b i kʰ e n	
1031-7							b i kʰ e n	
1069-7							tʃ o ŋ a	
1079-7							b i	
1098-7							ŋ a m	
1117-7							b u	
1141-7							b i	
1189-7							b i	
1198-7							kʰ u	
1208-7							b i kʰ e n	
1217-7							b i	
1253-7							b i	
1271-7							s o ŋ a	
1289-7							b i	
1316-7							ŋ a ŋ	
1325-7							kʰ a ŋ	
1334-7							b i	
1343-7							b i kʰ e n	
1361-7							j u	
1370-7							b i kʰ e n	
1388-7							ŋ a m	
1397-7							b u	
1406-7							tʃ o tʃ o	
1424-7							tʃ o ŋ a	
1433-7							b u	
1442-7							ŋ a m	
1451-7							b a m	
1468-7							z i kʰ e n	
1477-7							ŋ a m	
1502-7							ŋ a m	
1511-7							b i kʰ e n	
1529-7							b u	
1538-7							s o ŋ a	
1557-7							tʃ o tʃ o	
1618-7							b i	
1663-7							b u	
1689-7							b i kʰ e n	
1698-7							b u	
1707-7							ŋ a ŋ	
1716-7							ŋ a m	
1742-7							b u	
1751-7							b i kʰ e n	
1778-7							b i	
1787-7							kʰ u	
1823-7							b i	
1832-7							b i	
1842-7							b u	
1860-7							ŋ a m	
1869-7							kʰ u	
1888-7							b i	
1897-7							b i	
1932-7							b i kʰ e n	
1950-7							b u	
1968-7							s o ŋ a	
1978-7							ɾ u	
1987-7							b i	
2015-7							ŋ a m	
2118-7							s o ŋ a	
2238-7							ŋ a m	
2507-7							b i kʰ e n	
2526-7							b i	
2535-7							b i	
2544-7							b i	
2560-7							s o ŋ a	
2569-7							m i kʰ e n	
2578-7							b i kʰ e n	
2596-7							b u	
2615-7							b i	
2663-7							b i kʰ e n	
2690-7							b i	
2719-7							b i	
2728-7							z i kʰ e n	
2747-7							b i kʰ e n	
2756-7							b i kʰ e n	
2774-7							b i	
19-7							b i kʰ e n	
28-7							b i kʰ e n	
89-7							z i kʰ e n	
107-7							b i kʰ e n	
145-7							b u	
190-7							b i	
338-7							b u	
436-7							b u	
483-7							b i	
535-7							s o ŋ a	
571-7							b i kʰ e n	
699-7							b o ŋ	
845-7							b o ŋ	
1049-7							b u	
1161-7							b i	
1180-7							b i	
1226-7							b i	
1235-7							ŋ a m	
1280-7							b i kʰ e n	
1307-7							g e p kʰ e n	
1352-7							pʰ u	
1415-7							b i	
1636-7							b i	
1680-7							m i kʰ e n	
1725-7							kʰ e n	
2127-7							b i kʰ e n	
2181-7							b i kʰ e n	
2366-7							b i kʰ e n	
2672-7							b a	
2681-7							tʃ o ŋ a	
55-7							tʃ a ŋ kʰ e n	
80-7							ɾ u ŋ	
154-7							b i	
10-8								j a ŋ
37-8								j a ŋ
46-8								j a ŋ
98-8								g a ɾ a m
125-8								tʃ a ŋ
162-8								tʃ i
171-8								z i
219-8								j a ŋ
247-8								tʰ u ŋ
282-8								j u ŋ
292-8								j a ŋ
301-8								tʃ i
354-8								tʃ a ŋ
363-8								z i
397-8								j a ŋ
406-8								g a ŋ
426-8								j a ŋ
473-8								tʃ i
499-8								z i
526-8								g a ŋ
544-8								j a ŋ
553-8								g o i
599-8								g o g a
608-8								g a ŋ
617-8								j a ŋ
645-8								j a ŋ
663-8								j a ŋ
672-8								g o i
681-8								tʃ i
690-8								z i
708-8								j a ŋ
717-8								g o i
726-8								g o i
744-8								j a ŋ
782-8								g a ŋ
791-8								ŋ a m
800-8								ŋ a m
809-8								tʃ o
836-8								z i
881-8								j a ŋ
890-8								j a ŋ
899-8								g a ŋ
926-8								j a ŋ
944-8								g a ŋ
953-8								j a ŋ
980-8								g o i
998-8								j a ŋ
1022-8								j a ŋ
1031-8								tʃ a ŋ p u
1069-8								tʃ o
1079-8								j a ŋ
1098-8								j a ŋ
1117-8								tʃ o
1141-8								tʃ i
1189-8								j a ŋ
1198-8								n a
1208-8								j a ŋ
1217-8								j a ŋ
1253-8								j a ŋ
1271-8								tʃ o
1289-8								z i
1316-8								j a ŋ
1325-8								j a ŋ
1334-8								z i
1343-8								tʃ a ŋ
1361-8								s e m
1370-8								j a ŋ
1388-8								j a ŋ
1397-8								j u ŋ
1406-8								tʃ o
1424-8								g a ŋ b u
1433-8								j u ŋ
1442-8								j a ŋ
1451-8								j a ŋ
1468-8								g a ŋ
1477-8								j a ŋ
1502-8								j a ŋ
1511-8								m u ŋ b u
1529-8								j a ŋ
1538-8								j u ŋ
1557-8								tʃ o
1618-8								i p a n
1663-8								g a ŋ
1689-8								g o i
1698-8								tʃ o
1707-8								g a ɾ a m
1716-8								ŋ a m
1742-8								a u
1751-8								tʃ a ŋ
1778-8								j a ŋ
1787-8								j u ŋ
1823-8								z i
1832-8								j a ŋ
1842-8								j u ŋ
1860-8								ŋ a m
1869-8								tʃ o
1888-8								j a ŋ
1897-8								a u
1932-8								tʃ i k p a
1950-8								j a ŋ
1968-8								i p a n
1978-8								tʃ o
1987-8								j a ŋ
2015-8								ŋ a m
2118-8								j u ŋ b u
