COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2578-2		n o ŋ						
2596-2		j u ŋ						
2615-2		u						
2663-2		g o ŋ tʃ u						
2690-2		j u						
2719-2		j u						
2728-2		tʃ o ŋ						
2747-2		ɲ u						
2756-2		b u						
2774-2		ɲ u						
19-2		n a ʃ i						
28-2		n a ʃ i						
89-2		a a n						
107-2		m u ŋ						
145-2		kʰ u						
190-2		j u						
229-2		kʰ a						
257-2		d̪ o ŋ a						
338-2		b u ŋ						
436-2		u tʰ u						
483-2		pʰ a a						
571-2		g e p ʃ u						
699-2		d̪ o ŋ b a						
845-2		ɾ i						
971-2		j u ŋ u						
1161-2		tʃʰ a						
1180-2		ʃ i						
1235-2		dʒ a ŋ						
1280-2		dʒ a ŋ						
1307-2		ɲ e p ʃ u						
1352-2		u						
1379-2		m u						
1415-2		ɾ a						
1636-2		b e a						
1654-2		dʒ a ŋ						
1680-2		k a a						
1725-2		tʃ o						
2127-2		dʒ a ŋ a						
2181-2		d̪ o						
2366-2		g e p ʃ u						
2672-2		a a						
2681-2		b u ŋ						
55-2		a a n						
80-2		j u						
116-2		u tʰ u						
154-2		ʃ i						
181-2		kʰ u						
210-2		ɲ u						
267-2		dʒ a ŋ						
319-2		a a n						
389-2		kʰ a h̥						
453-2		j u ŋ						
508-2		dʒ a ŋ a						
563-2		b a ŋ						
764-2		k a a a						
819-2		b a						
918-2		j a ŋ b u						
1244-2		j u ŋ						
1460-2		ɲ u						
1487-2		kʰ a ŋ						
1521-2		b u						
2033-2		k u						
2209-2		kʰ o ŋ						
2256-2		m u ŋ						
2517-2		a a n						
2654-2		b o ŋ						
2737-2		m o ŋ						
329-2		r a h̥						
464-2		tʃ o m						
581-2		j u						
591-2		l a ŋ						
627-2		kʰ a ŋ						
655-2		kʰ a h̥						
873-2		b o ŋ b u						
909-2		pʰ e o ŋ						
990-2		dʒ a ŋ						
1013-2		k a a						
1133-2		l u						
1584-2		g ɾ a ŋ						
10-3			d̪ a					
37-3			d̪ a					
46-3			d̪ a					
98-3			ŋ a ŋ					
125-3			b u ŋ b a					
162-3			d̪ a					
171-3			s a					
219-3			tʃ a ŋ p u					
247-3			d̪ a					
282-3			j u					
292-3			s a					
301-3			d̪ a					
354-3			tʰ i					
363-3			j u					
397-3			d̪ a					
406-3			kʰ u					
426-3			s a					
473-3			d̪ a					
499-3			s a					
526-3			s a					
544-3			kʰ u					
553-3			s a					
599-3			ʃ i l o					
608-3			d̪ a o					
617-3			s a					
645-3			d̪ a					
663-3			tʰ u					
672-3			tʰ o ŋ					
681-3			s a					
690-3			s a					
708-3			j a ŋ a					
717-3			pʰ i r pʰ o					
726-3			s a					
744-3			s a					
782-3			s a					
791-3			d̪ a					
800-3			d̪ a					
809-3			d̪ a					
836-3			tʰ i					
881-3			d̪ a					
890-3			s a					
899-3			s a					
926-3			tʃʰ a m					
944-3			s a					
953-3			d̪ a					
980-3			s a					
998-3			d̪ a					
1022-3			kʰ u					
1031-3			b u ŋ p a					
1069-3			tʃ o m					
1079-3			s a					
1098-3			j a ŋ b u ŋ					
1117-3			tʃ u					
1141-3			j u ŋ					
1189-3			d̪ a					
1198-3			kʰ u					
1208-3			s a					
1217-3			ʃ i l o					
1253-3			d̪ a					
1271-3			d̪ a					
1289-3			s a					
1316-3			ŋ a ŋ					
1325-3			kʰ u					
1334-3			d̪ a					
1343-3			s a					
1361-3			d̪ a					
1370-3			kʰ a					
1388-3			d̪ a					
1397-3			kʰ u					
1406-3			tʃ o ŋ a					
1424-3			tʃ a ŋ p a					
1433-3			j u					
1442-3			d̪ a					
1451-3			s a					
1468-3			k k o					
1477-3			d̪ a					
1502-3			s a					
1511-3			b u ŋ p a					
1529-3			s a					
1538-3			j u					
1557-3			tʃ i ŋ p u					
1618-3			d̪ a					
1663-3			j u					
1689-3			i ŋ kʰ o					
1698-3			j u ŋ					
1707-3			dʒ a ŋ					
1716-3			ŋ a					
1742-3			j u					
1751-3			kʰ u					
1778-3			s a					
1787-3			u tʰ u					
1823-3			d̪ a					
1832-3			s a					
1842-3			j u ŋ					
1860-3			d̪ a					
1869-3			kʰ u ŋ					
1888-3			s a					
1897-3			s a					
1932-3			ʃ i ŋ a					
1950-3			j u					
1968-3			tʰ o ŋ					
1978-3			tʰ i					
1987-3			s a					
2015-3			d̪ a					
2118-3			kʰ u					
2238-3			d̪ a					
2507-3			kʰ u ŋ					
2526-3			d̪ a					
2535-3			s a					
2544-3			tʰ i ŋ tʃ e					
2560-3			tʰ o ŋ					
2569-3			kʰ u					
2578-3			tʃ i ŋ					
2596-3			j u ŋ					
2615-3			z i					
2663-3			tʃ i k p a					
2690-3			s a					
2719-3			z i					
2728-3			b u ŋ p a					
2747-3			i ŋ o					
2756-3			kʰ u					
2774-3			kʰ o ŋ					
89-3			kʰ u					
107-3			tʃ i n a ŋ					
145-3			j u					
190-3			j u					
229-3			s a					
257-3			d̪ a					
436-3			j u					
483-3			d̪ a n					
535-3			s a					
699-3			tʃ i ŋ p a					
845-3			pʰ i r pʰ o					
971-3			tʰ u					
1049-3			kʰ u					
1161-3			j a o					
1180-3			s a					
1226-3			d̪ a					
1235-3			tʃ a ŋ tʃ e					
1280-3			ŋ a ŋ					
1307-3			b o					
1352-3			kʰ u					
1379-3			s a					
1415-3			r a					
1636-3			s a					
1654-3			d̪ a					
1725-3			tʃ a					
2127-3			d̪ a					
2181-3			d̪ a n					
2366-3			k o					
2672-3			s a					
2681-3			b u ŋ p a					
116-3			tʰ u					
154-3			z i					
181-3			j u ŋ p a					
210-3			s a					
267-3			ʃ i r pʰ o					
389-3			r a					
563-3			b u ŋ p u					
637-3			kʰ u					
764-3			j a ŋ a					
819-3			tʃ a m b o					
827-3			s e					
918-3			j a ŋ p a					
1244-3			b u ŋ p u					
1487-3			tʃ a ŋ					
1521-3			b u					
1734-3			j u					
2033-3			tʃ a					
2172-3			ʃ i o					
2209-3			tʰ i ŋ p a					
2256-3			j a					
2517-3			d̪ a					
2654-3			s a					
2737-3			ʃ i l o					
329-3			tʃ a n a					
415-3			kʰ u					
464-3			tʃ o m					
493-3			ʃ i l o					
581-3			j u					
591-3			b ɾ a ŋ					
627-3			tʃ a ŋ					
655-3			pʰ a					
873-3			j u ŋ					
909-3			pʰ a m b u					
1150-3			d̪ a o					
10-4				kʰ a s				
37-4				n a				
46-4				n a				
98-4				kʰ a s				
125-4				i g tʃʰ a m				
162-4				s e				
171-4				s a				
219-4				s a				
247-4				s a ŋ				
282-4				u tʰ u				
292-4				kʰ a s				
301-4				z i				
354-4				g a m				
363-4				s i				
397-4				s a m				
406-4				kʰ a l u				
426-4				kʰ a b a				
473-4				g a m				
499-4				s a				
526-4				kʰ a b a				
544-4				u tʰ u				
553-4				kʰ a s				
599-4				g tʃʰ a m				
608-4				g tʃʰ a m				
617-4				j o n				
645-4				n a				
663-4				g tʃʰ a m				
672-4				s a				
681-4				z i				
690-4				i ɲ i ŋ				
708-4				g tʃʰ a m				
717-4				g tʃʰ a m				
726-4				s a				
744-4				a b a				
782-4				s a				
791-4				kʰ a b a				
800-4				kʰ a b a				
809-4				j a s				
836-4				tʰ i				
881-4				l a				
890-4				n a				
899-4				s e				
926-4				tʃ a				
944-4				s a				
953-4				kʰ a b a				
980-4				s a ŋ				
998-4				s a				
1022-4				kʰ a l u				
1031-4				g tʃʰ a m				
1069-4				g tʃʰ a m				
1079-4				kʰ a m				
1098-4				j a s				
1117-4				k u				
1141-4				l i ŋ				
1189-4				j a				
1198-4				k u				
1208-4				s a				
1217-4				s a				
1253-4				a l a				
1271-4				s a ŋ				
1289-4				i ɲ i ŋ				
1316-4				s a				
1325-4				g tʃʰ a m				
1334-4				s a				
1343-4				g tʃʰ a m				
1361-4				s a				
1370-4				g a m				
1388-4				kʰ a b a				
1397-4				u tʰ u				
1406-4				z i				
1424-4				kʰ a b a				
1433-4				u tʰ u				
1442-4				l a				
1451-4				kʰ a m				
1468-4				kʰ a b a				
1477-4				s a ŋ				
1502-4				s a				
1511-4				kʰ a b a				
1529-4				s a				
1538-4				k u				
1557-4				g tʃʰ a m				
1618-4				i ɲ i ŋ				
1663-4				u tʰ u				
1689-4				ɲ i ŋ				
1698-4				u tʰ u				
1707-4				g a m				
1716-4				i ŋ a				
1742-4				u tʰ u				
1751-4				g a m				
1778-4				g a				
1787-4				u tʰ u				
1823-4				l e				
1832-4				kʰ a b a				
1842-4				l i ŋ				
1860-4				i ŋ a				
1869-4				s a ŋ				
1888-4				j a m				
1897-4				s e				
1932-4				g tʃʰ a				
1950-4				u tʰ u				
1968-4				g tʃʰ a m				
1978-4				s a				
1987-4				kʰ a m				
2015-4				g tʃʰ a m				
2118-4				g tʃʰ a m				
2238-4				s a				
2507-4				g tʃʰ a m				
2526-4				s e				
2535-4				kʰ a b a				
2544-4				i ŋ				
2560-4				i ɲ i ŋ				
2569-4				kʰ a i p u				
2578-4				i ɲ i ŋ				
2596-4				u tʰ u				
2615-4				z i				
2663-4				z i				
2690-4				s a				
2719-4				z i				
2728-4				g tʃʰ a m				
2747-4				i ɲ i ŋ				
2756-4				k u				
2774-4				z i				
19-4				n a m				
28-4				n a m				
89-4				s a				
145-4				u tʰ u				
229-4				s a				
257-4				s a				
338-4				g tʃʰ a m				
436-4				u tʰ u				
535-4				s a				
571-4				g tʃʰ a m				
699-4				s a				
971-4				t o m				
1049-4				k u				
1180-4				kʰ a b a				
1226-4				g a m				
1307-4				g a m				
1352-4				u tʰ u				
1379-4				s a				
1636-4				s a				
1654-4				z i				
1680-4				kʰ a l				
1725-4				g tʃʰ a m				
2672-4				s a				
55-4				kʰ a m				
80-4				g tʃʰ a m				
116-4				u tʰ u				
210-4				s a				
453-4				g a m				
637-4				k u				
754-4				kʰ a i p u				
764-4				g o a ŋ m a				
827-4				s i				
1244-4				g tʃʰ a m				
1460-4				g tʃʰ a m				
1734-4				z i				
2033-4				g o				
2209-4				kʰ a ŋ p a				
2517-4				i ŋ a				
2654-4				s a				
493-4				z i				
1133-4				g a m				
10-5					g a ŋ			
37-5					n a ŋ			
46-5					n a ŋ			
98-5					g a ŋ			
125-5					g a ŋ			
162-5					s e m			
171-5					ʃ o ŋ			
219-5					g a ŋ			
247-5					g a ŋ			
282-5					b u ʃ u			
292-5					g a ŋ			
301-5					ʃ i r a			
354-5					l e o			
363-5					n a ŋ p u			
397-5					g a ŋ			
406-5					kʰ u			
426-5					pʰ e o ŋ			
473-5					n a ŋ			
499-5					g a ŋ			
526-5					g a			
544-5					kʰ u			
553-5					pʰ e o ŋ			
599-5					l e o			
608-5					kʰ e n			
617-5					n o ŋ			
645-5					a l o			
663-5					g a ŋ			
672-5					g o ŋ			
681-5					ʃ i r a			
690-5					t o ŋ			
708-5					g a ŋ			
717-5					l e k a			
726-5					ʃ i			
744-5					a ʃ i			
782-5					l e aː n			
791-5					ɲ i ŋ a			
800-5					ɲ i ŋ a			
809-5					g a ŋ			
836-5					b u			
881-5					a l o			
890-5					n o ŋ			
899-5					l e m			
926-5					n a n			
944-5					g a a ŋ			
953-5					g a ŋ			
980-5					g a ŋ			
998-5					i o ŋ			
1022-5					g a ŋ			
1031-5					dʒ i ŋ			
1069-5					g o ŋ			
1079-5					ʃ i r a			
1098-5					g a ŋ			
1117-5					g a ŋ			
1141-5					g a ŋ			
1189-5					n o ŋ			
1198-5					n a			
1208-5					n a			
1217-5					a ʃ i			
1253-5					n a			
1271-5					n a ŋ			
1289-5					g a ŋ			
1316-5					t o ŋ			
1325-5					pʰ e a l o			
1334-5					g a ŋ			
1343-5					kʰ u			
1361-5					g a ŋ			
1370-5					n a ŋ			
1388-5					n o ŋ			
1397-5					h o ŋ			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ			
1433-5					kʰ u			
1442-5					a l o			
1451-5					tʃʰ a			
1468-5					pʰ e o ŋ			
1477-5					ɲ i ŋ a			
1502-5					g a ŋ			
1511-5					n a ŋ			
1529-5					tʃʰ a			
1538-5					ʃ u			
1557-5					g a ŋ			
1618-5					tʃ o ŋ			
1663-5					b u			
1689-5					t o ŋ			
1698-5					kʰ u ŋ			
1707-5					g a ŋ			
1716-5					g o ŋ			
1742-5					kʰ u			
1751-5					b u ʃ u			
1778-5					g ɾ a			
1787-5					l e aː			
1823-5					l e m			
1832-5					pʰ e o ŋ			
1842-5					n a ŋ			
1860-5					t o ŋ			
1869-5					g a ŋ			
1888-5					h o ŋ			
1897-5					l e m			
1932-5					g a ŋ a ŋ			
1950-5					kʰ u			
1968-5					g o ŋ			
1978-5					g a ŋ			
1987-5					b u			
2015-5					n o ŋ			
2118-5					n o ŋ			
2238-5					n o ŋ			
2507-5					g a ŋ			
2526-5					l e m			
2535-5					a ʃ i			
2544-5					ʃ i ŋ			
2560-5					g a ŋ			
2569-5					g a ŋ			
2578-5					n a ŋ			
2596-5					g a ŋ			
2615-5					g a ŋ			
2663-5					g i ŋ			
2690-5					ʃ u			
2719-5					g a ŋ			
2728-5					g a ŋ			
2747-5					dʒ i ŋ			
2756-5					l e m			
2774-5					g a ŋ			
19-5					n a			
28-5					h o ŋ			
89-5					g a ŋ			
107-5					g a ŋ			
145-5					a ʃ u			
190-5					kʰ u			
229-5					n a			
257-5					g a ŋ			
338-5					g a ŋ			
436-5					b u			
483-5					tʃʰ a			
535-5					l e			
571-5					g a ŋ			
699-5					g a ŋ			
845-5					b e kʰ e n			
971-5					tʃ o ŋ			
1049-5					b u			
1161-5					a l o			
1180-5					ʃ i r a			
1226-5					n a ŋ			
1235-5					n a ɲ i ŋ			
1280-5					g a ŋ			
1307-5					g o ŋ			
1352-5					g a ŋ			
1379-5					ʃ i			
1415-5					b a			
1654-5					ʃ i r a			
1680-5					g a ŋ			
2127-5					h o ŋ			
2181-5					h o ŋ			
2366-5					tʃʰ a			
2672-5					g ɾ a			
2681-5					d u ŋ i ŋ			
80-5					g a ŋ			
154-5					ʃ i			
181-5					b u ʃ u			
210-5					h o ŋ			
267-5					dʒ i r a			
319-5					pʰ e o ŋ			
389-5					g ɾ a			
453-5					g a ŋ			
508-5					g o ŋ			
563-5					dʒ i ŋ			
637-5					b u			
754-5					g a ŋ			
819-5					b u			
827-5					kʰ u			
918-5					l e o ŋ			
1244-5					g a ŋ			
1460-5					ʃ o ŋ			
1487-5					g o k			
1521-5					kʰ u			
1734-5					d u ŋ i r			
2033-5					a l o			
2172-5					b a			
2209-5					ɲ i ŋ a			
2256-5					ʃ i r a			
2517-5					n o ŋ			
2654-5					g a ŋ			
2737-5					ɲ i ŋ a			
329-5					tʃ a tʃʰ a			
415-5					b u			
464-5					t o ŋ			
493-5					g a ŋ			
581-5					ʃ u			
591-5					dʒ o ŋ			
627-5					g ɾ a a			
655-5					tʃʰ a			
873-5					dʒ i ŋ			
909-5					pʰ e e k a ʃ			
990-5					dʒ o ŋ			
1013-5					tʃ o ŋ			
1133-5					kʰ u			
1150-5					h o ŋ			
1584-5					g ɾ a			
10-6						d̪ a n		
37-6						d̪ a n		
46-6						d̪ a n		
98-6						d̪ a n		
125-6						d̪ a n		
162-6						d̪ a n		
171-6						d̪ a n		
219-6						tʃ i n a ŋ		
247-6						tʃ a ŋ		
282-6						j u		
292-6						kʰ a ŋ		
301-6						d̪ a n		
354-6						l e m b o		
363-6						u ɲ u		
397-6						d̪ a n		
406-6						kʰ u		
426-6						l e k a n		
473-6						d̪ a n		
499-6						d̪ a n		
526-6						d̪ a n		
544-6						kʰ u		
553-6						d̪ a n		
599-6						d̪ a n		
608-6						k a n		
617-6						d̪ a n		
645-6						d̪ a n		
663-6						b o ŋ kʰ u		
672-6						tʃ a ŋ		
681-6						j u		
690-6						ŋ u		
708-6						j b u		
717-6						kʰ u		
726-6						ŋ u		
744-6						d̪ a n		
782-6						ŋ u		
791-6						ŋ a ŋ		
800-6						ŋ a ŋ		
809-6						l a ŋ		
836-6						kʰ u		
881-6						k a n		
890-6						d̪ a n		
899-6						j b u		
926-6						d̪ a n		
944-6						d̪ a n		
953-6						d̪ a n		
980-6						d̪ a n		
998-6						d̪ a n		
1022-6						tʃ i n a ŋ		
1031-6						b i n a		
1069-6						tʃ a ŋ		
1079-6						ʔ a n		
1098-6						d̪ a l o		
1117-6						kʰ u		
1141-6						kʰ u		
1189-6						d̪ a n		
1198-6						kʰ u		
1208-6						d̪ a n		
1217-6						ʔ a n		
1253-6						d̪ a n		
1271-6						tʃ a ŋ		
1289-6						tʃ i n		
1316-6						d̪ a n		
1325-6						kʰ a ŋ		
1334-6						d̪ a n		
1343-6						b i n a ŋ		
1361-6						ʃ i k a n		
1370-6						d̪ a n		
1388-6						k a n		
1397-6						kʰ u		
1406-6						tʃ i n		
1424-6						g a m tʃ a		
1433-6						kʰ u		
1442-6						k a n		
1451-6						d̪ a n		
1468-6						d̪ a n		
1477-6						d̪ a n		
1502-6						j b u		
1511-6						d̪ a l o		
1529-6						ʔ a n		
1538-6						kʰ u		
1557-6						tʃ i n a ŋ		
1618-6						d̪ a n		
1663-6						j u		
1689-6						ŋ u		
1698-6						kʰ u ŋ		
1707-6						d̪ a n		
1716-6						ŋ a m tʃ a		
1742-6						j u		
1751-6						kʰ u		
1778-6						z a		
1787-6						u ɲ u		
1823-6						d̪ a n		
1832-6						l a		
1842-6						ŋ i		
1860-6						ŋ a m tʃ a		
1869-6						d̪ a n		
1888-6						k a n		
1897-6						ŋ u		
1932-6						d̪ o ŋ k a n		
1950-6						kʰ u		
1968-6						t o ŋ kʰ u		
1978-6						d̪ a n		
1987-6						ʔ a n		
2015-6						d̪ a n		
2118-6						j u k o		
2238-6						d̪ a n		
2507-6						kʰ a ŋ u		
2526-6						d̪ a n		
2535-6						d̪ a n		
2544-6						ŋ u		
2560-6						d̪ i n		
2569-6						kʰ u		
2578-6						tʃ i n		
2596-6						u ɲ u		
2615-6						ɾ i		
2663-6						d̪ a n		
2690-6						ŋ u		
2719-6						ŭ ɾ i		
2728-6						tʃ i n		
2747-6						ŋ u		
2756-6						b ɾ a		
2774-6						b i		
19-6						n a ŋ		
28-6						n a ŋ		
89-6						d̪ a n		
107-6						tʃ i n		
145-6						kʰ u		
190-6						kʰ u		
229-6						kʰ a		
257-6						kʰ a ŋ		
338-6						b o ŋ kʰ u		
483-6						d̪ a n		
535-6						j u		
571-6						g e k a n		
699-6						ŋ a ŋ		
845-6						j u		
971-6						kʰ u		
1049-6						b u		
1161-6						d̪ a n		
1226-6						ʔ a n		
1235-6						n a ŋ		
1280-6						tʃ i n		
1307-6						d̪ o k a n		
1352-6						g a		
1379-6						ŋ u		
1415-6						g a		
1636-6						d̪ a n		
1654-6						ʔ a n		
1680-6						d̪ a n		
1725-6						d̪ a n		
2127-6						d̪ a n		
2181-6						d̪ a n		
2366-6						ʃ i k a n		
2672-6						b o		
2681-6						d̪ a n		
55-6						d̪ a n		
80-6						kʰ u ŋ		
116-6						kʰ u		
154-6						ʃ i		
181-6						l a m		
267-6						tʃ i n		
319-6						d̪ a n		
389-6						g a		
508-6						ŋ a m tʃ a		
563-6						pʰ a ŋ b u		
637-6						kʰ u		
754-6						d̪ a l o		
764-6						d̪ a l o		
819-6						dʒ a m tʃ a		
827-6						j u		
918-6						l a ŋ		
1460-6						ŋ u		
1487-6						tʃ i n a ŋ		
1521-6						d a		
1734-6						j u		
2172-6						ʃ i k a n		
2209-6						d̪ a l o		
2737-6						ʃ i k a		
329-6						tʃ a n		
464-6						tʃ e i tʃ a ŋ		
493-6						z i		
581-6						j u		
591-6						tʃ a ŋ		
655-6						d̪ a n		
873-6						b u ŋ		
909-6						b e t̪ a		
990-6						tʃ e		
1133-6						kʰ u		
1150-6						ŋ a ŋ		
1584-6						d̪ a n		
10-7							g a m	
37-7							n a kʰ e n	
46-7							n a kʰ e n	
98-7							m i ŋ a i ŋ	
125-7							b i ŋ a	
162-7							m i kʰ e n	
171-7							m i kʰ e n	
219-7							m u r kʰ e n	
