COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
354-3			m u m b a t i					
363-3			n a m b u					
397-3			g a m d i					
406-3			kʰ a Ø u ŋ					
426-3			m Ø k p a					
473-3			pʰ i n i a ŋ					
499-3			z a m Ø n					
526-3			g a ʃ a					
544-3			kʰ u					
553-3			k o t a ŋ					
599-3			g o tʰ a m					
608-3			b a n tʰ a					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u r					
672-3			t o ŋ p a					
681-3			ŋ i ɾ i					
690-3			m i ŋ					
708-3			tʰ a m r i ŋ b u					
717-3			dʒ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p ʃ i					
881-3			l a m					
890-3			r a w a					
899-3			s e r					
926-3			Ø a m					
944-3			g a ɾ a ŋ					
953-3			ʃ i a ɾ a ŋ					
980-3			w a ɾ u ŋ					
998-3			pʰ a i					
1022-3			i dʒ a tʰ u r					
1031-3			b i n a ŋ m u k a i					
1069-3			tʃ o ŋ m					
1079-3			ʃ a w a					
1098-3			j a ŋ b u					
1117-3			tʃʰ u n					
1141-3			ɾ i n b u					
1189-3			m a n					
1198-3			n u i n					
1208-3			z a l i a					
1217-3			l a n i					
1253-3			a m a					
1271-3			n o w a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b i i n a ŋ					
1361-3			j e n a ŋ a					
1370-3			n a g u ŋ					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p a r					
1433-3			ʃ u g u					
1442-3			l a m					
1451-3			b a d a m					
1468-3			pʰ a k p a					
1477-3			ŋ a s					
1502-3			ŋ a m s u					
1511-3			m u d̪ j a ŋ b a					
1529-3			tʃʰ a l u					
1538-3			s u l u					
1557-3			tʃ o i d u ŋ					
10-4				a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a ŋ tʃ i l a				
125-4				b i j a ŋ ɾ a				
162-4				l e i s i				
171-4				o m ʃ a				
219-4				t a ŋ p u				
247-4				tʃʰ a ŋ l u ŋ				
282-4				l u s p u				
292-4				kʰ a ŋ				
301-4				l i				
354-4				m u m b a t i				
363-4				n a m b u				
397-4				g a m d i				
406-4				kʰ a n u				
426-4				m Ø k p a				
473-4				pʰ i n k a ŋ				
499-4				z a m Ø n				
526-4				g a ʃ a				
544-4				kʰ u				
553-4				k o t a ŋ				
599-4				k o i tʰ a m				
608-4				b a n tʰ o				
617-4				j e n				
645-4				a n a				
663-4				s o ŋ tʰ u r				
672-4				t o ŋ p a				
681-4				ɲ i ɾ i				
690-4				m i ŋ				
708-4				tʰ a p r i ŋ b u				
717-4				o k p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m n a ŋ				
836-4				p tʃ i				
881-4				l a m				
890-4				r a Ø a				
899-4				s e r				
926-4				tʃ a m				
944-4				g a ɾ a ŋ				
953-4				ʃ a ɾ a ŋ				
980-4				Ø a ɾ u ŋ				
998-4				pʰ a i				
1022-4				p j a tʰ u r				
1031-4				b i n a ŋ kʰ u p a p				
1069-4				tʃ o Ø a ŋ k p				
1079-4				ʃ a Ø a				
1098-4				j a ŋ b k u				
1117-4				tʃʰ u n				
1141-4				ɾ i ŋ b u				
1189-4				m a n				
1198-4				n u n				
1208-4				z a l n a				
1217-4				l a n i k				
1253-4				a m a				
1271-4				n o Ø a ŋ				
1289-4				m i ŋ				
1316-4				ŋ a ŋ				
1325-4				kʰ a m				
1334-4				s i ŋ b a				
1343-4				b a i n a ŋ				
1361-4				j e n a ŋ				
1370-4				n a k u ŋ				
1388-4				m a n b a				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g a ɾ a ŋ p a r				
1433-4				ʃ u g u				
1442-4				l a m				
1451-4				b a d a m				
1468-4				pʰ a k p a				
1477-4				ŋ a s				
1502-4				ŋ a m s u				
1511-4				m u d̪ j a ŋ b a				
1529-4				tʃʰ a l u				
1538-4				s u l u				
1557-4				tʃ o i d u ŋ				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i l a			
125-5					b i j Ø ŋ ɾ a			
162-5					l e s i			
171-5					n o m ʃ a			
219-5					t a ŋ p u			
247-5					tʃʰ a ŋ l u ŋ			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n a m b u			
397-5					g a m d i			
406-5					kʰ a n u			
426-5					m u k p a			
473-5					pʰ i n a ŋ			
499-5					z a m Ø n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o tʰ a m			
608-5					b a n tʰ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					n e ɾ i			
690-5					m i ŋ			
708-5					tʰ a ŋ r i ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p tʃ i			
881-5					l a m			
890-5					r a b a			
899-5					s e r			
926-5					tʃʰ a m			
944-5					g a ɾ a ŋ			
953-5					ʃ a ɾ a ŋ			
980-5					Ø a ɾ u ŋ			
998-5					pʰ a n i			
1022-5					ŋ dʒ a tʰ u r			
1031-5					b i n a ŋ kʰ u a ŋ			
1069-5					tʃ o a ŋ n n z			
1079-5					ʃ a Ø a			
1098-5					j a ŋ b u			
1117-5					tʃʰ u n			
1141-5					r i n b u			
1189-5					m a n			
1198-5					n u Ø			
1208-5					z a l n a			
1217-5					l a n i			
1253-5					a m a			
1271-5					n o a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b e n a ŋ			
1361-5					j e n a ŋ n n			
1370-5					n a k u			
1388-5					m a n b a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p n n a r n n			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a d a m			
1468-5					pʰ a k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u d n j a ŋ b a			
1529-5					tʃʰ a l u			
1538-5					s u l u			
1557-5					tʃ o i d u ŋ			
10-6						dʒ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ dʒ i l a		
125-6						b e j p ŋ ɾ a		
162-6						l e i s i		
171-6						i o m ʃ a		
219-6						t a ŋ p u		
247-6						tʃʰ a ŋ l u ŋ		
282-6						l u s p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a t i		
363-6						n a m b u		
397-6						g a m d i		
406-6						kʰ a m u		
426-6						m u k p a		
473-6						p i n i a ŋ		
499-6						z a m ĭ n		
526-6						g a ʃ i a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						g o i tʰ a m		
608-6						b a n tʰ o		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						n i ɾ i		
690-6						m i ŋ		
708-6						tʰ a i r i ŋ b u		
717-6						dʒ o k p u		
726-6						s i		
744-6						a p a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						p i s i		
881-6						l a m		
890-6						r a w a		
899-6						s e r		
926-6						tʃʰ a m		
944-6						g a ɾ a ŋ		
953-6						ʃ j a ɾ a ŋ		
980-6						w a Ø o ŋ		
998-6						p a i i		
1022-6						i dʒ a tʰ u r		
1031-6						b i n a ŋ kʰ kʰ a i		
1069-6						tʃ o w a ŋ i i		
1079-6						ʃ a w a		
1098-6						j a ŋ b i i u		
1117-6						tʃʰ u n		
1141-6						ɾ i n b u		
1189-6						m a n		
1198-6						n u i p		
1208-6						z a l i i a		
1217-6						l a n i		
1253-6						a m a		
1271-6						n o w a ŋ		
1289-6						m i n		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s i ŋ b a		
1343-6						b i n a ŋ		
1361-6						j e n a ŋ p n		
1370-6						n a m u ŋ		
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p i i a r n i		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a d a m		
1468-6						p a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m s u		
1511-6						m u d̪ i j a ŋ b a		
1529-6						tʃʰ a l u		
1538-6						s u l u		
1557-6						tʃ o i d u ŋ		
10-7							dʒ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ tʃ i l a	
125-7							b i j a ŋ ɾ a	
162-7							l e i s i	
171-7							n o m ʃ a	
219-7							t a ŋ p u	
247-7							tʃʰ a ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							l i	
354-7							m u m b a t i	
363-7							n Ø m b u	
397-7							g a m d i	
406-7							kʰ a m u	
426-7							m u k p a	
473-7							pʰ i n Ø a ŋ	
499-7							z a m i n	
526-7							g a ʃ a	
544-7							kʰ u	
553-7							k o t a ŋ	
599-7							g o tʰ a m	
608-7							b a n tʰ o	
617-7							j e n	
645-7							a n a	
663-7							s o ŋ tʰ u r	
672-7							t o ŋ p a	
681-7							n i ɾ i	
690-7							m i ŋ	
708-7							tʰ a r i ŋ b u	
717-7							dʒ o k p u	
726-7							s i	
744-7							a p a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							p tʃ i	
881-7							l a m	
890-7							r a b a	
899-7							s e r	
926-7							Ø a m	
944-7							g a ɾ a ŋ	
953-7							ʃ a ɾ a ŋ	
980-7							n a Ø o ŋ	
998-7							pʰ a n i	
1022-7							dʒ a tʰ u r	
1031-7							b i n a ŋ m a	
1069-7							tʃ o a ŋ n n a	
1079-7							ʃ a n a	
1098-7							j a ŋ b Ø u	
1117-7							tʃ u n	
1141-7							Ø i ŋ b u	
1189-7							m a n	
1198-7							n u m	
1208-7							z a l a	
1217-7							l a ɲ i	
1253-7							a m a	
1271-7							n o a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b Ø n a ŋ	
1361-7							j e n a ŋ a m	
1370-7							n a k u ŋ	
1388-7							m a n b a	
1397-7							tʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p n n a r n n	
1433-7							ʃ u g u	
1442-7							l a m	
1451-7							b a d a m	
1468-7							pʰ a k p a	
1477-7							ŋ a s	
1502-7							ŋ a m s u	
1511-7							m u dʒ n j a ŋ b a	
1529-7							tʃʰ a l u	
1538-7							s o l u	
1557-7							tʃ o i d u ŋ	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ dʒ i l a
125-8								b i a ŋ ɾ a
162-8								l e s i
171-8								o m ʃ a
219-8								t a ŋ p u
247-8								tʃʰ a ŋ l u ŋ
282-8								l u s p u
292-8								kʰ a ŋ
301-8								l i
354-8								m u m b a t i
363-8								n a m b u
397-8								g a m d i
406-8								kʰ a m u
426-8								m u k p a
473-8								pʰ i n a ŋ
499-8								z a m Ø n
526-8								g a ʃ a
544-8								kʰ u
553-8								k o t a ŋ
599-8								g o tʰ a m
608-8								b a n tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								ɲ i ɾ i
690-8								m i ŋ
708-8								tʰ a r i ŋ b u
717-8								dʒ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p s i
881-8								l a m
890-8								r a b a
899-8								s e r
926-8								tʃʰ a m
944-8								g a ɾ a ŋ
953-8								ʃ a ɾ a ŋ
980-8								l a r o ŋ
998-8								pʰ a i
1022-8								dʒ a tʰ u r
1031-8								b i n a ŋ kʰ u l a
1069-8								tʃ o a ŋ z a
1079-8								ʃ a a
1098-8								j a ŋ b u u
1117-8								tʃ u n
1141-8								ɾ i ŋ b u
1189-8								m a n
1198-8								n u
1208-8								z a l a
1217-8								l a n i
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								b i n a ŋ
1361-8								j e n a ŋ m
1370-8								n a k u ŋ
1388-8								m a n b a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a r n
1433-8								ʃ u g u
1442-8								l a m
1451-8								b a d a m
1468-8								pʰ a k p a
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m u tʰ i j a ŋ b a
1529-8								tʃʰ a l u
1538-8								s u l u
1557-8								tʃ i d u ŋ
