COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
247-2		tʰ a ŋ l u ŋ						
282-2		l u Ø p u						
292-2		a ŋ						
301-2		l i						
354-2		m u m pʰ a Ø i						
363-2		n i m pʰ u						
397-2		g a m Ø i						
406-2		a u						
426-2		m u k p a						
473-2		pʰ i n Ø a ŋ						
499-2		z a m i n						
526-2		g a ʃ Ø a						
544-2		u						
553-2		k o Ø a ŋ						
599-2		g o i tʰ a m						
608-2		pʰ a n tʰ o						
617-2		j e n						
645-2		a n a						
663-2		Ø o ŋ tʰ u r						
672-2		Ø o ŋ p a						
681-2		ɲ i r i						
690-2		m i ŋ						
708-2		tʰ a Ø i ŋ pʰ u						
717-2		dʒ o k p u						
726-2		Ø i						
744-2		a p a						
782-2		m i						
791-2		ŋ a						
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p Ø ʃ i						
881-2		l a m						
890-2		r a pʰ a						
899-2		Ø e r						
926-2		tʰ a m						
944-2		g a r a ŋ						
953-2		ʃ a r a ŋ						
980-2		Ø a r u ŋ						
998-2		pʰ Ø a i						
1022-2		dʒ a tʰ u r						
1031-2		pʰ i n a ŋ Ø u Ø a n						
1069-2		tʃ o ŋ a ŋ a Ø Ø						
1079-2		ʃ a Ø Ø Ø a						
1098-2		j a ŋ pʰ Ø Ø u						
1117-2		tʰ u n						
1141-2		r i ŋ b u						
1189-2		m a n						
1198-2		n u						
1208-2		z a l n n a						
1217-2		l a n i Ø Ø Ø						
1253-2		a m a						
1271-2		n o a ŋ						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		a m						
1334-2		Ø i ŋ b a						
1343-2		pʰ i i n a ŋ						
1361-2		j e n a ŋ						
1370-2		n a d u						
1388-2		m a n b a						
1397-2		tʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a r a ŋ p a r						
1433-2		ʃ u g u						
1442-2		l a m						
1451-2		pʰ a Ø a m						
1468-2		pʰ a k p a						
1477-2		ŋ a Ø						
1502-2		ŋ a m Ø u						
1511-2		m u dʒ a a ŋ pʰ a						
1529-2		tʰ a l u						
1538-2		Ø u l u						
1557-2		tʃ o i Ø u ŋ						
1618-2		i ɲ tʰ a						
1663-2		z u m						
1689-2		ŋ o i						
1698-2		u ŋ						
1707-2		m o ŋ n a ŋ						
1716-2		ŋ a m Ø Ø Ø						
1742-2		m u g i						
1751-2		pʰ u ʃ i l a						
1778-2		z a						
1787-2		tʰ u r p u						
1823-2		l e m						
1832-2		k a r m a						
1842-2		l u ŋ						
1860-2		ŋ a m n n n						
1869-2		ʃ u p d a ŋ						
1888-2		ʃ a m p i						
1897-2		Ø Ø e						
1932-2		r i n a ŋ n o p l a n						
1950-2		z u						
1968-2		Ø o ŋ Ø a Ø						
1978-2		k u Ø p a						
1987-2		Ø a m						
2015-2		ŋ a m a Ø Ø						
2118-2		m o ŋ ʃ Ø o ŋ a n						
2238-2		ŋ a r a n						
2507-2		tʰ i n u ŋ						
2526-2		l e						
2535-2		ʃ Ø a						
2544-2		ʃ i ŋ						
2560-2		Ø o ŋ n i tʃ i ŋ						
2569-2		e tʰ u Ø						
2578-2		n i tʃ i ŋ						
2596-2		Ø u ŋ						
2615-2		r i						
2663-2		g i Ø i						
2690-2		Ø i						
2719-2		r i Ø i						
2728-2		k o tʃ u ŋ						
2747-2		l i ŋ n u Ø						
2756-2		Ø e r pʰ u						
2774-2		pʰ Ø ɲ i ŋ						
19-2		n a ʃ i pʰ a Ø						
28-2		n a ʃ i pʰ a n						
89-2		g a ŋ p u						
107-2		a a Ø i m i n						
145-2		Ø u k p u						
190-2		p u tʃ i						
229-2		a						
257-2		tʰ a ŋ a						
338-2		pʰ r u ŋ						
436-2		z u l u						
483-2		Ø a						
571-2		g e l e n Ø i						
699-2		Ø o ŋ p a						
845-2		r o k						
971-2		tʃ i Ø p u						
1161-2		a m						
1180-2		ʃ a						
1235-2		n a m n i ŋ						
1280-2		Ø i ŋ z a ŋ						
1307-2		k e p k a						
1352-2		g u						
1379-2		Ø i						
1415-2		r a						
1636-2		pʰ e tʃ a						
1654-2		l i						
1680-2		a n Ø i						
1725-2		tʃ a p tʃ e						
2127-2		dʒ a m u n						
2181-2		t i l n						
2366-2		a a j a k p u n						
2672-2		pʰ a g a						
2681-2		pʰ a l u ŋ pʰ Ø						
55-2		t a ʃ i pʰ a n						
80-2		tʰ u ŋ g a						
116-2		tʰ u l i						
154-2		ʃ i						
181-2		n i z u m pʰ a						
210-2		g o i						
267-2		dʒ i						
319-2		pʰ o Ø k a n						
389-2		g o g a						
453-2		tʃ a ŋ p u						
508-2		ŋ a m						
563-2		Ø a ŋ pʰ u						
764-2		g a Ø a ŋ pʰ r u m a						
819-2		z a m pʰ a						
918-2		j a ŋ l u ŋ						
1244-2		k n Ø o ŋ tʃ u ŋ n						
1460-2		Ø o ŋ a						
1487-2		dʒ o k Ø a ŋ						
1521-2		tʰ u						
2033-2		g o k p o n						
2209-2		pʰ i Ø i ŋ i a						
2256-2		pʰ u l o n						
2517-2		ŋ a m tʰ a n						
2654-2		n n n pʰ o ŋ						
2737-2		ŋ i z p a						
329-2		tʃ a n tʃ a r a n						
464-2		Ø o tʃ a ŋ						
581-2		Ø u i p a						
591-2		n e d a ŋ						
627-2		g a r a ŋ k i l i						
655-2		Ø a tʃ i l a						
873-2		pʰ u ŋ pʰ e						
909-2		pʰ e l u n o						
990-2		tʃ o tʃ o						
1013-2		d e Ø a ŋ						
1133-2		j u						
1584-2		g a Ø i l a m						
10-3			Ø a ŋ					
37-3			n a n					
46-3			n a n					
98-3			m a ŋ tʃ i Ø a					
125-3			b Ø u u ŋ Ø a					
162-3			Ø Ø i Ø i					
171-3			n o m Ø a					
219-3			tʰ a ŋ p u					
247-3			Ø a ŋ Ø u ŋ					
282-3			Ø u Ø p u					
292-3			m a ŋ					
301-3			Ø i					
354-3			m u m b a tʰ i					
363-3			n a m b u					
397-3			Ø a m Ø i					
406-3			m a Ø u tʃ					
426-3			m Ø k p a					
473-3			pʰ i n u a ŋ					
499-3			z a m Ø n					
526-3			Ø a Ø a					
544-3			m u					
553-3			k o tʰ a ŋ					
599-3			Ø o i tʰ a m					
608-3			b a n tʰ o					
617-3			j Ø n					
645-3			a n a					
663-3			Ø o ŋ tʰ u r					
672-3			tʰ o ŋ p a					
681-3			ŋ i Ø i					
690-3			m i ŋ					
708-3			tʰ a n Ø i ŋ b u					
717-3			Ø o k p u					
726-3			Ø i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p Ø i					
881-3			Ø a m					
890-3			r a b a					
899-3			Ø Ø r					
926-3			Ø a m					
944-3			Ø a Ø a ŋ					
953-3			Ø u a Ø a ŋ					
980-3			l a Ø u ŋ					
998-3			pʰ a n i					
1022-3			n j a tʰ u r					
1031-3			b i n a ŋ m u k a					
1069-3			tʃ o n ŋ n n n a					
1079-3			Ø a n n n l a					
1098-3			j a ŋ Ø u					
1117-3			tʃ u n					
1141-3			Ø i ŋ b u					
1189-3			m a n					
1198-3			n u n n					
1208-3			z a Ø n n a					
1217-3			Ø a n i n n n					
1253-3			a m a					
1271-3			n o ŋ a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			m a m					
1334-3			Ø i ŋ b a					
1343-3			b i n n a ŋ					
1361-3			j Ø n a ŋ a Ø					
1370-3			n a k u ŋ					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			Ø a Ø a ŋ p n tʃ a r Ø n					
1433-3			Ø u Ø u					
1442-3			Ø a m					
1451-3			b a Ø a m					
1468-3			pʰ a k p a					
1477-3			ŋ a Ø					
1502-3			ŋ a m Ø u					
1511-3			m u t n j a ŋ b a					
1529-3			tʃ a Ø u					
1538-3			Ø u Ø u					
1557-3			tʃ o i t u ŋ					
1618-3			i n tʃ a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			m u ŋ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m n n n					
1742-3			m u Ø i					
1751-3			b u Ø i Ø a					
1778-3			z a					
1787-3			tʃ u r p u					
1823-3			Ø Ø m					
1832-3			k a r m a					
1842-3			Ø u ŋ					
1860-3			ŋ a m n n n					
1869-3			Ø u p Ø a ŋ					
1888-3			Ø a m p i					
1897-3			Ø Ø					
1932-3			Ø i n a ŋ Ø o p Ø a					
1950-3			z u					
1968-3			tʰ o ŋ tʰ a n n n n					
1978-3			k u tʰ p a tʃ					
1987-3			Ø a m					
2015-3			ŋ a m l a n					
2118-3			m o ŋ Ø u u o ŋ n Ø					
2238-3			ŋ a r l a n					
2507-3			tʰ Ø n u ŋ					
2526-3			Ø Ø u					
2535-3			Ø a u					
2544-3			Ø i ŋ					
2560-3			Ø o ŋ n i tʃ i ŋ					
2569-3			m a Ø tʰ u Ø					
2578-3			n i tʃ i ŋ					
2596-3			Ø u ŋ					
2615-3			Ø i					
2663-3			Ø i t u u i					
2690-3			Ø i n n					
2719-3			Ø i Ø i					
2728-3			k o tʃ u ŋ					
2747-3			u i ŋ n n n					
2756-3			Ø Ø r b u					
2774-3			b o u i ŋ					
89-3			Ø a ŋ p u					
107-3			Ø i m i n tʃ tʃ					
145-3			Ø u k p u					
190-3			p u tʃ i					
229-3			m a					
257-3			tʰ a ŋ a					
436-3			z u Ø u					
483-3			l a					
535-3			Ø o Ø a					
699-3			Ø o ŋ p a					
845-3			Ø o k tʃ					
971-3			tʃ i Ø p u					
1049-3			b u					
1161-3			a m					
1180-3			Ø a					
1226-3			Ø a n i o					
1235-3			n a m n i ŋ					
1280-3			n i ŋ z a n					
1307-3			k Ø p k a					
1352-3			Ø u					
1379-3			Ø i					
1415-3			Ø a					
1636-3			b Ø tʃ a					
1654-3			Ø i					
1725-3			tʃ a p tʃ Ø u					
2127-3			Ø a m l Ø n					
2181-3			t i tʃ Ø o n					
2366-3			j a k Ø a n					
2672-3			l a Ø a					
2681-3			b a Ø a ŋ b o					
116-3			tʰ u Ø Ø					
154-3			Ø i					
181-3			m i z u m Ø a					
210-3			Ø o i					
267-3			Ø i					
389-3			Ø o Ø a					
563-3			Ø a ŋ Ø u					
637-3			a n u					
764-3			Ø a Ø a ŋ b r u m a					
819-3			z a m Ø a					
827-3			Ø i n					
918-3			j a ŋ Ø u ŋ					
1244-3			k n r o ŋ tʃ u ɲ b n					
1487-3			tʃ o k t a ŋ					
1521-3			Ø u					
1734-3			z i m n u					
2033-3			Ø o k Ø a					
2172-3			b i Ø o					
2209-3			b i t i ŋ Ø i l l a n					
2256-3			pʰ u Ø o n					
2517-3			ŋ a m tʃ a n					
2654-3			n n n b o ŋ					
2737-3			ŋ i z n n a					
329-3			tʃ a n tʃ a Ø a n					
415-3			m a Ø u Ø					
464-3			b o tʃ a ŋ					
493-3			Ø i Ø o n					
581-3			Ø u i p a					
591-3			n Ø tʃ u Ø a ŋ					
627-3			Ø a Ø a ɲ k i Ø i					
655-3			Ø a tʃ i Ø a					
873-3			pʰ u ŋ Ø Ø					
909-3			pʰ Ø Ø u n o					
1150-3			Ø o ŋ a					
10-4				p a ŋ				
37-4				n a n				
46-4				n a n				
98-4				a ŋ p i l a				
125-4				pʰ j a ŋ ɾ a				
162-4				l e i s i				
171-4				o m Ø a				
219-4				t a ŋ p u				
247-4				p a ŋ l u ŋ				
282-4				l u s p u				
292-4				a ŋ				
301-4				l i				
354-4				m u m pʰ a t i				
363-4				n a m pʰ u				
397-4				k a m t i				
406-4				a p u n				
426-4				m Ø l p a				
473-4				pʰ i n p a ŋ				
499-4				z a m Ø n				
526-4				k a Ø p a				
544-4				u				
553-4				l o t a ŋ				
599-4				k o i t a m				
608-4				pʰ a n tʰ o				
617-4				j e n				
645-4				a n a				
663-4				s o ŋ t u Ø				
672-4				t o ŋ p a				
681-4				ɲ i ɾ i				
690-4				m i ŋ				
708-4				tʰ a p r i ŋ pʰ u				
717-4				p o l p u				
726-4				s i				
744-4				a p a				
782-4				m i				
791-4				ŋ a				
800-4				ŋ a				
809-4				m o m n a ŋ				
836-4				p p Ø i				
881-4				l a m				
890-4				Ø a a				
899-4				s e Ø				
926-4				s a m				
944-4				k a ɾ a ŋ				
953-4				Ø j a ɾ a ŋ				
980-4				Ø a r u ŋ				
998-4				pʰ e i				
1022-4				p j a t u Ø				
1031-4				pʰ i n a ŋ Ø Ø p a n				
1069-4				tʃ o p a ŋ p p				
1079-4				Ø a p p p Ø a				
1098-4				j a ŋ pʰ p p u				
1117-4				tʃ u n				
1141-4				ɾ i ŋ pʰ u				
1189-4				m a n				
1198-4				n u p a				
1208-4				z a l n n a				
1217-4				l a ɲ i p p p				
1253-4				a m a				
1271-4				n o a ŋ				
1289-4				m i ŋ				
1316-4				ŋ a ŋ				
1325-4				a m				
1334-4				s i ŋ pʰ a				
1343-4				pʰ a i n a ŋ				
1361-4				j e n a ŋ a p				
1370-4				n a k u m				
1388-4				m a n pʰ a				
1397-4				t u Ø				
1406-4				tʃ o ŋ				
1424-4				k a ɾ a ŋ p a Ø				
1433-4				Ø u k u				
1442-4				l a m				
1451-4				pʰ a Ø a m				
1468-4				pʰ a l p a				
1477-4				ŋ a s				
1502-4				ŋ a m s u				
1511-4				m u d j a ŋ pʰ a				
1529-4				s a l u				
1538-4				s u l u				
1557-4				tʃ o i Ø u m				
1618-4				i n tʃ a				
1663-4				z u m				
1689-4				ŋ o i				
1698-4				u ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				ŋ a m p p p				
1742-4				m u k i				
1751-4				pʰ u Ø i l a				
1778-4				z a				
1787-4				tʰ u Ø p u n				
1823-4				l e m				
1832-4				l a Ø m a				
1842-4				l u ŋ				
1860-4				ŋ a m n n n				
1869-4				Ø u p a a ŋ				
1888-4				Ø a m p i				
1897-4				s p e				
1932-4				ɾ i n a ŋ Ø o p l a n				
1950-4				z u				
1968-4				t o ŋ t a p p p				
1978-4				l u t p a n				
1987-4				s a m				
2015-4				ŋ a m n Ø n p				
2118-4				m o ŋ Ø a a a n n a n				
2238-4				ŋ a Ø n Ø n				
2507-4				t n u ŋ				
2526-4				l e				
2535-4				Ø p a p				
2544-4				Ø i ŋ				
2560-4				s o ŋ n i tʃ i ŋ				
2569-4				e a t u Ø				
2578-4				n i tʃ i ŋ				
2596-4				Ø u ŋ				
2615-4				ɾ i				
2663-4				k i t a j i				
2690-4				s i p p				
2719-4				ɾ i Ø i				
2728-4				l o tʃ u ŋ				
2747-4				ɲ i ŋ p p p				
2756-4				s e Ø pʰ u				
2774-4				pʰ o ɲ i ŋ				
19-4				n a Ø p a p a p				
28-4				n a Ø p a p a p				
89-4				k a ŋ p u				
145-4				Ø u l p a n u				
229-4				a				
257-4				t a ŋ a				
338-4				pʰ Ø u ŋ				
436-4				z u l u				
535-4				s o s o				
571-4				k e l e n Ø i				
699-4				Ø o ŋ p a				
971-4				s t p u				
1049-4				u				
1180-4				Ø p a				
1226-4				l a ɲ i				
1307-4				t e p l a				
1352-4				k u				
1379-4				s				
1636-4				Ø e tʃ a				
1654-4				l				
1680-4				a n Ø a p				
1725-4				tʃ a p tʃ e n				
2672-4				k a				
55-4				d a pʰ i pʰ a pʰ				
80-4				t u ŋ k a				
116-4				t u l				
210-4				k o				
453-4				tʃ a ŋ p u				
637-4				a u				
754-4				a tʃ a n t u Ø				
764-4				k a ɾ a ŋ pʰ Ø u m a				
827-4				pʰ i n				
1244-4				l p Ø o ŋ tʃ u ŋ p p				
1460-4				s o ŋ a				
1734-4				z i m p u				
2033-4				k o l p a n				
2209-4				pʰ t ŋ p a a n a n				
2517-4				ŋ a m s a				
2654-4				n n n pʰ o ŋ				
493-4				ɾ i Ø o n				
1133-4				j u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					l a ŋ tʃ i l a			
125-5					Ø i j Ø ŋ r a			
162-5					l e s i			
171-5					n o m ʃ a			
219-5					t a ŋ p u			
247-5					p a ŋ l u ŋ			
282-5					l u s p u			
292-5					l a ŋ			
301-5					l i			
354-5					m u m Ø a t i			
363-5					n a m Ø u			
397-5					g a m tʰ i			
406-5					l a n u p			
426-5					m Ø k p a			
473-5					pʰ i n a ŋ			
499-5					z a m Ø n			
526-5					g a ʃ a a			
544-5					l u			
553-5					k o t a ŋ			
599-5					g o tʰ a m			
608-5					Ø a n tʰ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					ɲ i r i			
690-5					m i ŋ			
708-5					tʰ a n r i ŋ Ø u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p a ʃ i			
881-5					l a m			
890-5					r a Ø a			
899-5					s e r			
926-5					tʃ a m			
944-5					g a r a ŋ			
953-5					ʃ p a r a ŋ			
980-5					Ø a r o ŋ			
998-5					pʰ a n i			
1022-5					n j a tʰ u r			
1031-5					Ø i n a ŋ l u n a			
1069-5					tʃ o a ŋ n n z a			
1079-5					ʃ a a p Ø a			
1098-5					j a ŋ Ø a a i			
1117-5					tʃ u n			
1141-5					r i ŋ Ø u			
1189-5					m a n			
1198-5					n u p Ø			
1208-5					z a l n n a			
1217-5					l a Ø i a a a			
1253-5					a m a			
1271-5					n o p a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					l a m			
1334-5					s i ŋ Ø a			
1343-5					Ø i n a ŋ			
1361-5					j e n a ŋ Ø n			
1370-5					n a k u ŋ			
1388-5					m a n Ø a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a r a ŋ p n n a r n n			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					Ø a Ø a m			
1468-5					pʰ a k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u Ø n Ø a ŋ Ø a			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i Ø u ŋ			
1618-5					i ŋ tʃ a			
1663-5					z u m			
1689-5					ŋ o i			
1698-5					l u ŋ			
1707-5					m o ŋ n a ŋ			
1716-5					ŋ a m a a			
1742-5					m u g i			
1751-5					Ø u ʃ i l a			
1778-5					z a			
1787-5					p u r p u			
1823-5					l e m			
1832-5					k a r m a			
1842-5					l u ŋ			
1860-5					ŋ a m n n n			
1869-5					ʃ u p Ø a ŋ			
1888-5					ʃ a m p i			
1897-5					s a e			
1932-5					r i n a ŋ s o p Ø a			
1950-5					z u			
1968-5					t o ŋ t a tʰ p n			
1978-5					k u t p a p			
1987-5					tʃʰ Ø m			
2015-5					ŋ a m p Ø p			
2118-5					m o ŋ ʃ o p o ŋ l Ø			
2238-5					ŋ a r Ø Ø n			
2507-5					tʰ e n u ŋ			
2526-5					l e Ø			
2535-5					ʃ a a Ø			
2544-5					ʃ i ŋ			
2560-5					s o ŋ n i tʃ i ŋ			
2569-5					l a p tʰ u r			
2578-5					n i tʃ i ŋ			
2596-5					Ø u ŋ			
2615-5					r i			
2663-5					g i t p p i			
2690-5					s i Ø n			
2719-5					r i Ø i			
2728-5					k o tʃ u ŋ			
2747-5					ɲ i ŋ Ø n			
2756-5					s e r Ø u			
2774-5					Ø o ɲ i ŋ			
19-5					n a ʃ i Ø a Ø			
28-5					n a ʃ i Ø a k			
89-5					g a ŋ p u			
107-5					a a Ø i m i n p p			
145-5					Ø u k p p p i			
190-5					p u tʃ i			
229-5					l a			
257-5					tʰ a ŋ a			
338-5					Ø r u ŋ			
436-5					z u l u			
483-5					Ø a			
535-5					s o s a			
571-5					g e l e n Ø i			
699-5					Ø o ŋ p a			
845-5					r o k n			
971-5					tʃʰ i p p u			
1049-5					Ø u			
1161-5					a m			
1180-5					ʃ a a			
1226-5					l a i Ø			
1235-5					n a m n i ŋ			
1280-5					dʒ i ŋ z a ŋ			
1307-5					g e p k a			
1352-5					g u			
1379-5					s i			
1415-5					r a			
1654-5					l i			
1680-5					l a n Ø i			
2127-5					dʒ a m p Ø n			
2181-5					Ø i p l Ø n			
2366-5					a a j a k Ø Ø n			
2672-5					t Ø g a			
2681-5					Ø a l Ø ŋ Ø o			
80-5					tʰ u ŋ d a			
154-5					ʃ i			
181-5					n i z u m Ø a			
210-5					g o i			
267-5					dʒ i			
319-5					pʰ o t p a n			
389-5					g o g a			
453-5					tʃ a ŋ p u			
508-5					ŋ a m			
563-5					s a ŋ Ø p p i			
637-5					a n u			
754-5					Ø n tʰ u r			
819-5					z a m Ø a			
827-5					Ø i Ø			
918-5					j a ŋ l u ŋ			
1244-5					l r o ŋ tʃ u ŋ m			
1460-5					s o ŋ			
1487-5					dʒ o g t a ŋ			
1521-5					Ø u			
1734-5					z i m Ø u			
2033-5					g o k p o n			
2172-5					Ø i l o p			
2209-5					Ø i t i ŋ p i p Ø Ø n			
2256-5					pʰ u p l o n			
2517-5					ŋ a m tʃ a n			
2654-5					Ø o ŋ			
2737-5					ŋ i z n p a			
329-5					tʃ a n tʃ a r a n			
415-5					l a m u p			
464-5					t o tʃ a ŋ			
493-5					r i Ø o n			
581-5					Ø u i p a			
591-5					n e n Ø d a ŋ			
627-5					g a r a ŋ k i l i			
655-5					s a tʃ i l a			
873-5					pʰ u ŋ Ø e			
909-5					pʰ e l p l i			
990-5					tʃ o tʃ o			
1013-5					g e dʒ a ŋ a			
1133-5					j u			
1150-5					s o ŋ a			
1584-5					g a Ø i l a m			
10-6						dʒ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l a		
125-6						e j p ŋ r a		
162-6						l e i Ø i		
171-6						u o m Ø a		
219-6						t a ŋ p u		
247-6						l a ŋ l u ŋ		
282-6						l u Ø p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m a t i		
363-6						n a m Ø u		
397-6						g a m tʰ i		
406-6						kʰ a u u p		
426-6						m Ø k p a		
473-6						pʰ i n u a ŋ		
499-6						z a m ĭ n		
526-6						g a Ø u a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						g o i tʰ a m		
608-6						Ø a n tʰ o		
617-6						j e n		
