COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
800-2		ŋ a						
809-2		m o m n a ŋ						
836-2		p i						
881-2		l a m						
890-2		b ă g a						
899-2		s a						
926-2		tʃʰ a						
944-2		g a ɾ a ŋ						
953-2		ʃ a ɾ a ŋ						
980-2		tʃʰ a ŋ						
998-2		pʰ e						
1022-2		dʒ a						
1031-2		b e n a ŋ kʰ u						
1069-2		tʃ o tʃ a ŋ						
1079-2		ʃ a						
1098-2		j a ŋ b u						
1117-2		j u						
1141-2		ɾ i						
1189-2		m a n						
1198-2		n u						
1208-2		z a l a						
1217-2		l a						
1253-2		a m						
1271-2		n o						
1289-2		m i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ a						
1334-2		s i ŋ b a						
1343-2		b e n a ŋ						
1361-2		j a ŋ						
1370-2		n a						
1388-2		m a n						
1397-2		tʰ u						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ p a						
1433-2		ʃ u						
1442-2		l a m						
1451-2		b a						
1468-2		pʰ a						
1477-2		ŋ a						
1502-2		ŋ a m						
1511-2		m u ŋ b a						
1529-2		tʃʰ a l u						
1538-2		z u						
1557-2		k u ŋ						
1618-2		s i						
1663-2		z u						
1689-2		ŋ o						
1698-2		kʰ u						
1707-2		m o ŋ						
1716-2		ŋ a m						
1742-2		m u						
1751-2		b r u						
1778-2		d a						
1787-2		tʃʰ u						
1823-2		l e						
1832-2		g a						
1842-2		l u						
1860-2		ŋ a m						
1869-2		tʃʰ a ŋ p a						
1888-2		ʃ a m						
1897-2		s a						
1932-2		ɾ i n a ŋ						
1950-2		z u						
1968-2		t o ŋ						
1978-2		d u						
1987-2		s a						
2015-2		ŋ a m						
2118-2		m o ŋ l a						
2238-2		ŋ a						
2507-2		j u ŋ						
2526-2		l e						
2535-2		ʃ a						
2544-2		ʃ i ŋ						
2560-2		s o ŋ						
2569-2		kʰ a						
2578-2		n i ŋ						
2596-2		d u ŋ						
2615-2		ɾ i						
2663-2		g i						
2690-2		s i						
2719-2		ɾ i						
2728-2		g o ŋ						
2747-2		s i ŋ						
2756-2		b a						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ					
125-3			b o ŋ					
162-3			l i					
171-3			o o					
219-3			s a ŋ p u					
247-3			tʃʰ a ŋ					
282-3			tʰ u l i					
292-3			kʰ a					
301-3			l i					
354-3			tʃ i m b a					
363-3			n a					
397-3			g a					
406-3			kʰ a u					
426-3			b u					
473-3			pʰ i ŋ					
499-3			z a m					
526-3			g a					
544-3			kʰ u					
553-3			g o ŋ					
599-3			g o i					
608-3			b a l o					
617-3			s e					
645-3			n a n					
663-3			s o ŋ					
672-3			d o ŋ					
681-3			bʱ i					
690-3			tʃ i ŋ					
708-3			tʰ a ŋ b o					
717-3			pʰ o k p u					
726-3			s i					
744-3			s a					
782-3			n i					
791-3			ŋ a					
800-3			ŋ a					
809-3			tʃ o m n a ŋ					
836-3			tʃ i					
881-3			l a					
890-3			l a					
899-3			s e					
926-3			tʃʰ a					
944-3			g a ŋ					
953-3			ʃ j a ŋ					
980-3			w a ŋ					
998-3			pʰ i					
1022-3			tʰ u ɾ a					
1031-3			b i n a ŋ					
1069-3			tʃ o ŋ a					
1079-3			ʃ j a					
1098-3			j a ŋ					
1117-3			tʃ u					
1141-3			ɾ i ŋ p u					
1189-3			a m n a					
1198-3			n u					
1208-3			z a					
1217-3			l a					
1253-3			a m					
1271-3			n o					
1289-3			tʃ i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a					
1334-3			s i ŋ b o					
1343-3			b i					
1361-3			tʃ a ŋ					
1370-3			n a					
1388-3			z a m b a					
1397-3			tʰ u					
1406-3			tʃ o ŋ					
1424-3			g a ŋ p a					
1433-3			ʃ u					
1442-3			l a					
1451-3			b a					
1468-3			pʰ a k p a					
1477-3			ŋ a					
1502-3			ŋ a m b u					
1511-3			z u ŋ b a					
1529-3			tʃʰ a					
1538-3			s o					
1557-3			tʃ o ŋ					
1618-3			dʒ i ŋ p a					
1663-3			z u					
1689-3			ŋ i					
1698-3			kʰ u					
1707-3			tʃ o ŋ p a ŋ					
1716-3			ŋ a m					
1742-3			b u					
1751-3			b u ʃ i					
1778-3			z a					
1787-3			tʃʰ u pʰ u					
1823-3			l a					
1832-3			d̪ a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			ʃ u tʃ a ŋ					
1888-3			ʃ j a					
1897-3			s e					
1932-3			pʰ i ŋ					
1950-3			z u					
1968-3			d o ŋ					
1978-3			d̪ u l a					
1987-3			z a m					
2015-3			ŋ a m					
2118-3			z o ŋ a					
2238-3			ŋ a ŋ					
2507-3			tʰ u ŋ					
2526-3			l e					
2535-3			ʃ j a					
2544-3			pʰ i ŋ					
2560-3			s o ŋ					
2569-3			kʰ u					
2578-3			n i ŋ					
2596-3			d̪ u ŋ					
2615-3			ɾ i					
2663-3			g i					
2690-3			s i					
2719-3			ɾ i					
2728-3			g o ŋ					
2747-3			dʒ i ŋ					
2756-3			b u l u					
10-4				pʰ a ŋ				
37-4				n a				
46-4				n a				
98-4				kʰ a ŋ				
125-4				b o ŋ				
162-4				l i				
171-4				s o				
219-4				j a ŋ p u				
247-4				tʃʰ a ŋ p u				
282-4				l u				
292-4				kʰ a				
301-4				l i				
354-4				n a i b a				
363-4				n a				
397-4				g o i				
406-4				kʰ a				
426-4				n a				
473-4				n ĭ z i				
499-4				z a				
526-4				g a				
544-4				kʰ u				
553-4				g o				
599-4				g o k a				
608-4				b a m				
617-4				n a				
645-4				ɕ a				
663-4				s o ŋ				
672-4				s o ŋ o				
681-4				s i				
690-4				s i				
708-4				b o ŋ				
717-4				g o p u				
726-4				s i				
744-4				a a				
782-4				s i				
791-4				ɕ a ŋ				
800-4				ɕ a ŋ				
809-4				n a m				
836-4				l i				
881-4				l a				
890-4				kʰ a				
899-4				s a				
926-4				n a				
944-4				g a				
953-4				ɕ a ŋ				
980-4				w a ŋ				
998-4				n a i				
1022-4				pʰ a l u				
1031-4				b i				
1069-4				j o ŋ				
1079-4				pʰ a				
1098-4				j a ŋ p u				
1117-4				tʃʰ a m				
1141-4				b i				
1189-4				n a				
1198-4				tʃ u				
1208-4				z a				
1217-4				l a				
1253-4				ɕ a				
1271-4				n a				
1289-4				s i				
1316-4				pʰ a ŋ				
1325-4				kʰ a n				
1334-4				s i				
1343-4				b i b a				
1361-4				n a				
1370-4				n a ŋ				
1388-4				n a				
1397-4				tʰ u				
1406-4				s o ŋ				
1424-4				g a ŋ p a				
1433-4				g u				
1442-4				l a				
1451-4				b a				
1468-4				pʰ a p a				
1477-4				s a				
1502-4				n a				
1511-4				n a m				
1529-4				a u				
1538-4				tʰ u l u				
1557-4				b o ŋ				
1618-4				n i				
1663-4				z u				
1689-4				b o ŋ				
1698-4				kʰ u ŋ				
1707-4				s o ŋ				
1716-4				n a m				
1742-4				z i				
1751-4				b u l u				
1778-4				z a				
1787-4				tʰ u				
1823-4				l e n				
1832-4				j a				
1842-4				l u				
1860-4				n a m				
1869-4				d u ŋ p a				
1888-4				n a				
1897-4				s e n				
1932-4				ɾ i d o				
1950-4				z u				
1968-4				s o ŋ				
1978-4				k u				
1987-4				j a				
2015-4				n a m				
2118-4				s o ŋ o				
2238-4				kʰ a ŋ				
2507-4				pʰ u				
2526-4				l e k a				
2535-4				pʰ a				
2544-4				b o ŋ				
2560-4				s o ŋ				
2569-4				kʰ a i p u				
2578-4				n i ŋ				
2596-4				d u				
2615-4				ɾ i				
2663-4				g i				
2690-4				s i				
2719-4				ɾ i				
2728-4				g o ŋ				
2747-4				s i				
2756-4				b r u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a n			
125-5					b i l a ŋ			
162-5					l e i			
171-5					t o tʃ a			
219-5					t a ŋ p u			
247-5					j a ŋ l u			
282-5					l u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u ŋ b a			
363-5					n a m b u			
397-5					g a m			
406-5					kʰ a u			
426-5					m u ŋ tʃ a			
473-5					pʰ e i n a ŋ			
499-5					z a m			
526-5					g a ɾ a			
544-5					kʰ u			
553-5					g o t a ŋ			
599-5					g o i			
608-5					b a l o			
617-5					j e n			
645-5					w a n			
663-5					s o ŋ p u			
672-5					d o ŋ p a			
681-5					ɾ i			
690-5					s i ŋ			
708-5					dʒ a ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					w a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					l i			
881-5					l a			
890-5					ɾ u			
899-5					s e			
926-5					w a m			
944-5					g a			
953-5					ʃ a ŋ			
980-5					w a ŋ			
998-5					pʰ e			
1022-5					dʒ a			
1031-5					b i l a ŋ			
1069-5					tʃ o tʃ a ŋ			
1079-5					ʃ a			
1098-5					j a ŋ b u			
1117-5					tʃʰ u			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a ɲ i			
1253-5					a m			
1271-5					n o t a ŋ			
1289-5					s i ŋ			
1316-5					ŋ a m			
1325-5					kʰ a			
1334-5					s i ŋ b a			
1343-5					b i l a ŋ			
1361-5					j e m j a ŋ			
1370-5					n a			
1388-5					m a kʰ ə n			
1397-5					tʰ u			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ			
1433-5					ʃ u			
1442-5					l a			
1451-5					b a			
1468-5					pʰ e kʰ ə n			
1477-5					ŋ a			
1502-5					ŋ a m			
1511-5					m u ŋ b a			
1529-5					dʒ a l u			
1538-5					s u l u			
1557-5					tʃ o ŋ p u			
1618-5					s i ŋ			
1663-5					z u m			
1689-5					ŋ o ɲ i			
1698-5					kʰ u			
1707-5					m o ŋ tʃ a ŋ			
1716-5					ŋ a m			
1742-5					m u			
1751-5					b u ʃ u			
1778-5					z a			
1787-5					tʃ u			
1823-5					l e m			
1832-5					g a ɾ a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					ʃ u l a ŋ			
1888-5					ʃ a m			
1897-5					s e			
1932-5					ɾ i z a			
1950-5					z u			
1968-5					t o ŋ a			
1978-5					d u kʰ e n			
1987-5					dʒ a m			
2015-5					ŋ a m			
2118-5					tʃ o ŋ l a			
2238-5					ŋ a kʰ ə n			
2507-5					tʰ u ŋ			
2526-5					l e			
2535-5					ʃ a			
2544-5					ʃ i ŋ			
2560-5					s o ɲ i ŋ			
2569-5					kʰ e n			
2578-5					n i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i			
2690-5					s i			
2719-5					ɾ i			
2728-5					g o ŋ			
2747-5					s i ŋ			
2756-5					tʃ a m b u			
10-6						dʒ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ		
125-6						b i ŋ		
162-6						l i		
171-6						ŋ a m		
219-6						t a ŋ p u		
247-6						d a ŋ l u ŋ		
282-6						l u k p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a		
363-6						n a m		
397-6						g a m p u		
406-6						kʰ a		
426-6						z a m p a		
473-6						pʰ i n a ŋ		
499-6						z a m		
526-6						g a g a		
544-6						kʰ u		
553-6						k a ŋ		
599-6						g o k a n		
608-6						b a k a n		
617-6						tʃ a n		
645-6						a n		
663-6						s o ŋ tʰ u		
672-6						t o ŋ p a		
681-6						ɾ i		
690-6						ŋ a m		
708-6						tʰ a ŋ		
717-6						dʒ o k p u		
726-6						b i		
744-6						a w a		
782-6						b i m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m		
836-6						tʃ i		
881-6						l a		
890-6						g a		
899-6						b e tʃ a		
926-6						w a m		
944-6						g a ɾ a		
953-6						ɾ a ŋ		
980-6						tʰ a ŋ		
998-6						pʰ e p		
1022-6						dʒ a		
1031-6						b i		
1069-6						tʃ o tʃ a ŋ		
1079-6						n a		
1098-6						j a ŋ b u		
1117-6						tʃ u		
1141-6						ɾ i ŋ b o		
1189-6						m a n		
1198-6						n u		
1208-6						z a		
1217-6						l a		
1253-6						a m		
1271-6						n a ŋ		
1289-6						ŋ a m		
1316-6						ŋ a m		
1325-6						kʰ a m		
1334-6						s i ŋ		
1343-6						b i		
1361-6						j e j a ŋ		
1370-6						n a ŋ		
1388-6						m a n		
1397-6						tʰ u		
1406-6						s o ŋ		
1424-6						g a ɾ a ŋ		
1433-6						g u		
1442-6						l a		
1451-6						b a		
1468-6						pʰ a k p a		
1477-6						ŋ a		
1502-6						ŋ a m		
1511-6						n u ŋ b a		
1529-6						tʃ a l u		
1538-6						tʰ u l i		
1557-6						tʃ o ŋ		
1618-6						b i ŋ		
1663-6						z u m		
1689-6						ŋ a ŋ		
1698-6						kʰ u ŋ		
1707-6						s o ŋ		
1716-6						ŋ a m		
1742-6						m u i		
1751-6						b u i l a		
1778-6						z a		
1787-6						p u tʃ u		
1823-6						l e		
1832-6						d̪ a m		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						ʃ u a		
1888-6						tʃ a m		
1897-6						b e tʃ a		
1932-6						ɾ i n a ŋ		
1950-6						z u		
1968-6						ŋ a m		
1978-6						tʃ u ŋ		
1987-6						s a m		
2015-6						ŋ a m		
2118-6						t o ŋ k a n		
2238-6						ŋ a ɾ a n		
2507-6						tʰ u ŋ		
2526-6						l e n		
2535-6						tʃ a		
2544-6						ʃ i		
2560-6						s o ŋ		
2569-6						kʰ a		
2578-6						n i ŋ		
2596-6						d u ŋ		
2615-6						ɾ i		
2663-6						g i		
2690-6						b i		
2719-6						ɾ i		
2728-6						t o tʃ u ŋ		
2747-6						ŋ a ŋ		
2756-6						b e r u		
10-7							dʒ a ŋ	
37-7							n a	
46-7							n a	
98-7							kʰ a n	
125-7							b i b a	
162-7							pʰ e l u	
171-7							ʃ o ŋ	
219-7							d a ŋ p u	
247-7							tʃ a ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							d̪ i	
354-7							m i m i	
363-7							n a m b u	
397-7							g a m	
406-7							kʰ a u	
426-7							kʰ e n	
473-7							pʰ i n a ŋ	
499-7							z a m	
526-7							g a	
544-7							kʰ u	
553-7							d o ŋ	
599-7							g o m d i	
608-7							b a n	
617-7							j e n	
645-7							a a	
663-7							s o ŋ	
672-7							s o ŋ p a	
681-7							ɲ i	
690-7							m i ŋ	
708-7							d i ŋ b u	
717-7							pʰ u	
726-7							d̪ i	
744-7							ʃ a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o ŋ kʰ e n	
836-7							p u	
881-7							l a m	
890-7							j a	
899-7							d i	
926-7							tʃ a	
944-7							g a	
953-7							ʃ a ŋ	
980-7							w a ŋ	
998-7							pʰ a ʃ i	
1022-7							dʒ a	
1031-7							b i kʰ e n	
1069-7							d o ŋ a	
1079-7							ʃ a	
1098-7							j a ŋ b u	
1117-7							tʃ u	
1141-7							ɾ o k	
1189-7							m a m n	
1198-7							n u	
1208-7							z a	
1217-7							l a ɲ i	
1253-7							a m	
1271-7							n o ŋ tʃ a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b i n a	
1361-7							j e n a ŋ	
1370-7							n a	
1388-7							m a m	
1397-7							tʰ u	
1406-7							tʃ o ŋ	
1424-7							g a ŋ p a	
1433-7							ʃ u	
1442-7							l a m	
1451-7							b a	
1468-7							pʰ a g a	
1477-7							ŋ a	
1502-7							ŋ a m	
1511-7							m i ŋ a	
1529-7							tʃ a	
1538-7							s u	
1557-7							tʃ o r o ŋ	
1618-7							bʱ i	
1663-7							z u	
1689-7							ʃ i	
1698-7							tʰ u ŋ	
1707-7							m o ŋ tʃ a ŋ	
1716-7							ŋ a m	
1742-7							b u	
1751-7							b u l a	
1778-7							bʱ a	
1787-7							kʰ u	
1823-7							l a	
1832-7							g a	
1842-7							l u ŋ	
1860-7							ŋ a m	
1869-7							ʃ u ŋ tʃ a ŋ	
1888-7							ʃ a m i	
1897-7							w a	
1932-7							ɾ i ŋ a m	
1950-7							z u	
1968-7							t o ŋ	
1978-7							kʰ u	
1987-7							a m	
2015-7							ŋ a m	
2118-7							m o ŋ	
2238-7							ŋ a u	
2507-7							kʰ u ŋ	
2526-7							l a	
2535-7							ʃ a	
2544-7							ʃ i ŋ	
2560-7							s o ŋ	
2569-7							kʰ u	
2578-7							n i m i	
2596-7							tʰ u ŋ	
2615-7							ɾ i	
2663-7							g i	
2690-7							bʱ i	
2719-7							ɾ i	
2728-7							tʃ o ŋ a	
2747-7							bʱ i ŋ	
2756-7							b u	
10-8								dʒ a ŋ
37-8								n a
46-8								n a
98-8								kʰ a m i
125-8								b o
162-8								l i
171-8								s o
219-8								j a ŋ p u
247-8								j a ŋ l u ŋ
282-8								l u l u
292-8								kʰ a
301-8								l i
354-8								m u m i
363-8								n a m
397-8								g a m i
406-8								kʰ a
426-8								m a n
473-8								dʒ i
499-8								z a m
526-8								g a ɾ a
544-8								kʰ u
553-8								dʒ a k p a n
599-8								g o i
608-8								b a n
617-8								p e tʃ e
645-8								a m
663-8								s o ŋ
672-8								t o ŋ p a
681-8								d̪ i
690-8								m i ŋ
708-8								tʰ a ŋ b u
717-8								dʒ a k p u
726-8								s i
744-8								w a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m e m a n
836-8								p i
881-8								l a
890-8								kʰ a
899-8								s e
926-8								j a m
944-8								g a ɾ a ŋ
953-8								ʃ a ɾ a
980-8								w a ŋ
998-8								dʒ i
1022-8								dʒ a
1031-8								b i n i ŋ
1069-8								kʰ a ŋ p u
1079-8								ʃ a
1098-8								j a ŋ b u
1117-8								tʃʰ u
1141-8								ɾ i
1189-8								s a
1198-8								n a
1208-8								z a l a
1217-8								l a ɲ i
1253-8								a m
1271-8								n a ŋ
1289-8								m i ŋ
1316-8								ŋ a m
1325-8								kʰ a
1334-8								s i
1343-8								b i n
1361-8								j a s
1370-8								n a
1388-8								m a
1397-8								tʰ u ŋ
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a
1433-8								p u
1442-8								l a
1451-8								b a
1468-8								pʰ a k p a
1477-8								ŋ a
1502-8								ŋ a m
1511-8								m u ŋ b u
1529-8								j a l u
1538-8								z u l u
1557-8								tʃ i
1618-8								i n
1663-8								z u m
1689-8								h i
1698-8								kʰ u ŋ
1707-8								s o ŋ
1716-8								ŋ a m
1742-8								m u
1751-8								b u l a
1778-8								z a
1787-8								d u k p u
1823-8								l e m
1832-8								p a m
1842-8								l u ŋ
1860-8								ŋ a m
1869-8								g a ŋ
1888-8								ʃ a m i
1897-8								s e
1932-8								ɾ i l a
1950-8								z u
1968-8								h o ŋ
1978-8								d u k p a
1987-8								a m
2015-8								ŋ a m
2118-8								m a ŋ
2238-8								ŋ a n
2507-8								tʰ u ŋ
2526-8								l e n
2535-8								ʃ a
2544-8								ʃ i ŋ
2560-8								s o n i ŋ
2569-8								kʰ a
2578-8								n i m i ŋ
2596-8								p u ŋ
2615-8								ɾ i
2663-8								g i i
2690-8								s i
2719-8								ɾ i
2728-8								tʃ o ŋ
2747-8								n i ŋ
2756-8								s i
