COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
827-3			i bʱ					
918-3								
1244-3								
1487-3								
1521-3			u tʃʰ					
1734-3								
2033-3								
2172-3			i b					
2209-3								
2256-3								
2517-3								
2654-3			b o ŋ					
2737-3								
329-3								
415-3			k a u					
464-3								
493-3								
581-3								
591-3								
627-3								
655-3								
873-3								
909-3								
1150-3								
10-4				ŋ a dʒ				
37-4				a ĭ ĭ				
46-4				a ĭ ĭ				
98-4								
125-4								
162-4								
171-4								
219-4								
247-4								
282-4								
292-4				kʰ a ŋ				
301-4				i l				
354-4								
363-4								
397-4								
406-4				kʰ a u				
426-4								
473-4								
499-4								
526-4								
544-4				u kʰ				
553-4								
599-4								
608-4								
617-4				a j				
645-4				ĭ a a				
663-4								
672-4								
681-4								
690-4				ŋ i m				
708-4								
717-4								
726-4				i s				
744-4				a a p				
782-4				i m				
791-4				a ŋ				
800-4				a ŋ				
809-4								
836-4				p i ʃ				
881-4				m a l				
890-4								
899-4				r e s				
926-4				a m tʃ				
944-4								
953-4								
980-4								
998-4				e pʰ				
1022-4								
1031-4								
1069-4								
1079-4								
1098-4								
1117-4				n u tʃ				
1141-4								
1189-4				m a n				
1198-4				u n				
1208-4								
1217-4								
1253-4				m a a				
1271-4								
1289-4				ŋ i m				
1316-4				ŋ ŋ a				
1325-4				m a kʰ				
1334-4								
1343-4								
1361-4								
1370-4				k a ĭ				
1388-4								
1397-4				r u tʰ				
1406-4				ŋ o tʃ				
1424-4								
1433-4								
1442-4				m a l				
1451-4								
1468-4								
1477-4				a ŋ s				
1502-4								
1511-4								
1529-4								
1538-4								
1557-4								
1618-4								
1663-4				m u z				
1689-4				i o ŋ				
1698-4				kʰ u ŋ				
1707-4								
1716-4				a ŋ m				
1742-4				i u m				
1751-4								
1778-4				a z				
1787-4								
1823-4				m e l				
1832-4								
1842-4				ŋ u l				
1860-4				a ŋ m				
1869-4								
1888-4								
1897-4				e s				
1932-4								
1950-4				u z				
1968-4								
1978-4								
1987-4				m a s				
2015-4								
2118-4								
2238-4								
2507-4								
2526-4				e l				
2535-4				ă ʃ				
2544-4				ŋ i ʃ				
2560-4								
2569-4								
2578-4								
2596-4				ŋ u d				
2615-4				i ɾ				
2663-4								
2690-4				i s				
2719-4								
2728-4								
2747-4				ŋ i ɲ				
2756-4								
2774-4								
19-4								
28-4								
89-4								
145-4								
229-4				a kʰ				
257-4								
338-4								
436-4								
535-4								
571-4								
699-4								
971-4								
1049-4				u b				
1180-4				ă ʃ				
1226-4								
1307-4								
1352-4				u g				
1379-4				i s				
1636-4								
1654-4				i l				
1680-4								
1725-4								
2672-4								
55-4								
80-4								
116-4								
210-4				i o g				
453-4								
637-4				u a				
754-4								
764-4								
827-4				i bʱ				
1244-4								
1460-4				l e n ĭ s				
1734-4								
2033-4								
2209-4								
2517-4								
2654-4				ŋ o b				
493-4								
1133-4				u j				
10-5					a ŋ dʒ			
37-5					a n n			
46-5					a n n			
98-5								
125-5								
162-5								
171-5								
219-5								
247-5								
282-5								
292-5					a ŋ kʰ			
301-5					i l			
354-5								
363-5								
397-5								
406-5					kʰ a o			
426-5								
473-5								
499-5								
526-5								
544-5					u kʰ			
553-5								
599-5								
608-5								
617-5					n e j			
645-5					a a n			
663-5								
672-5								
681-5								
690-5					m i ŋ			
708-5								
717-5								
726-5					i s			
744-5					a a p			
782-5					i m			
791-5					a ŋ			
800-5					a ŋ			
809-5								
836-5					i ʃ p			
881-5					a m l			
890-5								
899-5					r e s			
926-5					m a tʃ			
944-5								
953-5								
980-5								
998-5					e pʰ			
1022-5								
1031-5								
1069-5								
1079-5								
1098-5								
1117-5					n tʃ u			
1141-5								
1189-5					a m n			
1198-5					u n			
1208-5								
1217-5								
1253-5					a a m			
1271-5								
1289-5					m i ŋ			
1316-5					ŋ ŋ a			
1325-5					m a kʰ			
1334-5								
1343-5								
1361-5								
1370-5					a k n			
1388-5								
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5								
1433-5								
1442-5					a m l			
1451-5								
1468-5								
1477-5					a s ŋ			
1502-5								
1511-5								
1529-5								
1538-5								
1557-5								
1618-5								
1663-5					m z u			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5								
1716-5					a m ŋ			
1742-5					a t ə i m			
1751-5								
1778-5					a z			
1787-5								
1823-5					m e l			
1832-5								
1842-5					l u ŋ			
1860-5					m a ŋ			
1869-5								
1888-5								
1897-5					e s			
1932-5								
1950-5					o z			
1968-5								
1978-5								
1987-5					m a tʃ			
2015-5								
2118-5								
2238-5								
2507-5								
2526-5					e l			
2535-5					a ʃ			
2544-5					ʃ i ŋ			
2560-5								
2569-5								
2578-5								
2596-5					ŋ u d			
2615-5					i ɾ			
2663-5								
2690-5					i s			
2719-5								
2728-5								
2747-5					ŋ i ɲ			
2756-5								
2774-5								
19-5								
28-5								
89-5								
107-5								
145-5								
190-5								
229-5					a kʰ			
257-5								
338-5								
436-5								
483-5					a w			
535-5								
571-5								
699-5								
845-5					k o ɾ			
971-5								
1049-5					u b			
1161-5					m a			
1180-5					a ʃ			
1226-5								
1235-5								
1280-5								
1307-5								
1352-5					u g p			
1379-5					i s			
1415-5					a ɾ			
1654-5					i l			
1680-5								
2127-5								
2181-5					i d̪			
2366-5								
2672-5								
2681-5								
80-5								
154-5					i ɕ			
181-5								
210-5					g o i			
267-5					i dʒ			
319-5								
389-5								
453-5								
508-5					a m ŋ			
563-5								
637-5					u e			
754-5								
819-5								
827-5					i bʱ			
918-5								
1244-5								
1460-5					n s ŋ			
1487-5								
1521-5					o tʃʰ			
1734-5								
2033-5								
2172-5					i a			
2209-5								
2256-5								
2517-5								
2654-5					ŋ t b			
2737-5								
329-5								
415-5					kʰ a o			
464-5								
493-5								
581-5								
591-5								
627-5								
655-5								
873-5								
909-5								
990-5					n tʃ			
1013-5								
1133-5					o j			
1150-5								
1584-5								
10-6						ŋ a dʒ		
37-6						n a n		
46-6						n a n		
98-6								
125-6								
162-6								
171-6								
219-6								
247-6								
282-6								
292-6						ŋ a kʰ		
301-6						i l		
354-6								
363-6								
397-6								
406-6						kʰ a u		
426-6								
473-6								
499-6								
526-6								
544-6						u kʰ		
553-6								
599-6								
608-6								
617-6						j e n		
645-6						a a l		
663-6								
672-6								
681-6								
690-6						ŋ i b		
708-6								
717-6								
726-6						i s		
744-6						a a p		
782-6						i m		
791-6						a ŋ		
800-6						a ŋ		
809-6								
836-6						i p s		
881-6						ʔ a e		
890-6								
899-6						r e s		
926-6						a b tʃ		
944-6								
953-6								
980-6								
998-6						i e pʰ		
1022-6								
1031-6								
1069-6								
1079-6								
1098-6								
1117-6						n tʃ u		
1141-6								
1189-6						m a n		
1198-6						u n		
1208-6								
1217-6								
1253-6						a a ʔ		
1271-6								
1289-6						ŋ i b		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6								
1343-6								
1361-6								
1370-6						a k n		
1388-6								
1397-6						r u tʰ		
1406-6						ŋ o tʃ		
1424-6								
1433-6								
1442-6						ʔ a e		
1451-6								
1468-6								
1477-6						s ŋ a		
1502-6								
1511-6								
1529-6								
1538-6								
1557-6								
1618-6								
1663-6						m u z		
1689-6						i o ŋ		
1698-6						ŋ u k		
1707-6								
1716-6						ŋ a m		
1742-6						i m u		
1751-6								
1778-6						a z		
1787-6								
1823-6						ʔ e		
1832-6								
1842-6						l u ŋ		
1860-6						ʔ a ŋ		
1869-6								
1888-6								
1897-6						e s		
1932-6								
1950-6						u z		
1968-6								
1978-6								
1987-6						a m s		
2015-6								
2118-6								
2238-6								
2507-6								
2526-6						e		
2535-6						b ʃ		
2544-6						i ŋ ʃ		
2560-6								
2569-6								
2578-6								
2596-6						ŋ u d		
2615-6						i ɾ		
2663-6								
2690-6						i s		
2719-6								
2728-6								
2747-6						i ɲ ŋ		
2756-6								
2774-6								
19-6								
28-6								
89-6								
107-6								
145-6								
190-6								
229-6						a kʰ		
257-6								
338-6								
483-6						k w		
535-6								
571-6								
699-6								
845-6						k ɾ o		
971-6								
1049-6						u b		
1161-6						a m		
1226-6								
1235-6								
1280-6								
1307-6								
1352-6						u g		
1379-6						i s		
1415-6						a n ɾ		
1636-6								
1654-6						i a l		
1680-6								
1725-6								
2127-6								
2181-6						i d̪		
2366-6								
2672-6								
2681-6								
55-6								
80-6								
116-6								
154-6						i ʃ		
181-6								
267-6						i tʃ		
319-6								
389-6								
508-6						ŋ a m		
563-6								
637-6						u a		
754-6								
764-6								
819-6								
827-6						i bʱ		
918-6								
1460-6								
1487-6								
1521-6						u tʃʰ		
1734-6								
2172-6								
2209-6								
2737-6								
329-6								
464-6								
493-6								
581-6								
591-6								
655-6								
873-6								
909-6								
990-6						o tʃ		
1133-6						u j		
1150-6								
1584-6								
10-7							dʒ a ŋ	
37-7							n a n	
46-7							n a n	
98-7								
125-7								
162-7								
171-7								
219-7								
247-7								
282-7								
292-7							kʰ a ŋ	
301-7							i l	
354-7								
363-7								
397-7								
406-7							kʰ a u	
426-7								
473-7								
499-7								
526-7								
544-7							u kʰ	
553-7								
599-7								
608-7								
617-7							e j n	
645-7							a n a	
663-7								
672-7								
681-7								
690-7							ŋ i m	
708-7								
717-7								
726-7							i s	
744-7							a p a	
782-7							i m	
791-7							i ŋ	
800-7							i ŋ	
809-7								
836-7							i ʃ p	
881-7							l a m	
890-7								
899-7							r e s	
926-7							a m tʃ	
944-7								
953-7								
980-7								
998-7							e pʰ	
1022-7								
1031-7								
1069-7								
1079-7								
1098-7								
1117-7							tʃ u n	
1141-7								
1189-7							m a n	
1198-7							a n	
1208-7								
1217-7								
1253-7							a m a	
1271-7								
1289-7							ŋ i m	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7								
1343-7								
1361-7								
1370-7							a k n	
1388-7								
1397-7							r u tʰ	
1406-7							o ŋ tʃ	
1424-7								
1433-7								
1442-7							l a m	
1451-7								
1468-7								
1477-7							ŋ a s	
1502-7								
1511-7								
1529-7								
1538-7								
1557-7								
1618-7								
1663-7							m z u	
1689-7							ŋ o i	
1698-7							ŋ u kʰ	
1707-7								
1716-7							ŋ a m	
1742-7							i m u	
1751-7								
1778-7							i z	
1787-7								
1823-7							e m l	
1832-7								
1842-7							ŋ u l	
1860-7							ŋ a m	
1869-7								
1888-7								
1897-7							e s	
1932-7								
1950-7							u z	
1968-7								
1978-7								
1987-7							s a m	
2015-7								
2118-7								
2238-7								
2507-7								
2526-7							e l	
2535-7							a n ʃ	
2544-7							ʃ i ŋ	
2560-7								
2569-7								
2578-7								
2596-7							ŋ u d	
2615-7							i ɾ	
2663-7								
2690-7							i s	
2719-7								
2728-7								
2747-7							ŋ i ɲ	
2756-7								
2774-7								
19-7								
28-7								
89-7								
107-7								
145-7								
190-7								
338-7								
436-7								
483-7							i w	
535-7								
571-7								
699-7								
845-7							ɾ o kʰ	
1049-7							u b	
1161-7							m i	
1180-7							a n ʃ	
1226-7								
1235-7								
1280-7								
1307-7								
1352-7							u k	
1415-7							a n r	
1636-7								
1680-7								
1725-7								
2127-7								
2181-7							i d	
2366-7								
2672-7								
2681-7								
55-7								
80-7								
154-7							i ʃ	
181-7								
267-7							i dʒ	
319-7								
389-7								
453-7								
508-7							ŋ a m	
563-7								
637-7							u n	
754-7								
819-7								
827-7							i bʱ	
918-7								
1244-7								
1460-7							i ŋ o s	
1487-7								
1521-7							u tʃʰ	
1734-7								
2172-7							i b	
2256-7								
2517-7								
2654-7							ŋ o b	
2737-7								
329-7								
415-7							kʰ a a	
464-7								
493-7								
581-7								
591-7								
627-7								
655-7								
873-7								
909-7								
990-7							o tʃ	
1013-7								
1133-7							u j	
1150-7								
10-8								ŋ a dʒ
37-8								a n n
46-8								a n n
98-8								
125-8								
162-8								
171-8								
219-8								
247-8								
282-8								
292-8								ŋ a a
301-8								i l
354-8								
363-8								
397-8								
406-8								m a a a n
426-8								
473-8								
499-8								
526-8								
544-8								u kʰ
553-8								
599-8								
608-8								
617-8								j e n
645-8								n a a
663-8								
672-8								
681-8								
690-8								i ŋ m
708-8								
717-8								
726-8								i s
744-8								a a p
782-8								i m
791-8								a ŋ
800-8								a ŋ
809-8								
836-8								i s p
881-8								m l a l
890-8								
899-8								r e s
926-8								a m tʃ
944-8								
953-8								
980-8								
998-8								pʰ e
1022-8								
1031-8								
1069-8								
1079-8								
1098-8								
1117-8								tʃ u n
1141-8								
1189-8								a n m
1198-8								u n
1208-8								
1217-8								
1253-8								a a m
1271-8								
1289-8								n i m
1316-8								ŋ ŋ a
1325-8								m a a
1334-8								
1343-8								
1361-8								
1370-8								a n k
1388-8								
1397-8								r tʰ u
1406-8								ŋ o tʃ
1424-8								
1433-8								
1442-8								m l a l
1451-8								
1468-8								
1477-8								s a ŋ
1502-8								
1511-8								
1529-8								
1538-8								
1557-8								
1618-8								
1663-8								u z m
1689-8								i ŋ o
1698-8								m a n ŋ
1707-8								
1716-8								m a ŋ
1742-8								i m u
1751-8								
1778-8								a z
1787-8								
1823-8								l e m
1832-8								
1842-8								l u ŋ
1860-8								m a ŋ
1869-8								
1888-8								
1897-8								e s
1932-8								
1950-8								u z
1968-8								
1978-8								
1987-8								m a s
2015-8								
2118-8								
2238-8								
2507-8								
2526-8								e l
2535-8								a ʃ
2544-8								ŋ i ʃ
2560-8								
2569-8								
2578-8								
2596-8								ŋ u d
2615-8								i ɾ
2663-8								
2690-8								i s
2719-8								
2728-8								
2747-8								ŋ i n
2756-8								
2774-8								
19-8								
28-8								
107-8								
145-8								
190-8								
229-8								a kʰ
257-8								
338-8								
436-8								
483-8								a w
535-8								
571-8								
845-8								k o ɾ
971-8								
1049-8								u b
1161-8								m a
1180-8								a ʃ
1226-8								
1235-8								
1280-8								
1307-8								
1379-8								i s
1415-8								a ɾ
1636-8								
1654-8								i l
1680-8								
1725-8								
2127-8								
2181-8								i d̪
2366-8								
2681-8								
55-8								
116-8								
154-8								i ʃ
181-8								
210-8								i o g
267-8								i dʒ
319-8								
389-8								
453-8								
508-8								m a ŋ
563-8								
637-8								u a
754-8								
764-8								
819-8								
918-8								
1487-8								
1521-8								u tʃʰ
2033-8								
2172-8								i b
2256-8								
415-8								a a u
627-8								
990-8								
1013-8								
1584-8								
