COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1343		b i i n a ŋ					b a - n a ŋ	
1352		g u	g u					
1361				j e n a ŋ a a				
1397					tʰ u r	tʰ u r	tʰ u r	
1406				tʃ o ŋ				tʃ o ŋ
1424			g a ɾ a ŋ p - - a r - -				g a ɾ a ŋ p n a a r a n	
1442			l a m			l a m		
1451								b a d a m
1460		s o n a						
1468		pʰ Ø k p Ø	Ø a k p a	pʰ a k p a	pʰ a k p a			
1529		tʃʰ a l u						tʃ a l u
1538		s u l u						s u l u
1636			b e tʃ a					
1680		kʰ a n d i k						
1707			m o ŋ n a ŋ					
1716			ŋ a m	ŋ a m		ŋ a m		
1734						z i m b u		
1742		m u g i					m u g -	m u k i
1787				tʃ u r p u a			tʃʰ u r p u m	
1796		kʰ a b a ɾ -						
1823			l e m				l e m	
1832			k a r m a	k a r m a				k a r m a
1842			l u n	l u ŋ				l u ŋ
1860		ŋ a m						ŋ a m
1878								j u ŋ b u
1888		ʃ a m p i		ʃ a m pʰ i				
1897			s e		s e	s e		
1968				t o ŋ t a k - k			t o ŋ t a k u k	
1978		k u t p a ŋ		k u - p a -	k u - p a -			
1996		m u n d i r Ø Ø n						
2015			ŋ a m l a n			ŋ a m Ø a n		
2118				m o ŋ ʃ - - o ŋ p -			m o ŋ ʃ m - m ŋ n a	
2181		d i - l - a				tʰ i a l o -		
2209			b i t i n p i - l a -		b i t i ŋ p a - m a p	b i t i n p i - b a p		
2302							ʃ o ŋ l a k a n	
2338		n u ɾ n Ø n				n u r Ø a n		
2366						- a j a k p a n		
2443				tʰ i k p o n				
2452					n o ŋ p u m a m a	n o n p p kʰ a Ø a		
2507							tʰ i n u ŋ	
2569				kʰ e a tʰ u ɾ				kʰ e - tʰ u ɾ
2654		- - - b o ŋ						
2663			g i t m - i	g i t a a i				g i t - - i
2672		Ø a g a					b a g a	
2681			b a l a n b u			b a l a n b u	b a l a ŋ b u	b a l a ŋ b u
2690				s i - -				s i - -
2728		k o tʃ u ŋ						
2756								s e r b u
2774								b o ɲ i ŋ
2783					n a n i ŋ		ŋ a n i ŋ	
1654	l i							
809	m o m n a ŋ	m o m n a ŋ						
1950	z u				z u			
171	- o m ʃ a						- o m ʃ a	
1388	m a n b a			m a n b a	m a n b a			
473	pʰ i n k a ŋ		Ø i n m a ŋ	pʰ i n k a ŋ				
2578	n i tʃ i ŋ							
1049	b u				b u	b u	b u	
899	s e r		s e r		s e r			
1141	ɾ i ŋ b u		ɾ i n b u					
1778	z a				z a		z a	
2526	l e -				l e n		l e a	
535	s o s o					s o s o		
1663	z u m	z u m	z u m			z u m		
1198	n u - -	n u - -			n u - -			
1117	tʃʰ u n	tʃʰ u n					tʃ u n	
415	kʰ a u							m a u
708	tʰ a - ɾ i ŋ b u			tʰ a - ɾ i ŋ b u		tʰ a - ɾ i ŋ b u		
2127	dʒ a m ʃ u n	dʒ a m ʃ Ø -						
1069	tʃ o - - ŋ - - z a							tʃ o ŋ a ŋ - - s a
1477	ŋ a s	ŋ a s					ŋ a s	
663	s o ŋ tʰ u r				s o ŋ tʰ u r			s o ŋ tʰ u r
125	b e - n ŋ ɾ a							
845	ɾ o k -		ɾ o k ŋ				ɾ o k -	
1557	tʃʰ o i d u ŋ		tʃ o i d u n					
1751	b u ʃ i l a				b u ʃ i l a			
257	tʰ a ŋ a							tʰ a ŋ a
2747	Ø i ŋ - n n							
116	tʰ u l i			tʰ u l -				
1932	ɾ i n a ŋ s o p l a						ɾ i n a ŋ s o p l a	
2517	ŋ a m tʃʰ a			ŋ a m tʃʰ a				
1289	m i ŋ	m i ŋ	m i ŋ				m i ŋ	
2100	ʃ i k a -						ʃ - - a n	
1618	i n tʃʰ a				i ŋ tʃ a			i n tʃ a
791	ŋ a	ŋ a						
1987	s a m			s a m	s Ø m	s a m		
397	g a m d i							
80	tʰ u ŋ k a			tʰ u ŋ g a			tʰ u ŋ g a	
1584	g a ɾ i l a m							
1280	dʒ i ŋ z a ŋ				dʒ i ŋ z a ŋ			
145				d u k p ŋ ŋ u		tʰ u p p a - a	d u k p - - u	d u k p - - u
200							pʰ ɾ a n g a	
239			kʰ a kʰ a n					
329					tʃ a n tʃ a ɾ a n		tʃ a n tʃ a ɾ a n	
464			t o tʃ a n					
563			s a ŋ b u					
581			d u i p a					
774			tʃ - n a ŋ					
819								z a m b a
909			Ø e l u l n					
918								j a ŋ l u -
936			ŋ - tʰ o n					
1263						ɾ j u		
1307				t e p k a	t e p k a			
1487						dʒ o g t a ŋ		
1815			- - - r o n b a					
2007					b u p - p			
2072						g e p ʃ a n		g i p - a n
2266							g ɾ a - a n - k	
2588			kʰ u					
2607								tʃ i k p a
2635			ʃ i ɾ Ø				ʃ - r m	
2081		Ø o n Ø a n					Ø o n - a n	
267		dʒ i						
627		g - ɾ - ŋ k Ø l Ø	g a ɾ a ŋ k i l i				g a ɾ a ŋ k - l -	
181		n i z u m b a				n - z u m - a	n i z u ŋ b a	
1133		j u			j u			
518		t o n tʃ i -				Ø o n tʃ a n	t o ŋ tʃ a n	
873		pʰ u n b e				pʰ u n - e		
1594		pʰ e i tʰ u n						pʰ e - tʰ u ŋ
2462		d Ø ŋ k - ŋ						
2387		g ɾ o g a n Ø Ø						
493				ɾ - d o n	ɾ i d o n		ɾ - d o n	
637						a u		a u
2249					z o g j a k b o -			
2295					b r a k p p o -			
2379						tʰ i ŋ kʰ u n		
2784						z i		
1042			j u n p a					j u ŋ p a
2314								g o t - a n
2473							z i m g tʃ a n	
