COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5984-1	ts o ²¹								
838-1	s o ³⁵								
839-1	t ɔ ³³								
3149-1	j i ⁵⁵								
2829-1	ts ɤ ²¹								
4602-1	tɕ i ³⁵								
5225-1	l ɔ ²¹								
3933-1	s ɤ ⁴²								
5763-1	ts ɔ ⁴²								
2134-1	ɕ i ⁵⁵								
5724-1	t ɯ ³⁵								
5704-1	ts o ⁴²								
5705-1	kʰ w e ⁵⁵								
5037-1	ts i ³¹								
5038-1	t a ³⁵								
4332-1	ts ɿ ³³								
5447-1	tsʰ ɿ ⁵⁵								
3702-1	s ɿ ³¹								
1549-1	s ɛ ²¹								
2394-1	k ɿ ³³								
1-1	w e ⁴²								
2947-1	t ɯ ³¹								
4653-1	k ɛ ⁴²								
4989-1	k ɛ ⁴²								
3749-1	j ɔ ⁴⁴								
3452-1	tɕʰ ɛ ⁵⁵								
598-1	ŋ a ⁴⁴								
638-1	pʰ ɯ ⁵⁵								
2819-1	p ɔ ⁴⁴								
4477-1	kʰ w a ⁴⁴								
4487-1	ts ɿ ⁴²								
4666-1	tɕ i ³³								
5661-1	t a ⁴²								
4923-1	ts ɛ ⁴²								
4913-1	k ɯ ²¹								
1143-1	m ɛ ⁴⁴								
4864-1	ɕ a ³⁵								
3184-1	s ɯ ³³								
4591-1	ts ɔ ⁴⁴								
1431-1	s ɛ ⁴⁴								
3323-1	kʰ e ⁵⁵								
6709-1	ts ɯ ⁴⁴								
903-1	m ɛ ⁴²								
5098-1	k ɯ ³³								
5994-1	k a ³⁵								
6971-1	s w a ⁴⁴								
763-1	ts ɯ ³⁵								
691-1	x w a ⁴⁴								
1083-1	t o ⁴²								
1421-1	k ɛ ⁴²								
6699-1	t ɯ ⁴²								
2628-1	s ɔ ⁵⁵								
1696-1	x ɔ ³¹								
6179-1	k ɛ ⁵⁵								
6180-1	ts ɿ ⁵⁵								
6658-1	s e ³³								
1231-1	s ɔ ³¹								
4265-1	kʰ ɯ ⁵⁵								
2787-1	ts o ²¹								
3247-1	ts ɿ ⁵⁵								
252-1	t a ³³								
6004-1	k a ³¹								
4728-1	s a ⁴⁴								
3843-1	w ɔ ⁴⁴								
4965-1	tɕʰ a ²¹								
5641-1	t a ³¹								
3280-1	s e ³¹								
1390-1	kʰ ɔ ⁴⁴								
2156-1	w ɔ ⁴⁴								
3433-1	ɕ i ³¹								
552-1	ɕ i ³¹								
4845-1	tɕ Ø ⁴⁴								
4846-1	t ɯ ⁴⁴								
2292-1	m i ³¹								
6635-1	j e ⁴⁴								
3994-1	t ɯ ⁴⁴								
3031-1	ts ɿ ³³								
6078-1	ts ɯ ³³								
1644-1	tʰ ɯ ⁵⁵								
2435-1	ɲ i ⁴⁴								
1676-1	t w a ⁴²								
6281-1	k e ⁵⁵								
5915-1	tsʰ ɛ ⁵⁵								
1560-1	ɕ i ³³								
575-1	t ɔ ²¹								
5319-1	s e ³¹								
2797-1	k a ³⁵								
6991-1	tɕ i ³¹								
3513-1	ts ɔ ²¹								
5205-1	tsʰ ɯ ⁵⁵								
6109-1	tsʰ u ⁵⁵								
2056-1	m a ⁴²								
6099-1	k ɯ ²¹								
6119-1	p o ⁴²								
1978-1	t w e ³³								
3973-1	tɕ i ³⁵								
2046-1	ɕ u ³³								
5622-1	ɕ ɛ ⁵⁵								
648-1	tɕʰ ɛ ⁵⁵								
6789-1	p ɛ ⁴²								
618-1	x ɯ ⁴⁴								
2384-1	m a ³³								
1124-1	k ɔ ⁵⁵								
1125-1	tɕ ɯ ⁴²								
4178-1	k u ³³								
1686-1	k a ³⁵								
1495-1	ts ɿ ³³								
4090-1	ɕ i ⁵⁵								
4802-1	x ɛ ⁵⁵								
1764-1	ts u ³³								
3270-1	m e ³³								
1884-1	k ɛ ⁴²								
1203-1	k ɯ ³⁵								
6645-1	w e ³⁵								
608-1	kʰ u ³³								
2889-1	tɕʰ i ⁵⁵								
5350-1	tsʰ u ³¹								
6158-1	kʰ a ⁴⁴								
4306-1	s ɤ ³¹								
4891-1	k ɔ ²¹								
6436-1	k o ³³								
6213-1	s a ⁵⁵								
2320-1	ɕ i ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1	tɕʰ i ⁴⁴								
4100-1	tɕ ɯ ³³								
6018-1	ts ɿ ⁴²								
1352-1	ŋ ɯ ²¹								
4228-1	p ɛ ⁴⁴								
4247-1	tɕʰ i ⁵⁵								
75-1	ts ɿ ³³								
118-1	k w a ⁴⁴								
2866-1	m ɛ ³³								
64-1	kʰ ɔ ³³								
43-1	kʰ o ⁵⁵								
128-1	ŋ ɔ ³¹								
7023-1	n ɔ ³¹								
7012-1	n a ⁵⁵								
4497-1	t e ⁴²								
2928-1	tɕ i ⁵⁵								
148-1	ɣ ɯ ³³								
1623-1	kʰ w a ³³								
2648-1	tʰ e ⁵⁵								
2649-1	l ɔ ⁴⁴								
6242-1	l ɔ ²¹								
3943-1	s ɔ ³³								
1026-1	k e ³⁵								
6404-1	k ɯ ⁵⁵								
585-1	ts ɔ ⁴⁴								
1731-1	w a ⁴²								
5510-1	l ɔ ⁵⁵								
5360-1	kʰ a ³³								
879-1	k ɔ ³⁵								
880-1	l ɛ ⁴⁴								
271-1	p ɯ ²¹								
3565-1	ɕ i ⁴⁴								
3896-1	m ɯ ⁴⁴								
3897-1	ts ɿ ³³								
1816-1	ts i ²¹								
3343-1	tɕ i ⁴⁴								
1864-1	s ɤ ⁴²								
2026-1	m a ²¹								
6223-1	x e ⁵⁵								
6224-1	m ɛ ²¹								
337-1	ts ɤ ⁴⁴								
4295-1	k ɔ ²¹								
384-1	m ɿ ³⁵								
385-1	z ɔ ²¹								
869-1	k ɤ ²¹								
2745-1	s ɿ ³³								
4690-1	k w a ⁵⁵								
4423-1	s u ³⁵								
5380-1	s w e ⁴⁴								
4436-1	ts ɿ ²¹								
2519-1	tsʰ u ³³								
4975-1	m i ⁴⁴								
4548-1	w a ⁴²								
4397-1	p e ²¹								
6203-1	tɕʰ i ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɯ ³³								
2600-1	m a ³⁵								
1913-1	tɕ y ³³								
1914-1	w e ³³								
1903-1	w e ³³								
6336-1	ts ɿ ³³								
473-1	u ²¹								
4065-1	k o ⁴²								
6554-1	j i ³⁵								
3114-1	ts e ⁴⁴								
4942-1	k ɤ ³⁵								
3615-1	pʰ j a ⁴⁴								
4197-1	k u ³³								
4198-1	ɲ i ²¹								
1474-1	ɲ ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ u ³³								
4517-1	ts ɯ ³³								
1173-1	j i ³⁵								
6365-1	k w a ³⁵								
6730-1	tɕ i ³¹								
6380-1	tɕ i ⁵⁵								
924-1	m e ⁴⁴								
752-1	tɕ i ²¹								
4316-1	p i ³¹								
5181-1	ŋ ɛ ²¹								
5785-1	pʰ u ³¹								
4770-1	p ɔ ³¹								
2755-1	p ɔ ³¹								
1298-1	x ɛ ⁵⁵								
784-1	tsʰ a ⁵⁵								
3596-1	t ɯ ³¹								
1799-1	tɕ i ³¹								
5007-1	p i ³⁵								
5465-1	x Ø ⁵⁵								
170-1	ts o ³³								
3150-1	t a ⁵⁵								
3780-1	w e ⁴²								
1706-1	tɕ i ³⁵								
403-1	p a ²¹								
5329-1	k e ⁴²								
1103-1	ts ɤ ³¹								
1113-1	z ɛ ²¹								
232-1	tɕʰ i ⁵⁵								
5925-1	ts ɛ ³⁵								
5926-1	ts ɿ ³³								
5723-1	p a ⁴²								
5263-2		x e ⁵⁵							
452-2		t ɯ ³¹							
4342-2		t ɯ ³¹							
4344-2		tsʰ ɯ ³¹							
5487-2		t ɯ ³¹							
1401-2		pʰ ɔ ⁴⁴							
6496-2		tsʰ ɯ ³¹							
1064-2		l a ³⁵							
1065-2		ts ɿ ³¹							
6617-2		t ɔ ³³							
4367-2		t a ²¹							
4378-2		ɕ Ø ⁵⁵							
4379-2		l i ⁵⁵							
3984-2		s ɛ ³³							
5086-2		tsʰ ɤ ³³							
3333-2		s e ⁴⁴							
2226-2		x ɔ ³⁵							
2373-2		kʰ ɔ ³³							
2363-2		s a ⁵⁵							
672-2		tsʰ i ⁵⁵							
673-2		k ɯ ³¹							
2690-2		p ɔ ³³							
6337-2		p a ³²							
6319-2		ts e ³²							
2617-2		s ɯ ³³							
2066-2		s ɯ ³³							
2094-2		s ɯ ³³							
2096-2		tɕʰ ɛ ⁴⁴							
798-2		p a ⁴²							
6668-2		ɕ Ø ³³							
4028-2		t e ⁴⁴							
6555-2		k w a ⁴⁴							
2281-2		k ɔ ³²							
701-2		k w a ⁴⁴							
628-2		s w a ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts a ²¹							
2708-2		ɕ i ⁵⁵							
3462-2		k a ³⁵							
1932-2		s ɿ ³³							
6469-2		s ɿ ⁵⁵							
4454-2		ɲ i ²¹							
4455-2		tɕʰ ɛ ³⁵							
6926-2		ɲ ɿ ³³							
6927-2		ɲ i ²¹							
3916-2		m ɔ ³³							
6822-2		ɲ i ³¹							
5417-2		ts ɿ ³³							
1959-2		x a ³¹							
1960-2		t ɿ ⁵⁵							
2899-2		x ɔ ³³							
3651-2		ts ɿ ³³							
811-2		k u ³³							
1633-2		m Ø ²¹							
1775-2		k o ²¹							
5801-2		tɕʰ ɛ ⁴²							
4769-2		l ɔ ³¹							
3720-2		k a ³⁵							
6446-2		m e ³³							
1255-2		pʰ ɛ ⁵⁵							
3595-2		ɲ i ⁴⁴							
1600-2		p e ³³							
242-2		ts ɿ ³⁵							
3739-2		tɕʰ ɛ ²¹							
5984-2		ts ɔ ²¹							
838-2		s ɔ ³⁵							
839-2		t ɔ Ø							
3149-2		j i ⁵⁵							
2829-2		ts ɤ ²¹							
4602-2		tɕ i ³⁵							
5225-2		l ɔ ²¹							
3933-2		s ɿ ⁴²							
5763-2		ts ɔ ⁴²							
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ³⁵							
5704-2		ts ɔ ⁴²							
5705-2		kʰ w e ⁵⁵							
5037-2		tɕ i ³¹							
5038-2		t a ³⁵							
4332-2		ts ɿ ³³							
5447-2		tsʰ ɛ ⁵⁵							
3702-2		s ɿ ³¹							
1549-2		z ɿ ³¹							
2394-2		k ɿ ³³							
1-2		w e ⁴²							
2947-2		t ɯ ³¹							
4653-2		tɕʰ ɛ ⁴²							
4989-2		tɕʰ ɛ ⁴²							
3749-2		j o ⁴⁴							
3452-2		ɕ ɛ ⁵⁵							
598-2		ŋ a ⁴⁴							
638-2		pʰ ɯ ⁵⁵							
2819-2		p o ⁴⁴							
4477-2		kʰ w a ⁴⁴							
4487-2		ts ɿ ⁴²							
4666-2		tɕ i ³³							
5661-2		t a ⁴²							
4923-2		ts ɛ ⁴²							
4913-2		k ɯ ²¹							
1143-2		m ɛ ⁴⁴							
4864-2		ɕ a ³⁵							
3184-2		s ɯ ³³							
4591-2		ts ɔ ⁴⁴							
1431-2		s ɛ ⁴⁴							
3323-2		kʰ e ⁵⁵							
6709-2		ts ɯ ³⁵							
903-2		m ɛ ⁴²							
5098-2		k ɯ Ø							
5994-2		k a ³⁵							
6971-2		s w a ⁴⁴							
763-2		ts ɯ ³⁵							
691-2		x w a ⁴⁴							
1083-2		t ɔ ⁴²							
1421-2		tɕʰ ɛ ⁴²							
6699-2		t ɯ ⁴²							
2628-2		s o ⁵⁵							
1696-2		x ɔ ³¹							
6179-2		k ɛ ⁵⁵							
6180-2		ts ɿ ⁵⁵							
6658-2		s e ³³							
1231-2		s ɿ ³¹							
4265-2		kʰ ɯ ⁵⁵							
2787-2		ts o ²¹							
3247-2		ts ɿ ⁵⁵							
252-2		t a ³⁵							
6004-2		k a ³¹							
4728-2		s a ³⁵							
3843-2		w ɔ ⁴⁴							
4965-2		ts a Ø							
5641-2		t a ²¹							
3280-2		s ɔ ³¹							
1390-2		kʰ ɔ ⁴⁴							
2156-2		w ɔ ⁴⁴							
3433-2		ɕ i ³¹							
552-2		ɕ i ³¹							
4845-2		tɕ i ⁴⁴							
4846-2		t ɯ ³²							
2292-2		m ɛ ³¹							
6635-2		ɲ ɔ ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		ts ɔ ³³							
6078-2		ts ɯ ³³							
1644-2		tʰ ɯ ⁵⁵							
2435-2		ɲ i ⁴⁴							
1676-2		t w a ⁴²							
6281-2		k ɛ ⁵⁵							
5915-2		tsʰ ɿ ⁵⁵							
1560-2		ɕ i ³³							
575-2		t ɔ ³¹							
5319-2		s e ³¹							
2797-2		k a ³⁵							
6991-2		tɕ i ²¹							
3513-2		ts o ²¹							
5205-2		tsʰ ɯ ⁵⁵							
6109-2		tsʰ u ⁵⁵							
2056-2		m ɔ ⁴²							
6099-2		k ɯ ³³							
6119-2		p ɔ ⁴²							
1978-2		t w e ³³							
3973-2		tɕ i ³⁵							
2046-2		ɕ u ³³							
5622-2		ɕ ɛ ⁵⁵							
648-2		ɕ ɛ ⁵⁵							
6789-2		p ɛ ⁴²							
618-2		x ɯ ⁴⁴							
2384-2		m a ³³							
1124-2		k ɔ ³⁵							
1125-2		tɕ ɯ ⁴²							
4178-2		k u ³³							
1686-2		k a ³⁵							
1495-2		ts ɿ ³³							
4090-2		ɕ i ⁵⁵							
4802-2		x ɛ ⁵⁵							
1764-2		ts u ³³							
3270-2		m e ³³							
1884-2		k ɛ ⁴²							
1203-2		k ɯ ³⁵							
6645-2		w e ³⁵							
608-2		kʰ u ³³							
2889-2		ɕ i ⁵⁵							
5350-2		tsʰ u ³¹							
6158-2		kʰ a ⁴⁴							
4306-2		s ɤ ³¹							
4891-2		k ɔ Ø							
6436-2		k o ³³							
6213-2		s a ⁵⁵							
2320-2		ɕ i ⁴⁴							
5253-2		f ɤ ⁴⁴							
5108-2		ɕ i ⁴⁴							
4100-2		tɕ ɯ ³³							
6018-2		ts ɿ ⁴²							
1352-2		ŋ ɯ ²¹							
4228-2		p ɛ ⁴⁴							
4247-2		ɕ i ⁵⁵							
75-2		ts ɿ ³³							
118-2		k w a ⁴⁴							
2866-2		m ɛ ³³							
64-2		kʰ ɔ ³³							
43-2		kʰ o ⁵⁵							
128-2		ŋ ɔ ³¹							
7023-2		n ɔ ³¹							
7012-2		n a ⁵⁵							
4497-2		t e ⁴²							
2928-2		tɕ i ⁵⁵							
148-2		ɣ ɯ ³³							
1623-2		kʰ w a ³³							
2648-2		tʰ ɔ ⁵⁵							
2649-2		l ɔ ⁴⁴							
6242-2		l ɔ ²¹							
3943-2		s ɿ ³³							
1026-2		k e ³⁵							
6404-2		k ɯ ⁵⁵							
585-2		ts ɔ ⁴⁴							
1731-2		w a ⁴²							
5510-2		l ɔ ⁵⁵							
5360-2		kʰ ɿ ³³							
879-2		k ɔ Ø							
880-2		l ɛ ⁴⁴							
271-2		p i ²¹							
3565-2		ɕ i ⁴⁴							
3896-2		m i ⁴⁴							
3897-2		ts ɿ ³³							
1816-2		ts ɤ ²¹							
3343-2		tɕ i ³²							
1864-2		s e ⁴²							
2026-2		m a ²¹							
6223-2		x e ⁵⁵							
6224-2		m ɛ ²¹							
337-2		ts ɿ ⁴⁴							
4295-2		k ɔ ²¹							
384-2		m i ³⁵							
385-2		z ɔ ²¹							
869-2		k ɿ ²¹							
2745-2		s ɿ ³³							
4690-2		k w a ⁵⁵							
4423-2		s u ³⁵							
5380-2		s w e ⁴⁴							
4436-2		ts ɿ ²¹							
2519-2		tsʰ u ³³							
4975-2		m i ⁴⁴							
4548-2		w a ⁴²							
4397-2		p e ²¹							
6203-2		ɕ i ³¹							
2689-2		t ɯ ²¹							
1913-2		tɕ ɿ ³³							
1914-2		w e ³³							
1903-2		w e ³³							
6336-2		ts ɿ ³³							
473-2		u ²¹							
6554-2		j i ³⁵							
3114-2		ts e ⁴⁴							
4942-2		k ɤ ³⁵							
3615-2		pʰ j a ⁴⁴							
4197-2		k u ³³							
4198-2		ɲ i ²¹							
1474-2		ɲ ɿ ³³							
6531-2		j ɯ ⁴⁴							
4954-2		tʰ u ³³							
4517-2		ts ɯ ³³							
1173-2		j i ³⁵							
6365-2		k w a ³⁵							
6730-2		tɕ i ³¹							
6380-2		tɕ i ⁵⁵							
924-2		m ɔ ³²							
752-2		tɕ i ³³							
4316-2		p i ³¹							
5181-2		ŋ i ²¹							
5785-2		pʰ u ³¹							
4770-2		p ɔ ³¹							
2755-2		p ɔ ³¹							
1298-2		x ɛ ⁵⁵							
784-2		tsʰ a ⁵⁵							
3596-2		t ɯ Ø							
1799-2		tɕ i ³¹							
5007-2		p i ³⁵							
5465-2		x ɛ Ø							
170-2		ts ɿ ³³							
3150-2		t a ⁵⁵							
3780-2		w e ⁴²							
403-2		p a ³¹							
5329-2		k e ⁴²							
1103-2		ts ɤ ³¹							
1113-2		s i ²¹							
232-2		ɕ i ⁵⁵							
5925-2		ts ɿ ³⁵							
5926-2		ts ɿ ³³							
5723-2		p a ⁴²							
5263-3			x e ⁵⁵						
452-3			t ɯ ³¹						
4342-3			t ɯ ³¹						
4344-3			tsʰ ɯ ³¹						
5487-3			t ɯ ³¹						
1401-3			pʰ o ⁴⁴						
6496-3			tsʰ ɯ ³¹						
1064-3			l a ³⁵						
1065-3			ts ɿ ³¹						
6617-3			t Ø ³³						
4367-3			t a ²¹						
4378-3			ɕ y ⁵⁵						
4379-3			l i ⁵⁵						
3984-3			s ɛ ³³						
5086-3			ts o ³³						
3333-3			s e ⁴⁴						
2226-3			x Ø ³⁵						
2373-3			kʰ Ø ³³						
2363-3			s o ⁵⁵						
672-3			tsʰ ɿ ⁵⁵						
673-3			k ɯ Ø						
2690-3			p Ø ³³						
6337-3			p a ⁴⁴						
6319-3			ts e ⁴²						
2617-3			s ɯ ³³						
2066-3			s ɯ ³³						
2094-3			s ɯ ³³						
2096-3			tɕʰ ɛ ⁴⁴						
798-3			p a ⁴²						
6668-3			ɕ y ³³						
4028-3			t e ⁴⁴						
6555-3			k w a ⁴⁴						
2281-3			k ɔ ⁴⁴						
701-3			k w a ⁴⁴						
628-3			s w a ⁴⁴						
3096-3			ts ɿ ³³						
3021-3			ts o ²¹						
2708-3			ɕ i ⁵⁵						
3462-3			k a ³⁵						
1932-3			s ɿ ³³						
6469-3			s ɿ ³¹						
4454-3			ɲ i ²¹						
4455-3			k ɛ ³⁵						
6926-3			ɲ ɤ ³³						
6927-3			ɲ i ²¹						
3916-3			m ɔ ³³						
6822-3			ɲ i ²¹						
5417-3			ts ɿ ³³						
1959-3			x a ³¹						
1960-3			t ɤ ⁵⁵						
2899-3			x Ø ²¹						
3651-3			ts ɿ ³³						
811-3			k u ³³						
1633-3			m e ²¹						
1775-3			k ɿ ²¹						
5801-3			tɕʰ ɛ ⁴²						
4769-3			l ɔ ³¹						
3720-3			k a ³⁵						
6446-3			m e ³³						
1255-3			pʰ ɛ ⁵⁵						
3595-3			ɲ i ⁴⁴						
1600-3			p e ³³						
242-3			ts ɿ ³⁵						
3739-3			tɕʰ ɛ ²¹						
5984-3			ts o ²¹						
838-3			s ɔ ³⁵						
839-3			t o ³³						
3149-3			j i ⁵⁵						
2829-3			ts ɔ ²¹						
4602-3			tɕ i ³⁵						
5225-3			l ɔ ²¹						
3933-3			s ɿ ⁴²						
5763-3			ts ɔ ⁴²						
2134-3			ɕ i ⁵⁵						
5724-3			t ɯ ³⁵						
5704-3			ts ɔ ⁴²						
5705-3			kʰ w e ⁵⁵						
5037-3			tsʰ i ³¹						
5038-3			t a ³⁵						
4332-3			ts ɿ ³³						
5447-3			tsʰ ɿ ⁵⁵						
3702-3			s ɿ ³¹						
1549-3			s ɿ ³¹						
2394-3			k ɿ ³³						
1-3			w e ⁴²						
2947-3			t ɯ ³¹						
4653-3			tɕʰ ɛ ⁴²						
4989-3			tɕʰ ɛ ⁴²						
3749-3			j ɔ ⁴⁴						
3452-3			tɕʰ ɛ ⁵⁵						
598-3			ŋ a ⁴⁴						
638-3			pʰ ɯ ⁵⁵						
2819-3			p ɔ ⁴⁴						
4477-3			kʰ w a ⁴⁴						
4487-3			ts ɿ ⁴²						
4666-3			tɕ i ³³						
5661-3			t a ⁴²						
4923-3			ts ɛ ⁴²						
4913-3			k ɯ ²¹						
1143-3			m ɛ ⁴⁴						
4864-3			ɕ a ³⁵						
3184-3			s ɯ ³³						
4591-3			ts ɔ ⁴⁴						
1431-3			s ɛ ⁴⁴						
3323-3			kʰ e ⁵⁵						
6709-3			ts ɯ ⁴⁴						
903-3			m ɛ ⁴²						
5098-3			k ɯ ³³						
5994-3			k a ³⁵						
6971-3			s w a ⁴⁴						
763-3			ts ɯ ³⁵						
691-3			x w a ⁴⁴						
1083-3			t ɔ ⁴²						
1421-3			tɕʰ ɛ ⁴²						
6699-3			t ɯ ⁴²						
2628-3			s Ø ⁵⁵						
1696-3			x ɔ ³¹						
6179-3			k ɛ ⁵⁵						
6180-3			ts ɿ ⁵⁵						
6658-3			s e ³³						
1231-3			s ɿ ³¹						
4265-3			kʰ ɯ ⁵⁵						
2787-3			ts o ²¹						
3247-3			ts ɿ ⁵⁵						
252-3			t a ³⁵						
6004-3			k a ³¹						
4728-3			s a ⁴⁴						
3843-3			w ɔ ⁴⁴						
4965-3			tsʰ a ³¹						
5641-3			t a ³¹						
3280-3			s ɔ Ø						
1390-3			kʰ Ø ⁴⁴						
2156-3			w ɔ ⁴⁴						
3433-3			ɕ i ³¹						
552-3			ɕ i ³¹						
4845-3			tɕ i ⁴⁴						
4846-3			t ɯ ⁴⁴						
2292-3			m ɛ ³¹						
6635-3			ɲ ɔ ⁴⁴						
3994-3			t ɯ ⁴⁴						
3031-3			ts ɔ ³³						
6078-3			ts ɯ ³³						
1644-3			tʰ ɯ ⁵⁵						
2435-3			ɲ i ⁴⁴						
1676-3			t w a ⁴²						
6281-3			k ɛ ⁵⁵						
5915-3			tsʰ ɿ ⁵⁵						
1560-3			ɕ i ³³						
575-3			t ɔ ²¹						
5319-3			s e ³¹						
2797-3			k a ³⁵						
6991-3			tɕʰ i ²¹						
3513-3			ts o ²¹						
5205-3			tsʰ ɯ ⁵⁵						
6109-3			tsʰ u ⁵⁵						
2056-3			m ɔ ⁴²						
6099-3			k ɯ ³³						
6119-3			p o ⁴²						
1978-3			t w e ³³						
3973-3			tɕ i ³⁵						
2046-3			ɕ ɔ ³³						
5622-3			ɕ ɛ ⁵⁵						
648-3			ɕ ɛ ⁵⁵						
6789-3			p ɛ ⁴²						
618-3			x ɯ ⁴⁴						
2384-3			m a ³³						
1124-3			k ɔ ³⁵						
1125-3			tɕ ɯ ⁴²						
4178-3			k u ³³						
1686-3			k a ³⁵						
1495-3			ts ɿ ³³						
4090-3			ɕ i ⁵⁵						
4802-3			x ɛ ⁵⁵						
1764-3			ts u ³³						
3270-3			m e ³³						
1884-3			k ɛ ⁴²						
1203-3			k ɯ ³⁵						
6645-3			w ɛ ³⁵						
608-3			kʰ u ³³						
2889-3			tsʰ i ⁵⁵						
5350-3			tsʰ u ³¹						
6158-3			kʰ a ⁴⁴						
4306-3			s ɤ ³¹						
4891-3			k Ø ³³						
6436-3			k o ³³						
6213-3			s a ⁵⁵						
2320-3			ɕ i ⁴⁴						
5253-3			f ɤ ⁴⁴						
5108-3			ɕ i ⁴⁴						
4100-3			tɕ ɯ ³³						
6018-3			ts ɿ ⁴²						
1352-3			ŋ ɯ ²¹						
4228-3			p ɛ ⁴⁴						
4247-3			ɕ i ⁵⁵						
75-3			ts ɿ ³³						
118-3			k w a ⁴⁴						
2866-3			m ɛ ³³						
64-3			kʰ Ø ³³						
43-3			kʰ o ⁵⁵						
128-3			ŋ Ø ³¹						
7023-3			n Ø ³¹						
7012-3			n a ⁵⁵						
4497-3			t e ⁴²						
2928-3			tɕ i ⁵⁵						
148-3			ɯ ³³						
1623-3			kʰ w a ³³						
2648-3			tʰ ɔ ⁵⁵						
2649-3			l ɔ ⁴⁴						
6242-3			l Ø ²¹						
3943-3			s ɿ ³³						
1026-3			k e ³⁵						
6404-3			k ɯ ⁵⁵						
585-3			ts ɔ ⁴⁴						
1731-3			w a ⁴²						
5510-3			l Ø ³⁵						
5360-3			kʰ ɿ ³³						
879-3			k ɔ ⁵⁵						
880-3			l ɛ ⁴⁴						
271-3			p i ²¹						
3565-3			ɕ i ⁴⁴						
3896-3			m Ø ⁴⁴						
3897-3			ts ɿ ³³						
1816-3			ts i ²¹						
3343-3			tɕ i ⁴⁴						
1864-3			s e ⁴²						
2026-3			m a ²¹						
6223-3			x e ⁵⁵						
6224-3			m ɛ ²¹						
337-3			ts ɿ ⁴⁴						
4295-3			k Ø ²¹						
384-3			m i ³⁵						
385-3			z ɔ ²¹						
869-3			k ɿ ²¹						
2745-3			s ɿ ³³						
4690-3			k w a ⁵⁵						
4423-3			s u ³⁵						
5380-3			s w e ⁴⁴						
4436-3			ts ɿ ²¹						
2519-3			tsʰ u ³³						
4975-3			m e ⁴⁴						
4548-3			w a ⁴²						
4397-3			p e ²¹						
6203-3			ɕ i Ø						
2689-3			t ɯ ²¹						
2599-3			t ɯ ³³						
2600-3			m a ³⁵						
1913-3			tɕ y ³³						
1914-3			w e ³³						
1903-3			w e ³³						
6336-3			ts ɿ ³³						
473-3			Ø u ²¹						
4065-3			k ɿ ³⁵						
6554-3			j i ³⁵						
3114-3			ts e ⁴⁴						
4942-3			k ɤ ³⁵						
3615-3			pʰ j a ⁴⁴						
4197-3			k u ³³						
4198-3			ɲ i ²¹						
1474-3			ɲ ɿ ³³						
6531-3			j ɯ ⁴⁴						
4954-3			tʰ u ³³						
4517-3			ts ɯ ³³						
