COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1431-1	s a ⁴⁴								
3323-1	k a ³⁵								
6709-1	k ɯ ⁴⁴								
903-1	m a ⁴²								
5098-1	k ɯ ²¹								
5994-1	k a ³⁵								
6971-1									
763-1									
691-1									
1083-1	t ɔ ⁴²								
1421-1	kʲ e ⁴²								
6699-1	t ɔ ⁴²								
2628-1	s ɔ ³⁵								
1696-1	x ɔ ²¹								
6179-1	k ɛ ³⁵								
6180-1									
6658-1	s e ³³								
1231-1	ʂ ɤ ³¹								
4265-1									
2787-1									
3247-1									
252-1	t a ⁵⁵								
6004-1	k a ²¹								
4728-1	s a ³⁵								
3843-1	w a ⁴⁴								
4965-1									
5641-1	t a ²¹								
3280-1	s ɔ ³¹								
1390-1									
2156-1	w a ⁴⁴								
3433-1	ɕ i ⁴⁴								
552-1	ɕ i ³¹								
4845-1	ts ɿ ⁴⁴								
4846-1	t ɯ ⁴⁴								
2292-1	m e ²¹								
6635-1	j ɔ ⁴⁴								
3994-1	t ɯ ⁴⁴								
3031-1	t a ²¹								
6078-1	s e ³³								
1644-1									
2435-1	j i ⁴⁴								
1676-1									
6281-1	kʲ e ³⁵								
5915-1									
1560-1	ɕ i ³³								
575-1	t ɔ ²¹								
5319-1	s e ³¹								
2797-1	k a ³⁵								
6991-1									
3513-1	k u ²¹								
5205-1									
6109-1									
2056-1	m ɔ ⁴⁴								
6099-1	k ɯ ³³								
6119-1	p ɔ ³¹								
1978-1	kʲ i ³¹								
3973-1	kʲ i ³⁵								
2046-1	ɕ u ³³								
5622-1	ɕ ɛ ⁵⁵								
648-1									
6789-1	p ɛ ⁴²								
618-1	x ɯ ⁴⁴								
2384-1	m a ²¹								
1124-1	k a ³⁵								
1125-1									
4178-1	k u ³³								
1686-1	k a ³⁵								
1495-1									
4090-1	ɕ i ⁵⁵								
4802-1	x e ⁵⁵								
1764-1	kʲ i ³¹								
3270-1	m e ³³								
1884-1	kʲ ɛ ⁴²								
1203-1	k ɯ ⁵⁵								
6645-1	u ³⁵								
608-1									
2889-1									
5350-1									
6158-1									
4306-1	z ɿ ³¹								
4891-1	k u ²¹								
6436-1	k u ³³								
6213-1	s a ³⁵								
2320-1	ɕ i ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1									
4100-1									
6018-1									
1352-1	ŋ ɔ ²¹								
4228-1	p a ⁴⁴								
4247-1									
5263-2		xʰ ẽ ⁵⁵							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2									
5487-2		t ɯ ²¹							
1401-2									
6496-2									
1064-2		l a ³³							
1065-2		k u ²¹							
6617-2		t ɔu ⁴²							
4367-2		t a ²¹							
4378-2		ɕ i ⁵⁵							
4379-2		l a ³⁵							
3984-2		s e ³³							
5086-2									
3333-2		s ẽ ⁴⁴							
2226-2		x e ³⁵							
2373-2									
2363-2		s u ⁵⁵							
672-2									
673-2		k u ²¹							
2690-2		p ɔu ²¹							
6337-2		p a ⁴⁴							
6319-2									
2617-2		s ɯ ³³							
2066-2		s ɯ ³³							
2094-2		s ɯ ³³							
2096-2		k e ⁴⁴							
798-2		p a ⁴²							
6668-2		s u ³³							
4028-2		t e ⁴⁴							
6555-2									
2281-2		k u ⁵⁵							
701-2									
628-2									
3096-2									
3021-2		t e ²¹							
2708-2		s ɿ ⁵⁵							
3462-2		k a ⁵⁵							
1932-2		s u ³³							
6469-2		s ɿ ⁵⁵							
4454-2		j i ²¹							
4455-2		k i ⁴⁴							
6926-2		j ɔ̃ ³³							
6927-2		j i ²¹							
3916-2		m a ³³							
6822-2		j i ²¹							
5417-2									
1959-2		xʰ a ³¹							
1960-2		t w ɔ ⁵⁵							
2899-2		x ou ³¹							
3651-2		s ɿ ³³							
811-2		k u ²¹							
1633-2		m ɛ ²¹							
1775-2		k u ²¹							
5801-2		k e ⁴²							
4769-2		l a ²¹							
3720-2		k a ⁵⁵							
6446-2		m i ³³							
1255-2									
3595-2		j ĩ ⁴⁴							
1600-2		p e ³³							
242-2									
3739-2		k a ²¹							
5984-2		ts a ⁴²							
838-2		s u ⁵⁵							
839-2		t ɯ ²¹							
3149-2		j i ³⁵							
2829-2									
4602-2									
5225-2		l a ²¹							
3933-2		s w ɔ ⁴²							
5763-2									
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ⁵⁵							
5704-2		t a ⁴²							
5705-2									
5037-2									
5038-2		t a ⁵⁵							
4332-2									
5447-2									
3702-2		s ɿ ³¹							
1549-2		s ɿ ²¹							
2394-2		k ɯ ³³							
1-2		w e ⁴²							
2947-2		t ɯ ²¹							
4653-2		k e ⁴²							
4989-2		k e ⁴²							
3749-2		j ɔ ⁴⁴							
3452-2									
598-2		ŋ a ⁵⁵							
638-2									
2819-2		p ɔu ⁴⁴							
4477-2									
4487-2									
4666-2									
5661-2		t a ⁴²							
4923-2		ts e ⁴⁴							
4913-2		k u ²¹							
1143-2		m ɛ ⁴⁴							
4864-2		ɕ i ⁵⁵							
3184-2		s ɯ ³³							
4591-2									
1431-2		s e ⁴⁴							
3323-2									
6709-2		t ɯ ⁴⁴							
903-2		m ɛ ⁴⁴							
5098-2		k u ²¹							
5994-2		k a ⁵⁵							
6971-2									
763-2									
691-2									
1083-2		t õ ⁴²							
1421-2		k e ⁴²							
6699-2		t ɔu ⁴²							
2628-2		s ou ³⁵							
1696-2		x ou ³¹							
6179-2		k e ⁵⁵							
6180-2									
6658-2		s e ³³							
1231-2		s u ³¹							
4265-2									
2787-2									
3247-2									
252-2		t a ⁵⁵							
6004-2		k a ⁵⁵							
4728-2		s a ⁴⁴							
3843-2		w a ⁴⁴							
4965-2									
5641-2		t ã ⁴²							
3280-2		s ou ⁴²							
1390-2									
2156-2		w a ⁴⁴							
3433-2		ɕ i ³¹							
552-2		s ɿ ⁵⁵							
4845-2		ts a ³⁵							
4846-2		t ɯ ⁴⁴							
2292-2		m ɛ ²¹							
6635-2		j ĩ ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		t a ³³							
6078-2		s e ³³							
1644-2									
2435-2		j ĩ ⁴⁴							
1676-2									
6281-2		k a ⁴⁴							
5915-2									
1560-2		s ɿ ³³							
575-2		t ɔu ⁴²							
5319-2		s e ⁴⁴							
2797-2		k a ⁵⁵							
6991-2									
3513-2		t w ɔ̃ ²¹							
5205-2									
6109-2									
2056-2		m i ⁴²							
6099-2		k u ³³							
6119-2		p ɔu ⁴²							
1978-2		kʰ ɔ ³³							
3973-2		m i ⁴⁴							
2046-2		ɕ u ³³							
5622-2		ɕ ɛ̃ ⁵⁵							
648-2									
6789-2		p ɛ ⁴²							
618-2		x ɯ ⁴⁴							
2384-2		m a ²¹							
1124-2		k a ⁵⁵							
1125-2									
4178-2		k u ³³							
1686-2		k a ⁵⁵							
1495-2									
4090-2		s ɿ ⁵⁵							
4802-2		xʰ ɛ ⁵⁵							
1764-2		kʰ u ³³							
3270-2		m ɛ ³³							
1884-2		k ɛ ⁴²							
1203-2		k u ⁵⁵							
6645-2		w ẽ ⁵⁵							
608-2									
2889-2									
5350-2									
6158-2									
4306-2		s e ³¹							
4891-2		k u ²¹							
6436-2		k u ³³							
6213-2		sʰ a ⁵⁵							
2320-2		s ɯ ⁴⁴							
5253-2		f ɤ ⁴⁴							
5108-2									
4100-2									
6018-2									
1352-2		ŋ ɛ ²¹							
4228-2		p ɛ ⁴²							
4247-2									
5263-3			x ẽ ⁵⁵						
452-3			t ɯ ²¹						
4342-3			t ɯ ²¹						
4344-3									
5487-3			t ɯ ²¹						
1401-3									
6496-3									
1064-3			l a ⁵⁵						
1065-3			k ɯ ³³						
6617-3			t o ²¹						
4367-3			t a ²¹						
4378-3			ɕ i ⁵⁵						
4379-3			l i ⁵⁵						
3984-3			s ɛ ⁴⁴						
5086-3									
3333-3			s e ⁴⁴						
2226-3			x ou ⁵⁵						
2373-3									
2363-3			s o ⁵⁵						
672-3									
673-3			k u ³¹						
2690-3			p a ²¹						
6337-3			p a ⁴⁴						
6319-3									
2617-3			s ɿ ³³						
2066-3			s ɿ ³³						
2094-3			s ɿ ³³						
2096-3			k ɛ ⁴⁴						
798-3			p a ⁴²						
6668-3			s o ⁵⁵						
4028-3			t e ⁴⁴						
6555-3									
2281-3			k o ⁴⁴						
701-3									
628-3									
3096-3									
3021-3			t õ ²¹						
2708-3			ɕ i ⁵⁵						
3462-3			k a ⁵⁵						
1932-3			s ɿ ³³						
6469-3			s ɿ ³³						
4454-3			j ĩ ²¹						
4455-3			k e ⁵⁵						
6926-3			j ɤ̃ ³³						
6927-3			j ĩ ²¹						
3916-3			m a ³³						
6822-3			j ĩ ²¹						
5417-3									
1959-3			x u ³¹						
1960-3			ts ɤ̃ ⁵⁵						
2899-3			x o ³¹						
3651-3			s o ³³						
811-3			k ou ²¹						
1633-3			m ɛ ²¹						
1775-3			k ɤ ²¹						
5801-3			k ɛ ⁴²						
4769-3			l a ³¹						
3720-3			k a ⁵⁵						
6446-3			m i ³³						
1255-3									
3595-3			j i ⁴⁴						
1600-3			p e ³³						
242-3									
3739-3			k ɛ ²¹						
5984-3			ts a ²¹						
838-3			s u ⁵⁵						
839-3			t a ²¹						
3149-3			j i ⁵⁵						
2829-3									
4602-3									
5225-3			l o ²¹						
3933-3			s ɤ ³³						
5763-3									
2134-3			ɕ i ⁵⁵						
5724-3			ts ɯ ⁵⁵						
5704-3			t a ⁴²						
5705-3									
5037-3									
5038-3			t a ⁵⁵						
4332-3									
5447-3									
3702-3			s ɿ ²¹						
1549-3			s ɛ̃ ²¹						
2394-3			k ɤ ³³						
1-3			w e ⁴²						
2947-3			t ɛ ²¹						
4653-3			k ɛ ⁴²						
4989-3			k ɛ ⁴²						
3749-3			j o ⁴⁴						
3452-3									
598-3			j a ⁴⁴						
638-3									
2819-3			p o ⁴⁴						
4477-3									
4487-3									
4666-3									
5661-3			t a ⁴²						
4923-3			t e ⁴⁴						
4913-3			k u ²¹						
1143-3			m ɛ ⁴⁴						
4864-3			ɕ i ⁵⁵						
3184-3			s ɯ ⁴⁴						
4591-3									
1431-3			s ɛ ⁴⁴						
3323-3			k a ⁵⁵						
6709-3			t ɯ ²¹						
903-3			m ɛ ⁴²						
5098-3			k ɯ ²¹						
5994-3			k a ⁵⁵						
6971-3									
763-3									
691-3									
1083-3			t o ⁴²						
1421-3			k ɛ ⁴⁴						
6699-3			t ɯ ⁴²						
2628-3			s o ⁵⁵						
1696-3			x ou ³¹						
6179-3			k ɛ ⁵⁵						
6180-3									
6658-3			s ẽ ³³						
1231-3			s ɤ ³³						
4265-3									
2787-3									
3247-3									
252-3			t a ⁵⁵						
6004-3			k a ³¹						
4728-3			s a ⁵⁵						
3843-3			u ⁴⁴						
4965-3									
5641-3			t a ³¹						
3280-3			s o ²¹						
1390-3									
2156-3			u ⁴⁴						
3433-3			ɕ i ²¹						
552-3			ɕ i ³¹						
4845-3			t i ⁵⁵						
4846-3			t ɯ ⁴⁴						
2292-3			m i ⁴²						
6635-3			j ĩ ⁴⁴						
3994-3			ts ɯ ⁴⁴						
3031-3			t a ⁴²						
6078-3			s e ³³						
1644-3									
2435-3			j ĩ ⁴⁴						
1676-3									
6281-3			k ɛ̃ ⁵⁵						
5915-3									
1560-3			ɕ i ³³						
575-3			t o ²¹						
5319-3			s e ²¹						
2797-3			k a ⁵⁵						
6991-3									
3513-3			t o ²¹						
5205-3									
6109-3									
2056-3			m a ⁴²						
6099-3			k ɯ ³³						
6119-3			p o ²¹						
1978-3			kʰ o ³³						
3973-3			m i ⁵⁵						
2046-3			ɕ u ³³						
5622-3			ɕ i ⁵⁵						
648-3									
6789-3			p ɛ ⁴²						
618-3			x ɯ ⁴⁴						
2384-3			m j a ⁵⁵						
1124-3			k a ⁵⁵						
1125-3									
4178-3			k o ³³						
1686-3			k a ⁵⁵						
1495-3									
4090-3			ɕ i ⁵⁵						
4802-3			x ɛ ⁵⁵						
1764-3			m u ³³						
3270-3			m e ³³						
1884-3			k ɛ ⁴⁴						
1203-3			k ɯ ⁵⁵						
6645-3			w ẽ ⁵⁵						
608-3									
2889-3									
5350-3									
6158-3									
4306-3			kʰ ɤ ³¹						
4891-3			k a ²¹						
6436-3			k o ³³						
6213-3			s a ⁵⁵						
2320-3			s ɿ ⁵⁵						
5253-3			f ɤ ⁴⁴						
5108-3									
4100-3									
6018-3									
1352-3			ŋ ɛ ²¹						
4228-3			p e ⁴⁴						
4247-3									
5263-4				x ɛ̃ ⁵⁵					
452-4				t j ɯ ²¹					
4342-4				t j ɯ ²¹					
4344-4									
5487-4				t j ɯ ²¹					
1401-4									
6496-4									
1064-4				l a ⁵⁵					
1065-4				k ɯ ³¹					
6617-4				t ɔ̃ ²¹					
4367-4				t a ²¹					
4378-4				ɕ j ɛ̃ ⁵⁵					
4379-4				l e ⁵⁵					
3984-4				s w ɛ̃ ⁵⁵					
5086-4									
3333-4				s ɛ ⁴⁴					
2226-4				x u ⁴⁴					
2373-4									
2363-4				s u ⁴⁴					
672-4									
673-4				k ɯ ³³					
2690-4				p ao ²¹					
6337-4				p a ⁴⁴					
6319-4									
2617-4				s ɯ ⁴⁴					
2066-4				s ɯ ⁴⁴					
2094-4				s ɯ ⁴⁴					
2096-4				k e ⁴⁴					
798-4				p a ⁴⁴					
6668-4				s u ³³					
4028-4				t e ⁴⁴					
6555-4									
2281-4				k a ⁴⁴					
701-4									
628-4									
3096-4									
3021-4				k u ²¹					
2708-4				ɕ i ⁴⁴					
3462-4				k ã ⁵⁵					
1932-4				s ɯ ⁴⁴					
6469-4				s ɿ ³³					
4454-4				j ĩ ²¹					
4455-4				k a ⁴⁴					
6926-4				j y ³³					
6927-4				j ĩ ²¹					
3916-4				m i ³³					
6822-4				j i ²¹					
5417-4									
1959-4				x ɔ ³³					
1960-4				t u ⁵⁵					
2899-4				x u ³³					
3651-4				ʐ ɯ ³³					
811-4				k u ²¹					
1633-4				m ɯ ²¹					
1775-4				k u ²¹					
5801-4				k ɛ̃ ⁴²					
4769-4				l ao ²¹					
3720-4				k a ⁴⁴					
6446-4				m i ³³					
1255-4									
3595-4				j ĩ ⁴⁴					
1600-4				p e ⁴⁴					
242-4									
3739-4				k a ²¹					
5984-4				m a ²¹					
838-4				s u ⁴⁴					
839-4				t j ɯ ²¹					
3149-4				j i ²¹					
2829-4									
4602-4									
5225-4				l ao ²¹					
3933-4				s u ³³					
5763-4									
2134-4				ɕ j ɛ̃ ⁵⁵					
5724-4				t ɯ ⁵⁵					
5704-4				t a ⁴²					
5705-4									
5037-4									
5038-4				t ã ⁵⁵					
4332-4									
5447-4									
3702-4				s ɯ ³³					
1549-4				ʐ ɛ ²¹					
2394-4				k u ³³					
1-4				w e ⁴²					
2947-4				t i ⁵⁵					
4653-4				k a ⁴²					
4989-4				k a ⁴²					
3749-4				j u ⁴⁴					
3452-4									
598-4				ŋ a ³³					
638-4									
2819-4				p u ⁵⁵					
4477-4									
4487-4									
4666-4									
5661-4				t a ⁴²					
4923-4				t i ⁵⁵					
4913-4				k ɯ ²¹					
1143-4				m ɯ̃ ⁵⁵					
4864-4				ɕ o ⁵⁵					
3184-4				s ɯ ³³					
4591-4									
1431-4				s ɛ ⁴⁴					
3323-4				k e ³³					
6709-4				t i ⁵⁵					
903-4				m ɯ̃ ³³					
5098-4				k ɯ ²¹					
5994-4				k a ⁴⁴					
6971-4									
763-4									
691-4									
1083-4				t a ⁴²					
1421-4				k a ⁴²					
6699-4				t j ɯ ³³					
2628-4				s u ⁵⁵					
1696-4				x u ³³					
6179-4				k ɛ̃ ⁵⁵					
6180-4									
6658-4				s ɔ̃ ³³					
1231-4				s u ³³					
4265-4									
2787-4									
3247-4									
252-4				t ã ⁵⁵					
6004-4				k a ⁴⁴					
4728-4				s a ⁵⁵					
3843-4				w a ⁴⁴					
4965-4									
5641-4				t a ⁴²					
3280-4				s ɔ̃ ³³					
1390-4									
2156-4				w a ⁴⁴					
3433-4				ɕ i ⁴⁴					
552-4				s ɛ ⁴²					
4845-4				t e ⁵⁵					
4846-4				t i ⁵⁵					
2292-4				m ɯ̃ ³³					
6635-4				j ɔ ⁴⁴					
3994-4				t i ⁵⁵					
3031-4				t a ³³					
6078-4				s u ³³					
1644-4									
2435-4				j i ⁴⁴					
1676-4									
6281-4				k e ⁵⁵					
5915-4									
1560-4				ɕ i ⁴⁴					
575-4				t a ⁴²					
5319-4				s e ³³					
2797-4				k a ⁴⁴					
6991-4									
3513-4				t j ɔ̃ ²¹					
5205-4									
6109-4									
2056-4				m ɯ̃ ³³					
6099-4				k ɯ ³³					
6119-4				p u ³¹					
1978-4				t j ɯ ³³					
3973-4				m i ⁵⁵					
2046-4				ɕ o ⁴⁴					
5622-4				ɕ j ɛ̃ ⁵⁵					
648-4									
6789-4				p a ⁴⁴					
618-4				x u ³³					
2384-4				m ɯ̃ ³³					
1124-4				k ã ⁵⁵					
1125-4									
4178-4				k u ³³					
1686-4				k a ⁴⁴					
1495-4									
4090-4				ɕ i ⁴⁴					
4802-4				x ɛ ⁵⁵					
1764-4				s u ³³					
3270-4				m i ³³					
1884-4				k a ⁴²					
1203-4				k ɯ ⁵⁵					
6645-4				w ẽ ⁴⁴					
608-4									
2889-4									
5350-4									
6158-4									
4306-4				s u ³¹					
4891-4				k ɔ ²¹					
6436-4				k o ³³					
6213-4				s w ã ⁴⁴					
2320-4				s ɛ ⁴⁴					
5253-4				f ɛ ⁴⁴					
5108-4									
4100-4									
6018-4									
1352-4				ŋ ɔ̃ ²¹					
4228-4				p a ⁴⁴					
4247-4									
5263-5					x ã ⁴⁴				
452-5					t e ³¹				
4342-5					t e ³¹				
4344-5									
5487-5					t e ³¹				
1401-5									
6496-5									
1064-5					l a ³³				
1065-5									
6617-5					ʈ ɔ ³¹				
4367-5					t a ⁴⁴				
4378-5					ʑ u ⁵⁵				
4379-5					l a ³³				
3984-5					s ɿ ³³				
5086-5									
3333-5					s w ɛ ⁵⁵				
2226-5					x o ⁵⁵				
2373-5									
2363-5					ɕ o ⁵⁵				
672-5									
673-5					k ɯ ⁴²				
2690-5					p o ³³				
6337-5					b a ⁵⁵				
6319-5									
2617-5					ʂ ʅ ³³				
2066-5					ʂ ʅ ³³				
2094-5					ʂ ʅ ³³				
2096-5					q o ⁴⁴				
798-5					p a ⁴²				
6668-5					ɖʐ ʅ ³³				
4028-5					t ɛ ⁵⁵				
6555-5									
2281-5					q u ⁵⁵				
701-5									
628-5									
3096-5									
3021-5									
2708-5					ʑ u ⁵⁵				
3462-5					q a ⁵⁵				
1932-5					s ɔ ³³				
6469-5					s ɔ ³³				
4454-5					ɲ i ³³				
4455-5					m o ⁵⁵				
6926-5					j i ⁴²				
6927-5					ɲ i ³³				
3916-5					m ɔ ³³				
6822-5					ɲ i ³³				
5417-5									
1959-5					x a ⁴²				
1960-5					t o ⁵⁵				
2899-5					x ẽ ⁵⁵				
3651-5					dʑ ɔ̃ ³³				
811-5					q o ⁴⁴				
1633-5					m ã ³¹				
1775-5					q o ⁴⁴				
5801-5					q o ⁴⁴				
4769-5					l a ³³				
3720-5					q a ⁵⁵				
6446-5					m ɔ̃ ³³				
1255-5									
3595-5					ɲ i ³³				
1600-5					b ɯ ³³				
242-5									
3739-5					q a ⁴²				
5984-5									
838-5					s ao ⁵⁵				
839-5					t e ³¹				
3149-5					j i ⁴²				
2829-5									
4602-5									
5225-5					l a ³³				
3933-5					ʂ u ³³				
5763-5									
2134-5					ʑ u ⁵⁵				
5724-5					t ɯ ⁵⁵				
5704-5									
5705-5									
5037-5									
5038-5					t a ⁵⁵				
4332-5									
5447-5									
3702-5					s õ ³¹				
1549-5					ɖʐ ʅ̃ ³³				
2394-5					k ɤ ³³				
1-5					s æ̃ ⁴²				
2947-5					t e ³¹				
4653-5					q a ⁴²				
4989-5					q a ⁴²				
3749-5					ɲ i ³³				
3452-5									
598-5					ŋ a ⁵⁵				
638-5									
2819-5					p o ⁵⁵				
4477-5									
4487-5									
4666-5									
5661-5					t a ⁴⁴				
4923-5									
4913-5					k ɯ ³¹				
1143-5					m o ⁵⁵				
4864-5					ɕ o ⁵⁵				
3184-5					s ɿ ³³				
4591-5									
1431-5					s æ ⁵⁵				
3323-5					k a ⁵⁵				
6709-5									
903-5					m a ⁴⁴				
5098-5					k ɯ ³¹				
5994-5					q a ⁵⁵				
6971-5									
763-5									
691-5									
1083-5					t o ⁵⁵				
1421-5					q a ⁴²				
6699-5					t e ³¹				
2628-5					s ao ⁵⁵				
1696-5					x ɔ ⁴⁴				
6179-5					q ɛ̃ ³⁵				
6180-5									
6658-5					s ɔ ³³				
1231-5					ʂ u ³³				
4265-5									
2787-5									
3247-5									
252-5					t a ⁵⁵				
6004-5					q a ⁵⁵				
4728-5					s ɔ ⁵⁵				
3843-5					ŋ w a ³³				
4965-5									
5641-5					t a ⁴⁴				
3280-5					s ɔ ³³				
1390-5									
2156-5					ŋ w a ³³				
3433-5					ɕ i ⁴²				
552-5					ʂ u ³³				
4845-5									
4846-5					t e ⁵⁵				
2292-5					m a ⁴⁴				
6635-5					ɲ i ³³				
3994-5					t e ⁵⁵				
3031-5									
6078-5					s õ ³³				
1644-5									
2435-5					ɲ i ³³				
1676-5									
6281-5					q ɛ̃ ³⁵				
5915-5									
1560-5					s ɿ ³³				
575-5					t ɔ ⁴⁴				
5319-5					s æ̃ ⁴²				
2797-5					q a ⁵⁵				
6991-5									
3513-5									
5205-5									
6109-5									
2056-5					m a ⁴⁴				
6099-5					k ɯ ³³				
6119-5					p a ⁴²				
1978-5									
3973-5									
2046-5					s ɔ ³³				
5622-5					tɕ i ⁵⁵				
648-5									
6789-5					p a ⁴²				
618-5					x ɯ̃ ³³				
2384-5					m j ɛ ²¹				
1124-5					q a ⁵⁵				
1125-5									
4178-5					k ɔ ³³				
1686-5					q a ⁵⁵				
1495-5									
4090-5					ʑ u ⁵⁵				
4802-5					x ã ⁴²				
1764-5					k ɔ ³³				
3270-5					m ɔ ³³				
1884-5					q a ⁴²				
1203-5					k ɯ ⁵⁵				
6645-5					s ao ⁵⁵				
608-5									
2889-5									
5350-5									
6158-5									
4306-5					s õ ³¹				
4891-5					q o ⁴⁴				
6436-5					k ɔ ³³				
6213-5					s w ɔ ⁵⁵				
2320-5					ɕ i ³³				
5253-5					f ʊ ⁵⁵				
5108-5									
4100-5									
6018-5									
1352-5					n ɔ ³¹				
4228-5					p a ⁵⁵				
4247-5									
5263-6						x a ⁵⁵			
452-6						t ɯ ²¹			
4342-6						t ɯ ²¹			
4344-6									
5487-6						t ɯ ²¹			
1401-6									
6496-6									
1064-6						l a ⁴⁴			
1065-6						t o ²¹			
6617-6						t o ²¹			
4367-6						t a ²¹			
4378-6						ɕ o ⁵⁵			
4379-6						l i ³⁵			
3984-6						z ɯ ⁴⁴			
5086-6									
3333-6						s e ⁴⁴			
2226-6						x a ⁵⁵			
2373-6									
2363-6						s ɔ ³⁵			
672-6									
673-6						k ɯ ³¹			
2690-6						p o ²¹			
6337-6						p a ⁴⁴			
6319-6									
2617-6						s ɯ ³³			
2066-6						s ɯ ³³			
2094-6						s ɯ ³³			
2096-6						k e ⁴⁴			
798-6						p a ³²			
6668-6						ɕ i ³³			
4028-6						t a ⁴⁴			
6555-6									
2281-6						k u ⁴⁴			
701-6									
628-6									
3096-6									
3021-6						t a ⁴²			
2708-6						s ɿ ³⁵			
3462-6						k a ³³			
1932-6						s ɤ ³³			
6469-6						z ɯ ⁴⁴			
4454-6						ɲ i ²¹			
4455-6						k a ³⁵			
6926-6						n ɤ ³³			
6927-6						ɲ i ²¹			
3916-6						m o ³³			
6822-6						ɲ i ²¹			
5417-6									
1959-6						x a ²¹			
1960-6						t u ³⁵			
2899-6						x a ⁴²			
3651-6						s ɔ ²¹			
811-6						k u ²¹			
1633-6						m e ²¹			
1775-6						k ɤ ²¹			
5801-6						k ɛ ³²			
4769-6						l ɔ ²¹			
3720-6						k a ³⁵			
6446-6						m e ³³			
1255-6									
3595-6						j i ⁴⁴			
1600-6						p e ⁴⁴			
242-6									
3739-6						k e ²¹			
5984-6						ts a ²¹			
838-6						s ɤ ³⁵			
839-6						t o ²¹			
3149-6						j i ³⁵			
2829-6									
4602-6									
5225-6						a ²¹			
3933-6						s ɤ ³²			
5763-6									
2134-6						ɕ i ⁵⁵			
5724-6						t u ³⁵			
5704-6						t o ²¹			
5705-6									
5037-6									
5038-6						t a ³⁵			
4332-6									
5447-6									
3702-6						s ɯ ³¹			
1549-6						s ɤ ²¹			
2394-6						k u ³³			
1-6						w e ⁴²			
2947-6						t ɯ ²¹			
4653-6						k e ³²			
4989-6						k e ³²			
3749-6						j o ⁴⁴			
3452-6									
598-6						ŋ a ⁵⁵			
638-6									
2819-6						p ɔ ⁴⁴			
4477-6									
4487-6									
4666-6									
5661-6						t a			
4923-6						t e ⁴⁴			
4913-6						k u ²¹			
1143-6						m ɛ ³⁵			
4864-6						ɕ i ³⁵			
