COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1600-1	p e ³³								
242-1	ts ɿ ³⁵								
3739-1	kʲ ɛ ²¹								
5984-1	ʈʂ ɔ ²¹								
838-1	ʂ o ³⁵								
839-1	t ɔ ²¹								
3149-1	j i ⁵⁵								
2829-1	ʈʂ ɔ ²¹								
4602-1	kʲ i ³⁵								
5225-1	l ɔ ²¹								
3933-1	ʂ ɤ ⁴²								
5763-1	ts ɔ ⁴²								
2134-1	ɕ i ⁵⁵								
5724-1	t ɯ ³⁵								
5704-1	ʈʂ o ⁴²								
5705-1	kʰ w e ⁵⁵								
5037-1	tɕ i ²¹								
5038-1	t a ³⁵								
4332-1	ts ɿ ³³								
5447-1	ʈʂʰ ɛ ⁵⁵								
3702-1	s ɿ ³¹								
1549-1	z ɿ ²¹								
2394-1	k ɤ ³³								
1-1	w e ⁴²								
2947-1	t ɯ ³¹								
4653-1	kʲ ɛ ⁴²								
4989-1	kʲ ɛ ⁴²								
3749-1	j o ⁴⁴								
3452-1	kʲ ɛ ⁵⁵								
598-1	ŋ a ⁴⁴								
638-1	pʰ ɯ ⁵⁵								
2819-1	p o ⁴⁴								
4477-1	kʰ w a ⁴⁴								
4487-1	ts ɿ ⁴²								
4666-1	kʲ i ³³								
5661-1	t a ⁴²								
4923-1	ʈʂ ɛ ⁴²								
4913-1	k ɯ ²¹								
1143-1	m ɛ ⁴⁴								
4864-1	ɕ ɔ ³⁵								
3184-1	ʂ ɯ ³³								
4591-1	ts ɔ ⁴⁴								
1431-1	ʂ ɛ ⁴⁴								
3323-1	kʲʰ e ⁵⁵								
6709-1	ʈʂ ɯ ⁴⁴								
903-1	m ɛ ⁴²								
5098-1	k ɯ ²¹								
5994-1	k a ³⁵								
6971-1	s w a ⁴⁴								
763-1	ʈʂ ɯ ³⁵								
691-1	x w a ⁴⁴								
1083-1	t ɔ ⁴²								
1421-1	kʲ ɛ ⁴²								
6699-1	t ɯ ⁴²								
2628-1	s ɔ ⁵⁵								
1696-1	x ɔ ³¹								
6179-1	kʲ ɛ ⁵⁵								
6180-1	ts ɿ ⁵⁵								
6658-1	s e ³³								
1231-1	s ɤ ³¹								
4265-1	kʰ ɯ ⁵⁵								
2787-1	ts ɔ ²¹								
3247-1	ts ɿ ⁵⁵								
252-1	t a ³⁵								
6004-1	k a ³¹								
4728-1	s a ⁵⁵								
3843-1	ŋ w a ⁴⁴								
4965-1	tsʰ a ²¹								
5641-1	t a ³¹								
3280-1	s ɔ ³³								
1390-1	kʰ ɔ ⁴⁴								
2156-1	ŋ w a ⁴⁴								
3433-1	ɕ i ³¹								
552-1	ɕ i ³¹								
4845-1	ʈʂ ɯ ⁴⁴								
4846-1	t ɯ ⁴⁴								
2292-1	m ɛ ³¹								
6635-1	ɲ ɔ ⁴⁴								
3994-1	t ɯ ⁴⁴								
3031-1	ʈʂ ɔ ³³								
6078-1	ts ɯ ³³								
1644-1	tʰ ɯ ⁵⁵								
2435-1	ɲ i ⁴⁴								
1676-1	t w a ⁴²								
6281-1	kʲ ɛ ⁵⁵								
5915-1	tsʰ ɿ ⁵⁵								
1560-1	ɕ i ³³								
575-1	t ɔ ³¹								
5319-1	s e ³¹								
2797-1	k a ³⁵								
6991-1	tɕ i ²¹								
3513-1	ʈʂ ɔ ²¹								
5205-1	tsʰ ɯ ⁵⁵								
6109-1	tsʰ u ⁵⁵								
2056-1	m ɔ ⁴²								
6099-1	k ɯ ³³								
6119-1	p ɔ ⁴²								
1978-1	t w e ³³								
3973-1	tɕ i ³⁵								
2046-1	ɕ u ³³								
5622-1	ɕ ɛ ⁵⁵								
648-1	tɕʰ ɛ ⁵⁵								
6789-1	p ɛ ⁴²								
618-1	x ɯ ⁴⁴								
2384-1	m a ³³								
1124-1	k a ³⁵								
1125-1	tɕ ɯ ⁴²								
4178-1	k u ³³								
1686-1	k a ³⁵								
1495-1	ts ɿ ³³								
4090-1	ɕ i ⁵⁵								
4802-1	x ɛ ⁵⁵								
1764-1	ts ɔ ³³								
3270-1	m e ³³								
1884-1	kʲ i ⁴²								
1203-1	k ɯ ³⁵								
6645-1	w e ³⁵								
608-1	kʰ u ³³								
2889-1	tɕʰ i ⁵⁵								
5350-1	ʈʂʰ u ³¹								
6158-1	kʰ a ⁴⁴								
4306-1	s ɤ ³¹								
4891-1	k ɔ ²¹								
6436-1	k ɔ ³³								
6213-1	s a ⁵⁵								
2320-1	ɕ i ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1	tɕʰ i ⁴⁴								
4100-1	tɕ ɯ ³³								
6018-1	ts ɿ ⁴²								
1352-1	ŋ ɯ ²¹								
4228-1	p ɛ ⁴⁴								
4247-1	tɕʰ i ⁵⁵								
75-1	ts ɯ ³³								
118-1	k w a ⁴⁴								
2866-1	m ɛ ³³								
64-1	kʰ ɔ ³³								
43-1	kʰ ɔ ⁵⁵								
128-1	ŋ ɔ ³¹								
7023-1	n ɔ ³¹								
7012-1	n a ⁵⁵								
4497-1	t e ⁴²								
2928-1	t i ⁵⁵								
148-1	ɣ ɯ ³³								
1623-1	kʰ ɔ ³³								
2648-1	tʰ ɔ ⁵⁵								
2649-1	l ɔ ⁴⁴								
6242-1	l ɔ ²¹								
3943-1	ʂ ɤ ³³								
1026-1	kʲ e ³⁵								
6404-1	k ɯ ⁵⁵								
585-1	ts ɔ ⁵⁵								
1731-1	w a ⁴²								
5510-1	l ɔ ³⁵								
5360-1	kʰ ɤ ³³								
879-1	k ɔ ⁵⁵								
880-1	l ɛ ⁴⁴								
271-1	p i ²¹								
3565-1	ɕ i ⁴⁴								
3896-1	m ɔ ⁴⁴								
3897-1	ts ɿ ³³								
1816-1	ʈʂ ɤ ²¹								
3343-1	tɕ i ⁴⁴								
1864-1	s e ⁴²								
2026-1	m a ²¹								
6223-1	x e ⁵⁵								
6224-1	m ɛ ²¹								
337-1	ʈʂ ɤ ⁴⁴								
4295-1	k ɔ ²¹								
384-1	m i ³⁵								
385-1	z ɔ ²¹								
869-1	k ɤ ²¹								
2745-1	s ɯ ³³								
4690-1	k w a ⁵⁵								
4423-1	s u ³⁵								
5380-1	s w e ⁴⁴								
4436-1	ts ɿ ²¹								
2519-1	tsʰ ɔ ³³								
4975-1	m e ⁴²								
4548-1	w a ⁴²								
4397-1	p e ²¹								
6203-1	tɕʰ i ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɯ ²¹								
2600-1	m a ³⁵								
1913-1	tɕ y ³³								
1914-1	ŋ w e ³³								
1903-1	ŋ w e ³³								
6336-1	tsʰ ɿ ³³								
473-1	u ²¹								
4065-1	kʲ ɛ ³⁵								
6554-1	j i ³⁵								
3114-1	ts e ⁴⁴								
4942-1	k ɤ ³⁵								
3615-1	pʰ j a ⁴⁴								
4197-1	k u ³³								
4198-1	ɲ i ²¹								
1474-1	ɲ ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ ɔ ³³								
4517-1	ʈʂ ɯ ³³								
1173-1	j i ³⁵								
6365-1	k w a ³⁵								
6730-1	tɕ i ³¹								
6380-1	kʲ i ³⁵								
924-1	m ɔ ⁵⁵								
752-1	kʲ i ²¹								
4316-1	p i ³¹								
5181-1	ŋ e ²¹								
5785-1	pʰ u ³¹								
4770-1	p ɔ ³¹								
2755-1	p ɔ ⁴²								
1298-1	x ɛ ⁵⁵								
784-1	tsʰ a ⁵⁵								
3596-1	t ɯ ³¹								
1799-1	tɕ i ³¹								
5007-1	p i ³⁵								
5465-1	x ɛ ⁵⁵								
170-1	ts ɤ ³³								
3150-1	t a ⁵⁵								
3780-1	ŋ w e ⁴²								
1706-1	kʲ i ³⁵								
403-1	p a ³¹								
5329-1	kʲ e ⁴²								
1103-1	ʈʂ ɤ ³¹								
1113-1	z ɿ ²¹								
232-1	tɕʰ i ⁵⁵								
5925-1	ʈʂ ɛ ³⁵								
5926-1	ts ɿ ³³								
5723-1	p a ⁴²								
3064-1	ʈʂ ɔ ⁴²								
3065-1	kʰ ɯ ³⁵								
3793-1	kʲ ɛ ⁴²								
4409-1	f ɤ ⁴⁴								
720-1	s ɤ ³⁵								
721-1	tsʰ w ɛ ⁴⁴								
2266-1	kʰ ɤ ⁴⁴								
5743-1	k u ³¹								
2124-1	x w e ³³								
6947-1	t ɔ ²¹								
5448-1	kʲʰ i ⁴⁴								
4016-1	m j ɛ ³⁵								
5429-1	m ɛ ³¹								
5813-1	kʲʰ i ⁴⁴								
3813-1	ts e ²¹								
3009-1	p ɯ ²¹								
4988-1	ɣ ɯ ⁴²								
1153-1	m i ³⁵								
530-1	ɣ ɯ ³³								
1854-1	j ɯ ⁴⁴								
4812-1	z ɔ ²¹								
3355-1	p i ³⁵								
6426-1	tsʰ ɔ ⁴⁴								
5027-1	s a ⁴⁴								
4707-1	m a ³⁵								
3139-1	k ɤ ²¹								
6595-1	p e ⁴⁴								
5243-1	k ɤ ⁴²								
5274-1	ʈʂʰ ɛ ³³								
6578-1	ɕ ɛ ⁵⁵								
1612-1	ts ɯ ⁵⁵								
3183-1	ts ɔ ⁴²								
4559-1	ts ɤ ⁴²								
4718-1	x a ⁵⁵								
2036-1	w e ⁴²								
3853-1	m i ⁵⁵								
3854-1	ŋ w a ⁴⁴								
4275-1	ŋ w a ⁴⁴								
6961-1	w ɛ ⁴²								
5651-1	ʈʂ ɤ ³³								
5682-1	tsʰ u ³³								
5118-1	ts e ³⁵								
1411-1	tsʰ w a ³³								
4507-1	ʈʂ e ³³								
4824-1	ʂ ɯ ³⁵								
3246-1	n a ²¹								
317-1	p j ɛ ⁴⁴								
2215-1	m u ²¹								
2016-1	kʲ ɛ ³⁵								
2155-1	ʈʂ ɛ ³⁵								
3575-1	k ɔ ²¹								
3434-1	x w a ³⁵								
3168-1	s e ³³								
2291-1	pʰ ɛ ³³								
6148-1	m i ³³								
5058-1	ŋ w a ⁴⁴								
6271-1	pʰ j a ⁴⁴								
1483-1	ɲ i ⁴⁴								
5370-1	ts e ⁴²								
3684-1	t ɛ ⁴⁴								
3685-1	f ɛ ⁴⁴								
3664-1	v ɤ ³³								
440-1	p ɛ ³¹								
5167-1	j u ³¹								
6282-1	ɲ i ⁴⁴								
1380-1	m ɛ ²¹								
3585-1	p i ³³								
6992-1	ɲ i ⁴⁴								
5623-1	ɣ ɔ ³³								
1519-1	ɲ i ⁴⁴								
3385-1	tsʰ ɛ ⁵⁵								
2718-1	ʈʂ ɤ ³³								
6300-1	m e ⁵⁵								
1496-1	ɲ i ⁴⁴								
5128-1	j i ³¹								
1885-1	t ɔ ³¹								
3873-1	kʲʰ ɛ ⁵⁵								
996-1	pʰ i ⁵⁵								
997-1	j i ⁴⁴								
1570-1	n a ³¹								
5475-1	s w a ⁵⁵								
5017-1	tsʰ ɔ ³¹								
2330-1	ɕ ɔ ³⁵								
6252-1	ʂ ɔ ³⁵								
6253-1	kʰ u ³³								
4216-1	j i ⁴⁴								
1874-1	p j a ⁴⁴								
4227-1	a ³¹								
4246-1	a ³¹								
6028-1	a ³¹								
95-1	ɲ i ²¹								
22-1	p e ²¹								
33-1	t ɯ ²¹								
6678-1	ŋ a ⁵⁵								
5263-2		xʰ ẽ ⁵⁵							
452-2		t ɯ ³¹							
4342-2		t ɯ ³¹							
4344-2		tsʰ ɯ ³²							
5487-2		t ɯ ³¹							
1401-2		pʰ ɔu ⁴⁴							
6496-2		tsʰ ɯ ³¹							
1064-2		l a ³⁵							
1065-2		ts ɿ ³³							
6617-2		t ɔ ²¹							
4367-2		t a ²¹							
4378-2		ɕ y ⁵⁵							
4379-2		l i ⁵⁵							
3984-2		sʰ ɿ ³³							
5086-2		ts w ɔ̃ ³³							
3333-2		sʰ e ⁴⁴							
2226-2		x w ɔ ³⁵							
2373-2		kʰ w ɔ ³³							
2363-2		sʰ ɔu ⁵⁵							
672-2		tsʰ ɿ ⁵⁵							
673-2		k ɯ ³¹							
2690-2		p ɔ ²¹							
6337-2		p a ⁴⁴							
6319-2		ts e ⁴²							
2617-2		sʰ ɯ ³³							
2066-2		sʰ ɯ ³³							
2094-2		sʰ ɯ ³³							
2096-2		k ɛ ⁴²							
798-2		p a ⁴²							
6668-2		ɕ y ³³							
4028-2		t e ⁴⁴							
6555-2		k w a ⁴⁴							
2281-2		k ou ⁴⁴							
701-2		k w a ⁴⁴							
628-2		sʰ w a ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts ɔ̃u ²¹							
2708-2		ɕʰ ĩ ⁵⁵							
3462-2		k ã ⁵⁵							
1932-2		s ɿ ³³							
6469-2		sʰ ɔu ³¹							
4454-2		j ĩ ²¹							
4455-2		k ɛ̃ ³⁵							
6926-2		j õ ³³							
6927-2		j ĩ ²¹							
3916-2		m ɔu ³³							
6822-2		t j ɯ ²¹							
5417-2		ts ɿ ³³							
1959-2		xʰ ɔu ³¹							
1960-2		t w ɔ̃ ³⁵							
2899-2		xʰ ɔu ³¹							
3651-2		ts ɿ ³³							
811-2		k u ²¹							
1633-2		m e ²¹							
1775-2		k ɔ̃u ⁴²							
5801-2		k ɛ ⁴²							
4769-2		l ɔu ³¹							
3720-2		k ã ⁵⁵							
6446-2		m e ³³							
1255-2		pʰ ɛ ⁵⁵							
3595-2		j ĩ ⁴⁴							
1600-2		p ẽ ³³							
242-2		ts ɿ ⁵⁵							
3739-2		k ɛ ²¹							
5984-2		ts ɔu ²¹							
838-2		s ɔu ³⁵							
839-2		t ɔu ²¹							
3149-2		j i ⁵⁵							
2829-2		ts w ɔ ²¹							
4602-2		tɕ i ⁵⁵							
5225-2		l ɔu ²¹							
3933-2		s w ɔ ⁴²							
5763-2		ts ɔu ⁴²							
2134-2		ɕʰ ĩ ⁵⁵							
5724-2		t ɯ̃ ⁵⁵							
5704-2		ts ou ⁴²							
5705-2		kʰ w e ⁵⁵							
5037-2		tɕʰ i ³¹							
5038-2		t ã ³⁵							
4332-2		ts ɿ ³³							
5447-2		tsʰ ɛ̃ ⁵⁵							
3702-2		s ɿ ³¹							
1549-2		z ɛ̃ ²¹							
2394-2		k w ɔ ³³							
1-2		w e ⁴²							
2947-2		t ɯ ²¹							
4653-2		k ɛ ⁴²							
4989-2		k ɛ ⁴²							
3749-2		j ɔu ⁴⁴							
3452-2		tɕʰ ɛ̃ ⁵⁵							
598-2		ŋ a ⁴⁴							
638-2		pʰ ɯ ⁵⁵							
2819-2		p ɔu ⁴⁴							
4477-2		kʰ w a ⁴⁴							
4487-2		ts ɿ ⁴²							
4666-2		kʰ a ³³							
5661-2		t a ⁴²							
4923-2		ts ɛ̃ ⁴²							
4913-2		k ɯ ²¹							
1143-2		m ɛ ⁴⁴							
4864-2		ɕ ã ⁵⁵							
3184-2		sʰ ɯ ³³							
4591-2		ts ou ⁴⁴							
1431-2		sʰ ɛ ⁴⁴							
3323-2		k e ⁵⁵							
6709-2		ts ɯ ⁴⁴							
903-2		m ɛ ⁴²							
5098-2		k ɯ ²¹							
5994-2		k ã ⁵⁵							
6971-2		sʰ w a ⁴⁴							
763-2		ts ɯ̃ ⁵⁵							
691-2		x w a ⁴⁴							
1083-2		t ɔu ⁴²							
1421-2		k ɛ̃ ⁴²							
6699-2		t ɯ̃ ⁴²							
2628-2		sʰ ɔ̃u ⁵⁵							
1696-2		xʰ ɔu ³¹							
6179-2		k ɛ ⁵⁵							
6180-2		ts ɿ ⁵⁵							
6658-2		sʰ e ³³							
1231-2		s w ɔ ³¹							
4265-2		kʰ ɯ ⁵⁵							
2787-2		ts ɔ̃u ²¹							
3247-2		ts ɿ ⁵⁵							
252-2		t a ⁵⁵							
6004-2		k a ³¹							
4728-2		s w a ⁴⁴							
3843-2		w ã ⁴⁴							
4965-2		tɕʰ ã ³¹							
5641-2		t a ³¹							
3280-2		ɕʰ i ³¹							
1390-2		k w ɔ ⁵⁵							
2156-2		w ã ⁴⁴							
3433-2		ɕʰ i ³¹							
552-2		ɕʰ ĩ ³¹							
4845-2		ts ɯ ⁴⁴							
4846-2		t ɯ ⁴⁴							
2292-2		m u ³³							
6635-2		j ɔ̃u ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		ts a ³³							
6078-2		ts ɯ ³³							
1644-2		tʰ ɯ ⁵⁵							
2435-2		j ĩ ⁴⁴							
1676-2		t w a ⁴²							
6281-2		k ẽ ³⁵							
5915-2		tsʰ ɿ̃ ⁵⁵							
1560-2		ɕ i ³³							
575-2		t ɔu ⁴²							
5319-2		sʰ e ³¹							
2797-2		k ã ⁵⁵							
6991-2		tɕ ĩ ²¹							
3513-2		ts ɔu ²¹							
5205-2		tsʰ ɯ ⁵⁵							
6109-2		tsʰ u ⁵⁵							
2056-2		m a ⁴²							
6099-2		k ɯ̃ ³¹							
6119-2		p ɔu ⁴²							
1978-2		t w ẽ ³³							
3973-2		tɕ i ⁵⁵							
2046-2		ɕ u ³³							
5622-2		ɕʰ ɛ̃ ⁵⁵							
648-2		tɕʰ ɛ̃ ⁵⁵							
6789-2		p ɛ ⁴²							
618-2		x ɯ ⁴⁴							
2384-2		m a ³³							
1124-2		k ã ⁵⁵							
1125-2		tɕ ɯ ⁴²							
4178-2		k u ³³							
1686-2		k ã ⁵⁵							
1495-2		ts ɿ ³³							
4090-2		ɕʰ ĩ ⁵⁵							
4802-2		xʰ ɛ ⁵⁵							
1764-2		ts u ³³							
3270-2		m e ³³							
1884-2		k ɛ ⁴²							
1203-2		k ɯ ⁵⁵							
6645-2		w ẽ ⁵⁵							
608-2		kʰ u ³³							
2889-2		tɕʰ ĩ ⁵⁵							
5350-2		tsʰ u ³¹							
6158-2		kʰ a ⁴⁴							
4306-2		sʰ w ɔ̃ ³¹							
4891-2		k ɔ ²¹							
6436-2		k ɔ̃u ³³							
6213-2		sʰ ã ⁵⁵							
2320-2		ɕ i ⁴⁴							
5253-2		f ɤ ⁴⁴							
5108-2		tɕʰ i ⁴⁴							
4100-2		tɕ ɯ ³³							
6018-2		ts ɿ ⁴²							
1352-2		ŋ ɯ ²¹							
4228-2		p ɛ ⁴⁴							
4247-2		tɕʰ ĩ ⁵⁵							
75-2		ts ɿ ³³							
118-2		k w a ⁴⁴							
2866-2		m ɛ ³³							
64-2		kʰ w ɔ ³³							
43-2		kʰ ɔu ⁵⁵							
128-2		ŋ ɔ ³¹							
7023-2		n ɔ ³¹							
7012-2		n a ⁵⁵							
4497-2		t e ⁴²							
2928-2		tɕ i ⁵⁵							
148-2		ɣ ɯ ³³							
1623-2		kʰ w ã ³³							
2648-2		tʰ ou ³⁵							
2649-2		l ou ³³							
6242-2		l ɔ ²¹							
3943-2		s w ɔ ³³							
1026-2		k e ³⁵							
6404-2		k u ⁵⁵							
585-2		ts ou ⁴⁴							
1731-2		w a ⁴²							
5510-2		l a ⁵⁵							
5360-2		kʰ w ɔ ³³							
879-2		k ou ³⁵							
880-2		l ɛ ⁴⁴							
271-2		p i ²¹							
3565-2		ɕ i ⁴⁴							
3896-2		m ɔu ⁴⁴							
3897-2		ts ɿ ³³							
1816-2		ts w ɔ̃ ²¹							
3343-2		tɕ i ⁴⁴							
1864-2		s ẽ ⁴²							
2026-2		m a ²¹							
6223-2		xʰ ẽ ⁵⁵							
6224-2		m ɛ ²¹							
337-2		ts w ɔ ⁴⁴							
4295-2		k w ɔ ²¹							
384-2		m i ⁵⁵							
385-2		z ɔu ³¹							
869-2		k w ɔ ²¹							
2745-2		s ɿ ³³							
4690-2		k w a ⁵⁵							
4423-2		s u ⁵⁵							
5380-2		sʰ w e ⁴⁴							
4436-2		ts ɿ ²¹							
2519-2		tsʰ u ³³							
4975-2		m i ⁴⁴							
4548-2		w a ⁴²							
4397-2		p e ²¹							
6203-2		tɕʰ i ³¹							
2689-2		t ɯ ²¹							
1913-2		ts õu ³³							
1914-2		w ẽ ³³							
1903-2		w ẽ ³³							
6336-2		tsʰ ɿ ³³							
473-2		u ²¹							
6554-2		j i ⁵⁵							
3114-2		ts e ⁴⁴							
4942-2		k ɔ̃ ⁵⁵							
3615-2		pʰ j a ⁴⁴							
4197-2		k u ³³							
4198-2		j ĩ ²¹							
1474-2		j ɔ̃ ³³							
6531-2		j ɯ ⁴⁴							
4954-2		tʰ u ³³							
4517-2		ts ɯ ³³							
1173-2		j i ³⁵							
6365-2		k w ã ⁵⁵							
6730-2		tɕ i ³¹							
6380-2		tɕ i ⁵⁵							
924-2		m ɔu ⁴⁴							
752-2		tɕ ĩ ²¹							
4316-2		p i ³¹							
5181-2		ŋ ɛ ²¹							
5785-2		pʰ u ³¹							
4770-2		p ɔu ³¹							
2755-2		p ɔu ⁴²							
1298-2		xʰ ɛ ⁵⁵							
784-2		tsʰ ã ⁵⁵							
3596-2		t ɯ ³¹							
1799-2		tɕ i ³¹							
5007-2		p ĩ ³⁵							
5465-2		x ɛ̃ ³⁵							
170-2		ts w ɔ̃ ³³							
3150-2		t ã ⁵⁵							
3780-2		w ɛ ⁴²							
403-2		p ã ²¹							
5329-2		k ɛ ⁴²							
1103-2		ts w ɔ ³¹							
1113-2		z ɛ ²¹							
232-2		tɕʰ i ⁵⁵							
5925-2		ts ɛ ⁵⁵							
5926-2		ts ɿ ³³							
5723-2		p ã ⁴²							
3064-2		ts ɔu ⁴²							
3065-2		k ɯ ⁵⁵							
3793-2		k ɛ̃ ⁴²							
1215-2		s u ⁵⁵							
4409-2		f ɤ ⁴⁴							
720-2		s w ɔ ³⁵							
721-2		tɕʰ w ɛ ⁴⁴							
2266-2		k w ɔ ⁴⁴							
5743-2		k u ³¹							
2124-2		xʰ w e ³³							
6947-2		t ɔ̃ ²¹							
5448-2		tɕʰ i ⁴⁴							
4016-2		m j ɛ ³⁵							
5429-2		m ɛ ³¹							
5813-2		tɕʰ i ⁴⁴							
2949-2		m i ⁴²							
3813-2		tɕʰ ẽ ³⁵							
3009-2		p ɯ ²¹							
4988-2		ɣ ɯ ⁴²							
1153-2		m e ³⁵							
530-2		ɣ ɯ ³³							
1854-2		j ɯ ⁴⁴							
4812-2		ɣ ɯ ⁴²							
3355-2		p i ⁵⁵							
6426-2		s ou ⁴⁴							
5027-2		s a ⁴⁴							
4707-2		m a ⁵⁵							
3139-2		k w ɔ ²¹							
6595-2		p e ⁴⁴							
5243-2		k w ɔ ⁴²							
5274-2		tsʰ ɛ̃ ³³							
6578-2		ɕʰ ɛ ⁵⁵							
1612-2		ts ɿ ⁵⁵							
3183-2		ts ɔu ⁴²							
4559-2		ts w ɔ̃ ⁴²							
4718-2		xʰ ã ⁵⁵							
2036-2		w e ⁴²							
3853-2		m i ³⁵							
3854-2		w ã ⁴⁴							
4275-2		w ã ⁴⁴							
6961-2		v ɛ ⁴²							
5651-2		ts w ɔ ³³							
5682-2		tsʰ u ³³							
5118-2		ts ẽ ⁵⁵							
1411-2		tsʰ w ã ³³							
4507-2		ts ẽ ³³							
4824-2		s ɯ ⁵⁵							
3246-2		n a ²¹							
317-2		p j ɛ ⁴⁴							
2215-2		m ɯ ²¹							
2016-2		k ɛ̃ ⁵⁵							
2155-2		ts ɛ̃ ³⁵							
3575-2		k w ɔ ²¹							
3434-2		x w ã ⁵⁵							
3168-2		s e ³³							
2291-2		pʰ ɯ ³³							
6148-2		m i ³³							
5058-2		w ã ⁴⁴							
6271-2		pʰ j a ⁴⁴							
2453-2		tɕʰ i ⁴⁴							
1483-2		j ĩ ⁴⁴							
5370-2		ts e ⁴²							
3684-2		t ɛ ⁴⁴							
3685-2		f ɛ̃ ⁴⁴							
3664-2		f ɤ ³³							
440-2		p ɛ̃ ³¹							
5167-2		j u ³¹							
6282-2		j ĩ ⁴⁴							
1380-2		m ɛ ²¹							
3585-2		p i ³³							
6992-2		j ĩ ⁴⁴							
5623-2		kʰ ɔ ³³							
1519-2		j ĩ ⁴⁴							
3385-2		tsʰ ɛ̃ ⁵⁵							
2718-2		ts w ɔ̃ ³³							
6300-2		m ɛ ³⁵							
1496-2		j ĩ ⁴⁴							
5128-2		j i ³¹							
1885-2		t ɔu ⁴²							
3873-2		kʰ ɛ ⁵⁵							
996-2		pʰ i ⁵⁵							
997-2		j i ⁴⁴							
1570-2		n a ²¹							
5475-2		sʰ w ã ⁵⁵							
5017-2		tsʰ ou ³¹							
2330-2		ɕ õu ⁵⁵							
6252-2		s ou ⁵⁵							
6253-2		kʰ u ³³							
4216-2		j i ⁴⁴							
1874-2		p j a ⁴⁴							
4227-2		a ³¹							
4246-2		a ³¹							
6028-2		a ³¹							
95-2		j i ²¹							
22-2		p e ²¹							
33-2		t ɯ ²¹							
6678-2		ŋ a ⁵⁵							
5263-3			x ẽ ⁵⁵						
452-3			t ɯ ²¹						
4342-3			t ɯ ²¹						
4344-3			ts ɿ ³³						
5487-3			t ɯ ²¹						
1401-3			pʰ o ⁴⁴						
6496-3			tsʰ ɯ ³¹						
1064-3			l a ³⁵						
1065-3			ts ɿ ³³						
6617-3			t ou ²¹						
4367-3			t a ²¹						
4378-3			ɕ y ⁵⁵						
4379-3			l i ⁵⁵						
3984-3			s ɛ̃ ³³						
5086-3			ts ɤ̃ ³³						
3333-3			s e ⁴⁴						
2226-3			x ou ⁵⁵						
2373-3			k ou ³³						
2363-3			s õ ⁵⁵						
672-3			tsʰ ɛ̃ ⁵⁵						
673-3			kʰ ɯ ³¹						
2690-3			p o ²¹						
6337-3			p a ⁴⁴						
6319-3			ts e ⁴²						
2617-3			s ɯ ³³						
2066-3			s ɯ ³³						
2094-3			s ɯ ³³						
2096-3			k ɛ ⁴⁴						
798-3			p a ⁴²						
6668-3			ɕ y ³³						
4028-3			t e ⁴⁴						
6555-3			k w a ⁴⁴						
