COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1549-1	z ɿ ³¹								
2394-1	k u ³³								
1-1	kʲ e ³¹								
2947-1	t ɯ ²¹								
4653-1	kʲ ɛ ³¹								
4989-1	kʲ ɛ ³¹								
3749-1	j ɔ ³⁵								
3452-1	tɕʰ i ⁵⁵								
598-1	ŋ a ⁴⁴								
638-1	pʰ i ⁵⁵								
2819-1	p ɔ ⁴⁴								
4477-1	kʰ w a ⁴⁴								
4487-1	ts ɿ ²¹								
4666-1	kʲ i ³¹								
5661-1	t a ⁴²								
4923-1	ts ɿ ²¹								
4913-1	k u ²¹								
1143-1	m ɛ ⁴⁴								
4864-1	a ⁵⁵								
3184-1	s ɔ ³³								
4591-1	ts ɔ ⁴⁴								
1431-1	s ɔ ⁴⁴								
3323-1	kʲ e ³⁵								
6709-1	t ɯ ⁴⁴								
903-1	m ɛ ³⁵								
5098-1	k ɯ ²¹								
5994-1	k a ³⁵								
6971-1	s w a ³¹								
763-1	t ɯ ⁴²								
691-1	x a ⁴⁴								
1083-1	t ɔ ⁴²								
1421-1	kʲ e ⁴²								
6699-1	t ɯ ²¹								
2628-1	s ɔ ³⁵								
1696-1	x ɔ ³¹								
6179-1	k ɛ ³⁵								
6180-1	ts ɿ ⁵⁵								
6658-1	s e ³³								
1231-1	s ɔ ³¹								
4265-1	kʰ ɯ ⁵⁵								
2787-1	ʈʂ ɔ ³¹								
3247-1	ts ɿ ⁵⁵								
252-1	t a ³⁵								
6004-1	k a ³⁵								
4728-1	s w a ³⁵								
3843-1	f w a ⁴⁴								
4965-1	kʰ w a ³¹								
5641-1	t a ²¹								
3280-1	s ɔ ³¹								
1390-1	kʰ u ⁴⁴								
2156-1	f w a ⁴⁴								
3433-1	ɕ i ³¹								
552-1	z ɿ ³¹								
4845-1	tɕ i ⁴²								
4846-1	t ɯ ⁴⁴								
2292-1	m i ³¹								
6635-1	ɲ ɔ ⁴⁴								
3994-1	t ɯ ⁴⁴								
3031-1	ts ɔ ³³								
6078-1	ts ɯ ³³								
1644-1	tʰ ɯ ⁵⁵								
2435-1	ɲ i ⁴⁴								
1676-1	t w a ⁴²								
6281-1	k a ³⁵								
5915-1	tsʰ ɛ ⁵⁵								
1560-1	s ɔ ³³								
575-1	t ɔ ²¹								
5319-1	ʂ e ⁴²								
2797-1	k a ³⁵								
6991-1	tɕ i ³¹								
3513-1	ʈʂ ɔ ³¹								
5205-1	tsʰ ɯ ⁵⁵								
6109-1	tʰ ɤ ⁵⁵								
2056-1	m i ⁴⁴								
6099-1	k ɯ ³³								
6119-1	p ɔ ⁴²								
1978-1	t w a ³³								
3973-1	tɕ i ³⁵								
2046-1	s ɔ ³³								
5622-1	s ɿ ³⁵								
648-1	tɕʰ i ⁵⁵								
6789-1	p e ⁴²								
618-1	x ɯ ⁴⁴								
2384-1	m a ³³								
1124-1	k a ³⁵								
1125-1	tɕ i ⁴²								
4178-1	k u ²¹								
1686-1	k a ³⁵								
1495-1	ts ɿ ²¹								
4090-1	s ɿ ⁵⁵								
4802-1	x e ⁵⁵								
1764-1	ts ɔ ³³								
3270-1	m e ³³								
1884-1	kʲ e ⁴²								
1203-1	k ɯ ³⁵								
6645-1	u ⁵⁵								
608-1	kʰ w a ³³								
2889-1	tɕʰ i ⁵⁵								
5350-1	ʈʂʰ u ³¹								
6158-1	kʰ w a ⁵⁵								
4306-1	s ɔ ³¹								
4891-1	k u ²¹								
6436-1	k ɔ ³³								
6213-1	s a ³⁵								
2320-1	ɕ i ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1	tɕʰ i ⁴⁴								
4100-1	tɕ i ³³								
6018-1	ts ɿ ²¹								
1352-1	ŋ ɯ ²¹								
4228-1	p e ⁴⁴								
4247-1	tɕʰ i ⁵⁵								
75-1	ts ɿ ³³								
118-1	k w a ³⁵								
2866-1	m ɛ ³³								
64-1	kʰ w a ³³								
43-1	kʰ ɤ ⁵⁵								
128-1	ŋ ɔ ²¹								
7023-1	n ɔ ³¹								
7012-1	n a ⁵⁵								
4497-1	t e ³³								
2928-1	tɕ i ³⁵								
148-1	ɣ ɣ ɯ ³³								
1623-1	kʰ w a ³³								
2648-1	tʰ u ⁵⁵								
2649-1	l e ⁵⁵								
6242-1	l ɔ ²¹								
3943-1	s ɔ ³³								
1026-1	kʲ e ³⁵								
6404-1	k u ³⁵								
585-1	ts ɔ ⁴⁴								
1731-1	f w a ⁴²								
5510-1	l a ⁵⁵								
5360-1	kʰ w a ³³								
879-1	k ɔ ³⁵								
880-1	l e ⁴⁴								
271-1	p i ²¹								
3565-1	s ɔ ⁴⁴								
3896-1	m ɯ ⁴⁴								
3897-1	ts ɿ ²¹								
1816-1	ʈʂ ɤ ³¹								
3343-1	tɕ i ⁴²								
1864-1	ʂ e ⁴²								
2026-1	m a ²¹								
6223-1	x e ⁵⁵								
6224-1	m ɛ ⁴²								
337-1	ʈʂ ɤ ⁴⁴								
4295-1	k u ²¹								
384-1	m i ⁴⁴								
385-1	z ɔ ³¹								
869-1	k u ²¹								
2745-1	ɕ i ³³								
4690-1	k a ³⁵								
4423-1	s ɔ ³⁵								
5380-1	ʂ e ⁴⁴								
4436-1	ts ɯ ²¹								
2519-1	tɕʰ u ³³								
4975-1	m i ⁴⁴								
4548-1	w a ⁴²								
4397-1	p e ²¹								
6203-1	tɕ i ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɯ ²¹								
2600-1	m a ⁵⁵								
1913-1	tɕ i ³³								
1914-1	u ³³								
1903-1	u ³³								
6336-1	ts ɿ ³³								
473-1	u ²¹								
4065-1	k u ²¹								
6554-1	ɲ i ⁴⁴								
3114-1	ts e ⁴⁴								
4942-1	k ɤ ³⁵								
3615-1	pʰ j a ⁴²								
4197-1	k u ²¹								
4198-1	ɲ i ²¹								
1474-1	ɲ ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ u ³³								
4517-1	ts ɯ ³³								
1173-1	j i ³⁵								
6365-1	k a ³⁵								
6730-1	kʲ i ³¹								
6380-1	tɕ i ³⁵								
924-1	m ɯ ⁴⁴								
752-1	tɕ i ³¹								
4316-1	pʰ i ³¹								
5181-1	ŋ ɛ ²¹								
5785-1	pʰ ɔ ³¹								
4770-1	p ɔ ²¹								
2755-1	p ɔ ⁴²								
1298-1	x e ⁵⁵								
784-1	p a ⁵⁵								
3596-1	t ɯ ⁴²								
1799-1	tɕ i ⁴²								
5007-1	p i ³⁵								
5465-1	x e ⁵⁵								
170-1	ts ɿ ³³								
3150-1	t a ³⁵								
3780-1	w e ⁴²								
1706-1	tɕ i ³⁵								
403-1	p a ²¹								
5329-1	kʲ e ⁴²								
1103-1	ʈʂ ɤ ³¹								
1113-1	z ɿ ³¹								
232-1	s ɿ ⁵⁵								
5925-1	ts ɿ ³⁵								
5926-1	ts ɿ ³³								
5723-1	p a ⁴²								
3064-1	ts ɔ ⁴²								
3065-1	k ɯ ³⁵								
3793-1	kʲ e ⁴²								
4409-1	f ɤ ⁴⁴								
720-1	s ɤ ⁴⁴								
721-1	ʈʂʰ w e ⁴⁴								
2266-1	k ɤ ⁴⁴								
5743-1	k u ²¹								
2124-1	x u ⁴⁴								
6947-1	t ɔ ²¹								
5448-1	tɕʰ i ⁴⁴								
4016-1	m j ɛ ³⁵								
5429-1	m ɛ ³¹								
5813-1	tɕʰ i ⁴⁴								
3813-1	ts e ⁴⁴								
3009-1	p ɯ ²¹								
4988-1	ɣ ɯ ⁴²								
1153-1	m ɛ ³⁵								
530-1	ɣ ɯ ³³								
1854-1	j ɯ ⁴⁴								
4812-1	ɣ ɯ ⁴²								
3355-1	p i ³⁵								
6426-1	s ɔ ⁴⁴								
5027-1	s ɔ ⁴⁴								
4707-1	m a ⁵⁵								
3139-1	k u ²¹								
6595-1	p e ⁴⁴								
5243-1	k ɤ ²¹								
5274-1	kʲ i ³¹								
6578-1	s ɿ ³⁵								
1612-1	ts ɯ ⁵⁵								
3183-1	ts ɔ ⁴²								
4559-1	ʈʂ ɤ ⁴²								
4718-1	x a ⁵⁵								
2036-1	kʲ e ³¹								
3853-1	m i ³⁵								
3854-1	f w a ⁴⁴								
4275-1	f w a ⁴⁴								
6961-1	u ɛ ⁴²								
5651-1	ʈʂ ɤ ³³								
5682-1	tɕʰ u ³³								
5118-1	ts e ⁴⁴								
1411-1	kʰ w a ³³								
4507-1	ts e ³³								
4824-1	s ɿ ³⁵								
3246-1	n a ²¹								
317-1	p j ɛ ⁴⁴								
2215-1	m ɯ ²¹								
2016-1	kʲ ɛ ³⁵								
2155-1	ts ɿ ³⁵								
3575-1	k u ²¹								
3434-1	x w a ⁵⁵								
3168-1	s e ³³								
2291-1	p i ³³								
6148-1	m i ⁴⁴								
5058-1	w a ⁴⁴								
6271-1	pʰ j a ⁴⁴								
1483-1	ɲ i ⁴⁴								
5370-1	ts e ⁴⁴								
3684-1	t e ⁴⁴								
3685-1	f ɛ ⁴⁴								
3664-1	v ɤ ³³								
440-1	p ɛ ⁴²								
5167-1	j ɔ ²¹								
6282-1	ɲ i ⁴⁴								
1380-1	m ɛ ⁴²								
3585-1	p i ³³								
6992-1	ɲ i ⁴⁴								
5623-1	kʰ ɔ ³³								
1519-1	ɲ i ⁴⁴								
3385-1	tsʰ ɛ ⁵⁵								
2718-1	ʈʂ ɤ ³³								
6300-1	m ɛ ³⁵								
1496-1	ɲ i ⁴⁴								
5128-1	j i ³¹								
1885-1	t ɔ ²¹								
3873-1	kʰ w a ⁵⁵								
996-1	pʰ i ⁵⁵								
997-1	j i ⁴⁴								
1570-1	n a ²¹								
5475-1	s a ³⁵								
5017-1	tsʰ ɔ ³¹								
2330-1	s ɔ ³⁵								
6252-1	s ɔ ³⁵								
6253-1	kʰ u ³³								
4216-1	ɲ i ⁴⁴								
1874-1	p j a ⁴⁴								
4227-1	a ³¹								
4246-1	a ³¹								
6028-1	a ³¹								
95-1	ɲ i ²¹								
22-1	p e ²¹								
33-1	t ɯ ²¹								
6678-1	ŋ a ⁵⁵								
5263-2		x e ³³							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2		tsʰ ɯ ³¹							
5487-2		t ɯ ²¹							
1401-2		pʰ ɔu ³³							
6496-2		tsʰ ɯ ³¹							
1064-2		l a ³⁵							
1065-2		ts ɿ ³³							
6617-2		t õ ²¹							
4367-2		t a ²¹							
4378-2		ɕ i ⁵⁵							
4379-2		l i ⁵⁵							
3984-2		s e ³³							
5086-2		ts u ³³							
3333-2		s e ⁴⁴							
2226-2		x u ³⁵							
2373-2		kʰ u ³³							
2363-2		s e ⁵⁵							
672-2		tsʰ ɿ ⁵⁵							
673-2		k ɯ ²¹							
2690-2		p ɔu ²¹							
6337-2		p a ⁴⁴							
6319-2		ts w e ⁴²							
2617-2		s ɯ ⁴⁴							
2066-2		s ɯ ⁴⁴							
2094-2		s ɯ ⁴⁴							
2096-2		kʰ ɔ̃ ⁴⁴							
798-2		p a ⁴²							
6668-2		ɕ y ³³							
4028-2		t e ⁴⁴							
6555-2		kʰ ɔ̃ ⁴⁴							
2281-2		k ɔu ³³							
701-2		k w a ⁴⁴							
628-2		s w a ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts ou ²¹							
2708-2		ɕ i ⁵⁵							
3462-2		k ã ⁵⁵							
1932-2		s ɯ ³³							
6469-2		s ɯ ⁴⁴							
4454-2		j ĩ ²¹							
4455-2		k ɛ ³⁵							
6926-2		j ɔ ³³							
6927-2		j ĩ ²¹							
3916-2		m ɔu ³³							
6822-2		j ĩ ²¹							
5417-2		ts ɿ ³³							
1959-2		xʰ a ³¹							
1960-2		t w ɔ ⁵⁵							
2899-2		xʰ a ³¹							
3651-2		ts ɿ ³³							
811-2		k ɔ ²¹							
1633-2		m ɛ ²¹							
1775-2		k ɔ̃ ⁴²							
5801-2		k ɛ ⁴²							
4769-2		l ɔu ³³							
3720-2		k ã ⁵⁵							
6446-2		m ɔu ³³							
1255-2		pʰ ɛ̃ ⁵⁵							
3595-2		j ĩ ⁴⁴							
1600-2		p e ³³							
242-2		ts ɿ ⁵⁵							
3739-2		k ɛ ²¹							
5984-2		ts ɔ̃u ²¹							
838-2		s e ⁵⁵							
839-2		t ɯ ²¹							
3149-2		j ĩ ⁴⁴							
2829-2		ts w ɔ̃ ⁴²							
4602-2		tɕ i ³⁵							
5225-2		l a ²¹							
3933-2		s ẽ ⁴²							
5763-2		ts ɔu ⁴²							
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ⁵⁵							
5704-2		ts ɔu ⁴²							
5705-2		kʰ w e ⁵⁵							
5037-2		tɕ i ³¹							
5038-2		t a ³⁵							
4332-2		ts ɿ ³³							
5447-2		tɕʰ ɛ ³⁵							
3702-2		s ɿ ⁵⁵							
1549-2		z ɿ ³¹							
2394-2		k u ³³							
1-2		w ẽ ⁴²							
2947-2		t ɯ ²¹							
4653-2		k ɛ ⁴²							
4989-2		k ɛ ⁴²							
3749-2		j ɔ ⁴⁴							
3452-2		tɕʰ ɛ ³⁵							
598-2		ŋ a ⁴⁴							
638-2		pʰ ɯ ⁵⁵							
2819-2		p ɔu ³³							
4477-2		kʰ w ã ⁵⁵							
4487-2		ts ɿ ³¹							
4666-2		tɕ i ³³							
5661-2		t a ⁴²							
4923-2		ts ɿ ⁵⁵							
4913-2		k ɯ ²¹							
1143-2		m ɛ ⁴⁴							
4864-2		s ã ⁵⁵							
3184-2		s ɯ ⁴⁴							
4591-2		ts ou ⁴²							
1431-2		s e ⁵⁵							
3323-2		kʰ e ⁴⁴							
6709-2		ts ou ⁴⁴							
903-2		m ɛ ²¹							
5098-2		k ɯ ²¹							
5994-2		k ã ⁵⁵							
6971-2		s w a ⁴⁴							
763-2		ts ɯ ³⁵							
691-2		x w a ⁴⁴							
1083-2		t ɔu ⁴²							
1421-2		k ɛ ⁴²							
6699-2		t ɯ ⁴²							
2628-2		s e ⁵⁵							
1696-2		xʰ a ³¹							
6179-2		k e ⁵⁵							
6180-2		ts ɿ ⁵⁵							
6658-2		s w ɔ ³³							
1231-2		s ẽ ⁴²							
4265-2		kʰ ɯ ⁵⁵							
2787-2		ts ou ²¹							
3247-2		ts ɿ ⁵⁵							
252-2		t a ⁴²							
6004-2		k ã ⁴²							
4728-2		s ã ⁵⁵							
3843-2		w ã ⁵⁵							
4965-2		tɕʰ a ⁵⁵							
5641-2		t a ²¹							
3280-2		s ẽ ⁴²							
1390-2		kʰ ɔ̃ ⁴⁴							
2156-2		w ã ⁵⁵							
3433-2		ɕ i ³¹							
552-2		s ẽ ⁴²							
4845-2		tɕ i ³³							
4846-2		t ou ⁴⁴							
2292-2		m ɛ ³³							
6635-2		j ĩ ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		ts ou ³³							
6078-2		ts ɿ ³³							
1644-2		tʰ ɔ̃ ³⁵							
2435-2		j ĩ ⁴⁴							
1676-2		t a ⁴²							
6281-2		k e ⁵⁵							
5915-2		tsʰ ɿ ⁵⁵							
1560-2		ɕ i ³³							
575-2		t ɔu ⁴²							
5319-2		s ẽ ⁴²							
2797-2		k ã ⁵⁵							
6991-2		tɕ i ³¹							
3513-2		ts ou ²¹							
5205-2		tɕʰ u ³⁵							
6109-2		tɕʰ u ³⁵							
2056-2		m ɔu ³³							
6099-2		k ɔu ³³							
6119-2		p ɔu ⁴²							
1978-2		t w e ³³							
3973-2		tɕ i ³⁵							
2046-2		ɕ u ³³							
5622-2		s ɛ̃ ⁵⁵							
648-2		tɕʰ ɛ ³⁵							
6789-2		p ɛ ⁴²							
618-2		x ɯ̃ ⁴⁴							
2384-2		m ɔu ³³							
1124-2		k ã ⁵⁵							
1125-2		tɕ i ⁴²							
4178-2		k ɔu ³³							
1686-2		k ã ⁵⁵							
1495-2		ts ɿ ³³							
4090-2		ɕ i ⁵⁵							
4802-2		xʰ a ⁵⁵							
1764-2		ts u ³³							
3270-2		m ɔu ³³							
1884-2		k ɛ ⁴²							
1203-2		k ɯ ⁵⁵							
6645-2		w e ⁵⁵							
608-2		tɕʰ u ³³							
2889-2		tɕʰ i ³⁵							
5350-2		tsʰ ɯ ³¹							
6158-2		kʰ a ⁴⁴							
4306-2		s w ɔ̃ ⁴²							
4891-2		k u ²¹							
6436-2		k ɔu ³³							
6213-2		s ã ⁵⁵							
2320-2		s e ⁵⁵							
5253-2		f ɤ ⁴⁴							
5108-2		tɕ i ³⁵							
4100-2		tɕ ĩ ³³							
6018-2		ts ɿ ³¹							
1352-2		ŋ ɯ ⁵⁵							
4228-2		p e ⁴⁴							
4247-2		tɕʰ i ³⁵							
75-2		ts ɿ ³³							
118-2		k w a ⁴⁴							
2866-2		m ɔu ³³							
64-2		kʰ u ³³							
43-2		tɕ a ⁵⁵							
128-2		ŋ ɔu ³¹							
7023-2		n u ³¹							
7012-2		n a ⁵⁵							
4497-2		t e ⁴²							
2928-2		tɕ i ³⁵							
148-2		ɣ ɯ ³³							
1623-2		kʰ w ã ³³							
2648-2		tʰ ɔ̃ ³⁵							
2649-2		l a ⁴⁴							
6242-2		l a ²¹							
3943-2		s w ɔ ³³							
1026-2		k e ⁵⁵							
6404-2		k ɯ ⁵⁵							
585-2		ts ou ⁵⁵							
1731-2		w a ⁴²							
5510-2		l a ³⁵							
5360-2		kʰ w ɛ ³³							
879-2		k ɔu ⁵⁵							
880-2		l a ⁴⁴							
271-2		p i ²¹							
3565-2		s ɿ ⁵⁵							
3896-2		m a ⁴⁴							
3897-2		ts ɿ ³³							
1816-2		ts w ɔ̃ ⁴²							
3343-2		tɕ i ³¹							
1864-2		s ẽ ⁴²							
2026-2		m a ²¹							
6223-2		x e ³³							
6224-2		m ɛ ²¹							
337-2		ts w e ⁴⁴							
4295-2		k ɔ ²¹							
384-2		m ɛ ³⁵							
385-2		z ɯ̃ ²¹							
869-2		k u ²¹							
2745-2		s ɯ ³³							
4690-2		kʰ ɔ̃ ⁴⁴							
4423-2		s w ɔ ³⁵							
5380-2		s w e ⁴⁴							
4436-2		ts ɿ ⁵⁵							
2519-2		tɕʰ u ³³							
4975-2		m i ⁴²							
4548-2		w a ⁴²							
4397-2		p ɛ ²¹							
6203-2		ts ɿ ³³							
2689-2		t ɯ ²¹							
1913-2		tɕ ĩ ³³							
1914-2		w ẽ ⁴²							
1903-2		w ẽ ⁵⁵							
6336-2		ts ɿ ³³							
473-2		u ²¹							
6554-2		j ĩ ⁴⁴							
3114-2		t e ⁴⁴							
4942-2		k e ⁵⁵							
3615-2		j a ⁴⁴							
4197-2		k u ³³							
4198-2		j ĩ ²¹							
1474-2		j ɤ ³³							
6531-2		j ĩ ⁴⁴							
4954-2		tʰ u ³³							
4517-2		ts ɯ ³³							
1173-2		j ĩ ⁴⁴							
6365-2		k ã ⁵⁵							
6730-2		tɕ i ³¹							
6380-2		tɕ i ³⁵							
924-2		m ɔu ³³							
752-2		tɕ i ³¹							
4316-2		p i ²¹							
5181-2		ŋ ɛ ²¹							
5785-2		pʰ ɔu ³¹							
4770-2		p ɔu ³¹							
2755-2		p a ⁴²							
1298-2		x ɛ ³⁵							
784-2		tɕʰ a ⁵⁵							
3596-2		t ɯ ²¹							
1799-2		tɕ i ³¹							
5007-2		p i ⁵⁵							
5465-2		xʰ a ⁵⁵							
170-2		ts ɿ ³³							
3150-2		t a ³⁵							
3780-2		w ẽ ⁴²							
403-2		p a ²¹							
5329-2		k ɛ ⁴²							
1103-2		ts w ɔ̃ ⁴²							
1113-2		z ɿ ³¹							
232-2		tɕ i ³⁵							
5925-2		ts ɿ ³⁵							
5926-2		ts ɿ ³³							
5723-2		p a ⁴²							
3064-2		ts ɔu ⁴²							
3065-2		k ɯ ⁵⁵							
3793-2		k ɛ ⁴²							
1215-2		s e ⁵⁵							
4409-2		f ɤ ²¹							
720-2		s e ⁵⁵							
721-2		tɕʰ a ⁴⁴							
2266-2		kʰ w ɔ ³⁵							
5743-2		k u ²¹							
2124-2		x u ³³							
6947-2		t õ ²¹							
5448-2		tɕʰ i ³¹							
4016-2		m j ɛ ³⁵							
5429-2		m ɛ ³¹							
5813-2		tɕʰ i ³⁵							
2949-2		m i ⁴²							
3813-2		ts e ⁵⁵							
3009-2		p ɯ ²¹							
4988-2		ɣ ɯ ⁴²							
1153-2		m ɛ ³⁵							
530-2		ɣ ɯ ³³							
1854-2		j ĩ ⁴⁴							
4812-2		ɣ ɯ ⁴²							
3355-2		p i ⁵⁵							
6426-2		ts ou ⁴⁴							
5027-2		s w a ⁴⁴							
4707-2		m a ⁴⁴							
3139-2		k u ²¹							
6595-2		p e ⁴⁴							
5243-2		k ɔ̃ ⁴²							
5274-2		tɕʰ u ³³							
6578-2		ɕ i ⁵⁵							
1612-2		ts ɿ ⁵⁵							
3183-2		ts ɔu ⁴²							
4559-2		ts w ɔ̃ ⁴²							
4718-2		f ɤ̃ ⁵⁵							
2036-2		w ẽ ⁴²							
3853-2		m i ⁵⁵							
3854-2		w ã ⁵⁵							
4275-2		w ã ⁵⁵							
6961-2		w ẽ ⁴²							
5651-2		ts w ɔ ³³							
5682-2		tɕʰ u ³³							
5118-2		ts e ⁵⁵							
1411-2		kʰ w ã ³³							
4507-2		ts u ³³							
4824-2		s ɯ ⁵⁵							
3246-2		n a ⁵⁵							
317-2		p ɛ ⁴²							
2215-2		m a ²¹							
2016-2		k ɛ ³⁵							
2155-2		ts ɿ ⁵⁵							
3575-2		k ɔ ²¹							
3434-2		xʰ ã ⁵⁵							
3168-2		s w ɔ ³³							
2291-2		pʰ ĩ ³³							
6148-2		m i ³³							
5058-2		w ã ⁵⁵							
6271-2		j a ⁴⁴							
2453-2		tɕʰ i ³³							
1483-2		j ĩ ⁴⁴							
5370-2		ts e ⁵⁵							
3684-2		t e ⁴⁴							
3685-2		f ɤ ²¹							
3664-2		v ɤ ³³							
440-2		p ɛ ⁴²							
5167-2		j ɔ̃ ²¹							
6282-2		j ĩ ⁴⁴							
1380-2		m ɛ ²¹							
3585-2		p i ³³							
6992-2		j ĩ ⁴⁴							
5623-2		k ɔu ³³							
1519-2		j ĩ ⁴⁴							
3385-2		tɕʰ ɛ ³⁵							
2718-2		ts u ³³							
6300-2		m ɛ ³⁵							
1496-2		j ĩ ⁴⁴							
5128-2		j ĩ ²¹							
1885-2		t ɔu ³¹							
3873-2		kʰ ɯ ⁵⁵							
996-2		pʰ ĩ ³⁵							
997-2		j ĩ ⁴⁴							
1570-2		n a ⁵⁵							
5475-2		s w ã ³⁵							
5017-2		tɕʰ u ³¹							
2330-2		ɕ u ³⁵							
6252-2		s w ɔ ³⁵							
6253-2		tɕʰ u ³³							
4216-2		j ĩ ⁴⁴							
1874-2		p a ⁴⁴							
4227-2		a ³¹							
4246-2		a ³¹							
6028-2		a ³¹							
95-2		j ĩ ²¹							
22-2		p ɛ ²¹							
33-2		t ɯ ²¹							
6678-2		j ã ⁵⁵							
5263-3			x e ⁵⁵						
452-3			t ɯ ⁴²						
4342-3			t ɯ ⁴²						
4344-3			tsʰ ɯ ³¹						
5487-3			t ɯ ⁴²						
1401-3			p ou ⁴⁴						
6496-3			ts ɯ ³¹						
1064-3			m a ⁵⁵						
1065-3			ts ɿ ³³						
6617-3			t o ²¹						
4367-3			t a ²¹						
4378-3			s ɿ ⁵⁵						
4379-3			m i ⁵⁵						
3984-3			s o ⁵⁵						
5086-3			ts ɤ̃ ³³						
3333-3			s e ⁴⁴						
2226-3			x u ⁵⁵						
2373-3			kʰ o ³³						
2363-3			s u ⁵⁵						
672-3			ts ɿ ⁵⁵						
673-3			k ɯ ³¹						
2690-3			p o ²¹						
6337-3			p ɛ ⁴⁴						
6319-3			t ɛ ⁴²						
2617-3			s ɿ ³³						
2066-3			s ɿ ³³						
2094-3			s ɿ ³³						
2096-3			k ɛ ⁴⁴						
798-3			p ɛ ⁴²						
6668-3			s o ⁵⁵						
4028-3			ts e ⁴⁴						
6555-3			k w ɛ ⁴⁴						
2281-3			k o ⁴⁴						
701-3			k w ɛ ⁴⁴						
628-3			s w a ⁴⁴						
3096-3			ts ɿ ³³						
3021-3			ts õ ²¹						
2708-3			ɕ ĩ ⁵⁵						
3462-3			k e ⁵⁵						
1932-3			s ɛ̃ ⁵⁵						
6469-3			s ɛ̃ ⁵⁵						
4454-3			j ĩ ²¹						
4455-3			k ɛ ⁵⁵						
6926-3			j ɤ̃ ³³						
6927-3			j ĩ ²¹						
3916-3			m o ³³						
6822-3			j ĩ ²¹						
5417-3			ts ɿ ³³						
1959-3			x u ³¹						
1960-3			t ɤ̃ ⁵⁵						
2899-3			x u ³¹						
3651-3			ts ɿ ³³						
811-3			k u ²¹						
1633-3			m ɛ ²¹						
1775-3			k u ²¹						
5801-3			k ɛ ⁴²						
4769-3			m ou ²¹						
3720-3			k e ⁵⁵						
6446-3			m o ³³						
1255-3			pʰ ɛ ⁵⁵						
3595-3			j ĩ ⁴⁴						
1600-3			p o ³³						
