COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4090-1	ɕ i ⁵⁵								
4802-1	x ɛ ³⁵								
1764-1	s u ³³								
3270-1	m e ³³								
1884-1	k e ⁴²								
1203-1	k ɯ ³⁵								
6645-1	w e ³⁵								
608-1									
2889-1									
5350-1									
6158-1									
4306-1	s ɤ ³¹								
4891-1	k ɔ ²¹								
6436-1	k ɔ ³³								
6213-1	s a ⁴⁴								
2320-1	ɕ i ⁴²								
5253-1	f ɤ ⁴⁴								
5108-1									
4100-1									
6018-1									
1352-1	ŋ u ²¹								
4228-1	p ɛ ⁴²								
4247-1									
5263-2		x ẽ ⁵⁵							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2									
5487-2		t ɯ ²¹							
1401-2									
6496-2									
1064-2		l a ³⁵							
1065-2		ts a ²¹							
6617-2		t ɔu ²¹							
4367-2		t a ²¹							
4378-2		ɕ y ³³							
4379-2		l i ⁵⁵							
3984-2		s ɛ ³³							
5086-2									
3333-2		sʰ e ⁴⁴							
2226-2		x w ɔ ³⁵							
2373-2									
2363-2		s u ⁵⁵							
672-2									
673-2		k ɯ ³¹							
2690-2		p ɔ ²¹							
6337-2		p a ⁴⁴							
6319-2									
2617-2		s ɯ ³³							
2066-2		s ɯ ³³							
2094-2		s ɯ ³³							
2096-2		k w ɛ ⁴⁴							
798-2		p a ⁴²							
6668-2		ɕ y ³³							
4028-2		t e ⁴⁴							
6555-2									
2281-2		k ou ⁴⁴							
701-2									
628-2									
3096-2									
3021-2		t w ã ²¹							
2708-2		ɕ i ⁵⁵							
3462-2		k ã ³⁵							
1932-2		s ɿ ³³							
6469-2		s ɿ ⁵⁵							
4454-2		j i ²¹							
4455-2		k ɛ ³⁵							
6926-2		j u ³³							
6927-2		j i ²¹							
3916-2		m ɔ ³³							
6822-2		j i ³¹							
5417-2									
1959-2		xʰ a ³¹							
1960-2		t w ɔ ³⁵							
2899-2		x ɔu ³¹							
3651-2		z ³³ ɔu							
811-2		k u ²¹							
1633-2		m e ²¹							
1775-2		k w ɔ ²¹							
5801-2		k ɛ ⁴²							
4769-2		l ou ³¹							
3720-2		k a ⁵⁵							
6446-2		m ɛ ³³							
1255-2									
3595-2		j ĩ ⁴⁴							
1600-2		p e ³³							
242-2									
3739-2		k ɛ ²¹							
5984-2		a c ²¹							
838-2		s ou ³⁵							
839-2		t ɔ ²¹							
3149-2		j i ³⁵							
2829-2									
4602-2									
5225-2		l ɔ ²¹							
3933-2		s w ɔ ³¹							
5763-2									
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ³⁵							
5704-2		t ou ²¹							
5705-2									
5037-2									
5038-2		t ã ⁵⁵							
4332-2									
5447-2									
3702-2		s ɿ ³¹							
1549-2		z ɛ ²¹							
2394-2		k u ³³							
1-2		v ɛ ⁴²							
2947-2		t ɯ ²¹							
4653-2		k w ɛ ⁴²							
4989-2		k ɛ ³¹							
3749-2		j ou ⁴⁴							
3452-2									
598-2		ŋ a ⁴²							
638-2									
2819-2		p ou ⁴⁴							
4477-2									
4487-2									
4666-2									
5661-2		t a ⁴²							
4923-2		c a ³¹							
4913-2		k ɯ ²¹							
1143-2		m ɛ ⁴²							
4864-2		ɕ a ⁵⁵							
3184-2		s ɯ ³³							
4591-2									
1431-2		s ɛ ⁴⁴							
3323-2									
6709-2		t u ⁵⁵							
903-2		m ɛ ³¹							
5098-2		k ɯ ³¹							
5994-2		k ã ³⁵							
6971-2									
763-2									
691-2									
1083-2		t ɔu ⁴²							
1421-2		k ɛ ³¹							
6699-2		t ɯ ³¹							
2628-2		s u ⁵⁵							
1696-2		x w ɔ ³¹							
6179-2		k w ɛ ⁵⁵							
6180-2									
6658-2		s e ³³							
1231-2		s w ɔ ²¹							
4265-2									
2787-2									
3247-2									
252-2		t a ³⁵							
6004-2		k a ²¹							
4728-2		s ã ⁵⁵							
3843-2		w ã ⁴⁴							
4965-2									
5641-2		t a ²¹							
3280-2		s ou ³¹							
1390-2									
2156-2		w ã ⁴⁴							
3433-2		ɕ i ²¹							
552-2		ɕ i ²¹							
4845-2		t ɛ ⁵⁵							
4846-2		t ɯ ⁴²							
2292-2		m ɛ ²¹							
6635-2		j ɔu ⁴⁴							
3994-2		t ɯ ⁴²							
3031-2		t a ³³							
6078-2		s e ³³							
1644-2									
2435-2		j i ⁴⁴							
1676-2									
6281-2		k ɛ ⁵⁵							
5915-2									
1560-2		ɕ i ³³							
575-2		t ou ³¹							
5319-2		s e ³¹							
2797-2		k ã ³⁵							
6991-2									
3513-2		t w ã ²¹							
5205-2									
6109-2									
2056-2		m ɔ ⁴²							
6099-2		k ɯ ³³							
6119-2		p ɔu ⁴²							
1978-2		t õu ³³							
3973-2		t a ⁵⁵							
2046-2		ɕ u ³³							
5622-2		ɕ ɛ ³⁵							
648-2									
6789-2		p ɛ ⁴²							
618-2		x ɯ ⁴⁴							
2384-2		m a ³³							
1124-2		k a ⁵⁵							
1125-2									
4178-2		k u ³³							
1686-2		k a ⁵⁵							
1495-2									
4090-2		ɕ i ⁵⁵							
4802-2		x ɛ̃ ³⁵							
1764-2		s u ³³							
3270-2		m e ³³							
1884-2		k ɛ ⁴²							
1203-2		k ɯ ⁵⁵							
6645-2		w ɛ ⁵⁵							
608-2									
2889-2									
5350-2									
6158-2									
4306-2		s w ɔ ³¹							
4891-2		k w ɔ ²¹							
6436-2		k ɔu ³³							
6213-2		s ã ³⁵							
2320-2		ɕ i ⁴⁴							
5253-2		f w ɔ ⁴⁴							
5108-2									
4100-2									
6018-2									
1352-2		ŋ ɯ ²¹							
4228-2		p ɛ ⁴⁴							
4247-2									
5263-3			x ẽ ⁵⁵						
452-3			t ɛ ²¹						
4342-3			t ɛ ²¹						
4344-3									
5487-3			t ɛ ²¹						
1401-3									
6496-3									
1064-3			l a ⁵⁵						
1065-3			ts i ²¹						
6617-3			t o ²¹						
4367-3			t a ²¹						
4378-3			s o ⁵⁵						
4379-3			l i ⁴⁴						
3984-3			s ɛ ³³						
5086-3									
3333-3			s e ⁴⁴						
2226-3			x o ⁵⁵						
2373-3									
2363-3			s o ⁵⁵						
672-3									
673-3			k ɯ ³¹						
2690-3			p o ²¹						
6337-3			p a ⁴⁴						
6319-3									
2617-3			s u ³³						
2066-3			s u ³³						
2094-3			s u ³³						
2096-3			k ɛ ⁴²						
798-3			p a ⁴²						
6668-3			s o ³³						
4028-3			t e ⁴⁴						
6555-3									
2281-3			k o ⁴⁴						
701-3									
628-3									
3096-3									
3021-3			t ã ²¹						
2708-3			s ĩ ⁵⁵						
3462-3			k a ⁵⁵						
1932-3			s ɿ ³³						
6469-3			s ɿ ⁵⁵						
4454-3			j i ²¹						
4455-3			k ɿ ³³						
6926-3			j ɤ ³³						
6927-3			j i ²¹						
3916-3			m o ³³						
6822-3			j i ²¹						
5417-3									
1959-3			x w ã ³¹						
1960-3			t ɤ ⁵⁵						
2899-3			x o ²¹						
3651-3			s u ³³						
811-3			k u ²¹						
1633-3			m e ²¹						
1775-3			k ɤ ²¹						
5801-3			k ɛ ⁴²						
4769-3			l o ²¹						
3720-3			k a ⁵⁵						
6446-3			m e ³³						
1255-3									
3595-3			j i ⁴⁴						
1600-3			p e ³³						
242-3									
3739-3			k ɛ ²¹						
5984-3			a c ²¹						
838-3			s o ⁵⁵						
839-3			t o ²¹						
3149-3			j i ⁵⁵						
2829-3									
4602-3									
5225-3			l o ²¹						
3933-3			s ɤ ⁴²						
5763-3									
2134-3			s i ⁵⁵						
5724-3			t ɛ ⁵⁵						
5704-3			t o ²¹						
5705-3									
5037-3									
5038-3			t a ⁵⁵						
4332-3									
5447-3									
3702-3			s ɿ ²¹						
1549-3			s ɛ̃ ²¹						
2394-3			k ɤ ³³						
1-3			v e ⁴²						
2947-3			t ɛ ²¹						
4653-3			k ɛ ⁴²						
4989-3			k ɛ ⁴²						
3749-3			j o ⁴⁴						
3452-3									
598-3			ŋ a ⁴⁴						
638-3									
2819-3			p o ⁴⁴						
4477-3									
4487-3									
4666-3									
5661-3			t a ⁴²						
4923-3			c ɛ ³³						
4913-3			k ɛ ²¹						
1143-3			m ɛ ⁴⁴						
4864-3			ɕ a ⁵⁵						
3184-3			s ɯ ³³						
4591-3									
1431-3			s ɛ ⁴⁴						
3323-3			k a ⁵⁵						
6709-3			t ɛ ⁴⁴						
903-3			m j ɛ ⁴²						
5098-3			k ɯ ²¹						
5994-3			k a ⁵⁵						
6971-3									
763-3									
691-3									
1083-3			t o ⁴²						
1421-3			k ɛ ⁴²						
6699-3			t o ⁴²						
2628-3			s õ ⁵⁵						
1696-3			x o ³¹						
6179-3			k ɛ ⁴⁴						
6180-3									
6658-3			s e ³³						
1231-3			s ɤ ²¹						
4265-3									
2787-3									
3247-3									
252-3			t a ⁴²						
6004-3			k a ²¹						
4728-3			s a ⁴⁴						
3843-3			w a ⁴⁴						
4965-3									
5641-3			t a ²¹						
3280-3			s ou ⁴²						
1390-3									
2156-3			w a ⁴⁴						
3433-3			s i ³¹						
552-3			s i ³¹						
4845-3			t ɛ ⁴⁴						
4846-3			t ɛ ⁴⁴						
2292-3			m ɛ ²¹						
6635-3			j o ⁴⁴						
3994-3			t ɛ ⁴⁴						
3031-3			t a ³³						
6078-3			s u ³³						
1644-3									
2435-3			j i ⁴⁴						
1676-3									
6281-3			k ẽ ⁵⁵						
5915-3									
1560-3			s i ³³						
575-3			t o ²¹						
5319-3			s e ³¹						
2797-3			k a ⁵⁵						
6991-3									
3513-3			t ɣ ou ²¹						
5205-3									
6109-3									
2056-3			m o ⁴²						
6099-3			k ɛ ³³						
6119-3			p o ⁴²						
1978-3			t i ³³						
3973-3			t a ⁵⁵						
2046-3			ɕ u ³³						
5622-3			s ɛ ⁵⁵						
648-3									
6789-3			p ɛ ⁴²						
618-3			x ɛ ⁴⁴						
2384-3			m a ³³						
1124-3			k a ⁵⁵						
1125-3									
4178-3			k u ³³						
1686-3			k a ⁵⁵						
1495-3									
4090-3			s ĩ ⁵⁵						
4802-3			x ɛ ⁴⁴						
1764-3			s ou ³³						
3270-3			m e ³³						
1884-3			k ɛ ⁴²						
1203-3			k ɛ ⁵⁵						
6645-3			w ẽ ⁵⁵						
608-3									
2889-3									
5350-3									
6158-3									
4306-3			s u ³¹						
4891-3			k o ²¹						
6436-3			k o ³³						
6213-3			s a ⁵⁵						
2320-3			s i ⁴⁴						
5253-3			f ɤ ⁴⁴						
5108-3									
4100-3									
6018-3									
1352-3			ŋ ɛ ²¹						
4228-3			p ɛ ⁴⁴						
4247-3									
5263-4				x e ⁵⁵					
452-4				t j ɯ ²¹					
4342-4				t j ɯ ²¹					
4344-4									
5487-4				t j ɯ ²¹					
1401-4									
6496-4									
1064-4				l a ⁴⁴					
1065-4				ts i ²¹					
6617-4				t u ²¹					
4367-4				t a ²¹					
4378-4				ɕ y ⁴⁴					
4379-4				l i ⁵⁵					
3984-4				s ɛ ³³					
5086-4									
3333-4				s e ⁴⁴					
2226-4				x o ⁵⁵					
2373-4									
2363-4				s o ⁵⁵					
672-4									
673-4				k ɯ ³³					
2690-4				p ao ²¹					
6337-4				p a ⁴⁴					
6319-4									
2617-4				s ɛ ⁴⁴					
2066-4				s ɛ ⁴⁴					
2094-4				s ɛ ⁴⁴					
2096-4				k e ³³					
798-4				p a ⁴²					
6668-4				ɕ y ³³					
4028-4				t e ⁴⁴					
6555-4									
2281-4				k o ⁴⁴					
701-4									
628-4									
3096-4									
3021-4				t o ²¹					
2708-4				ɕ ĩ ⁵⁵					
3462-4				k a ⁵⁵					
1932-4				s ɯ ³³					
6469-4				s ɿ ³³					
4454-4				j i ²¹					
4455-4				k w ã ⁵⁵					
6926-4				j ɔ ³³					
6927-4				j i ²¹					
3916-4				m u ³³					
6822-4				j i ²¹					
5417-4									
1959-4				x w a ⁴²					
1960-4				t u ⁵⁵					
2899-4				x u ³³					
3651-4				ʐ ɯ ³³					
811-4				k a ²¹					
1633-4				m e ²¹					
1775-4				k ɔ ²¹					
5801-4				k a ⁴²					
4769-4				l ɔ ³¹					
3720-4				k a ⁵⁵					
6446-4				m e ³³					
1255-4									
3595-4				j i ⁴⁴					
1600-4				p e ³³					
242-4									
3739-4				k ɛ ²¹					
5984-4				c a ²¹					
838-4				s o ⁵⁵					
839-4				t o ²¹					
3149-4				j i ⁴⁴					
2829-4									
4602-4									
5225-4				l u ²¹					
3933-4				s u ⁴²					
5763-4									
2134-4				ɕ ĩ ⁵⁵					
5724-4				t j ɯ ⁴⁴					
5704-4				t a ⁴²					
5705-4									
5037-4									
5038-4				t a ⁵⁵					
4332-4									
5447-4									
3702-4				s ɯ ³³					
1549-4				ʐ e ²¹					
2394-4				k u ³³					
1-4				w e ⁴²					
2947-4				t j ɯ ²¹					
4653-4				k e ⁴²					
4989-4				k ɛ ⁴²					
3749-4				j o ⁴⁴					
3452-4									
598-4				ŋ a ⁴⁴					
638-4									
2819-4				p o ⁴⁴					
4477-4									
4487-4									
4666-4									
5661-4				t a ⁴²					
4923-4				c a ⁴⁴					
4913-4				k ɯ ²¹					
1143-4				m ɛ ³³					
4864-4				ɕ ã ⁵⁵					
3184-4				s ɛ ⁴⁴					
4591-4									
1431-4				s ɛ ⁴⁴					
3323-4				k e ⁴²					
6709-4				t i ⁵⁵					
903-4				m a ⁴²					
5098-4				k ɯ ²¹					
5994-4				k a ⁵⁵					
6971-4									
763-4									
691-4									
1083-4				t a ⁴²					
1421-4				k e ⁴²					
6699-4				t j ɯ ³³					
2628-4				s o ⁵⁵					
1696-4				x u ³³					
6179-4				k e ⁵⁵					
6180-4									
6658-4				s e ³³					
1231-4				s u ³³					
4265-4									
2787-4									
3247-4									
252-4				t ã ⁵⁵					
6004-4				k a ²¹					
4728-4				s a ⁴⁴					
3843-4				w a ⁴⁴					
4965-4									
5641-4				t a ²¹					
3280-4				s u ³³					
1390-4									
2156-4				w a ⁴⁴					
3433-4				ɕ i ²¹					
552-4				ɕ ĩ ²¹					
4845-4				t i ⁵⁵					
4846-4				t j ɯ ³³					
2292-4				m a ³³					
6635-4				j ɔ ⁴⁴					
3994-4				t j ɯ ³³					
3031-4				t a ³³					
6078-4				s w ɛ̃ ³³					
1644-4									
2435-4				j i ⁴⁴					
1676-4									
6281-4				k ɛ̃ ⁵⁵					
5915-4									
1560-4				ɕ i ⁴⁴					
575-4				t o ³¹					
5319-4				s e ²¹					
2797-4				k a ⁵⁵					
6991-4									
3513-4				t j ɔ̃ ²¹					
5205-4									
6109-4									
2056-4				m a ⁴²					
6099-4				k w ɯ ³³					
6119-4				p u ³³					
1978-4				t u ³³					
3973-4				t a ⁵⁵					
2046-4				ɕ o ³³					
5622-4				s ɛ ⁵⁵					
648-4									
6789-4				p ɛ ⁴²					
618-4				x ɯ ³³					
2384-4				m a ³³					
1124-4				k a ⁵⁵					
1125-4									
4178-4				k u ³³					
1686-4				k a ⁵⁵					
1495-4									
4090-4				ɕ ĩ ⁵⁵					
4802-4				x ɛ ⁴⁴					
1764-4				s u ³³					
3270-4				m e ³³					
1884-4				k a ⁴²					
1203-4				k ɯ ⁴⁴					
6645-4				w e ⁴⁴					
608-4									
2889-4									
5350-4									
6158-4									
4306-4				s u ³¹					
4891-4				k u ²¹					
6436-4				k ɔ ³³					
6213-4				s a ⁵⁵					
2320-4				ɕ i ⁵⁵					
5253-4				f ɛ ³³					
5108-4									
4100-4									
6018-4									
1352-4				ŋ ɯ ²¹					
4228-4				p ɛ ⁴⁴					
4247-4									
5263-5					x ẽ ³³				
452-5					t ɔ ³¹				
4342-5					t ɔ ³¹				
4344-5									
5487-5					t ɔ ³¹				
1401-5									
6496-5									
1064-5					l a ⁵⁵				
1065-5									
6617-5					t ɔ ³¹				
4367-5					t a ²¹				
4378-5					ɕ y ³³				
4379-5					l i ⁵⁵				
3984-5					ʂ ã ³¹				
5086-5									
3333-5					s ɛ ⁴⁴				
2226-5					x ao ⁵⁵				
2373-5									
2363-5					³³ ʂ ʅ				
672-5									
673-5					k ɯ ³¹				
2690-5					b ɔ ³¹				
6337-5					b a ⁵⁵				
6319-5									
2617-5					³¹ ɕ ĩ				
2066-5					³¹ ɕ ĩ				
2094-5					³¹ ɕ ĩ				
2096-5					q ɛ ⁴⁴				
798-5					b a ⁴²				
6668-5					ɕ y ³³				
4028-5					t ɛ ⁴⁴				
6555-5									
2281-5					q o ⁵⁵				
701-5									
628-5									
3096-5									
3021-5									
2708-5					ɕ i ⁵⁵				
3462-5					k a ⁵⁵				
1932-5					ɕ i ³³				
6469-5					s ɿ ³³				
4454-5					ɲ i ²¹				
4455-5					k a ⁵⁵				
6926-5					ɲ o ³³				
6927-5					ɲ i ²¹				
3916-5					m ɔ ³³				
6822-5					ɲ i ²¹				
5417-5									
1959-5					x a ⁴⁴				
1960-5					t o ⁵⁵				
2899-5					x ɔ ³¹				
3651-5					ʂ i ³³				
811-5					q o ³¹				
1633-5					m ɛ ²¹				
1775-5					q o ³¹				
5801-5					q ɛ ⁴⁴				
4769-5					l ɔ ³¹				
3720-5					k a ⁵⁵				
6446-5					m ɛ ³³				
1255-5									
3595-5					ɲ i ³³				
1600-5					b ẽ ³³				
242-5									
3739-5					k ã ³¹				
5984-5									
838-5					s ɔ ⁵⁵				
839-5					t ɔ ³¹				
3149-5					j i ⁵⁵				
2829-5									
4602-5									
5225-5					l ɔ ³¹				
3933-5					ʂ u ⁴²				
5763-5									
2134-5					ɕ i ⁵⁵				
5724-5					t ɔ ⁵⁵				
5704-5									
5705-5									
5037-5									
5038-5					t a ⁵⁵				
4332-5									
5447-5									
3702-5					ɕ i ³¹				
1549-5					ʐ a ³¹				
2394-5					k ɤ ³³				
1-5					w æ̃ ⁴²				
2947-5					t ɯ ³¹				
4653-5					k a ⁴²				
4989-5					k a ⁴²				
3749-5					j u ⁵⁵				
3452-5									
598-5					ɴ a ³³				
638-5									
2819-5					p u ⁵⁵				
4477-5									
4487-5									
4666-5									
5661-5					t a ⁴²				
4923-5									
4913-5					k ɯ ²¹				
1143-5					m ã ⁵⁵				
4864-5					ɕ ɔ̃ ³³				
3184-5					³¹ ɕ ĩ				
4591-5									
1431-5					s a ⁵⁵				
3323-5					k ao ⁵⁵				
6709-5									
903-5					m ã ⁴²				
5098-5					k ɯ ³¹				
5994-5					k a ⁵⁵				
6971-5									
763-5									
691-5									
1083-5					t ao ⁴²				
1421-5					q a ⁴²				
6699-5					t ɔ ⁴⁴				
2628-5					s o ⁵⁵				
1696-5					x ɔ ³¹				
6179-5					q a ⁵⁵				
6180-5									
6658-5					s ɛ ³³				
1231-5					ɕ u ³³				
4265-5									
2787-5									
3247-5									
252-5					t a ⁵⁵				
6004-5					k a ⁴²				
4728-5					s a ⁴⁴				
3843-5					ŋ w a ³³				
4965-5									
5641-5					t a ³¹				
3280-5					s ɔ ³¹				
1390-5									
2156-5					ŋ w a ³³				
3433-5					ɕ i ³¹				
552-5					ɕ i ³¹				
4845-5									
4846-5					t ɔ ⁵⁵				
2292-5					m i ³¹				
6635-5					ɲ a ⁵⁵				
3994-5					t ɔ ⁵⁵				
3031-5									
6078-5					ʂ o ³³				
1644-5									
2435-5					ɲ i ³³				
1676-5									
6281-5					q a ⁵⁵				
5915-5									
1560-5					ɕ i ³³				
575-5					t ao ³¹				
5319-5					s ɛ ⁴⁴				
2797-5					k a ⁵⁵				
6991-5									
3513-5									
5205-5									
6109-5									
2056-5					m o ⁴⁴				
6099-5					k ɯ ³³				
6119-5					p a ⁴²				
1978-5									
3973-5									
2046-5					ɕ o ³³				
5622-5					ɕ a ⁵⁵				
648-5									
6789-5					p a ⁴²				
618-5					x ɔ ⁵⁵				
2384-5					m a ³³				
1124-5					k a ⁵⁵				
1125-5									
4178-5					q o ³³				
1686-5					k a ⁵⁵				
1495-5									
4090-5					ɕ i ⁵⁵				
4802-5					x a ⁵⁵				
1764-5					z ɯ̃ ³³				
3270-5					m ɛ ³³				
1884-5					k a ⁴²				
1203-5					k ɯ ⁵⁵				
6645-5					w ẽ ⁵⁵				
608-5									
2889-5									
5350-5									
6158-5									
4306-5					s o ³¹				
4891-5					k ɤ ³¹				
6436-5					q ɔ̃ ³³				
6213-5					s a ⁴⁴				
2320-5					ɕ i ³³				
5253-5					f ʊ ³³				
5108-5									
4100-5									
6018-5									
1352-5					ɴ ɔ ³¹				
4228-5					p a ⁴⁴				
4247-5									
5263-6						x e ³⁵			
452-6						t ɯ ²¹			
4342-6						t ɯ ²¹			
4344-6									
5487-6						t ɯ ²¹			
1401-6									
6496-6									
1064-6						l a ³⁵			
1065-6						z a ²¹			
6617-6						t ɔ ²¹			
4367-6						t a ²¹			
4378-6						ɕ y ³⁵			
4379-6						l i ³⁵			
3984-6						s e ³³			
5086-6									
3333-6						s e ³²			
2226-6						x ɔ ³⁵			
2373-6									
2363-6						s o ⁵⁵			
672-6									
673-6						k ɯ ³¹			
2690-6						p ɔ ²¹			
6337-6						p a ⁴⁴			
6319-6									
2617-6						s ɿ ³³			
2066-6						s ɿ ³³			
2094-6						s ɿ ³³			
2096-6						k e ⁴⁴			
798-6						p a ³²			
6668-6						ɕ y ³³			
4028-6						t e ⁴⁴			
6555-6									
2281-6						k o ⁴⁴			
701-6									
628-6									
3096-6									
3021-6						t o ²¹			
2708-6						ɕ i ³⁵			
3462-6						k a ³⁵			
1932-6						s ɿ ³³			
6469-6						s ɿ ³³			
4454-6						ɲ i ²¹			
4455-6						k a ³⁵			
6926-6						n ɤ ²¹			
6927-6						ɲ i ²¹			
3916-6						m o ³³			
6822-6						n i ²¹			
5417-6									
1959-6						x a ²¹			
1960-6						t ɤ ³⁵			
2899-6						x ɔ ²¹			
3651-6						s ɿ ²¹			
811-6						k u ²¹			
1633-6						m e ²¹			
1775-6						k u ³¹			
5801-6						k ɛ ³²			
4769-6						l ɔ ²¹			
3720-6						k a ³⁵			
6446-6						m e ³³			
1255-6									
3595-6						ɲ i ⁴⁴			
1600-6						p e ⁴⁴			
242-6									
3739-6						k ɛ ²¹			
5984-6						a c ²¹			
838-6						s o ³⁵			
839-6						t o ²¹			
3149-6						j i ³⁵			
2829-6									
4602-6									
5225-6						l o ²¹			
3933-6						s ɤ ³²			
5763-6									
2134-6						ɕ i ³⁵			
5724-6						t ɯ ³⁵			
5704-6						t o ²¹			
5705-6									
5037-6									
5038-6						t a ³⁵			
4332-6									
5447-6									
3702-6						s ɿ ²¹			
1549-6						s ɯ ²¹			
2394-6						k u ³³			
1-6						w e ³²			
2947-6						t ɯ ²¹			
4653-6						k ɛ ³²			
4989-6						k ɛ ³²			
3749-6						j o ⁴⁴			
3452-6									
598-6						ŋ a ³²			
638-6									
2819-6						p o ⁴⁴			
4477-6									
4487-6									
4666-6									
5661-6						t a ³¹			
4923-6						c ɛ ³²			
4913-6						k ɯ ²¹			
1143-6						m ɛ ⁵⁵			
4864-6						ɕ a ³⁵			
3184-6						s ɯ ³³			
4591-6									
1431-6						s e ⁴⁴			
3323-6						k a ³⁵			
6709-6						t i ⁴⁴			
903-6						m ɛ ³²			
5098-6						k ɯ ²¹			
5994-6						k a ³⁵			
6971-6									
763-6									
691-6									
