COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1549-1	s ɛ ³¹								
2394-1	k - ɤ ³³								
1-1	w e ⁴²								
2947-1	t - ɯ ²¹								
4653-1	k - ɛ ⁴²								
4988-1	- ɯ ⁴²								
4989-1	k - ɛ ⁴²								
3749-1	j ɤ ⁴⁴								
3452-1	tɕʰ ɛ ⁵⁵								
1666-1	- ɯ ³³								
598-1	ŋ a ⁴⁴								
638-1	pʰ ɯ ⁵⁵								
2819-1	p ɤ ⁴⁴								
4477-1	kʰ w a ⁴⁴								
4487-1	ts ɿ ⁴²								
5661-1	t a ⁴²								
4923-1	ts ɛ ⁴²								
4913-1	k ɯ ²¹								
1143-1	m ɛ ⁴⁴								
4864-1	ɕ a ³⁵								
3184-1	s ɯ ³³								
4591-1	ts ɔ ⁴⁴								
1431-1	s ɛ ⁴⁴								
3323-1	kʰ e ⁵⁵								
6709-1	ts ɯ ⁴⁴								
903-1	m ɛ ⁴²								
5098-1	k ɯ ²¹								
5994-1	k a ³⁵								
6971-1	s w a ⁴⁴								
763-1	ts ɯ ³⁵								
691-1	x w a ⁴⁴								
1083-1	t - u ⁴²								
1421-1	k - ɛ ⁴²								
6699-1	t - ɯ ⁴²								
2628-1	s ɔ ⁵⁵								
1696-1	x ɔ ³¹								
6179-1	k - ɛ ⁵⁵								
6180-1	ts ɿ ⁵⁵								
6658-1	s e ³³								
1231-1	s - u ³¹								
4265-1	kʰ ɯ ⁵⁵								
2787-1	ts ɔ ²¹								
3247-1	ts ɿ ⁵⁵								
252-1	t a ³⁵								
6004-1	k a ³¹								
4728-1	s - a ⁴⁴								
5263-2		x e ⁵⁵							
452-2		t - ɯ ²¹							
4342-2		t - ɯ ²¹							
4344-2		tsʰ ɯ ³¹							
5487-2		t - ɯ ²¹							
1401-2		pʰ ɔ ⁴⁴							
6496-2		tsʰ ɯ ³¹							
1064-2		l a ³⁵							
1065-2		ts ɿ ³¹							
6617-2		t - ɔ ²¹							
4367-2		t a ²¹							
4378-2		ɕ e ⁵⁵							
4379-2		l i ⁵⁵							
3984-2		s ɛ ³³							
5086-2		tsʰ ɤ ³³							
3333-2		s e ⁴⁴							
2226-2		x - o ³⁵							
2373-2		kʰ - ɔ ³³							
2363-2		s ɔ ⁵⁵							
672-2		tsʰ ɿ ⁵⁵							
673-2		k ɯ ²¹							
2690-2		p o ²¹							
6337-2		p a ⁴⁴							
6319-2		ts e ⁴²							
2617-2		s ɯ ³³							
2066-2		s ɯ ³³							
2094-2		s ɯ ³³							
2096-2		k - ɛ ⁴⁴							
798-2		p a ⁴²							
6668-2		ɕ e ³³							
4028-2		t e ⁴⁴							
6555-2		k w a ⁴⁴							
2281-2		k u ⁴⁴							
701-2		k w a ⁴⁴							
628-2		s w a ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts ɔ ²¹							
2708-2		ɕ i ⁵⁵							
3462-2		k a ³⁵							
1932-2		s ɿ ³³							
6469-2		s ɿ ³¹							
4454-2		ɲ i ²¹							
4455-2		k ɛ ³⁵							
6926-2		ɲ ɤ ³³							
6927-2		ɲ i ²¹							
3916-2		m ɔ ³³							
6822-2		ɲ i ³¹							
5417-2		ts ɿ ³³							
1959-2		x a ³¹							
1960-2		t ɤ ³⁵							
2899-2		x ɔ ²¹							
3651-2		ts ɿ ³³							
811-2		k - u ²¹							
1633-2		m e ²¹							
1775-2		k ɤ ²¹							
5801-2		k - ɛ ⁴²							
4769-2		l ɔ ³¹							
3720-2		k a ³⁵							
6446-2		m e ³³							
1255-2		pʰ ɛ ⁵⁵							
3595-2		ɲ i ⁴⁴							
1600-2		p e ³³							
242-2		ts ɿ ³⁵							
3739-2		k - ɛ ²¹							
5984-2		ts ɔ ²¹							
838-2		s o ³⁵							
839-2		t o ²¹							
2829-2		ts ɔ ²¹							
4602-2		tɕ i ³⁵							
5225-2		l ɔ ²¹							
3933-2		s ɤ ⁴²							
5763-2		ts o ⁴²							
2134-2		ɕ i ⁵⁵							
5724-2		t ɯ ³⁵							
5704-2		ts u ⁴²							
5705-2		kʰ w e ⁵⁵							
5037-2		tɕ i ²¹							
5038-2		t a ³⁵							
4332-2		ts ɿ ³³							
5447-2		tsʰ ɛ ⁵⁵							
3702-2		s ɿ ³¹							
1549-2		z ɿ ³¹							
2394-2		k - ɤ ³³							
1-2		w e ⁴²							
2947-2		tɕ - ɯ ³¹							
4653-2		k - ɛ ⁴²							
4988-2		- ɯ ⁴²							
4989-2		k - ɛ ⁴²							
3749-2		j o ⁴⁴							
3452-2		tɕʰ ɛ ⁵⁵							
1666-2		- ɯ ³³							
598-2		ŋ a ⁴⁴							
638-2		pʰ ɯ ⁵⁵							
2819-2		p o ⁴⁴							
4477-2		kʰ w a ⁴⁴							
4487-2		ts ɿ ⁴²							
5661-2		t a ⁴²							
4923-2		ts ɛ ⁴²							
4913-2		k ɯ ²¹							
1143-2		m ɛ ⁴⁴							
4864-2		ɕ a ³⁵							
3184-2		s ɯ ³³							
4591-2		ts ɔ ⁴⁴							
1431-2		s ɛ ⁴⁴							
3323-2		kʰ e ⁵⁵							
6709-2		ts ɯ ⁵⁵							
903-2		m ɛ ⁴²							
5098-2		k ɯ ²¹							
5994-2		k a ³⁵							
6971-2		s w a ⁴⁴							
763-2		ts ɯ ³⁵							
691-2		x w a ⁴⁴							
1083-2		t - o ⁴²							
1421-2		k - ɛ ⁴²							
6699-2		t - ɯ ⁴²							
2628-2		s ɔ ⁵⁵							
1696-2		x ɔ ³¹							
6179-2		k - ɛ ⁵⁵							
6180-2		ts ɿ ⁵⁵							
6658-2		s e ³³							
1231-2		s ɤ ³¹							
4265-2		kʰ ɯ ⁵⁵							
2787-2		ts ɔ ²¹							
3247-2		ts ɿ ⁵⁵							
252-2		t a ³⁵							
6004-2		k a ³¹							
4728-2		s a ⁵⁵							
5263-3			x e ⁵⁵						
452-3			t - ɯ ²¹						
4342-3			t - ɯ ²¹						
4344-3			tsʰ ɯ ³¹						
5487-3			t - ɯ ²¹						
1401-3			pʰ ɔ ⁴⁴						
6496-3			tsʰ ɯ ³¹						
1064-3			l a ³⁵						
1065-3			ts ɿ ³¹						
6617-3			t - ɔ ²¹						
4367-3			t a ²¹						
4378-3			ɕ y ⁵⁵						
4379-3			l i ⁵⁵						
3984-3			s ɛ ³³						
5086-3			ts - ɤ ³³						
3333-3			s e ⁴⁴						
2226-3			x - ɔ ³⁵						
2373-3			kʰ - ɔ ³³						
2363-3			s ɔ ⁵⁵						
672-3			tsʰ ɿ ⁵⁵						
673-3			k ɯ ²¹						
2690-3			p ɔ ²¹						
6337-3			p a ⁴⁴						
6319-3			ts e ⁴²						
2617-3			s ɯ ³³						
2066-3			s ɯ ³³						
2094-3			s ɯ ³³						
2096-3			k - ɛ ⁴⁴						
798-3			p a ⁴²						
6668-3			ɕ y ³³						
4028-3			t e ⁴⁴						
6555-3			k w a ⁴⁴						
2281-3			k ɔ ⁴⁴						
701-3			k w a ⁴⁴						
628-3			s w a ⁴⁴						
3096-3			ts ɿ ³³						
3021-3			ts o ²¹						
2708-3			ɕ i ⁵⁵						
3462-3			k a ³⁵						
1932-3			s ɿ ³³						
6469-3			s ɿ ³¹						
4454-3			ɲ i ²¹						
4455-3			k ɛ ³⁵						
6926-3			ɲ ɤ ³³						
6927-3			ɲ i ²¹						
3916-3			m ɔ ³³						
6822-3			- ɲ i ²¹						
5417-3			ts ɿ ³³						
1959-3			x a ³¹						
1960-3			t - ɤ ³⁵						
2899-3			x ɔ ³¹						
3651-3			ts ɿ ³³						
811-3			k - u ²¹						
1633-3			m e ²¹						
1775-3			k ɤ ³¹						
5801-3			k - ɛ ⁴²						
4769-3			l ɔ ³¹						
3720-3			k a ³⁵						
6446-3			m e ³³						
1255-3			pʰ ɛ ⁵⁵						
3595-3			ɲ i ⁴⁴						
1600-3			p e ³³						
242-3			ts ɿ ³⁵						
3739-3			k - ɛ ²¹						
5984-3			ts ɔ ²¹						
838-3			s ɔ ³⁵						
839-3			t ɔ ²¹						
2829-3			ts - ɔ ²¹						
4602-3			tɕ i ³⁵						
5225-3			l ɔ ²¹						
3933-3			s - ɤ ⁴²						
5763-3			ts ɔ ⁴²						
2134-3			ɕ i ⁵⁵						
5724-3			t ɯ ³⁵						
5704-3			ts o ⁴²						
5705-3			kʰ w e ⁵⁵						
5037-3			tɕʰ i ³¹						
5038-3			t a ³⁵						
4332-3			ts ɿ ³³						
5447-3			tsʰ ɛ ⁵⁵						
3702-3			s ɿ ³¹						
1549-3			s ɿ ²¹						
2394-3			k - ɤ ³³						
1-3			w e ⁴²						
2947-3			tɕ - ɯ ³¹						
4653-3			k - ɛ ⁴²						
4988-3			- ɯ ⁴²						
4989-3			k - ɛ ³²						
3749-3			j ɔ ⁴⁴						
3452-3			tɕʰ ɛ ⁵⁵						
1666-3			- ɯ ³³						
598-3			ŋ a ⁴⁴						
638-3			pʰ ɯ ⁵⁵						
2819-3			p ɔ ⁴⁴						
4477-3			kʰ w a ⁴⁴						
4487-3			ts ɿ ⁴²						
5661-3			t a ⁴²						
4923-3			ts ɛ ³²						
4913-3			k ɯ ²¹						
1143-3			m ɛ ⁴⁴						
4864-3			ɕ a ³⁵						
3184-3			s ɯ ³³						
4591-3			ts ɔ ⁴⁴						
1431-3			s ɛ ⁴⁴						
3323-3			kʰ e ⁵⁵						
6709-3			ts ɯ ⁴⁴						
903-3			m ɛ ⁴²						
5098-3			k ɯ ²¹						
5994-3			k a ³⁵						
6971-3			s w a ⁴⁴						
763-3			ts ɯ ³⁵						
691-3			x w a ⁴⁴						
1083-3			t - ɔ ³²						
1421-3			k - ɛ ⁴²						
6699-3			t - ɯ ³²						
2628-3			s ɔ ⁵⁵						
1696-3			x ɔ ³¹						
6179-3			k - ɛ ⁵⁵						
6180-3			ts ɿ ⁵⁵						
6658-3			s e ³³						
1231-3			s - ɤ ³¹						
4265-3			kʰ ɯ ⁵⁵						
2787-3			ts ɔ ²¹						
3247-3			ts ɿ ⁵⁵						
252-3			t a ³⁵						
6004-3			k a ³¹						
4728-3			s - a ⁴⁴						
5263-4				x e ⁵⁵					
452-4				t ɯ ³¹					
4342-4				t ɯ ³¹					
4344-4				tsʰ ɯ ³¹					
5487-4				t ɯ ³¹					
1401-4				pʰ ɔ ⁴⁴					
6496-4				tsʰ ɯ ³¹					
1064-4				l a ³⁵					
1065-4				ts ɿ ³¹					
6617-4				t ɔ ²¹					
4367-4				t a ²¹					
4378-4				ɕ y ⁵⁵					
4379-4				l i ⁵⁵					
3984-4				s ɛ ³³					
5086-4				ts - ɤ ³³					
3333-4				s e ⁴⁴					
2226-4				x - o ³⁵					
2373-4				kʰ - ɔ ³³					
2363-4				s ɔ ⁵⁵					
672-4				tsʰ ɿ ⁵⁵					
673-4				k ɯ ³¹					
2690-4				p ɔ ²¹					
6337-4				p a ⁴⁴					
6319-4				ts e ⁴²					
2617-4				s ɯ ³³					
2066-4				s ɯ ³³					
2094-4				s ɯ ³³					
2096-4				k - ɛ ⁴⁴					
798-4				p a ⁴²					
6668-4				ɕ y ³³					
4028-4				t e ⁴⁴					
6555-4				k w a ⁴⁴					
2281-4				k o ⁴⁴					
701-4				k w a ⁴⁴					
628-4				s w a ⁴⁴					
3096-4				ts ɿ ³³					
3021-4				ts o ²¹					
2708-4				ɕ i ⁵⁵					
3462-4				k a ⁵⁵					
1932-4				s ɿ ³³					
6469-4				s ɿ ³¹					
4454-4				ɲ i ²¹					
4455-4				k ɛ ³⁵					
6926-4				ɲ ɤ ³³					
6927-4				ɲ i ²¹					
3916-4				m ɔ ³³					
6822-4				- ɲ i ³¹					
5417-4				ts ɿ ³³					
1959-4				x ɔ ³¹					
1960-4				t - ɤ ³⁵					
2899-4				x ɔ ²¹					
3651-4				ts ɿ ³³					
811-4				k u ²¹					
1633-4				m e ²¹					
1775-4				k ɤ ²¹					
5801-4				k - ɛ ³²					
4769-4				l ɔ ³¹					
3720-4				k a ³⁵					
6446-4				m e ³³					
1255-4				pʰ ɛ ⁵⁵					
3595-4				ɲ i ⁴⁴					
1600-4				p e ³³					
242-4				ts ɿ ³⁵					
3739-4				k - ɛ ²¹					
5984-4				ts ɔ ²¹					
838-4				s ɔ ³⁵					
839-4				t ɔ ²¹					
2829-4				ts - ɤ ²¹					
4602-4				tɕ i ³⁵					
5225-4				l ɔ ²¹					
3933-4				s - ɤ ³²					
5763-4				ts ɔ ⁴²					
2134-4				ɕ i ⁵⁵					
5724-4				t ɯ ³⁵					
5704-4				ts o ⁴²					
5705-4				kʰ w e ⁵⁵					
5037-4				tɕ i ²¹					
5038-4				t a ³⁵					
4332-4				ts ɿ ³³					
5447-4				tsʰ ɛ ⁵⁵					
3702-4				s ɿ ³¹					
1549-4				z ɿ ²¹					
2394-4				k - ɤ ³³					
1-4				w e ⁴²					
2947-4				t ɯ ²¹					
4653-4				k - ɛ ³²					
4988-4				- ɯ ⁴²					
4989-4				k - ɛ ³²					
3749-4				j ɔ ⁴⁴					
3452-4				tɕʰ ɛ ⁵⁵					
1666-4				- ɯ ³³					
598-4				ŋ a ⁴⁴					
638-4				pʰ ɯ ⁵⁵					
2819-4				p ɔ ⁴⁴					
4477-4				kʰ w a ⁴⁴					
4487-4				ts ɿ ⁴²					
5661-4				t a ⁴²					
4923-4				ts ɛ ³²					
4913-4				k ɯ ²¹					
1143-4				m ɛ ⁴⁴					
4864-4				ɕ a ³⁵					
3184-4				s ɯ ³³					
4591-4				ts ɔ ⁴⁴					
1431-4				s ɛ ⁴⁴					
3323-4				kʰ e ⁵⁵					
6709-4				ts ɯ ⁴⁴					
903-4				m ɛ ⁴²					
5098-4				k ɯ ²¹					
5994-4				k a ³⁵					
6971-4				s w a ⁴⁴					
763-4				ts ɯ ³⁵					
691-4				x w a ⁴⁴					
1083-4				t - ɔ ⁴²					
1421-4				k - ɛ ³²					
6699-4				t ɯ ³²					
2628-4				s ɔ ⁵⁵					
1696-4				x ɔ ³¹					
6179-4				k - ɛ ⁵⁵					
6180-4				ts ɿ ⁵⁵					
6658-4				s e ³³					
1231-4				s - ɤ ³¹					
4265-4				kʰ ɯ ⁵⁵					
2787-4				ts o ²¹					
3247-4				ts ɿ ⁵⁵					
252-4				t a ³⁵					
6004-4				k a ³¹					
4728-4				s - a ⁵⁵					
5263-5					x e ⁵⁵				
452-5					t - ɯ Ø				
4342-5					t - ɯ Ø				
4344-5					ts ɯ ³¹				
5487-5					t - ɯ Ø				
1401-5					Ø ɔ ⁴⁴				
6496-5					ts ɯ ³¹				
1064-5					t a ³⁵				
1065-5					ts ɿ ³³				
6617-5					t - ɔ ²¹				
4367-5					t a ²¹				
4378-5					s Ø ⁵⁵				
4379-5					t i ⁵⁵				
3984-5					Ø ɛ ³³				
5086-5					ts - i ³³				
3333-5					Ø e ⁴⁴				
2226-5					x - ɔ ³⁵				
2373-5					kʰ - ɔ ³³				
2363-5					Ø ɔ ⁵⁵				
672-5					ts ɛ ⁵⁵				
673-5					k ɯ ³¹				
2690-5					p ɔ ²¹				
6337-5					p a ⁴⁴				
6319-5					ts e ⁴²				
2617-5					Ø ɯ ³³				
2066-5					Ø ɯ ³³				
2094-5					Ø ɯ ³³				
2096-5					k - ɛ ⁴⁴				
798-5					p a ⁴²				
6668-5					s Ø ³³				
4028-5					t e ⁴⁴				
6555-5					k w a ⁴⁴				
2281-5					k o ⁴⁴				
701-5					k w a ⁴⁴				
628-5					s w a ⁴⁴				
3096-5					ts ɿ ³³				
3021-5					ts ɔ ²¹				
2708-5					s i ⁵⁵				
3462-5					k a ⁵⁵				
1932-5					Ø ɿ ³³				
6469-5					s ɔ Ø				
4454-5					ɲ i ²¹				
4455-5					k ɛ ³⁵				
6926-5					ɲ ɤ ³³				
6927-5					ɲ i ²¹				
3916-5					m ɔ ³³				
6822-5					- ɲ i ²¹				
5417-5					ts ɿ ³³				
1959-5					x a ³¹				
1960-5					t - i ⁵⁵				
2899-5					x ɔ ²¹				
3651-5					ts ɿ ³³				
811-5					k - ɤ ²¹				
1633-5					m ɛ ²¹				
1775-5					k ɤ Ø				
5801-5					k - ɛ ⁴²				
4769-5					t ɔ ³¹				
3720-5					k a ³⁵				
6446-5					m e ³³				
1255-5					Ø ɛ ⁵⁵				
3595-5					ɲ i ⁴⁴				
1600-5					p e ³³				
242-5					ts ɿ ³⁵				
3739-5					k - ɛ ²¹				
5984-5					ts ɔ ²¹				
838-5					s o ³⁵				
839-5					t ɔ ²¹				
2829-5					ts - ɤ ²¹				
4602-5					tɕ i ³⁵				
5225-5					t ɔ ²¹				
3933-5					Ø - ɤ ³²				
5763-5					ts ɔ ³²				
2134-5					s i ⁵⁵				
5724-5					t ɯ ³⁵				
5704-5					ts o ⁴²				
5705-5					kʰ w e ⁵⁵				
5037-5					Ø i ²¹				
5038-5					t a ³⁵				
4332-5					ts ɿ ³³				
5447-5					ts ɛ ⁵⁵				
3702-5					Ø ɿ ³¹				
1549-5					s ɛ ²¹				
2394-5					k - ɤ ³³				
1-5					w e ⁴²				
2947-5					t - ɯ Ø				
4653-5					k - ɛ ³²				
4988-5					- ɯ ⁴²				
4989-5					k - ɛ ³²				
3749-5					j o ⁴⁴				
3452-5					k ɛ ⁵⁵				
1666-5					- ɯ ³³				
598-5					ŋ a ⁴⁴				
638-5					Ø ɯ ⁵⁵				
2819-5					p o ⁴⁴				
4477-5					kʰ w a ⁴⁴				
4487-5					ts ɿ ⁴²				
5661-5					t a ⁴²				
4923-5					ts a ⁴²				
4913-5					k ɯ ²¹				
1143-5					m ɛ ⁴⁴				
4864-5					s a ³⁵				
3184-5					Ø ɯ ³³				
4591-5					ts ɔ ⁴⁴				
1431-5					Ø ɛ ⁴⁴				
3323-5					kʰ e ⁵⁵				
6709-5					ts ɯ ⁴⁴				
903-5					m ɛ ⁴²				
5098-5					k ɯ ²¹				
5994-5					k a ³⁵				
6971-5					s w a ⁴⁴				
763-5					ts ɯ ³⁵				
691-5					x w a ⁴⁴				
1083-5					t - ɔ ⁴²				
1421-5					k - ɛ ⁴²				
6699-5					t - ɯ ⁴²				
2628-5					s ɔ ⁵⁵				
1696-5					x ɔ ³¹				
6179-5					k - ɛ ⁵⁵				
6180-5					ts ɿ ⁵⁵				
6658-5					s e ³³				
1231-5					s - ɔ ³¹				
4265-5					kʰ ɯ ⁵⁵				
2787-5					ts ɔ ²¹				
3247-5					ts ɿ ⁵⁵				
252-5					t a ³⁵				
6004-5					k a ³¹				
4728-5					s - a ⁵⁵				
5263-6						x e ⁵⁵			
452-6						t - ɯ ²¹			
4342-6						t - ɯ ²¹			
4344-6						tsʰ ɯ ³¹			
5487-6						t - ɯ ²¹			
1401-6						pʰ ɔ ⁴⁴			
6496-6						tsʰ ɯ ³¹			
1064-6						n a ³⁵			
1065-6						ts ɿ ³¹			
6617-6						t - ɔ ²¹			
4367-6						t a ²¹			
4378-6						ɕ y ⁵⁵			
4379-6						Ø i ⁵⁵			
3984-6						s ɛ ³³			
5086-6						ts - ɤ ³³			
3333-6						s e ⁴⁴			
2226-6						x - ɔ ³⁵			
2373-6						kʰ - ɔ ³³			
2363-6						s o ⁵⁵			
672-6						tsʰ ɿ ⁵⁵			
673-6						k ɯ ³¹			
2690-6						p ɔ ²¹			
6337-6						p a ⁴⁴			
6319-6						ts e ⁴²			
2617-6						s ɯ ³³			
2066-6						s ɯ ³³			
2094-6						s ɯ ³³			
2096-6						k ɛ ⁴⁴			
798-6						p a ⁴²			
6668-6						ɕ y ³³			
4028-6						t e ⁴⁴			
6555-6						k w a ⁴⁴			
2281-6						k ɔ ⁴⁴			
701-6						k w a ⁴⁴			
628-6						s w a ⁴⁴			
3096-6						ts ɿ ³³			
3021-6						ts o ²¹			
2708-6						ɕ i ⁵⁵			
3462-6						k a ³⁵			
1932-6						s ɿ ³³			
6469-6						s ɿ ³¹			
4454-6						ɲ i ²¹			
4455-6						k ɛ ³⁵			
6926-6						ɲ ɤ ³³			
6927-6						ɲ i ²¹			
3916-6						m ɔ ³³			
6822-6						- ɲ i ²¹			
5417-6						ts ɿ ³³			
1959-6						x a ³¹			
1960-6						t - ɤ ⁵⁵			
2899-6						x ɔ ²¹			
3651-6						ts ɿ ³³			
811-6						k - u ²¹			
1633-6						m e ²¹			
1775-6						k ɤ ³¹			
5801-6						k ɛ ⁴²			
4769-6						Ø ɔ ³¹			
3720-6						k a ³⁵			
6446-6						m e ³³			
1255-6						pʰ ɛ ⁵⁵			
3595-6						ɲ i ⁴⁴			
1600-6						p e ³³			
242-6						ts ɿ ³⁵			
3739-6						k ɛ ²¹			
5984-6						ts ɔ ²¹			
838-6						s o ³⁵			
839-6						t ɔ ²¹			
2829-6						ts - ɤ ²¹			
4602-6						tɕ i ³⁵			
5225-6						Ø ɔ ²¹			
3933-6						s - ɤ ⁴²			
5763-6						ts ɔ ⁴²			
2134-6						ɕ i ⁵⁵			
5724-6						t ɯ ³⁵			
5704-6						ts o ⁴²			
5705-6						kʰ w e ⁵⁵			
5037-6						tɕʰ i ³¹			
5038-6						t a ³⁵			
4332-6						ts ɿ ³³			
5447-6						tsʰ ɛ ⁵⁵			
3702-6						s ɿ ³¹			
1549-6						z ɛ ³¹			
2394-6						k - ɤ ³³			
1-6						w e ⁴²			
2947-6						t - ɯ ²¹			
4653-6						k ɛ ⁴²			
4988-6						- ɯ ⁴²			
4989-6						k ɛ ⁴²			
3749-6						j ɔ ⁴⁴			
3452-6						tɕʰ ɛ ⁵⁵			
1666-6						- ɯ ³³			
598-6						ŋ a ⁴⁴			
638-6						pʰ ɯ ⁵⁵			
2819-6						p ɤ ⁴⁴			
4477-6						kʰ w a ⁴⁴			
4487-6						ts ɿ ⁴²			
5661-6						t a ⁴²			
4923-6						ts ɛ ⁴²			
4913-6						k ɯ ²¹			
1143-6						m ɛ ⁴⁴			
4864-6						ɕ a ³⁵			
3184-6						s ɯ ³³			
4591-6						ts ɔ ⁴⁴			
1431-6						s ɛ ⁴⁴			
3323-6						kʰ e ⁵⁵			
6709-6						ts ɯ ⁴⁴			
903-6						m ɛ ³²			
5098-6						k ɯ ²¹			
5994-6						k a ³⁵			
6971-6						s w a ⁴⁴			
763-6						ts ɯ ³⁵			
691-6						x w a ⁴⁴			
1083-6						t - ɔ ⁴²			
1421-6						k ɛ ⁴²			
6699-6						t - ɯ ⁴²			
2628-6						s o ⁵⁵			
1696-6						x ɔ ³¹			
6179-6						k ɛ ⁵⁵			
6180-6						ts ɿ ⁵⁵			
6658-6						s e ³³			
1231-6						s - ɤ ³¹			
4265-6						kʰ ɯ ⁵⁵			
2787-6						ts ɔ ²¹			
3247-6						ts ɿ ⁵⁵			
252-6						t a ³⁵			
6004-6						k a ³¹			
4728-6						s - a ⁵⁵			
5263-7							x e ⁵⁵		
452-7							t - ɯ ²¹		
4342-7							t - ɯ ²¹		
4344-7							tsʰ ɯ ²¹		
5487-7							t - ɯ ²¹		
1401-7							pʰ ɔ ⁴⁴		
6496-7							tsʰ ɯ ³¹		
1064-7							l a ³⁵		
1065-7							ts ɿ ³¹		
6617-7							t - ɔ ²¹		
4367-7							t a ²¹		
4378-7							ɕ u ⁵⁵		
4379-7							l i ⁵⁵		
3984-7							s ɛ ³³		
5086-7							ts - ɤ ³³		
3333-7							s e ⁴⁴		
2226-7							x - ɔ ³⁵		
2373-7							kʰ - ɔ ³³		
2363-7							s ɔ ⁵⁵		
672-7							tsʰ ɿ ⁵⁵		
673-7							k ɯ ³¹		
2690-7							p ɔ ²¹		
6337-7							p a ⁴⁴		
6319-7							ts e ⁴²		
2617-7							s ɯ ³³		
2066-7							s ɯ ³³		
2094-7							s ɯ ³³		
2096-7							k - ɛ ⁴⁴		
798-7							p a ⁴²		
6668-7							ɕ u ³³		
4028-7							t e ⁴⁴		
6555-7							k w a ⁴⁴		
2281-7							k o ⁴⁴		
701-7							k w a ⁴⁴		
628-7							s w a ⁴⁴		
3096-7							ts ɿ ³³		
3021-7							ts o ²¹		
2708-7							ɕ i ³⁵		
3462-7							k a ³⁵		
1932-7							s ɿ ³³		
6469-7							s ɿ ³¹		
4454-7							ɲ i ²¹		
4455-7							k ɛ ³⁵		
6926-7							ɲ ɤ ³³		
6927-7							ɲ i ²¹		
3916-7							m ɔ ³³		
6822-7							- ɲ i ²¹		
5417-7							ts ɿ ³³		
1959-7							x ɔ ³¹		
1960-7							t - ɤ ⁵⁵		
2899-7							x ɔ ²¹		
3651-7							ts ɿ ³³		
811-7							k - u ²¹		
1633-7							m e ²¹		
1775-7							k ɤ ³¹		
5801-7							k - ɛ ⁴²		
4769-7							l ɔ ³¹		
3720-7							k a ³⁵		
6446-7							m e ³³		
1255-7							pʰ ɛ ⁵⁵		
3595-7							ɲ i ⁴⁴		
1600-7							p e ³³		
242-7							ts ɿ ³⁵		
3739-7							k - ɛ ²¹		
5984-7							ts ɔ ²¹		
838-7							s ɔ ³⁵		
839-7							t ɔ ²¹		
