COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2247-5					g e											
4677-5					k a											
5162-5					k a											
5406-5					g a											
359-5					k a r a											
1577-5					k a											
2196-5					k a n											
2230-5					k a											
3605-5					k a n i											
3866-5					k a											
4553-5					g e											
4822-5					k a											
5254-5					d u l ɛ											
1356-5					k a											
1881-5					n ɛ											
2084-5					k a											
2420-5					k a											
3218-5					k a											
3372-5					k a n											
3718-5					k a											
4135-5					k a											
4694-5					k a											
2476-5					k ɔ											
2842-5					k a											
3719-5					i n i											
4081-5					k a n											
5514-5					d o n i											
260-5					k a											
385-5					ɛ m b ɛ											
890-5					k a n											
1703-5					k a											
1769-5					k a											
2735-5					d i n a											
4591-5					k a											
5301-5					k a											
63-5					k a											
296-5					k a											
463-5					b e											
762-5					b a n i											
1788-5					s iː											
3219-5					k a											
4120-5					k a											
4759-5					n e											
4960-5					g a n											
5059-5					k a											
5549-5					k a											
5771-5					j u l e											
5905-5					k a											
5938-5					k a n i											
1415-5					k a											
1542-5					b e											
1898-5					g a											
2551-5					k a											
2957-5					i n											
3048-5					b e											
4402-5					d a											
5081-5					p i n i											
6006-5					b e											
135-5					i n											
194-5					b e											
716-5					j ɔː											
2083-5					k a n i											
2618-5					k u l ɛ											
2880-5					k u n d a											
3113-5					k a											
3136-5					k a											
3405-5					i b ɛ											
3572-5					d a											
4535-5					s ɛ											
5751-5					i n											
851-5					g a											
2179-5					b e											
2351-5					b e											
2496-5					b e											
3448-5					k a											
4781-5					k a											
4921-5					s a b a											
196-5					k ɔ l ɛ											
789-5					k a r a											
931-5					k a											
1298-5					k a n i											
2145-5					g a											
3639-5					k a											
3977-5					n o n i											
3978-5					n i g e											
4260-5					k a											
715-6						k a										
1089-6						n a										
1319-6						g o										
1398-6						g o										
1557-6						g o										
1626-6						k a										
1840-6						g o										
2247-6						g o										
4677-6						k a										
5162-6						g o										
5406-6						g o										
359-6						k a										
1577-6						g o										
2196-6						n a										
2230-6						g o										
2533-6						k a										
3605-6						g o										
4553-6						g o										
4822-6						k a										
5254-6						k a										
503-6						k a										
1356-6						k a										
1881-6						n iː										
2084-6						j ɛː										
2420-6						g o										
3218-6						g o										
3372-6						j ɛ										
3718-6						g o										
4135-6						k a										
4694-6						g o										
807-6						k a										
2320-6						k a										
2842-6						g o										
3719-6						k a										
4081-6						k a										
4313-6						j ɛ										
4460-6						g o										
5514-6						n d e										
5810-6						g o										
93-6						k a										
890-6						k a l										
1336-6						g o										
1703-6						k a										
4591-6						k a										
5605-6						k a										
63-6						k a										
296-6						k a										
463-6						k a										
762-6						k a n										
3425-6						j ɛ										
4120-6						k a										
4423-6						k a										
4759-6						j ɛ										
4904-6						j ɛ										
4960-6						ŋ g o										
5125-6						k a										
5339-6						k a										
5771-6						g o										
5922-6						k a										
5938-6						g o										
483-6						g o										
1542-6						g o										
1683-6						g o										
2551-6						k a										
2957-6						k a n										
3048-6						g o										
4402-6						j										
5081-6						m o n d e										
5622-6						b ɛ ɛ										
650-6						g o										
716-6						j ɛː										
1152-6						g o										
1789-6						n a										
1862-6						g o										
2618-6						k a										
2880-6						ŋ g o										
2924-6						g o										
3136-6						k a										
3405-6						g o										
3811-6						j ɛː										
4535-6						g o										
4888-6						k a										
5751-6						g o										
2179-6						g o										
2442-6						n a										
3482-6						k a i										
4202-6						g o										
4781-6						k a										
4921-6						ŋ g o										
5982-6						g o										
408-6						j ɛ										
526-6						k a										
789-6						g o										
1298-6						g u b a										
1942-6						j										
2666-6						g o										
3015-6						k a										
3905-6						k a										
3977-6						d iː										
3978-6						ŋ g o										
4152-6						k a										
4334-6						g o										
4648-6						j ɛ										
715-7							d i									
1089-7							k ɔ									
1319-7							k ɔ									
1398-7							s u m o									
1557-7							k ɔ									
1626-7							k a									
1840-7							k ɔ									
2247-7							k ɔ									
4677-7							k a									
5162-7							k ɔ									
5406-7							t ɛː									
359-7							k ɔ									
1577-7							k ɔ									
2196-7							k ɔ									
2230-7							k ɔ									
2533-7							k a									
3605-7							k a									
3866-7							k ɔ									
4553-7							k ɔ									
4822-7							k a									
5254-7							k ɔ									
503-7							k ɔ									
1356-7							k a									
1881-7							n iː									
3372-7							k ɔ									
3718-7							k ɔ									
4135-7							k a									
4694-7							k ɔ									
807-7							k a									
2320-7							k a									
2476-7							k ɔ									
2842-7							k ɔ									
3719-7							j									
4081-7							k a									
4313-7							k a									
4460-7							s u m o									
5514-7							k ɔ									
5810-7							k a									
93-7							k a									
260-7							k a									
385-7							k a									
890-7							a r i									
1336-7							k ɔ									
1703-7							k a									
1769-7							k ɔ									
2162-7							b ɛ r i									
2635-7							k ɔ									
2735-7							k a									
3031-7							k ɔ									
4591-7							k ɔ									
5301-7							k ɔ									
5605-7							k a									
296-7							k a									
463-7							d e									
1432-7							k a									
1474-7							k ɔ									
1788-7							k ɔ									
2044-7							k a									
2713-7							ɔ n dʒ									
3425-7							k a									
4184-7							k a									
4423-7							k ɔ									
4629-7							k ɔ									
4759-7							k ɔ									
4904-7							b a s a									
4960-7							d u r o									
5059-7							t u n d i									
5125-7							k a									
5339-7							k a									
5549-7							g a									
5771-7							k ɔ									
5905-7							k ɔ									
5922-7							k a									
1-7							k a									
483-7							k a									
667-7							k a									
1542-7							n iː									
1683-7							k a									
1898-7							t ɛː									
2551-7							r̃ i									
2901-7							k ɔ									
2957-7							k ɔ									
3048-7							k ɔ									
3251-7							k a									
3885-7							k a									
4402-7							j a									
5081-7							k ɔ									
5622-7							r̃ i									
6006-7							k ɔ									
43-7							k a									
135-7							g u n d i									
158-7							s u m o									
194-7							b aː									
221-7							k a									
650-7							k a									
1152-7							k ɔ									
1374-7							k ɔ r ɔ									
1452-7							g a									
1862-7							t ɛː									
2083-7							k ɔ									
2108-7							n iː									
2880-7							ɔ n dʒ									
2924-7							k a									
2941-7							k ɔ									
3113-7							k a									
3136-7							k a									
3405-7							k ɔ									
3572-7							k a									
3751-7							k a									
3959-7							k a									
4066-7							k a									
4535-7							k ɔ									
5180-7							k a									
5583-7							g a									
5981-7							k a									
25-7							k a									
114-7							k ɔː									
702-7							r̃ i									
872-7							k a									
1941-7							k a									
2179-7							j iː									
2351-7							k a									
2496-7							j iː									
3588-7							k a									
4202-7							k a									
4609-7							k ɔ r ɔ									
4921-7							t a s a									
408-7							k ɔ									
526-7							k a									
545-7							ɔ r i									
978-7							t ɛː									
999-7							j									
1052-7							n aː									
1070-7							s u m o									
1942-7							j									
2456-7							k ɔ									
2514-7							a s i									
2666-7							s i s i									
2817-7							k a									
3300-7							ɛ r i									
3977-7							ɔ n dʒ									
3978-7							ɔ n dʒ									
4039-7							k a									
4152-7							k a									
4260-7							d i									
4278-7							t ɛː									
4648-7							j									
715-8								d o								
1089-8								n a								
1319-8								n a								
1398-8								k a n								
1557-8								l e								
1626-8								n a								
1840-8								k a n								
2247-8								g e								
4677-8								k e								
5162-8								e l e								
5406-8								k a n								
359-8								k a n								
1577-8								l e								
2196-8								k a n								
2230-8								n d a								
2533-8								k a e								
3605-8								k a n a								
3866-8								e l e								
4553-8								e l e								
4822-8								k e								
5254-8								d i l								
1881-8								u n u								
2084-8								b a w								
2420-8								k o l ɛ								
3218-8								p u l								
3372-8								b a m a								
3718-8								n a								
4694-8								k a n								
2320-8								k a n								
2476-8								k e								
2842-8								n dʒ								
3719-8								k a n								
4081-8								k a n								
4313-8								k a n								
5514-8								n d ɛ								
385-8								e l e								
1336-8								e l e								
1769-8								e l e								
2735-8								d a n a								
3031-8								d o								
4591-8								e l e								
5301-8								e l e								
63-8								n a								
1788-8								e l e								
2713-8								k r ɔ								
4120-8								n a								
4184-8								k a								
4759-8								n d a								
5059-8								k a n								
5771-8								d o								
5938-8								k a n								
629-8								e l e								
1415-8								e l e								
1898-8								u n u								
2551-8								l e								
2957-8								e n d i								
3048-8								e l e								
6006-8								k e								
135-8								n d ɔ								
716-8								b a								
1152-8								e l e								
2083-8								k a n								
2618-8								k o l ɛ								
2636-8								e								
2880-8								k u n a								
2941-8								k a n								
3405-8								b a m								
3811-8								l								
4535-8								n d a								
4888-8								ɔ n a								
5751-8								k a n								
851-8								e l e								
4202-8								k a n								
4781-8								d o								
4921-8								u n u								
196-8								k o l ɛ								
408-8								k a n								
789-8								g e								
1942-8								k a n								
2145-8								d o								
2456-8								e l e								
3639-8								l e								
3977-8								e l e								
3978-8								e l e								
4278-8								k ɛ r ɔ								
715-9									k u							
1089-9									n a							
1319-9									n u							
1398-9									s u							
1557-9									e r u							
1626-9									s u							
1840-9									t iː							
2247-9									t ɛː							
4677-9									k ɔ r ɔ							
5162-9									e r u							
5406-9									a n u							
359-9									k a							
1577-9									e r u							
2196-9									n a							
2230-9									n u							
2533-9									b a r a							
3605-9									b a s a							
3866-9									n u							
4553-9									n a							
4822-9									k ɛː							
5254-9									k a							
503-9									j ɔ							
1356-9									s u							
1881-9									n iː							
2084-9									a n u							
2420-9									k u							
3218-9									k u							
3372-9									n a							
3718-9									a l a							
4135-9									b a s a							
4694-9									k u							
807-9									k uː							
2320-9									k a							
2476-9									k o j							
2842-9									b ɛ							
4081-9									k a							
4313-9									n u							
4460-9									n u							
5810-9									k a							
93-9									k a							
260-9									t e r u							
385-9									e r u							
890-9									s u m							
1336-9									t e g u							
1703-9									j ɔ							
1769-9									e r u							
2162-9									o r u							
2635-9									n u							
2735-9									a l a							
3031-9									k o							
4591-9									b ɛ							
5301-9									k r u							
5605-9									t e g u							
63-9									k a							
296-9									g a s a							
463-9									e r u							
762-9									b a l a							
1432-9									k a							
1474-9									t iː							
1788-9									s u							
2044-9									d e m							
2713-9									g a dʒ a							
3219-9									k a							
3425-9									j ɔ							
4120-9									k a							
4184-9									n iː							
4423-9									d ɛ̃ː							
4629-9									n u							
4759-9									n iː							
4904-9									n u							
4960-9									b ɛ n							
4980-9									t iː							
5059-9									k u							
5125-9									n iː							
5339-9									a n u							
5549-9									l a a							
5771-9									n u w̃ ɔ							
5905-9									k a							
5922-9									k ɛ ɛ							
1-9									j ɔ							
483-9									k a							
629-9									d ɛː							
667-9									o r u							
1254-9									s u m							
1415-9									n u							
1542-9									n u							
1683-9									s u							
1898-9									e r u							
2551-9									e r u							
2901-9									e r u							
3251-9									b a a							
3885-9									t e r u							
4402-9									j ɔ							
5081-9									b ɛ							
5622-9									l aː							
43-9									s u							
158-9									e r u							
194-9									b ɛ							
221-9									ɛ s u							
716-9									j ɔ							
1374-9									k ɔ r ɔ							
1452-9									g a r a							
1789-9									n a							
1862-9									s u							
2108-9									n iː							
2618-9									a ŋ u							
2636-9									k							
2941-9									t ɛː							
3113-9									k a							
3136-9									j a l a							
3572-9									k ɔ r ɔ							
3811-9									a							
3959-9									k a							
4066-9									e r u							
4888-9									s a a a							
5180-9									n ɛ m							
5583-9									s a a							
5981-9									s a s a							
25-9									k a							
114-9									k a							
702-9									ɔ r ɔ							
851-9									n u							
872-9									ɛ m							
952-9									k aː							
1941-9									k ɛː							
2442-9									a ŋ							
3448-9									b ɛː							
3497-9									n a							
3588-9									k u							
4101-9									a l a							
4202-9									iː n							
4293-9									n u							
4520-9									k a							
4609-9									k ɔ r ɔ							
4740-9									d ɛ s u							
4921-9									s a a							
5982-9									k u							
978-9									b a s a							
1052-9									n iː							
1070-9									k u							
1942-9									k							
1989-9									n a							
2145-9									l a							
2306-9									k a							
2456-9									t iː							
2514-9									t iː							
2666-9									n u							
3132-9									k u							
3300-9									o r u							
3774-9									k a							
3976-9									n u							
4039-9									d ɛ̃ː							
4152-9									k j o							
4260-9									ɛ g ɛ							
4278-9									k ɛː							
4361-9									t iː							
4570-9									e r u							
715-10										b a						
1089-10										b a						
1319-10										b a						
1398-10										d oː						
1557-10										b a						
1626-10										b a						
1840-10										k a						
2247-10										k a						
4677-10										k a						
5162-10										b a						
5406-10										b a						
359-10										b a						
1577-10										b a						
2230-10										g i						
2533-10										b a						
3605-10										b a						
3866-10										b a						
4822-10										k a						
5254-10										b a						
503-10										k a						
1356-10										b a						
1881-10										b a						
2084-10										b a						
2420-10										k a						
3218-10										b a						
3372-10										b a						
4135-10										b a						
4694-10										g e						
807-10										k a						
2320-10										b a						
2476-10										j a						
2842-10										d ɔ						
3719-10										b a						
4081-10										b a						
4313-10										b a						
4460-10										b a						
5514-10										b a						
5810-10										b a						
93-10										k a						
260-10										b a						
385-10										d i						
890-10										b a r						
1336-10										k a						
1703-10										b a						
1769-10										b a						
2162-10										b a						
2635-10										b a						
2735-10										g a						
3031-10										b a						
4591-10										k a						
5301-10										b a						
5605-10										k a						
63-10										k a						
296-10										b a						
463-10										b a						
762-10										b a e						
1432-10										b a						
1474-10										g i						
2044-10										b a						
2713-10										g n d ɛ						
3219-10										b a						
3425-10										b a						
4120-10										k a						
4423-10										g ɔ						
4629-10										b a						
4759-10										b a						
4904-10										b a						
4960-10										g u n						
4980-10										k a						
5059-10										d ɔ						
5125-10										k a						
5339-10										b a						
5549-10										b a						
5905-10										k a						
5922-10										b a						
5938-10										b a						
1-10										b a						
483-10										g ɔ						
629-10										g a						
667-10										b a						
1254-10										d ɔ						
1415-10										d i						
1542-10										b a						
1683-10										j a						
1898-10										b a						
2551-10										b a						
2901-10										k a						
2957-10										b a						
3048-10										b a						
3251-10										b a						
3885-10										b a						
4402-10										b a						
5622-10										b a						
43-10										b a						
135-10										b a						
221-10										b a						
1152-10										g i						
1374-10										d ɔ						
1452-10										j a						
1789-10										b a						
1862-10										b a						
2636-10										a						
2880-10										g ɛː						
2924-10										b a						
3113-10										k a						
3136-10										k a						
3572-10										d ɛ						
3751-10										b a						
3811-10										b a						
3959-10										k a						
4066-10										g ɔ						
4535-10										d i						
5180-10										b a						
5583-10										b a						
5981-10										b a						
25-10										tʃ a						
114-10										k a						
702-10										g ɛː						
851-10										g o						
872-10										b a						
2179-10										b a						
2351-10										b a						
2442-10										b a						
2496-10										b a						
3448-10										k a						
3482-10										b u g ɔ						
3497-10										j a						
4101-10										g a						
4293-10										d ɔ						
4520-10										k a						
4609-10										g e						
5982-10										g o						
196-10										d i						
526-10										k a						
931-10										b a						
2306-10										k a						
2514-10										b a						
2666-10										g i						
2817-10										b a						
3015-10										b a						
3132-10										d ɔ						
3774-10										tʃ i						
3905-10										b a						
4334-10										g o						
4570-10										b a						
715-11											j o					
1089-11											j o					
1319-11											j o					
1398-11											k a					
1557-11											j o					
1626-11											j o					
1840-11											j o					
2247-11											j o					
4677-11											k a n					
5162-11											j o					
5406-11											j o					
1577-11											j o					
2196-11											j o					
2230-11											j o					
2533-11											j o					
3605-11											k a n					
3866-11											j o					
4553-11											j o					
4822-11											k a n					
5254-11											j o					
503-11											j o					
1356-11											j o					
1881-11											k a n					
2084-11											j o					
2420-11											j o					
3218-11											j o					
3372-11											j o					
3718-11											j o					
4135-11											j o					
807-11											j o					
2320-11											k a n					
2476-11											j o					
2842-11											j o					
3719-11											n i					
4081-11											j o					
4313-11											j o					
4460-11											j o					
5514-11											n n d i					
5810-11											j o					
260-11											j o					
890-11											k a n					
1336-11											j o					
1703-11											j o					
2735-11											j o					
4591-11											j o					
63-11											j a n a					
463-11											j o					
762-11											b a n a					
1788-11											j o					
2713-11											k ɔː n i					
3425-11											j o					
4120-11											j o					
4184-11											j o					
4423-11											j o					
4759-11											j o					
4980-11											j o					
5125-11											j o					
5339-11											j o					
5549-11											k a n					
5771-11											j o					
5938-11											k a n					
1415-11											j o					
1542-11											j o					
1683-11											j o					
2957-11											j o					
3048-11											j o					
4402-11											j o					
5081-11											j o					
6006-11											p u n a					
135-11											j o					
158-11											j o					
650-11											j o					
716-11											j o					
1152-11											j o					
1374-11											j o					
1789-11											j o					
2083-11											k a n					
2618-11											k ɔ l ɔ					
2880-11											k a n					
3405-11											j o					
3572-11											j o					
3751-11											k a					
3811-11											j o					
4535-11											j o					
4888-11											k a n					
5583-11											k a n					
5751-11											t o					
2179-11											j o					
2442-11											j o					
2496-11											j o					
4781-11											j o					
196-11											k ɔ l ɔ					
408-11											j o					
526-11											j a g a					
789-11											g o					
978-11											j o					
999-11											j o					
1298-11											d u ɔ					
3015-11											g ɔ					
3132-11											j o					
3300-11											j o					
3639-11											k a n					
3977-11											j o					
3978-11											j o					
4648-11											j o					
715-12												k u				
1089-12												k u				
1319-12												k u				
1398-12												k u				
1557-12												k u				
1626-12												k u				
1840-12												t i				
2247-12												k u				
4677-12												k u				
5162-12												k u				
5406-12												k u				
359-12												k u				
1577-12												k u				
2196-12												k u				
2230-12												k u				
2533-12												k u				
3605-12												k u				
3866-12												k u				
4553-12												k u				
4822-12												k u				
5254-12												k u				
503-12												k o				
1356-12												k u				
2084-12												k u				
2420-12												k u				
3218-12												k u				
3718-12												k u				
4135-12												b a n a				
4694-12												k u				
807-12												k u				
2320-12												k a				
2476-12												k u				
3719-12												k				
4460-12												k u				
5514-12												r i				
5810-12												k u				
93-12												k u				
385-12												a a				
890-12												a dʒ a				
1769-12												k u				
2162-12												k u				
2635-12												k				
3031-12												k u				
4591-12												k u				
5301-12												k u				
5605-12												t i				
63-12												k a				
296-12												dʒ a n a				
463-12												k u				
762-12												b a g a				
1432-12												k u				
1474-12												k u				
2044-12												d ɛ				
2713-12												dʒ u u				
3219-12												k u				
4120-12												k o				
4184-12												k u				
4423-12												k ɔ				
4629-12												k u				
4904-12												k u				
4960-12												k u u				
4980-12												k u				
