COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4822-2		k u m b o														
5254-2		d u r ɔ														
503-2		tʃ i r̃ ɛ j̃														
1356-2		m aː														
1881-2		n u iː														
2084-2		j aː p ɛ														
2420-2		k u r ɔ														
3218-2		p u s u														
3372-2		n a w̃ ɛ														
3718-2		a r i														
4135-2		b a n														
4694-2		g u s u														
807-2		ɔ e														
2320-2		k a w ɛ														
2476-2		s u														
2842-2		d u g u														
4081-2		d a b a														
4313-2		n ɛ														
4460-2		s i j̃ ɔ														
5514-2		n ɛ l ɛ														
5810-2		p i r i														
93-2		s ɔ														
260-2		b ɛ r ɛ														
385-2		dʒ ɛ m b ɛ														
890-2		a m b e r i														
1336-2		t e g e														
1703-2		b a														
1769-2		t ɛ m d i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		a n t aː r i														
3031-2		d u g w w														
4591-2		tʃ ɛ r i														
5301-2		p ɔ r u														
5605-2		t u w̃ ɔ														
296-2		dʒ a m b i														
463-2		d u m b u														
762-2		b a n a k u r u														
1432-2		t a r iː														
1474-2		t ɔ														
1788-2		s i r i														
2044-2		d i m b e														
2713-2		t ɛː m b ɛ l ɛ r ɛ														
3219-2		p aː s a														
3425-2		j ɔ ɣ ɔ														
4184-2		ɲ ɛ j̃														
4629-2		n uː j̃ i														
4759-2		n iː														
4904-2		n u m a														
4960-2		g u n aː dʒ i														
4980-2		t s														
5059-2		g uː j̃ i														
5125-2		ɔ ɣ ɔ n dʒ ɔ ɣ ɔ														
5339-2		p a w														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i r̃ i														
5938-2		a d u n a														
1-2		ɛː p														
483-2		g e s u														
629-2		d ɔ														
667-2		ɛ w ɛ														
1254-2		d u r u														
1415-2		ɲ ɛ														
1542-2		n u														
1683-2		s iː j ɔ ɣ ɔ														
1898-2		p u r̃ o														
2551-2		r i														
2901-2		t u w i														
2957-2		m a n i														
3048-2		d i iː														
3251-2		b a r a														
3885-2		d u r ɔ														
4402-2		j ɔ ɣ ɔ														
5081-2		b ɛ l u														
5622-2		p ɛ r i j e j														
6006-2		p i r̃ ɛ j̃														
43-2		s a s														
135-2		t u l u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b ɛ s u														
1152-2		t u w ɛ														
1374-2		k ɔ r ɔ														
1452-2		g aː r i														
1862-2		i s i														
2108-2		n ɔ j̃														
2636-2		m														
2880-2		k u ŋ dʒ o														
2924-2		p o r i														
2941-2		b i r i														
3405-2		i m ɛ														
3959-2		t o r u														
4066-2		g ɔː r̃ ɔ														
4535-2		s u w a														
4888-2		s a n a														
5180-2		s i m b i														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃														
702-2		ɔ ɣ ɔ ɲ ɔ w														
851-2		k uː														
872-2		i ŋ dʒ ɛ														
952-2		k u r u														
2179-2		n i														
2351-2		p aː														
2496-2		ŋ ɔ r ɔ														
4609-2		k r ɔ														
4740-2		g u l ɔ n														
4921-2		s a m b a														
5982-2		k u s u														
978-2		t o m														
999-2		j ɔ ɣ ɔ														
1052-2		n aː m														
1989-2		m ɛ l ɛ														
2456-2		k ɔ r i														
2666-2		s i r i														
2817-2		a n iː														
3132-2		d u ŋ g u														
3300-2		ɛ w ɛ														
3977-2		ɔ ŋ dʒ ɛ														
3978-2		ɔ ɣ ɔ n dʒ ɔ ɣ ɔ														
4260-2		ɔ m b u														
4278-2		k u ŋ dʒ ɛ														
4334-2		tʃ i r̃ i u														
4361-2		t e g e														
4570-2		g ɔː														
4648-2		j ɔ ɣ ɔ														
5673-2		d u m b a														
5887-2		j a														
446-2		g oi l u g oi														
1108-2		j ɔ														
1124-2		e r i														
1237-2		iː n dʒ ɛ														
1745-2		dʒ a j a														
1823-2		g oi o														
2143-2		b a														
2265-2		u r a														
2392-2		l o s u														
2579-2		dʒ oː														
2902-2		j ɔ ɣ ɔ														
3197-2		k aː														
3339-2		k a r a														
3550-2		iː n iː														
3943-2		p a n a j̃														
4240-2		w o r u														
5197-2		ɛ r i														
5531-2		ŋ i r̃ ɛ														
5733-2		n iː														
409-2		g o r u														
562-2		s u m ɔ														
1022-2		b i r i														
1205-2		j ɔ ɣ ɔ														
1275-2		t ãː														
1524-2		k o r o														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		iː r̃ ɛ														
3088-2		ɛ r̃ i														
715-3			d u													
1089-3			n ɛ													
1319-3			n ɛ													
1398-3			s ɔ g u l i													
1557-3			g i r e													
1626-3			w a g e													
1840-3			t eː ŋ													
2247-3			g ɛ													
4677-3			k u l eː n i													
5162-3			m i l ɛ													
5406-3			t aː n d i													
359-3			k a r													
1577-3			g i r e													
2196-3			n a l e													
2533-3			b a r g e													
3866-3			e dʒ i													
4553-3			t aː ŋ g e													
5254-3			d i l ɛ													
503-3			k i n a													
1881-3			n ɔː m i													
2084-3			w g g g m b a													
2420-3			k u l ɛ													
3218-3			p u dʒ u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a n i													
2476-3			k oː													
3719-3			m i													
4460-3			w s ɛː													
5514-3			d eː n d e													
890-3			a m i l i													
1336-3			d eː g e													
1703-3			a aː													
2162-3			i ɛː													
2635-3			o w													
2735-3			d aː n a m a													
762-3			b a l a k ũː													
1788-3			s e													
2713-3			t ɛː m d ɛ r ɛ													
3219-3			p a dʒ u													
4629-3			n ŋ aː l u													
4904-3			n ŋ aː l u													
5125-3			e n dʒ e													
5771-3			j u g u													
5938-3			a r n a													
1898-3			p u l u													
2901-3			t iː ŋ i													
2957-3			m a n d e													
3048-3			i													
5081-3			p i n i													
6006-3			p o r e													
716-3			j ɔ													
1152-3			t iː b ɛ													
1789-3			d i l i m a													
2083-3			k a n i													
2108-3			g n w													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g a													
2941-3			b i l a													
3405-3			ɛ m ɛ													
3811-3			t													
5583-3			t a ŋ g e													
5751-3			t iː w ɛ													
2442-3			d i l i m a													
2496-3			n u n													
4921-3			s a b i													
196-3			k u l ɛ													
3639-3			t o b a													
3905-3			u n													
3977-3			e n dʒ i													
3978-3			m a n dʒ e													
4361-3			eː t													
5532-3			i n i													
1237-3			i n dʒ ɛ													
1579-3			i m b u l u													
2143-3			m j													
2774-3			k a n a													
3198-3			s ɛ m ɛ													
3534-3			d o n i													
3550-3			i n i													
3684-3			k i m dʒ a													
3943-3			b ɛ l ɛ													
4259-3			g u m ɛ													
4611-3			k a m u													
4983-3			s e n dʒ i													
5656-3			e n dʒ i													
5830-3			j ɔ													
1026-3			l e													
1170-3			g a n dʒ e													
1187-3			u r u													
1275-3			aː iː													
1454-3			s ɛ l e													
1668-3			b i n i													
1841-3			g e													
1970-3			p u l a													
2977-3			k u b ɛ													
3301-3			e n a m b a													
3498-3			n i													
715-4				d i												
1089-4				n a ŋ a												
1319-4				n i												
1398-4				s u g u r u												
1557-4				tʃ i r ɛ												
1626-4				w a ɣ a												
1840-4				t i												
2247-4				g u												
4677-4				k ũː r ɛ j												
5162-4				m i r̃ e												
5406-4				t aː n												
359-4				k a ɣ a												
1577-4				g i r e												
2196-4				n a r̃ a												
2230-4				s u g o												
2533-4				b aː r u												
3605-4				k a n a												
3866-4				e dʒ u												
4553-4				t e g u												
4822-4				k a m o												
5254-4				t ɔ r ɔː n iː												
503-4				tʃ i r̃ e												
1356-4				m aː												
1881-4				n u m iː												
2084-4				j aː p ɛ												
2420-4				k i												
3218-4				p ũː s u												
3718-4				a r u												
4135-4				b aː												
4694-4				g u s u												
807-4				l n												
2320-4				k a n a												
2842-4				d i g u												
4313-4				n ɛ j̃												
4460-4				s u ŋ												
5514-4				j a ŋ a												
5810-4				p i l												
93-4				d ɔ												
260-4				b ɛ r ɛ												
385-4				dʒ ɛ m ɛ												
890-4				a m i r u												
1769-4				t a m a												
2162-4				b ɛ r e												
2635-4				s o												
2735-4				d a n a												
3031-4				d a ɣ a												
5301-4				p a r̃												
5605-4				t i w̃ e												
63-4				k a r u												
296-4				dʒ a m a												
463-4				d a m a												
762-4				b a n a k u												
1432-4				t a r u												
1474-4				t ɔ												
2044-4				d e m e												
3219-4				p aː s a												
4120-4				k o r o												
4184-4				ɲ aː												
4423-4				d o r u												
4629-4				n u ŋ ɔ												
4759-4				n i ŋ e												
4904-4				n u ŋ ɔ												
4960-4				dʒ i n aː dʒ ĩː												
4980-4				t u												
5059-4				g u ŋ o												
5125-4				ɔ ɲ ɔ												
5549-4				t a w a												
5771-4				ɲ u												
5922-4				b i r ɛ												
1-4				p ɛː												
629-4				d ɛː												
667-4				ɛ w ɛ												
1254-4				d u r u												
1415-4				ɛː ɲ												
1542-4				n i												
1683-4				ĩː dʒ												
1898-4				p u n o												
2551-4				r u												
3251-4				b a r a												
3885-4				d ɔ r ɔː n iː												
5622-4				p ɛː l ɛ j												
6006-4				p a r̃ a												
43-4				s a m												
135-4				t i l i												
158-4				m ɔ s u												
221-4				ɛ s i												
650-4				b ɛ s i												
1374-4				k ɔ ŋ ɔ												
1452-4				l aː r u w a												
1789-4				n u w̃ o												
1862-4				iː s u												
2108-4				j a ŋ o												
2636-4				m												
3113-4				t e g e												
3136-4				j a r a												
3751-4				p ɛ j												
4888-4				s a m n a												
5180-4				s a m a												
5583-4				t a ŋ a												
5981-4				a r̃ a												
25-4				a r u s a ɣ a												
114-4				d ɔ ŋ ɔ												
702-4				ɔ g ɔ ɲ ɔ												
851-4				k ũː												
872-4				ɛ ɲ ɛ												
952-4				k i r u												
1941-4				k i r u												
2442-4				n u w̃ o												
3448-4				b ũː d u												
3482-4				m iː dʒ u d e												
3497-4				n a												
3588-4				k ɔ r ɔ												
4101-4				a r̃ a												
4293-4				dʒ ɔ w̃ ɔ												
4520-4				p e dʒ ĩː												
4609-4				k ɔ r ɔ												
4740-4				a n ɔ												
4781-4				s aː dʒ a												
5982-4				k u s u												
196-4				k u r a												
545-4				i r u												
931-4				b ɛ												
978-4				t a m												
999-4				j a ŋ a												
1052-4				n a m u												
1070-4				l u g o												
1298-4				ɣ u r u ŋ aː												
1989-4				m i n e												
2145-4				dʒ oː												
2306-4				a m a												
2456-4				k a r u												
2514-4				d u s u												
3132-4				d u n												
3300-4				ɛ w ɛ												
3774-4				t i r u												
3976-4				s ĩː												
4039-4				d o n												
4278-4				k i ɲ u												
4361-4				t e g u												
4570-4				g ɔ ŋ												
5318-4				d ɔ r ɔ												
5673-4				d a m a												
5752-4				t i												
521-4				k oː ɲ o												
685-4				dʒ e r̃ u												
744-4				l ɔ w̃ ɔ												
1646-4				ɔ g u												
1745-4				ɲ a j a												
2066-4				n a												
2216-4				j aː												
2265-4				u r a												
2579-4				d a j												
2958-4				m o m												
3197-4				k aː												
3339-4				k aː r ɛ												
3812-4				p i n e												
4219-4				t e m e												
4337-4				s u m												
5197-4				e r u												
5531-4				tʃ i r̃ e												
5733-4				n iː												
409-4				g o r u												
1002-4				r u												
1022-4				b iː r iː												
1238-4				i s a												
1612-4				n u m b ɔ												
2334-4				ɛ s u												
2396-4				n												
2553-4				p a ŋ i												
2671-4				n												
2798-4				e r̃ e												
2978-4				k i r ɔ												
3407-4				ɛ j̃												
715-5					d e											
1089-5					n ɛː											
1319-5					n ɛː											
1398-5					s ɔ g u l e											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t eː ŋ											
2247-5					ɔ g ɔ											
4677-5					k o l e n i											
5162-5					i m i l ɛ											
5406-5					t aː n d i											
359-5					k a r a											
1577-5					g i r e											
2196-5					n a l e											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					o n d i											
4553-5					d uː g e											
4822-5					k u m b e											
5254-5					d u l ɔ											
1356-5					ɲ m											
1881-5					n u											
2084-5					j aː p i											
2420-5					k u l ɛ											
3218-5					p u s											
3372-5					n a m a											
3718-5					a r a											
4135-5					a n d e											
4694-5					g u dʒ u											
2476-5					k o											
2842-5					d u g ɛ											
3719-5					m											
4081-5					d a m i b i											
5514-5					d ɛ n d ɛ											
260-5					p i n d i											
385-5					d ɛ m b ɛ											
890-5					a m i r i											
1703-5					b a w											
1769-5					m b ɛ											
2735-5					d uː n a m a											
4591-5					t aː r e											
5301-5					p ɛː l e											
63-5					k a r a											
296-5					r a m b ɛ											
463-5					d u l u m b u											
762-5					b a n a ŋ k u											
1788-5					s e											
3219-5					p u s u											
4120-5					k o l o											
4759-5					n o e											
4960-5					g i n i											
5059-5					g u j e											
5549-5					t a w o											
5771-5					j u g u											
5905-5					w t											
5938-5					a d u l u n a											
1415-5					ɲ ɛː											
1542-5					nʷ ɛː											
1898-5					p u l o											
2551-5					l											
2957-5					m a n d e											
3048-5					b i											
4402-5					j o											
5081-5					p i n d i											
6006-5					p o r i											
135-5					t u n d e											
194-5					b u dʒ õ											
716-5					j ɔː											
2083-5					k a n i											
2618-5					k ɛ l ɛ											
2880-5					k u n dʒ u ŋ g a											
3113-5					t o g o											
3136-5					j a r a											
3405-5					ɛ m ɛː											
3572-5					b l ɛ											
4535-5					s u g ɛ											
5751-5					t i j ɔ											
851-5					k u											
2179-5					n d e											
2351-5					b ɛː											
2496-5					n u n											
3448-5					b u uː t u											
4781-5					s a n dʒ a											
4921-5					s a m b e											
196-5					k u l ɛ											
789-5					g a ŋ a											
931-5					i											
1298-5					g u l u l u m b a											
2145-5					u oː											
3639-5					t o w a											
3977-5					o n dʒ i											
3978-5					m a n dʒ e											
4260-5					ɔ m b											
5200-5					ɛ l i i											
5532-5					i n i											
5866-5					j a k											
432-5					k a n											
446-5					g i n g e											
521-5					k oː ɲ o l e											
1124-5					e l e l e											
1237-5					i n d ɛ											
1579-5					u l u m b u l u											
1748-5					j											
2774-5					k a n a											
3198-5					s ɛ m ɛ											
3339-5					k r a n a											
3534-5					d o											
3550-5					i n i											
3684-5					k i n a											
3944-5					ɔː k											
4611-5					k ɔː m ɔ											
4738-5					g u n d a											
4983-5					s o n											
5447-5					g i r õ											
5656-5					o n dʒ i											
5830-5					j ɔː											
1074-5					n u g u											
1170-5					g a dʒ e											
1187-5					u r u											
1454-5					s e l e											
1841-5					g e											
1970-5					p u l a											
2977-5					k o m b a											
3252-5					m b ɛ											
3301-5					i b a											
3463-5					w ɛː											
3498-5					i n i											
715-6						d u										
1089-6						n aː										
1319-6						a ŋ										
1398-6						s u n ɛ										
1557-6						dʒ i r i										
1626-6						b a g a										
1840-6						t eː ŋ										
2247-6						i										
4677-6						k u l i eː										
5162-6						m ɛ n ɛ										
5406-6						t a n d iː										
359-6						g a l i										
1577-6						dʒ i r i										
2196-6						n a l e										
2230-6						t i g i										
2533-6						b a d i										
3605-6						k a n d a										
4553-6						t a ŋ g o										
4822-6						k u m b u										
5254-6						d i l ɛ										
503-6						k i n a										
1356-6						m a j o										
1881-6						n u b e										
2084-6						j a p i										
2420-6						ŋ g o										
3218-6						p u s										
3372-6						n a m a										
3718-6						a dʒ a										
4135-6						b a n d e										
4694-6						g u dʒ u ŋ g o										
807-6						ŋ g o										
2320-6						gʷ a n										
2842-6						d i g i										
3719-6						m										
4081-6						d a m b i										
4313-6						n ɛ m										
4460-6						s ɔː j										
5514-6						n ɛ n d ɛ										
5810-6						p i l ɛ										
93-6						d ɔ										
890-6						a m i r i										
1336-6						t e g e										
1703-6						b a										
4591-6						t a r i										
5605-6						t ɛ m aː g e										
63-6						k a dʒ a										
296-6						d a m b a										
463-6						d u m b u										
762-6						b a n a ŋ k u b e										
3425-6						j ɛ										
4120-6						k iː										
4423-6						t i l ɛ										
4759-6						n i j ɛ										
4904-6						n u ŋ aː g e										
4960-6						g i n aː d ɛː										
5125-6						ɔ n d ɔ										
5339-6						p a g a										
5771-6						d a g a										
5922-6						b i d e										
5938-6						a d u n a										
483-6						ŋ g o dʒ ɛ										
1542-6						n ɛ										
1683-6						t i j ɛ										
2551-6						dʒ o										
2957-6						e m b a n d e										
3048-6						b i										
4402-6						j ɛ										
5081-6						b i n										
5622-6						p ɛ l i j a j										
650-6						b oː dʒ ɛ										
716-6						j ɛ										
1152-6						t i b ɛ										
1789-6						n u m b aː										
1862-6						ɛ d ɔ										
2618-6						k e ŋ g e l ɛ										
2880-6						k u n dʒ u g ɛ										
2924-6						p o l i										
3136-6						j a dʒ a										
3405-6						t e m oː										
3811-6						l ɛ										
4535-6						s u g ɛ										
4888-6						t a m u n u										
5751-6						t i j ɛ										
2179-6						n d i										
2442-6						n u m b aː										
3482-6						m i s i d e										
4202-6						g ɔ l ɔ										
4781-6						t a dʒ ɛ										
4921-6						s a b u										
5982-6						g u dʒ u										
408-6						j a m b i										
526-6						d a dʒ a g a										
789-6						g a n a										
1298-6						g a e m b a										
1942-6						j ɛː										
2666-6						s u ŋ g o										
3015-6						n a n d a										
3905-6						n i										
3977-6						i n dʒ uː										
3978-6						e m b a n d e										
4152-6						i g										
4334-6						s ɔ n										
4648-6						j ɛ										
5200-6						ɛ l i										
5318-6						dʒ n a l a										
5532-6						i n i										
5673-6						d n m n d i										
5866-6						g a d a										
66-6						a k										
432-6						k a n										
446-6						k e ŋ g e ŋ g o										
1579-6						u m b u l i										
1748-6						j ɛ										
1823-6						g iː										
2902-6						j ɛ										
3684-6						k e n d a										
3812-6						b aː ŋ g u										
3943-6						p a r i										
4259-6						g ɛ m										
4611-6						k ɔː m b ɛ										
4738-6						g u n d aː										
4983-6						s o n d iː										
5447-6						g a d e										
5656-6						i n dʒ uː										
5830-6						j ɛː										
5868-6						a k										
348-6						k ɛ d e										
998-6						w ɛ										
1023-6						j ɛ										
1074-6						n a g o										
1172-6						k ɛ l ɛ										
1205-6						j ɛ										
1668-6						b i n										
1841-6						g e										
2063-6						ɛ r ɛ										
2671-6						n u b e										
2977-6						k e m b aː										
3256-6						ɛ m ɛ										
3287-6						b a n a										
3301-6						i b a										
3498-6						n e										
715-7							d i									
1089-7							n aː									
1319-7							n ɔ									
1398-7							s u n									
1557-7							g o r o									
1626-7							w aː w									
1840-7							t i									
2247-7							g o									
4677-7							k i r o j									
5162-7							b i r̃ e									
5406-7							t aː r i									
359-7							g a r i									
1577-7							g o r o									
2196-7							n a r̃ a									
2230-7							s i									
2533-7							b a r i									
3605-7							k a n d a									
3866-7							oː s i									
4553-7							t aː									
4822-7							k u m b o									
5254-7							d u r a									
503-7							k i r̃ e									
1356-7							b a									
1881-7							n u m iː									
3372-7							n a m a									
3718-7							a r i									
4135-7							b a g i j ɛ									
4694-7							k u s i									
807-7							k o m b i									
2320-7							k a ɲ a									
2476-7							g o									
2842-7							d i g i									
3719-7							m									
4081-7							d ɛ m b i									
4313-7							n ɛ									
4460-7							s i j̃ ɔ									
5514-7							n ɛ n d ɛ									
5810-7							p iː n d ɛ									
93-7							d ɔ									
260-7							b ɛ r ɛ									
385-7							u t ɛ m b i j									
890-7							a m b i r i									
1336-7							t eː k e									
1703-7							b a									
1769-7							t ɛ m b i j									
2162-7							b ɛ r ɛ									
2635-7							s o									
2735-7							d a n d a									
3031-7							d ɛː k ɛ									
4591-7							k ɛ r i									
5301-7							p ɛ r i									
5605-7							t u m a									
296-7							t a m b a									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t i									
1788-7							s i r i									
2044-7							d e m b i									
2713-7							t ɛː m d ɛː r ɛː									
3425-7							j ɔ g ɔ									
4184-7							ɲ aː									
4423-7							d ɔ r̃ ɔ									
4629-7							n u m a									
4759-7							n iː									
4904-7							n u m a									
4960-7							g i n ɛ									
5059-7							g u r o									
5125-7							ɔ n dʒ i									
5339-7							p aː									
5549-7							t a w a									
5771-7							dʒ uː									
5905-7							t i									
5922-7							b i r ɛː									
1-7							p ɛ									
483-7							k eː s i									
667-7							ɛː ɛː									
1542-7							n i									
1683-7							k ŋ i j ɔ g ɔ									
1898-7							p u r o									
2551-7							r i									
2901-7							t u n g i									
2957-7							m a n d i									
3048-7							b i j									
3251-7							b a r a									
3885-7							d e									
4402-7							j ɔ g ɔ									
5081-7							b ɛ n dʒ i r i									
5622-7							p ɛ r i j e j									
6006-7							p i r a									
43-7							s a									
135-7							t u n d i									
158-7							m ɔ s i									
194-7							b ɛː									
221-7							ɛ s i									
650-7							b ɛ s i									
1152-7							t i w ɛ									
1374-7							k ɔ r ɔ									
1452-7							g aː r i									
1862-7							i s i									
2083-7							o a g i j ɛ									
2108-7							n iː j̃									
2880-7							s i n dʒ i									
2924-7							p e									
2941-7							b i r i									
3113-7							m ɛː g ɛː									
3136-7							j a r i a									
3405-7							t ɛ m ɛ									
3572-7							b ɛː r i									
3751-7							p ɛ									
3959-7							t o r i									
4066-7							k ɔ r̃ ɔ									
4535-7							s u w a									
5180-7							s ɛ m b i									
5583-7							t a ŋ a									
5981-7							a r̃ a									
25-7							a s ɛ k ɛ									
114-7							d ɔ ɛ									
702-7							ɔ ɲ u m a									
872-7							ɛ n dʒ ɛ									
1941-7							k i r i									
2179-7							n i									
2351-7							b a b a									
2496-7							n i									
3588-7							k ɔ r ɔ									
4202-7							k ɔ r ɔ									
4609-7							k ɔ r ɔ									
4921-7							t a m b a									
408-7							j o m b i									
526-7							ɛ g ɛ									
545-7							i r i									
978-7							t a m									
999-7							j ɔ g ɔ									
1052-7							n a m i									
1070-7							l u g e									
1942-7							j̃									
2456-7							k ɔ r ɔ									
2514-7							d u s i									
2666-7							s i j i									
2817-7							a n d i									
3300-7							ɛː ɛː									
3977-7							ɔː m dʒ i									
3978-7							ɔː m dʒ i									
4039-7							d ɔ n									
4152-7							k i r̃ e									
4260-7							k t ɛ m b i									
4278-7							k u n dʒ i									
4648-7							j ɔ g ɔ									
5752-7							t r i j									
5866-7							k a r a									
5887-7							j a m									
446-7							g ɛ n g ɛ									
1108-7							j ɔ									
1646-7							ɔ g i									
1748-7							j ɔ g ɔ									
1823-7							g o o									
2143-7							b a									
2392-7							n d u s i									
2579-7							d e									
2902-7							j ɔ g ɔ									
3197-7							k ɔ									
3339-7							k a r a									
3944-7							k ɔ r ɔ									
4240-7							g o r i									
4337-7							s u m									
4738-7							g u n d a									
4983-7							k oː ɔ n d i									
5197-7							ɛ r i									
5447-7							g i s e									
5656-7							m ɔ n dʒ ɛ									
5733-7							n iː									
5828-7							j a									
5868-7							k a									
245-7							t ɔ r ɔ									
562-7							s u m o									
1170-7							g a n t a									
1205-7							j ɔ g ɔ									
1524-7							k o r o									
2063-7							i r ɛ									
2334-7							ɛː s i									
2671-7							n									
3088-7							ɲ ɛ r̃ i									
3252-7							t ɛ m b i j									
3463-7							g aː									
715-8								d u								
1089-8								n ɛː m ɛ								
1319-8								n i j ɛ								
1398-8								s ɔ g u l e								
1557-8								g i r e								
1626-8								w a g u								
1840-8								t eː ŋ								
