COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4460-2		s ɔ														
5514-2		n ɛ n d Ø														
5810-2		p i Ø Ø														
93-2		d ɔ														
260-2		b ɛ l Ø														
385-2		dʒ ɛ m ɛ														
890-2		ɛĩ a m i l i														
1336-2		t g o														
1703-2		b aː														
1769-2		t ɛ m b ɛ														
2162-2		b ɛ Ø ɛ														
2635-2		s o														
2735-2		d a n Ø														
3031-2		d Ø g ɛ														
4591-2		t aː l Ø														
5301-2		p ɛ Ø u														
5605-2		t i m ɛ														
296-2		dʒ a m														
463-2		d u m u														
762-2		b Ø n Ø ŋ k u														
1432-2		t a r Ø														
1474-2		t ɔ ŋ														
1788-2		s ɛ														
2044-2		d i m Ø														
2713-2		t Ø m d ɛ l ɛ														
3219-2		Ø aː dʒ u														
3425-2		j ɔ̃ː														
4184-2		j Ø														
4629-2		n u Ø ɔ														
4759-2		n o j ɛĩ														
4904-2		n u ŋ a														
4960-2		g i Ø a Ø u														
4980-2		t ɔ														
5059-2		g u oː														
5125-2		ɔ̃ː n dʒ ɔ̃ː														
5339-2		p a g a														
5549-2		t aː w oː														
5771-2		dʒ u g u														
5905-2		t i Ø ɛĩ														
5938-2		a d u n Ø														
1-2		p ɛ														
483-2		g dʒ Ø														
629-2		d Ø														
667-2		ɛ w ɛ														
1254-2		d a ɛĩ d u l														
1415-2		j ɛĩ ɛː														
1542-2		n u														
1683-2		s ɛĩ ɛĩ														
1898-2		p u Ø oː														
2551-2		l Ø														
2901-2		t u n Ø														
2957-2		m a n d e														
3048-2		b i j														
3251-2		d a ŋ a														
3885-2		d ɛ ɛ														
715-3			Ø Ø													
1089-3			n Ø													
1319-3			n Ø Ø Ø													
1398-3			s Ø Ø n m Ø													
1557-3			Ø i Ø e													
1626-3			w a Ø Ø													
1840-3			t i Ø													
2247-3			Ø Ø Ø													
4677-3			k Ø Ø Ø Ø m													
5162-3			w̃ i Ø m i													
5406-3			t Ø n ɔ													
359-3			Ø a l u													
1577-3			Ø i Ø e													
2196-3			n a Ø a													
2533-3			b a Ø m a													
3866-3			ɛ Ø Ø													
4553-3			t a g Ø Ø													
5254-3			Ø Ø Ø Ø													
503-3			k i Ø i m													
1881-3			n Ø w̃ m m													
2084-3			j Ø p Ø													
2420-3			k Ø Ø Ø													
3218-3			p Ø m Ø Ø													
3372-3			n a Ø a													
3718-3			a r̃ a													
2320-3			k a Ø													
2476-3			k u Ø Ø													
3719-3			Ø ɔ													
4460-3			s Ø Ø m													
5514-3			n Ø													
890-3			a w̃ m Ø r̃ i													
1336-3			t e g e													
1703-3			b Ø													
2162-3			b e Ø e													
2635-3			s Ø													
2735-3			Ø Ø n a													
762-3			b a n a k Ø													
1788-3			s i u													
2713-3			t Ø Ø Ø Ø Ø Ø Ø													
3219-3			p Ø Ø Ø													
4629-3			n Ø ŋ Ø													
4904-3			n Ø Ø ŋ Ø													
5125-3			Ø n Ø													
5771-3			Ø Ø Ø Ø Ø													
5938-3			a Ø Ø Ø Ø Ø													
1898-3			p Ø r̃ Ø m													
2901-3			t Ø ŋ Ø													
2957-3			Ø a n Ø u													
3048-3			b Ø Ø													
715-4				d u												
1089-4				n a												
1319-4				n ɛː												
1398-4				s u n u r u												
1557-4				g i r e												
1626-4				w a g Ø												
1840-4				t i n												
2247-4				g Ø												
4677-4				k u l e Ø												
5162-4				m i l ɛ												
5406-4				t a n d i												
359-4				g a l ɛ												
1577-4				g i r ɛ												
2196-4				n a l a												
2230-4				s i g ɛ												
2533-4				b aː r aː												
3605-4				k a n d a												
3866-4				o s u												
4553-4				t a g u												
4822-4				k u m e												
5254-4				d u l ɔ												
503-4				k i l e												
1356-4				m a												
1881-4				n u m												
2084-4				j Ø p i												
2420-4				k u l ɛ												
3218-4				p u dʒ u												
3718-4				a r a												
4135-4				b a n a												
4694-4				g u s u												
807-4				k oː m o												
2320-4				k a n ɛ												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				s ɔ j												
5514-4				n ɛ n d ɛ												
5810-4				p i l ɛː												
93-4				d ɔ												
260-4				p e l ɛ												
385-4				dʒ ɛ m ɛ												
890-4				Ø a m iː r ɛ												
1769-4				t ɛ m b e												
2162-4				b ɛ r ɛ												
2635-4				s Ø												
2735-4				d a n aː												
3031-4				d ɛ g ɛ												
5301-4				p ɛ l u												
5605-4				t i m ɛ												
63-4				k a r aː												
296-4				dʒ a m ɛ												
463-4				d u m b u												
762-4				b a n a k Ø												
1432-4				t a l u												
1474-4				t ɔ												
2044-4				d i m o												
3219-4				p a dʒ u												
4120-4				k Ø l o												
4184-4				j e												
4423-4				d ɔ l ɔ												
4629-4				n u m o												
4759-4				n Ø ɛ												
4904-4				ɲ u ŋ aː												
4960-4				g i n a dʒ e												
4980-4				t ɔ												
5059-4				g u g Ø												
5125-4				ɔ̃ː n dʒ ɔ												
5549-4				t aː b u												
5771-4				dʒ u g u												
5922-4				b i r ɛ												
1-4				p ɛ												
629-4				d ɔ												
667-4				ɛ b ɛ												
1254-4				dʒ aː d u l u												
1415-4				j ɛ												
1542-4				n u												
1683-4				s ɛ u												
1898-4				p u l aː												
2551-4				r o												
3251-4				s a r̃ a												
3885-4				d e ɛ e												
715-5					Ø Ø i i											
1089-5					r̃ a i											
1319-5					r̃ Ø											
1398-5					s u Ø Ø Ø											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t Ø Ø											
2247-5					g Ø i											
4677-5					k u l j i											
5162-5					m i n ɛ											
5406-5					t Ø r̃ Ø u											
359-5					g a l u											
1577-5					g i r											
2196-5					r̃ a a											
2230-5					s Ø g Ø											
3605-5					k a r̃ Ø a											
3866-5					i ɔ dʒ u											
4553-5					t a g											
4822-5					k u m ɔ											
5254-5					Ø u l ɔ											
1356-5					m u											
1881-5					r̃ u w̃ Ø											
2084-5					j Ø i Ø											
2420-5					k u Ø Ø											
3218-5					p u Ø u											
3372-5					r̃ a m a											
3718-5					a r a											
4135-5					b a r̃ ɔ											
4694-5					g u Ø u											
2476-5					k u											
2842-5					Ø i g u i											
3719-5					m i											
4081-5					Ø a m b Ø											
5514-5					r̃ e r̃ Ø ɛː											
260-5					Ø r Ø											
385-5					dʒ ɛː m ɛː											
890-5					a m b Ø r i											
1703-5					b Ø i											
1769-5					t ɛː m b Ø											
2735-5					Ø a r̃ b b a											
4591-5					t Ø r Ø											
5301-5					p Ø r u											
63-5					k a r a											
296-5					dʒ a m u											
463-5					Ø u m Ø											
762-5					b a r̃ a i k u											
1788-5					s Ø b											
3219-5					p Ø dʒ u											
4120-5					k ɔ l ɔ											
4759-5					r̃ Ø											
4960-5					g i r̃ Ø dʒ Ø											
5059-5					g u Ø o											
5549-5					t a w ɔ											
5771-5					dʒ u g u											
5905-5					t Ø r̃											
5938-5					i a d u r̃ b b u											
1415-5					Ø Ø											
1542-5					r̃ ɔː											
1898-5					p u r o Ø											
2551-5					r											
2957-5					m a r̃ Ø Ø											
3048-5					b i j j											
715-6						d u i i										
1089-6						n a i										
1319-6						n i i Ø										
1398-6						s u n u r u										
1557-6						g i r o										
1626-6						Ø a g a										
1840-6						t i n Ø										
2247-6						g Ø i										
4677-6						k u l j Ø										
5162-6						m i Ø r ɛ										
5406-6						t Ø n ɛ										
359-6						g a r u										
1577-6						g i r o										
2196-6						n a l a										
2230-6						s i g ɛ										
2533-6						b a r Ø ɛː										
3605-6						k a j a										
4553-6						t a i g i										
4822-6						k u m o										
5254-6						d u l ɔ										
503-6						k i r a i										
1356-6						m a i										
1881-6						n Ø m i Ø										
2084-6						j Ø i p Ø										
2420-6						k u l										
3218-6						p u Ø u										
3372-6						n a m a										
3718-6						i a r a										
4135-6						b a n Ø i										
4694-6						g u s i i u										
807-6						k o m Ø										
2320-6						k a Ø aː										
2842-6						d i g u										
3719-6						m i										
4081-6						d a m i ɛː										
4313-6						n ɛː m i										
4460-6						s u j i										
5514-6						n ɛ r̃ d ɛ										
5810-6						p i l										
93-6						d ɔ										
890-6						Ø a m i iː r ɛ										
1336-6						t ɛ g o										
1703-6						b aː Ø										
4591-6						t r Ø										
5605-6						t i m Ø i										
63-6						k a r a										
296-6						dʒ a m a										
463-6						u m Ø Ø										
762-6						b a n a Ø k Ø Ø										
3425-6						j u										
4120-6						k Ø l Ø										
4423-6						d ɔ r ɔ										
4759-6						n i Ø o										
4904-6						n u Ø Ø a										
4960-6						i n Ø dʒ Ø										
5125-6						i Ø r̃ dʒ ɔ										
5339-6						p a g a										
5771-6						dʒ u g u										
5922-6						b i r ɛ										
5938-6						Ø a d u n Ø Ø u										
483-6						g ɛ s u										
1542-6						n Ø										
1683-6						s iː Ø Ø										
2551-6						r i										
2957-6						m a n ɛː										
3048-6						b u j ɛ										
715-7							d u a a									
1089-7							n a									
1319-7							n Ø									
1398-7							s u u u u									
1557-7							g i r e									
1626-7							w a g u									
1840-7							t i n i									
2247-7							g Ø a									
4677-7							k u l Ø j									
5162-7							m i ɲ n ɛ									
5406-7							t a n d									
359-7							g a l Ø									
1577-7							g i r e									
2196-7							n a a									
2230-7							s u g e									
2533-7							b a r a									
3605-7							k a Ø d a									
3866-7							o dʒ u									
4553-7							t a Ø g u									
4822-7							k u m e									
5254-7							d u l ɔ									
503-7							k i Ø Ø i									
1356-7							m a Ø i									
1881-7							n u Ø Ø a									
3372-7							n a Ø a									
3718-7							g a r a									
4135-7							b a n Ø i									
4694-7							g u dʒ i g u									
807-7							k ɔ̃ː m u									
2320-7							k a r̃ ɛ									
2476-7							k o i i									
2842-7							d i g u									
3719-7							m Ø									
4081-7							d a m i u									
4313-7							n ɛ m									
4460-7							s ɔ Ø a									
5514-7							Ø ɛ Ø d ɛ									
5810-7							p i a Ø Ø									
93-7							d ɔ									
260-7							Ø ɛ Ø r Ø									
385-7							ɛ m ɛ i									
890-7							a m a u r u									
1336-7							t e g e									
1703-7							b aː									
1769-7							t ɛ m ɛ									
2162-7							b Ø r ɛ									
2635-7							s o									
2735-7							d a n a									
3031-7							d ɛ g ɛ									
4591-7							t aː r u									
5301-7							p ɛː l u									
5605-7							t i Ø Ø i									
296-7							a m u									
463-7							d u m u									
1432-7							t a r u									
1474-7							t ɔ u									
1788-7							s e g g									
2044-7							d i m Ø									
2713-7							t Ø m i Ø d ɛ r ɛ									
3425-7							j Ø									
4184-7							j i Ø Ø									
4423-7							d ɔ r̃ aː									
4629-7							n u ŋ i ɔ̃ː									
4759-7							n o Ø Ø									
4904-7							n u u ŋ i aː									
4960-7							g i Ø a									
5059-7							g u Ø e									
5125-7							ɔ ɲ Ø									
5339-7							p a a									
5549-7							t u w u									
5771-7							u u									
5905-7							t i ɲ a									
5922-7							b i r ɛ									
1-7							p Ø									
483-7							g dʒ u									
667-7							ɛ w ɛ									
1542-7							n u									
1683-7							s Ø									
1898-7							p u e a									
2551-7							r u									
2901-7							Ø u ŋ i u									
2957-7							m a n d i									
3048-7							o j Ø									
3251-7							s a a									
3885-7							t ɛ r ɛ									
715-8								Ø Ø								
1089-8								n a Ø								
1319-8								n Ø								
1398-8								s u Ø Ø Ø u								
1557-8								g i Ø Ø								
1626-8								w a g Ø								
1840-8								t i n Ø								
2247-8								g oː								
4677-8								k u l Ø Ø								
5162-8								m i Ø								
5406-8								t Ø n Ø Ø								
359-8								g a l Ø m								
1577-8								g i Ø Ø								
2196-8								n a l Ø								
2230-8								s i g Ø								
2533-8								b a l Ø								
3605-8								k a n Ø a								
3866-8								o Ø u								
4553-8								t a g								
4822-8								k u m b o								
5254-8								Ø u l Ø								
1881-8								n u w̃ Ø m								
2084-8								j Ø Ø ɛ								
2420-8								k u l Ø								
3218-8								p u dʒ u								
3372-8								n a m a								
3718-8								a Ø a								
4694-8								g u u								
2320-8								k a n Ø								
2476-8								k Ø m m								
2842-8								Ø i g u								
3719-8								m Ø								
4081-8								Ø a m b i								
4313-8								n Ø w̃								
5514-8								Ø e n Ø ɛ								
385-8								dʒ ɛ m b ɛ								
1336-8								Ø Ø g Ø								
1769-8								t e m b ɛ								
2735-8								Ø a n m a								
3031-8								Ø Ø g e								
4591-8								t Ø l Ø								
5301-8								p ɛː l u								
63-8								k a r̃ Ø								
1788-8								s Ø								
2713-8								t ɛ m ɛ Ø ɛ l ɛ								
4120-8								k Ø l Ø								
4184-8								ɲ Ø Ø								
4759-8								n Ø i								
5059-8								g u Ø o								
5771-8								dʒ u g Ø								
5938-8								a Ø u n								
629-8								Ø Ø								
1415-8								Ø ɛː								
1898-8								p u l Ø m								
2551-8								r̃ ɛ								
2957-8								m a n Ø Ø								
3048-8								b i Ø Ø								
715-9									d u							
1089-9									n a							
1319-9									n i							
1398-9									s u g u u							
1557-9									g i r ɛ							
1626-9									w a g u							
1840-9									t i g							
2247-9									g ɔ							
4677-9									k u l ɔ j							
5162-9									m i r̃ ɛ							
5406-9									t a n dʒ							
359-9									g a l u							
1577-9									g i r ɛ							
2196-9									n a r̃ a							
2230-9									s u g o							
2533-9									b a r a							
3605-9									k a n d a							
3866-9									ɔ dʒ u							
4553-9									t a g u							
4822-9									k u m oː							
5254-9									d u l o							
503-9									k i n Ø							
1356-9									m a ɛ							
1881-9									n u m							
2084-9									j aː Ø ɛ							
2420-9									k u l Ø							
3218-9									Ø u dʒ u							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a n							
4694-9									g u dʒ u							
807-9									k oː m							
2320-9									k a ŋ o							
2476-9									k u							
2842-9									d i g i							
4081-9									d a m o							
4313-9									n ɛ m							
4460-9									s ɔ j							
5810-9									p i l ɛ							
93-9									d ɔ							
260-9									b ɛ r ɛ							
385-9									dʒ ɛ m ɛ							
890-9									dʒ a m i r i							
1336-9									t ɛ g ɛ							
1703-9									b aː							
1769-9									t ɛ m ɛ							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									d a n a							
3031-9									d ɛ g ɛ							
4591-9									t i r a							
5301-9									p ɛ r u							
5605-9									t i m ɛ							
63-9									k a r a							
296-9									dʒ a m u							
463-9									d u m u							
762-9									b a n a k u							
1432-9									t a l							
1474-9									t ɔ a							
1788-9									s a							
2044-9									d i m e							
2713-9									t i m ɛ ɛ d ɛ r̃ ɛ							
3219-9									Ø aː dʒ u							
3425-9									j u							
4120-9									k o l o							
4184-9									ɲ o							
4423-9									d ɔ r̃ ɔ							
4629-9									n u Ø ɔ̃ː							
4759-9									n o u							
4904-9									n u ŋ a							
4960-9									dʒ i n a dʒ u							
4980-9									t ɔ							
5059-9									g u r ɔ							
5125-9									ɔ ɲ ɔ							
5339-9									p a g a							
5549-9									t a b a							
5771-9									dʒ u g o							
5905-9									t i n							
5922-9									b i r ɛ							
1-9									p ɛ							
483-9									g o dʒ u							
629-9									d ɔ							
667-9									ɛ b ɛ							
1254-9									dʒ a m d u r u							
1415-9									ɲ ɛ							
1542-9									n Ø							
1683-9									s							
1898-9									p u r̃ ɔ							
2551-9									r Ø							
2901-9									t u ŋ ɛ e							
3251-9									dʒ a l a							
3885-9									d ɛ ɛ ɛ							
715-10										d Ø						
1089-10										n a						
1319-10										n ɔ						
1398-10										s u g Ø u						
1557-10										g i r e						
1626-10										w a g a						
1840-10										t i n						
2247-10										g o						
4677-10										k u l j						
5162-10										m i r̃ u						
5406-10										t aː n Ø						
359-10										g a l i						
1577-10										g i r e						
2230-10										s u g u						
2533-10										b a r a						
3605-10										k a n Ø a						
3866-10										o dʒ u						
4822-10										k u m o						
5254-10										d u l ɔ						
503-10										k i n a						
1356-10										m a Ø						
1881-10										n u m Ø						
2084-10										j u a Ø ɛ						
2420-10										k u l ɔ						
3218-10										Ø u Ø u						
3372-10										n a m a						
4135-10										b a r̃ i						
4694-10										g u dʒ u						
807-10										k ɔ m e						
2320-10										k a ŋ ɛ						
2476-10										k u i i						
2842-10										d i g u						
3719-10										m a						
4081-10										d a m b a						
4313-10										n ɛ m						
4460-10										s Ø Ø						
5514-10										n i n Ø ɛ						
5810-10										p i l i						
93-10										Ø						
260-10										Ø ɛ l ɛː						
385-10										dʒ ɛ Ø ɛ Ø						
890-10										a a m i iː r i						
1336-10										t e g e						
1703-10										b aː i						
1769-10										t ɛ m b ɛ						
2162-10										b ɛ l ɛ						
2635-10										s o						
2735-10										d a n a						
3031-10										ɛ g ɛ						
4591-10										t i r i						
5301-10										p ɛ l u						
5605-10										t i m ɛ						
63-10										k a r u						
296-10										Ø a m u						
463-10										u m u						
762-10										b a n a k u						
1432-10										t a l u						
1474-10										t ɔ r̃						
2044-10										i m ɛ						
2713-10										t i m i i r ɛ						
3219-10										Ø a Ø u						
3425-10										j Ø						
4120-10										k o l o						
4423-10										ɔ n ɔ						
4629-10										n u ŋ ɔ						
4759-10										n Ø Ø ãː						
4904-10										n u ŋ ɔ						
4960-10										g i n a Ø e						
4980-10										t ɛ						
5059-10										g u ɛ o						
5125-10										ɔ ɲ Ø Ø						
5339-10										p a a						
5549-10										t u b u						
5905-10										t i Ø Ø						
5922-10										b i r ɛ						
5938-10										a d u n a						
1-10										Ø ɛː						
483-10										g Ø dʒ u						
629-10										d ɔ						
667-10										ɛ b ɛ						
1254-10										Ø a r̃ d u r						
1415-10										j Ø i						
1542-10										n u						
1683-10										s o Ø i						
1898-10										p u r̃ o						
2551-10										r Ø						
2901-10										t u ŋ						
2957-10										m a n o						
3048-10										b Ø j e						
3251-10										n a l a						
3885-10										Ø i l i						
715-11											Ø Ø					
1089-11											n a Ø Ø					
1319-11											n Ø					
1398-11											s u g u u					
1557-11											g i r o					
1626-11											w a Ø a					
1840-11											t i n					
2247-11											g Ø					
4677-11											k u l e j					
5162-11											m i r̃ Ø					
5406-11											t a n Ø a					
1577-11											g i r Ø					
2196-11											n a r̃ a					
2230-11											s ɛ g Ø					
2533-11											b a r a					
3605-11											k a r̃ Ø a					
3866-11											Ø dʒ u					
4553-11											t a Ø					
4822-11											k u m o					
5254-11											u l Ø					
503-11											k i r̃ a					
1356-11											m a Ø					
1881-11											n u m Ø Ø Ø					
2084-11											j Ø p					
2420-11											k u l Ø					
3218-11											p Ø Ø dʒ Ø					
3372-11											n a w̃ a					
3718-11											a r a					
4135-11											b a n u					
807-11											k Ø m Ø					
2320-11											k a Ø Ø					
2476-11											k Ø					
2842-11											i g u					
3719-11											w̃ a					
4081-11											a m b Ø					
4313-11											n Ø m Ø					
4460-11											s u Ø					
5514-11											n r̃ Ø ɛ					
5810-11											p i Ø					
260-11											b ɛ Ø Ø Ø					
890-11											Ø a m Ø r Ø					
1336-11											t Ø g Ø					
1703-11											b a					
2735-11											a r̃ a					
4591-11											t e r a					
63-11											k a r a					
463-11											u m Ø					
762-11											b a n a Ø k Ø Ø Ø					
1788-11											s a Ø					
2713-11											t Ø m d r					
3425-11											j u					
4120-11											k Ø l Ø					
4184-11											n Ø					
4423-11											u l ɔ					
4759-11											n u Ø j Ø					
4980-11											t Ø					
5125-11											o Ø dʒ o					
5339-11											p Ø a					
5549-11											t a Ø a					
5771-11											dʒ u u					
5938-11											a Ø n Ø Ø ɔ					
1415-11											Ø Ø Ø					
1542-11											n Ø u					
1683-11											s ɛ Ø Ø					
2957-11											m a n a					
3048-11											b ɛ Ø Ø					
715-12												d u m				
1089-12												n				
1319-12												n i				
1398-12												s u ŋ u r u				
1557-12												g ɛ r e				
1626-12												w a g a				
1840-12												t i n				
2247-12												g Ø				
4677-12												k u l o j				
5162-12												m ɛ m r̃ ɛː				
5406-12												t a n d a				
359-12												g a l u m				
1577-12												g u r ɛ				
2196-12												n a l ɛː				
2230-12												s i g o				
2533-12												b a r a				
3605-12												k a n d a				
3866-12												o dʒ u				
4553-12												t aː m g u				
4822-12												k u m o				
5254-12												d u l ɔ				
503-12												k i l e				
1356-12												m a j̃				
2084-12												j p i				
2420-12												k u l ɔ				
3218-12												p i dʒ u				
3718-12												a r a				
4135-12												b a n ɔ				
4694-12												g u dʒ u				
807-12												k o m				
2320-12												k a ŋ Ø				
2476-12												k Ø m m				
3719-12												m u				
4460-12												s u j				
5514-12												n ɛː n d ɛ				
5810-12												p i l u				
93-12												d ɔ				
385-12												dʒ ɛː m ɛː				
890-12												d a m iː r u				
1769-12												t ɛː m p ɛ				
2162-12												b o l o				
2635-12												s o				
3031-12												d ɛ g ɛ				
4591-12												t Ø r a				
5301-12												p ɛː r i				
5605-12												t i m ɛ				
63-12												k a r a				
296-12												dʒ a m i				
463-12												d i m p u				
762-12												b a n a k u				
1432-12												t a l u				
1474-12												t ɔ e				
2044-12												d i m e				
2713-12												t Ø m ɛː d ɛ r ɛ				
3219-12												p ɔ dʒ u				
4120-12												k o l o				
4184-12												j o m				
4423-12												d ɔ r̃ ɔ				
4629-12												n u ŋ ɔ				
4904-12												n m u ŋ ɔ				
4960-12												g i n aː dʒ ɔ				
4980-12												t ɔ				
5125-12												ɔ n dʒ ɔ				
5549-12												t a b a				
5771-12												dʒ u g i a				
5905-12												t i n				
5922-12												b i r ɛ				
1-12												p ɛː				
629-12												d ɔ				
667-12												ɛː b ɛː				
1254-12												dʒ a m d u r u				
1415-12												j ɛ				
2551-12												r ɛ				
2901-12												t u ŋ u				
3885-12												d ɛ l ɛː				
715-13													d i			
1089-13													n a			
1319-13													n ɔ			
1398-13													s u u r̃ u			
1557-13													g i r e			
1626-13													w a g a			
1840-13													t i			
2247-13													g eː			
4677-13													k u l e			
5162-13													m i r̃ ɛ			
5406-13													t aː n a			
359-13													g aː l u			
1577-13													g i r e			
2196-13													n a l a			
2230-13													s ɛ g o			
2533-13													b a r ɛː			
3605-13													k a n a			
3866-13													o dʒ u			
4553-13													t a g			
4822-13													k u m o			
5254-13													d u l ɔ			
503-13													g i r̃			
1356-13													m a			
2084-13													j aː b ɛ			
2420-13													k u l			
3218-13													p u dʒ u			
3372-13													n a m a			
3718-13													a r a			
4135-13													b a r̃ u			
4694-13													g u dʒ u			
807-13													g o m			
2320-13													k a n eː			
2476-13													k u			
2842-13													d i g u			
3719-13													m i			
4081-13													d a m b o			
4313-13													n ɛ w̃			
4460-13													s u j̃			
5514-13													r̃ ɛ n ɛ			
5810-13													p i l			
93-13													d ɔː			
260-13													b ɛ l ɛ			
385-13													dʒ ɛ m ɛ m			
1336-13													t ɛĩ g e			
1703-13													b a			
1769-13													t ɛ m oː			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													d ɛ g ɛ			
4591-13													t eː r eː			
5301-13													p ɛ l u			
5605-13													t i m ɛ Ø			
63-13													k a r a			
762-13													b a n a k ɔ			
1432-13													t l			
1474-13													t ɔ			
1788-13													s i			
2044-13													d i m e			
2713-13													t ɛ m m m d ɛ r ɛ			
3219-13													p aː dʒ u			
3425-13													j eː			
4120-13													k o l o			
4184-13													ɲ aː			
4423-13													d ɔ r̃ ɔ			
4629-13													n u ŋ ɔ			
4980-13													t ɔ			
5059-13													g u Ø o			
5125-13													ɔ ɲ			
5339-13													p a g a			
5905-13													t i			
5922-13													b i r ɛ			
5938-13													a d u ɲ a			
1-13													p ɛː			
483-13													g dʒ u			
667-13													ɛ b ɛ			
1254-13													dʒ ɛː d l u			
1415-13													ɲ ɛ			
1683-13													s			
2901-13													t u r̃ m u			
3251-13													dʒ a r a			
3885-13													d ɛː l ɛː			
715-14														d u		
1089-14														n i		
1319-14														n Ø Ø Ø		
1398-14														s u g Ø Ø u		
1557-14														g i r Ø		
1626-14														w a g a		
1840-14														t i n		
2247-14														g Ø		
4677-14														k u l Ø Ø		
5162-14														m i r̃ ɛ		
5406-14														t a n d		
359-14														g a l u		
2196-14														n a r̃ a		
2230-14														s u g Ø		
2533-14														b a r Ø u		
3605-14														k a n d a		
3866-14														Ø Ø dʒ u		
4553-14														t a Ø g Ø a		
4822-14														k u m Ø		
503-14														k i r̃ ɛ		
1356-14														m aː		
1881-14														n u m u		
2084-14														j Ø b ɛ		
2420-14														k u l ɔ		
3372-14														n a m i		
3718-14														Ø a r a		
4135-14														b a r̃		
4694-14														g u dʒ Ø Ø u		
807-14														k Ø m ɔ		
2476-14														k o Ø Ø		
2842-14														d i g u		
3719-14														m ɔ		
4081-14														d a m b Ø u		
4313-14														n ɛː m		
4460-14														s j̃ Ø		
5810-14														p i l Ø		
93-14														d ɔ		
260-14														b ɛ r ɛ		
