COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2514-1	Ø Ø Ø Ø															
2666-1	Ø Ø Ø Ø															
2817-1	Ø Ø Ø Ø															
3132-1	Ø Ø Ø Ø Ø															
3300-1	Ø Ø Ø															
3976-1	Ø Ø Ø Ø															
4152-1	Ø Ø Ø Ø															
4361-1	Ø Ø Ø Ø															
4570-1	Ø Ø Ø Ø Ø Ø															
4648-1	Ø Ø															
5318-1	Ø Ø Ø Ø															
5673-1	Ø Ø Ø Ø Ø															
5887-1	Ø Ø Ø Ø															
446-1	Ø Ø Ø Ø Ø Ø Ø Ø Ø															
521-1	Ø Ø Ø Ø Ø															
1108-1	Ø Ø Ø Ø															
1124-1	Ø Ø Ø Ø Ø															
1745-1	Ø Ø Ø Ø															
1823-1	Ø Ø Ø Ø															
2143-1	Ø Ø															
2265-1	Ø Ø Ø															
2392-1	Ø Ø Ø Ø															
2579-1	Ø Ø Ø															
2774-1	Ø Ø Ø Ø															
3339-1	Ø Ø Ø Ø															
3550-1	Ø Ø Ø Ø Ø Ø															
4024-1	Ø Ø Ø Ø															
4219-1	Ø Ø Ø Ø Ø															
4240-1	Ø Ø Ø Ø															
4259-1	Ø Ø Ø Ø															
4738-1	Ø Ø Ø Ø Ø															
5197-1	Ø Ø Ø															
5447-1	Ø Ø Ø Ø															
5531-1	Ø Ø Ø Ø															
5733-1	Ø Ø															
5828-1	Ø Ø Ø Ø															
562-1	Ø Ø Ø Ø Ø															
998-1	Ø Ø															
1022-1	Ø Ø Ø Ø															
1023-1	Ø Ø															
1205-1	Ø Ø															
1275-1	Ø Ø															
1578-1	Ø Ø Ø Ø Ø															
2063-1	Ø Ø Ø															
2334-1	Ø Ø Ø															
2798-1	Ø Ø Ø Ø															
3252-1	Ø Ø Ø Ø															
3463-1	Ø Ø Ø															
3683-1	Ø Ø Ø Ø															
3772-1	Ø Ø Ø Ø															
3790-1	Ø Ø Ø															
4052-1	Ø Ø Ø Ø															
4220-1	Ø Ø															
4440-1	Ø Ø Ø															
4479-1	Ø Ø															
4711-1	Ø Ø Ø Ø															
4778-1	Ø Ø Ø Ø Ø Ø															
4821-1	Ø Ø															
4941-1	Ø Ø Ø															
5272-1	Ø Ø Ø Ø															
5423-1	Ø Ø Ø															
5424-1	Ø Ø Ø Ø															
563-1	Ø Ø Ø Ø															
613-1	Ø Ø Ø															
684-1	Ø Ø Ø Ø															
742-1	Ø Ø Ø Ø															
1204-1	Ø Ø Ø Ø															
1373-1	Ø Ø Ø Ø Ø															
1787-1	Ø Ø															
1988-1	Ø Ø Ø Ø Ø															
2283-1	Ø Ø Ø Ø															
2372-1	Ø Ø Ø Ø															
2441-1	Ø Ø															
2598-1	Ø Ø Ø Ø															
2773-1	Ø Ø Ø Ø Ø															
3011-1	Ø Ø Ø Ø Ø															
3176-1	Ø Ø Ø Ø															
3283-1	Ø Ø Ø															
3318-1	Ø Ø Ø Ø Ø															
3658-1	Ø Ø Ø Ø															
3807-1	Ø Ø Ø															
4037-1	Ø Ø Ø Ø Ø															
4498-1	Ø Ø Ø															
4843-1	Ø Ø Ø Ø															
5078-1	Ø Ø Ø Ø Ø															
5357-1	Ø Ø Ø Ø Ø															
5390-1	Ø Ø Ø Ø															
5790-1	Ø Ø Ø															
21-1	Ø Ø Ø Ø															
42-1	Ø Ø Ø Ø															
61-1	Ø Ø Ø Ø Ø															
239-1	Ø Ø Ø Ø Ø															
309-1	Ø Ø Ø Ø Ø															
327-1	Ø Ø Ø															
482-1	Ø Ø Ø Ø															
594-1	Ø Ø Ø Ø Ø															
701-1	Ø Ø															
909-1	Ø Ø															
928-1	Ø Ø Ø Ø															
1184-1	Ø Ø Ø Ø															
715-2		d u Ø Ø														
1089-2		Ø Ø Ø Ø														
1319-2		Ø Ø Ø Ø														
1398-2		Ø u Ø u Ø Ø Ø														
1557-2		g Ø Ø Ø														
1626-2		Ø Ø g Ø														
1840-2		Ø Ø Ø Ø														
2247-2		g Ø Ø														
4677-2		Ø u Ø Ø Ø Ø														
5162-2		Ø Ø Ø Ø Ø														
5406-2		Ø Ø Ø d Ø														
359-2		g Ø Ø Ø Ø														
1577-2		g Ø Ø Ø														
2196-2		Ø Ø Ø Ø														
2230-2		Ø u g Ø														
2533-2		Ø Ø Ø Ø Ø														
3605-2		Ø Ø Ø Ø Ø														
3866-2		Ø Ø d u														
4553-2		Ø Ø Ø g Ø Ø														
4822-2		Ø u Ø Ø Ø														
5254-2		d u Ø Ø														
503-2		g Ø Ø Ø Ø														
1356-2		Ø Ø Ø Ø														
1881-2		Ø u Ø Ø Ø Ø														
2084-2		Ø Ø Ø Ø Ø														
2420-2		Ø u Ø Ø														
3218-2		Ø u Ø Ø Ø u														
3372-2		Ø Ø Ø Ø														
3718-2		Ø Ø Ø Ø														
4135-2		Ø Ø Ø Ø Ø														
4694-2		g u Ø Ø Ø u														
807-2		Ø Ø Ø Ø Ø														
2320-2		Ø Ø Ø Ø														
2476-2		Ø u Ø Ø														
2842-2		d Ø g u Ø														
4081-2		d Ø Ø Ø Ø u														
4313-2		Ø Ø Ø Ø Ø														
4460-2		Ø Ø Ø Ø														
5514-2		Ø Ø Ø d Ø														
5810-2		Ø Ø Ø Ø Ø														
93-2		d Ø														
260-2		Ø Ø Ø Ø Ø														
385-2		Ø Ø Ø Ø Ø Ø														
890-2		Ø Ø Ø Ø Ø Ø Ø														
1336-2		Ø Ø g Ø														
1703-2		Ø Ø Ø														
1769-2		Ø Ø Ø Ø Ø														
2162-2		Ø Ø Ø Ø														
2635-2		Ø Ø														
2735-2		d Ø Ø Ø Ø Ø Ø														
3031-2		d Ø g Ø														
4591-2		Ø Ø Ø Ø														
5301-2		Ø Ø Ø u														
5605-2		Ø Ø Ø Ø Ø														
296-2		Ø Ø Ø Ø Ø														
463-2		d u Ø Ø u														
762-2		Ø Ø Ø Ø Ø Ø u Ø Ø														
1432-2		Ø Ø Ø Ø														
1474-2		Ø Ø Ø Ø Ø														
1788-2		Ø Ø Ø Ø														
2044-2		d Ø Ø Ø Ø														
2713-2		Ø Ø Ø Ø Ø Ø d Ø Ø Ø														
3219-2		Ø Ø Ø u														
3425-2		Ø Ø														
4184-2		Ø Ø Ø Ø														
4629-2		Ø u Ø Ø Ø														
4759-2		Ø Ø Ø Ø Ø														
4904-2		Ø Ø u Ø Ø Ø														
4960-2		g Ø Ø Ø Ø Ø														
4980-2		Ø Ø Ø Ø														
5059-2		g u Ø Ø														
5125-2		Ø Ø Ø Ø Ø														
5339-2		Ø Ø Ø Ø														
5549-2		Ø Ø Ø Ø Ø														
5771-2		Ø u g u Ø														
5905-2		Ø Ø Ø Ø														
5938-2		Ø Ø d u Ø Ø Ø Ø														
1-2		Ø Ø														
483-2		g Ø Ø u														
629-2		d Ø Ø Ø														
667-2		Ø Ø Ø														
1254-2		Ø Ø Ø d u Ø Ø														
1415-2		Ø Ø Ø														
1542-2		Ø Ø u Ø														
1683-2		Ø Ø Ø Ø														
1898-2		Ø u Ø Ø														
2551-2		Ø Ø														
2901-2		d u Ø d Ø														
2957-2		Ø Ø Ø d Ø														
3048-2		Ø Ø Ø Ø														
3251-2		Ø Ø Ø Ø														
3885-2		d Ø Ø Ø														
4402-2		Ø Ø														
5081-2		Ø Ø Ø Ø Ø Ø Ø														
5622-2		Ø Ø Ø Ø Ø Ø Ø														
6006-2		Ø Ø Ø Ø														
43-2		Ø Ø Ø Ø														
135-2		Ø u Ø d u														
158-2		Ø Ø Ø Ø u														
194-2		Ø Ø Ø														
221-2		Ø d u														
650-2		Ø Ø Ø Ø														
1152-2		d Ø Ø Ø														
1374-2		Ø Ø Ø Ø Ø														
1452-2		g Ø Ø Ø														
1862-2		Ø d Ø														
2108-2		Ø Ø Ø Ø Ø														
2636-2		Ø Ø														
2880-2		Ø u Ø Ø u g Ø														
2924-2		Ø Ø Ø Ø														
2941-2		Ø Ø Ø Ø														
3405-2		Ø Ø Ø Ø Ø														
3959-2		d Ø Ø Ø														
4066-2		g Ø Ø Ø														
4535-2		Ø u g Ø														
4888-2		Ø Ø Ø u Ø Ø														
5180-2		Ø Ø Ø Ø u														
5751-2		Ø Ø Ø Ø														
5981-2		Ø Ø Ø Ø														
114-2		d Ø Ø Ø														
702-2		Ø Ø Ø Ø Ø Ø Ø														
851-2		Ø u Ø Ø														
872-2		Ø Ø Ø Ø														
952-2		Ø u Ø Ø Ø Ø														
2179-2		Ø d Ø														
2351-2		Ø Ø Ø Ø														
2496-2		Ø u Ø														
4609-2		Ø Ø Ø Ø Ø Ø Ø Ø														
4740-2		Ø u Ø Ø Ø														
4921-2		Ø Ø Ø Ø Ø Ø														
5982-2		Ø u Ø d u														
978-2		Ø Ø Ø Ø														
999-2		Ø Ø														
1052-2		Ø Ø Ø Ø u														
1989-2		Ø Ø Ø Ø														
2456-2		Ø Ø Ø Ø														
2666-2		Ø Ø Ø Ø														
2817-2		Ø Ø Ø Ø														
3132-2		d u Ø Ø u														
3300-2		Ø Ø Ø														
3977-2		Ø Ø Ø Ø Ø														
3978-2		Ø Ø Ø Ø Ø														
4260-2		Ø Ø Ø Ø														
4278-2		Ø u Ø Ø u														
4334-2		Ø Ø Ø Ø														
4361-2		Ø Ø Ø Ø														
4570-2		Ø Ø g Ø Ø Ø														
4648-2		Ø Ø														
5673-2		Ø Ø Ø Ø Ø														
5887-2		Ø Ø Ø Ø														
446-2		g Ø Ø Ø Ø g Ø Ø Ø														
1108-2		Ø Ø Ø Ø														
1124-2		Ø Ø Ø Ø Ø														
1237-2		Ø Ø Ø Ø Ø														
1745-2		Ø Ø Ø Ø														
1823-2		g Ø Ø Ø														
2143-2		Ø Ø														
2265-2		u Ø Ø														
2392-2		Ø Ø Ø Ø u														
2579-2		Ø Ø Ø														
2902-2		Ø Ø														
3197-2		Ø Ø														
3339-2		Ø Ø Ø Ø														
3550-2		Ø Ø Ø Ø														
3943-2		Ø Ø Ø u														
4240-2		Ø Ø Ø Ø														
5197-2		Ø Ø u														
5531-2		Ø Ø Ø Ø														
5733-2		Ø Ø														
409-2		Ø Ø Ø Ø														
562-2		Ø u Ø Ø Ø														
1022-2		Ø Ø Ø Ø														
1205-2		Ø Ø														
1275-2		Ø Ø														
1524-2		g Ø Ø Ø														
1578-2		Ø u Ø g Ø														
2063-2		Ø Ø Ø														
2798-2		Ø Ø Ø Ø Ø														
3088-2		Ø Ø Ø Ø														
3683-2		Ø Ø Ø Ø														
3772-2		Ø u Ø Ø														
4711-2		Ø Ø Ø Ø														
4778-2		Ø Ø Ø Ø Ø Ø														
4821-2		Ø u														
4941-2		Ø Ø Ø														
5272-2		Ø Ø Ø Ø														
5319-2		Ø Ø Ø Ø														
5375-2		Ø Ø Ø Ø Ø Ø														
5423-2		Ø Ø Ø														
5424-2		Ø Ø Ø Ø														
5465-2		Ø Ø Ø Ø														
5497-2		Ø Ø														
178-2		Ø Ø Ø Ø Ø Ø Ø														
563-2		Ø u Ø Ø														
684-2		Ø Ø Ø Ø														
742-2		Ø Ø Ø Ø														
787-2		Ø Ø Ø Ø														
1126-2		Ø Ø														
1204-2		Ø Ø Ø Ø														
1373-2		Ø Ø Ø Ø Ø														
1787-2		Ø Ø														
1969-2		Ø Ø Ø Ø Ø Ø														
2283-2		Ø Ø Ø u														
2441-2		Ø Ø														
2598-2		Ø Ø Ø Ø														
2773-2		Ø Ø Ø Ø Ø Ø Ø														
2863-2		Ø Ø Ø Ø														
3011-2		Ø Ø Ø Ø Ø Ø														
3176-2		Ø Ø Ø Ø														
3319-2		Ø Ø Ø Ø Ø														
4025-2		Ø u Ø Ø														
4037-2		Ø Ø Ø Ø Ø														
4441-2		Ø Ø Ø Ø														
4843-2		Ø Ø u Ø														
5036-2		Ø Ø Ø Ø														
5357-2		Ø Ø Ø Ø Ø														
5790-2		Ø Ø u														
61-2		Ø Ø Ø Ø Ø														
136-2		Ø Ø Ø Ø														
239-2		Ø u Ø Ø Ø														
309-2		Ø Ø Ø Ø Ø														
594-2		u Ø Ø Ø Ø														
701-2		Ø Ø														
786-2		Ø Ø														
909-2		Ø Ø														
928-2		Ø Ø Ø Ø														
951-2		Ø Ø Ø														
1184-2		d Ø Ø Ø														
715-3			Ø Ø Ø Ø													
1089-3			Ø Ø Ø Ø													
1319-3			Ø Ø Ø Ø													
1398-3			Ø Ø Ø Ø Ø Ø Ø													
1557-3			Ø Ø Ø Ø													
1626-3			Ø Ø Ø Ø													
1840-3			Ø Ø Ø Ø													
2247-3			Ø Ø Ø													
4677-3			Ø Ø Ø Ø Ø Ø													
5162-3			Ø Ø Ø Ø Ø													
5406-3			Ø Ø Ø Ø Ø													
359-3			Ø Ø Ø Ø Ø													
1577-3			Ø Ø Ø Ø													
2196-3			Ø Ø Ø Ø													
2533-3			Ø Ø Ø Ø Ø													
3866-3			Ø Ø Ø													
4553-3			Ø Ø Ø Ø Ø Ø													
5254-3			Ø Ø Ø Ø													
503-3			Ø Ø Ø Ø Ø													
1881-3			Ø Ø Ø Ø Ø Ø													
2084-3			Ø Ø Ø Ø Ø													
2420-3			Ø Ø Ø Ø													
3218-3			Ø Ø Ø Ø Ø Ø													
3372-3			Ø Ø Ø Ø													
3718-3			Ø Ø Ø													
2320-3			Ø Ø Ø Ø													
2476-3			Ø Ø Ø Ø													
3719-3			Ø Ø													
4460-3			Ø Ø Ø Ø													
5514-3			Ø Ø Ø Ø Ø													
890-3			Ø Ø Ø Ø Ø Ø													
1336-3			Ø Ø Ø Ø													
1703-3			Ø Ø													
2162-3			Ø Ø Ø Ø													
2635-3			Ø Ø													
2735-3			Ø Ø Ø Ø Ø Ø Ø													
762-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø													
1788-3			Ø Ø Ø Ø													
2713-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø													
3219-3			Ø Ø Ø Ø													
4629-3			Ø Ø Ø Ø Ø													
4904-3			Ø Ø Ø Ø Ø Ø													
5125-3			Ø Ø Ø Ø													
5771-3			Ø Ø Ø Ø Ø													
5938-3			Ø Ø Ø Ø Ø Ø Ø													
1898-3			Ø Ø Ø Ø Ø													
2901-3			Ø Ø Ø Ø Ø													
2957-3			Ø Ø Ø Ø Ø													
3048-3			Ø Ø Ø Ø													
5081-3			Ø Ø Ø Ø Ø Ø Ø													
6006-3			Ø Ø Ø Ø													
716-3			Ø Ø													
1152-3			Ø Ø Ø Ø													
1789-3			Ø Ø Ø Ø													
2083-3			Ø Ø Ø Ø Ø													
2108-3			Ø Ø Ø Ø Ø													
2618-3			Ø Ø Ø Ø													
2880-3			Ø Ø Ø Ø Ø Ø Ø													
2941-3			Ø Ø Ø Ø													
3405-3			Ø Ø Ø Ø													
3811-3			Ø Ø													
5583-3			Ø Ø Ø Ø Ø													
5751-3			Ø Ø Ø Ø													
2442-3			Ø Ø Ø Ø													
2496-3			Ø Ø Ø													
4921-3			Ø Ø Ø Ø Ø Ø													
196-3			Ø Ø Ø Ø													
3639-3			Ø Ø Ø Ø													
3905-3			Ø Ø													
3977-3			Ø Ø Ø Ø Ø Ø													
3978-3			Ø Ø Ø Ø Ø Ø													
4361-3			Ø Ø Ø Ø													
5532-3			Ø Ø Ø													
1237-3			Ø Ø Ø Ø													
1579-3			Ø Ø Ø Ø Ø Ø													
2143-3			Ø Ø													
2774-3			Ø Ø Ø Ø													
3198-3			Ø Ø Ø Ø													
3534-3			Ø Ø Ø Ø													
3550-3			Ø Ø Ø Ø Ø													
3684-3			Ø Ø Ø Ø Ø													
3943-3			Ø Ø Ø Ø													
4259-3			Ø Ø Ø Ø													
4611-3			Ø Ø Ø Ø													
4983-3			Ø Ø Ø Ø Ø													
5656-3			Ø Ø Ø Ø Ø													
5830-3			Ø Ø													
1026-3			Ø Ø Ø Ø													
1170-3			Ø Ø Ø Ø Ø													
1187-3			Ø Ø Ø Ø													
1275-3			Ø Ø													
1454-3			Ø Ø Ø Ø													
1668-3			Ø Ø Ø Ø													
1841-3			Ø Ø													
1970-3			Ø Ø Ø Ø													
2977-3			Ø Ø Ø Ø Ø													
3301-3			Ø Ø Ø													
3498-3			Ø Ø													
4442-3			Ø Ø Ø Ø													
4479-3			Ø Ø													
5038-3			Ø Ø Ø Ø Ø													
5391-3			Ø Ø Ø													
5888-3			Ø Ø													
6007-3			Ø Ø Ø Ø													
178-3			Ø Ø Ø Ø Ø Ø Ø													
684-3			Ø Ø Ø Ø													
1257-3			Ø Ø Ø Ø Ø Ø													
1433-3			Ø Ø Ø Ø													
1501-3			Ø Ø Ø Ø													
1684-3			Ø Ø Ø Ø													
1864-3			Ø Ø Ø Ø Ø Ø													
1988-3			Ø Ø Ø Ø Ø Ø													
2046-3			Ø Ø Ø Ø Ø													
2127-3			Ø Ø Ø Ø													
2599-3			Ø Ø Ø													
2756-3			Ø Ø Ø Ø													
2775-3			Ø Ø Ø Ø Ø Ø													
3254-3			Ø Ø Ø Ø Ø Ø													
3427-3			Ø Ø Ø													
3465-3			Ø Ø Ø Ø													
4008-3			Ø Ø Ø Ø Ø													
4053-3			Ø Ø Ø Ø Ø													
4985-3			Ø Ø													
5569-3			Ø Ø Ø Ø Ø													
5606-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø													
5640-3			Ø Ø Ø Ø Ø													
5906-3			Ø Ø Ø Ø Ø													
2-3			Ø Ø Ø Ø Ø													
3-3			Ø Ø Ø Ø													
42-3			Ø Ø Ø Ø													
241-3			Ø Ø Ø Ø													
242-3			Ø Ø													
361-3			Ø Ø Ø Ø													
651-3			Ø Ø Ø Ø Ø													
701-3			Ø													
743-3			Ø Ø Ø Ø													
873-3			Ø Ø Ø Ø													
1001-3			Ø Ø													
1053-3			Ø Ø Ø Ø Ø													
1109-3			Ø Ø Ø Ø													
1206-3			Ø Ø Ø Ø Ø													
1207-3			Ø Ø													
1434-3			Ø Ø Ø													
715-4				d Ø j Ø												
1089-4				n a Ø Ø												
1319-4				n Ø j ɛː												
1398-4				s u Ø u Ø Ø Ø												
1557-4				Ø Ø r e												
1626-4				Ø a Ø Ø												
1840-4				Ø u Ø Ø												
2247-4				Ø Ø Ø												
4677-4				k u l e j Ø												
5162-4				m Ø n l ɛ												
5406-4				Ø a n d u												
359-4				Ø a r a Ø												
1577-4				Ø Ø r e												
2196-4				n a l aː												
2230-4				s Ø Ø e												
2533-4				Ø a r Ø aː												
3605-4				k a n d a												
3866-4				Ø Ø g Ø												
4553-4				Ø a Ø Ø j u												
4822-4				k u m Ø e												
5254-4				d u l Ø												
503-4				k Ø ɲ e Ø												
1356-4				m a j Ø												
1881-4				n u m Ø Ø Ø												
2084-4				j a Ø Ø Ø												
2420-4				k u l ɛ												
3218-4				Ø u Ø Ø g u												
3718-4				Ø a r a												
4135-4				Ø a n u Ø												
4694-4				Ø u g Ø g u												
807-4				k Ø m Ø Ø												
2320-4				Ø a ɲ ɛ												
2842-4				d Ø Ø u Ø												
4313-4				n e m Ø Ø												
4460-4				s Ø j Ø												
5514-4				n ɛ n d ɛ												
5810-4				Ø Ø Ø l ɛː												
93-4				d Ø												
260-4				Ø ɛ Ø g ɛ												
385-4				d ɛ m Ø ɛ												
890-4				Ø a m Ø Ø l Ø												
1769-4				Ø ɛ m Ø ɛ												
2162-4				Ø e l u												
2635-4				s Ø												
2735-4				d a n d Ø Ø a												
3031-4				d ɛ Ø ɛ												
5301-4				Ø ɛ l u												
5605-4				Ø Ø m ɛ Ø												
63-4				k a r a												
296-4				ɲ a m Ø aː												
463-4				d u m Ø e												
762-4				Ø a n a Ø k u Ø Ø												
1432-4				Ø aː l ɛ												
1474-4				Ø Ø n Ø Ø												
2044-4				d Ø m Ø e												
3219-4				Ø a g u												
4120-4				k Ø l Ø												
4184-4				Ø Ø ɲ Ø												
4423-4				d Ø n Ø												
4629-4				n u Ø j Ø												
4759-4				n Ø Ø e												
4904-4				n Ø u Ø m a												
4960-4				Ø Ø Ø a d Ø												
4980-4				Ø Ø Ø Ø												
5059-4				Ø u j Ø												
5125-4				Ø Ø n ɲ Ø												
5549-4				Ø a Ø Ø aː												
5771-4				g u Ø u Ø												
5922-4				Ø Ø r a												
1-4				Ø ɛ												
629-4				Ø Ø Ø Ø												
667-4				ɛ Ø ɛ												
1254-4				g a m d u l u												
1415-4				ɲ Ø ɛ												
1542-4				n Ø ɛː Ø												
1683-4				s Ø Ø Ø												
1898-4				Ø u l Ø Ø												
2551-4				r u												
3251-4				s a n a												
3885-4				d ɛ Ø ɛ												
5622-4				Ø ɛ g u Ø ɛ j												
6006-4				Ø Ø r Ø												
43-4				s aː Ø aː												
135-4				Ø u n d u												
158-4				m Ø Ø Ø u												
221-4				ɛ d u												
650-4				Ø ɛ Ø Ø												
1374-4				Ø Ø Ø Ø Ø												
1452-4				Ø u r a												
1789-4				n u m Ø												
1862-4				Ø n Ø												
2108-4				n a Ø ɛ j												
2636-4				m Ø												
3113-4				Ø e Ø e												
3136-4				j a r a												
3751-4				Ø aː Ø												
4888-4				Ø a m Ø n a												
5180-4				s ɛ m Ø ɛ												
5583-4				Ø a Ø g Ø												
5981-4				a l a Ø												
25-4				Ø Ø a Ø ɛ g ɛ												
114-4				d Ø Ø ɛ												
702-4				Ø g Ø Ø Ø Ø Ø												
851-4				Ø Ø Ø Ø												
872-4				ɛ n ɲ ɛ												
952-4				k u l Ø												
1941-4				k ɛ l Ø												
2442-4				n u m Ø												
3448-4				Ø Ø Ø d u												
3482-4				m Ø s Ø Ø Ø Ø Ø ɛ												
3497-4				Ø n a l u												
3588-4				Ø Ø Ø Ø												
4101-4				a Ø Ø Ø aː												
4293-4				Ø Ø Ø Ø												
4520-4				Ø ɛ Ø Ø												
4609-4				k Ø r Ø Ø Ø a Ø												
4740-4				Ø u n Ø Ø												
4781-4				s a n g e												
5982-4				g u Ø d u												
196-4				k u l a												
545-4				Ø r Ø												
931-4				Ø e Ø Ø												
978-4				Ø Ø m Ø												
999-4				j ɛ												
1052-4				n a m Ø Ø												
1070-4				Ø u Ø ɛ												
1298-4				Ø u Ø Ø m Ø a												
1989-4				m ɛ Ø ɛ												
2145-4				g Ø Ø												
2306-4				a m Ø a												
2456-4				Ø u l u												
2514-4				d u d ɛː												
3132-4				d u Ø Ø Ø												
3300-4				e Ø a												
3774-4				Ø u r u												
3976-4				ɛ Ø Ø a												
