COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
762-2		b a n a k u r u														
1432-2		t a r iː														
1474-2		t ɔ														
1788-2		s i r i														
2044-2		s i m b iː														
2713-2		t ɛː m b ɛ l ɛ r ɛ														
3219-2		p aː s a														
3425-2		j ɔ ɣ ɔ														
4184-2		ɲ ɛ j̃														
4629-2		n u m a														
4759-2		n iː														
4904-2		n u m a														
4960-2		g ɛ ŋ o r o														
4980-2		t ɔː														
5059-2		g uː j̃ i														
5125-2		ɔ ɲ ɔ														
5339-2		p a w														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i r̃ u														
5938-2		a d u n a														
1-2		p ɛ														
483-2		g e s u														
629-2		dʒ a														
667-2		ɛ w ɛ														
1254-2		d u r u														
1415-2		ɲ ɛ														
1542-2		n u														
1683-2		s i j ɔ ɣ ɔ														
1898-2		p u r̃ o														
2551-2		r														
2901-2		t u ŋ g iː														
2957-2		m a n i														
3048-2		b iː														
3251-2		b a r a														
3885-2		d u r ɔ														
4402-2		j u														
5081-2		b i n														
5622-2		p ɛ g a r iː j														
6006-2		p ɔ ɣ ɔ t i r̃ iː														
43-2		s a s														
135-2		t u l u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b ɛ s u														
1152-2		t u w ɛ														
1374-2		k ɔ r ɔ														
1452-2		g aː r a														
1862-2		u s u														
2108-2		n ɔ j̃														
2636-2		m														
2880-2		k u ŋ dʒ o														
2924-2		p o r														
2941-2		b i r̃ iː														
3405-2		ɛ m ɛ														
3959-2		t o r u														
4066-2		g ɔː r̃ ɔ														
4535-2		s u w a														
4888-2		s a n a														
5180-2		s e r e														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		s ɔ ɛ														
702-2		ɔ ɣ ɔ ɲ ɔ w														
851-2		k uː														
872-2		i ŋ dʒ ɛ														
952-2		k u r u														
2179-2		n i														
2351-2		b a b a														
2496-2		n u														
4609-2		k ɔ r ɔ														
4740-2		g u r ɔ n														
4921-2		s a m b a														
5982-2		k u s u														
978-2		t a m														
999-2		j ɔ ɣ ɔ														
1052-2		n a m u														
1989-2		m i n i														
2456-2		k ɔ r i														
2666-2		s i r i														
2817-2		a n iː														
3132-2		d u ŋ g u														
3300-2		ɛ w ɛ														
3977-2		ɔ ɣ ɔ n dʒ i r̃ iː														
3978-2		ɔ ɣ ɔ n dʒ ɔ ɣ ɔ														
4260-2		ɔ m u														
4278-2		k u n dʒ u														
4334-2		s r ɔ														
4361-2		t e g e														
4570-2		g ɔː														
4648-2		j														
715-3			d u													
1089-3			aː i													
1319-3			n ɛ													
1398-3			s ɔ g u l i													
1557-3			g i r e													
1626-3			w a g a													
1840-3			t eː ŋ													
2247-3			g eː													
4677-3			k u l eː n i													
5162-3			m i l ɛ													
5406-3			t aː n d i													
359-3			k a r													
1577-3			g i r e													
2196-3			n a l e													
2533-3			b a r e													
3866-3			o dʒ u													
4553-3			t aː ŋ g e													
5254-3			d u l ɔ													
503-3			k i n a													
1881-3			n u m													
2084-3			j o b ɔ													
2420-3			k u l ɛ													
3218-3			p u dʒ u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a n i													
2476-3			n i													
3719-3			m													
4460-3			w s ɛː													
5514-3			d eː n d e													
890-3			ʔ a m i l i													
1336-3			d eː g e													
1703-3			b o													
2162-3			g b													
2635-3			eː ɛ													
2735-3			d ɛ m n a													
762-3			b a l a k ũː													
1788-3			s e													
2713-3			t ɛː m d ɛ r ɛ													
3219-3			t u m b a													
4629-3			i n i ŋ l u													
4904-3			i n i ŋ aː													
5125-3			m ɔː n dʒ i													
5771-3			j u g u													
5938-3			a t u l a													
1898-3			p u l u													
2901-3			d u n dʒ ɔ													
2957-3			m a n d e													
3048-3			b a l i													
5081-3			p i n i													
6006-3			p o r e													
716-3			j ɔ													
1152-3			d ɔ g ɛ													
1789-3			n i l i m a													
2083-3			k a n i													
2108-3			i j̃ n													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g a													
2941-3			a m b a l u													
3405-3			ɛ m ɔ													
3811-3			t													
5583-3			t a ŋ g e													
5751-3			t iː w ɛ													
2442-3			n i l i m a													
2496-3			n u n													
4921-3			s a b i													
196-3			k u l ɛ													
3639-3			t o b a													
3905-3			n i w													
3977-3			m ɔː n dʒ i													
3978-3			m ɔː n dʒ i													
4361-3			eː t													
715-4				n u												
1089-4				n a ŋ a												
1319-4				n i												
1398-4				s u g u r u												
1557-4				g e r e												
1626-4				w a ɣ a												
1840-4				t e r̃ e												
2247-4				g u												
4677-4				k u r ɛ j												
5162-4				m i r u												
5406-4				t aː n												
359-4				k a ɣ a												
1577-4				j i r u												
2196-4				n a r̃ a												
2230-4				s u g o												
2533-4				b aː r u												
3605-4				k a n a												
3866-4				i dʒ u												
4553-4				t a ɣ a												
4822-4				k u m o												
5254-4				d u r ɔ												
503-4				tʃ i r̃ e												
1356-4				m a												
1881-4				ŋ o												
2084-4				j a ŋ ɔ w ɔ												
2420-4				k u r ɔ												
3218-4				b u u t u												
3718-4				a r a												
4135-4				b a n												
4694-4				g u dʒ u												
807-4				k ɔː m												
2320-4				k a ŋ a												
2842-4				d i g u												
4313-4				n ɛ j̃												
4460-4				s ɔ w̃												
5514-4				n ɛ n ɛ												
5810-4				p i r i												
93-4				d ɔ												
260-4				b ɛ r ɛ												
385-4				g ɛ m ɛ												
890-4				a m i r u												
1769-4				t ɛ m ɛ												
2162-4				b ɛ r ɛ												
2635-4				s o												
2735-4				d a n a												
3031-4				d a ɣ a												
5301-4				p ɛ r u												
5605-4				t i w̃ a												
63-4				k a r u												
296-4				dʒ a m a												
463-4				d u m u												
762-4				b a n a k u r u												
1432-4				t a r u												
1474-4				t ɔ												
2044-4				d e m e												
3219-4				b aː dʒ u												
4120-4				k o r o												
4184-4				ɲ aː												
4423-4				d ɔ r̃ ɔ												
4629-4				n u ŋ ɔ												
4759-4				n i ŋ e												
4904-4				n u ŋ ɔ												
4960-4				dʒ i n aː dʒ ĩː												
4980-4				t u												
5059-4				g u ŋ o												
5125-4				ɔ ɲ ɔ												
5549-4				t a w a												
5771-4				dʒ u g u r u												
5922-4				b i r ɛ												
1-4				p ɛː												
629-4				d ɔ												
667-4				ɛ w ɛ												
1254-4				d u r u												
1415-4				ɛː ɲ												
1542-4				ɔ n												
1683-4				dʒ ɛ j e												
1898-4				p u r̃ o												
2551-4				r u												
3251-4				b a r a												
3885-4				d ɛ												
5622-4				p ɛ l ɛ j												
6006-4				p ɔ r̃ ɔ												
43-4				s a m												
135-4				t i l i												
158-4				m ɔ dʒ u												
221-4				ɛ dʒ u												
650-4				b ɛ dʒ u												
1374-4				k ɔ r ɔ												
1452-4				l aː r u w a												
1789-4				n u w̃ o												
1862-4				i dʒ i												
2108-4				n a ŋ o												
2636-4				m												
3113-4				t e g e												
3136-4				j a r a												
3751-4				p ɛ j												
4888-4				s aː n a												
5180-4				s ɛ m ɛ												
5583-4				t a ŋ a												
5981-4				a r̃ a												
25-4				a r u s a ɣ a												
114-4				d u d j a												
702-4				ɔ g ɔ ɲ ɔ												
851-4				k ũː												
872-4				ɛ ɲ ɛ												
952-4				k u r ɔ												
1941-4				k i r u												
2442-4				n u w̃ o												
3448-4				b uː d u												
3482-4				m i dʒ u d ɛ												
3497-4				n a												
3588-4				k ɔ r ɔ												
4101-4				a r̃ a												
4293-4				dʒ ɔ w̃ ɔ												
4520-4				p ɛ dʒ u												
4609-4				k ɔ r ɔ												
4740-4				g u n ɔ												
4781-4				s aː dʒ a												
5982-4				k u s u												
196-4				k u r ɔ												
545-4				i r u												
931-4				b ɛ												
978-4				t ɛ m												
999-4				j ɛ												
1052-4				n a m u												
1070-4				l u g o												
1298-4				g u r u m aː												
1989-4				m i n e												
2145-4				dʒ ɔ r̃ ɔ												
2306-4				a m a												
2456-4				k a r u												
2514-4				d u dʒ u												
3132-4				d u n												
3300-4				ɛ w ɛ												
3774-4				t u r u												
3976-4				s ĩː												
4039-4				d ɔ n												
4278-4				k u ɲ u												
4361-4				t e g u												
4570-4				g ɔ ŋ												
715-5					d u											
1089-5					n ɛː											
1319-5					n ɛː											
1398-5					s u g u l e											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t i n dʒ a											
2247-5					ɔ g ɔ											
4677-5					k u l e											
5162-5					i m i l ɛ											
5406-5					t aː n d i											
359-5					k a r a											
1577-5					g i r e											
2196-5					n a l e											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					o s i											
4553-5					d uː g e											
4822-5					k u m b e											
5254-5					d u l ɔ											
1356-5					ɛ m aː											
1881-5					n ɔː m ɔ											
2084-5					j aː p i											
2420-5					k u l ɛ											
3218-5					p u s											
3372-5					n a m a											
3718-5					a r a											
4135-5					a n d e											
4694-5					g u dʒ u											
2476-5					k u											
2842-5					d u g ɛ											
3719-5					m											
4081-5					d a m b e											
5514-5					n ɛ n d ɛ											
260-5					p i n d i											
385-5					d ɛ m b ɛ											
890-5					a ɛ m b e l e											
1703-5					b a											
1769-5					ɛ m b											
2735-5					d a n a											
4591-5					t aː r e											
5301-5					p ɛː l e											
63-5					k a r a											
296-5					dʒ a m i b ɛ											
463-5					d u l u m b u l u											
762-5					b a n a k e l											
1788-5					s e											
3219-5					p u s u											
4120-5					k o l o											
4759-5					n o e											
4960-5					g i n i											
5059-5					g u e											
5549-5					t a w e											
5771-5					j u g u											
5905-5					t i n dʒ a											
5938-5					a r n a											
1415-5					ɲ ɛː											
1542-5					n ɛ											
1898-5					p u l o											
2551-5					r											
2957-5					m a n d e											
3048-5					b i											
4402-5					j̃ e											
5081-5					p i n i											
6006-5					p o r i											
135-5					t u n d d											
194-5					b ɛ											
716-5					j ɔː											
2083-5					k a n i											
2618-5					k ɛ l ɛ											
2880-5					k i n dʒ i											
3113-5					s e g e											
3136-5					j a r a											
3405-5					ɛ m ɛ											
3572-5					b ɛ r a											
4535-5					s u g ɛ											
5751-5					t i n j ɔ											
851-5					k u											
2179-5					n i											
2351-5					b ɛː											
2496-5					n ɛ											
3448-5					p uː d e											
4781-5					s a n dʒ a											
4921-5					s a m b e											
196-5					k u l e											
789-5					g a ŋ a											
931-5					b ɛ											
1298-5					g u l u m b a											
2145-5					dʒ g											
3639-5					t o w a											
3977-5					o n dʒ i											
3978-5					o n dʒ i											
4260-5					ɔ ɛ m b											
715-6						d i										
1089-6						n aː										
1319-6						ɲ ɛ										
1398-6						s u n ɛ										
1557-6						g i r ɛ										
1626-6						b a g a										
1840-6						t eː ŋ										
2247-6						i										
4677-6						k u l ɛ										
5162-6						m i n ɛ										
5406-6						t a n d iː										
359-6						k a r aː										
1577-6						g i r ɛ										
2196-6						n a l e										
2230-6						s i g i										
2533-6						b a r aː										
3605-6						k a n d a										
4553-6						t a g a										
4822-6						k u m b e										
5254-6						d u l ɔː										
503-6						k i j ɛ										
1356-6						m a j										
1881-6						n m ɔː										
2084-6						j a a b a										
2420-6						k u l ɛ										
3218-6						p u s										
3372-6						n a m a										
3718-6						a l i										
4135-6						b a n d e										
4694-6						g u dʒ u ŋ g o										
807-6						ŋ g o										
2320-6						k i n										
2842-6						d i g i										
3719-6						m										
4081-6						d a m b ɛ										
4313-6						b a n d u										
4460-6						dʒ u j ɛ										
5514-6						n ɛ n d ɛ										
5810-6						p i l ɛ										
93-6						d ɔ										
890-6						a r aː										
1336-6						t e g e										
1703-6						b a										
4591-6						t a r i										
5605-6						t i m ɛ										
63-6						k a r aː										
296-6						d a m b a										
463-6						d u m b u										
762-6						b a n a k i l i										
3425-6						j ɛ										
4120-6						k a l e										
4423-6						d ɔ n o										
4759-6						n i j ɛ										
4904-6						n u ŋ aː g e										
4960-6						g i n aː d iː										
5125-6						m o n dʒ ɛ										
5339-6						p a g a										
5771-6						j i g i										
5922-6						b i r ɛ										
5938-6						a d u n a										
483-6						g ɔ dʒ ɛ										
1542-6						n ɔː										
1683-6						t i j ɛ										
2551-6						r ɛ										
2957-6						m a n d i										
3048-6						b i										
4402-6						j ɛ										
5081-6						b i n iː										
5622-6						p ɛ l i ɛ ɛ										
650-6						b a r ɛ										
716-6						j ɛ										
1152-6						t i b ɛ										
1789-6						n u m a										
1862-6						i dʒ i										
2618-6						k ɛ l i										
2880-6						k u n d ɛ										
2924-6						b o l o										
3136-6						j a r aː										
3405-6						m a										
3811-6						l										
4535-6						s u g ɛ										
4888-6						s a m u n i										
5751-6						t i j ɛ										
2179-6						n d i										
2442-6						n u m a										
3482-6						m i s i r ɛ										
4202-6						g o l o j										
4781-6						s u n dʒ aː										
4921-6						r aː m b a										
5982-6						g u dʒ u ŋ										
408-6						j m b oː										
526-6						a g a										
789-6						g a n a										
1298-6						g u m b a										
1942-6						j ɛ										
2666-6						dʒ i g i										
3015-6						b a n d a										
3905-6						n i										
3977-6						m o n dʒ e										
3978-6						m o n dʒ ɛ										
4152-6						g i										
4334-6						s ɔ n										
4648-6						j ɛ										
715-7							d i									
1089-7							n aː									
1319-7							n iː									
1398-7							s u n									
1557-7							g i r e									
1626-7							w a k a									
1840-7							t i									
2247-7							g o									
4677-7							k i r o j									
5162-7							m i r̃ e									
5406-7							t aː n d u									
359-7							k a s a									
1577-7							g i s e									
2196-7							n a r̃ a									
2230-7							s i									
2533-7							b a r i									
3605-7							k a n d a									
3866-7							o s i									
4553-7							t a g i									
4822-7							k u m b o									
5254-7							d u r ɔ									
503-7							k i r̃ i									
1356-7							m a									
1881-7							n̩ d o									
3372-7							n a m a									
3718-7							a r i									
4135-7							b a r i j o									
4694-7							g i s i									
807-7							k o m b i									
2320-7							k a ɲ a									
2476-7							g o									
2842-7							d i g i									
3719-7							m									
4081-7							d a m b i									
4313-7							n ɛ									
4460-7							s i j̃ ɔ									
5514-7							n ɛ n d ɛ									
5810-7							p iː j									
93-7							d ɔ									
260-7							b ɛ r ɛ									
385-7							dʒ ɛ m b ɛ									
890-7							a s a									
1336-7							t ɛ g i									
1703-7							b a r									
1769-7							t ɛ m b ɛ									
2162-7							b ɛ r ɛ									
2635-7							ɔː m b ɔ									
2735-7							d a n d a									
3031-7							n d ɛ g i									
4591-7							k ɛ r i									
5301-7							p ɛ r i									
5605-7							t u m a									
296-7							dʒ ɛ m b i j ɛ									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t ɔ									
1788-7							s i r i									
2044-7							d i m b e									
2713-7							t ɔː m d ɛ r ɛ									
3425-7							j ɔ g ɔ									
4184-7							ɲ aː									
4423-7							d ɔ r̃ ɔ									
4629-7							n u m a									
4759-7							n iː									
4904-7							n u m a									
4960-7							g i n ɛ									
5059-7							g u r o									
5125-7							ɔ n dʒ i									
5339-7							p aː									
5549-7							t a w a									
5771-7							s i g i									
5905-7							t i									
5922-7							b i r aː									
1-7							p ɛ									
483-7							g i s i									
667-7							ɛː									
1542-7							n i									
1683-7							t i j ɔ g ɔ									
1898-7							p u r o									
2551-7							r i									
2901-7							t u n d u g i									
2957-7							m aː n d i									
3048-7							b i j e									
3251-7							b a r a									
3885-7							d e									
4402-7							j i									
5081-7							b ɛ n dʒ i r i									
5622-7							p ɛ r i j e j									
6006-7							p i r a									
43-7							t a									
135-7							t u n d i									
158-7							m ɔ s i									
194-7							b ɛ									
221-7							ɛ s i									
650-7							b ɛ s i									
1152-7							t i b ɛ									
1374-7							k ɔ r ɔ									
1452-7							k a s a									
1862-7							i s i									
2083-7							k a ŋ									
2108-7							j a ŋ									
2880-7							k i n dʒ i									
2924-7							p e									
2941-7							b i r i									
3113-7							t e g e									
3136-7							j a s a									
3405-7							t ɛ m ɛ									
3572-7							b ɛ r i									
3751-7							p ɛ									
3959-7							t o r i									
4066-7							k ɔ r̃ ɔ									
4535-7							s u w a									
5180-7							s ɛ m b ɛ									
5583-7							t a ŋ g i									
5981-7							a r̃ a									
25-7							a s j g j									
114-7							d ɔ j e									
702-7							ɔː ɲ u m a									
872-7							ɛ n dʒ ɛ									
1941-7							k i r i									
2179-7							n iː									
2351-7							b a r i b a r i									
2496-7							ɔ n ɔ ɔ n dʒ i									
3588-7							k ɔ r ɔ									
4202-7							k ɔ r ɔ									
4609-7							k ɔ r ɔ									
4921-7							s a m b a									
408-7							j o m b i									
526-7							d a s a k a									
545-7							i r i									
978-7							t a									
999-7							j e									
1052-7							n a m i									
1070-7							l u g oː									
1942-7							j									
2456-7							k ɔ r ɔ									
2514-7							d u s i									
2666-7							s i r i									
2817-7							a n d i									
3300-7							ɛ w aː									
3977-7							ɔ n dʒ i									
3978-7							ɔ n dʒ i									
4039-7							d ɔ n									
4152-7							k i r̃ i									
4260-7							ɔ s i									
4278-7							k i ɲ i									
4648-7							j									
715-8								d u								
1089-8								n ɛː m ɛ								
1319-8								n i j ɛ								
1398-8								s ɔ g u l e								
1557-8								g i r e								
1626-8								w a g u								
1840-8								t eː ŋ								
2247-8								ɔ								
4677-8								k u l e								
5162-8								m iː n d ɛ								
5406-8								t aː n d i								
359-8								k a r a								
1577-8								g i r e								
2196-8								n a l e								
2230-8								s i g e								
2533-8								b a r o								
3605-8								k a n d a								
3866-8								o dʒ i								
4553-8								t aː g e								
4822-8								k u m b ɛ								
5254-8								d u l ɔ								
1881-8								n dʒ aː								
2084-8								j o p i								
2420-8								k u l ɛ								
3218-8								p u s								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u d u g ɔ								
2320-8								k a n u								
2476-8								k oː								
2842-8								d u g ɔ								
3719-8								m								
4081-8								d a m p i l								
4313-8								n ɛ m								
5514-8								n ɔ n d ɔ								
385-8								d ɛ m b ɛ								
1336-8								d o g o								
1769-8								m b ɛ								
2735-8								d a n a								
3031-8								d ɔ g ɔ								
4591-8								t aː r e								
5301-8								p ɛː l u								
63-8								k a r a								
1788-8								s i g e								
2713-8								t ɛː m ɛ n d ɛ r ɛ								
4120-8								k o l o								
4184-8								ɲ aː								
4759-8								n o j e								
5059-8								g i j eː								
5771-8								j u g u								
5938-8								a r u n a								
629-8								d o								
1415-8								ɲ ɛː								
1898-8								p u l u								
2551-8								r e								
2957-8								m a n d e								
3048-8								b ɛ								
6006-8								p o r i								
135-8								k u n d i								
716-8								j ɔ̀:								
1152-8								d ɔː w ɛ								
2083-8								k a n a								
2618-8								k ɛ l ɛ								
2636-8								m								
2880-8								k u n dʒ i g a								
2941-8								p i l i								
3405-8								ɛ m ɛ								
3811-8								l ɛ								
4535-8								s u g ɔ								
4888-8								s a m u n u								
5751-8								t i j ɛ								
851-8								ɔ̃ː k								
4202-8								g e l ɔ								
4781-8								s aː m n dʒ e								
4921-8								s a b i								
196-8								k u l ɛ								
408-8								j o m b u								
789-8								g aː n a								
1942-8								j								
2145-8								dʒ oː								
2456-8								g ɔ t oː								
3639-8								t oː w a								
3977-8								m ɔː n dʒ i								
3978-8								m ɔː n dʒ i								
4278-8								kʷ u n dʒ i								
715-9									b ɛ							
1089-9									n a ŋ g a							
1319-9									n iː							
1398-9									s u g u r u							
1557-9									g e r e							
1626-9									w a g a							
1840-9									t i r̃ u							
2247-9									k ɔ r ɔ							
4677-9									k u l o j							
5162-9									m i r̃ e							
5406-9									t aː n							
359-9									k a g a							
1577-9									g e r e							
2196-9									n a r̃ a							
2230-9									s u g o							
2533-9									b a r a							
3605-9									k a l a							
3866-9									o s u							
4553-9									t a g a							
4822-9									k u m b ɔ							
5254-9									d u r ɔ							
503-9									k i r̃ e							
1356-9									m aː							
1881-9									n u m							
2084-9									j a a w a							
2420-9									k u r ɔ							
3218-9									p a s a							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a w̃ u r̃ u							
4694-9									g u s u							
807-9									k ɔ r ɔ							
2320-9									k a ŋ g a							
2476-9									k uː							
2842-9									d e g u							
4081-9									d a m							
4313-9									n ɛ m							
4460-9									s ɔ j							
5810-9									p i r u							
93-9									r ɔ							
260-9									b ɛ r ɛ							
385-9									dʒ ɛ m b ɛ							
890-9									g a m i r̃ e							
1336-9									t e g u							
1703-9									b a							
1769-9									t ɛː m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									d e n a ŋ g a							
3031-9									d ɛ g ɛ							
4591-9									k ɛː r u							
5301-9									p e r u							
5605-9									t i w̃ e							
63-9									k aː rʷ a							
296-9									dʒ a m							
463-9									d u m							
762-9									b a l a k uː							
1432-9									t a r u							
1474-9									t ɔ							
1788-9									i r̃ u							
2044-9									d e m b e							
2713-9									t e m iː n d ɛ							
3219-9									p aː s a							
3425-9									j ɔ							
4120-9									k o r o							
4184-9									n dʒ aː							
4423-9									d ɔ r̃ ɔ							
4629-9									n u m aː							
4759-9									n iː							
4904-9									n u m aː							
4960-9									g a n aː ʃ u							
4980-9									t ɔ							
5059-9									g u j̃ o							
5125-9									ɔ n dʒ a							
5339-9									p aː							
5549-9									t a w a							
5771-9									s u g u							
5905-9									t i r̃ u							
5922-9									b i r ɛ							
1-9									p ɛ							
483-9									g u s u							
629-9									t ɔ r̃ ɔ							
667-9									ɛ w ɛ							
1254-9									s u r u m							
1415-9									ɲ ɛ							
1542-9									n u							
1683-9									s ĩː							
1898-9									p u r̃ o							
2551-9									r e							
2901-9									t u ŋ g a							
3251-9									b a l a							
3885-9									t ɛ r ɛ							
4402-9									j ɔ							
5081-9									b u n d u							
5622-9									p eː l e j							
43-9									s a							
158-9									m o s u							
194-9									b ɛ							
221-9									ɛ s u							
716-9									j ɔ							
1374-9									k ɔ r ɔ							
1452-9									l aː rʷ a							
1789-9									n u m ɔ							
1862-9									iː s u							
2108-9									n a ŋ g a j							
2618-9									k ɛ r ɛ							
2636-9									m							
2941-9									b e r̃ u							
3113-9									t e g e							
3136-9									j a r a							
3572-9									b e r u							
3811-9									l							
3959-9									t o r u							
4066-9									g ɔ r̃ ɔ							
4888-9									s a m l a							
5180-9									s ɛ m b ɛ							
5583-9									t a ŋ g a							
5981-9									a n a							
25-9									a r u s ɛ g ɛ							
114-9									s ɔ ɛː							
702-9									ɔ g ɔ ɲ ɔ							
851-9									k uː							
872-9									ɛ r ɛ							
952-9									k u r u							
1941-9									k i r e							
2442-9									n u m b ɔ							
3448-9									b u u t ɔ							
3497-9									n aː							
3588-9									k ɔ r ɔ							
4101-9									a n a							
4202-9									g o r o							
4293-9									s ɔ w ɔ							
4520-9									p ɛ l u							
4609-9									k ɔ r ɔ							
4740-9									g u l ɔ							
4921-9									s a m b ɔ							
5982-9									k u s u							
978-9									t e m							
1052-9									n ɛ m							
1070-9									l u g o							
1942-9									j e							
1989-9									m b ɛ n ɛ							
2145-9									dʒ o j							
2306-9									a m							
2456-9									k ɔ r ɔ							
2514-9									d ɛ s u							
2666-9									s u g o							
