COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1881-4				ŋ o												
2084-4				j a ŋ a ŋ a												
2420-4				k u r ɔ												
3218-4				p u dʒ u												
3718-4				a r a												
4135-4				b a n												
4694-4				g u dʒ u												
807-4				k ɔ m												
2320-4				k a ŋ a												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				s ɔ w̃												
5514-4				n ɛ n ɛ												
5810-4				p i r u												
93-4				d ɔ												
260-4				b ɛ r ɛ												
385-4				dʒ ɛ m ɛ												
890-4				a m i r u												
1769-4				t ɛ m ɛ												
2162-4				b ɛ r ɛ												
2635-4				s o												
2735-4				d a n a												
3031-4				d ɛ g ɛ												
5301-4				p ɛ r u												
5605-4				t i w̃ e												
63-4				k a r a												
296-4				dʒ a m a												
463-4				n u m b a												
762-4				b a n a k u r u												
1432-4				t a r u												
1474-4				t ɔ												
2044-4				d e m e												
3219-4				b aː dʒ u												
4120-4				k o r o												
4184-4				ɲ aː												
4423-4				d ɔ r̃ ɔ												
4629-4				n u ŋ ɔ												
4759-4				n i ŋ e												
4904-4				n u ŋ ɔ												
4960-4				g i n aː dʒ u												
4980-4				t u												
5059-4				g u ŋ o												
5125-4				ɔ ɲ u												
5549-4				t a w a												
5771-4				dʒ u g u												
5922-4				b i r ɛ												
1-4				p ɛ												
629-4				d ɔ												
667-4				ɛ w ɛ												
1254-4				d u r u												
1415-4				ɲ ɛː												
1542-4				n u												
1683-4				s iː												
1898-4				p u r̃ o												
2551-4				r												
3251-4				s a r̃ a												
3885-4				d ɔ r ɔ												
715-5					d u											
1089-5					n a											
1319-5					n ɛː											
1398-5					s u n											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t i n dʒ a											
2247-5					g eː											
4677-5					k u l e											
5162-5					m o r o											
5406-5					t aː n d i											
359-5					k a r a											
1577-5					g i r e											
2196-5					n a l e											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					m o n dʒ i											
4553-5					t a g a											
4822-5					k u m b e											
5254-5					d u l ɔ											
1356-5					m a											
1881-5					n u m											
2084-5					j a a b a											
2420-5					k u l ɛ											
3218-5					b uː r u											
3372-5					n a m a											
3718-5					a r a											
4135-5					b a n i											
4694-5					g u dʒ u											
2476-5					g ɔ̃ː											
2842-5					d u g ɛ											
3719-5					m											
4081-5					d a m b e											
5514-5					n u n d ɛ											
260-5					p i n d i											
385-5					d ɛ m b ɛ											
890-5					a m b e l e											
1703-5					b a											
1769-5					t ɛ m b ɛ											
2735-5					d a n d a											
4591-5					t aː r e											
5301-5					b ɛ l u											
63-5					k a r a											
296-5					dʒ a m b ɛ											
463-5					d u l u m b u											
762-5					b a n a k u l											
1788-5					s e											
3219-5					s a b a b a											
4120-5					k o l o											
4759-5					n e											
4960-5					g i n i											
5059-5					g u e											
5549-5					t a b a											
5771-5					j u g u											
5905-5					t i n dʒ a											
5938-5					a r u l ɔ											
1415-5					ɲ ɛː											
1542-5					n u n											
1898-5					p u l o											
2551-5					r											
2957-5					m a n d e											
3048-5					b e											
715-6						d u										
1089-6						n a										
1319-6						ɲ ɛ										
1398-6						s u n										
1557-6						d u m b u										
1626-6						b a g a										
1840-6						t eː ŋ										
2247-6						g o										
4677-6						k i l ɛ										
5162-6						m i n a										
5406-6						t a n d iː										
359-6						k a r aː										
1577-6						d u m b u										
2196-6						n a l e										
2230-6						s u g i										
2533-6						b a r a										
3605-6						k a n d aː										
4553-6						t a ŋ g o										
4822-6						k o m b e										
5254-6						d i l ɛ										
503-6						k i n a										
1356-6						m a										
1881-6						n u m										
2084-6						j a a b a										
2420-6						k u l ɛ										
3218-6						b u e n dʒ uː										
3372-6						n a m a										
3718-6						a r a										
4135-6						b a n										
4694-6						g i dʒ i										
807-6						g o										
2320-6						k i n										
2842-6						d i g i										
3719-6						m										
4081-6						d a m b ɛ										
4313-6						n u m										
4460-6						s ɛ										
5514-6						n ɛ n d ɛ										
5810-6						p i l ɛ										
93-6						d ɔ										
890-6						a r aː										
1336-6						t e g e										
1703-6						b a										
4591-6						t a l ɛ										
5605-6						t i m ɛː										
63-6						k a r a										
296-6						d a m b a										
463-6						d u m b u										
762-6						b a n k ɛ r ɛ										
3425-6						j ɛ										
4120-6						k o l o										
4423-6						t i l ɛ										
4759-6						n i										
4904-6						n u ɛː										
4960-6						g i n b n dʒ uː										
5125-6						m o n dʒ i										
5339-6						p a g a										
5771-6						j i g i										
5922-6						b ɛ l ɔː										
5938-6						a d u n a										
483-6						g o dʒ i										
1542-6						n ɔː										
1683-6						t i j ɛ										
2551-6						r a										
2957-6						m a n d i										
3048-6						b i										
715-7							d i									
1089-7							n aː									
1319-7							n iː									
1398-7							s u g o r i									
1557-7							g i s e									
1626-7							w a r g a									
1840-7							t i									
2247-7							g o									
4677-7							k i r o j									
5162-7							m b i r̃ i									
5406-7							t aː n d i									
359-7							k a s a									
1577-7							g i s e									
2196-7							n a r̃ a									
2230-7							s i g i									
2533-7							b a r i									
3605-7							k a n d a									
3866-7							o s i									
4553-7							t a g i									
4822-7							k u m b i									
5254-7							d u r ɔ									
503-7							k i r̃ a									
1356-7							m a									
1881-7							n̩ d o									
3372-7							n a m a									
3718-7							a r a									
4135-7							b a r i									
4694-7							g i s i									
807-7							k ɔ m b ɔ									
2320-7							k a ŋ i									
2476-7							g o									
2842-7							d i g i									
3719-7							m									
4081-7							d a m b i									
4313-7							n ɛ									
4460-7							s i j̃ ɔ									
5514-7							n ɛ n d ɛ									
5810-7							p i r i									
93-7							d ɔ									
260-7							b ɛ r ɛ									
385-7							s ɛ m b i									
890-7							a m b i r i									
1336-7							t e g e									
1703-7							b a									
1769-7							t ɛ m b i									
2162-7							b ɛ r i									
2635-7							s o									
2735-7							d a n d a									
3031-7							d ɛ g ɛ									
4591-7							k ɛː r i									
5301-7							p ɛ r i									
5605-7							t u m a									
296-7							s a m b a									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t ɔ									
1788-7							s a									
2044-7							d i m b i									
2713-7							t e m ɛ n d ɛ									
3425-7							j e									
4184-7							ɲ aː									
4423-7							d o r̃ i									
4629-7							n u m a									
4759-7							n iː									
4904-7							n u m a									
4960-7							g u n i									
5059-7							g u r o									
5125-7							ɔ n dʒ i									
5339-7							p a g a									
5549-7							t a w a									
5771-7							s i g i									
5905-7							t i									
5922-7							b i r ɛ									
1-7							p ɛː									
483-7							g o s i									
667-7							ɛ w ɛ									
1542-7							n u j̃									
1683-7							s i									
1898-7							p o r i									
2551-7							r i									
2901-7							t u n dʒ i									
2957-7							m ɛ n d i									
3048-7							b i									
3251-7							b a r a									
3885-7							s ɛ g ɛ									
715-8								d u								
1089-8								n a								
1319-8								n i j ɛ								
1398-8								s u n								
1557-8								dʒ e l e l e								
1626-8								w a g u								
1840-8								t eː ŋ								
2247-8								g ɔ								
4677-8								k u l e								
5162-8								m i l ɛ								
5406-8								t aː n d i								
359-8								k a r a								
1577-8								dʒ e l e l e								
2196-8								n a l e								
2230-8								s i g e								
2533-8								b a r o								
3605-8								k a n d a								
3866-8								o dʒ i								
4553-8								t ɛː								
4822-8								k u m b ɛ								
5254-8								d u l ɛ								
1881-8								n dʒ aː								
2084-8								j ɛː p ɛ								
2420-8								k u l ɛ								
3218-8								p u dʒ u								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u dʒ u g ɔ								
2320-8								k a n u								
2476-8								g ɔ̃ː								
2842-8								d u g ɔ								
3719-8								m								
4081-8								d a m b u								
4313-8								n ɛ								
5514-8								n ɔ n d ɔ								
385-8								d ɛ m b ɛ								
1336-8								t ɛ g ɛ								
1769-8								ɛ m b ɛ								
2735-8								d a n a								
3031-8								d ɔ g ɛ								
4591-8								t aː r e								
5301-8								p ɔː l u								
63-8								k a r a								
1788-8								s i g e								
2713-8								t ɛ m i n n								
4120-8								k o l o								
4184-8								ɲ aː								
4759-8								n o j e								
5059-8								g i j eː								
5771-8								dʒ u g u								
5938-8								a r u n a								
629-8								d ɔ								
1415-8								ɲ ɛː								
1898-8								p u l u								
2551-8								r o								
2957-8								m a n d e								
3048-8								b i l								
715-9									n u							
1089-9									n aː							
1319-9									n ɔ							
1398-9									s u g u r u							
1557-9									g i r e							
1626-9									w a g a							
1840-9									t i r̃ u							
2247-9									g o							
4677-9									k u r e							
5162-9									m i r̃ e							
5406-9									t aː n							
359-9									k a g a							
1577-9									g i r e							
2196-9									n a r̃ a							
2230-9									s i g e							
2533-9									b a r a							
3605-9									k a l a							
3866-9									o s u							
4553-9									t a g a							
4822-9									k u w̃ o							
5254-9									d u r ɔ							
503-9									k i r̃ e							
1356-9									w̃ o							
1881-9									n u m							
2084-9									j a a w a							
2420-9									k u r ɔ							
3218-9									b uː d u							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a w̃ u r̃ u							
4694-9									g u s u							
807-9									k o m b u							
2320-9									k a ŋ g a							
2476-9									k uː							
2842-9									d i g u							
4081-9									d a m b u							
4313-9									n ɛ m							
4460-9									s ɔ							
5810-9									p i r u							
93-9									d ɔ							
260-9									b ɛ r ɛ							
385-9									dʒ ɛ m b ɛ							
890-9									a m b e r u							
1336-9									t e g e							
1703-9									b a							
1769-9									t ɛ m b ɛ							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									d a l a							
3031-9									d ɛ g ɛ							
4591-9									k ɛː r u							
5301-9									p ɛ r u							
5605-9									t i w̃ e							
63-9									k a r a							
296-9									s a m a							
463-9									d u m b u							
762-9									b a l a k uː							
1432-9									t a r u							
1474-9									t ɔ							
1788-9									s a							
2044-9									g u m b e							
2713-9									t ɛ m ɛ r ɛ r ɛ							
3219-9									p aː s u							
3425-9									j ɔ							
4120-9									k o r o							
4184-9									n a r̃ u							
4423-9									d ɔ r̃ ɔ							
4629-9									n u w̃ o							
4759-9									n iː							
4904-9									n u w̃ ɔ							
4960-9									g e n u							
4980-9									t ɔ							
5059-9									g u j̃ o							
5125-9									ɔ n dʒ u							
5339-9									p a g a							
5549-9									t a w a							
5771-9									s u g u							
5905-9									t i r̃ u							
5922-9									b i r ɛ							
1-9									p ɛ							
483-9									g u s u							
629-9									d ɔ							
667-9									ɛ w ɛ							
1254-9									s u r u							
1415-9									ɲ ɛ							
1542-9									n u							
1683-9									s ɛ							
1898-9									p u r̃ u							
2551-9									r							
2901-9									t u ŋ							
3251-9									s a r̃ a							
3885-9									t ɛ r ɛ							
715-10										d u						
1089-10										n a r̃ a						
1319-10										n ɔ						
1398-10										s u g u r ɛː						
1557-10										g i d i						
1626-10										b a g a						
1840-10										t i n						
2247-10										g o						
4677-10										k u l e						
5162-10										m i n e						
5406-10										t a n d u						
359-10										k a r a						
1577-10										g i d e						
2230-10										s u g o						
2533-10										b a r a						
3605-10										k a n d a						
3866-10										o d u						
4822-10										k u m aː						
5254-10										d u r ɔ						
503-10										tʃ i n e						
1356-10										m aː						
1881-10										n u m ɛː						
2084-10										j a r a b a						
2420-10										k u l a						
3218-10										b uː d u						
3372-10										n a m b a						
4135-10										b a n						
4694-10										g u d u						
807-10										k o b e						
2320-10										k a ŋ g ɛ						
2476-10										gʷ ãː						
2842-10										d i g e						
3719-10										m						
4081-10										d a m b a						
4313-10										n ɛ m e						
4460-10										s ɔ j						
5514-10										n ɛ n d ɛ						
5810-10										p i l ɛ						
93-10										d ɔ						
260-10										b ɛ r ɛ						
385-10										d ɛ m b ɛ						
890-10										a r a						
1336-10										t e g e						
1703-10										b a						
1769-10										t ɛ m b i						
2162-10										b ɛ r ɛ						
2635-10										s o						
2735-10										d a n a						
3031-10										d ɛ g ɛ						
4591-10										t a r a						
5301-10										p ɛ r ɛː						
5605-10										t i m ɛ						
63-10										k a r a						
296-10										d a m b a						
463-10										d u m						
762-10										b a n a k u l						
1432-10										t a r ɛː						
1474-10										t ɔ						
2044-10										d i m e						
2713-10										t ɛ m ɛ d e r ɛ						
3219-10										p a d a						
3425-10										j i						
4120-10										k o l o						
4423-10										d ɔ r̃ ɔ						
4629-10										n u ŋ ɔ						
4759-10										n u j i						
4904-10										n u ŋ						
4960-10										g i n ɔ						
4980-10										t ɛː						
5059-10										g u l o						
5125-10										ɔ ɲ ɔ ŋ ɔ						
5339-10										p a p a						
5549-10										t a b a						
5905-10										t i						
5922-10										b i r ɛ						
5938-10										a d u n a						
1-10										p ɛ						
483-10										g u d ɛː						
629-10										d ɔ						
667-10										ɛ b ɛ						
1254-10										s u l u						
1415-10										n dʒ ɛ						
1542-10										n ɔ						
1683-10										s i						
1898-10										d u l u						
2551-10										r						
2901-10										t u ŋ g u						
2957-10										m a n d i						
3048-10										b i						
3251-10										b a r a						
3885-10										t ɛ r ɛ						
715-11											d i					
1089-11											n a					
1319-11											n ɔ					
1398-11											s u n					
1557-11											g i d i					
1626-11											b a g e					
1840-11											t eː ŋ					
2247-11											g ɔ					
4677-11											k u l e					
5162-11											m o r i					
5406-11											t a n d i					
1577-11											g i r o					
2196-11											n a l e					
2230-11											s i g e					
2533-11											b a r a					
3605-11											k a n d a					
3866-11											o dʒ i					
4553-11											t a g a					
4822-11											k u m b e					
5254-11											d u l ɔ					
503-11											k u n a					
1356-11											m a					
1881-11											n u m					
2084-11											j a a b a					
2420-11											k u l e					
3218-11											p u dʒ u					
3372-11											n a m a					
3718-11											a r a					
4135-11											b a n i					
807-11											g õː					
2320-11											k a n					
2476-11											k a					
2842-11											d i g e					
3719-11											m					
4081-11											d a m b u					
4313-11											n ɔ					
4460-11											s ɔ					
5514-11											n ɔ n d ɔ					
5810-11											p o r i					
260-11											p i dʒ i					
890-11											a m b i r i					
1336-11											t ɔ g ɔ					
1703-11											b a					
2735-11											d a n a					
4591-11											k ɔ l i					
63-11											k a r a					
463-11											d u m a					
762-11											b a n a ŋ k u					
1788-11											s e g e					
2713-11											t e m i n dʒ o					
3425-11											j o					
4120-11											k ɔ l ɔ					
4184-11											j a					
4423-11											t u l ɔ					
4759-11											n i j e					
4980-11											t ɔ					
5125-11											o n dʒ i					
5339-11											p a g a					
5549-11											t a w a					
5771-11											j u r u					
5938-11											a r u n a					
1415-11											j ɛː					
1542-11											n ɔː					
1683-11											s e					
2957-11											m a n d o					
3048-11											b i					
715-12												d u				
1089-12												n a ŋ a				
1319-12												n uː				
1398-12												s u g u r u				
1557-12												g i r̃ i				
1626-12												w a g a				
1840-12												t i r̃ i				
2247-12												g o				
4677-12												k u r o				
5162-12												m i r̃ i				
5406-12												t a n u				
359-12												g a r u				
1577-12												g i r̃ i				
2196-12												i n aː				
2230-12												s u g o				
2533-12												b a r a				
3605-12												k a n a				
3866-12												s uː				
4553-12												t a g u				
4822-12												k u m ɔ				
5254-12												d u r ɔ				
503-12												k i r̃ i				
1356-12												m aː				
2084-12												j a p ɛ				
2420-12												k u r ɔ				
3218-12												b uː d u				
3718-12												a r a				
4135-12												b a r̃ u				
4694-12												g u dʒ u				
807-12												k ɔ m ɔ				
2320-12												k a ŋ a				
2476-12												k ũ				
3719-12												m				
4460-12												s ɔ j				
5514-12												n ɛ n ɛ				
5810-12												p i r i				
93-12												d ɔ				
385-12												g ɛ m ɛ				
890-12												a m i r u				
1769-12												t ɛ m ɛ				
2162-12												b ɛ r ɛ				
2635-12												s o				
3031-12												d ɛ g ɛ				
4591-12												t o r o				
5301-12												p ɛ l u				
5605-12												t i m ɛ				
63-12												k a r u				
296-12												dʒ a m a				
463-12												d u m u				
762-12												b a n a k u r u				
1432-12												t a r u				
1474-12												t ɔ				
2044-12												d i m e				
2713-12												t ɛː m d ɛ r ɛ				
3219-12												b a dʒ a				
4120-12												k o r o				
4184-12												ɲ aː				
4423-12												t i r ɔ				
4629-12												n u ŋ o				
4904-12												n u ŋ				
4960-12												g i n aː dʒ u				
4980-12												t ɔ				
5125-12												ɔ ɲ ɔ				
5549-12												t ɔ w ɔ				
5771-12												dʒ u g u				
5905-12												t i r̃ i				
5922-12												b i r ɛ				
1-12												p ɛ				
629-12												d ɔ				
667-12												ɛ w ɛ				
1254-12												s u r u				
1415-12												ɲ ɛ				
2551-12												r				
2901-12												t i ŋ ɛ				
3885-12												d ɔ r ɔ				
715-13													d u			
1089-13													n a a			
1319-13													n ɛ			
1398-13													s u g u r u			
1557-13													g i r ɛ			
1626-13													b a g a			
1840-13													t i n u			
2247-13													g o			
4677-13													k u l o j			
5162-13													m i n ɛ			
5406-13													t a w a n d u			
359-13													k a r u			
1577-13													g i r u			
2196-13													n a n a			
2230-13													s u g o			
2533-13													b a l a			
3605-13													k a n a			
3866-13													o d u			
4553-13													t a g a			
4822-13													k u m o			
5254-13													d u l ɔ			
503-13													k i n a			
1356-13													m b a			
2084-13													j a a b u			
2420-13													k u l u			
3218-13													j u b u d u			
3372-13													n a m a			
3718-13													a l a			
4135-13													b a n u			
4694-13													g u d u			
807-13													k o m b u			
2320-13													k a d a			
2476-13													k u			
2842-13													d i g u			
3719-13													m			
4081-13													d a m b a			
4313-13													n ɛ m			
4460-13													s ɔ			
5514-13													n ɛ nː ɛ			
5810-13													p i l u			
93-13													d ɔ			
260-13													b ɛ r ɛ			
385-13													g ɛ m b ɛ			
1336-13													t e g e			
1703-13													b a			
1769-13													d ɛ m b ɛ			
2162-13													b ɛ l ɛ			
2635-13													s o			
3031-13													d ɛ g ɛ			
4591-13													k ɛ b ɛ r u			
5301-13													p ɛ l u			
5605-13													t i m ɛ			
63-13													k a r u			
762-13													b a n a k u l u			
1432-13													t o l u			
1474-13													t ɔ			
1788-13													s a			
2044-13													d ɛ m b ɛ			
2713-13													t ɛ m ɛ r ɛ l ɛ			
3219-13													b aː d u			
3425-13													j ɛ			
4120-13													k o l o			
4184-13													n a w a			
4423-13													t u l o			
4629-13													n u nː ɔ			
4980-13													t ɔ			
5059-13													g u l o			
5125-13													ɔ n dʒ ɛ			
5339-13													p a g a			
5905-13													t i n u			
5922-13													b i r ɛ			
5938-13													a d u n a			
1-13													p e d u			
483-13													g o d u			
667-13													ɛ b ɛ			
1254-13													s u l u			
1415-13													n iː			
1683-13													s u j ɛ			
2901-13													t u n d u			
3251-13													s a n a			
3885-13													t ɛ l ɛ			
715-14														d i		
1089-14														n a		
1319-14														n ɔ		
1398-14														s u g u r u		
1557-14														k i r u		
1626-14														b a k a		
1840-14														t i		
2247-14														g u		
4677-14														k u r e j		
5162-14														m i r̃ o		
5406-14														t a r u		
359-14														k a r a		
2196-14														n a r̃ a		
2230-14														s u		
2533-14														b a r a		
3605-14														k a l a		
3866-14														o s u		
4553-14														t a g u		
4822-14														k u m ɔ		
503-14														tʃ i r̃ o		
1356-14														m a j		
1881-14														n u m i		
2084-14														j a j b a		
2420-14														k u r ɔ		
3372-14														n a m a		
3718-14														a r a		
4135-14														b a r u		
4694-14														g u s u		
807-14														k o m		
2476-14														k u		
2842-14														d i g u		
3719-14														m		
4081-14														d a m a		
4313-14														n a m		
4460-14														s u k e j		
5810-14														b i r u		
93-14														d ɔ r u		
260-14														b ɛ r u		
385-14														s o m o		
1703-14														b a		
2162-14														b ɛ r u		
2635-14														s u		
2735-14														d a l a		
3031-14														d ɛ g u		
5301-14														b ɛ r u		
5605-14														t i w̃ a		
296-14														s a m a		
1432-14														t o r u		
1474-14														t u		
1788-14														s u r u		
2044-14														d i m r o		
3425-14														j e		
4184-14														n a r u		
4423-14														d ɔ r u		
4629-14														n u m a		
4904-14														n u ŋ		
4980-14														t ɔ		
5059-14														g u r ɔ		
5339-14														b a b a		
5905-14														t i		
5922-14														b i r u		
5938-14														a u t u r̃ u		
483-14														g u s u		
629-14														d u		
1254-14														s u r u		
1898-14														p u r̃ o		
3251-14														b a r a		
715-15															d u	
1089-15															n a	
1319-15															n ɔ	
1398-15															z u n	
1557-15															g i l e	
1626-15															b a g a	
1840-15															t i n	
2247-15															g o	
4677-15															k u l e	
5162-15															m i n ɛ	
5406-15															t a n d u	
359-15															g a l a	
1577-15															g i l e	
2196-15															n a r̃ a	
2230-15															s u g o	
2533-15															b a r a	
3605-15															k a n d a	
3866-15															o z u	
4553-15															t a g a	
4822-15															k u m b u	
5254-15															d u l a	
503-15															k i r̃ a	
1356-15															m a	
1881-15															n u m	
2084-15															j a m a m b a	
2420-15															k u l a	
3218-15															b uː d u	
3372-15															n a m a	
4135-15															b a r̃ u	
4694-15															g u z u	
807-15															g o	
2842-15															d i g u	
3719-15															m	
4081-15															d a m b u	
4313-15															n ɛ m	
5514-15															n ɛ n ɛ	
5810-15															p i l i	
93-15															d ɔ	
260-15															b ɛ d ɛ	
385-15															z ɛ m b ɛ	
1336-15															t e g e	
1769-15															t ɛ m b ɛ	
2162-15															b ɛ d u	
2635-15															s ɔ n	
2735-15															d a n d a	
3031-15															d ɛ g ɛ	
5605-15															t u m a	
63-15															k a r a	
296-15															z a m b a	
762-15															b a n a n k u	
1432-15															t a r u	
1474-15															t ɔ	
2044-15															d i m b e	
2713-15															t ɛ m i n d ɛ	
3219-15															b a d u	
3425-15															j o	
4120-15															k o l o	
4423-15															d o r̃ ɔ	
4629-15															n u m a	
4759-15															n o j e	
4904-15															n u m a	
4960-15															g ʔ ə n ɛ	
4980-15															t ɔ	
5339-15															b a b a	
5549-15															t a b a	
5905-15															t i n	
5922-15															b i l ɛ	
5938-15															a d u n a	
1-15															p ɛ	
483-15															g o z u	
629-15															d ɔ	
667-15															ɛ b ɛ	
1254-15															z a n d u r u	
1542-15															n ɔ	
2901-15															t u ŋ g u	
2957-15															m aː n ɛ	
3048-15															b i j e	
3251-15															s a r̃ a	
3885-15															d ɛ	
