COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
5905-1	Ø Ø Ø Ø															
5922-1	Ø Ø Ø Ø															
5938-1	Ø Ø Ø Ø Ø ɛĩ ɛĩ Ø															
1-1	Ø Ø															
483-1	g Ø Ø Ø															
629-1	Ø Ø Ø Ø															
667-1	Ø w Ø															
1254-1	Ø a Ø Ø Ø Ø Ø															
1415-1	Ø ɛĩ Ø															
1542-1	Ø Ø Ø Ø															
1683-1	Ø Ø Ø Ø															
1898-1	Ø Ø Ø Ø Ø															
2901-1	Ø Ø Ø Ø Ø															
2957-1	Ø Ø Ø Ø Ø															
3048-1	Ø Ø															
3251-1	Ø a Ø a															
3885-1	Ø Ø Ø Ø															
4402-1	Ø															
5622-1	Ø Ø g Ø Ø Ø j															
6006-1	Ø Ø Ø Ø															
135-1	Ø Ø Ø Ø Ø															
158-1	Ø Ø Ø Ø															
194-1	Ø Ø Ø															
221-1	Ø Ø Ø															
650-1	Ø Ø Ø															
1152-1	Ø Ø Ø Ø															
1374-1	Ø Ø Ø Ø Ø															
1452-1	g Ø Ø a															
1862-1	Ø Ø Ø															
2083-1	Ø a Ø Ø Ø															
2108-1	Ø Ø Ø															
2636-1	Ø Ø															
2924-1	Ø Ø Ø Ø															
2941-1	Ø Ø Ø Ø															
3405-1	ɛĩ Ø Ø Ø ɛĩ															
3751-1	Ø Ø j															
4066-1	g Ø Ø Ø															
4535-1	Ø Ø Ø Ø															
4888-1	Ø Ø Ø ɛĩ Ø															
5583-1	Ø a Ø g															
5751-1	Ø Ø Ø															
5981-1	a Ø a Ø															
114-1	Ø Ø Ø															
851-1	Ø Ø ɛĩ ɛĩ															
1941-1	Ø Ø Ø Ø															
2179-1	Ø Ø Ø															
2351-1	Ø Ø Ø Ø															
2496-1	Ø Ø Ø															
3482-1	Ø Ø Ø Ø Ø Ø Ø Ø Ø															
3497-1	Ø Ø Ø Ø Ø															
3588-1	Ø Ø Ø Ø															
4202-1	g Ø Ø Ø															
4293-1	Ø Ø Ø Ø															
4921-1	Ø Ø Ø Ø ɛĩ Ø															
408-1	Ø Ø Ø Ø															
545-1	Ø Ø Ø															
978-1	Ø Ø Ø Ø															
1052-1	Ø Ø Ø Ø Ø															
1070-1	Ø Ø g Ø															
1942-1																
2456-1	Ø Ø Ø															
2514-1	Ø Ø Ø Ø															
2666-1	Ø Ø g Ø															
2817-1	a Ø g Ø															
3132-1	Ø Ø Ø Ø Ø															
3300-1	Ø w ɛĩ															
3976-1	Ø Ø Ø Ø															
4152-1	Ø Ø Ø															
4361-1	Ø Ø g															
4570-1	Ø Ø g Ø Ø Ø															
4648-1	Ø															
5318-1	Ø Ø Ø Ø															
5673-1	Ø Ø Ø															
5887-1	Ø Ø Ø															
446-1	ɛĩ Ø Ø ɛĩ ɛĩ g ɛĩ Ø Ø															
521-1	Ø Ø Ø Ø Ø															
1108-1	Ø Ø j Ø															
1124-1	Ø Ø ɛĩ ɛĩ Ø															
1745-1	Ø Ø Ø Ø															
1823-1	g Ø ɛĩ ɛĩ															
2143-1	Ø a															
2265-1	Ø Ø Ø															
2392-1	Ø Ø Ø Ø															
2579-1	Ø Ø Ø															
2774-1	Ø Ø Ø Ø															
3339-1	Ø Ø Ø Ø															
3550-1	ɛĩ Ø Ø ɛĩ ɛĩ Ø															
4024-1	Ø Ø Ø Ø															
4219-1	Ø Ø Ø Ø Ø															
4240-1	w Ø Ø Ø															
4259-1	g Ø Ø Ø															
4738-1	g Ø Ø Ø Ø															
5197-1	Ø Ø Ø															
5447-1	g Ø Ø															
5531-1	Ø Ø Ø Ø															
5733-1	Ø Ø															
5828-1	Ø Ø Ø Ø															
562-1	Ø Ø Ø Ø Ø															
998-1	w Ø															
1022-1	Ø Ø Ø Ø															
1023-1	j Ø															
1205-1	Ø															
1275-1	Ø Ø															
1578-1	Ø Ø Ø ɛĩ ɛĩ															
2063-1	Ø Ø Ø															
2334-1	Ø Ø Ø															
2798-1	Ø Ø Ø Ø															
3252-1	Ø Ø Ø															
3463-1	Ø Ø Ø															
715-2		d u Ø Ø														
1089-2		Ø Ø ɛĩ Ø														
1319-2		Ø ɛĩ Ø Ø														
1398-2		Ø u Ø u Ø Ø u														
1557-2		g Ø r														
1626-2		w Ø g Ø														
1840-2		Ø Ø Ø Ø														
2247-2		g Ø Ø														
4677-2		Ø u Ø Ø Ø														
5162-2		m Ø Ø Ø ɛ														
5406-2		Ø Ø Ø d u														
359-2		g Ø r ɔ Ø														
1577-2		g Ø r														
2196-2		Ø Ø Ø Ø														
2230-2		Ø u g Ø														
2533-2		Ø Ø r Ø Ø														
3605-2		Ø Ø Ø Ø Ø														
3866-2		Ø Ø Ø u														
4553-2		Ø Ø Ø g Ø Ø														
4822-2		Ø u m Ø ɔ														
5254-2		d u Ø ɔ														
503-2		Ø Ø Ø														
1356-2		m Ø Ø Ø														
1881-2		Ø u m ɔ Ø Ø														
2084-2		j Ø Ø Ø Ø														
2420-2		Ø u Ø Ø														
3218-2		Ø u ɛĩ ɛĩ Ø u														
3372-2		Ø Ø m Ø														
3718-2		Ø Ø r Ø														
4135-2		Ø Ø Ø Ø Ø														
4694-2		g u Ø Ø Ø u														
807-2		Ø Ø m Ø Ø														
2320-2		Ø Ø Ø														
2476-2		Ø u g Ø														
2842-2		d Ø g u Ø														
4081-2		d Ø m Ø Ø u														
4313-2		Ø ɛ m Ø Ø														
4460-2		Ø ɔ j Ø														
5514-2		Ø ɛ Ø d ɛ														
5810-2		Ø Ø Ø Ø ɛ														
93-2		d ɔ														
260-2		Ø ɛ Ø r Ø														
385-2		Ø ɛ m Ø ɛ Ø														
890-2		ɛĩ Ø m Ø Ø r Ø														
1336-2		Ø g														
1703-2		Ø Ø ɛĩ														
1769-2		Ø ɛ m Ø Ø														
2162-2		Ø ɛ Ø ɛ														
2635-2		Ø Ø														
2735-2		d Ø Ø Ø Ø Ø Ø														
3031-2		d Ø g ɛ														
4591-2		Ø Ø r Ø														
5301-2		Ø ɛ Ø u														
5605-2		Ø Ø m ɛ Ø														
296-2		Ø Ø m Ø ɔ														
463-2		d u m Ø ɔ														
762-2		Ø Ø Ø Ø Ø Ø u Ø Ø														
1432-2		Ø Ø Ø Ø														
1474-2		Ø ɔ Ø Ø Ø														
1788-2		Ø Ø Ø Ø														
2044-2		d Ø m Ø														
2713-2		Ø Ø m Ø ɛ Ø d ɛ r ɛ														
3219-2		Ø Ø Ø u														
3425-2		j ɔ														
4184-2		Ø Ø Ø														
4629-2		Ø u Ø Ø ɔ														
4759-2		Ø Ø Ø Ø														
4904-2		Ø ɛĩ u Ø ɛĩ ɛ														
4960-2		Ø Ø Ø Ø Ø u														
4980-2		Ø ɔ Ø Ø														
5059-2		g u Ø														
5125-2		Ø ɔ Ø Ø Ø														
5339-2		Ø Ø g Ø														
5549-2		Ø Ø Ø m ɔ														
5771-2		ɔ g ɔ Ø														
5905-2		Ø Ø Ø Ø														
5938-2		ɛĩ Ø d u Ø ɛĩ ɛĩ Ø														
1-2		Ø ɛ														
483-2		g d Ø														
629-2		d Ø Ø Ø														
667-2		ɛ w ɛ														
1254-2		Ø Ø Ø d u Ø u														
1415-2		Ø ɛĩ ɛ														
1542-2		Ø ɛĩ Ø ɛĩ														
1683-2		Ø Ø ɛĩ ɛĩ														
1898-2		Ø u Ø Ø														
2551-2		r														
2901-2		Ø u Ø d Ø														
2957-2		m Ø Ø d														
3048-2		Ø Ø														
3251-2		Ø Ø Ø Ø														
3885-2		d ɛ Ø ɛ														
4402-2		j Ø														
5081-2		Ø Ø Ø Ø Ø Ø Ø														
5622-2		Ø ɛ r Ø j̃ j														
6006-2		Ø Ø r Ø														
43-2		Ø Ø m Ø														
135-2		Ø u Ø d u														
158-2		m Ø ɔ Ø ɔ														
194-2		Ø Ø Ø														
221-2		ɛ d Ø														
650-2		Ø Ø														
1152-2		Ø Ø w ɛ														
1374-2		Ø ɔ r g ɔ														
1452-2		g Ø r Ø														
1862-2		Ø d Ø														
2108-2		Ø Ø j̃														
2636-2		m Ø														
2880-2		Ø u Ø Ø ɔ g ɔ														
2924-2		Ø Ø Ø ɛĩ														
2941-2		Ø Ø Ø Ø														
3405-2		ɛĩ ɛ m ɛ Ø														
3959-2		Ø Ø Ø Ø														
4066-2		g Ø Ø ɔ														
4535-2		Ø u g ɔ														
4888-2		Ø Ø m ɔ Ø Ø														
5180-2		Ø ɛ m Ø Ø														
5751-2		Ø Ø ɛ														
5981-2		Ø Ø Ø Ø														
114-2		d ɔ j̃ ɛ														
702-2		ɔ g ɔ Ø ɔ g ɔ														
851-2		Ø ɔ ɛĩ ɛĩ														
872-2		ɛ Ø Ø ɛ														
952-2		Ø u Ø Ø Ø u														
2179-2		Ø Ø Ø														
2351-2		Ø Ø Ø Ø														
2496-2		Ø ɔ Ø														
4609-2		Ø ɔ r Ø Ø Ø ɔ Ø														
4740-2		g u Ø ɔ Ø														
4921-2		Ø Ø m Ø ɛĩ Ø														
5982-2		g Ø Ø d Ø														
978-2		Ø Ø m Ø														
999-2		j ɛĩ														
1052-2		Ø Ø m g ɔ														
1989-2		m Ø Ø ɛ														
2456-2		Ø ɔ r Ø														
2666-2		Ø u Ø														
2817-2		Ø Ø g Ø														
3132-2		d u Ø Ø ɔ														
3300-2		ɛ w ɛĩ														
3977-2		m Ø Ø Ø Ø														
3978-2		m Ø Ø Ø														
4260-2		ɔ m Ø u														
4278-2		Ø ɔ Ø Ø ɔ														
4334-2		Ø Ø ɔ Ø														
4361-2		Ø Ø g Ø														
4570-2		Ø Ø g Ø Ø Ø														
4648-2		j Ø														
5673-2		d Ø Ø d ɛ														
5887-2		j Ø Ø Ø														
446-2		g Ø Ø ɛĩ ɛĩ g Ø r Ø														
1108-2		Ø Ø j Ø														
1124-2		Ø ɛĩ ɛĩ														
1237-2		Ø Ø Ø Ø ɛ														
1745-2		Ø Ø j̃ Ø														
1823-2		g Ø Ø Ø														
2143-2		Ø ɛ														
2265-2		u r Ø														
2392-2		Ø Ø Ø Ø ɔ														
2579-2		d Ø Ø														
2902-2		j Ø														
3197-2		g Ø														
3339-2		Ø Ø r Ø														
3550-2		Ø Ø Ø Ø														
3943-2		Ø Ø r Ø														
4240-2		w Ø r Ø														
5197-2		ɛ Ø Ø														
5531-2		Ø ɔ Ø ɛ														
5733-2		Ø Ø														
409-2		j Ø Ø Ø														
562-2		Ø ɔ Ø Ø ɔ														
1022-2		Ø Ø Ø Ø														
1205-2																
1275-2		Ø Ø														
1524-2		Ø Ø Ø Ø														
1578-2		Ø m Ø														
2063-2		Ø r ɛ														
2798-2		Ø Ø Ø Ø m														
3088-2		Ø Ø Ø														
715-3			Ø iː													
1089-3			Ø Ø Ø													
1319-3			Ø Ø													
1398-3			Ø Ø Ø Ø u													
1557-3			Ø Ø Ø Ø													
1626-3			Ø Ø Ø Ø													
1840-3			t Ø Ø													
2247-3			Ø Ø													
4677-3			Ø Ø Ø Ø Ø													
5162-3			Ø Ø Ø Ø													
5406-3			t Ø Ø Ø													
359-3			Ø Ø Ø u Ø													
1577-3			Ø Ø Ø Ø													
2196-3			Ø Ø Ø Ø													
2533-3			Ø Ø Ø Ø													
3866-3			Ø Ø Ø													
4553-3			t Ø Ø Ø Ø													
5254-3			Ø Ø Ø Ø													
503-3			Ø Ø Ø Ø													
1881-3			Ø Ø Ø Ø													
2084-3			Ø Ø p Ø													
2420-3			Ø Ø Ø Ø													
3218-3			p Ø Ø Ø													
3372-3			Ø Ø Ø Ø													
3718-3			Ø Ø Ø													
2320-3			Ø Ø													
2476-3			Ø u Ø Ø													
3719-3			Ø Ø													
4460-3			Ø Ø Ø													
5514-3			Ø Ø													
890-3			Ø Ø u Ø u													
1336-3			t Ø Ø Ø													
1703-3			Ø Ø													
2162-3			Ø Ø													
2635-3			Ø Ø													
2735-3			Ø Ø Ø Ø Ø													
762-3			Ø Ø Ø Ø Ø Ø Ø													
1788-3			Ø Ø Ø u													
2713-3			Ø Ø Ø Ø Ø Ø Ø Ø													
3219-3			p Ø Ø Ø													
4629-3			Ø Ø Ø Ø													
4904-3			Ø Ø Ø Ø Ø													
5125-3			Ø Ø Ø													
5771-3			Ø Ø Ø Ø													
5938-3			Ø Ø Ø Ø Ø Ø Ø													
1898-3			p Ø Ø Ø Ø													
2901-3			t Ø Ø													
2957-3			Ø Ø Ø Ø u													
3048-3			Ø u Ø													
5081-3			Ø Ø Ø Ø													
6006-3			p Ø Ø Ø													
716-3			Ø Ø													
1152-3			Ø Ø Ø													
1789-3			Ø Ø Ø Ø													
2083-3			Ø Ø Ø Ø u													
2108-3			Ø Ø													
2618-3			Ø Ø Ø													
2880-3			Ø Ø Ø Ø Ø Ø Ø													
2941-3			Ø u Ø u													
3405-3			Ø Ø													
3811-3			Ø Ø													
5583-3			t Ø Ø Ø													
5751-3			Ø Ø Ø Ø													
2442-3			Ø Ø Ø Ø													
2496-3			Ø Ø Ø													
4921-3			Ø Ø Ø Ø Ø Ø													
196-3			Ø Ø Ø Ø													
3639-3			Ø Ø Ø Ø													
3905-3			Ø													
3977-3			Ø Ø Ø u													
3978-3			Ø Ø Ø Ø													
4361-3			t Ø Ø Ø													
5532-3			Ø Ø Ø													
1237-3			Ø Ø Ø Ø													
1579-3			Ø Ø Ø Ø													
2143-3			Ø Ø													
2774-3			Ø Ø Ø Ø													
3198-3			Ø Ø Ø Ø													
3534-3			Ø Ø Ø Ø													
3550-3			Ø Ø Ø													
3684-3			Ø Ø Ø Ø													
3943-3			Ø Ø Ø Ø													
4259-3			Ø Ø Ø Ø													
4611-3			Ø Ø Ø Ø													
4983-3			Ø Ø Ø Ø Ø													
5656-3			Ø Ø Ø Ø													
5830-3			Ø iː													
1026-3			Ø Ø Ø Ø													
1170-3			Ø Ø Ø u													
1187-3			Ø Ø Ø Ø													
1275-3			Ø Ø													
1454-3			Ø u Ø Ø													
1668-3			Ø Ø Ø Ø													
1841-3			Ø Ø													
1970-3			Ø Ø Ø Ø													
2977-3			Ø Ø Ø													
3301-3			Ø Ø Ø													
3498-3			Ø													
715-4				d u Ø Ø												
1089-4				n Ø Ø Ø												
1319-4				n Ø Ø ɛː												
1398-4				s u g u l Ø u												
1557-4				g i r e												
1626-4				w a g Ø												
1840-4				t u m u												
2247-4				g Ø Ø												
4677-4				k u l Ø j Ø												
5162-4				m i l ɛ												
5406-4				t a d i												
359-4				g a l aː												
1577-4				g i r e												
2196-4				n a l a												
2230-4				s i g e												
2533-4				b a r Ø aː												
3605-4				k a d a												
3866-4				Ø ɔ s u												
4553-4				t a g Ø u												
4822-4				k u m b e												
5254-4				d u l ɔ												
503-4				Ø i l e												
1356-4				m a ɛ												
1881-4				n u m Ø u Ø												
2084-4				j Ø Ø												
2420-4				k u l ɛ												
3218-4				p u Ø u Ø u												
3718-4				Ø a r a												
4135-4				b a n u												
4694-4				g u Ø u												
807-4				k Ø m b ɔ												
2320-4				k a m ɛ												
2842-4				d i g u												
4313-4				n ɛ m Ø												
4460-4				s u j̃												
5514-4				n ɛ n d ɛ												
5810-4				p i l ɛː												
93-4				d aː												
260-4				p e Ø r e												
385-4				g ɛ m b ɛ												
890-4				Ø a m b u r i												
1769-4				t ɛ m b e												
2162-4				b ɛ r ɛ												
2635-4				s ɔ												
2735-4				d a n Ø Ø a												
3031-4				d ɛ g ɛ												
5301-4				p ɛ l u												
5605-4				t i m ɛ												
63-4				k a r a												
296-4				Ø a m b ɛ												
463-4				d u m b e												
762-4				b a n a k u												
1432-4				t a l ɛ												
1474-4				t ɔ Ø Ø Ø												
2044-4				d i m b e												
3219-4				p a Ø u												
4120-4				k Ø l ɔ												
4184-4				ɲ e j̃ Ø												
4423-4				d u l ɔ												
4629-4				n u Ø ɔ												
4759-4				Ø Ø e												
4904-4				n Ø u ŋ g a												
4960-4				Ø i n Ø Ø e												
4980-4				t u Ø Ø												
5059-4				g u j ɔ												
5125-4				Ø o n ɲ ɔ												
5549-4				t a b Ø a												
5771-4				Ø u g u												
5922-4				b i r ɛ												
1-4				p ɛ												
629-4				d Ø Ø												
667-4				ɛ p ɛ												
1254-4				s a m d u r u												
1415-4				ɲ Ø ɛ												
1542-4				Ø ɛː Ø												
1683-4				s u Ø Ø												
1898-4				Ø u l u												
2551-4				r aː												
3251-4				s a l a												
3885-4				d e g e												
5622-4				p ɛ r i j e j												
6006-4				Ø l Ø												
43-4				s Ø m												
135-4				t u d u												
158-4				m n ɔ s u												
221-4				ɛ s u												
650-4				b e s o												
1374-4				k ɔ m r ɔ												
1452-4				g a r a												
1789-4				n u m a												
1862-4				i s i												
2108-4				n aː j̃												
2636-4				m Ø												
3113-4				t e g e												
3136-4				j a r a												
3751-4				p a Ø												
4888-4				Ø aː m Ø a												
5180-4				s ɛ m b ɛ												
5583-4				t a ŋ g aː												
5981-4				a l a Ø												
25-4				u u u s ɛ g ɛ												
114-4				d ɔ j̃ e												
702-4				ɔ g ɔ ɲ u m u												
851-4				k u Ø Ø												
872-4				ɛ n ɲ ɛ												
952-4				k u r ɛ												
1941-4				k Ø l Ø												
2442-4				n u m Ø												
3448-4				b Ø d u												
3482-4				m i s i d ɛ												
3497-4				n a a												
3588-4				k ɔ l ɔ												
4101-4				a l a												
4293-4				n o b ɔ												
4520-4				p ɛ r u												
4609-4				k u r Ø u												
4740-4				g u l ɔ												
4781-4				s a Ø e												
5982-4				g u s u												
196-4				k u l ɛ												
545-4				u r u												
931-4				b ɛ												
978-4				t aː m n												
999-4				j ɛ												
1052-4				n a m n u												
1070-4				l u g a												
1298-4				g u u m b a												
1989-4				m ɛ l e												
2145-4				Ø Ø												
2306-4				a m b a												
2456-4				k ɔ l u												
2514-4				d u Ø ɛː												
3132-4				d Ø m u												
3300-4				ɛ w ɔ												
3774-4				t u r u												
3976-4				j s a												
4039-4				d Ø r u												
4278-4				k u n ɲ u												
4361-4				t ɛ g u												
4570-4				Ø Ø g u ɛː u												
5318-4				d ɔ r ɔ												
5673-4				d e m e												
5752-4				t ɛ												
521-4				k Ø Ø i												
685-4				b ɔ u												
744-4				a b a												
1646-4				ɔ g a												
1745-4				ɲ a j u												
2066-4				n a aː												
2216-4				j Ø n												
2265-4				Ø r Ø												
2579-4				d a Ø												
2958-4				m Ø m Ø												
3197-4				k ɛː												
3339-4				k a r a												
3812-4				p ɛ m g ɛ												
4219-4				Ø e m b e												
4337-4				s o m p ɛ												
5197-4				ɛ r u												
5531-4				i l o												
5733-4				n u												
409-4				g ɔ r u												
1002-4				l u												
1022-4				p i r i												
1238-4				u s e												
1612-4				n u m b u												
2334-4				ɛ Ø u												
2396-4				n ɛ												
2553-4				b aː ɛ												
2671-4				aː aː												
2798-4				n Ø l Ø n												
2978-4				k u l a												
3407-4				ɛ m												
715-5					Ø Ø Ø b											
1089-5					n Ø Ø Ø											
1319-5					n Ø b b											
1398-5					s Ø Ø Ø n Ø Ø											
1557-5					g Ø Ø Ø											
1626-5					Ø Ø g Ø											
1840-5					Ø Ø Ø b											
2247-5					g Ø b											
4677-5					Ø Ø Ø j b											
5162-5					Ø Ø n Ø											
5406-5					Ø Ø n Ø Ø											
359-5					g Ø Ø a Ø											
1577-5					g Ø Ø											
2196-5					n Ø Ø Ø											
2230-5					s Ø g Ø											
3605-5					Ø Ø n Ø Ø											
3866-5					Ø ɔ Ø Ø											
4553-5					Ø Ø Ø g											
4822-5					Ø Ø Ø Ø ɔ											
5254-5					Ø Ø Ø Ø											
1356-5					Ø Ø Ø Ø											
1881-5					n Ø Ø Ø j Ø											
2084-5					j Ø b Ø a											
2420-5					Ø Ø Ø Ø											
3218-5					Ø Ø b b Ø Ø											
3372-5					n Ø Ø Ø											
3718-5					Ø Ø Ø Ø											
4135-5					Ø Ø n Ø Ø											
4694-5					g Ø Ø Ø Ø Ø											
2476-5					Ø Ø Ø Ø											
2842-5					Ø Ø g Ø b											
3719-5					Ø Ø											
4081-5					Ø Ø Ø Ø Ø											
5514-5					n Ø n Ø Ø											
260-5					Ø Ø Ø Ø Ø											
385-5					Ø Ø Ø Ø Ø Ø											
890-5					Ø Ø Ø b Ø j Ø											
1703-5					Ø Ø b											
1769-5					Ø Ø Ø Ø Ø											
2735-5					Ø Ø n b ɔ b Ø											
4591-5					Ø Ø Ø Ø											
5301-5					Ø Ø Ø Ø											
63-5					Ø Ø Ø Ø											
296-5					Ø Ø Ø Ø Ø											
463-5					Ø Ø Ø Ø Ø											
762-5					Ø Ø n Ø Ø Ø Ø b b											
1788-5					s Ø b b											
3219-5					Ø Ø s Ø											
4120-5					Ø ɔ Ø ɔ											
4759-5					n Ø Ø Ø j											
4960-5					g Ø n Ø Ø Ø											
5059-5					g Ø j o											
5549-5					Ø Ø Ø Ø											
5771-5					Ø Ø g Ø Ø											
5905-5					Ø Ø n Ø											
5938-5					b Ø Ø Ø n b b Ø											
1415-5					Ø j Ø											
1542-5					n Ø Ø Ø											
1898-5					Ø Ø Ø o Ø											
2551-5					j Ø											
2957-5					Ø Ø n Ø Ø											
3048-5					Ø Ø j Ø											
4402-5					j Ø											
5081-5					Ø Ø n j b b a											
6006-5					Ø ɔ Ø Ø											
135-5					j Ø n Ø Ø											
194-5					Ø Ø Ø											
716-5					j Ø											
2083-5					Ø Ø b Ø Ø											
2618-5					Ø Ø Ø Ø											
2880-5					Ø Ø n Ø j j Ø											
3113-5					Ø g											
3136-5					j Ø Ø Ø											
3405-5					Ø Ø Ø Ø j											
3572-5					Ø Ø Ø Ø											
4535-5					s Ø g Ø											
5751-5					Ø Ø j Ø											
851-5					g Ø Ø Ø											
2179-5					n Ø Ø											
2351-5					Ø a Ø a											
2496-5					n Ø Ø											
3448-5					Ø Ø b Ø Ø											
4781-5					s Ø b Ø a											
4921-5					s a Ø Ø Ø Ø											
196-5					Ø Ø Ø Ø											
789-5					g Ø Ø Ø											
931-5					Ø Ø Ø Ø											
1298-5					g Ø Ø a Ø Ø Ø											
2145-5					Ø Ø b											
3639-5					Ø Ø Ø Ø											
3977-5					j Ø Ø n Ø Ø											
3978-5					j Ø Ø n Ø Ø											
4260-5					Ø Ø Ø Ø											
5200-5					Ø Ø Ø											
5532-5					b Ø n a											
5866-5					Ø Ø Ø Ø Ø Ø											
432-5					Ø Ø Ø j											
446-5					g Ø n b b g j j Ø											
521-5					Ø Ø Ø ɔ Ø											
1124-5					Ø Ø Ø Ø Ø											
1237-5					j Ø n Ø											
1579-5					Ø Ø Ø Ø Ø Ø											
1748-5					j Ø											
2774-5					Ø Ø n Ø											
3198-5					s Ø Ø Ø											
3339-5					Ø a Ø a											
3534-5					Ø ɔ n Ø											
3550-5					b Ø n Ø Ø Ø											
3684-5					Ø Ø n b ɔ											
3944-5					Ø Ø Ø Ø											
4611-5					Ø o Ø Ø											
4738-5					g Ø n Ø Ø											
4983-5					s Ø n Ø Ø											
5447-5					g Ø Ø											
5656-5					Ø ɔ n Ø Ø											
5830-5					j ɔ											
1074-5					n Ø g Ø Ø											
1170-5					g Ø Ø Ø a											
1187-5					b Ø Ø Ø											
1454-5					s Ø Ø Ø b											
1841-5					g											
1970-5					Ø Ø Ø Ø											
2977-5					Ø ɔ Ø Ø Ø											
3252-5					Ø Ø Ø Ø Ø											
3301-5					Ø Ø Ø a											
3463-5					Ø Ø Ø											
3498-5					n Ø											
715-6						Ø u Ø Ø										
1089-6						j Ø Ø Ø										
1319-6						j Ø Ø Ø										
1398-6						s u Ø u Ø Ø Ø										
1557-6						Ø Ø Ø Ø										
1626-6						j Ø Ø Ø										
1840-6						t Ø Ø Ø										
2247-6						Ø Ø Ø										
4677-6						u Ø j Ø										
5162-6						m Ø Ø Ø										
5406-6						t Ø j Ø Ø										
359-6						Ø Ø Ø a Ø										
1577-6						Ø Ø Ø Ø										
2196-6						j Ø Ø Ø										
2230-6						s Ø Ø Ø										
2533-6						Ø Ø Ø Ø u										
3605-6						Ø j Ø Ø										
4553-6						t Ø Ø Ø Ø u										
4822-6						u m Ø Ø										
5254-6						Ø u Ø Ø										
503-6						Ø Ø a Ø										
1356-6						m Ø Ø Ø										
1881-6						j Ø m Ø Ø										
2084-6						Ø Ø Ø Ø Ø										
2420-6						u Ø Ø										
3218-6						Ø u Ø Ø Ø u										
3372-6						j Ø m Ø										
3718-6						Ø Ø Ø Ø										
4135-6						Ø Ø n Ø Ø										
4694-6						Ø u s Ø Ø u										
807-6						Ø Ø Ø Ø										
2320-6						Ø Ø aː										
2842-6						Ø Ø Ø u										
3719-6						m Ø										
4081-6						Ø Ø m Ø Ø Ø										
4313-6						j Ø m Ø										
4460-6						s u j Ø										
5514-6						j Ø j Ø										
5810-6						p Ø Ø Ø Ø										
93-6						Ø Ø										
890-6						Ø Ø m b u Ø Ø										
1336-6						t Ø Ø Ø										
1703-6						Ø Ø Ø										
4591-6						t Ø Ø										
5605-6						t Ø m a Ø										
