ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY
1	2_age	AGE	Bangime	Bangime	ɡwìì	ɡwìì	gʷ ìì/iː	bang1363	14.8	-3.76	Bangime
36	3_animal	ANIMAL	Tebul_Ure	Tebul_Ure	àsɛ̀gɛ́	àsɛ̀gɛ́	à/a s ɛ̀/ɛ g ɛ́/ɛ	tebu1239	14.69	-3.11	Dogon	7 3 7 1 7	XBYBZ	ASEKE	10	10.A.V 10.S.C 10.E.V 10.K.C 10.E.V	1.5 1.75 1.3 1.75 0.8	à/asɛ̀/ɛgɛ́/ɛ	0	25
37	3_animal	ANIMAL	Tiranige_Diga	Tiranige_Diga	bèl	bèl	b è/e l	tira1258	14.8	-3.72	Dogon	1 7 5	AXN	PEL	11	11.P.C 11.E.V 11.L.c	2.0 1.5 0.8	bè/el	0	26
38	3_animal	ANIMAL	Togo_Kan	Togo_Kan	gìrⁿí árúsɛ̀gɛ̀	gìrⁿí_árúsɛ̀gɛ̀	g ì/i r̃ í/i + á/a r ú/u s ɛ̀/ɛ g ɛ̀/ɛ	togo1254	14.16	-3.38	Dogon	1 7 5 7 9 7 5 7 3 7 1 7	AXBZ_XBYBYBZ	KIRI_ARYSEKE	12	12.K.C 12.I.V 12.R.C 12.I.V 12._._ 12.A.V 12.R.C 12.Y.V 12.S.C 12.E.V 12.K.C 12.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	gì/ir̃í/i+á/arú/usɛ̀/ɛgɛ̀/ɛ	0	29 25
39	3_animal	ANIMAL	Tommo_So	Tommo_So	bɛ̀lú	bɛ̀lú	b ɛ̀/ɛ l ú/u	tomm1242	14.67	-3.51	Dogon	1 7 5 7	AXBZ	PELY	13	13.P.C 13.E.V 13.L.C 13.Y.V	2.0 1.5 1.75 0.8	bɛ̀/ɛlú/u	0	26
40	3_animal	ANIMAL	Toro_Tegu	Toro_Tegu	àrùzàká	àrùzàká	à/a r ù/u z à/a k á/a	toro1253	15.01	-2.4	Dogon	7 5 7 3 7 1 7	XBYBYBZ	ARYSAKA	14	14.A.V 14.R.C 14.Y.V 14.S.C 14.A.V 14.K.C 14.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	à/arù/uzà/aká/a	0	25
41	3_animal	ANIMAL	Yanda_Dom	Yanda_Dom	àzɛ̀gɛ̀	àzɛ̀gɛ̀	à/a z ɛ̀/ɛ g ɛ̀/ɛ	yand1257	14.63	-3.15	Dogon	7 3 7 1 7	XBYBZ	ASEKE	15	15.A.V 15.S.C 15.E.V 15.K.C 15.E.V	1.5 1.75 1.3 1.75 0.8	à/azɛ̀/ɛgɛ̀/ɛ	0	25
42	3_animal	ANIMAL	Yorno_So	Yorno_So	àrùsɛ̀gɛ́	àrùsɛ̀gɛ́	à/a r ù/u s ɛ̀/ɛ g ɛ́/ɛ	yorn1234	14.56	-3.24	Dogon	7 5 7 3 7 1 7	XBYBYBZ	ARYSEKE	16	16.A.V 16.R.C 16.Y.V 16.S.C 16.E.V 16.K.C 16.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	à/arù/usɛ̀/ɛgɛ́/ɛ	0	25
43	4_answer	ANSWER	Bambara	Bambara	lá-mìnɛ́	lá-mìnɛ́	l á/a + m ì/i n ɛ́/ɛ	bamb1269	14.53	-4.1	Mande
44	4_answer	ANSWER	Bangime	Bangime	yòò-rò	yòò-rò	j òò/oː + r ò/o	bang1363	14.8	-3.76	Bangime
45	4_answer	ANSWER	Bankan_Tey	Bankan_Tey	kísɛ́	kísɛ́	k í/i s ɛ́/ɛ	bank1259	15.07	-2.91	Dogon	1 7 3 7	AXBZ	KISE	1	1.K.C 1.I.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	kí/isɛ́/ɛ	0	42
46	4_answer	ANSWER	Ben_Tey	Ben_Tey	sá	sá	s á/a	bent1238	14.85	-2.95	Dogon	3 7	AX	SA	2	2.S.C 2.A.V	2.0 1.5	sá/a	0	43
47	4_answer	ANSWER	Bunoge	Bunoge	kíjɛ̀	kíjɛ̀	k í/i dʒ ɛ̀/ɛ	buno1241	14.65	-3.79	Dogon	1 7 1 7	AXBZ	KITE	3	3.K.C 3.I.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	kí/idʒɛ̀/ɛ	0	42
48	4_answer	ANSWER	Jamsay	Jamsay	sá:	sá:	s á:/aː	jams1239	14.64	-3.1	Dogon	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	sá:/aː	0	43
49	4_answer	ANSWER	Mombo	Mombo	ábú-lè	ábú-lè	á/a b ú/u + l è/e	momb1254	14.51	-3.91	Dogon	7 1 7 9 5 7	XBZ_AX	APY_LE	5	5.A.V 5.P.C 5.Y.V 5._._ 5.L.C 5.E.V	1.5 1.75 0.8 0.0 2.0 1.5	á/abú/u+lè/e	0	44 45
50	4_answer	ANSWER	Nanga	Nanga	sá:	sá:	s á:/aː	nang1261	14.72	-3.02	Dogon	3 7	AX	SA	7	7.S.C 7.A.V	2.0 1.5	sá:/aː	0	43
51	4_answer	ANSWER	Penange	Penange	kíjɛ́	kíjɛ́	k í/i dʒ ɛ́/ɛ	pena1270	14.39	-4.03	Dogon	1 7 1 7	AXBZ	KITE	8	8.K.C 8.I.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	kí/idʒɛ́/ɛ	0	42
52	4_answer	ANSWER	Perge_Tegu	Perge_Tegu	sá:	sá:	s á:/aː	perg1234	14.85	-3.02	Dogon	3 7	AX	SA	9	9.S.C 9.A.V	2.0 1.5	sá:/aː	0	43
53	4_answer	ANSWER	Songhai_Kiini	Songhai_Kiini	tù:	tù:	t ù:/uː	koyr1240	15.21	-2.75	Songhay
54	4_answer	ANSWER	Songhai_Senni	Songhai_Senni	tùrù	tùrù	t ù/u r ù/u	humb1243	15.28	-1.7	Songhay
55	4_answer	ANSWER	Tebul_Ure	Tebul_Ure	sá:m	sá:m	s á:/aː m	tebu1239	14.69	-3.11	Dogon	3 7 4	AXN	SAM	10	10.S.C 10.A.V 10.M.c	2.0 1.5 0.8	sá:/aːm	0	43
56	4_answer	ANSWER	Tiranige_Diga	Tiranige_Diga	cígírɔ́	cígírɔ́	tʃ í/i g í/i r ɔ́/ɔ	tira1258	14.8	-3.72	Dogon	1 7 1 7 5 7	AXBYBZ	TIKIRU	11	11.T.C 11.I.V 11.K.C 11.I.V 11.R.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃí/igí/irɔ́/ɔ	0	46
57	4_answer	ANSWER	Togo_Kan	Togo_Kan	sá:	sá:	s á:/aː	togo1254	14.16	-3.38	Dogon	3 7	AX	SA	12	12.S.C 12.A.V	2.0 1.5	sá:/aː	0	43
58	4_answer	ANSWER	Tommo_So	Tommo_So	sáwá	sáwá	s á/a w á/a	tomm1242	14.67	-3.51	Dogon	3 7 6 7	AXBZ	SAWA	13	13.S.C 13.A.V 13.W.C 13.A.V	2.0 1.5 1.75 0.8	sá/awá/a	0	43
59	4_answer	ANSWER	Toro_Tegu	Toro_Tegu	císú	císú	tʃ í/i s ú/u	toro1253	15.01	-2.4	Dogon	1 7 3 7	AXBZ	TISY	14	14.T.C 14.I.V 14.S.C 14.Y.V	2.0 1.5 1.75 0.8	tʃí/isú/u	0	47
60	4_answer	ANSWER	Yanda_Dom	Yanda_Dom	m̀bò sá:	m̀bò_sá:	m̀/m̩ b ò/o + s á:/aː	yand1257	14.63	-3.15	Dogon	4 1 7 9 3 7	ACZ_AX	MPU_SA	15	15.M.C 15.P.C 15.U.V 15._._ 15.S.C 15.A.V	2.0 1.5 0.8 0.0 2.0 1.5	m̀/m̩bò/o+sá:/aː	0	48 43
61	4_answer	ANSWER	Yorno_So	Yorno_So	sá:	sá:	s á:/aː	yorn1234	14.56	-3.24	Dogon	3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	sá:/aː	0	43
62	5_armpit	ARMPIT	Bangime	Bangime	kōmpàà	kōmpàà	k ō/o m p àà/aː	bang1363	14.8	-3.76	Bangime
63	5_armpit	ARMPIT	Bankan_Tey	Bankan_Tey	ár kɛ́ndɛ̀	ár_kɛ́ndɛ̀	á/a r + k ɛ́/ɛ n d ɛ̀/ɛ	bank1259	15.07	-2.91	Dogon	7 5 9 1 7 4 1 7	XN_AXMBZ	AR_KENTE	1	1.A.V 1.R.c 1._._ 1.K.C 1.E.V 1.N.c 1.T.C 1.E.V	1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	á/ar+kɛ́/ɛndɛ̀/ɛ	0	60 61
64	5_armpit	ARMPIT	Ben_Tey	Ben_Tey	àr kɛ́lɛ̀	àr_kɛ́lɛ̀	à/a r + k ɛ́/ɛ l ɛ̀/ɛ	bent1238	14.85	-2.95	Dogon	7 5 9 1 7 5 7	XN_AXBZ	AR_KELE	2	2.A.V 2.R.c 2._._ 2.K.C 2.E.V 2.L.C 2.E.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	à/ar+kɛ́/ɛlɛ̀/ɛ	0	60 61
65	5_armpit	ARMPIT	Fulfulde	Fulfulde	nawki	nawki	n a w k i	maas1239	14.8	-3.84	Atlantic
66	5_armpit	ARMPIT	Jamsay	Jamsay	kì kàrá	kì_kàrá	k ì/i + k à/a r á/a	jams1239	14.64	-3.1	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KI_KARA	4	4.K.C 4.I.V 4._._ 4.K.C 4.A.V 4.R.C 4.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kì/i+kà/ará/a	0	62 63
67	5_armpit	ARMPIT	Jenaama	Jenaama	kɛ̄ lɛ̄mù	kɛ̄_lɛ̄mù	k ɛ̄/ɛ + l ɛ̄/ɛ m ù/u	jena1242	14.79	-3.78	Mande
68	5_armpit	ARMPIT	Mombo	Mombo	kárá kárá súgù	kárá_kárá_súgù	k á/a r á/a + k á/a r á/a + s ú/u g ù/u	momb1254	14.51	-3.91	Dogon	1 7 5 7 9 1 7 5 7 9 3 7 1 7	AXBZ_AXBZ_AXBZ	KARA_KARA_SYKY	5	5.K.C 5.A.V 5.R.C 5.A.V 5._._ 5.K.C 5.A.V 5.R.C 5.A.V 5._._ 5.S.C 5.Y.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ká/ará/a+ká/ará/a+sú/ugù/u	0	63 64 65
69	5_armpit	ARMPIT	Najamba	Najamba	kà kàrâ: kùl	kà_kàrâ:_kùl	k à/a + k à/a r âː/aː + k ù/u l	bond1248	14.9	-3.42	Dogon	1 7 9 1 7 5 7 9 1 7 5	AX_AXBZ_AXN	KA_KARA_KYL	6	6.K.C 6.A.V 6._._ 6.K.C 6.A.V 6.R.C 6.A.V 6._._ 6.K.C 6.Y.V 6.L.c	2.0 1.5 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	kà/a+kà/arâː/aː+kù/ul	0	66 63 67
70	5_armpit	ARMPIT	Nanga	Nanga	ɛ̀rɛ̀ kɛ̀ndɛ̂	ɛ̀rɛ̀_kɛ̀ndɛ̂	ɛ̀/ɛ r ɛ̀/ɛ + k ɛ̀/ɛ n d ɛ̂/ɛ	nang1261	14.72	-3.02	Dogon	7 5 7 9 1 7 4 1 7	XBZ_AXMBZ	ERE_KENTE	7	7.E.V 7.R.C 7.E.V 7._._ 7.K.C 7.E.V 7.N.c 7.T.C 7.E.V	1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	ɛ̀/ɛrɛ̀/ɛ+kɛ̀/ɛndɛ̂/ɛ	0	68 61
71	5_armpit	ARMPIT	Penange	Penange	kàrà kàrà	kàrà_kàrà	k à/a r à/a + k à/a r à/a	pena1270	14.39	-4.03	Dogon	1 7 5 7 9 1 7 5 7	AXBZ_AXBZ	KARA_KARA	8	8.K.C 8.A.V 8.R.C 8.A.V 8._._ 8.K.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kà/arà/a+kà/arà/a	0	63 64
72	5_armpit	ARMPIT	Perge_Tegu	Perge_Tegu	kà kàrá	kà_kàrá	k à/a + k à/a r á/a	perg1234	14.85	-3.02	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KA_KARA	9	9.K.C 9.A.V 9._._ 9.K.C 9.A.V 9.R.C 9.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kà/a+kà/ará/a	0	66 63
73	5_armpit	ARMPIT	Songhai_Kiini	Songhai_Kiini	fátò	fátò	f á/a t ò/o	koyr1240	15.21	-2.75	Songhay
74	5_armpit	ARMPIT	Songhai_Senni	Songhai_Senni	fàtò	fàtò	f à/a t ò/o	humb1243	15.28	-1.7	Songhay
75	5_armpit	ARMPIT	Tebul_Ure	Tebul_Ure	kà kàrá	kà_kàrá	k à/a + k à/a r á/a	tebu1239	14.69	-3.11	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KA_KARA	10	10.K.C 10.A.V 10._._ 10.K.C 10.A.V 10.R.C 10.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kà/a+kà/ará/a	0	66 63
76	5_armpit	ARMPIT	Tiranige_Diga	Tiranige_Diga	kàrà kàrà	kàrà_kàrà	k à/a r à/a + k à/a r à/a	tira1258	14.8	-3.72	Dogon	1 7 5 7 9 1 7 5 7	AXBZ_AXBZ	KARA_KARA	11	11.K.C 11.A.V 11.R.C 11.A.V 11._._ 11.K.C 11.A.V 11.R.C 11.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kà/arà/a+kà/arà/a	0	63 64
77	5_armpit	ARMPIT	Togo_Kan	Togo_Kan	kà kàrá	kà_kàrá	k à/a + k à/a r á/a	togo1254	14.16	-3.38	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KA_KARA	12	12.K.C 12.A.V 12._._ 12.K.C 12.A.V 12.R.C 12.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kà/a+kà/ará/a	0	66 63
78	5_armpit	ARMPIT	Tommo_So	Tommo_So	ká kárú	ká_kárú	k á/a + k á/a r ú/u	tomm1242	14.67	-3.51	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KA_KARY	13	13.K.C 13.A.V 13._._ 13.K.C 13.A.V 13.R.C 13.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	ká/a+ká/arú/u	0	66 63
79	5_armpit	ARMPIT	Toro_Tegu	Toro_Tegu	ìr kílá	ìr_kílá	ì/i r + k í/i l á/a	toro1253	15.01	-2.4	Dogon	7 5 9 1 7 5 7	XN_AXBZ	IR_KILA	14	14.I.V 14.R.c 14._._ 14.K.C 14.I.V 14.L.C 14.A.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	ì/ir+kí/ilá/a	0	69 62
80	5_armpit	ARMPIT	Yanda_Dom	Yanda_Dom	kà gádà	kà_gádà	k à/a + g á/a d à/a	yand1257	14.63	-3.15	Dogon	1 7 9 1 7 1 7	AX_AXBZ	KA_KATA	15	15.K.C 15.A.V 15._._ 15.K.C 15.A.V 15.T.C 15.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kà/a+gá/adà/a	0	66 63
81	5_armpit	ARMPIT	Yorno_So	Yorno_So	kí kárú	kí_kárú	k í/i + k á/a r ú/u	yorn1234	14.56	-3.24	Dogon	1 7 9 1 7 5 7	AX_AXBZ	KI_KARY	16	16.K.C 16.I.V 16._._ 16.K.C 16.A.V 16.R.C 16.Y.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	kí/i+ká/arú/u	0	62 63
82	6_arrive	ARRIVE	Bangime	Bangime	twàà-rà	twàà-rà	tʷ àà/aː + r à/a	bang1363	14.8	-3.76	Bangime
83	6_arrive	ARRIVE	Bankan_Tey	Bankan_Tey	dɔ́	dɔ́	d ɔ́/ɔ	bank1259	15.07	-2.91	Dogon	1 7	AX	TU	1	1.T.C 1.U.V	2.0 1.5	dɔ́/ɔ	0	93
84	6_arrive	ARRIVE	Ben_Tey	Ben_Tey	dɔ̌	dɔ̌	d ɔ̌/ɔ	bent1238	14.85	-2.95	Dogon	1 7	AX	TU	2	2.T.C 2.U.V	2.0 1.5	dɔ̌/ɔ	0	93
85	6_arrive	ARRIVE	Bunoge	Bunoge	dín-nɛ̀	dín-nɛ̀	d í/i n + n ɛ̀/ɛ	buno1241	14.65	-3.79	Dogon	1 7 4 9 4 7	AXN_AX	TIN_NE	3	3.T.C 3.I.V 3.N.c 3._._ 3.N.C 3.E.V	2.0 1.5 0.8 0.0 2.0 1.5	dí/in+nɛ̀/ɛ	0	94 95
86	6_arrive	ARRIVE	Fulfulde	Fulfulde	yottaa-de	yottaa-de	j o tː aː + d e	maas1239	14.8	-3.84	Atlantic
87	6_arrive	ARRIVE	Jamsay	Jamsay	dɔ̌:	dɔ̌:	d ɔ̌:/ɔː	jams1239	14.64	-3.1	Dogon	1 7	AX	TU	4	4.T.C 4.U.V	2.0 1.5	dɔ̌:/ɔː	0	93
88	6_arrive	ARRIVE	Jenaama	Jenaama	kìyɛ̀wⁿ	kìyɛ̀wⁿ	k ì/i j ɛ̀/ɛ w̃	jena1242	14.79	-3.78	Mande
