COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4888-1	j a															
5583-1	b a s															
5751-1	k o															
5981-1	j a															
114-1	d o															
851-1	t e															
1941-1	k u															
2179-1	j a															
2351-1	n aː															
2496-1	n aː															
3482-1	dʒ e															
3497-1	b a															
3588-1	k u															
4202-1	o r u															
4293-1	b a															
4921-1	n aː															
408-1	a j̃															
545-1	m a															
978-1	m a															
1052-1	j a															
1070-1	d o															
1942-1	n aː															
2456-1	k ɔ r u															
2514-1	d o															
2666-1	j a															
2817-1	j a															
3132-1	d o															
3300-1	k e															
3976-1	k u															
4152-1	k u															
4361-1	t e															
4570-1	k uː															
4648-1	n aː															
5318-1	ɔ j̃ ɔ															
5673-1	k r u															
5887-1	j a															
446-1	o r o															
521-1	k u															
1108-1	j															
1124-1	b a															
1745-1	b a s															
1823-1	k ɔ															
2143-1	b a															
2265-1	m a															
2392-1	o r u															
2579-1	d o															
2774-1	k o															
3339-1	k a r iː															
3550-1	b a n aː															
4024-1	j a															
4219-1	m a															
4240-1	o r u															
4259-1	k o															
4738-1	aː b a															
5197-1	ɛ r u															
5447-1	b a															
5531-1	t e															
5733-1	n aː															
5828-1	j a															
562-1	s u m															
998-1	ɔ ɔ															
1022-1	t e															
1023-1	k ɔ															
1205-1	j															
1275-1	j e															
1578-1	z uː															
2063-1	b ɛ r u															
2334-1	ɛ r u															
2798-1	t e															
3252-1	n aː															
3463-1	d aː															
715-2		d u														
1089-2		n aː														
1319-2		n aː														
1398-2		s u n iː														
1557-2		ɛ w														
1626-2		ɲ a r̃ i														
1840-2		n i														
2247-2		g e														
4677-2		k u														
5162-2		n i														
5406-2		b aː r i														
359-2		b a r i														
1577-2		ɛ w														
2196-2		n a														
2230-2		n aː														
2533-2		b a r i														
3605-2		k a r a														
3866-2		g u														
4553-2		b aː r i														
4822-2		k u														
5254-2		dʒ u r ɔ														
503-2		ɛ w														
1356-2		m aː														
1881-2		n i														
2084-2		k u														
2420-2		k u														
3218-2		s u														
3372-2		n a														
3718-2		a r a														
4135-2		b a n a														
4694-2		s u														
807-2		k u n iː														
2320-2		k u														
2476-2		k u														
2842-2		tʃ i r̃														
4081-2		b a r i														
4313-2		n aː														
4460-2		s u														
5514-2		n iː														
5810-2		b a r i														
93-2		k u														
260-2		ɛ w														
385-2		k ɛ l ɛ														
890-2		a s i														
1336-2		t e g e														
1703-2		k m b														
1769-2		b aː r i														
2162-2		ɛ w														
2635-2		s u														
2735-2		k m b														
3031-2		ɛ w														
4591-2		n aː														
5301-2		b ɛ r i														
5605-2		n i														
296-2		b a r a														
463-2		d u														
762-2		k m b														
1432-2		b aː r i														
1474-2		ɛ w														
1788-2		k m b														
2044-2		tʃ i														
2713-2		b aː r i														
3219-2		b aː r i														
3425-2		j j														
4184-2		n i														
4629-2		n iː														
4759-2		n i														
4904-2		n iː														
4960-2		b a r i														
4980-2		b a r i														
5059-2		s u														
5125-2		n iː														
5339-2		s a a														
5549-2		t a s a														
5771-2		b aː r i														
5905-2		t i j a														
5938-2		k m b														
1-2		b aː r i														
483-2		s u s u														
629-2		k u														
667-2		ɛ w														
1254-2		b aː r i														
1415-2		k ɛ l ɛ														
1542-2		n iː														
1683-2		n i														
1898-2		g u														
2551-2		b a r i														
2901-2		t u s i														
2957-2		k m b														
3048-2		b i j i														
3251-2		b a r a														
3885-2		k e														
4402-2		j j														
5081-2		k m b														
5622-2		b ɛ r i														
6006-2		tʃ i r̃ i														
43-2		b a r i														
135-2		t u														
158-2		m aː r i														
194-2		k u														
221-2		b ɛ r i														
650-2		ɛ w														
1152-2		t i e ɛ														
1374-2		dʒ ɔ r ɔ														
1452-2		b a r i														
1862-2		b a r i														
2108-2		n i														
2636-2		m														
2880-2		k m b														
2924-2		k u														
2941-2		b i j i														
3405-2		m b														
3959-2		t oː s u														
4066-2		g ɔ r ɔ														
4535-2		s u w														
4888-2		b a n a														
5180-2		m aː n i														
5751-2		k m b														
5981-2		b a n a														
114-2		ɔ r u														
702-2		ɔ j̃ ɔ														
851-2		k e														
872-2		ɛ w														
952-2		k u														
2179-2		n eː														
2351-2		g e														
2496-2		k m b														
4609-2		n iː														
4740-2		b a n i														
4921-2		k m b														
5982-2		k e														
978-2		t a														
999-2		n iː														
1052-2		n iː														
1989-2		m j̃ i														
2456-2		k u														
2666-2		s i														
2817-2		a r a														
3132-2		s u														
3300-2		ɛ r i														
3977-2		k m b														
3978-2		n aː														
4260-2		n aː														
4278-2		b a m														
4334-2		k u														
4361-2		ɛ w														
4570-2		b aː r i														
4648-2		j e j														
5673-2		k u														
5887-2		j a														
446-2		l ɔ r														
1108-2		j														
1124-2		n aː														
1237-2		a r̃ i														
1745-2		dʒ a														
1823-2		k i														
2143-2		b a														
2265-2		n i														
2392-2		d ũ u														
2579-2		d u														
2902-2		j a														
3197-2		k l u														
3339-2		g a r a														
3550-2		k m b														
3943-2		a r̃ i														
4240-2		l u														
5197-2		b ɛ r i														
5531-2		n i														
5733-2		n iː														
409-2		n i														
562-2		s u														
1022-2		n i														
1205-2		j e														
1275-2		t a g e														
1524-2		k l u														
1578-2		b aː														
2063-2		b a r i														
2798-2		tʃ i r̃														
3088-2		k u														
715-3			dʒ u													
1089-3			j aː													
1319-3			j aː													
1398-3			t iː w ɛ													
1557-3			s i													
1626-3			aː ŋ													
1840-3			k ɛ													
2247-3			g e													
4677-3			j aː													
5162-3			j aː													
5406-3			j aː													
359-3			aː ŋ													
1577-3			m ɛ													
2196-3			aː ŋ													
2533-3			s i													
3866-3			n i													
4553-3			p eː													
5254-3			j aː													
503-3			p eː													
1881-3			n o l o													
2084-3			j aː													
2420-3			k o l ɛ													
3218-3			m ɛ													
3372-3			aː ŋ													
3718-3			aː ŋ													
2320-3			k eː													
2476-3			p eː													
3719-3			s i													
4460-3			t iː ɛ													
5514-3			j aː													
890-3			aː ŋ													
1336-3			p eː													
1703-3			k eː													
2162-3			p eː													
2635-3			k eː													
2735-3			ɲ aː ŋ i													
762-3			b a l a													
1788-3			s e													
2713-3			k o b a i													
3219-3			aː ŋ													
4629-3			aː ŋ													
4904-3			aː ŋ													
5125-3			k o b													
5771-3			n i													
5938-3			aː ŋ i													
1898-3			k eː													
2901-3			k eː													
2957-3			m ɛ													
3048-3			j aː													
5081-3			ɲ aː ŋ i													
6006-3			m ɛ													
716-3			j ɔ													
1152-3			j aː													
1789-3			n i													
2083-3			p eː													
2108-3			k eː													
2618-3			k o l ɛ													
2880-3			j aː													
2941-3			m ɛ													
3405-3			k eː													
3811-3			j aː													
5583-3			aː ŋ													
5751-3			j ɔ													
2442-3			dʒ aː													
2496-3			m ɛ													
4921-3			s eː													
196-3			k o l ɛ													
3639-3			t iː w													
3905-3			j aː													
3977-3			k o b													
3978-3			k o b													
4361-3			m ɛ													
5532-3			n i													
1237-3			j aː													
1579-3			d i l o l i													
2143-3			m ɛ													
2774-3			k a													
3198-3			s b l o													
3534-3			d u													
3550-3			k eː													
3684-3			t iː w ɛ													
3943-3			j aː													
4259-3			dʒ aː													
4611-3			k o l o													
4983-3			s eː													
5656-3			j a l i													
5830-3			j ɔ													
1026-3			p eː													
1170-3			g a n d e													
1187-3			n i													
1275-3			m ɛ													
1454-3			s e													
1668-3			j aː													
1841-3			g e													
1970-3			p ɔ													
2977-3			k u l ɛ													
3301-3			g e													
3498-3			j ɔ													
715-4				ɲ aː												
1089-4				n a												
1319-4				n i												
1398-4				ɲ aː												
1557-4				ɲ aː												
1626-4				dʒ ɛ												
1840-4				dʒ ɛ												
2247-4				ɲ aː												
4677-4				ɲ aː												
5162-4				ɲ aː												
5406-4				ɲ aː												
359-4				m a m a												
1577-4				ɲ aː												
2196-4				m a												
2230-4				t iː												
2533-4				b a n a												
3605-4				m a												
3866-4				m aː												
4553-4				t e												
4822-4				k aː												
5254-4				b a												
503-4				tʃ i r̃ e												
1356-4				m aː												
1881-4				dʒ ɛ												
2084-4				j o												
2420-4				k aː												
3218-4				dʒ ɛ												
3718-4				m a m a												
4135-4				b a n a												
4694-4				m a												
807-4				k r u												
2320-4				b ɛ												
2842-4				tʃ i												
4313-4				n iː												
4460-4				b ɛ												
5514-4				d aː a												
5810-4				tʃ r̃ e												
93-4				d u n												
260-4				t e												
385-4				ɲ aː												
890-4				m a m												
1769-4				ɲ aː												
2162-4				b r u												
2635-4				j o n												
2735-4				d a n a												
3031-4				k r u												
5301-4				k i												
5605-4				dʒ ɛ												
63-4				k a m a												
296-4				m a m a												
463-4				d aː ɣ a												
762-4				b a m a												
1432-4				b a												
1474-4				t iː												
2044-4				dʒ ɛ												
3219-4				dʒ ɛ												
4120-4				j o												
4184-4				k i												
4423-4				j n												
4629-4				j n												
4759-4				n iː												
4904-4				n i												
4960-4				ɲ aː												
4980-4				t iː												
5059-4				ɲ aː												
5125-4				j ɔ												
5549-4				dʒ ɛ												
5771-4				ɲ aː												
5922-4				tʃ ɛ												
1-4				r̃ e												
629-4				b a												
667-4				ɛ w												
1254-4				b a												
1415-4				k i												
1542-4				n iː												
1683-4				b ɛ												
1898-4				ɲ aː												
2551-4				b r u												
3251-4				b a												
3885-4				k i												
5622-4				l ɛ j												
6006-4				ɲ aː												
43-4				m a												
135-4				ɲ aː												
158-4				m a												
221-4				k i												
650-4				ɛ w												
1374-4				k a												
1452-4				dʒ ɛ												
1789-4				j n												
1862-4				t iː												
2108-4				n iː												
2636-4				m												
3113-4				ɲ aː												
3136-4				j a r u												
3751-4				ɲ ɛ												
4888-4				l a n a												
5180-4				n i												
5583-4				l a m a												
5981-4				n a												
25-4				b aː												
114-4				b a												
702-4				j ɔ r ɔ												
851-4				b o												
872-4				tʃ i e												
952-4				k aː												
1941-4				k i												
2442-4				j n												
3448-4				j o												
3482-4				dʒ ɛ												
3497-4				j a												
3588-4				k ũː												
4101-4				a n a												
4293-4				j ɔ r ɔ												
4520-4				k i												
4609-4				k a												
4740-4				j ɔ r ɔ												
4781-4				m a m a												
5982-4				m a												
196-4				ɲ aː												
545-4				e r u												
931-4				j o												
978-4				m aː												
999-4				ɲ ɛ												
1052-4				n i w̃ e												
1070-4				dʒ ɛ												
1298-4				m a m a												
1989-4				n i												
2145-4				aː												
2306-4				a n a												
2456-4				k i												
2514-4				dʒ ɛ												
3132-4				dʒ ɛ												
3300-4				t e												
3774-4				s i												
3976-4				dʒ ɛ												
4039-4				ɲ ɛ												
4278-4				ɲ aː												
4361-4				t e												
4570-4				t e												
5318-4				j ɔ r n												
5673-4				b a												
5752-4				t i												
521-4				k i												
685-4				l ɛ j												
744-4				l a												
1646-4				j n												
1745-4				dʒ a n a												
2066-4				n a												
2216-4				j aː												
2265-4				b a												
2579-4				b a												
2958-4				m a												
3197-4				k aː												
3339-4				b a												
3812-4				k t												
4219-4				k aː												
4337-4				b aː r u												
5197-4				b r u												
5531-4				tʃ i												
5733-4				n iː												
409-4				b a												
1002-4				n i												
1022-4				tʃ r̃ e												
1238-4				t i												
1612-4				n e												
2334-4				k i												
2396-4				j n a												
2553-4				l a m a												
2671-4				ɲ aː												
2798-4				k i												
2978-4				k aː												
3407-4				l a												
715-5					d e											
1089-5					n ɛː											
1319-5					b u											
1398-5					n d e											
1557-5					b u											
1626-5					b ãː											
1840-5					n d e											
2247-5					b u											
4677-5					b ɔ											
5162-5					b u											
5406-5					n d e											
359-5					b u											
1577-5					b u											
2196-5					n a											
2230-5					b u											
3605-5					b u											
3866-5					ɔ g ɔ											
4553-5					b u											
4822-5					ɔ g ɔ											
5254-5					b u											
1356-5					b u											
1881-5					n d e											
2084-5					d e											
2420-5					ɔ g ɔ											
3218-5					b u											
3372-5					n d e											
3718-5					b u											
4135-5					n d e											
4694-5					b u											
2476-5					b u											
2842-5					b u											
3719-5					ɔ g ɔ											
4081-5					n d e											
5514-5					n d e											
260-5					b u											
385-5					n d e											
890-5					n d e											
1703-5					b u											
1769-5					n d e											
2735-5					b u											
4591-5					b u											
5301-5					b u											
63-5					b u z											
296-5					b u e											
463-5					b u											
762-5					b u e											
1788-5					b e											
3219-5					b u											
4120-5					ɔ g ɔ											
4759-5					n d e											
4960-5					n d e											
5059-5					b u											
5549-5					n d e											
5771-5					b u											
5905-5					n d e											
5938-5					b u											
1415-5					b u											
1542-5					n d e											
1898-5					b u											
2551-5					b u											
2957-5					a n d e											
3048-5					n d e											
4402-5					b u											
5081-5					b u z											
6006-5					p o l e											
135-5					n d e											
194-5					b u											
716-5					g eː											
2083-5					n d e											
2618-5					k ɔ l ɛ											
2880-5					a n d e											
3113-5					d e											
3136-5					b u z											
3405-5					n ɛː											
3572-5					a n d e											
4535-5					b u											
5751-5					b u											
851-5					b u											
2179-5					b ãː											
2351-5					n d e											
2496-5					n d e											
3448-5					b u z											
4781-5					d oː											
4921-5					b u n d											
196-5					d e											
789-5					g a											
931-5					ɔ g ɔ											
1298-5					a m a											
2145-5					b u											
3639-5					t a l a											
3977-5					n ɛː											
3978-5					b o											
4260-5					ɔ g ɔ											
5200-5					d e											
5532-5					i n i											
5866-5					a n d e											
432-5					n d e											
446-5					b d e											
521-5					b u											
1124-5					b e											
1237-5					n ɛː											
1579-5					k ɔ n u ɔ											
1748-5					b ãː											
2774-5					k a n a											
3198-5					s aː n u											
3339-5					b u e											
3534-5					d ɛ											
3550-5					n i											
3684-5					k aː n u											
3944-5					ɔ g ɔ											
4611-5					k aː n u											
4738-5					d e e											
4983-5					s a n d											
5447-5					n d e											
5656-5					n u g e											
5830-5					j a											
1074-5					n ɔː											
1170-5					b u n d											
1187-5					d u l u											
1454-5					s o l e											
1841-5					ŋ g e											
1970-5					p u l a											
2977-5					k aː n u											
3252-5					n d e											
3301-5					g i b a											
3463-5					b e											
3498-5					n e											
715-6						ŋ g o										
1089-6						ŋ g o										
1319-6						j ɛ										
1398-6						ŋ g o										
1557-6						ŋ g o										
1626-6						ŋ g o										
1840-6						ŋ g o										
2247-6						ŋ g o										
4677-6						ŋ g o										
5162-6						ŋ g o										
5406-6						ŋ g o										
359-6						ŋ g o										
1577-6						ŋ g o										
2196-6						n a										
2230-6						ŋ g o										
2533-6						ŋ g o										
3605-6						ŋ g o										
4553-6						ŋ g o										
4822-6						ŋ g o										
5254-6						ŋ g o										
503-6						ŋ g o										
1356-6						ŋ g o										
1881-6						ŋ g o										
2084-6						ŋ g o										
2420-6						ŋ g o										
3218-6						ŋ g o										
3372-6						j ɛ										
3718-6						ŋ g o										
4135-6						ŋ g o										
4694-6						ŋ g o										
807-6						ŋ g o										
2320-6						ŋ g o										
2842-6						g o										
3719-6						ŋ g o										
4081-6						ŋ g o										
4313-6						n o										
4460-6						ŋ g o										
5514-6						ŋ g o										
5810-6						g o										
93-6						ŋ g o										
890-6						ŋ g o										
1336-6						ŋ g o										
1703-6						ŋ g o										
4591-6						ŋ g o										
5605-6						ɔ j ɛ										
63-6						j a g a										
296-6						ɔ j ɛ										
463-6						ŋ g o										
762-6						ŋ g o										
3425-6						j ɛ										
4120-6						k o										
4423-6						g o										
4759-6						dʒ ɛ										
4904-6						ŋ g o										
4960-6						ŋ g o										
5125-6						i n o										
5339-6						ŋ g o										
5771-6						ŋ g o										
5922-6						g o										
5938-6						ŋ g o										
483-6						ŋ g o										
1542-6						ŋ g o										
1683-6						ŋ g o										
2551-6						ŋ g o										
2957-6						ɔ j ɛ										
3048-6						ŋ g o										
4402-6						j ɛ										
5081-6						j ɛ										
5622-6						ŋ g o										
650-6						g o										
716-6						j ɛ										
1152-6						ŋ g o										
1789-6						j ɛ										
1862-6						ŋ g o										
2618-6						b a n d i										
2880-6						ɔ j ɛ										
2924-6						ŋ g o										
3136-6						j ɛ										
3405-6						dʒ ɛ										
3811-6						j a										
4535-6						ŋ g o										
4888-6						ɔ j j										
5751-6						ŋ g o										
2179-6						ŋ g o										
2442-6						j ɛ										
3482-6						ŋ g o										
4202-6						kʷ ɛ										
4781-6						k ɛː										
4921-6						ŋ g o										
5982-6						g o										
408-6						j ɛ										
526-6						kʷ ɛ										
789-6						b a m										
1298-6						b m										
1942-6						j ɛ										
2666-6						ŋ g o										
3015-6						ɔ n d ɔ										
3905-6						j ɛ										
3977-6						ŋ g o										
3978-6						ŋ g o										
4152-6						j ɛ										
4334-6						ŋ g o										
4648-6						j ɛ										
5200-6						i j ɛ										
5318-6						g o										
5532-6						ŋ g o										
5673-6						k ɛː										
5866-6						j a dʒ a										
66-6						j ɛ										
432-6						b a n d e										
446-6						ŋ g o										
1579-6						ŋ g o										
1748-6						j ɛ										
1823-6						ŋ g o										
2902-6						j ɛ										
3684-6						k j ɛ										
3812-6						g o										
3943-6						ŋ g o										
4259-6						ŋ g o										
4611-6						j ɛ										
4738-6						ŋ g o										
4983-6						k l ɛ										
5447-6						ŋ g o										
5656-6						k u l ɛ										
5830-6						j ɛː										
5868-6						j ɛ										
348-6						i n d i										
998-6						ŋ g o										
1023-6						j a										
1074-6						b a g										
1172-6						t i j ɛ										
1205-6						ŋ g o										
1668-6						g o										
1841-6						g o										
2063-6						ŋ g o										
2671-6						b m										
2977-6						ŋ g o										
3256-6						i j ɛ										
3287-6						b a dʒ ɛ										
3301-6						ŋ g o										
3498-6						j ɛ										
715-7							k ɔ									
1089-7							n aː									
1319-7							ɔ j̃ ɔ									
1398-7							k ɔ r									
1557-7							g a									
1626-7							g a									
1840-7							k ɔ									
2247-7							k ɔ r									
4677-7							k r ɔ									
5162-7							k r ɔ									
5406-7							p iː									
359-7							g a									
1577-7							g a									
2196-7							k ɔ r									
2230-7							b a a									
2533-7							b a r a									
3605-7							k ɔ r									
3866-7							g a									
4553-7							p iː									
4822-7							k ɔ									
5254-7							k ɔ r									
503-7							k r̃ i									
1356-7							g o									
1881-7							k ɔ r									
3372-7							g a									
3718-7							j a r i									
4135-7							b a r i									
4694-7							u s i									
807-7							k ɔ r i									
2320-7							k ɔ r									
2476-7							k ɔ									
2842-7							ɲ aː									
3719-7							g a									
4081-7							t a s a									
4313-7							k ɔ r									
4460-7							t a s a									
5514-7							k ɔ r ɔ									
5810-7							r̃ i									
93-7							g a									
260-7							p iː									
385-7							b ɛː									
890-7							g a r i									
1336-7							k eː s i									
1703-7							b o r i									
1769-7							b ɛː									
2162-7							b ɛ									
2635-7							g a									
2735-7							g a									
3031-7							k ɔ									
4591-7							k e r i									
5301-7							k r ɔ									
5605-7							g i									
296-7							b aː r i									
463-7							k ɔ r ɔ									
1432-7							t a s a									
1474-7							g a									
1788-7							t eː s i									
2044-7							b a a									
2713-7							k ɔ r ɔ									
3425-7							j a									
4184-7							ɛ r i									
4423-7							g a									
4629-7							g a									
4759-7							n d i									
4904-7							g a									
4960-7							b ɛ n d i									
5059-7							t u m o									
5125-7							k ɔ r ɔ									
5339-7							g a									
5549-7							t a s a									
5771-7							n aː									
5905-7							p iː									
5922-7							b ɛ r i									
1-7							r̃ i									
483-7							g a									
667-7							ɛː									
1542-7							k ɔ r									
1683-7							t eː s i									
1898-7							p iː									
2551-7							k r ɔ									
2901-7							t eː s i									
2957-7							g a									
3048-7							k ɔ r									
3251-7							b a r a									
3885-7							g a									
4402-7							j a									
5081-7							b ɛ r i									
5622-7							r̃ i									
6006-7							p iː									
43-7							t oː s i									
135-7							t eː s i									
158-7							b a									
194-7							b ɛ									
221-7							g a									
650-7							b ɛ r i									
1152-7							k ɔ r									
1374-7							k ɔ r ɔ									
1452-7							g a									
1862-7							t a s a									
2083-7							k ɔ r									
2108-7							n iː									
2880-7							k ɔ r ɔ									
2924-7							p iː									
2941-7							b a r i									
3113-7							r̃ i									
3136-7							k ɔ r									
3405-7							k oː									
3572-7							k ɔ ɔ ɔ									
3751-7							b a a									
3959-7							t oː r i									
4066-7							g a									
4535-7							t u s i									
5180-7							b ɛː									
5583-7							t a s a									
5981-7							g a									
25-7							b a a									
114-7							g a									
702-7							b a r i									
872-7							b ɛː									
1941-7							k ɛː									
2179-7							n aː									
2351-7							p iː									
2496-7							k ɔ r									
3588-7							k ɔ r ɔ									
4202-7							k ɔ									
4609-7							k ɔ r ɔ									
4921-7							g a r i									
408-7							k ɔ									
526-7							a a a									
545-7							r̃ i									
978-7							t a s a									
999-7							j ɛ									
1052-7							g a									
1070-7							g a									
1942-7							g a									
2456-7							k ɔ r ɔ									
2514-7							t a s a									
2666-7							g i									
2817-7							g a									
3300-7							k ɔ r ɔ									
3977-7							k ɔ r ɔ									
3978-7							k ɔ r ɔ									
4039-7							ɛː									
4152-7							k i									
4260-7							dʒ ɔ g ɔ									
4278-7							k r i									
4648-7							j e									
5752-7							r̃ i									
5866-7							k r ɔ									
5887-7							j a									
446-7							k ɔ r i									
1108-7							j ɔ									
1646-7							aː r i									
1748-7							p iː									
1823-7							g o									
2143-7							b a r i									
2392-7							t eː s i									
2579-7							g a									
2902-7							j a									
3197-7							k ɔ r i									
3339-7							k a r a									
3944-7							g o									
4240-7							g o									
4337-7							g a									
4738-7							k ɛ n d									
4983-7							k ɔ r									
5197-7							ɛ r i									
5447-7							p iː									
5656-7							k ɔ ɔ									
5733-7							n iː									
5828-7							b a									
5868-7							k ɔ									
245-7							k ɔ r									
562-7							s u m o									
1170-7							k oː									
1205-7							j e									
1524-7							k ɔ r i									
2063-7							b ɛ r i									
2334-7							ɛ r i									
2671-7							b									
3088-7							b a a									
3252-7							b o n d i									
3463-7							ɲ aː									
715-8								ɛ								
1089-8								nʷ ɛː								
1319-8								n ɛː								
1398-8								nʷ ɛː								
1557-8								g ɔ								
1626-8								k ɛ								
1840-8								t eː								
2247-8								nʷ ɛː								
4677-8								k ɛ								
5162-8								m ɛ								
5406-8								nʷ ɛː								
359-8								k ɛ								
1577-8								g ɔ								
2196-8								nʷ ɛː								
2230-8								k ɛ								
2533-8								k a n d								
3605-8								n n d								
3866-8								n d								
4553-8								k ɛ								
4822-8								k ɛ								
5254-8								d ɛ								
1881-8								n ɔː								
2084-8								k ɛ								
2420-8								k ɛ								
3218-8								n d								
3372-8								n d								
3718-8								a m a								
4694-8								k ɛ								
2320-8								k ɛ								
2476-8								k ɔ								
2842-8								ɛ ɛ								
3719-8								k ɛ								
4081-8								n n d								
4313-8								nʷ ɛː								
5514-8								n n d								
385-8								k ɛ								
1336-8								m ɛ								
1769-8								k ɛ								
2735-8								nʷ ɛ								
3031-8								b u n d								
4591-8								k ɛ								
5301-8								k ɛ								
63-8								k ɛ								
1788-8								k a n d								
2713-8								k ɛ r ɔ								
4120-8								k ɛ								
4184-8								d g								
4759-8								n ɛː								
5059-8								g ɔ								
5771-8								k ɛ								
5938-8								n n d								
629-8								k ɛ								
1415-8								m ɛ								
1898-8								nʷ ɛː								
2551-8								ɛ								
2957-8								m ɛ								
3048-8								m ɛ								
6006-8								m ɛ								
135-8								nʷ ɛː								
716-8								j ɛ								
1152-8								m ɛ								
2083-8								k a n								
2618-8								k ɛ								
2636-8								ɛ								
2880-8								k u n a								
2941-8								m ɛ								
3405-8								m ɛ								
3811-8								j ɛ								
4535-8								m ɛ								
4888-8								n ɛː								
5751-8								m ɛ								
851-8								m ɛ								
4202-8								k ɛ								
4781-8								d g o								
4921-8								n ɛː								
196-8								k o l ɔ								
408-8								n d ɛ								
789-8								g e								
1942-8								ɛ								
2145-8								k ɛ								
2456-8								m ɛ								
3639-8								k ɛ								
3977-8								m nʷ								
3978-8								m nʷ								
4278-8								m nʷ								
5532-8								i l ɛ								
521-8								b a n								
1124-8								m ɛ								
1579-8								b o l o								
2774-8								k a n								
3198-8								s i l								
3534-8								n d								
3550-8								i n d i								
3684-8								k i								
3812-8								n a								
4611-8								k o l								
4738-8								aː b a n d								
4983-8								s o								
5656-8								b o m								
5830-8								j ɛ								
1026-8								k ɛ								
1074-8								a g e								
1170-8								g e								
1187-8								d u m								
1454-8								s o l e								
1841-8								g e								
1970-8								p o l a								
2671-8								ɲ aː								
2977-8								k o j a								
3301-8								i b a								
3463-8								nʷ								
3498-8								n o								
715-9									d u							
1089-9									n i ŋ							
1319-9									n ɛ							
1398-9									s u u							
1557-9									t iː							
1626-9									g a							
1840-9									t iː							
2247-9									d e							
4677-9									k u							
5162-9									i r e							
5406-9									b ɛ n							
359-9									j a w							
1577-9									t iː							
2196-9									b a							
2230-9									b a							
2533-9									b a							
3605-9									k a							
3866-9									k u							
4553-9									s a							
4822-9									k u o							
5254-9									a ŋ							
503-9									n i ŋ							
1356-9									s a s a							
1881-9									n iː							
2084-9									a ŋ							
2420-9									k u							
3218-9									a ŋ							
3372-9									b a							
3718-9									g a							
4135-9									b a							
4694-9									s u u							
807-9									k u u							
2320-9									b a							
2476-9									k u							
2842-9									b ɛ n							
4081-9									s a s a							
4313-9									n ɛ							
4460-9									s u							
5810-9									t iː							
93-9									d u							
260-9									t e g u							
385-9									k u u							
890-9									b a g a							
1336-9									a ŋ							
1703-9									k u							
1769-9									i r e							
2162-9									e r u							
2635-9									s u							
2735-9									d a g a							
3031-9									k u							
4591-9									k u							
5301-9									k u u							
5605-9									t iː							
63-9									k a							
296-9									g a							
463-9									d u ŋ							
762-9									b a l a							
1432-9									g a							
1474-9									k u							
1788-9									b a							
2044-9									d ɛ̃ː							
2713-9									i r e							
3219-9									d u ŋ							
3425-9									b a							
4120-9									k j̃ o							
4184-9									n ɛ							
4423-9									d u ɔ							
4629-9									n i							
4759-9									n i							
4904-9									n i							
4960-9									b ɛ n							
4980-9									t iː							
5059-9									d o oː							
