COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2958				m ɔ w̃					m ɔ̃ː			m ɔː	m o m o	m ɔ m		m ɔː
3197		k ɔː		k aː			k ɔː		k ɔː	g ɛː		k aː				
3198			s ɛ m ɔ		s ɛ m ɛ			s ɛ m ɛ			s ɛ m ɔ				s ɛ m ɛ	s e w̃ ɛ
3339	k a r a	k a r a		k a r a	k a g a		k a g a							k a r a		
3534			t o n i		d o n i			d o n					k ɛ nː ɛ		tʃ ɛ n ɛ	k ɛ n ɛ
3550	ŋ i nː iː	i n i r̃ iː	ʔ i n i		i n i			u n u			i n i					
3684			k i n a		k i n dʒ a	k i n dʒ aː		k i m dʒ a					k i n u			k i n
3812				p i n i		n i ŋ g i		b a ŋ g u		p i ŋ g i		p i n i				p i n ɛ
3943		p a l i	p a r e			b ɛ l ɛ			p a l a	p u l u	p a r o					
3944					k ɔ l ɛ		k ɔ r̃ ɔ						k ɔ ɛ	k ɔ r u	k o r̃ ɔ	k ɔː
4024	z i w a									z i b a			dʒ i b e	z i p a	z u b a	dʒ i b ɛ
4219	t e m b e			t ɛ m ɛ					t e m b e		t e m b e		d ɛ m b ɛ	d o m o		
4240	w o r u	w eː r i					w eː r i						w e l u	w o r o		w e l
4259	g ɔ m u		g ɔ m ɛ			g ɔ m ɔː				g ɔ m ɛː	g ɔ m ɛ				g ɔ m	
4337				s ɔ m			s ɔː m b ɔ		s u m			s ɔ n ɔ			z ɔ m	s o m
4611			k ɔː m ɔ		k ɔː m ɔ	k ɔ m ɔː		k ɔː m ɔ			k ɔː m ɔ		k ɔː m ɔ			
4738	g u n d a				g u n d a	g u n d ɛ	g u n d a	g u n d a		g u n d ɔ						
4983			s o n		s o n dʒ i	s u n d e	t ɔ n dʒ i	s o n dʒ i			s oː n d i					
5197	ɛ r u	ɛ r i		e r u			ɛ r i		e r u					e t u		
5447	g i s e				g u dʒ e	g i dʒ i	g i s e			g i d e					g i z e	
5531	ŋ i r̃ ɛ	i r̃ u		e r̃ e					i r̃ e			i r̃ i		dʒ i r̃ o		
5656			m ɔː n dʒ i		m o n dʒ i	m o n dʒ e	ɔ n dʒ i	m ɔː n dʒ i			o n dʒ i					
5733	n iː	n iː		n iː			n iː		n iː					n i		
5828	j a						j a ŋ			j a			j aː n a	j̃ a r̃ u		j aː r̃ a
5830			j ɔ		j ɔː	j ɛː		j ɔ̀:			j eː				j ɛ	
5868						k a	k a			k a		g a ɲ a	k a		k a	
245							t ɔ r ɔ			t ɔː		t ɔ r ɔ	t ɔ l ɔ			t ɔ l ɔ
285										n ɛ	ŋ a		n ɛ		n a	n ɛ
348						k ɛ r ɛ			k ɛ r ɛ				k ɛ r ɛ		k ɛ d ɛ	k ɛ r ɛ
409		g o r iː		j i r u					g o r u					j ɔ r u		g o r u
562	s u m ɔ	s ũː					s u m o		s u w̃ ɔ					h u m s u		
998	w ɔ					w e				w ɔː					w o	w ɛ
1002				r ɛ								r ɛ	l ɛ	r u		l ɛ
1022	b i r i	p i n i		p i l i					p i l i					b i r i		
1023	j e					j ɛ					j o		j e	j		
1026			l e					l e				r i	l i			l i m ɔ
1074					n o g e	n i g i l		n u g u			n u g o		n i g e			
1170			g ɔ dʒ ɛ		g a n dʒ e		g a n dʒ i	g a dʒ e	g a n dʒ a							
1172						g u l				g u l o	k ɔ l ɔ		g u l o			g u l o
1187			ʔ u r u		u r u			u r u			u r u	n u r̃ u				
1205	j e	j e				j	j e				j o					
1238				i dʒ u					i ʃ u			i s i	i s e			i dʒ u
1275	t ãː	t ãː	t a										t aː			t ãː
1454			s eː l e w̃		s eː l e			s eː l e			s eː l e	s i l aː				
1524		k o r o					k o r o				g ɔ	k oː				k oː l o
1578	n u m	n u m							n u m	n o m g o					n o m	
1612				n u m					n u m b ɔ		d u m b ɔ		n u m b o			n u m ɔ
1668			b i g i			b i n iː				b i n ɛː	b i n i				b i n	
1841			g e		g e	g o		g e			g e					
1970			p u l a		p u l ɔ			p u l a			p u l a				b u ɲ a	
2063	i r ɛ	i r ɛ				i r ɛ	i r ɛ			i r ɛ						
2288									ɛ r̃ ɛ	i r̃ eː		ɛ r̃ ɛ		ɛ r̃ a		ɛ r̃ ɛ
2334	ɛ s u			ɛ dʒ u			ɛ s i		ɛ s u							ɛ dʒ u
2396				n					n				n ɛ		n o	n ɛ
2553				b a ŋ a								b a ŋ u	b a ŋ u		b aː	b a ŋ a
2671				ŋ o		n	n̩ d o	n dʒ aː			n uː					
2759									ɛ g ɛ			ɛ g ɛ	i g ɛ	ɛ g a		i g ɛ
2798	ŋ i r̃ e j̃	iː r̃ ɛ j̃		iː r̃ ɛ										e r̃ a		ɛ r̃ ɛ
2977			k o b a		k u b ɛ	k o m b a		k ɔ b ɛ			k o m b a					
2978				k u r ɔ					k u r ɔ	k u l a		k u r ɔ			k u l a	
3088		ɲ ɛ r̃ u					ɛ r̃ i		ɲ ɛ r̃ u			ɲ ɛ r̃ u		ɛ r u		
3252	ɛ m b ɛ j				ɛ m b ɛ		m b ɛ		ɛː m b ɛ	ɛ m b ɛ						
3256						m a						ɛ m a	ɛ mː ɛ		ɛ m ɛ	ɛ m ɛ
3287						a n e			a n u		b a n a		a nː a	a n u		
3301			ʔ i b a		i b a	e b a		e b a							ɛ b a	
3407				ɛ m					ɛ m				e m	ɛ m		ɛ m
3463	w aː				w ɛː		w aː	w ɛː						i w a		
3498			n i		n iː	n iː		n iː							n iː	
3551				b o n						b o n g o		b ɔ̃	b o j			b o j
3683	tʃ i r̃ e	tʃ i r̃ i		tʃ i r̃ e						tʃ i n e				tʃ i r̃ o		
3772	t u m a	t u w̃ ɔ					t u m a				t o m a				t u m a	
3790	g a w						g a		g a w						g a w	g a w
4052	b a s a						b a s a		b a s a	b a d a		b a dʒ a				
4220	k uː			k ũː					k uː			k ũ		k u		
4363					d a m i	d a m		d a m			d a m				d a m	
4383				k i			k ɛː		k ɛː			k o	k ɛ b ɛ			
4440	t i			t iː					t iː	t i				t i w		
4442			t iː w ɛ			t i j ɛ					t i j ɛ		t u j o			t u j
4479	k o		k eː				k oː	kʷ eː			k oː					
4651				d i ŋ e					d e n			d ɛ ŋ	d a nː i	d i ŋ		
4711	j a r iː	j a r iː		j a r u			j a r i		j a r							
4778	s a s i j i	s a s i r i					t a s a		s a s a						s aː z i	
4821	k u	k u		k i					k u			k u				
4941	ɔ j̃ ɔ	ɔ j̃ ɔ				ɔ j ɛ	ɔ j̃ ɔ								ɔ j̃ ɔ	
5038			g u l ɛ		k ɔ l ɛ		k ɔ r ɔ	g ɔ l ɔ			k ɔ l ɔ ŋ					
5228					b u n dʒ õ	b a n d i	b ɛ n d i		b ɛ n			b ɛ n				
5229					a n d e	b a n d e				i n dʒ e					i n dʒ u	b a n
5272	t e	t e g e		t e g u					t e g u					t e g u		
5319		t oː s u					t oː s i		t oː s u			t o dʒ u		t õː s u		
5375		m aː n i		m aː n a					m aː l a			m a n u g u			m aː n ɛ	
5391			dʒ u		dʒ õː	d iː		dʒ o m		d oː						
5423	ɔ s ɔ	ɔ s ɔ								ɔ d ɔ			ɔ d ɔ	oː s u		
5424	k ɔ r ɔ	g ɔ r ɔ					k ɔ r ɔ				ɔ l ɔ		k ɔ l ɔ			
5465		m uː j̃ i		m u ŋ o					m u j̃ o			m u ŋ o				m u j̃
5481				j o g o	ɔ g ɔ							j o g o	j o g o			j o g o
5497		ɛ w		ɛ w					ɛ w						ɛ w	ɛ w
5641				l ɛ j					l e j			l ɔ j		l e j		l ɛ j
5692				a n a					a l a			a n a		a l a		a n a
5715								k ɛ r ɔ	i r e			g i r̃ i	g i n ɛ			g ɛ r̃ ɛ
5793					ɛ m b ɛ	t e m b oː	t ɛ m b i j	ɛ m b ɛ			s o m b e					
5888			j ɔ		j ɔː	j ɛː		j ɔ̀:							j ɛ	
6007			p u n a		p u n a			p u n a			p u n a				p u r̃ a	
178		k o m b iː	k o b a l i		k o m b o l i					k o b e						
347				tʃ ɛ r ɛ						tʃ ɛ r ɛ	tʃ ɛ r ɔ			tʃ ɛ r u		
389									n				n ɛ	n		n ɛ
448				n ɛ j̃					n ɛ m			n ɛ		n e ŋ		
563	s u m ɔ	s ũ					s u m o		s u w̃ o							
567				j i n e								ɲ i n e	n i nː ɛ			n i n ɛ
568					n e n d e l e			n e n d i l e		n i n d u g o					n i n d u g o	
569					n e n d e l e			n e n d i l		n i n d i					n i n d u g u	
613	m a			m aː					m aː					m a j̃		
684	ɲ a n	ɲ a r̃ i	ɲ aː ŋ i				ɲ aː r̃ i									
742	z a r a	dʒ a r a					dʒ a r a								z aː	
787		n i w̃ ɛ		n i w̃ e					n i w̃ e					n i w̃ a		
915									ĩː			ĩ	iː			iː
1057											k ɔː n i	k ɔ n u	k ɛ ɲː ɛ		tʃ e ɲ e	
1126		n iː		n iː			n iː		n iː							
1204	k e r i	k e r i					k e r i			g e r iː						
1208				g a m a					g a m			g a m i				g a m a
1257			k o l o m u		k ɔ n j ɔ			k o l o			k ɔ l ɔ ŋ ɔ					
1373	k ɔ	k u				ŋ g o								k u s o		
1433			p o l e		p o l e			p o l e			p o l					
1501			n i g e		n i g e			n i g e			n i g e					
1502				d u n					d u ŋ			d u ŋ u				d u ŋ u
1669				d e m e r e			d e m b i r e		d e m b e r e			d e m e r e				
1684			s i w o		s i w o							s i w e		s i w o		
1727						j ɛ					j o		j ɛ		j ɛ	
1787	n aː	n aː			n ɛː			n ɛː								
1864			k ɔ g u l ɛ		k ɔ g u l ɛ			k ɔ g u l ɛ				k ɔ g ɔ r ɔ				
1899						p u n ɛ					p u n i				p u n	p u j
1923					g ɛː n ɛ	g ɔ ŋ ɛ		g iː n a		g e n e						
1969		j u g u r ɔ							j ɔ g ɔ r ɔ			j u g ɔ r ɔ				j u g ɔ r ɔ
1971				p u t ɔ		b u dʒ ɛ			p u t ɔ				j u b u d ɔ			
1988	m̩ b u n d o		p u n d e		p u n d e			p u n d u								
2030									k u w ɔ			k u w ɔ		k u w ɔ		k u b ɔ
2046			g e n d e		g i n d o	g e n d e		g e n d o								
2067					i dː ɛ			i l d ɛ			i d i				i d ɛ	
2109					k ɛː dʒ ɔ	k ɛː dʒ ɛ j		k ɛ dʒ ɔ		k ɛ d ɛ						
2127			n o l o		n o l o	n a l e		n o l o								
2268						i l ɛ				i l ɛ	e l e				ʔ ə l ɛ	
2283	b ɛ r u	b ɛ r i		b ɛ r u			b ɛ r i									
2338										s ɛ		s ɛ̃	s i ɛ		s i j ɛ	
2354				t i r ɛ					t i r ɛ				t i r ɛ			t i r ɛ
2372	b e r u				b e l e		b e r i				b e l					
2441	n aː	n aː					n aː	nʷ ɛː								
2500									ɛ g ɛ				ɛ g ɛ	ɛ g u		ɛ g ɛ
2598	j e j	j e j											iː j e			j ɛĩ
2599			ʔ i g e		i g e			i g e			iː g e					
2619				tʃ i r ɛ						tʃ i l a				tʃ i r a	tʃ e l a	
2714				s u ŋ		k ɛː s u m								z a ŋ		s u m
2756			b a l a		w a l a			w a l a			b a n a					
2773	b a r m i n a	b a r m ɛ					b a r m i			b a r m i						
2775			b a r m i		b a r i m i			b a r m i			b a r i m i					
2863		dʒ i j ɛ				dʒ i j ɛ	dʒ i j ɛ				dʒ ɛ j ɔ					
2999						d ɔ g ɛ	d ɔ g ɔ			d o g ɔ					d ɔ g ɔ	
3011	b a n d a j	b a n a j̃		b a n a					b a l a							
3159				j a ŋ a					j ɛ l ɛ				j ɛ			j ɛ n ɛ
3176	z ɔ r ɔ	dʒ ɔ r ɔ					dʒ ɔ r ɔ			z ɔː						
3199				k a r u m			k ɔ r ɔ ŋ		k ɔ r ɔ m	k ɔ r ɔ ŋ						
3254			d i l i m a		d u l u m a			d a l m a			d u m a					
3283	a r̃ a						a r̃ a			a r̃ a		a r̃ a				
3318	n ɔː n iː					n o n d iː	n ɔ n d i				n oː n d i					
3319		b uː s a		b u s a m	b u z e				b u s a m							
3325												b ɔː n ɔ	b ɔ n d u		b ɔ n d u	b ɔ n ɔ
3358				ɲ aː	ɲ aː		ɲ aː	ɲ aː								
3395									l o j			l o			ɔ j̃	l oː
3427			ŋ g e		ŋ g e	ŋ g o					g e					
3465			j aː			s aː g e				sʷ aː					sʷ aː	
3535				k aː					k aː			k ã		k a		
3622				d aː ɣ a	d oː			d o g o				d aː g a				
3640				l aː r u w a					l aː rʷ a	g a r a				l aː r a		
3658	d i m o				d i m o					d i m ɛ					d i m ɛ	
3706						s a ŋ			n i ŋ	n a n				n i ŋ		
3807	p iː r̃ i				b ãː		p iː								p i l	
3813				r̃ e			r̃ i		r e			r̃ i				
3851										a b ɛ			a b i j ɛ		ɔ b i j ɛ	a b ɛː
4008			k ɛ		g eː	k e ŋ g e		g e ŋ								
4011									d ɛ̃ː			d e ŋ u		d e ŋ		d ɛ j̃
4025		dʒ u w ɔ					dʒ u w a				j u w a	dʒ u w ɔ				
4037	s a z a	s a n dʒ a									s a n dʒ a		s a n dʒ a			
4053			g i m b ɛ		g i m b ɛ	dʒ u m b ɛ					i m b ɛ					
4205						ɔ n d ɔ		ɔ n d ɔ		g o n d o					g o n d o l o	
4280					j a g a r a	j a g a dʒ a					j a g a r a		j a g a r u			
4441		b aː r i		b aː r a			b aː r i					b aː r i				
4498	ɛ r u m			e r u			ɛ r i		e r u							
4630					nʷ ɛː			n ɔː			n ɔː					n ɛː
4720												a r a	a l a	a l		a l
4721												k a r a	k a l a		g a l a	g a l a
4843	o r u	o r u					o r i		o r u m							
4848					ɔ n ɔ n ɔ	o n a n ɛː		ɔ n a n a				ɔ r̃ ɔ n ɔ n ɔ				
4905					n ɔː			n ɔː			nʷ ɛː					n ɛː
4985			s ɛː		sʷ ɛː	sʷ ɛ		sʷ ɛː								
4986				j ɔ r ɔː n iː					j ɔ r ɔ	j o			j u l ɔ			
5036		t o r o		t o r o					t o r o			t o r o				
5043										t o n d oː			t o n d o l o		t o n d o l o	t o n o l o
5078	p i r e									p i r i m		p u r o	b o r o			
5109				l a ɣ a					l a g a			l a g a				l a g a
5233										m u g o			m u g o	m u g u	b u g o	
5357	k ɔ n	k ɔ̃ː				k o ŋ g o	k ɔ									
5361									k iː				k i d ɛ		k i	k i dʒ ɛ
5390	d o r o			d u d oː			d u r o		d o d oː							
5425				j ɔ ɣ ɔ					j ɔ g ɔ						j ɔ g ɔ	j ɔ g ɔ
5467					d u g ɛ			d u g ɔ		d i g ɛ				d i g u		
5569			p aː n d e			p i n d iː		p aː n d o			p aː n d e					
5606			t i l i ŋ g e		t i n i ŋ g ɔ			t i n d i g ɔ			t i l ŋ g ɔ					
5640			d eː g a		n ɛː ŋ g a			n e g a			n iː ŋ g a					
5790	ɔ r u	ɔ r u							ɔ r u			ɔ r u				
5847				oː ɲ o					oː n dʒ o			oː ɲ o				o ɲ ɔ
5906			t eː ŋ g e			t eː ŋ g o		t eː ŋ g e			t eː ŋ g e					
5963										z i b e			dʒ i b u		z i b e	dʒ i b u
6008				j ɔ r ɔ								j ɔ r ɔ	ɔː l ɔ			j u l ɔ
2			k ɛ m n ɔ		k aː n u			k aː m n ɔ								
3			k a n i		k a n i			k a n								
21	d aː b a				d e b u			d aː b a								
26					b ɛ l i						b e l		b ɛ l u			
42	k i s ɛ		k i dʒ ɛ					k i dʒ ɛ								
61	k ɛ n d ɛ	k ɛ l ɛ					k ɛ n d ɛ									
62				k i										k i l a		k i
64					k a r a			k a r a			k a r a					
117					dʷ ɛː			dʷ ɛː			dʷ ɛː					
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
144													o nː u	t u ŋ ɔ		o n ɔ
197				b ɛ w			b ɛː		b ɛ w							
224					j aː g a			j a g a			j a g a					
239	t u m b i	t u m d i									t u m b u					
241			d ɔ g u		d ɔ g ɛ			d ɔ g u								
242			l ɛ					l ɛ			l ɔ					
283							g o							k u		g e
309	d i j̃ a w̃	d i j̃ a w													d i j a	
312					b a j̃			b a j̃			b a j					
327	n iː m				i n i	n iː										
331				s aː dʒ ĩː								s a dʒ u	s a d a a			
334									s a s a j					s a j		s i s aː
361			k a r		k a r a			k a r a								
412				j aː								j aː t ũ		j a		
482	dʒ e s u			dʒ e dʒ u										dʒ e s u		
572												ɲ i n i	n i nː u			n i n u
594	u s i r̃ iː	u s u n iː					u s i r i									
600										i d i l u	i dʒ i l i		dʒ oː l u			
616						ɔ n dʒ ɛ				ɔ n d u	u n dʒ o					
618												u dʒ ɔ	u d ɔ			u dʒ ɔ
651			d i ŋ g e		d i ŋ g e			d i ŋ g e								
652									b i j̃ ɛ			b i j ɛ		b i w		
687						j a n d i					j aː n d o				j a n d u	
701	m	m	m ɛ													
743			j a b e					j a j e			j a j o					
786		n i		n i					n i							
873			s iː dʒ a		s i dʒ a						s i dʒ a					
891								k oː						k u	k o	
909	j i	j i					j iː									
928	ɔ m b ɔ	o m b o					ɔː m b ɔ									
936													b ɛː		b i j a	b i
951		j a r					j a r		j a r							
1001			g e		g e						g o					
1033												k i g i	k i g i			k i g i
1053			k ɔː n d e		k ɔː n d i			k ɔː n d e								
1109			p eː										p i j e			p iː
1184	ɔː r ɔ	ɔː r ɔ								d ɔ r ɔ						
1192													dʒ i m		tʃ i ŋ	dʒ i m
1206			g a m b a										k a b i		g a m b u	
1207			g e		g e			g e								
1417						kʷ ɛ	k ɔː									k aː
1434			ŋ g e			ŋ g o					ŋ g e					
1456										g a			g a			g a
1475	t o w	t ɔ w					t ɔ ŋ ɔ									
1479									t ɔ g u	t ɔ g u		t ɔ g u				
1580				p a r̃ a								b a r̃ a				p a l a
1644	ɔ w̃ m	ɔ w							ɔ w							
1704				d eː								d e			d eː	
1723			d i w ɛ		n iː w ɛ			n iː g ɛ								
1724				l ɛː					l ɛː							l ɛː
1824			g e n i		g e n i			g e n i								
1825				n u w̃ o					n u w̃ o					n u w̃ ɔ		
1916	dʒ e			dʒ ɛ											dʒ e n	
1918	m	m		m												
1922			n i	ɲ uː								ɲ uː				
1944					tʃ i r e					tʃ i lː iː				tʃ i r u		
1990						m ɛ n d ɛ	m ɛ n d i			m ɛ n d i						
2006	ŋ̍ g uː r e					ŋ g o				ŋ g ɛ						
2026	n̩ d ɔ s ɔː	l ɔ s ɔː					l ɔ s ɔ									
2027			s e		s iː			s i g e								
2181				oː					oː			o				
2215			g eː n d e		a n d e			a n d e								
2217						i n					u n				u n	
2286					u n a			u n a			u n a					
2287						i n e							ɛ n ɛ		ʔ ə n ɛ	
2303		dʒ i ŋ dʒ ɛ				dʒ e n dʒ a	d ɛ n dʒ ɛ									
2304			ʔ a m a n a		a m a n a			a m a n a								
2336			p ɔː l ɔ		p ɔ l ɔ			p ɔː l ɔ								
2355				a n					a n				a n			
2375					ŋ g e	ŋ g o					ŋ g e					
2395				j e r i								j e r ĩ				j e r
2399						b e m b aː		b iː m b a			b iː m a					
2419	k u j a	k u j ɔ					k i j a									
2459					d ɛ			d ɛ							d ɔ	
2460						g u b ɛ				g u b u	g u w ɔ					
2461												dʒ e r e	dʒ e l e			dʒ e l e
2497			d e		d e						d o					
2517					d ɔ ŋ g a							d o g u	t u g o			
2581					p e ŋ g e					d a ŋ g aː	d eː ŋ g e					
2617	k i j a	tʃ i j a					k i r a									
2637					s o ɲ o			s o n dʒ o			s o ɲ o					
2638					n i		ŋ				n i					
2669			t aː l u		d uː l u					u l u						
2674									i r e				g i n ɛ			g ɛ r̃ ɛ
2698				ɔ g u			ɔ g i						ɔ g u			
2754	ɔ ŋ g ɔ r ɔ	ɔ ŋ g ɔ r ɔ								ɔ n g ɔ						
2779									b a w̃ u r̃ u			b a w̃ u	b a n u			
2799			d u b ɛ		d u b e			d u b ɛ								
2800						i n o			iː n ɛ				i n ɛ			
2819			ŋ aː ŋ aː						a ŋ u		a n a					
2824						g aː		a g a						k a		
2862	dʒ ɛ									dʒ ɛ					dʒ ɛ	
2865				w ɔː					w ɔː					w ɔ w		
2867												d a r̃ a	d a a			d aː
2881				n ɛ ŋ ɛ								n e ŋ e r e		n i ŋ o		
2942				t i r u								t i r i		t i r u		
2994	d u w a	d u w ɔ							t i w ɛ							
2997				d a ɣ a								d a g a				d a g a
3032			d ɛ l ɛ		n ɛ l ɛ						n ɛ l ɔ					
3071			d u g ɛ								t ɔ g ɔ				t o g o	
3072				dʒ ɛ ɲ ɛ									dʒ e ɲː e			g e ɲ ɛ
3089			j a w		j a w			j a w								
3090			j a w		j a w			j a w								
3114						t e ŋ g i		t e ŋ g e ŋ			t i ŋ g o					
3182												d ɛ n	d ɛ nː ɛ			d ɛ n ɛ
3303										ɛ b ɛ			i b ɛ			i b ɛ
3340			b iː ŋ g e					b iː ŋ g o			b iː ŋ g o					
3342									s u g ɔ			s u g ɔ				s u g ɔ
3360									dʒ aː				dʒ aː			dʒ aː
3389	a j aː	a j aː												a j̃ a		
3406			ŋ g e					ŋ g e			ŋ g e					
3446	k ɛ r ɛ j	tʃ ɛ r ɛ j					k ɛː r ɛ									
3519						o eː				o e					o j e	
3624							d ɛː n d ɛ			d ɛ n d ɛ					d e n d aː	
3637	t eː s u	t eː s i					t eː s iː									
3666						n a l a					ɔː l a		ɔ l ɔ			
3685							k i r̃ e		k i r̃ e			k i r̃ i				
3704				k aː n a								k aː n a				k a n aː
3754			k ɛ m n ɔ		k aː n u			k aː m n ɔ								
3840	m	m						m ɛ								
3841		l aː w a		l aː w a					l aː w a							
3906				i n e n			i n e n		i n e r̃ u							
3908								n t a			n d aː		n̩ d ɛ			
3957	a r i j e					a l i j a					a l i j a					
4099	b o n d u	b o l u					b o n d i									
4117	k e s u	tʃ e s u					k eː s i									
4155		tʃ i r̃ ɛ j̃		tʃ i r̃ e										dʒ i m r o		
4158				g ɔ ŋ ɔ					g ɔ w̃ ɔ			g ɔ ŋ ɔ				
4163										tʃ i n aː			t a nː aː		dʒ e ɲ u	
4294		j ɔ ɣ ɔ					j ɔ g ɔ				j o					
4296					d u g u			d u g u			d uː r u					
4314	m	m										m ɛː				
4332	s u m b a j	s u m o j												s u m e j		
4335			s oː n dʒ a		s o j n d a			s o j n d a								
4336				s i					s u							s u
4384				k o w								k oː		k o w		
4536				b ɛː					b ɛː			b ɛː				
4539													b ɔ d ɔ	b ɔ s u		b ɔ dʒ ɔ
4571			t u m b u										d u m b u		d u m b u	
4713				m a n a	a m a n a			a m a n a								
4801		d a w							d a g a				d a g i			
4850										ɔ r̃ ɔ n ɛː			ɔ r ɔ j			ɔ r ɔ j
4922				s a r u										s a r u		s a r u
4943			k a n i								k ɔː n i		k ɛ ɲː ɛ			
5023											t eː n i		t e nː e			t e n ɛ
5082			p i n i		p i n d i						p i dʒ i					
5106	b ɛ n d i							b u n d e					b ɛ n d ɛ			
5141	u s u	u s u					u s i									
5143				n i					n i			n u				
5219	k a ŋ							k a n			k a n					
5232									b ɛ n ɛ			b ɛ n ɛ				b o n iː
5277						d a m					d a m u				d a m	
5303						p i j ɛ l i					p i j ɔ l u				p i j ɛ l	
5320			p ɔ n d ɛ		p o dʒ e			p ɔ n t ɛ								
5321			s e		s iː						s e g e					
5393												dʒ i j e	g i j e		z i j e	
5448		p ɔ t ɔ							p ɔ t ɔ		p ɔ r ɔ					
5450				k a m a								k a m a				k a m a
5479	ɛ j̃	ɛ j̃								ɛ j̃						
5480			ʔ o g a					o g a			aː g a					
5498			k a b a l a		k a b a			k a b a l a								
5655	ɔ z uː	o m dʒ u													o m z u	
5690	i s oː	i s eː					i s e									
5695										d a m b a			d a mː a		d a m a	
5708		u r o								u l o				i l o		
5712					t u n d u		t u n d i		d iː n dʒ i							
5735					m iː			m iː			m iː					
5739												d iː	d iː			d iː
5769	z uː									z u g o					z u w o	
5864		g a m dʒ a		g a m ɲ u					g a m dʒ a							
5889				ɲ ɛ n			ŋ					ɲ ɛ				
5923			w a l e		w a l e						w a l e					
5939				ɛː r u			ɛː r i		ɛː r u							
5955	j a									j aː				j̃ a		
5961					g i b i	g i b u		i b i								
5983			w a j a		w a j a			w a j a								
4						k u n dʒ ɛ					k u n dʒ o					
60	a r	a r														
94			d i n		d i n											
96					j ɛː			j ɛ								
115	ɔ j̃	ɔ j̃														
120													u n d ɔ			u n ɔ
159			ɲ a m i					ɲ a m								
179				dʒ e j									dʒ o j̃			
180							t u m a								t i m e	
200										b e j aː					b i j a	
246									n ɔː						n ɔ	
281					b a ŋ g ũː			p a ŋ̍								
314							d u g i									d u g u
328		n iː j̃ i									n i j e					
345		k u w o					k u w o									
346			n u n dʒ e		n u ŋ g ɛ											
360	m	m														
362			g a		k a nː i											
386	m	m														
388						d u b e					d uː					
414					s o j											s ɔ j
430		k i m dʒ ɛ					k ɛ m dʒ i									
431				k a m ɲ a												k ɛ m ɲ ɛ
435												k u m u ɲ u	k u m u n dʒ o			
450										dʒ e n dʒ e					dʒ e n dʒ u	
451													i l i j e			i lː iː
468														d u n u	d o n u	
