COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
97-2		tʃʰ ə ²³					
112-2		ts a̰ ⁵²					
122-2		m j ṵ̃ ³					
127-2		k j a̰ ⁵²					
132-2		w u ³					
133-2		n a k ⁵²					
135-2		n a k ⁵²					
142-2		ts o̰ ²³					
143-2		n a ʔ ⁵²					
149-2		j ḭ ²³					
152-2		ŋ a ⁵²					
157-2		l a ⁵²					
183-2		ʔ u ³					
184-2		n a k ⁵²					
185-2		ts a̰ m ³					
189-2		m j a ⁵²					
192-2		n a k ⁵²					
195-2		n a ²³					
200-2		ts o̰ ²³					
216-2		s au n ²³					
218-2		l a ²³					
225-2		s au n ²³					
235-2		kʰ j u ³					
244-2		s au n ²³					
253-2		m e ³					
270-2		m e ³					
278-2		m j ṵ̃ ³					
279-2		w u ³					
285-2		j ḭ ²³					
308-2		p j u ³					
322-2		m e ³					
325-2		kʰ a m ²³					
337-2		m j ṵ̃ ³					
341-2		ts a̰ ⁵²					
347-2		s u ⁵²					
362-2		pʰ ə ³					
391-2		j e ³					
394-2		m e ³					
397-2		tʃʰ o̰ ²³					
443-2		m j a ⁵²					
460-2		s au n ²³					
463-2		x w ĩ ³					
464-2		ʔ a ³					
473-2		s j ɛ ²³					
476-2		kʰ j u ³					
481-2		tʃʰ ḛ ³					
494-2		k au ⁵²					
496-2		kʰ j u ³					
516-2		w u ³					
1-3			m au ²				
4-3			l a ³				
18-3			m j ã ŋ ³²				
19-3			n e ³¹				
44-3			l o ³				
50-3			h a ŋ ⁴				
62-3			s ɨ ⁵				
70-3			b e ⁵¹				
75-3			m ɨ ³				
97-3			tʃʰ a ŋ ⁵				
112-3			tsʰ u ⁴				
122-3			m j au ⁵³				
127-3			kʰ j e ⁴³				
132-3			j ɔ̰ ʔ ³				
133-3			n o ²³				
135-3			n õ ²³				
142-3			d z u ⁴				
143-3			ŋ ai t ³				
149-3			ʔ a ³				
152-3			ŋ ɔ ³				
157-3			b o ³				
183-3			w ə ⁵				
184-3			n o̰i ʔ ⁵³				
185-3			tsʰ æ m ⁴				
189-3			m j o k ³				
192-3			n o ²³				
195-3			n o ²³				
200-3			dʒ ɛ ⁵				
216-3			s ə ŋ ⁴³				
218-3			l ɔ ³¹				
225-3			s ə ŋ ⁴				
235-3			kʰ ei ⁵				
244-3			s oi ʔ ⁵³				
253-3			m e ³				
270-3			m j e ⁴				
278-3			m ɔ ³				
279-3			w u ⁴				
285-3			j e ⁴				
308-3			pʰ j u ²¹				
322-3			m j e ⁴				
325-3			kʰ au ³				
337-3			m j o ŋ ³				
341-3			d z ɔ ³				
347-3			ʃ o ⁵				
362-3			j e ⁴				
391-3			j oi ʔ ⁵³				
394-3			m ɔ ⁵				
397-3			tʃʰ e ⁴³				
443-3			m j au ⁵³				
460-3			s oi ʔ ⁵³				
463-3			w u ⁴				
464-3			w ə ⁵				
473-3			s oi n ⁴²				
476-3			kʰ j o k ³²				
481-3			tsʰ u ³²				
494-3			g o ŋ ⁵¹				
496-3			s ə ŋ ⁴³				
516-3			ʃ o ⁴²				
1-4				m o k ⁴³			
4-4				l o ʔ ³²			
18-4				m j a̰ m ⁵			
19-4				n a̰ ḭ t ⁵⁴			
44-4				l o ʔ ³			
50-4				ʃ i t ⁵⁴			
62-4				s ai t ⁵⁴			
70-4				b a n ³²			
75-4				m i ʔ ³			
97-4				tʃʰ a ³²			
112-4				tsʰ au ³²			
122-4				m j a̰ ³			
127-4				kʰ i ʔ ⁵⁴			
132-4				v o k ⁵⁴			
133-4				n au ŋ ³²			
135-4				n o ʔ ²¹			
142-4				d z a̰u ⁴			
143-4				ŋ o ʔ ³²			
149-4				ʔ au ²			
152-4				ŋ o ʔ ³²			
157-4				b o ³			
183-4				ʔ au ²			
184-4				n j o̰ ʔ ⁴²			
185-4				tsʰ a m ⁴¹			
189-4				m j o ʔ ³			
192-4				n o ʔ ²¹			
195-4				n o ʔ ²¹			
200-4				g ɪ n ³²			
216-4				ʃ ɪ n ²			
218-4				l o ʔ ³			
225-4				s a ŋ k ⁵³			
235-4				kʰ j o ʔ ⁵²			
244-4				s ai t ⁵⁴			
253-4				m i ³			
270-4				m i ʔ ³			
278-4				m j æu ŋ ⁴⁵			
279-4				ʔ a ³²			
285-4				ɣ i t ²			
308-4				b j ɔ ²			
322-4				m ḭ t ⁵⁴			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ŋ ³			
341-4				d z au ŋ ³			
347-4				s ai t ⁵⁴			
362-4				ɣ e ²			
391-4				j a̰u ʔ ³²			
394-4				m o k ⁴³			
397-4				tʃʰ i t ⁵⁴			
443-4				m j a̰ ³			
460-4				s ai t ⁵⁴			
463-4				ʃ ɪ ⁵⁴			
464-4				ʔ au ²			
473-4				s ai t ⁵⁴			
476-4				kʰ j o ʔ ⁵²			
481-4				tsʰ au ³¹			
494-4				g ai ³¹			
496-4				kʰ j æu ŋ ³			
516-4				ʃ ɪ ⁵⁴			
1-5					m j ai		
4-5					l a ³¹		
18-5					m j i ⁵⁵		
19-5					n i ³¹		
44-5					l a ³¹		
50-5					tsʰ i ⁵⁵		
62-5					s ə		
70-5					ɹ ɛ ³¹		
75-5					m ai ʔ ³¹		
97-5					ts i ⁵⁵		
112-5					ʃ a ³¹		
122-5					ŋ o ʔ ³¹		
127-5					kʰ i ³¹		
132-5					tsʰ o		
133-5					n a ʔ ⁵⁵		
135-5					n u ʔ ³¹		
142-5					ʃ o ³¹		
143-5					ŋ o ʔ ³¹		
149-5					ʔ a		
152-5					ŋ j i ⁵⁵		
157-5					pʰ a		
183-5					ʔ ə		
184-5					n ɛ ³¹		
185-5					w e ⁵⁵		
189-5					m j a ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ʔ ⁵⁵		
200-5					k ə		
216-5					ʃ ei ⁵⁵		
218-5					l a ³¹		
225-5					ʃ e ³¹		
235-5					x o ʔ ³¹		
244-5					ʃ e ³¹		
253-5					m j i ⁵⁵		
270-5					ɲ i ³¹		
278-5					m ɔ ŋ ³¹		
279-5					s ə		
285-5					j i ³¹		
308-5					sʰ o ³¹		
322-5					m i ³¹		
325-5					kʰ o ³¹		
337-5					m ɔ ŋ ³¹		
341-5					sʰ o ³¹		
347-5					ʃ o ʔ ³¹		
362-5					j i ³¹		
391-5					ɹ e ʔ ⁵⁵		
394-5					m ai ʔ ³¹		
397-5					ʃ e ³¹		
443-5					m j ai ʔ ³¹		
460-5					ʃ e ʔ		
463-5					tsʰ i ⁵⁵		
464-5					ʔ a		
473-5					ʃ e ³¹		
476-5					x o ʔ ³¹		
481-5					ʃ e ʔ		
494-5					k ə		
496-5					x o ʔ ³¹		
516-5					w a ³¹		
1-6						m w eː	
4-6						h l a m	
18-6						m j a k	
19-6						m j a k	
44-6						l a k	
50-6						p a m	
62-6						s a k	
70-6						p a m	
75-6						m r a k	
97-6						c a mˀ	
112-6						tsʰ i	
122-6						m j a k	
127-6						kʰ au k	
132-6						w a	
133-6						h n a	
135-6						n a k	
142-6						tsʰ i	
143-6						ŋ a k	
149-6						ʔ u	
152-6						ŋ aː	
157-6						p au k	
183-6						ʔ u m	
184-6						n a k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						n aː	
195-6						h n a	
200-6						k a	
216-6						s a n	
218-6						h l a k	
225-6						s a n	
235-6						kʰ aː	
244-6						s iˀ	
253-6						m iˀ	
270-6						m iˀ	
278-6						m aː	
279-6						w a	
285-6						ʔ a n	
308-6						p w iː	
322-6						m iˀ	
325-6						k w iː	
337-6						m j a k	
341-6						tsʰ w iː	
347-6						s a k	
362-6						r w iː	
391-6						j a ts	
394-6						m a k	
397-6						ts eˀ	
443-6						m j a k	
460-6						s a k	
463-6						w a	
464-6						ʔ a ts	
473-6						s a k	
476-6						kʰ dʒʷ eː	
481-6						tsʰ i	
494-6						k au k	
496-6						s a ŋ	
516-6						w a	
1-7							m ai ³
4-7							l a ŋ ⁵³
18-7							n j ɪ̰ t ⁵
19-7							n ɪ k ⁵
44-7							l a ŋ ⁵³
50-7							dʒ ɪ n ³¹
62-7							s ɪ k ⁵⁴
70-7							b a n ⁵³
75-7							m i ³
97-7							tʰ a ŋ ³¹
112-7							tsʰ ɔ ⁵³
122-7							m j u ʔ ³¹
127-7							kʰ au ⁵²
132-7							w a ³¹
133-7							n e ³²
135-7							n ʊ̰ t ⁵
142-7							d z ɛ ³¹
143-7							ŋ ɔ t ³
149-7							ʔ u ³
152-7							ŋ ɔ ³²
157-7							b u ³
183-7							ʔ a ⁴⁵
184-7							n j ɔ̰ m ⁵³
185-7							tsʰ a m ³²
189-7							m j ɔ ʔ ³²
192-7							n ɔ ³¹
195-7							n ɔ ³¹
200-7							g a n ³²
216-7							s e ŋ ⁴
218-7							l ɔ ʔ ³
225-7							s e ŋ ⁴
235-7							kʰ ə t ⁵
244-7							s ʊ n ⁵⁴
253-7							m w i ³¹
270-7							m i ³
278-7							m j a̰ ŋ ³¹
279-7							w a m ³¹
285-7							ʔ ʊ̰ t ⁵
308-7							b j ɔ ³¹
322-7							m i ³
325-7							kʰ au ⁵²
337-7							m j a̰ ŋ ³¹
341-7							dʒ a p ⁵⁴
347-7							ʃ ə ⁴³
362-7							w i ³
391-7							ʔ ʊ̰ t ⁵
394-7							m ɔ ³
397-7							tʃʰ i ³¹
443-7							m j u p ³⁴
460-7							s ʊ t ⁵
463-7							w a ŋ ³¹
464-7							ʔ a ŋ ³¹
473-7							s ʊ n ⁵³
476-7							kʰ j u ʔ ⁴³
481-7							tsʰ ə ³
494-7							g ɔ k ³²
496-7							ʃ i ŋ ⁴
516-7							w a ³¹
