COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
18-3			m j e n ³²				
19-3			n ə k ⁵³				
44-3			l o ʔ ³				
50-3			s ə ŋ ³¹				
62-3			s ə k ⁵³				
70-3			b ai n ³				
75-3			m j ɔ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			d z ɔ ⁴				
122-3			m j o k ³²				
127-3			kʰ a ŋ ⁴				
132-3			w ɔ̰ ʔ ³				
133-3			n o̰i ʔ ⁵³				
135-3			n au ³				
142-3			d z i ⁵¹				
143-3			ŋ ɔ ³				
149-3			ʔ au ⁵				
152-3			ŋ ɔ ³				
157-3			b ɔ ⁴				
183-3			ʔ a ŋ ⁴				
184-3			n o ʔ ⁵³				
185-3			tsʰ æ m ³				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ³				
195-3			n ɔ̃ ³				
200-3			kʰ ə ⁵				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ³				
244-3			s a ŋ ⁴				
253-3			m e ³¹				
270-3			m e ³				
278-3			m j e ŋ ³²				
279-3			w ɔ ³				
285-3			j ɛ m ³				
308-3			b j æ m ³				
322-3			m e ³				
325-3			kʰ au ³				
337-3			m j a ŋ ³¹				
341-3			d z ɔ ³				
347-3			ʃ o ʔ ⁵³				
362-3			j e ³¹				
391-3			ʔ ə k ⁵³				
394-3			m ɔ̰ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j ɔ ʔ ⁵³				
460-3			ʃ e ³²				
463-3			w e ³¹				
464-3			j o ŋ ⁴				
473-3			s ə ŋ ⁴				
476-3			kʰ j o k ⁵³				
481-3			tsʰ æ m ³¹				
494-3			g j ɔ ⁴				
496-3			ʃ e ŋ ³²				
516-3			w e ³				
1-4				m o k ⁴³			
4-4				l a ²			
18-4				m j ɪ n ²			
19-4				ŋ ḛ ʔ ⁵⁴			
44-4				l au k ³²			
50-4				tsʰ au ³¹			
62-4				s a k ⁵			
70-4				b a n ³¹			
75-4				m j ɔ ʔ ³²			
97-4				tʃʰ a ³²			
112-4				tsʰ o ⁵⁴			
122-4				m j æu ʔ ⁴³			
127-4				kʰ œ i ³			
132-4				v o ʔ ⁵⁴			
133-4				n a̰ ḭ ʔ ⁵⁴			
135-4				n o ʔ ⁵⁴			
142-4				d z ø i ⁵			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ au ²			
152-4				ŋ a ³			
157-4				b o ³			
183-4				ʔ o̰ ʔ ⁵⁴			
184-4				n a̰ ḭ ʔ ⁵			
185-4				tsʰ a m ³			
189-4				m j ɔ ʔ ³²			
192-4				n o ʔ ³²			
195-4				n o ³			
200-4				dʒ i t ⁵⁴			
216-4				s a ŋ ³			
218-4				l o ʔ ³²			
225-4				s a ŋ ³⁴			
235-4				kʰ j i t ⁵⁴			
244-4				s ai t ³			
253-4				m i ³			
270-4				m i ³			
278-4				m j a ŋ ³			
279-4				o k ⁵⁴			
285-4				j a̰ m ⁵			
308-4				pʰ j i t ⁵⁴			
322-4				m i ³			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ŋ ³			
341-4				d z ɔ ³²			
347-4				tsʰ o ʔ ⁵⁴			
362-4				ɣ i ³			
391-4				j a̰u ʔ ⁵⁴			
394-4				m o ʔ ⁵⁴			
397-4				tʃʰ i t ⁵⁴			
443-4				m j æ p ⁵			
460-4				ʃ i t ⁵⁴			
463-4				ɣ i t ²			
464-4				ʔ a ³²			
473-4				s a m ³			
476-4				kʰ j æu ʔ ⁵⁴			
481-4				tsʰ a ³			
494-4				g i t ⁵⁴			
496-4				ʃ j a ŋ k ⁵³			
516-4				œ i t ⁵⁴			
1-5					m o ³¹		
4-5					l a ³¹		
18-5					m i ³¹		
19-5					m ai ʔ ³¹		
44-5					l a ʔ ³¹		
50-5					ʃ ai ŋ ³¹		
62-5					ʃ i ʔ ⁵⁵		
70-5					p e ³¹		
75-5					m j a ʔ ³¹		
97-5					ʃ a ŋ ³¹		
112-5					ʃ a ³¹		
122-5					m j a ʔ ⁵⁵		
127-5					kʰ w e ³¹		
132-5					w a ʔ ³¹		
133-5					n a ʔ ³¹		
135-5					n u ³¹		
142-5					sʰ i ³¹		
143-5					ŋ u ʔ ³¹		
149-5					ʔ ai ʔ ³¹		
152-5					ŋ a ³¹		
157-5					pʰ a ³¹		
183-5					ʔ ai ʔ ³¹		
184-5					n a ʔ ⁵⁵		
185-5					ʃ e ⁵⁵		
189-5					m j a ʔ ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ³¹		
200-5					tsʰ i ³¹		
216-5					ʃ a ŋ ³¹		
218-5					l ʊ ʔ ³¹		
225-5					ʃ a ŋ ³¹		
235-5					kʰ j i ⁵⁵		
244-5					ʃ i ³¹		
253-5					m i ³¹		
270-5					m i ³¹		
278-5					m j ai ŋ ⁵⁵		
279-5					w a ³¹		
285-5					j w ai ŋ ³¹		
308-5					p i ³¹		
322-5					m i ³¹		
325-5					kʰ o ³¹		
337-5					m j o ⁵⁵		
341-5					t o ʔ ³¹		
347-5					ʃ w e ⁵⁵		
362-5					j i ³¹		
391-5					w ai ʔ ³¹		
394-5					m u ʔ ³¹		
397-5					ʃ e ³¹		
443-5					m j a ʔ ³¹		
460-5					ʃ a ŋ ³¹		
463-5					i ³¹		
464-5					j ɔ ŋ ³¹		
473-5					ʃ a ŋ ⁵⁵		
476-5					x ɹ a ʔ ⁵⁵		
481-5					ʃ e ³¹		
494-5					k i ³¹		
496-5					ʃ e ŋ ⁵⁵		
516-5					w e ³¹		
1-6						m w iː	
4-6						l aː	
18-6						m j a a n	
19-6						n iː	
44-6						l a k	
50-6						tsʰ i	
62-6						s a ts	
70-6						p a m	
75-6						m r a k	
97-6						tsʰ w iː	
112-6						tsʰ w iː	
122-6						m j au k	
127-6						kʰ w iː	
132-6						w a k	
133-6						n aː	
135-6						n w iː	
142-6						t w e	
143-6						ŋ aː	
149-6						ʔ w iː	
152-6						ŋ aː	
157-6						p aː	
183-6						ʔ w iː	
184-6						n au k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						n a	
195-6						n aː	
200-6						kʰ a	
216-6						s w i ŋ	
218-6						l a k	
225-6						s w i ŋ	
235-6						kʰ j eː	
244-6						s w iː	
253-6						m r e	
270-6						m r iː	
278-6						m r a ŋ	
279-6						w aː	
285-6						r i m	
308-6						p j a m	
322-6						m r iː	
325-6						kʰ w iː	
337-6						m r a ŋ	
341-6						s aː	
347-6						s a k	
362-6						r e	
391-6						ʔ u m	
394-6						m a k	
397-6						tsʰ eː	
443-6						m r w i k	
460-6						s e	
463-6						pʰ r w e	
464-6						r au ŋ	
473-6						s a m	
476-6						kʰ j au k	
481-6						tsʰ eː	
494-6						k j aː	
496-6						tsʰ u m	
516-6						w a n	
1-7							m au ³¹
4-7							l a ŋ ⁵³
18-7							m j ɔ n ³¹
19-7							n a̰ p ⁵
44-7							l u ʔ ³²
50-7							ʃ i ŋ ⁵³
62-7							s ɪ k ⁵⁴
70-7							b j w i ³¹
75-7							m j ɔ ʔ ³²
97-7							tʃʰ a ŋ ⁵³
112-7							tʃʰ ɔ ³¹
122-7							m j u ʔ ³¹
127-7							kʰ w i ³¹
132-7							w ɔ ʔ ³
133-7							n ʊ̰ t ⁵
135-7							n au ³
142-7							d z w i ³¹
143-7							ŋ ɔ ʔ ⁵
149-7							ʔ u ³
152-7							ŋ ɔ ³²
157-7							b u ³
183-7							ʔ u ³
184-7							n u ʔ ³¹
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n ɔ ³¹
195-7							n ɔ ³¹
200-7							kʰ ə t ⁵
216-7							ʃ i ŋ ³²
218-7							l ɔ ʔ ³²
225-7							ʃ i ŋ ³²
235-7							kʰ i ⁵³
244-7							tʃʰ w i ³¹
253-7							m i ⁵³
270-7							m i ³¹
278-7							m i ŋ ³²
279-7							w i ⁵³
285-7							j ṵ m ³¹
308-7							b w i ³¹
322-7							m i ³¹
325-7							kʰ au ⁵²
337-7							m j a ŋ ⁵³
341-7							d z ɔ ³
347-7							ʃ j u ʔ ³²
362-7							β w i ³¹
391-7							ʔ u ³
394-7							m ɔ ʔ ³²
397-7							tʃʰ i ⁵³
443-7							m j u p ⁵⁴
460-7							ʃ i ⁴³
463-7							w i ³¹
464-7							j u ŋ ⁵³
473-7							s u m ⁵³
476-7							kʰ j u ʔ ⁵⁴
481-7							tsʰ ə ⁴
494-7							g i ³¹
496-7							ʃ i ŋ ⁵³
516-7							w i ⁵³
