COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
44-3			ŋ l a ʔ ⁵³				
50-3			ʃ ŋ ai ŋ ³¹				
62-3			s a ʔ ³				
70-3			b a n ³²				
75-3			m j ɔ n ³				
97-3			dʒ ŋ ɔ ŋ ⁵²				
112-3			tsʰ u ⁵⁴				
122-3			m j ɔ p ⁵				
127-3			kʰ i ³				
132-3			w w ɔ ʔ ⁵				
133-3			n ɔ ŋ ³²				
135-3			n ŋ au ŋ ⁵²				
142-3			d z w i ⁵¹				
143-3			ŋ ŋ ɔ̰ ³²				
149-3			ʔ a̰u ⁴⁵				
152-3			ŋ ɔ ³				
157-3			b ɔ ⁵²				
183-3			ʔ a ³²				
184-3			ŋ n a ⁴				
185-3			tsʰ a m ³¹				
189-3			n j ɔ ʔ Ø				
192-3			ŋ n ɔ̰ ³¹				
195-3			n u ⁵³				
200-3			g ŋ i w ⁵²				
216-3			s a ŋ ⁵⁴				
218-3			l ɔ ʔ ⁵				
225-3			s u ŋ ⁵⁴				
235-3			kʰ ɪ̰ ⁵				
244-3			s w i ⁵⁴				
253-3			m ŋ ŋ e ⁵¹				
270-3			m ɪ̰ ³²				
278-3			m e ŋ ³²				
279-3			ŋ w ɔ ⁴				
285-3			j a̰ m ⁵³				
308-3			ŋ b w ⁵⁴				
322-3			m i ³²				
325-3			kʰ ŋ au ⁵⁴				
337-3			m j ɔ ŋ ⁵³				
341-3			d z u ³²				
347-3			ʃ a ⁵				
362-3			i ³²				
391-3			j a̰ p ⁵¹				
394-3			m ɔ ʔ ³¹				
397-3			dʒ i ⁵⁴				
443-3			n j a̰ p ³²				
460-3			s ɔ ʔ ⁵³				
463-3			ɔ̰ ³²				
464-3			a ŋ ⁴				
473-3			s ʊ m ⁵¹				
476-3			kʰ j ɔ k ⁵				
481-3			tsʰ a̰ ⁵				
494-3			ʔ ŋ ɔ̰ Ø				
496-3			h ai ŋ ⁵³				
516-3			w a ³²				
522-3			n ɔ ʔ ³¹				
523-3			pʰ j u ⁵³				
524-3			n e ⁵¹				
540-3			kʰ u ³¹				
3-3			b a t ⁵¹				
6-3			g i ⁴				
7-3			d ɔ m ⁵³				
20-3			n a̰ p ²				
39-3			m ɪ̰ ³				
51-3			ŋ i ⁵³				
64-3			g ŋ ɔ ŋ ⁵¹				
65-3			g Ø p ³⁵				
66-3			z u ⁵³				
71-3			ʃ i ⁴				
72-3			ʔ a ³²				
76-3			w ɔ ⁵³				
77-3			m i ŋ ³				
78-3			m ŋ u w ³²				
82-3			pʰ i ŋ ⁵³				
87-3			ŋ ɔ ⁵³				
93-3			l ɪ m ⁵³				
94-3			m e ⁵				
100-3			s ŋ u n ⁵				
116-3			Ø l ɔ ³²				
119-3			w ɔ m ³²				
124-3			pʰ j u ⁵³				
136-3			l i ³				
137-3			kʰ j w ə ⁵				
139-3			m ʊ̰ ³¹				
144-3			s a ʔ ³⁵				
145-3			d ɔ ŋ ³²				
146-3			m u w ³¹				
150-3			g ŋ ɔ ³²				
154-3			m ŋ i ⁵¹				
165-3			g a ⁴				
166-3			tʰ j ɔ ⁵³				
169-3			g j a̰ ŋ ⁵				
170-3			b j ɔ ⁴				
171-3			j ɔ ŋ ⁵³				
174-3			l a t ⁵³				
181-3			m j ɔ ³				
193-3			b i ³				
205-3			n a̰ ³⁵				
206-3			m β i ⁵				
212-3			dʒ ŋ ɔ ʔ ³⁵				
214-3			l u m ³²				
217-3			u ⁵³				
224-3			n j w ṵ ³¹				
228-3			b au ŋ ³²				
238-3			j w u w ⁵³				
241-3			ʃ ɔ ⁴				
246-3			g j Ø ³¹				
256-3			ʔ ə ŋ ³²				
257-3			pʰ ɔ ⁵²				
272-3			m ɔ ⁵³				
273-3			ɔ ⁴				
274-3			m a ⁴				
1-4				m au ³²			
4-4				l ə ³			
18-4				m t i ⁴³			
19-4				n j i w ³			
44-4				ŋ l a ʔ ⁵			
50-4				ʃ ŋ Ø ŋ ⁵³			
62-4				s ɪ ³			
70-4				b w a n ⁵³			
75-4				m a ʔ ⁴³			
97-4				kʰ ŋ ɔ ŋ ³²			
112-4				tsʰ u ³			
122-4				m j u k ⁵			
127-4				kʰ i Ø			
132-4				w w a ʔ ³²			
133-4				n ɔ ⁵³			
135-4				n au ⁵²			
142-4				d t i ⁵			
143-4				ŋ ŋ a ŋ ⁵³			
149-4				ʔ u m ⁴³			
152-4				ŋ ə w Ø			
157-4				a ³			
183-4				ʔ a ²¹			
184-4				ŋ n a k ʔ ³¹			
185-4				tsʰ a m ⁵			
189-4				m j ɔ ʔ ⁵³			
192-4				ŋ n a w ³			
195-4				n ʊ ³			
200-4				g i w ³²			
216-4				s a ŋ ³			
218-4				l ɔ ʔ ³²			
225-4				s ɪ ŋ ⁵²			
235-4				kʰ j ʊ̰ ⁵			
244-4				s w i ³			
253-4				m ŋ ɪ ³¹			
270-4				m i ḭ ⁵³			
278-4				m j i ŋ Ø			
279-4				ŋ w a ⁵³			
285-4				z t ɪ m ⁵³			
308-4				ŋ p a w ³			
322-4				m i ⁵³			
325-4				kʰ au ³			
337-4				m j a ŋ ³²			
341-4				d z a ⁵³			
347-4				ʃ m u ʔ ³¹			
362-4				w t i w Ø			
391-4				j a̰ b ⁴³			
394-4				m ɔ ʔ ³²			
397-4				kʰ i w ³			
443-4				m j a ʔ ⁵³			
460-4				s a ʔ ⁵³			
463-4				w w i w ³¹			
464-4				ʔ a ŋ ³¹			
473-4				s ʊ m ³¹			
476-4				kʰ j u k ⁵			
481-4				tsʰ ʊ t ³			
494-4				g ŋ ɔ ³²			
496-4				ʃ j Ø ŋ ⁵²			
516-4				w ɪ ⁵³			
522-4				n ɔ ʔ ³²			
523-4				pʰ j u w ⁵²			
524-4				n ɪ ³¹			
540-4				kʰ a ⁵²			
3-4				b t i m ³¹			
6-4				g t i ²			
7-4				d i ³²			
20-4				n a p ⁴³			
39-4				m j i t Ø			
51-4				ŋ i ŋ ⁵			
64-4				g ɔ ŋ ³¹			
65-4				g w u k ⁵			
66-4				z u ³			
71-4				ʃ i ³			
72-4				ʔ e ³²			
76-4				w a ³²			
77-4				m i ³			
78-4				m au ³¹			
82-4				p j i t ³²			
87-4				ŋ ɔ ⁵			
93-4				l a m ³			
94-4				m j ʊ̰ ŋ ⁴³			
119-4				ɔ m Ø			
124-4				pʰ j u w ⁵			
136-4				l i ³			
137-4				kʰ j w a̰ ³			
139-4				m i ³²			
144-4				s a̰ t ⁵			
145-4				d u ŋ ³¹			
146-4				m u ²¹			
150-4				ʔ j a ʔ ⁵²			
154-4				m t j i ³¹			
165-4				kʰ ŋ a m ⁵			
166-4				tʰ j a ³¹			
169-4				ʔ j a̰ ŋ ⁴³			
170-4				b j a ³¹			
174-4				ḭ l a m ⁵			
181-4				m j ɔ ʔ ³			
193-4				b i ³			
205-4				n a m ⁵			
206-4				m w i t ⁵			
212-4				kʰ ŋ ɔ ʔ ⁵			
217-4				ʔ u ⁵³			
224-4				t n j w ɛ̰ ³			
228-4				b ə m ³			
238-4				w ə ⁵²			
241-4				ʃ ʊ ³			
246-4				g j a̰ ⁵			
256-4				ʔ ə ⁵³			
257-4				pʰ ɔ m t			
272-4				m a ³			
273-4				ʔ a t ⁵³			
274-4				m ɔ ŋ ⁵³			
1-5					m w u ⁵³		
4-5					l Ø ³¹		
18-5					m w i n ⁵³		
19-5					n ɪ ⁵³		
44-5					l u ʔ ⁵³		
50-5					ʃ Ø ŋ ⁵³		
62-5					ʃ Ø ʔ ³¹		
70-5					b Ø n ⁵³		
75-5					m a Ø ⁵³		
97-5					tʃʰ Ø ŋ ³¹		
112-5					Ø ɔ ³¹		
122-5					m j u ʔ ⁵³		
127-5					kʰ i		
132-5					w u Ø ⁵³		
133-5					n u ⁵³		
135-5					n w u ³¹		
142-5					d ⁵³ i m		
143-5					ŋ Ø ʔ Ø		
149-5					ʔ u ⁵³		
152-5					ŋ ³		
157-5					Ø ɪ ³¹		
183-5					ʔ u ⁵³		
184-5					n u ʔ ⁴⁵		
185-5					Ø Ø m ⁵³		
189-5					m j a Ø ⁵³		
192-5					n Ø ⁵³		
195-5					n ɔ ⁵³		
200-5					g w i ³¹		
216-5					ʃ Ø n ³¹		
218-5					l ɔ Ø ⁵³		
225-5					ʃ Ø ŋ ³¹		
235-5					kʰ i ⁵³		
244-5					ʃ w i ³¹		
253-5					m w i ⁴³		
270-5					m i ⁵³		
278-5					m i ŋ m		
279-5					w ɔ ⁵³		
285-5					j a̰ m ⁵³		
308-5					b ɪ ³¹		
322-5					m i ⁵³		
325-5					kʰ w u ³		
337-5					m j Ø ŋ ³¹		
341-5					d ⁵³ ɔ ⁵³		
347-5					ʃ u Ø ⁵³		
362-5					i ³¹		
391-5					j a̰ b ³²		
394-5					m ɔ Ø ³²		
397-5					tʃʰ i ³		
443-5					m j Ø b ⁵³		
460-5					ʃ Ø t ⁵³		
463-5					w i m		
464-5					ʔ Ø ŋ ³¹		
473-5					ʃ a m ³²		
476-5					kʰ j u ʔ ³²		
481-5					Ø i ⁵³		
494-5					g i ⁵³		
496-5					ʃ Ø ŋ ⁵²		
516-5					w i ⁵³		
522-5					n ɔ ʔ Ø		
523-5					pʰ j Ø ⁵²		
524-5					n i m		
540-5					kʰ ɔ ⁵³		
39-5					m w i Ø m		
64-5					g w i ŋ m		
65-5					ʔ ṵ ʔ ³²		
66-5					d u ⁵³		
71-5					ʃ i ³²		
72-5					ʔ a ⁵³		
76-5					w a ⁵³		
77-5					m j i ʔ ⁵³		
78-5					m w au m		
82-5					pʰ u ŋ ³¹		
87-5					ŋ a ⁵³		
93-5					l Ø m ³¹		
100-5					ʃ u n ⁵³		
116-5					l Ø ⁵³		
119-5					w ɔ m Ø		
124-5					b j ɪ ⁵³		
136-5					l i ³¹		
139-5					m i ⁵³		
144-5					ʃ w i t ³²		
145-5					d u ŋ Ø		
146-5					m w Ø Ø		
165-5					ʔ w a m ³¹		
171-5					j a ŋ ⁵³		
193-5					b Ø ⁵³		
212-5					tʃʰ a ʔ ³²		
214-5					l a m ⁵³		
238-5					au ⁵³		
241-5					ʃ a ³¹		
246-5					g j ⁵³		
256-5					ʔ a ⁵³		
257-5					pʰ a ⁵³		
272-5					m Ø ³²		
274-5					m a ŋ ⁵³		
1-6						m au ³²	
4-6						l i ⁵³	
18-6						m a ⁵ ⁴³	
19-6						n j i j ⁴³	
44-6						l u ŋ ⁵	
50-6						ʃ ɪ ŋ ⁵³	
62-6						s ɪ k ⁴	
70-6						p a n ³²	
75-6						m j ɔ ʔ ³²	
97-6						tʃʰ a ŋ ³¹	
112-6						tsʰ ɔ ⁵³	
122-6						m j ɛ ʔ ³¹	
127-6						kʰ w a ³¹	
132-6						⁴ w a ʔ ⁵³	
133-6						n ɔ ³²	
135-6						n au ³¹	
142-6						d z w i ⁵³	
143-6						ŋ ɔ ʔ ⁵³	
149-6						ʔ u ⁵⁴	
152-6						ŋ ɔ ³	
157-6						p ṵ ³	
183-6						ʔ ɔ ³	
184-6						n u ʔ ⁵³	
185-6						tsʰ ɔ m ⁵³	
189-6						m j ɔ ʔ ³¹	
192-6						n ɔ ŋ ⁵³	
195-6						n ɔ ³	
200-6						g a ⁵	
216-6						s ɪ ŋ ⁵³	
218-6						l ɔ ʔ ⁵³	
225-6						s ɪ ŋ ³²	
235-6						kʰ i ⁵³	
244-6						s a ³¹	
253-6						m ɔ ⁵³	
270-6						m i ⁴	
278-6						m ɪ ŋ ⁵³	
279-6						w ɔ ³¹	
285-6						j ʊ m ⁵⁴	
308-6						b j ɔ̰ ⁵³	
322-6						m i ⁵³	
325-6						kʰ au ³¹	
337-6						m j a ŋ ⁴	
341-6						d z ɔ ³²	
347-6						ʃ u ⁵	
362-6						ʔ ŋ ⁵³	
391-6						j ʊ p ⁴³	
394-6						m ɔ ʔ ⁵³	
397-6						tʃʰ i ³¹	
443-6						m j ɔ p ⁴	
460-6						s a t ⁵³	
463-6						w w u ŋ ⁵³	
464-6						ʔ u ŋ ⁵³	
473-6						s ʊ m ⁵³	
476-6						kʰ ɹ u k ⁵	
481-6						tsʰ a ŋ ⁵³	
494-6						g i ⁴	
496-6						ʃ j ɪ ŋ ⁴³	
516-6						w ɔ ⁵³	
522-6						n ɪ ʔ ³²	
523-6						p j u ŋ ⁴³	
524-6						n ɔ ⁵³	
540-6						kʰ ɔ ⁵³	
3-6						⁵⁴ ⁵⁴ a̰ ⁵⁴	
6-6						k u ⁴	
7-6						dʒ ɔ ⁵³	
20-6						n a p ³¹	
39-6						m j ɔ ³²	
51-6						ŋ ⁵⁴ ʊ ⁵³	
64-6						k a ŋ ⁵³	
65-6						k ṵ k ⁵	
66-6						dʒ z u ⁵³	
71-6						ʃ u ⁵³	
72-6						ʔ ɔ ³¹	
76-6						w ɔ ⁵³	
77-6						m ɛ k ⁵³	
78-6						m au ⁵³	
82-6						pʰ ŋ u ŋ ⁴	
87-6						ŋ a ⁵ ³	
93-6						l a̰ m ⁵³	
94-6						m j ɔ ⁴³	
100-6						s u n ³¹	
116-6						l ɔ ³²	
119-6						w ɔ m ⁴	
124-6						pʰ j ɔ ⁴	
137-6						kʰ j w a ⁴	
139-6						m i ³²	
144-6						s ɔ t ⁵	
145-6						d u ŋ ³¹	
146-6						m ŋ a ³¹	
150-6						g j ɔ ʔ ³²	
154-6						m j u ⁵³	
165-6						k a n ³¹	
166-6						tʰ j ɔ ⁵³	
169-6						k j ɪ ŋ ⁵⁴	
170-6						⁵⁴ j ɔ ⁴	
171-6						j a ŋ ⁵⁴	
174-6						l ɔ m ⁵³	
181-6						m j ɔ ʔ ⁵⁴	
193-6						pʰ ə ⁴³	
205-6						n ɔ t ⁵	
206-6						m w u ⁴	
212-6						tʃʰ ɔ ʔ ⁵	
214-6						l i m ³¹	
217-6						ʔ ɔ ⁵³	
224-6						n j w w ⁵³	
228-6						pʰ au ⁴	
238-6						ʔ a ³	
241-6						ʃ ɔ ⁵³	
246-6						k j i ³	
257-6						pʰ a ⁴	
272-6						m a ⁵³	
273-6						⁵⁴ a ⁴	
274-6						m a ŋ ³¹	
1-7							m au ³
4-7							l a̰ ³²
18-7							m j i n ³²
19-7							n i β ⁵³
44-7							l u ʔ ⁵³
50-7							h i ŋ ⁵³
62-7							s ɪ ʔ ⁵³
70-7							b a n ³
75-7							m j a ʔ ⁴³
97-7							tʃʰ a ŋ ³²
112-7							dʒ ɔ ³²
122-7							m j u ʔ ³²
127-7							kʰ i ³¹
132-7							β w ɔ ʔ ³
133-7							n ɔ ⁵³
135-7							n au ³²
142-7							d z i ³²
143-7							ŋ ɔ ʔ ⁵³
149-7							ʔ u ⁵⁴
152-7							ŋ ə ³
157-7							ɔ ³
183-7							ʔ u ³
184-7							n u ⁵³
185-7							dʒ a m ⁴⁵
189-7							m j ɔ ʔ ³
192-7							n ɔ ⁵³
195-7							n ɔ ³¹
200-7							g i ³¹
216-7							s ɪ ŋ ³²
218-7							l ɔ ʔ ³
225-7							s ɪ ŋ ³²
235-7							kʰ i ⁴⁵
244-7							s i ³
253-7							m ɪ ⁵³
270-7							m i ³
278-7							m i n.j ³²
279-7							w ɔ ³
285-7							ʔ i m ⁵³
308-7							d i ³²
322-7							m i ³²
325-7							kʰ au ³²
337-7							m j a ŋ ⁵³
341-7							d z ɔ ⁵³
347-7							ʃ u ʔ ³
362-7							v i ³²
391-7							ʔ a̰ p ⁵³
394-7							m a ʔ ³
397-7							tʃʰ i t ³²
443-7							n j ɔ p ⁵
460-7							s a t ³²
463-7							w i ⁵³
464-7							ʔ u ŋ ⁵³
473-7							s ɔ m ⁵³
476-7							kʰ j u k ⁵
481-7							tʰ u t ⁵³
494-7							g u ³
496-7							h j i n.j ³²
516-7							w ai ⁵³
522-7							n ɔ ʔ ³
523-7							pʰ j u ³²
524-7							n ɛ ⁵³
540-7							kʰ ɔ ⁵³
3-7							b a ³¹
6-7							g i ⁴⁵
7-7							d i m ⁴⁵
20-7							n a p ³²
39-7							m j i ³²
51-7							n.j a ⁵³
64-7							g ɛ ŋ ⁵³
65-7							g u ʔ ⁵
66-7							d z u ⁵³
71-7							ʃ i ⁵³
76-7							w ɔ ³
77-7							m u k ⁵³
78-7							m au ³²
82-7							pʰ u ŋ ³²
87-7							ŋ a ʔ ³¹
93-7							l a̰ m ³²
94-7							m j i ³¹
100-7							s w a n ³¹
116-7							l ɔ ³¹
119-7							w ɔ m ³²
124-7							b u ⁵⁴
136-7							l i ³
137-7							kʰ j w i ⁴⁵
139-7							m i ³¹
144-7							s u t ⁵⁴
145-7							d u ŋ ³¹
146-7							m au ⁵⁴
150-7							g j ɔ ʔ ³²
154-7							m w u ³¹
165-7							kʰ a m ³²
166-7							pʰ ɔ ⁵³
169-7							g j a̰ ŋ ⁴
170-7							b j ɔ ³
171-7							j a ŋ ⁵⁴
174-7							l a m ⁵³
181-7							m j ɔ ʔ ³
193-7							b ə ³
205-7							n u ⁵
206-7							m i ⁵⁴
212-7							tʃʰ a ʔ ⁵⁴
214-7							l u.ŋ m ⁵³
217-7							ʔ u ⁵³
224-7							ŋ au ³
228-7							b au ³¹
238-7							v au ³¹
241-7							ʃ ɔ ³²
256-7							a ⁵³
272-7							m ɪ ⁵³
273-7							ʔ a ³
274-7							m a ŋ ³¹
