COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
464-6						ʔ u ŋ ⁵³	
473-6						s ʊ m ⁵³	
476-6						kʰ ɹ u k ⁵	
481-6						tsʰ a̰ ⁵³	
494-6						g i ⁴	
496-6						ʃ j ɪ ŋ ⁴³	
516-6						v ɔ ³²	
1-7							m w au ³²
4-7							l ɔ ³²
18-7							m j i n ⁵³
19-7							n i β ³¹
44-7							l u ʔ ³¹
50-7							h i ŋ ⁵³
62-7							s ɪ k ⁵³
70-7							b β a n ³
75-7							m ɔ ʔ ⁴³
97-7							tʃʰ a ŋ ³²
112-7							z ɔ ³²
122-7							m j u ʔ ⁵⁴
127-7							kʰ i ³
132-7							β w ɔ ʔ ³
133-7							n ɔ ³²
135-7							n w au ³²
142-7							d z i ⁵³
143-7							ŋ ɔ ʔ ⁵³
149-7							ʔ u ⁵
152-7							ŋ ə ³
157-7							ɔ ³
183-7							ʔ u ³
184-7							n u ⁵³
185-7							z a m ⁴⁵
189-7							m j ɔ ʔ ³
192-7							n ɔ ⁵³
195-7							n ɔ ³
200-7							g w i ³¹
216-7							s ɪ ŋ ³¹
218-7							l ɔ ʔ ³
225-7							s ɪ ŋ ³¹
235-7							kʰ i ⁴⁵
244-7							s i ³
253-7							m w ɪ ⁵³
270-7							m i ³
278-7							m i n.j ³
279-7							w ɔ ⁴⁵
285-7							j i m ⁴⁵
308-7							b i ³¹
322-7							m i ³²
325-7							kʰ w au ³²
337-7							m j a ŋ ⁵³
341-7							d z ɔ ³²
347-7							ʃ u t ³
362-7							i ³²
391-7							j a̰ p ⁵³
394-7							m ɔ ʔ ³
397-7							tʃʰ i t ³²
443-7							n j ɔ p ⁵
460-7							s a t ³²
463-7							w i ⁵³
464-7							ʔ u ŋ ⁵³
473-7							s ʊ m ⁵³
476-7							kʰ j u k ⁵
481-7							tʰ i ⁵³
494-7							g ɔ ³
496-7							h j i n.j ³²
516-7							w i ³²
