COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
300		ɣ a ⁵²	g ai n ³	g ɪ n ⁴		k a m	k a n ³²
302	tsʰ au ⁵		tʃ ṵ ɛ̰ m ⁴¹	tsʰ o ⁵⁴	ʃ o ³¹	tsʰ w iː	
309	l ɔ ʔ ³²		l ɔ̰ ʔ ³	l o ʔ ³²		l a k	l ɔ ʔ ³²
312	ʔ au ⁵		ʔ au ⁵	ʔ o̰ k ⁵⁴	o ʔ ⁵⁵	ʔ w iː	
313	m ɔə t ⁴¹		m o̰i ʔ ³		m w i ³¹	h m u t	m ə ³
314	tsʰ ɔ m ³		tsʰ æ m ⁴³	tsʰ a m ⁴¹		tsʰ u m	tsʰ u m ⁵³
315	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵	tʃʰ a ³²	ts i ⁵⁵		tʰ u ŋ ³⁴
330	d j ei ³		l e ³	l a ³		l eː	l ai ³
333	ʃ a m ³	ʃʰ ḭ ²³	ʃ æ m ³	ʃ j ɛ ³			ʃ a m ⁵³
338	n j ɔ ʔ ⁴³		m j ɔ ʔ ³	m j ɔ ʔ ³²		h m i t	m j ɔ ʔ ³
346	ʃ ɛ t ⁵³		ʃ i ʔ ³¹	ʃ a p ⁵³		s i p	ʃ ɪ t ⁵
348	j ɛ t ³¹		j e ʔ ³	ʒ i t ³⁵	z e ³¹	j a ts	
352			kʰ j o ŋ ⁵	kʰ j æu ŋ ³	x ɔ ŋ ³¹	kʰ j au ŋ	kʰ ɹ u ŋ ³
353	ts a̰u ⁵		d z au ⁵³	d z o̰ ʔ ⁵⁴	sʰ o ³¹		d z au ³²
356	h a m ⁵		h a m ⁴	h e ⁴		h a n	h a m ²¹
357	s ɔ ʔ ⁵³		s ɔ ʔ ⁵³	s ɔ ʔ ⁵⁴		s a k	s ɔ ʔ ⁵⁴
358	ʃ ɛ t ³¹		ʃ ɛ ³¹	ʃ ɛ ³¹	ʃ e t		ʃ e ³¹
361	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²		h l j a k	j ɔ ʔ ³²
378	n j ḛ k ⁵²		m j ɛ̰ ʔ ⁵²	m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
388	g j u k ⁴²		g j o k ³²	g j æu ʔ ⁴³		k r au k	g j u ʔ ³²
390	j ɔ̰ ³²	j a ⁵²	j ɔ ²¹	j o ³⁵			j ɔ ⁵¹
398	j ɔ ³		j ɔ ³²		j a ³¹	j aː	j ɔ ⁵³
399	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹		kʰ r a ts	g i n ³¹
400	n a n ³¹	n e ²³	n ãɪ ⁴	n ɪ n ⁵⁴			n a̰ n ³
403	d j ɔ ³¹	j w i ³	b j u ³¹	b j ɔ ³¹			b j ɔ ⁵¹
405	j a p ³¹			j e ʔ ³	ɹ e ʔ ⁵⁵	r a p	j a̰ p ³¹
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
407	s u ⁵	ts o̰ ²³	s ɔ ⁴	s u ⁵			s ɔ ⁵²
410	w a ŋ ³¹		w a ŋ ³¹	w a ³²	v ɹ o ⁵⁵	w a ŋ	
414	l a ŋ ³	l õ ⁵²	l a ŋ ²			l uˀ	l a ŋ ⁵³
418	g j ɔ ⁴³	k j a ²³	g j ɔ ⁴	g j o ⁵		k j aˀ	
423	j au ³¹		j au ³¹	j o̰ k ⁵		k j aˀ	ʔ ʊ̰ t ⁵
431	g u ŋ ⁴³		g o ŋ ³¹	g au ŋ ³¹		kʰ j w iː	g u ŋ ³
435	kʰ j a m ⁵⁴		kʰ ɔ ʔ ⁵²	kʰ o ʔ ⁵⁴		k a	kʰ ɔ ʔ ⁵
438	tʰ au ⁵		tʰ au ⁴	tʰ o ʔ ⁵		tʰ w iː	tʰ au ⁵²
448	dʒ au ʔ ³¹	ts a̰ ʔ ⁵²	dʒ a ʔ ⁵³	d z ɔ ³²			d z a ŋ ³
449	ts ṵ ʔ ⁵²		d z u ³²	d z a̰u ⁴		tsʰ u	dʒ ɔ ʔ ⁵⁴
453	m u ⁵		m ɔ ⁵	m au ²⁵		h m uˀ	m u ⁵
465	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³		pʰ ai	tʰ ai ⁵⁴
471	j u k ³²		j o k ³²	j æu ʔ ⁴²		j au k	j u ʔ ³¹
472	ʔ ai ⁵³	j ḭ ²³	ʔ ə k ⁵³		h ai ʔ ³¹		ʔ i ⁴⁵
474	n j ei ³	m i ⁵²	m j e ⁴		ɲ i ³¹		m i ³²
482	x j ɔ ³		ʃ o ⁴²		j a ʔ ⁵⁵	r a	ʃ ɔ ⁵³
502	b u ³		b o ³	b o ³	p a ³¹	p aː	
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
505	l a m ³¹	l ẽ ²³	l æ̰ m ³¹	l e ²			l a m ³²
512	j ɔ ⁴²		j u ⁴²	j o ³²		j a	j ɔ ³¹
515	d a n ³		d ai n ³	d ɪ n ⁴		t a ɲ	d i ŋ ⁴
517		ts õ ²³	dʒ a ŋ k ⁵³	dʒ a ³⁴		r a ŋ	dʒ a̰ ŋ ⁵³
529	ʔ a ³		ʔ a ³	ʔ a ²		ʔ ə	ʔ ə ³
530	s ai k ⁵⁴		s ə k ⁵³	s a k ⁵		s a ts	s ɪ k ⁵⁴
535	b a ŋ ³¹		b a ŋ ³¹	b o ³⁴		p aˀ	b ɔ ³
536	d e ³		d u ³¹	d au ³		t u	ts ṵ ŋ ⁵³
542	b w ɔ p ³¹		b w ɛ p ²	b a p ³⁴		p u p	b ʊ p ³
561	n ṵ k ⁵³		n ə ŋ ²	n e ⁵		n a n	n j ɔ̰ m ⁵³
563	dʒ ɛ t ³¹		dʒ e ⁴⁵	dʒ i t ⁵³	sʰ i ³¹		dʒ ɪ t ³²
569	kʰ a ⁴		kʰ a ²⁴	kʰ ø ⁵		k aˀ	kʰ ə t ⁴³
5	m ṵ ⁵	m ə ⁵²	m ɔ ⁵³				m ɔ ⁴
8			ŋ ãɪ ³	ŋ ɪ n ⁴²		h n a ŋ	ŋ a̰ n ⁵³
16	j æ t ²¹		j ø p ³			r i p	v ʊ p ³
21		k a ŋ ³	g j o t ⁵²	g a ³¹			g j ɔ ⁴
23		j ə ²³	j ɪ n ⁵³	j ɛ ʔ ²³		j a	
24		ʔ a ŋ ³	ʔ ai ²⁵	ʔ a ³²			ʔ ə ³
27	d z a n ⁴²		ts ai n ⁴	d z ɪ n ³¹			d z a n ⁵¹
34		ɣ i ³	g e ⁵¹	ɣ i t ⁴			ʔ ʊ̰ t ⁵
36			b a ŋ ²³	b a ŋ ³		p a ŋ	b a ŋ ³
37			l ai ³²	l ai ³²		l ai	l ai ³¹
40	tʰ ɔ m ⁵		tʰ ø m ⁵	tʰ a m ³²		h r w a mˀ	
41	b ɔ p ⁴³		b ø p ²¹	b a p ³²			b ɔ ³
47			m j ḛ ⁴³	m a ³²	m u		m w i ⁵²
48	ʃ ə ⁴³		ʃ o ⁵³			tʰ u mˀ	tʃʰ ɔ ³²
56	l u k ³²		l o ʔ ³⁴	l au k ³²			l ʊ p ³
63		kʰ i ³	g a m ³¹	g e ⁴¹			g a m ⁵³
67	n j ɛ t ³²				m j ai ʔ ³¹	m r a ts	m ɪ t ⁴³
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
80			l a ³²	l ə ²		l a k	l ə ²
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
88	n j ṵ k ³⁵		m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
99	h u ⁵		h ø ⁵	h au ³			h u ³
101			pʰ j u ²¹	pʰ j u ⁵¹	pʰ j u ⁵⁵		pʰ j u ⁵¹
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
110	s a n ³		s ɨ ⁵		ʃ e ʔ		tʃʰ ɪ ŋ ⁵³
121	l ai ³⁴		l a ³			h lʷ a	l ə ³
131	ŋ a t ³¹		ŋ ai t ³	n a ³²			ŋ a t ³²
141	tsʰ a ŋ ³		tsʰ a ŋ ²	tsʰ a ⁵³		tsʰ a ŋ	
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
158	b au ³				p u ³¹	p w iː	b au ³¹
160		k o ŋ ⁵²	g a ŋ ³²	g a ³²			g ɔ ŋ ³²
168	b a p ³¹		b ai t ³²	b e ʔ ²¹		p a k	
172	kʰ u ŋ ⁵		kʰ o ŋ ⁵		k ə		kʰ u ŋ ³¹
180	l ɔ m ⁵³	l a m ⁵²	l ø̃ m ⁵¹				l ṵ m ³¹
182	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³		h n a	
188	m i ³²	m au ŋ ²³	m ɨ ³				m au ³
190	dʒ i ⁴³	ts i ²³			s i ³¹		dʒ i ³
191	k ṵ k ⁵⁴		g o k ⁵³			k a m	k ṵ ʔ ⁵
203	ʔ a m ³		ʔ æ m ³	ʔ e ³²			ʔ a m ⁵
204	tʃʰ a m ⁵		tʃʰ æ m ⁴			ts eˀ	tʰ a ŋ ⁵³
219	m a n ⁵		m oi ⁴⁵	m a̰ ḭ t ⁵			m u n ³⁴
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
227	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
232	p ṵ ʔ ⁵⁴		b u ʔ ⁵³	b au ³			b u ³
236			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
243	j ei ³¹		j e ⁵¹		ɹ i	r e	
245		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
249	j ḛ ḭ ⁵		j ḛ ⁵	ʔ ḭ t ⁵			ʔ i ³
251		j au ʔ ⁵²			j o k ⁵⁵	j au k	j u ʔ ⁴
258	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
259	w ɛ ³¹		j ḛ ʔ ⁵³	j ɪ p ²	j i ³¹		
261	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
264	m ɔ ʔ ⁴³		m ɔ ʔ ⁴		m o ʔ ³¹	m a k	
266	j ɛ̰ n ⁴		j o k ³	j a̰ m ³²			j a̰ ŋ ³
269		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
276	d j ɛ n ³¹	p w i ³	b j e ŋ ⁵³	b j ɪ n ²¹			
280	kʰ au ³		g o ŋ ⁵¹	kʰ au ŋ ²	kʰ ə		
290	dʒ ei ³¹		g e ⁵	g i t ³			g i ⁴³
291	dʒ ə̰ ³	tsʰ i			tʰ o ⁵⁵		tsʰ ə ⁵⁴
292	tʰ a n ³		tʰ ãɪ ⁵²	tʰ ɪ n ⁴¹			tʃʰ ə ⁴
316	k j ḛ ḭ ³		g e ³¹			k j a ɲ	g i ⁵³
319	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
329	m a ŋ ⁵		m a ŋ ³⁴	m a ³⁴³	m ɔ ŋ ³¹		
334	h j æu ⁵	k j a̰ ⁵²	ʃ au ⁵				w ɔ ⁴
344				m ø ʔ ⁵⁴	m j e ʔ ³¹	m w a t	m ʊ t ³²
351	d j ɛ ⁵		p j a̰ ʔ ⁵³	pʰ ø ⁵		p r a ts	
363	t a̰ ḭ ʔ ⁵³	t ḭ ²³	d a ŋ ²				d a ŋ ⁴³
365	t a̰ ḭ ⁵³		d e ʔ ³¹	d a ⁴³			t a̰ ḭ ⁵³
369			d w ɛ m ³²	d u k ⁵	tʰ u ³¹		t a̰u ³¹
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
377	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
384	l a ŋ ⁵		l a ŋ ³	l a ²⁵			l a ŋ ³⁴
396	m ɛ ³	m a̰ ³	m ə ³	m ə ²			
402	s i ³		s ə ³	s ə p ²			ʃ ə ⁴
426	d ṵ ḭ ⁵		d ɨ ⁵⁴	d ø i ⁵			d w i ⁵³
428				s a t ⁵⁴	ʃ w ai ʔ ³¹	s u t	s ʊ t ⁵⁴
446	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
450	ŋ æ̰ ʔ ³¹		ŋ e ⁴	ŋ a ⁴⁵			n j ɛ̰ ⁵³
451			s ai ⁵²	s e ʔ ⁵⁴		s e	s a t ⁵⁴
454	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
457	b ai ʔ ³¹		b ə k ²	b a k ³²		p a ts	
468	d j ei ³			b ḭ ʔ ⁵⁴		p eː	b i ⁵³
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
498	d j u ŋ ³	l a ŋ ²³	l ə ŋ ⁴	l a ŋ ³⁴			
520		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			ʃ i ⁵³
541			pʰ j ə k ⁵³	j a k ³		p r a ɲˀ	pʰ j ɪ k ⁵
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
552			l e ³²	l a ⁵		l eː	l ai ⁵³
555			j o ŋ ³	j æu ŋ ⁴		l j a ɲ	ɹ a ³
557	d z ɔ ⁵	t a ⁵²	d z ɔ ⁴⁵			tsʰ eː	
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
560	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
567	tʃʰ j ɛ n ³		tʃʰ e n ³²	dʒ ɛ̰ t ⁵			tʃʰ ɪ n ⁵³
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
13	k a n ²			g e n ⁴			g a n ²
14			l æ̰ p ⁵³			h l j a p	l a̰ p ⁴
15			g w ɛ m ³			k r w iː	g u m ⁵³
26		m a ²³		m ɔ ³⁵			m a ³
31	d z o̰ ŋ ³²	ts a ŋ ³	ts o̰ ŋ ³²				
32	t ḭ ³²	p i ³	b i ³²				
33	dʒ ei ⁴²				tsʰ i ⁵⁵	r e	
43	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
45	s i ⁵					s a	s u ³⁵
49	h w i ⁵		h ḛ i ⁴²				h w i ³
54					s e ⁵⁵	s a m	ʃ a m ⁵⁴
68		k i ⁵²	g i ²	g i ²			
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
96		n a k ⁵²	n o k ³²				n u ʔ ³⁵
98			g ɔ ʔ ⁵²	k o̰ ʔ ⁵⁴	k ə		
104	l a ³		l a ²				l u m ⁴
113	g au ³⁴		k au ²			k au ŋ	
117				kʰ a ²	k ə	k j aː	
126		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
130	dʒ j æ p ⁴²		g j æ p ³	ɣ e ʔ ³			
140		sʰ a ²³		ʃ ɪ ⁴			ʃ ɔ ⁴³
151	b ɛ ³		b ə ³			b a	
156	m a n ³¹				m i ³¹	m iˀ	
159	n j ɔ̰ ⁴²		m j ɛ ³				m j a̰ ⁴
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
164	dʒ a ŋ ³			dʒ a̰ ³²			dʒ a ŋ ³²
167	n ə ³		n ə ³²	n ə ²			
176	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
177	g au ⁵		g au ⁵		k o ³¹		
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
198		ʃʰ a ⁵²		ʃ ɔ ⁵¹			m w i ³¹
199	d j ɔ̰ ³		j ɔ ⁴³		j a ʔ ⁵⁵		
207	j u k ⁴³		g j ɛ t ⁴			r i t	
208	n o ŋ ⁵		n o ŋ ⁴⁵			n au k	
223			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
231	tʃʰ a p ⁵⁴				tsʰ i ʔ ⁵⁵	tsʰ a ts	
233	n j a̰ ŋ ⁵			m a̰ ⁴			m j a̰ ŋ ³²
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
250					sʰ i ³¹	s eː	ʃ i ⁵³
254		ɣ ɛ ⁵²	j e ⁴	ɣ e ²			
260			n o ŋ	m ḭ ⁴²		m iˀ	
263			d z u ⁴	d z o ³²			dʒ ə ³
282	l ṵ ³				ɹ i ³¹	l a m	
284				ɣ i t ²		ʔ ə	w i ³
287			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
299		p ṵ ⁵²		b au ²			b u ³¹
303	l ṵ ⁵		l o ⁴			l u m	
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
324	j a p ⁴²		j æ p ³				v a p ⁵
326	pʰ ə ³					pʰ aˀ	b j ɔ ³
328			d z ə ŋ ⁵¹	ts a̰ ŋ ⁴¹			d z i ŋ ⁵
343	j w a t ⁴²		j oi ʔ ²	v w e ³⁴			
345			g i ³	kʰ i ⁵⁴			g i ³¹
349	d u k ⁴²		d o k ³	d au t ⁴²			
366	g j ɔ ⁵		g j ɔ ³	g j ɔ ³²			
367	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			g ə ³
372			m au ʔ ³¹	m o̰ k ⁵⁴			m a̰u ⁵²
373	tʃʰ u ŋ ⁵			tʃʰ æu ŋ ⁴³		tsʰ w i	
374		k j ḛ ʔ ³	kʰ oi ⁴³			k j u	
380			j u ³¹	j u ³		r w eː	
387		ŋ w ɛ̰ ʔ		ŋ ḭ ʔ ⁵			ŋ a̰ p ⁵⁴
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
393	kʰ u ŋ ³					h au k	kʰ ɔ k ³²
411			d ø m ³¹	d a m ³			d au
415	tʰ ə ʔ ⁵³		tʰ ɨ ʔ ⁴²	tʰ au ŋ ⁴			
417			p j æ̰ p ⁵³	p j ḛ ʔ ⁵⁴		p j a ts	
420			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
436	tsʰ a m ³	x a m ³				tsʰ a m	
437			n j æ̃ m ⁵⁴	m j æ ṵ k ⁵³		h ɲ a p	
439		l w i ²³	l ə̰ ŋ ³²			k r a ɲ	
440			d z o ŋ ⁴	d z a̰u ʔ ⁵³		ts w i k	
444				j a ⁴		p r a	p j a̰ ŋ ⁵³
455	l ɨ̰ ṵ ³	l i ²³	l u ³²				
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
484	kʰ j ɨ ŋ ⁵⁴		kʰ ə ŋ ⁵³	kʰ i ŋ ⁵⁴			
492	g ɔ ⁵		g ɔ ³	g au ŋ ³			
504	g j i ⁵		g i ⁴				g i ⁴³
508	b u ³¹		b ɔ ⁴			p a k	
518	n i ³				n e ³¹	n iː	
519	h ai ³		h ɛ ³		h ai ŋ ⁵⁵		
526		p a ²³	b ɔ ⁴	b o ³⁵			
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
528	l au ʔ ³¹	l u ²³		l a̰ k ⁵³			
531	tsʰ au ⁵		tsʰ au ³	tsʰ o ʔ ⁵⁴			
532	tʃʰ w a t ⁵⁴		tʃʰ oi ʔ ⁵³				tʃʰ u t ⁵⁴
533			m au ²			h m au ŋ	m a ³²
537			g ə ⁵	g ə ²		kʷ a	
543	j a m ³		j æ̰ m ³			r a m	
547			l o ŋ ⁵¹	l au ŋ ³		l au ŋ	
553	tʰ a n ³		tʰ ãɪ ²				tʰ a n ³²
558		j e ³	ɹ ɛ ⁵³				j ɔ̰ ⁴⁵
564	l a ³					p r au ŋ	l a ŋ ³
570	n a̰ m p ⁵²		n æ̰ p ⁴²				n a̰ m ³²
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
9	dʒ w e ⁴⁵			tʃʰ e ⁴³			
17			p a ŋ ⁵³	b a ʔ ²¹			
25	j ɔ ³¹		j ɔ ⁴²				
53			dʒ ɔ ʔ ³	dʒ o ʔ ³²			
57	kʰ j u ŋ ³²						kʰ j u ŋ ⁵³
58			ʔ o ʔ ⁵³	ʔ a̰u k ⁵			
59			g j ɛ m ⁵³	dʒ a m ⁴			
60	kʰ j a m ⁴¹		kʰ au ³²				
61				tʰ a ⁴		t aːu	
84	tʃʰ a ³		tʃʰ a ⁵⁴				
85						h b i n	pʰ ɛ n ³
95	b ɛ ⁵					p a	
102	l a ³		l a ²				
103				pʰ j a k ⁵			pʰ j i k ⁵
105	m i ⁵		m ɯ̃ ⁵²				
107	w ɔ m ³		w ø m ²				
108				d z o ³¹			d z a ŋ ³¹
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
114	n j æ̰ ṵ ʔ ⁵²		n j au k ⁵³				
115	dʒ ɔ ³		d z ə ⁴³				
118				m j a ŋ ³²			m ɔ ³
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
128			l a ⁵³	l ə			
129					kʰ w e ⁵⁵		kʰ w i ³²
134				dʒ au ŋ ⁵¹			dʒ u ŋ ⁵³
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
147			ʔ a ³			ʔ ə	
155			dʒ ɛ ⁵				d z u ŋ ³
162			j ɛ m ³			ʔ i m	
175					p j a ⁵⁵	p r a	
178						k au k	g ɔ k ⁴
194	l ɔ t ⁴³		l oi ʔ ³²				
201					s ɛ	s w aː	
202	n j e ŋ ³¹			n j ɛ n ³¹			
221	g w e ³		g w e ⁵³				
222			tʃʰ æ p ⁵³	tʃʰ ɛ ʔ ⁴³			
247			f w e ʔ ⁵³	f a k ⁵			
262	l ə ³					l eː	
