COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
78-1	m u ⁵						
82-1	n au ³						
87-1	ŋ a ³						
93-1	l a m ³						
94-1	n j ɔ ³						
100-1	s a n ³						
116-1	n j ɛ ³						
119-1	j a m ³						
124-1	d j u ³						
136-1	l i ³						
137-1	kʰ j a m ³						
144-1	s a t ⁵³						
145-1	d u ŋ ³						
146-1	m a ³						
150-1	d j u ³						
154-1	n j ei ³						
165-1	kʰ j a m ³						
166-1	d j ɔ ³						
169-1	d j u ³						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l a̰ m ³						
181-1	n j ɔ ʔ ³²						
193-1	b a ³						
205-1	n a ³						
206-1	n j æu ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l a m ³						
217-1	ʔ u ⁵						
224-1	n j u ⁵						
228-1	b au ³						
238-1	j au ³						
241-1	ʃ ɔ ³						
246-1	d j u ³						
256-1	ʔ au ³						
257-1	d j u ³						
272-1	m u ⁵						
273-1	d j u ³						
274-1	m a ŋ ³						
1-2		ŋ a ⁵²					
4-2		t a ⁵²					
18-2		n a p ⁵²					
19-2		ŋ a ⁵²					
44-2		ŋ a ⁵²					
50-2		t a ⁵²					
62-2		ŋ a ⁵²					
70-2		n a ʔ ⁵²					
75-2		k j a ⁵²					
97-2		t a ⁵²					
112-2		t a ⁵²					
122-2		m j a ⁵²					
127-2		ŋ a ⁵²					
132-2		ŋ a ⁵²					
133-2		ŋ a ⁵²					
135-2		n a p ⁵²					
142-2		t a ⁵²					
143-2		ŋ a ²³					
149-2		k au ⁵²					
152-2		n a ŋ ³					
157-2		n a ⁵²					
183-2		ʔ u ³					
184-2		n a ʔ ⁵²					
185-2		m ə ³					
189-2		m au ⁵²					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		t a ⁵²					
216-2		n a p ⁵²					
218-2		ŋ a ²³					
225-2		m ə ²³					
235-2		ŋ a ⁵²					
244-2		t a ⁵²					
253-2		m au ⁵²					
270-2		m ə ⁵²					
278-2		m j a ⁵²					
279-2		ŋ a ²³					
285-2		n a p ⁵²					
308-2		p i ³					
322-2		ŋ a ⁵²					
325-2		n a̰ ʔ ⁵²					
337-2		m au ŋ ³					
341-2		t a ⁵²					
347-2		n a ʔ ⁵²					
362-2		n a ⁵²					
391-2		n a ⁵²					
394-2		ŋ a ⁵²					
397-2		ŋ a ⁵²					
443-2		n a k ⁵²					
460-2		m au ⁵²					
463-2		ŋ a ³					
464-2		ʔ u ³					
473-2		t a ⁵²					
476-2		n a̰ ʔ ⁵²					
481-2		t a ⁵²					
494-2		k au ⁵²					
496-2		m a ⁵²					
516-2		ŋ a ³					
522-2		n a ʔ ⁵²					
523-2		ŋ a ⁵²					
524-2		n a̰ ʔ ⁵²					
540-2		m a ⁵²					
3-2		p a ²³					
6-2		k au ⁵²					
7-2		n a ⁵²					
20-2		n a ⁵²					
39-2		m j a ⁵²					
51-2		ŋ a ⁵²					
72-2		n a ⁵²					
94-2		m au ⁵²					
100-2		k j a ⁵²					
116-2		ŋ a ⁵²					
136-2		ŋ a ⁵²					
137-2		k j a ⁵²					
139-2		ŋ a ⁵²					
150-2		k au ⁵²					
154-2		ŋ a ⁵²					
166-2		n a p ⁵²					
169-2		ŋ a ⁵²					
170-2		p w i ³					
171-2		ŋ a ⁵²					
174-2		t a ⁵²					
181-2		m j a ⁵²					
205-2		n a ʔ ⁵²					
206-2		m au ⁵²					
214-2		m a ŋ ²³					
217-2		ʔ u ³					
224-2		n a p ⁵²					
228-2		p a ⁵²					
246-2		ŋ a ⁵²					
256-2		ʔ a ⁵²					
257-2		t a̰ ʔ ⁵²					
273-2		ʔ a ⁵²					
1-3			m au ³				
4-3			l a ³				
18-3			m j e ³				
19-3			n ə k ³²				
44-3			l o ŋ ³²				
50-3			b j e ³				
62-3			ʃ e ³¹				
70-3			m j ɔ ⁴				
75-3			m j o k ³²				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ u ³²				
122-3			m j o k ⁵³				
127-3			g e ³¹				
132-3			n ɔ ʔ ³				
133-3			m j e ³				
135-3			m j e ³				
142-3			d u ³²				
143-3			n ə k ³²				
149-3			ʔ o ʔ ⁵³				
152-3			m j e ³				
157-3			b ɔ ⁴				
183-3			m au ³				
184-3			n ə k ³²				
185-3			tsʰ a m ³				
189-3			m j ɔ ʔ ³				
192-3			n ə k ³²				
195-3			n ə k ⁵³				
200-3			g a n ³				
216-3			s e n ³				
218-3			l ɔ̰ ʔ ³				
225-3			g au ⁵				
235-3			kʰ e ³				
244-3			ʃ e ³¹				
253-3			m ə ³				
270-3			m j o k ³²				
278-3			m j o ŋ ³				
279-3			j u ³				
285-3			j au ³				
308-3			d ɛ m ³				
322-3			m j e ³				
325-3			b au ³				
337-3			m j ɔ ⁴				
341-3			d z ɔ ⁴				
347-3			ʃ o k ³²				
362-3			j e ³				
391-3			j au ³¹				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j au ³				
460-3			s au ³				
463-3			n ə k ⁵³				
464-3			kʰ o ŋ ³¹				
473-3			b ɔ ʔ ⁵³				
476-3			kʰ j o k ³²				
481-3			m e ³				
494-3			g ai n ³				
496-3			j a ŋ ³				
516-3			j u ³				
522-3			n ɔ ʔ ⁵²				
523-3			ʃ j au ³¹				
524-3			m j e ³				
540-3			b ɔ ³				
3-3			b j e ³¹				
6-3			g e ⁵¹				
7-3			d a m ³				
20-3			n æ p ³				
39-3			m j o k ³²				
51-3			m ³				
64-3			g au ³				
65-3			g o k ³²				
66-3			d ɔ ³				
71-3			ʃ e ³¹				
72-3			ʔ a ³				
76-3			m j u ³				
77-3			m j au ³				
78-3			m j ɔ ⁴				
82-3			b a ŋ ⁵				
87-3			m o̰i ʔ ³				
93-3			l a m ³				
94-3			m j e ³				
100-3			h ɔ ʔ ⁵³				
116-3			kʰ o ³				
119-3			g ɔ ³¹				
124-3			b j ɔ ³				
136-3			l ə ³				
137-3			kʰ au ³				
139-3			m j o ŋ ³²				
144-3			s au ³¹				
145-3			d o ŋ ⁵¹				
146-3			m j o k ³²				
150-3			g j u ³²				
154-3			m j au ³				
165-3			g ə ⁵				
166-3			ʃ j au ³¹				
169-3			g j au ³¹				
170-3			b j ɔ ³¹				
171-3			j a ŋ ³¹				
174-3			l æ̰ m ³				
181-3			m j ɔ ʔ ³				
193-3			b e ³				
205-3			n ɔ̃ ʔ ⁵³				
206-3			m j ɔ ⁴				
212-3			d ɔ ʔ ⁵²				
214-3			kʰ o ŋ ³				
217-3			ʔ a ³				
224-3			m j au ³				
228-3			b ɔ ⁵				
238-3			j e ³				
241-3			ʃ o ⁵				
246-3			g j ɔ ³¹				
256-3			ʔ a ⁵³				
257-3			b ə ⁵				
272-3			m ɔ ³				
273-3			ʔ a ⁵³				
274-3			m ə ŋ ³				
1-4				m a ³²			
4-4				l a ³²			
18-4				m j a ³			
19-4				m j ɔ ³			
44-4				l au ³			
50-4				m j a m ³			
62-4				s a m ³			
70-4				b au ³¹			
75-4				m i t ⁵⁴			
97-4				tʃʰ a ³²			
112-4				m au ³			
122-4				m j æu ʔ ⁴²			
127-4				d au ³			
132-4				b au ³			
133-4				m j u ³			
135-4				m j ɔ ³			
142-4				d z ɔ ³⁵			
143-4				ŋ ɔ ʔ ⁵⁴			
149-4				d au ³			
152-4				m j a̰ ³			
157-4				b a ³²			
183-4				ʔ au ²			
184-4				g au ³			
185-4				tsʰ a m ³²			
189-4				m j ɔ ʔ ³²			
192-4				n a̰ ³			
195-4				m j ɔ ³			
200-4				dʒ i t ⁵			
216-4				s a ŋ ³			
218-4				l o ʔ ³²			
225-4				s a ŋ ³			
235-4				kʰ i t ⁵⁴			
244-4				s a m ³			
253-4				m ə ²			
270-4				m j a ³			
278-4				m j a ³			
279-4				ŋ a m ³			
285-4				ʔ i t ⁵⁴			
308-4				dʒ i t ⁵⁴			
322-4				m j ɔ ³			
325-4				kʰ au ³			
337-4				m j a ŋ ³			
341-4				d z o ⁵			
347-4				ʃ a ³²			
362-4				j o̰ ʔ ⁵⁴			
391-4				m ḭ ʔ ⁵⁴			
394-4				m au ³			
397-4				tʃʰ i t ⁵⁴			
443-4				m ḭ ʔ ⁵⁴			
460-4				dʒ i t ⁵⁴			
463-4				p ai ²			
464-4				ʔ au ²			
473-4				s a ³			
476-4				kʰ j æu ʔ ⁴²			
481-4				tsʰ au ³			
494-4				dʒ i t ⁵⁴			
496-4				b j a ³			
516-4				m ai ²			
522-4				n o ʔ ³²			
523-4				m j a̰ ³			
524-4				m j ɔ ³			
540-4				kʰ au ³			
3-4				b au ³¹			
6-4				g au ²			
7-4				d u ʔ ⁵			
20-4				n o̰ ʔ ⁵⁴			
39-4				m j ɔ ³			
51-4				m ai ²			
64-4				g au ŋ ³²			
65-4				g au k ³²			
66-4				d au ³			
71-4				ʃ i t ⁵⁴			
72-4				ʔ au ²			
76-4				m au ³			
77-4				m j ɔ ³			
78-4				m a ³²			
82-4				d a ŋ ³			
87-4				ŋ a ³			
93-4				l a ³²			
94-4				m ḭ t ⁵⁴			
119-4				p a m ³			
124-4				m j a̰ ³			
136-4				l a ²			
137-4				kʰ j o ʔ ⁵⁴			
139-4				m i t ⁵⁴			
144-4				s a ʔ ⁵⁴			
145-4				d au ³¹			
146-4				m a ³²			
150-4				j o ʔ ³²			
154-4				m ḭ ʔ ⁵⁴			
165-4				g au ²			
166-4				m j ɔ ³⁵			
169-4				dʒ i t ⁵			
170-4				b j ɔ ³			
174-4				b j a̰ ³			
181-4				m j ɔ ʔ ³²			
193-4				b a m ³			
205-4				m a̰ ³			
206-4				m j ɔ ³			
212-4				l o ʔ ³²			
217-4				ʔ au ²			
224-4				m j a ³			
228-4				b o ʔ ⁵⁴			
238-4				j a ³²			
241-4				ʃ a ³²			
246-4				g j au ³			
256-4				ʔ au ²			
257-4				d au ³			
272-4				m a m ³			
273-4				ʔ au ²			
274-4				m a ³²			
1-5					ʃ o ³¹		
4-5					m j a ³¹		
18-5					ʃ i ³¹		
19-5					n ʊ ʔ ³¹		
44-5					l a ʔ ³¹		
50-5					ʃ i		
62-5					ʃ i ³¹		
70-5					n a ʔ ³¹		
75-5					m o ʔ ³¹		
97-5					ʃ o ³¹		
112-5					ʃ i ³¹		
122-5					j u ⁵⁵		
127-5					k ə		
132-5					n ʊ ʔ ³¹		
133-5					n ʊ ʔ ³¹		
135-5					ʃ i ³¹		
142-5					ʃ o ³¹		
143-5					ʃ i		
149-5					n a ʔ ³¹		
152-5					n a ʔ ³¹		
157-5					n a ʔ ³¹		
183-5					ʔ ai ʔ ³¹		
184-5					n ʊ ʔ ³¹		
185-5					ʃ i ³¹		
189-5					tʰ o ³¹		
192-5					n ʊ ʔ ³¹		
195-5					n ʊ ʔ ³¹		
200-5					ʃ i ³¹		
216-5					ʃ i ³¹		
218-5					n ʊ ʔ ³¹		
225-5					ʃ i ³¹		
235-5					ʃ i ³¹		
244-5					ʃ e ³¹		
253-5					ʃ e ³¹		
270-5					ʃ i ³¹		
278-5					n ʊ ŋ		
279-5					ʃ i ³¹		
285-5					n a ʔ ³¹		
308-5					ʃ i ³¹		
322-5					ʃ i ³¹		
325-5					ʃ o ³¹		
337-5					n ʊ ŋ		
341-5					m o ³¹		
347-5					ʃ i ʔ ³¹		
362-5					n ʊ ʔ ³¹		
391-5					n i ʔ ³¹		
394-5					n ʊ ʔ ³¹		
397-5					ʃ e ³¹		
443-5					n ʊ ʔ ³¹		
460-5					ʃ i ³¹		
463-5					ʃ i ³¹		
464-5					ʔ a ³¹		
473-5					s i ³¹		
476-5					ʃ i ʔ ³¹		
481-5					ʃ i ³¹		
494-5					ʃ i ³¹		
496-5					m ɔ ŋ ³¹		
516-5					ʃ i		
522-5					n ʊ ʔ ³¹		
523-5					ʃ e		
524-5					n a ʔ ³¹		
540-5					x o ʔ ³¹		
39-5					ʃ i ³¹		
64-5					n a ʔ ³¹		
65-5					n a ʔ ³¹		
66-5					t o ³¹		
71-5					ʃ i ³¹		
72-5					n a ʔ ³¹		
76-5					ŋ u ⁵⁵		
77-5					n a ʔ ³¹		
78-5					ŋ u ⁵⁵		
82-5					s ə		
87-5					ŋ a ³¹		
93-5					k ə		
100-5					ʃ e		
116-5					l a ³¹		
119-5					m j e ³¹		
124-5					h a ³¹		
136-5					ʃ i ³¹		
139-5					ʃ i ³¹		
144-5					ʃ e ʔ ³¹		
145-5					m ɔ ŋ ³¹		
146-5					ʃ o ³¹		
165-5					n ʊ ʔ ³¹		
171-5					ʃ i ³¹		
193-5					n a ʔ ³¹		
212-5					t o ʔ ³¹		
214-5					l ʊ ʔ ³¹		
238-5					n a ʔ ³¹		
241-5					ʃ i		
246-5					ʃ o ³¹		
256-5					n a ʔ ³¹		
257-5					ʃ i		
272-5					m o ³¹		
274-5					l ə		
1-6						k au k	
4-6						h l a	
18-6						m j a	
19-6						h n a m	
44-6						h l aː	
50-6						kʰ j a	
62-6						k a m	
70-6						p a k	
75-6						m a k	
97-6						tsʰ a ŋ	
112-6						k a	
122-6						m j a	
127-6						k a	
132-6						w a m	
133-6						n a	
135-6						n a	
142-6						k j a	
143-6						p a k	
149-6						p a	
152-6						n a ŋ	
157-6						p aː	
183-6						p a	
184-6						n a k	
185-6						tsʰ a m	
189-6						m aː	
192-6						n a	
195-6						n a	
200-6						k a	
216-6						s e	
218-6						h l a k	
225-6						k a	
235-6						k a	
244-6						s e	
253-6						k aˀ	
270-6						h m a k	
278-6						m aː	
279-6						t a m	
285-6						j a	
308-6						p a k	
322-6						h m a	
325-6						k w iː	
337-6						m aː	
341-6						k aˀ	
347-6						s a k	
362-6						r a	
391-6						k aˀ	
394-6						h m aː	
397-6						k aˀ	
443-6						n a ts	
460-6						k a m	
463-6						k a	
464-6						r a k	
473-6						k a m	
476-6						kʰ j a	
481-6						p a	
494-6						k a m	
496-6						l a m	
516-6						ŋ aː	
522-6						n a	
523-6						h l aː	
524-6						n a ŋ	
540-6						k a	
3-6						p a k	
6-6						k a	
7-6						k a	
20-6						m a	
39-6						ŋ ai	
51-6						ŋ ai	
64-6						k a	
65-6						k a m	
66-6						p eː	
71-6						s aː	
72-6						k aˀ	
76-6						k aˀ	
77-6						m j a k	
78-6						k au ŋ	
82-6						p a	
87-6						h n aˀ	
93-6						h l a m	
94-6						ŋ aː	
100-6						k j a	
116-6						h l a	
119-6						w a	
124-6						p a	
137-6						k j a	
139-6						m ai	
144-6						s a ts	
145-6						k a ŋ	
146-6						k aˀ	
150-6						k a k	
154-6						h m a	
165-6						k a	
166-6						k j a	
169-6						k j a	
170-6						p eː	
171-6						j a k	
174-6						l eː	
181-6						m j a	
193-6						p a	
205-6						h n a k	
206-6						p a	
212-6						k a k	
214-6						k a m	
217-6						p a k	
224-6						m j w i	
228-6						p w i	
238-6						r aː	
241-6						k aˀ	
246-6						k j a	
257-6						p a	
272-6						h m a	
273-6						p aˀ	
274-6						h m aː	
1-7							m au ³²
4-7							l a m ⁵³
18-7							m j ɔ ⁵³
19-7							m i ³
44-7							ʃ a ŋ ³
50-7							ʃ ɔ ⁵³
62-7							s ɪ k ⁵⁴
70-7							b j ɔ ³
75-7							m j ɔ ³
97-7							d a ŋ ⁵³
112-7							ʃ ɔ ³
122-7							m j u ʔ ³
127-7							kʰ i ⁵³
132-7							m j ɔ ³
133-7							m j ɔ ³
135-7							m au ³²
142-7							d z au ³¹
143-7							n ɔ ³
149-7							t ʔ p ⁵
152-7							ŋ ɔ ³
157-7							d ɔ ⁵³
183-7							ʔ u ³
184-7							n ɔ ³
185-7							l a m ³
189-7							m j ɔ ³
192-7							m j ɔ ³
195-7							n ɔ ³
200-7							g i ⁴³
216-7							ʃ a m ⁵³
218-7							l ɔ ʔ ³²
225-7							ʃ a m ⁵³
235-7							kʰ w i ⁵³
244-7							l a ŋ ³¹
253-7							m w i ⁵³
270-7							m j ɔ ³
278-7							m ɔ ³
279-7							m j ɔ ⁵³
285-7							m i ⁵³
308-7							b a ³¹
322-7							m i ³
325-7							tʃʰ au ³¹
337-7							m j ɔ ⁵³
341-7							kʰ ɔ ⁵³
347-7							ʃ ɔ ³
362-7							m i ⁵³
391-7							m i ³
394-7							m ɔ ³
397-7							tʰ i ⁵³
443-7							m j ɔ ³
460-7							s ɔ ʔ ³²
463-7							m j ɔ ⁵³
464-7							ʔ i ⁵
473-7							ʃ a m ⁵³
476-7							kʰ j u ʔ ³²
481-7							kʰ u ŋ ⁵³
494-7							d a p ⁵
496-7							ʃ a ŋ ⁵³
516-7							m i ³
522-7							n ɔ ʔ ³²
523-7							pʰ j ɔ ⁵³
524-7							n ɔ ³
540-7							kʰ j ɔ ⁵³
3-7							b w i ³¹
6-7							g ɔ ⁵³
7-7							d a ŋ ⁵³
20-7							m j ɔ ⁵³
39-7							m i ³
51-7							n ɔ ³²
64-7							g u ŋ ⁵³
65-7							k ṵ ʔ ³²
66-7							d z au ³¹
71-7							ʃ i ³¹
76-7							m w i ⁵³
77-7							m j a̰ ⁵³
78-7							m w i ³²
82-7							d ɔ ŋ ³
87-7							m ɔ ³
93-7							m i ⁵³
94-7							m ɔ ³
100-7							ʃ ɔ ³
116-7							l ɔ ³
119-7							m i ⁵³
124-7							pʰ ɔ ³
136-7							dʒ ai ⁵³
137-7							kʰ j w i ³²
139-7							m j ɔ ³
144-7							s a t ⁵⁴
145-7							d u ŋ ⁵³
146-7							m w i ³²
150-7							g a p ⁵
154-7							m j ɔ ³²
165-7							g a n ³
166-7							pʰ j ɔ ⁴
169-7							g j ɔ ⁵³
170-7							b j ɔ ³¹
171-7							ʃ ɔ ⁵³
174-7							l a m ⁵³
181-7							m j ɔ ʔ ³
193-7							kʰ ɔ ⁵³
205-7							n ɪ k ⁵
206-7							m j ɔ ³
212-7							d ɔ ʔ ⁵
214-7							l a m ⁵³
217-7							ʔ u ³
224-7							m j ɔ ³
228-7							b au ³¹
238-7							m au ³²
241-7							ʃ i ⁵³
256-7							m j ɔ ⁵³
272-7							m ɔ ³
273-7							ʔ i ³
274-7							m w i ⁵³
