COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-2		m au ⁵²					
4-2		l ḛ ²³					
18-2		m j a n ²³					
19-2		n e ʔ ⁵²					
44-2		l au ʔ ²³					
50-2		x a ŋ ³					
62-2		s a k ⁵²					
70-2		p j e ⁵²					
75-2		m ḛ ²³					
97-2		tʃʰ a ŋ ²³					
112-2		tʰ a ²³					
122-2		m j au ʔ ⁵²					
127-2		kʰ w i ²³					
132-2		v w a ⁵²					
133-2		n au ⁵²					
135-2		n au ²³					
142-2		t w i ³					
143-2		ŋ a̰ ʔ ⁵²					
149-2		ɣ ṵ ²³					
152-2		ŋ ə					
157-2		p a ²³					
183-2		ʔ u					
184-2		n au ʔ ²³					
185-2		tsʰ i ³					
189-2		m j a ²³					
192-2		n ã ³					
195-2		n e ³					
200-2		k i ʔ ²³					
216-2		s a ŋ ²³					
218-2		l a̰ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ i ³					
244-2		s w i ²³					
253-2		m ɛ ³					
270-2		m i ⁵²					
278-2		m a ŋ ²³					
279-2		w a ²³					
285-2		j a̰ m ²³					
308-2		t ṵ ḭ ²³					
322-2		m i ⁵²					
325-2		kʰ au ²³					
337-2		m j a̰ ŋ ⁵²					
341-2		t a ⁵²					
347-2		ʃ au ²³					
362-2		ɣ ḭ ²³					
391-2		j a̰ p ³					
394-2		m a ⁵²					
397-2		tʃʰ ə ²³					
443-2		n j æ̰ p ⁵²					
460-2		s ḛ ʔ ⁵²					
463-2		v e ³					
464-2		ʔ a ŋ ³					
473-2		s a m ³					
476-2		kʰ j au p ⁵²					
481-2		tʰ ai ³					
494-2		k o̰ ²³					
496-2		x a ŋ ²³					
516-2		v e ⁵²					
522-2		n a ʔ ⁵²					
523-2		pʰ j u ³					
524-2		n ẽ ³					
540-2		kʰ a ²³					
3-2		p w i ³					
6-2		k ḭ ³					
7-2		ts a̰ m ³					
20-2		n e ²³					
39-2		m i ³					
51-2		n w i ³					
72-2		ʔ a					
94-2		m e ³					
100-2		s au n ²³					
116-2		l a ⁵²					
136-2		l w i ⁵²					
137-2		kʰ j u ³					
139-2		m i ⁵²					
150-2		ɣ ɔ ʔ ²³					
154-2		m e ³					
166-2		pʰ j a ³					
169-2		k j a̰ ŋ ³					
170-2		p j a ⁵²					
171-2		j o ŋ					
174-2		l ẽ ³					
181-2		m j a ʔ ²³					
205-2		n au ⁵²					
206-2		m j ɛ ⁵²					
214-2		l a m ⁵²					
217-2		w u ³					
224-2		n j a̰u ŋ ²³					
228-2		p au ⁵²					
246-2		k j ɛ ³					
256-2		ʔ a					
257-2		v a ³					
273-2		ʔ a ³					
286-2		kʰ a m ²³					
307-2		n e ʔ ⁵²					
335-2		k j a					
342-2		m j ṵ ŋ ³					
376-2		s j ɛ ²³					
389-2		n a̰ k ⁵²					
404-2		ts aː ŋ ³					
408-2		t a̰u ⁵²					
413-2		ts a̰ n ²³					
421-2		n a p ⁵²					
430-2		tʃʰ ə ²³					
458-2		s u ⁵²					
470-2		t a ⁵²					
475-2		ŋ a ⁵²					
477-2		n a̰u t ⁵²					
478-2		ʃ ɛ t ⁵²					
480-2		k au ⁵²					
485-2		m j a ⁵²					
495-2		ŋ ai ³					
499-2		m j ṵ̃ ³					
500-2		n j a̰ p ⁵²					
506-2		ts ḛ ʔ ⁵²					
509-2		l a ŋ ²³					
525-2		n j ṵ ŋ ³					
22-2		k a̰ː ⁵²					
28-2		p w i ³					
1-3			m au ³				
4-3			l a ⁵				
18-3			m j eː ŋ ⁵				
19-3			n j eː ⁵				
44-3			l o k ³				
50-3			ʃ ə ŋ ⁵²				
62-3			s ə k ⁵⁴				
70-3			b ai n ⁴				
75-3			m j ɔ ʔ ²				
97-3			tʃʰ a ŋ ⁵⁴				
112-3			tsʰ o ⁵				
122-3			m j o k ³²				
127-3			kʰ w e ³²				
132-3			w u ʔ ³				
133-3			n ũ ³				
135-3			n au ⁴				
142-3			d z i ⁵²				
143-3			ŋ ɔ̰ ʔ ⁵²				
149-3			w ɨ̰ ʔ ⁵³				
152-3			ŋ ə ³				
157-3			p u ⁵				
183-3			w ə ⁵				
184-3			n o ʔ ⁵¹				
185-3			tsʰ æ m ⁵³				
189-3			m j ɔ̃ ʔ ⁴				
192-3			n ũ ³				
195-3			n ai ³				
200-3			g ai n ⁵³				
216-3			s ə ŋ ⁵				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ⁵³				
244-3			s oi ⁵				
253-3			m e ⁴				
270-3			m e ⁴				
278-3			m j ə ŋ ³¹				
279-3			w ə ⁴				
285-3			j ɛ̰ m ⁴				
308-3			b i ⁵				
322-3			m ɪ ⁴				
325-3			kʰ au ⁵				
337-3			m j a ŋ ³¹				
341-3			d z ɔ ³				
347-3			ʃ j o ʔ ³¹				
362-3			j ḭ ³¹				
391-3			j ø p ⁴²				
394-3			m ɔ ʔ ²¹				
397-3			tʃʰ e ⁵				
443-3			n j ø p ⁵³				
460-3			s a̰i ʔ ⁴²				
463-3			ɣ ɨ ³¹				
464-3			ʔ õ ŋ ⁵⁴				
473-3			s ɛ m ³				
476-3			kʰ j o k ⁵³				
481-3			tsʰ e ³				
494-3			g e ³				
496-3			ʃ j ə ŋ ⁴³				
516-3			w e ²				
522-3			n ɔ̃ ʔ ³				
523-3			pʰ j u ⁴³				
524-3			n e ³¹				
540-3			kʰ ɔ ⁴				
3-3			b e ⁵¹				
6-3			k ḭ ⁵³				
7-3			dʒ ɛ ⁵³				
20-3			n æ p ³²				
39-3			m j ḛ ⁵³				
51-3			ŋ ⁵²				
64-3			g o ŋ ³				
65-3			g o k ⁵³				
66-3			d z u ⁴				
71-3			ʃ i ⁴				
72-3			ʔ a ³				
76-3			w ɔ ³				
77-3			m j u k ³				
78-3			m au ³¹				
82-3			pʰ ə ŋ ⁴⁵				
87-3			ŋ ɔ ³				
93-3			l æ m ⁵				
94-3			m j e ŋ ³²				
100-3			s oi n ⁴²				
116-3			l o ³				
119-3			w u ʔ ³⁴				
124-3			b j u ³				
136-3			l i ³				
137-3			kʰ j au ³²³				
139-3			m e ³				
144-3			s oi ʔ ⁵³				
145-3			d o ŋ ⁵¹				
146-3			m au ³⁵				
150-3			g j ɔ ʔ ³²				
154-3			m j ũ ⁴¹				
165-3			kʰ j æ m ⁵²				
166-3			pʰ j ɔ ⁴²				
169-3			k j a̰ ŋ ⁵²				
170-3			b j ɔ ³				
171-3			j a ŋ ³				
174-3			l æ m ²¹				
181-3			m j ɔ̃ ʔ ⁴				
193-3			b ə ³				
205-3			n o̰i ʔ ⁵³				
206-3			m ɨ ³²				
212-3			tʃʰ ɔ ʔ ⁵³				
214-3			l ɛ m ²				
217-3			w u ⁴				
224-3			n j a̰u ⁵				
228-3			b au ⁴				
238-3			j au ⁴¹				
241-3			ʃ u ⁵				
246-3			k j ṵ ⁵				
256-3			ʔ a ³				
257-3			pʰ o ʔ ⁵³				
272-3			m ɔ̃ ⁴				
273-3			ʔ a ⁴				
274-3			m a ŋ ⁴				
286-3			kʰ æ m ⁴				
289-3			kʰ o ŋ ⁴²				
294-3			w ə ⁵				
301-3			j ɔ̰ ʔ ³				
306-3			tʃʰ w ɛ p ⁵³				
307-3			ŋ æ̃ p ⁵³				
321-3			tʰ a ŋ ⁴				
331-3			m j ɔ̃ ³				
332-3			l æ̰ m ³				
335-3			g j ɔ ³¹				
336-3			n æ m ³¹				
340-3			ŋ au ³¹				
342-3			m j au ⁵³				
360-3			dʒ w ɛ p ⁴²				
376-3			s ɛ ʔ ⁵²				
389-3			n ə k ³²				
395-3			n o ²³				
401-3			ʃ e ³²				
404-3			d z o ŋ ²				
408-3			d ɔ ²				
409-3			l ɔ ³¹				
413-3			d w e n ³				
421-3			m j o k ³²				
425-3			b j e ³				
430-3			tʃʰ e ⁴³				
442-3			d u ³				
447-3			tʰ o ŋ ⁴				
456-3			g ɔ ⁴				
458-3			ʃ o ⁵				
469-3			kʰ au ³				
470-3			d ai ³				
475-3			m ³				
477-3			n j ẽ ʔ ⁵³				
478-3			ʃ e t ⁵³				
480-3			g au ³				
485-3			m j õ ³⁵				
495-3			ŋ e ³¹				
499-3			m j ã ŋ ³²				
500-3			n j w ɛ̃ m ³²				
501-3			tʰ u ³²				
506-3			dʒ æ p ⁵³				
507-3			n ɔ̃ ʔ ³				
509-3			l ə ŋ ⁴				
510-3			b j ə ŋ ⁴				
511-3			l ɔ̰ ʔ ³				
521-3			h au ³				
525-3			n j au ³¹				
538-3			tʃʰ au ³¹				
539-3			dʒ e ŋ ³²				
544-3			k j o̰ ʔ ⁵³				
550-3			tʰ ɔ ʔ ⁵²				
562-3			m j o ŋ ³				
568-3			g e ³¹				
2-3			kʰ o ŋ ³¹				
11-3			s ə ŋ ⁴³				
12-3			j ɔ ʔ ³¹				
22-3			g o ŋ ⁵¹				
28-3			b ø ⁵³				
1-4				m o ʔ ³⁵			
4-4				l o̰ ⁴³			
18-4				m ḭ ⁵			
19-4				n a ³¹			
44-4				l au ⁴³			
50-4				x a ŋ ⁴²			
62-4				s a k ⁵			
70-4				p ḛ n ⁴			
75-4				m j o ʔ ²⁴			
97-4				tʃʰ a ³			
112-4				tsʰ o ⁴³			
122-4				m j æu ʔ ³¹			
127-4				kʰ a ²			
132-4				v ɔ ʔ ³²			
133-4				n o ŋ ⁴			
135-4				n o ŋ ³			
142-4				d z œ i ³¹			
143-4				ŋ ɔ̰ ʔ ⁵⁴			
149-4				au ⁵⁴			
152-4				ŋ o ³			
157-4				p o̰ ³			
183-4				ʔ au ³			
184-4				n au ʔ ⁴²			
185-4				tsʰ e ⁴¹			
189-4				m j ɔ ʔ ³²			
192-4				n o̰ ⁴¹			
195-4				n o ³			
200-4				kʰ ə t ³			
216-4				s a ŋ ³²			
218-4				l o ʔ ³²			
225-4				s a ŋ ⁴³			
235-4				kʰ i t ⁵³			
244-4				s a ²			
253-4				m j ɪ ²			
270-4				m ḭ ⁴			
278-4				m a̰ ŋ ³¹			
279-4				v o ²			
285-4				j a̰ m ³¹			
308-4				b j e ³²			
322-4				m i ⁴³			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ⁴			
341-4				d z o ⁴			
347-4				ʃ au t ⁵³			
362-4				ɣ i ²			
391-4				j a̰ p ⁵			
394-4				m o ʔ ³²			
397-4				tʃʰ i t ⁵⁴			
443-4				n j a̰ p ⁵			
460-4				s ḛ ʔ ⁵⁴			
463-4				w ai ³			
464-4				ʔ au n ⁴			
473-4				s a m ⁴²			
476-4				kʰ j æu k ⁵⁴			
481-4				tsʰ e ⁵³			
494-4				ɣ i ³⁵			
496-4				x a ŋ ³			
516-4				w a ³⁴			
522-4				n o ʔ ²¹			
523-4				pʰ j u ³			
524-4				n e ³			
540-4				kʰ o ⁵			
3-4				b a ³¹			
6-4				g i ⁵²			
7-4				dʒ a̰ m ³¹			
20-4				n ɛ ʔ ³²			
39-4				m i ʔ ³			
51-4				ŋ oi ⁴²			
64-4				g ɔ ŋ ³¹			
65-4				k a̰u ʔ ⁵⁴			
66-4				d z au ⁴			
71-4				ʃ i ⁴³			
72-4				ʔ a ³			
76-4				v o ⁴			
77-4				m a̰ k ⁴²			
78-4				m o k ⁴³			
82-4				pʰ au ŋ ⁴			
87-4				ŋ o ʔ ³			
93-4				l e ⁴			
94-4				m i ²³			
119-4				w e ⁴¹			
124-4				p j ṵ ⁵²			
136-4				l œ i ³			
137-4				kʰ j o ʔ ⁵²			
139-4				m ḭ ⁴³			
144-4				s ai t ⁵⁴			
145-4				d au ŋ ⁴¹			
146-4				m o̰ k ⁵			
150-4				ɣ ɔ ʔ ³²			
154-4				m o̰i ³²			
165-4				k a̰ n ³			
166-4				pʰ j ɔ ³¹			
169-4				g j a̰ ²¹			
170-4				b j ɔ ²			
174-4				l e ³¹			
181-4				m j ɔ ʔ ³			
193-4				b ə ³²			
205-4				n a̰ ḭ ʔ ⁵⁴			
206-4				m o̰ k ⁴			
212-4				tʃʰ o ʔ ⁵⁴			
217-4				ʔ au ³¹			
224-4				n j o̰ ʔ ⁵			
228-4				b au ŋ ³¹			
238-4				ɣ o k ³			
241-4				ʃ ɔ ³²			
246-4				g j œ ²			
256-4				j ɪ p ²			
257-4				pʰ ɔ ⁴³			
272-4				m ɔ ⁴			
273-4				j ə ²			
274-4				m a ²			
286-4				kʰ a m ³			
289-4				kʰ au ŋ ³¹			
294-4				ʔ au ²			
301-4				ɣ o ʔ ³²			
306-4				kʰ j æ p ⁵			
307-4				ŋ ḛ ʔ ⁵⁴			
321-4				tʰ a ³²			
331-4				m i ³			
332-4				l e ³²			
335-4				g j o ⁵			
336-4				n j e ³			
340-4				ŋ o ʔ ³²			
342-4				m j u ʔ ³			
360-4				dʒ a̰ p ⁵⁴			
389-4				n a̰ k ⁵⁴			
395-4				n o ²³			
401-4				ʃ i t ⁵⁴			
404-4				d z au ŋ ³			
408-4				d u ⁴²			
409-4				l o ³			
413-4				d u m ⁵⁴			
421-4				n a p ⁴			
425-4				p j i t ⁵⁴			
430-4				tʃʰ i t ⁵⁴			
442-4				d au t ⁴			
447-4				tʰ au n ⁵			
456-4				g o ³⁴			
458-4				ʃ ɪ ⁵⁴			
469-4				kʰ o ʔ ⁵⁴			
470-4				d e ³			
475-4				ŋ ɔ ³⁵			
477-4				n a̰ ḭ ʔ ⁵⁴			
478-4				ʃ ø ʔ ⁵			
480-4				g o k ⁴³			
485-4				m j ɔ ⁴⁵			
495-4				ŋ ai ²³			
499-4				m j a̰ ³			
500-4				m j a̰ m ⁵			
501-4				tʰ au ³			
507-4				n o ʔ ⁴³			
510-4				b j a ŋ ³⁴			
511-4				l o ʔ ³			
521-4				ʔ ai ³¹			
525-4				n j o̰ ʔ ⁴²			
538-4				tʃʰ o k ⁵⁴			
539-4				dʒ ɪ n ³²			
544-4				k j a̰u ʔ ⁵³			
550-4				tʰ o ʔ ⁵⁴			
562-4				m j æu ŋ ⁴⁵			
568-4				g ai ²			
2-4				g au ŋ ⁵¹			
11-4				s a ŋ k ⁵³			
12-4				j a ⁴¹			
22-4				g au ³¹			
28-4				b a ³¹			
1-5					m u ³¹		
4-5					l a ³¹		
18-5					m eɪ ³¹		
19-5					n i ³¹		
44-5					l o ʔ ³¹		
50-5					ʃ ai ŋ ⁵⁵		
62-5					ʃ ai ʔ ³¹		
70-5					p ɛ ³¹		
75-5					m j o ʔ ³¹		
97-5					ʃ o ³¹		
112-5					sʰ a ³¹		
122-5					m j ai ŋ ⁵⁵		
127-5					kʰ w i ³¹		
132-5					w ʊ ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					sʰ w i ⁵⁵		
143-5					ŋ a ³¹		
149-5					ʔ u ³¹		
152-5					ŋ a ³¹		
157-5					p a ³¹		
183-5					ʔ o ³¹		
184-5					n o k ʔ ³¹		
185-5					sʰ ɛ ⁵⁵		
189-5					j u ʔ ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ³¹		
200-5					t i		
216-5					ʃ ai ŋ ³¹		
218-5					l ʊ ʔ ³¹		
225-5					ʃ ai ŋ ³¹		
235-5					kʰ i ⁵⁵		
244-5					ʃ w i ³¹		
253-5					m i ⁵⁵		
270-5					m i ⁵⁵		
278-5					m ai ŋ ⁵⁵		
279-5					w a ⁵⁵		
285-5					ʔ ai ŋ ⁵⁵		
308-5					pʰ j e ³¹		
322-5					m i ³¹		
325-5					kʰ u ³¹		
337-5					m j o ⁵⁵		
341-5					s a ³¹		
347-5					ʃ o ʔ ³¹		
362-5					ɹ i ʔ ⁵⁵		
391-5					ʔ ai ʔ ³¹		
394-5					m ʊ ʔ ³¹		
397-5					ʃ i ʔ ³¹		
443-5					m j a ʔ ³¹		
460-5					ʃ i ʔ ⁵⁵		
463-5					w i ʔ ⁵⁵		
464-5					ɹ ɔ ŋ ³¹		
473-5					ʃ a ŋ ³¹		
476-5					k ɔ ŋ ⁵⁵		
481-5					c a t ⁵⁵		
494-5					tsʰ i ³¹		
496-5					x r ai ŋ ⁵⁵		
516-5					w e ³¹		
522-5					n u ʔ ³¹		
523-5					pʰ j u ʔ ⁵⁵		
524-5					n ɛ ³¹		
540-5					kʰ a ³¹		
39-5					m j i ⁵⁵		
64-5					kʰ o ³¹		
65-5					kʰ w e ⁵⁵		
66-5					sʰ u ³¹		
71-5					ʃ i ³¹		
72-5					ʔ a		
76-5					w a ³¹		
77-5					m ai ʔ ³¹		
78-5					m u ⁵⁵		
82-5					p j o		
87-5					ŋ u ʔ ³¹		
93-5					ɹ ɛ ³¹		
100-5					ʃ w e ³¹		
116-5					l a ³¹		
119-5					w e ⁵⁵		
124-5					pʰ j u ʔ ⁵⁵		
136-5					l i ³¹		
139-5					m i ³¹		
144-5					ʃ a ʔ ³¹		
145-5					t ɔ ŋ ⁵⁵		
146-5					m j ai		
165-5					ʃ ɛɪ ³¹		
171-5					j o ⁵⁵		
193-5					p a ³¹		
212-5					sʰ ɛ ʔ ³¹		
214-5					l a ŋ ³¹		
238-5					ɹ u ³¹		
241-5					ʃ a ³¹		
246-5					x w ai		
256-5					ʔ ə		
257-5					pʰ a		
272-5					m ai ³¹		
274-5					m o ³¹		
289-5					kʰ au ŋ ⁵⁵		
294-5					ʔ ai ʔ ³¹		
301-5					r ʊ ʔ ³¹		
306-5					x ɹ a ʔ ³¹		
321-5					tʰ o ³¹		
331-5					m j a ³¹		
332-5					l ɛ ⁵⁵		
336-5					n ɛ ⁵⁵		
340-5					ŋ u ⁵⁵		
360-5					s a ʔ ³¹		
376-5					ʃ i		
395-5					n a ʔ ⁵⁵		
401-5					ʃ i ʔ ⁵⁵		
409-5					ɹ ʊ ʔ		
425-5					p e ³¹		
430-5					ʃ e ³¹		
442-5					t u ³¹		
447-5					tʰ ɔ ŋ ³¹		
456-5					g a ³¹		
458-5					tsʰ o		
469-5					kʰ o ³¹		
470-5					t o ʔ ³¹		
478-5					ʃ i ʔ ³¹		
495-5					ŋ j i ⁵⁵		
501-5					tʰ u ʔ ⁵⁵		
506-5					ʃ a ŋ ⁵⁵		
507-5					n ʊ ʔ ³¹		
509-5					l a ŋ ³¹		
510-5					p j ai ŋ ³¹		
511-5					l ʊ ʔ ³¹		
521-5					h ʊ n ⁵⁵		
538-5					ʃ w a ⁵⁵		
539-5					ʃ ei ⁵⁵		
544-5					x o ʔ ³¹		
550-5					t u ʔ ³¹		
562-5					ŋ ɔ ³¹		
568-5					k ɔ ŋ ³¹		
11-5					s ə		
12-5					j ʊ ŋ		
1-6						m w iː	
4-6						l aˀ	
18-6						ɲ a ɲˀ	
19-6						n eˀ	
44-6						k l au k	
50-6						h r w e	
62-6						s a ts	
70-6						p a n	
75-6						m r a k	
97-6						kʰ j a ŋ	
112-6						tsʰ aː	
122-6						m j au k	
127-6						k eː	
132-6						w a k	
133-6						n w aː	
135-6						n w iˀ	
142-6						tsʷ ai	
143-6						h ŋ a k	
149-6						ʔ uˀ	
152-6						ŋ aː	
157-6						pʰ aː	
183-6						ʔ uː	
184-6						h n au k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						h n a	
195-6						n aː	
200-6						s w eː	
216-6						s a ɲ	
218-6						l a k	
225-6						s a ɲ	
235-6						kʰ r e	
244-6						s w eː	
253-6						m j w iː	
270-6						m aˀ	
278-6						m a ɲ	
279-6						r w a	
285-6						ʔ i m	
308-6						h b iː	
322-6						m iː	
325-6						kʰ w iː	
337-6						m r a ŋ	
341-6						ts aː	
347-6						s au k	
362-6						r ai	
391-6						ʔ i p	
394-6						m a k	
397-6						tsʰ eː	
443-6						m r u p	
460-6						s a t	
463-6						w ai	
464-6						r au ŋ	
473-6						s u m	
476-6						kʰ r au k	
481-6						tsʰ ai	
494-6						k r iː	
496-6						h r a ɲ	
516-6						w eː	
522-6						n a k	
523-6						pʰ r u	
524-6						n i	
540-6						kʰ aː	
3-6						p au ŋ	
6-6						k r ai	
7-6						t i m	
20-6						n a k	
39-6						m r e	
51-6						ŋ w e	
64-6						k w i ŋ	
65-6						kʰ au k	
66-6						tsʰ uː	
71-6						s iː	
72-6						ʔ ə	
76-6						w aː	
77-6						m r a ts	
78-6						h m w i	
82-6						p a ŋ	
87-6						h ŋ a k	
93-6						r a m	
94-6						m r e	
100-6						s w a n	
116-6						k j aː	
119-6						w a m	
124-6						pʰ r uˀ	
137-6						kʰ j w i	
139-6						m r iː	
144-6						s w i k	
145-6						t au ŋ	
146-6						m w eː	
150-6						k r a k	
154-6						m r w e	
165-6						kʰ r aˀ	
166-6						p w iː	
169-6						kʰ r a ŋ	
170-6						p j aː	
171-6						j a ŋ	
174-6						l i p	
181-6						m j a k	
193-6						p aː	
205-6						n aː	
206-6						m u t	
212-6						kʰ j a k	
214-6						l u m	
217-6						ʔ u	
224-6						h ɲ w iː	
228-6						p au ŋ	
238-6						r w iː	
241-6						s aː	
246-6						kʰ dʒʷ eː	
257-6						pʰ aˀ	
272-6						m a	
273-6						ʔ a ts	
274-6						m aˀ	
286-6						kʰ aː	
289-6						kʰ a ŋ	
294-6						ʔ u m	
301-6						r a k	
306-6						kʰ j u p	
307-6						ʔ a p	
321-6						tʰ a ŋ	
331-6						h m r aː	
332-6						h l a m	
335-6						k r aː	
336-6						n a mˀ	
340-6						ŋ w i	
342-6						m j w i	
360-6						ts u p	
376-6						s iˀ	
389-6						m j a k	
395-6						n a	
401-6						s e	
404-6						tʰ w i ŋ	
408-6						t w aː	
409-6						l aː	
413-6						t w a n	
421-6						h n a ts	
425-6						p eː	
442-6						t uː	
447-6						tʰ au ŋ	
456-6						k aˀ	
469-6						kʰ w iː	
470-6						t a ts	
475-6						ŋ aː	
477-6						h n a ts	
480-6						k w iː	
485-6						m j aː	
495-6						ŋ ai	
499-6						m aː	
500-6						n i mˀ	
501-6						tʰ u	
506-6						k r a ɲ	
507-6						n a k	
509-6						l u m	
510-6						p r w i ŋ	
511-6						l a k	
521-6						h w i	
525-6						n j w i	
538-6						kʰ j w i	
539-6						kʰ j a ɲ	
544-6						kʰ r au k	
550-6						tʰ a k	
562-6						m r a ŋ	
568-6						k au ŋ	
2-6						k au ŋ	
11-6						s a k	
1-7							m au ³
4-7							l ə ⁴
18-7							m j ɪ n ³⁴
19-7							n i ⁴⁵
44-7							l u ʔ ³
50-7							h ɯ ŋ ⁵³
