COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
308-4				pʰ j i t ⁵⁴			
322-4				m k ⁵⁴			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ŋ ³			
341-4				d z ɔ ³²			
347-4				tsʰ o ʔ ⁵⁴			
362-4				j ai ³²			
391-4				ʔ au ²			
394-4				m o ʔ ³²			
397-4				tʃʰ i t ⁵⁴			
443-4				m j æ p ⁵			
460-4				ʃ i t ⁵⁴			
463-4				ɣ i t ³			
464-4				j æu ŋ ³			
473-4				s a m ³			
476-4				kʰ j æu ʔ ⁵⁴			
481-4				tsʰ ai ³²			
494-4				g i t ⁵⁴			
496-4				ʃ j a ŋ k ⁵³			
516-4				o ʔ ⁵⁴			
522-4				n o ʔ ⁵⁴			
523-4				pʰ j a ³²			
524-4				n a ³²			
540-4				kʰ o ³			
3-4				b a ³¹			
6-4				g ai ⁴			
7-4				dʒ ɛ̰ t ⁵			
20-4				n ɪ n ⁵⁴			
39-4				m i t ⁵⁴			
51-4				ŋ ⁵⁴			
64-4				g au ŋ ³			
65-4				g au k ⁵⁴			
66-4				d z au ³			
71-4				ʃ i t ⁵⁴			
72-4				ʔ a ²			
76-4				w a ³²			
77-4				m j u k ³²			
78-4				m a ³²			
82-4				b a ŋ ³			
87-4				ŋ o ʔ ⁵⁴			
93-4				l e ³			
94-4				m i ⁴			
119-4				ɣ a m ³			
124-4				b j u ³			
136-4				l i t ⁵⁴			
137-4				kʰ j u ʔ ³			
139-4				m i t ⁵⁴			
144-4				s ai t ⁵			
145-4				d au ŋ ³			
146-4				m o ʔ ⁵⁴			
150-4				g j o ʔ ³²			
154-4				m j u i t ⁵⁴			
165-4				kʰ j o ⁵			
166-4				b o ʔ ⁵⁴			
169-4				kʰ j æu ŋ ⁴⁵			
170-4				b j ɔ ³²			
174-4				l e ³²			
181-4				m j ɔ ʔ ³²			
193-4				b o ³			
205-4				n a̰ t ⁵⁴			
206-4				m j e ²			
212-4				tʃʰ o ʔ ⁵⁴			
217-4				ʔ au ³			
224-4				m j u ʔ ⁵⁴			
228-4				b o ʔ ⁵			
238-4				j o̰ k ⁵⁴			
241-4				tʃʰ o ³			
246-4				kʰ e ʔ ⁵⁴			
256-4				ʔ a ²			
257-4				b a ³²			
272-4				m au ²⁵			
273-4				ʔ a ²			
274-4				m a ³²			
1-5					m o ³¹		
4-5					l o k ⁵⁵		
18-5					m j ḭ ³¹		
19-5					n o ⁵⁵		
44-5					l a ʔ ³¹		
50-5					m w i ʔ ⁵⁵		
62-5					ʃ i ʔ ⁵⁵		
70-5					p ʊ n ⁵⁵		
75-5					m j ʊ ʔ ³¹		
97-5					ʃ a ŋ ³¹		
112-5					ʃ a ³¹		
122-5					m j a ʔ ⁵⁵		
127-5					kʰ ə		
132-5					v ɹ ʊ ʔ ³¹		
133-5					n a ʔ ³¹		
135-5					n o ³¹		
142-5					tsʷ j i ⁵⁵		
143-5					ŋ w ai ʔ ³¹		
149-5					ʔ ai ʔ ³¹		
152-5					ŋ a ³¹		
157-5					p a ʔ ⁵⁵		
183-5					ʔ ai ʔ ³¹		
184-5					n a ʔ ³¹		
185-5					ʃ i ³¹		
189-5					m j a ʔ ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ³¹		
200-5					s i ³¹		
216-5					ʃ a ŋ ³¹		
218-5					l ʊ ʔ ³¹		
225-5					ʃ a ŋ ³¹		
235-5					kʰ j i ³¹		
244-5					s ə		
253-5					m i ³¹		
270-5					ɲ i ³¹		
278-5					m j ai ŋ ⁵⁵		
279-5					w a ʔ ⁵⁵		
285-5					ʔ ai i		
308-5					p j ɛ ⁵⁵		
322-5					ɲ i ³¹		
325-5					kʰ o ³¹		
337-5					m j o ⁵⁵		
341-5					t o ʔ ³¹		
347-5					ʃ ai ʔ ³¹		
362-5					j i ³¹		
391-5					ʔ ai p		
394-5					m o ʔ ³¹		
397-5					ʃ e ³¹		
443-5					m j a ʔ ³¹		
460-5					ʃ a ŋ ⁵⁵		
463-5					j i ³¹		
464-5					j ɔ ŋ ³¹		
473-5					ʃ ai ʔ ³¹		
476-5					x o ʔ ³¹		
481-5					ʃ e ³¹		
494-5					k i ³¹		
496-5					m j ŋ ⁵⁵		
516-5					j i ³¹		
522-5					n ʊ ʔ ³¹		
523-5					pʰ j u ⁵⁵		
524-5					m i ³¹		
540-5					kʰ a ³¹		
39-5					ɲ i ⁵⁵		
64-5					k ɔ ŋ ³¹		
65-5					g a ʔ ³¹		
66-5					ʃ u ³¹		
71-5					ʃ e ³¹		
72-5					ʔ ə		
76-5					j a ³¹		
77-5					m j ai ʔ ³¹		
78-5					m u ⁵⁵		
82-5					p o ⁵⁵		
87-5					ŋ ʊ ʔ ³¹		
93-5					ɹ i ³¹		
100-5					ʃ ʊ n ⁵⁵		
116-5					l a ³¹		
119-5					v ɹ i ³¹		
124-5					p j u ³¹		
136-5					l w i ³¹		
139-5					ɲ i ³¹		
144-5					ʃ w ʔ ³¹		
145-5					t ɔ ŋ ³¹		
146-5					m u ³¹		
165-5					k j i n ³¹		
171-5					j a ŋ ³¹		
193-5					p a ³¹		
212-5					ʃ a ʔ ³¹		
214-5					l a ŋ ³¹		
238-5					j o ³¹		
241-5					s ə		
246-5					k j i ⁵⁵		
256-5					ʔ ə		
257-5					p e ³¹		
272-5					m a ³¹		
274-5					m ɔ ŋ ³¹		
1-6						m w iː	
4-6						l aː	
18-6						m j aː a n	
19-6						ʔ a p	
44-6						l a k	
50-6						tsʰ i	
62-6						s a ts	
70-6						p a m	
75-6						h m r a ts	
97-6						tsʰ a ŋ	
112-6						tsʰ a	
122-6						m j au k	
127-6						kʰ au ŋ	
132-6						r w a k	
133-6						n aˀ	
135-6						n w iː	
142-6						tʰ w au ŋ	
143-6						ŋ aː	
149-6						ʔ w iː	
152-6						ŋ aː	
157-6						p aː	
183-6						ʔ w iː	
184-6						n au k	
185-6						tsʰ a m	
189-6						m j aˀ	
192-6						n a	
195-6						n aː	
200-6						kʰ a	
216-6						s w i ŋ	
218-6						l a k	
225-6						s a ŋ	
235-6						kʰ j eː	
244-6						s a ŋ	
253-6						m a t	
270-6						m a t	
278-6						h m r a ŋ	
279-6						j w i	
285-6						ʔ i	
308-6						p r a m	
322-6						m iˀ	
325-6						kʰ w iː	
337-6						h m r a ŋ	
341-6						s aː	
347-6						s a k	
362-6						r e	
391-6						ʔ u m	
394-6						m a k	
397-6						tsʰ eː	
443-6						h m r u p	
460-6						s e	
463-6						r w a ts	
464-6						r au ŋ	
473-6						s a m	
476-6						kʰ j au k	
481-6						tsʰ eː	
494-6						k j a	
496-6						tsʰ m	
516-6						r w iː	
522-6						n a k	
523-6						p r w eː	
524-6						n a ts	
540-6						kʰ aː	
3-6						p j aː	
6-6						k eˀ	
7-6						t m	
20-6						n j a ɲ	
39-6						h m r e	
51-6						n m ɲ	
64-6						kʰ w iː	
65-6						k a m	
66-6						tʰ w i m	
71-6						s iˀ	
72-6						ʔ ə	
76-6						r w aː	
77-6						m a ts	
78-6						m w i	
82-6						p r ŋ	
87-6						ŋ w i	
93-6						l a m	
94-6						h m ə	
100-6						kʰ r w iː	
116-6						l aː	
119-6						r w a m	
124-6						p r uː	
137-6						kʰ j w i k	
139-6						m iˀ	
144-6						s u p	
145-6						t au ŋ	
146-6						m w iː	
150-6						k r a k	
154-6						m r au ŋ	
165-6						kʰ j a n	
166-6						pʰ j a	
169-6						kʰ r a ŋ	
170-6						p r aː	
171-6						r a ŋ	
174-6						h l a m	
181-6						h m r a k	
193-6						p aː	
205-6						h n u t	
206-6						m j w i	
212-6						tsʰ w iː	
214-6						l u m	
217-6						ʔ w aː	
224-6						n j w iː	
228-6						p w iː	
238-6						r w iː	
241-6						s aː	
246-6						k r a ts	
257-6						p au k	
272-6						h m uˀ	
273-6						ʔ ə	
274-6						m a ŋ	
1-7							m au ³²
4-7							l ɔ ³
18-7							m j ɔ n ³¹
19-7							n a̰ p ⁵
44-7							l u ʔ ³²
50-7							ʃ i ŋ ⁵
62-7							s ɪ k ⁵
70-7							b a n ⁵¹
75-7							m j ɔ ʔ ³²
97-7							tʃʰ a ŋ ³¹
112-7							ʃ ɔ ³
122-7							m j u ʔ ³¹
127-7							g i ⁵³
132-7							w ɔ ʔ ³
133-7							m j u ⁵³
135-7							n au ³¹
142-7							d z w i ³²
143-7							ŋ ɔ ʔ ⁵
149-7							ʔ u ³
152-7							ŋ ɔ ³²
157-7							b u ³¹
183-7							ʔ u ³
184-7							n u ʔ ³¹
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n ɔ ³¹
195-7							n ɔ ³¹
200-7							kʰ ə t ⁵
216-7							s a ŋ ³¹
218-7							l ɔ ʔ ³
225-7							ʃ a p ⁵⁴
235-7							kʰ i ⁵³
244-7							tʃʰ w i ⁵³
253-7							m i ⁵³
270-7							m i ³²
278-7							m j a̰ ŋ ⁵³
279-7							w i ⁵³
285-7							j u m ³¹
308-7							pʰ j i ⁵³
322-7							m i ³²
325-7							kʰ au ⁵²
337-7							m j u ŋ ⁵³
341-7							d z ɔ ³
347-7							ʃ j u ʔ ³²
362-7							β w i ³¹
391-7							ʔ u ³
394-7							m ɔ ʔ ³
397-7							tʃʰ i ⁵³
443-7							m j u p ⁵⁴
460-7							ʃ i ⁴³
463-7							w i ⁴³
464-7							j u ŋ ⁵³
473-7							s u m ⁵³
476-7							kʰ j u ʔ ³²
481-7							tsʰ ə ⁴
494-7							g i ⁵³
496-7							ʃ i ŋ ⁵³
516-7							w i ⁵³
522-7							n ɪ k ³²
523-7							pʰ j u ⁴³
524-7							h ɔ m ⁵³
540-7							kʰ ɔ ³
3-7							b a ³¹
6-7							g i ⁴
7-7							dʒ u ŋ ⁵²
20-7							n a̰ n ³
39-7							m a m ⁵³
51-7							ŋ ⁵
64-7							g u ŋ ⁵³
65-7							kʰ w i ⁵³
66-7							d z u ³
71-7							ʃ i ⁴³
76-7							w ɔ ³
77-7							m j ɔ ʔ ³
78-7							m w i ⁵³
82-7							b a ŋ ³
87-7							ŋ ɔ ³
93-7							l a̰ m ⁵³
94-7							m j ɪ n ³¹
100-7							tʃʰ w i ⁵³
116-7							l ɔ ³
119-7							w i ⁵³
124-7							b j ɔ ³
136-7							l i ⁵³
137-7							kʰ j ɔ ʔ ⁵⁴
139-7							m i ³²
144-7							s ʊ t ⁵
145-7							d u ŋ ⁵³
146-7							m au ³
150-7							g j ɔ ʔ ³²
154-7							m j w i ³²
165-7							kʰ j ɔ ³
166-7							b au ³¹
169-7							kʰ j u ŋ ⁵³
170-7							b j ɔ ³
171-7							j u ŋ ⁵³
174-7							l a m ⁵³
181-7							m j ɔ ʔ ³
193-7							b i ⁵³
205-7							n j ɪ̰ t ⁵
206-7							m ʊ t ⁵⁴
212-7							tʃʰ ɔ ʔ ⁵
214-7							l u m ⁵³
217-7							ʔ u ³
224-7							n j w i ⁵³
228-7							b u ŋ ⁵³
238-7							j w i ⁵³
241-7							ʃ ɔ ³
256-7							ʔ ə ³
272-7							m u ⁵
273-7							ʔ ə ³
274-7							m a ŋ ³¹
