COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
4-4				l o̰ ⁴³			
18-4				m ḭ ⁵			
19-4				n a ³¹			
44-4				l au ⁴³			
50-4				x a ŋ ⁴²			
62-4				s a k ⁵			
70-4				p ḛ n ⁴			
75-4				m j o ʔ ²⁴			
97-4				tʃʰ a ³			
112-4				tsʰ o ⁴³			
122-4				m j æu ʔ ³¹			
127-4				kʰ a ²			
132-4				v ɔ ʔ ³²			
133-4				n o ŋ ⁴			
135-4				n o ŋ ³			
142-4				d z œ i ³¹			
143-4				ŋ ɔ̰ ʔ ⁵⁴			
149-4				au ⁵⁴			
152-4				ŋ o ³			
157-4				p o̰ ³			
183-4				ʔ au ³			
184-4				n au ʔ ⁴²			
185-4				tsʰ e ⁴¹			
189-4				m j ɔ ʔ ³²			
192-4				n o̰ ⁴¹			
195-4				n o ³			
200-4				kʰ ə t ³			
216-4				s a ŋ ³²			
218-4				l o ʔ ³²			
225-4				s a ŋ ⁴³			
235-4				kʰ i t ⁵³			
244-4				s a ²			
253-4				m j ɪ ²			
270-4				m ḭ ⁴			
278-4				m a̰ ŋ ³¹			
279-4				v o ²			
285-4				j a̰ m ³¹			
308-4				b j e ³²			
322-4				m i ⁴³			
325-4				kʰ o ʔ ⁵⁴			
337-4				m j a ⁴			
341-4				d z o ⁴			
347-4				ʃ au t ⁵³			
362-4				ɣ i ²			
391-4				j a̰ p ⁵			
394-4				m o ʔ ³²			
397-4				tʃʰ i t ⁵⁴			
443-4				n j a̰ p ⁵			
460-4				s ḛ ʔ ⁵⁴			
463-4				w ai ³			
464-4				ʔ au n ⁴			
473-4				s a m ⁴²			
476-4				kʰ j æu k ⁵⁴			
481-4				tsʰ e ⁵³			
494-4				ɣ i ³⁵			
496-4				x a ŋ ³			
516-4				w a ³⁴			
1-5					m u ³¹		
4-5					l a ³¹		
18-5					m eɪ ³¹		
19-5					n i ³¹		
44-5					l o ʔ ³¹		
50-5					ʃ ai ŋ ⁵⁵		
62-5					ʃ ai ʔ ³¹		
70-5					p ɛ ³¹		
75-5					m j o ʔ ³¹		
97-5					ʃ o ³¹		
112-5					sʰ a ³¹		
122-5					m j ai ŋ ⁵⁵		
127-5					kʰ w i ³¹		
132-5					w ʊ ʔ ³¹		
133-5					n u ³¹		
135-5					n u ³¹		
142-5					sʰ w i ⁵⁵		
143-5					ŋ a ³¹		
149-5					ʔ u ³¹		
152-5					ŋ a ³¹		
157-5					p a ³¹		
183-5					ʔ o ³¹		
184-5					n o k ʔ ³¹		
185-5					sʰ ɛ ⁵⁵		
189-5					j u ʔ ³¹		
192-5					n a ʔ ⁵⁵		
195-5					n a ³¹		
200-5					t i		
216-5					ʃ ai ŋ ³¹		
218-5					l ʊ ʔ ³¹		
225-5					ʃ ai ŋ ³¹		
235-5					kʰ i ⁵⁵		
244-5					ʃ w i ³¹		
253-5					m i ⁵⁵		
270-5					m i ⁵⁵		
278-5					m ai ŋ ⁵⁵		
279-5					w a ⁵⁵		
285-5					ʔ ai ŋ ⁵⁵		
308-5					pʰ j e ³¹		
322-5					m i ³¹		
325-5					kʰ u ³¹		
337-5					m j o ⁵⁵		
341-5					s a ³¹		
347-5					ʃ o ʔ ³¹		
362-5					ɹ i ʔ ⁵⁵		
391-5					ʔ ai ʔ ³¹		
394-5					m ʊ ʔ ³¹		
397-5					ʃ i ʔ ³¹		
443-5					m j a ʔ ³¹		
460-5					ʃ i ʔ ⁵⁵		
463-5					w i ʔ ⁵⁵		
464-5					ɹ ɔ ŋ ³¹		
473-5					ʃ a ŋ ³¹		
476-5					k ɔ ŋ ⁵⁵		
481-5					c a t ⁵⁵		
494-5					tsʰ i ³¹		
496-5					x r ai ŋ ⁵⁵		
516-5					w e ³¹		
1-6						m w iː	
4-6						l aˀ	
18-6						ɲ a ɲˀ	
19-6						n eˀ	
44-6						k l au k	
50-6						h r w e	
62-6						s a ts	
70-6						p a n	
75-6						m r a k	
97-6						kʰ j a ŋ	
112-6						tsʰ aː	
122-6						m j au k	
127-6						k eː	
132-6						w a k	
133-6						n w aː	
135-6						n w iˀ	
142-6						tsʷ ai	
143-6						h ŋ a k	
149-6						ʔ uˀ	
152-6						ŋ aː	
157-6						pʰ aː	
183-6						ʔ uː	
184-6						h n au k	
185-6						tsʰ a m	
189-6						m j a k	
192-6						h n a	
195-6						n aː	
200-6						s w eː	
216-6						s a ɲ	
218-6						l a k	
225-6						s a ɲ	
235-6						kʰ r e	
244-6						s w eː	
253-6						m j w iː	
270-6						m aˀ	
278-6						m a ɲ	
279-6						r w a	
285-6						ʔ i m	
308-6						h b iː	
322-6						m iː	
325-6						kʰ w iː	
337-6						m r a ŋ	
341-6						ts aː	
347-6						s au k	
362-6						r ai	
391-6						ʔ i p	
394-6						m a k	
397-6						tsʰ eː	
443-6						m r u p	
460-6						s a t	
463-6						w ai	
464-6						r au ŋ	
473-6						s u m	
476-6						kʰ r au k	
481-6						tsʰ ai	
494-6						k r iː	
496-6						h r a ɲ	
516-6						w eː	
1-7							m au ³
4-7							l ə ⁴
18-7							m j ɪ n ³⁴
19-7							n i ⁴⁵
44-7							l u ʔ ³
50-7							h ɯ ŋ ⁵³
62-7							s ɪ k ⁵
70-7							b a n ³²
75-7							m j ɔ ʔ ³¹
97-7							tʃʰ a ŋ ³¹
112-7							tsʰ ɔ ³¹
122-7							m j u ʔ ³²
127-7							kʰ w i ³¹
132-7							w a ʔ ³¹
133-7							n ɔ ³
135-7							n au ³
142-7							d z w i ³¹
143-7							ŋ ɔ̰ ʔ ⁵⁴
149-7							ʔ u ³
152-7							ŋ ɔ t ³
157-7							b ɔ ³¹
183-7							ʔ u ³⁴
184-7							n u ʔ ⁵
185-7							tsʰ a m ⁵³
189-7							m j ɔ ʔ ³²
192-7							n ɔ ⁵³
195-7							n ɔ ³
200-7							k a n ³¹
216-7							s i n ⁴²
218-7							l ɔ ʔ ³²
225-7							s i ŋ ³¹
235-7							kʰ j i ⁵³
244-7							s w i ⁴²
253-7							m i ³
270-7							m i ³¹
278-7							m j ɪ ŋ ³¹
279-7							w a ³¹
285-7							ʔ j ṵ m ⁵³
308-7							d a ³
322-7							m ḭ ³¹
325-7							kʰ au ³¹
337-7							m j a ŋ ³¹
341-7							d z ɔ ⁵³
347-7							ʃ u ʔ ⁵
362-7							β w i ³
391-7							j ṵ p ⁵
394-7							m ɔ ʔ ⁵²
397-7							tʃʰ i ³¹
443-7							m j ṵ p ⁵⁴
460-7							s a t ⁵
463-7							β w i ³
464-7							ʔ ṵ ŋ ⁵³
473-7							s u m ³²
476-7							kʰ j u ʔ ⁵³
481-7							tsʰ e ⁵³
494-7							k ɔ̰ ⁵³
496-7							h ɯ ŋ ⁴³
516-7							v e ⁵³
