COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
145-1	d u ŋ ³¹						
146-1	m i ³²						
150-1	g j ɔ ʔ ⁵³						
154-1	m w i ³						
165-1	kʰ j a m ³						
166-1	b au ³						
169-1	k j a̰ ŋ ³						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	n j ɔ ʔ ³¹						
193-1	b u ³						
205-1	n a ŋ ³						
206-1	m i ³²						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ m ⁵³						
217-1	j u ³¹						
224-1	n j w i ³						
228-1	b au ⁵						
238-1	j au ³						
241-1	ʃ a ŋ ³						
246-1	h j ɛ ³						
256-1	ʔ u ŋ ³						
257-1	pʰ ə ³						
272-1	n ³						
273-1	j ɛ ³						
274-1	m a ŋ ⁵						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³						
294-1	j u ⁵						
301-1	j ɔ ʔ ⁵³						
306-1	kʰ j a p ⁴²						
307-1	j a p ³¹						
321-1	tʰ a ŋ ⁵						
331-1	n j ɔ ³¹						
332-1	l a m ³						
335-1	g j ɔ ³						
336-1	x j ɔ m ³						
340-1	ŋ au ³¹						
342-1	n j w i ³						
360-1	dʒ w ɔ p ³¹						
376-1	ʃ a n ³¹						
389-1	n j u k ³²						
395-1	n ³						
401-1	ʃ a p ⁵⁴						
404-1	d z u ŋ ³						
408-1	d j ɔ ³¹						
409-1	l a ŋ ³						
413-1	d w a n ³¹						
421-1	n j u k ³²						
425-1	d j ei ³						
430-1	tʃʰ j ɛ n ³						
442-1	d e ³						
447-1	tʰ u ŋ ⁵						
456-1	g ɔ ⁵						
458-1	h u ⁵						
469-1	kʰ au ⁵						
470-1	d z ɔ ⁵						
475-1	m ³						
477-1	n j ɛ̰ ʔ ⁵³						
478-1	ʃ ɛ t ⁵⁴						
480-1	g au ⁵						
485-1	n j ɔ ³						
495-1	ŋ ei ³¹						
499-1	n j a̰ ŋ ³						
500-1	j ɔ m ⁵³						
501-1	tʰ u ⁵						
506-1	g j ḛ ḭ ³						
507-1	n ɔ ʔ ⁵³						
509-1	l ṵ ⁵						
510-1	d j a ŋ ³¹						
511-1	l ɔ ʔ ³¹						
521-1	h j æu ⁵						
525-1	n j au ³¹						
538-1	tʃʰ w i ³						
539-1	kʰ j ḛ ḭ ³						
544-1	kʰ j u k ⁴²						
550-1	tʰ ɔ ʔ ⁵³						
562-1	n j u ŋ ³						
568-1	dʒ ei ³¹						
2-1	kʰ u ŋ ³						
11-1	ʃ a ŋ ³						
12-1	j ɔ ʔ ³¹						
22-1	g u ŋ ³¹						
28-1	d j ɛ n ³¹						
29-1	tʰ u k ⁵⁴						
30-1	w a ŋ ³¹						
35-1	l a ŋ ³						
38-1	dʒ u ŋ ³¹						
42-1	b ɛ t ³¹						
46-1	tʃʰ o ³¹						
52-1	d au ʔ ³¹						
55-1	b a m ³¹						
69-1	h a k ⁵⁴						
79-1	k a n ³						
83-1	tʃʰ w i ³						
86-1	j ɔ ʔ ⁵³						
89-1	s a ŋ ³						
90-1	pʰ ɔ ⁵²						
91-1	j æ t n ³						
92-1	kʰ a t ⁵⁴						
106-1	g u k ³²						
120-1	dʒ ei ⁴²						
125-1	g a n ³						
148-1	d a ŋ ³						
173-1	pʰ ə t ³¹						
179-1	w i ⁵						
186-1	n a ŋ ³¹						
187-1	l a ŋ ³						
197-1	n au ³¹						
209-1	kʰ u ŋ ³						
210-1	w a m ³						
211-1	d au ³						
213-1	n ṵ k ³⁵						
215-1	dʒ au ʔ ³¹						
220-1	tʰ u ŋ ³						
237-1	ʃ ɛ ³						
239-1	n a m ³¹						
242-1	tsʰ ɨu ³						
248-1	kʰ j i ⁵						
255-1	l ṵ ʔ ⁵²						
271-1	tʃʰ w i ³						
275-1	n a ŋ ³						
277-1	tʃʰ a ŋ ⁵						
295-1	kʰ u k ⁵³						
302-1	tsʰ au ³						
309-1	l ɔ ʔ ³¹						
312-1	ʔ au ⁵						
313-1	m a ³						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ ⁵						
330-1	l ə ³						
333-1	ʃ a m ³						
338-1	n j ɔ ʔ ³¹						
346-1	ʃ ɛ t ⁵						
348-1	j ɛ ⁵						
1-2		m au ŋ ²³					
4-2		l a ²³					
18-2		m ḭ ²³					
19-2		n ḭ ²³					
44-2		k l au ʔ ⁵²					
50-2		h ɯ ŋ ³					
62-2		ʃ ḭ ²³					
70-2		p o n ⁵²					
75-2		m ḛ ʔ ⁵²					
97-2		tʃʰ a ŋ ³					
112-2		tsʰ a ⁵²					
122-2		m j au ʔ ⁵²					
127-2		k au i ⁵²					
132-2		k o ʔ ⁵²					
133-2		n a ʔ ⁵²					
135-2		n au ŋ ²³					
142-2		ts z au i ⁵²					
143-2		h ŋ ʔ ³					
149-2		ʔ ⁵² ²³					
152-2		n ²³					
157-2		p a ⁵²					
183-2		ʔ ŋ ²³					
184-2		n a ʔ ⁵¹					
185-2		x a m ³					
189-2		m ḛ ʔ ⁵²					
192-2		n a ³					
195-2		n a ʔ ⁵²					
200-2		ts i ⁵²					
216-2		ts a ŋ ³					
218-2		l a ʔ ⁵²					
225-2		ts i ŋ ⁵²					
235-2		k j i ³					
244-2		ts a ŋ ⁵²					
253-2		m i ²³					
270-2		m i ⁵²					
278-2		m a̰ ŋ ³					
279-2		k o ⁵²					
285-2		ʔ j a m ³					
308-2		ts a ²³					
322-2		m i ²³					
325-2		k j a̰ ⁵²					
337-2		m ts õ ²³					
341-2		t a ⁵²					
347-2		k j a ʔ i ³					
362-2		ɣ i ⁵²					
391-2		ʔ ḭ ²³					
394-2		m a ʔ ⁵²					
397-2		t a ⁵²					
443-2		m ts õ p ḛ ʔ ³					
460-2		t s ə ²³					
463-2		β au i ²³					
464-2		ʔ a ŋ ³					
473-2		ts ⁵² m ⁵²					
476-2		k j ⁵² ʔ ³					
481-2		ai x a					
494-2		tsʰ i ²³					
496-2		k j ə ²³ ḛ ʔ ³					
516-2		w a ŋ ²³					
522-2		n a ʔ ⁵²					
523-2		pʰ ts õ ḛ ʔ ³					
524-2		n i i ³					
540-2		k a ²³					
3-2		p a ŋ ³					
6-2		k i ⁵²					
7-2		ts e ³					
20-2		n ʔ ³					
39-2		m i ʔ ³					
51-2		ŋ ⁵² n a ⁵²					
72-2		ʔ a					
94-2		m i ²³					
100-2		s o n ⁵²					
116-2		l a ³					
136-2		l au i ⁵²					
137-2		k j au i ³					
139-2		m i ⁵²					
150-2		k ts õ ²³ k					
154-2		ʃʰ a ⁵²					
166-2		pʰ ḛ ³					
169-2		kʰ ts õ ²³					
170-2		j w ⁵²					
171-2		j o ŋ ³					
174-2		l ɛ i ³					
181-2		m ḛ ʔ ⁵²					
205-2		aː n					
206-2		ʃʰ a ⁵²					
214-2		l m ḛ ʔ ³					
217-2		ʔ au ⁵²					
224-2		n j au i ⁵²					
228-2		p au ŋ ²³					
246-2		k j œ ⁵²					
256-2		ʔ a					
257-2		pʰ a ²³					
273-2		j a̰ ³					
286-2		k ⁵² m ⁵²					
307-2		p ʔ ³					
335-2		k j a ²³					
342-2		m j au ⁵²					
376-2		ʃ i					
389-2		m k j ə ²³					
404-2		ts a ŋ ³					
408-2		t a ⁵²					
413-2		ts a n ⁵					
421-2		m a k ⁵²					
430-2		tʃʰ i ³					
458-2		ŋ tsʰ					
470-2		t ai ⁵²					
475-2		ŋ a ²³					
477-2		m ɛ̰ ⁵²					
478-2		ʃ i ʔ ²³					
480-2		k au ⁵²					
485-2		m j a ʔ ⁵²					
495-2		k ³ i i ³					
499-2		aː m					
500-2		j a m ⁴³					
506-2		l w i ²³					
509-2		l a ŋ ²³					
525-2		n j au ⁵²					
22-2		k au ⁵²					
28-2		p a ŋ ³					
29-2		tʰ ⁵ ʔ ⁵²					
30-2		k o ŋ ⁵²					
35-2		l o ŋ ⁵²					
38-2		i x a					
46-2		tʃʰ a i ³					
52-2		t a ʔ ⁵²					
55-2		p a ŋ m i ³					
69-2		k u ʔ ⁵²					
125-2		ɣ a k ⁵²					
163-2		k i n ⁵					
173-2		pʰ ə ⁵²					
179-2		ʔ ṵ ⁵²					
210-2		w m ³					
211-2		ts au ⁵²					
213-2		h n a ²³					
215-2		x a t ḛ ʔ ³					
237-2		k i ⁵⁴					
252-2		ɣ i ³					
255-2		l ḛ ʔ ³					
275-2		n õ ⁵²					
281-2		k j a ²³					
300-2		k m ³					
333-2		ʃ ³ a m ³					
1-3			m ɨ ³				
4-3			l a ³				
18-3			m j e ⁴⁵				
19-3			n j ɛ ³¹				
44-3			l o ʔ ³²				
50-3			m e ⁵¹				
62-3			s ə k ⁵³				
70-3			b ãɪ ⁵¹				
75-3			m j ɔ ʔ ⁴				
97-3			tʃʰ a ŋ ⁵				
112-3			tsʰ u ³²				
122-3			m j o k ³²				
127-3			g a m j e ⁴				
132-3			w ɔ ʔ ⁵³				
133-3			n ɔ̃ ʔ ³				
135-3			n au ⁵				
142-3			d j e ŋ ⁵³				
143-3			ŋ ɔ ʔ ⁵³				
149-3			ʔ a ŋ ²				
152-3			n ⁴				
157-3			b o ³				
183-3			ʔ o ʔ ⁵³				
184-3			n o k ³				
185-3			tsʰ a m ³¹				
189-3			m j ɔ̰ ʔ ³²				
192-3			n ɔ̃ ³				
195-3			n ɔ̃ ʔ ³				
200-3			dʒ e ⁴				
216-3			s ə ŋ ³				
218-3			l a ³²				
225-3			s ə ³				
235-3			g a m ³¹				
244-3			s ə ³				
253-3			m j e ⁴				
270-3			m j e ⁴				
278-3			m ə ŋ ⁴				
279-3			j ɔ ⁴				
285-3			j ɛ m ³				
308-3			d a ³				
322-3			m j e ⁴				
325-3			kʰ ɔ ʔ ⁵²				
337-3			m j a ŋ ³¹				
341-3			d z ɔ ⁴⁵				
347-3			ʃ o ʔ ⁵³				
362-3			j e ⁴³				
391-3			ʔ ə k ⁵³				
394-3			m ɔ ʔ ⁵³				
397-3			d z ɔ ⁴⁵				
443-3			m j ɔ ʔ ⁴				
460-3			s æ̰ p ⁵³				
463-3			j i ³				
464-3			ʔ ai ²⁵				
473-3			s a m ⁵⁴				
476-3			kʰ j o k ⁵³				
481-3			tsʰ a m ³¹				
494-3			g j ɛ m ³				
496-3			m ŋ ³				
516-3			u ³¹				
522-3			n ɔ̃ ʔ ³				
523-3			pʰ j u ³¹				
524-3			n a m ³¹				
540-3			kʰ ɔ ⁴				
3-3			b j e ŋ ⁵³				
6-3			g j e ⁴³				
7-3			d w ɛ m ³				
20-3			n ãɪ ⁴				
39-3			m ³¹				
51-3			n j e ŋ ⁵³				
64-3			g o ŋ ⁴				
65-3			g o k ⁵³				
66-3			d z u ³²				
71-3			d z i ⁵¹				
72-3			ʔ a ³				
76-3			w ɔ ³²				
77-3			m ə k ⁵³				
78-3			m au ³¹				
82-3			b a ŋ ³¹				
87-3			ŋ ɔ ʔ ³				
93-3			l æ̰ m ⁴				
94-3			m j e ³				
100-3			s o ŋ ³²				
116-3			l o ³				
119-3			j æ m ³¹				
124-3			b j u ³¹				
136-3			l j e ⁴				
137-3			kʰ au ³²				
139-3			m j e ⁴				
144-3			s oi ʔ ⁵³				
145-3			d o ŋ ⁵¹				
146-3			m au ³¹				
150-3			g j ɔ ʔ ⁵³				
154-3			m ɛ ⁵³				
165-3			g j ɔ ⁴				
166-3			pʰ j u ³¹				
169-3			g j a̰ ŋ ³⁴				
170-3			b j ɔ ⁴				
171-3			j a ŋ ²				
174-3			l æ̰ m ³¹				
181-3			m j ɔ̰ ʔ ³²				
193-3			b o ³				
205-3			m ɔ ʔ ⁵³				
206-3			m ɨ ³				
212-3			tʃʰ ɔ ʔ ⁵³				
214-3			l ø̃ m ⁵¹				
217-3			j u ³²				
224-3			n j ɔ ʔ ⁵³				
228-3			b o ŋ ³¹				
238-3			w ɛ m ³				
241-3			ʃ ɔ ³				
246-3			g j ẽ ³				
256-3			ʔ a ³				
257-3			b a ³				
272-3			m ɔ ⁵				
273-3			ʔ a ³				
274-3			m a ŋ ²				
286-3			kʰ a m ³¹				
289-3			kʰ o ŋ ³¹				
294-3			ʔ ə k ⁵³				
301-3			j ɔ ʔ ⁵³				
306-3			kʰ j o ʔ ⁵³				
307-3			j æ̰ p ⁵³				
321-3			tʰ a ŋ ⁵				
331-3			m j ɔ ³²				
332-3			l æ̰ m ³				
335-3			g j ɔ ⁴				
336-3			n æ̰ m ³¹				
340-3			ŋ ɔ ʔ ³				
342-3			m j ḛ i ⁴²				
360-3			tʃʰ ɛ p ²				
376-3			s ə ʔ ⁵³				
389-3			n ə k ⁵³				
395-3			n ɔ ⁵¹				
401-3			s ai ⁵²				
404-3			d z o ŋ ⁵				
408-3			d o ³				
409-3			l o ³				
413-3			d oe ³				
421-3			m j ɛ p ³				
425-3			b i ³				
430-3			tʃʰ e ⁴				
442-3			d o ³				
447-3			tʰ o ŋ ⁵				
456-3			g ɔ ³				
458-3			d z ɔ ³				
469-3			kʰ ɔ ʔ ⁵²				
470-3			d z ɔ ⁴⁵				
475-3			ŋ ²				
477-3			m j o ⁵³				
478-3			ʃ i t ⁵				
480-3			g j e ³¹				
485-3			m j ɔ ⁴				
495-3			ŋ ḛ ḭ ⁵¹				
499-3			m j a̰ ŋ ³⁴				
500-3			m j o k ⁵³				
501-3			tʰ u ³²				
506-3			l ə̰ ŋ ³²				
507-3			n ɔ ʔ ³²				
509-3			l ə ŋ ⁴				
510-3			b j e ŋ ⁴				
511-3			l a ³²				
521-3			h au ³				
525-3			n j ɔ ʔ ³				
538-3			tʃʰ au ³				
539-3			dʒ e n ³²				
544-3			g j o k ⁵³				
550-3			tʰ ɔ ʔ ⁵³				
562-3			m j o ŋ ⁴				
568-3			k au ²				
2-3			k au ²				
11-3			s ɔ ʔ ⁵³				
12-3			j a ŋ ²				
22-3			g o ŋ ³¹				
28-3			b j e ŋ ⁵³				
29-3			tʰ o ʔ ⁵³				
30-3			w a ŋ ³¹				
35-3			l a ŋ ³²				
38-3			d z ⁴				
42-3			b w e ⁵³				
46-3			ʃ ɔ ʔ ⁵³				
52-3			d ɔ ʔ ⁵³				
55-3			b ø m ³¹				
69-3			h a ʔ ⁵³				
79-3			g a m ³¹				
83-3			tʃʰ au ³				
86-3			j e ⁴³				
89-3			s a ŋ ²				
90-3			pʰ ɔ ⁵³				
92-3			kʰ ə ³²				
106-3			k o̰ k ⁵⁴				
120-3			tsʰ a ʔ ⁵³				
125-3			g j ɔ ʔ ³				
148-3			d a ŋ ²				
163-3			s ãɪ ⁵¹				
173-3			pʰ ai t ³				
179-3			ʔ o ³				
186-3			ŋ a ³				
187-3			l a ŋ ²				
197-3			n w e ⁵³				
209-3			g j o k ³²				
210-3			w a m ³				
211-3			d au ³²				
213-3			n o k ³²				
215-3			dʒ a ʔ ⁵³				
220-3			tʰ u ŋ ⁴				
237-3			ʃ u ³¹				
239-3			n æ̰ m ³¹				
242-3			tsʰ u ³²				
248-3			kʰ j e ⁴				
252-3			g j ɔ ³²				
255-3			b j u ³¹				
271-3			tʃʰ au ⁵				
275-3			n o ŋ ³				
277-3			tʃʰ a ŋ ⁵				
281-3			g o ŋ ⁵¹				
283-3			l a̰ ŋ ³¹				
295-3			kʰ o ʔ ⁵³				
300-3			g o k ⁵³				
302-3			tsʰ au ³				
309-3			l a ³²				
312-3			o̰ k ⁵⁴				
313-3			m a ³				
314-3			tsʰ a m ³¹				
315-3			tʰ o ŋ ⁵				
330-3			l e ³²				
333-3			ʃ æ m ³				
338-3			m j ɔ̰ ʔ ³²				
346-3			dʒ ø p ³				
348-3			j æ̰ p ⁵³				
352-3			kʰ j o ŋ ³¹				
1-4				m o̰ ʔ ³²			
4-4				l a ²⁵			
18-4				n j ɪ n ³²			
19-4				n ³¹ ḭ t ⁵⁴			
44-4				l au k ³²			
50-4				a m e ʔ ⁵⁴			
62-4				s a k ⁵			
70-4				b a n ³¹			
75-4				m j ɔ ʔ ⁵⁴			
97-4				tʃʰ a ŋ ³⁴			
112-4				tsʰ au ³			
122-4				m j æu ʔ ⁴³			
127-4				kʰ ʔ ⁵⁴			
132-4				ø ʔ ⁵⁴			
133-4				n a p ³²			
135-4				n o ʔ ⁵			
142-4				d z ø i ⁵⁴			
143-4				ŋ o̰ ʔ ⁵⁴			
149-4				ʔ au ³			
152-4				n ³¹			
157-4				b o ³			
183-4				w a ³²			
184-4				n au t ⁴²			
185-4				tsʰ a m ³			
189-4				m j ɔ ʔ ³²			
192-4				n ɔ ³			
195-4				n a ³²			
200-4				g ɪ n ⁵⁴			
216-4				s a ⁴			
218-4				l ə ²			
225-4				s a ⁴			
235-4				g e ⁴¹			
244-4				s u ³			
253-4				m i ⁴			
270-4				m ø ⁵			
278-4				m j a ŋ ³			
279-4				j ³²			
285-4				ḭ n ⁴			
308-4				d a ³²			
322-4				m ḭ t ⁵⁴			
325-4				kʰ o ʔ ⁵			
337-4				m j a ŋ ³			
341-4				d z ɔ ³²			
347-4				s æu ʔ ⁴²			
362-4				j ai ³²			
391-4				j a̰ t ⁵			
394-4				m ɔ ʔ ⁵⁴			
397-4				tʃʰ i t ³			
443-4				m j o ʔ ⁵⁴			
460-4				s e ʔ ⁵⁴			
463-4				ɣ i t ³			
464-4				ʔ a ³²			
473-4				s a m ³²			
476-4				kʰ j æu ʔ ⁵⁴			
481-4				tsʰ a ⁴³			
494-4				g u ⁵			
496-4				m j a ⁴			
516-4				j ɪ p ²			
522-4				n ɔ ʔ ³²			
523-4				pʰ j æu ³²			
524-4				n ə ²			
540-4				kʰ o ⁵			
3-4				b j ɪ n ²¹			
6-4				g j ai ³²			
7-4				dʒ ɛ̰ t ⁵			
20-4				n ɪ n ⁵⁴			
39-4				m i t ⁵⁴			
51-4				ŋ ⁵⁴			
64-4				g au ŋ ³			
65-4				kʰ æu ʔ ⁴²			
66-4				d z o ³²			
71-4				tʃʰ e ⁴¹			
72-4				ɣ i t ²			
76-4				w o ³			
77-4				m a t ⁵⁴			
78-4				m o̰ k ⁵			
82-4				b a ŋ ³			
87-4				ŋ ɔ ³²			
93-4				j ḛ ⁴²			
94-4				m i ⁴			
119-4				w a m ³²			
124-4				b j ɔ ³²			
136-4				l i ⁵⁴			
137-4				kʰ j æu ŋ ⁴³			
139-4				m i t ³			
144-4				s ai t ⁵			
145-4				d au ŋ ³			
146-4				m ø ʔ ⁵⁴			
150-4				g j ɔ ʔ ³²			
154-4				m ø i ⁵⁴			
165-4				kʰ j o ⁵			
166-4				b o ʔ ⁵			
169-4				kʰ a ŋ ³			
170-4				b j o ³⁵			
174-4				l a m ³			
181-4				m j ɔ ʔ ³²			
193-4				b o ³			
205-4				n a̰ ḭ t ⁵⁴			
206-4				m ai ³²			
212-4				tʃʰ ɔ ʔ ⁵⁴			
217-4				ʔ au ³¹			
224-4				n j ɔ ⁵¹			
228-4				b au ³¹			
238-4				j o ʔ ⁵			
241-4				s o ³			
246-4				kʰ e ʔ ⁵⁴			
256-4				ʔ a ²			
257-4				tʰ o ⁵			
272-4				m au ²⁵			
273-4				ʔ a ³²			
274-4				m ø ⁵			
286-4				kʰ o ³			
289-4				kʰ au ŋ ⁴			
294-4				ʔ au ³			
301-4				j ɔ ʔ ³²			
306-4				kʰ j a p ³⁴			
307-4				ʔ ḭ ʔ ⁵⁴			
321-4				tʰ a ŋ ³			
331-4				m j ɔ ³			
332-4				l a m ³			
335-4				g j o			
336-4				n e ³²			
340-4				ŋ o̰ ʔ ⁵⁴			
342-4				m j o̰ ʔ ⁵⁴			
360-4				dʒ o ʔ ⁵⁴			
389-4				m j ɔ ʔ ⁵⁴			
395-4				n a ³²			
401-4				s e ʔ ⁵⁴			
404-4				d z au ŋ ³⁴			
408-4				d au ³			
409-4				l o ³			
413-4				d w ɪ n ⁴			
421-4				m j æu ʔ ⁴³			
425-4				b ḭ ʔ ⁵⁴			
430-4				tʃʰ ɛ ʔ ²³			
442-4				d au ³			
447-4				tʰ au ŋ ²			
456-4				kʰ ø ⁵			
458-4				ʃ ɪ ⁴			
469-4				kʰ o ʔ ⁵⁴			
470-4				d a ³²			
475-4				m ³²			
477-4				ŋ ɪ n k ⁵⁴			
478-4				s i t ⁵⁴			
480-4				g o̰ ʔ ⁵⁴			
485-4				m j o ³²			
495-4				ŋ a ³¹			
499-4				m o ³			
500-4				j au m ³			
501-4				tʰ au ³²			
507-4				n ɔ ʔ ³²			
510-4				b j a ŋ ³⁴			
511-4				l ə ²			
521-4				m j æu ŋ ⁴³			
525-4				m j o̰ k ⁵			
538-4				kʰ j æu ŋ ⁴³			
539-4				kʰ ɪ n ⁴			
544-4				kʰ j æu ʔ ⁴³			
550-4				tʰ o ʔ ⁵⁴			
562-4				m j æu ŋ ⁴			
568-4				g a ³¹			
2-4				kʰ au ŋ ³			
11-4				s ɔ ʔ ⁵⁴			
12-4				j o ʔ ³			
22-4				g au ŋ ³			
28-4				b j ɪ n ²¹			
29-4				tʰ o ʔ ⁵⁴			
30-4				w a ³²			
42-4				p a̰ t ⁵			
46-4				ʔ s			
52-4				d o ʔ ⁵⁴			
55-4				b a m ³			
69-4				h e ʔ ⁵⁴			
79-4				g e ⁴¹			
83-4				tʃʰ ø i ⁵			
86-4				ḭ ʔ ⁵⁴			
89-4				s a ŋ ³			
90-4				pʰ o ³			
91-4				ʔ a n ⁴²			
92-4				kʰ ə ²			
106-4				g au k ³²			
125-4				g j æu ʔ ⁴²			
148-4				d a ŋ ³			
163-4				s e ⁴			
173-4				pʰ œ i ³²			
179-4				ʔ a t ⁵⁴			
186-4				ŋ a ³²			
187-4				l a ŋ ³			
197-4				n a̰ ḭ t ⁵⁴			
211-4				d o̰ ʔ ³²			
220-4				tʰ au ŋ ³			
237-4				s ə p ²			
239-4				n e ³²			
242-4				tsʰ au ³²			
248-4				kʰ i ⁵⁴			
252-4				g i t ⁴			
255-4				l au ³²			
271-4				dʒ o ʔ ⁵			
275-4				m au ²⁵			
277-4				d z a m ³			
281-4				kʰ au ŋ ²			
283-4				l a ⁴³			
295-4				kʰ au k ⁵⁴			
300-4				g ɪ n ⁴			
302-4				tsʰ o ʔ ⁵			
309-4				l ɔ ʔ ³²			
312-4				k o̰ ʔ ³			
314-4				tsʰ a m ³			
315-4				tʰ au ²⁵			
330-4				l a ³²			
333-4				tʃʰ e ⁴¹			
338-4				m j ɔ ʔ ³²			
346-4				ʃ ɛ ⁵⁴			
348-4				j ḛ ʔ ⁵⁴			
352-4				kʰ æu ŋ ³			
1-5					m j e ³¹		
4-5					aˀ ɹ		
18-5					m h ə n ³¹		
19-5					eˀ n		
44-5					k l o k ⁵⁵		
50-5					j ɔ ŋ v i ⁵⁵		
62-5					s ai ʔ ³¹		
70-5					pʰ u n		
75-5					m j o ʔ ³¹		
97-5					tsʰ ɔ ŋ ³¹		
112-5					tsʰ i a ³¹		
122-5					m j o k ⁵⁵		
127-5					k ə		
132-5					j o ʔ ³¹		
133-5					n ɛ		
135-5					n v i ³¹		
142-5					ai tsʷ		
143-5					ɔ ŋ o o ʔ ³¹		
149-5					au ʔ ³¹		
152-5					o a ³¹		
157-5					p ə ³¹		
183-5					u ʔ		
184-5					ɔ ŋ n o k ⁵⁵		
185-5					tsʰ i i ³¹		
189-5					m j o ʔ ³¹		
192-5					ɔ ŋ n e ³¹		
195-5					n a ³¹		
200-5					k i ʔ ³¹		
216-5					ʃ w ŋ u		
218-5					l o ʔ ³¹		
225-5					ʃ w ai ə i ³¹		
235-5					kʰ i ³¹		
244-5					ʃ w ²		
253-5					m i ³¹		
270-5					ɲ i ³¹		
278-5					m j i ə		
279-5					w a ʔ ⁵⁵		
285-5					j ɛ̰ m ³¹		
308-5					b ɹ u		
322-5					ɲ i ³¹		
325-5					kʰ u ³¹		
337-5					m j o ⁵⁵		
341-5					ts a ³¹		
347-5					s o k ⁵⁵		
362-5					ɣ ai ʔ ³¹		
391-5					ʔ i p		
394-5					m o ʔ ³¹		
397-5					eː tsʰ i		
443-5					m j u p		
460-5					s e ʔ ³¹		
463-5					ai j		
464-5					ʔ õ ŋ ⁵⁵		
473-5					ʃ w ai k m e ⁵⁵		
476-5					kʰ j o k ⁵⁵		
481-5					ai tsʰ i		
494-5					k ɹ e ³¹		
496-5					j ɔ ŋ ⁵⁵ ɲ		
516-5					eː j		
522-5					n o ʔ ³¹		
523-5					pʰ j e ⁵⁵		
524-5					i n		
540-5					kʰ a ³¹		
39-5					m j i ³¹		
64-5					k v ɹ o i		
65-5					k a ʔ ³¹		
66-5					uː tsʰ i		
71-5					s e ³¹		
72-5					ʔ ə		
76-5					j a ³¹		
77-5					m j ai ʔ ³¹		
78-5					m o ³¹		
82-5					p o ⁵⁵		
87-5					ɔ ŋ o o ʔ ³¹		
93-5					ɹ i ³¹		
100-5					s v n e ³¹		
116-5					k ə		
119-5					v i ³¹		
124-5					pʰ ɹ uˀ		
136-5					l w u i ³¹		
139-5					ɲ i ³¹		
144-5					ʃ ai ai ʔ ³¹		
145-5					j e ə		
146-5					m o ³⁵		
165-5					kʰ ɹ aˀ		
171-5					j o ⁵⁵		
193-5					p a ³¹		
212-5					tʃʰ o ʔ ³¹		
