COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
244-6						s a	
253-6						m aː	
270-6						m eˀ	
278-6						m aː	
279-6						r w eː	
285-6						ʔ i m	
308-6						p r a	
322-6						m eˀ	
325-6						kʰ aː	
337-6						m aː	
341-6						tsʰ eː	
347-6						s a k	
362-6						r a ŋ	
391-6						r a p	
394-6						m a k	
397-6						s eː	
443-6						h n a ts	
460-6						s a ts	
463-6						j w i	
464-6						ʔ u m	
473-6						s a ŋ	
476-6						k j au k	
481-6						tsʰ a	
494-6						k j aˀ	
496-6						kʰ j a ɲ	
516-6						j a ɲ	
522-6						n a k	
523-6						h b aːu	
524-6						n a	
540-6						kʰ aː	
3-6						p eː	
6-6						k au ŋ	
7-6						ts eˀ	
20-6						n a n	
39-6						m eˀ	
51-6						ŋ ai	
64-6						k a ŋ	
65-6						k a	
66-6						tsʰ w iː	
71-6						s e	
72-6						ʔ u m	
76-6						r w a	
77-6						m eˀ	
78-6						h m u t	
82-6						k aˀ	
87-6						h n aˀ	
93-6						l u m	
94-6						m aː	
100-6						s a k	
116-6						l uˀ	
119-6						r a ŋ	
124-6						l eː	
137-6						kʰ j ai	
139-6						m aː	
144-6						s a ts	
145-6						t a ŋ	
146-6						h m au ŋ	
150-6						k r au k	
154-6						m eˀ	
165-6						k a m	
166-6						h l j a	
169-6						k r i m	
170-6						p eː	
171-6						j au ŋ	
174-6						l u m	
181-6						h m j aː	
193-6						p a	
205-6						h n a ts	
206-6						m aː	
212-6						s a k	
214-6						kʰ aː	
217-6						ʔ u m	
224-6						n j w i	
228-6						p w iː	
238-6						k j aˀ	
241-6						tsʰ u	
246-6						k j aˀ	
257-6						p a	
272-6						h m aː	
273-6						ʔ u m	
274-6						m a ŋ	
1-7							m au ³
4-7							l a̰ ŋ ⁵³
18-7							m j ɔ ³¹
19-7							m i ³²
44-7							l a ŋ ⁵³
50-7							ʃ a̰ p ⁵⁴
62-7							s a t ⁵⁴
70-7							b a n ⁵³
75-7							m ə ³
97-7							d z u m ³
112-7							tsʰ u ⁴³
122-7							m j u p ³⁴
127-7							kʰ ə t ⁵
132-7							w ɔ ʔ ³
133-7							m j ɔ ³¹
135-7							n j ɛ ³²
142-7							d w i ⁵³
143-7							n ɔ ʔ ³²
149-7							ʔ u ³
152-7							n j ɛ̰ ⁵³
157-7							b ɔ ³
183-7							ʔ u ³
184-7							n j ɪ̰ t ⁵
185-7							ʃ a m ⁵³
189-7							m j ɔ ʔ ³
192-7							n ɔ ³¹
195-7							n ɔ ³¹
200-7							ʃ i ³¹
216-7							tʃʰ ə ⁴
218-7							l ɔ ʔ ³
225-7							s a t ⁵⁴
235-7							kʰ ə t ⁵
244-7							s a t ⁵⁴
253-7							m ə ³
270-7							m j a̰ ⁴
278-7							m j a̰ ŋ ³¹
279-7							w ɔ ʔ ³²
285-7							j a̰ ŋ ³
308-7							b ɔ ³
322-7							m i ³²
325-7							kʰ au ⁵²
337-7							m j a̰ ŋ ³¹
341-7							dʒ ɔ ³
347-7							ʃ ɔ ³
362-7							j a̰ ŋ ⁵³
391-7							v ʊ p ³
394-7							m ɔ ³
397-7							tʃʰ i ⁵³
443-7							m ɪ t ⁴³
460-7							s a t ⁵⁴
463-7							h e ³¹
464-7							ʔ a m ⁵
473-7							ʃ a m ⁵³
476-7							kʰ j u ʔ ³²
481-7							ʃ ə ⁴
494-7							g ɔ ʔ ⁵
496-7							ʃ a̰ ŋ ⁵³
516-7							w i ⁵³
522-7							n ɔ ʔ ³²
523-7							pʰ j u ⁵¹
524-7							n j w i ³²
540-7							kʰ ɔ ³
3-7							b a ³¹
6-7							g i ⁴³
7-7							dʒ a p ⁵⁴
20-7							n a̰ m ³
39-7							m j a̰ ⁴
51-7							n j ɛ̰ ⁵³
64-7							g e ³¹
65-7							k a ʔ ⁵
66-7							d au ³¹
71-7							ʃ i ⁴³
76-7							j ɔ ³¹
77-7							m j a̰ ⁴
78-7							m w i ⁵²
82-7							pʰ a t ⁵
87-7							ŋ ɔ ³
93-7							l a̰ m ⁵³
94-7							m j a̰ ⁴
100-7							s ʊ t ³²
116-7							l u ŋ ⁵³
119-7							w a m ³
124-7							pʰ w i ²
136-7							l a̰ m ⁵³
137-7							kʰ j ɔ ⁵³
139-7							m i ³²
144-7							s a t ⁵⁴
145-7							d u ŋ ⁴
146-7							m a̰u ³¹
150-7							g j ɔ ʔ ³²
154-7							m ḭ ⁵³
165-7							g a n
166-7							pʰ j ɔ ⁵¹
169-7							dʒ a ŋ ⁵³
170-7							b j ɔ ⁵¹
171-7							w ɔ ʔ ³²
174-7							l a̰ m ⁵³
181-7							m j ɔ ʔ ³
193-7							b ɔ ³
205-7							n j ɪ̰ t ⁵
206-7							m ə ³
212-7							tʃʰ a n ⁵³
214-7							l a m ⁵³
217-7							ʔ u ³
224-7							n j w i ³²
228-7							b au ³²
238-7							j w i ³²
241-7							ʃ ɔ ³
256-7							ʔ a m ⁵
272-7							m a ³
273-7							ʔ a̰ m ³¹
274-7							m ə ³
