COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
62	s ai ʔ ⁵	s a k ⁵²	s ə k ⁵⁴	s a k ⁵	ʃ ai ʔ ³¹	s a ts	s ɪ k ⁵
63		kʰ i ³	g a m ³¹	g e ⁴¹			g a m ⁵³
64	k ɔ̰ ³¹		g o ŋ ³	g ɔ ŋ ³¹	kʰ o ³¹	k w i ŋ	k ɔ ʔ ⁵⁴
65	k ṵ k ⁵⁴		g o k ⁵³	k a̰u ʔ ⁵⁴	kʰ w e ⁵⁵	kʰ au k	k ṵ ʔ ⁵
66	d z u ³⁴		d z u ⁴	d z au ⁴	sʰ u ³¹	tsʰ uː	d z u ³¹
67	n j ɛ t ³²				m j ai ʔ ³¹	m r a ts	m ɪ t ⁴³
68		k i ⁵²	g i ²	g i ²			
69	h u ʔ ⁵	f a ʔ ⁵²	f o ʔ ⁵³	f o ʔ ⁵			h a ʔ ⁵
70	p a n ³⁴	p j e ⁵²	b ai n ⁴	p ḛ n ⁴	p ɛ ³¹	p a n	b a n ³²
71	ʃ i ⁵		ʃ i ⁴	ʃ i ⁴³	ʃ i ³¹	s iː	ʃ i ³¹
72	ʔ a ³²	ʔ a	ʔ a ³	ʔ a ³	ʔ a	ʔ ə	
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
75	m a̰ n ²⁵	m ḛ ²³	m j ɔ ʔ ²	m j o ʔ ²⁴	m j o ʔ ³¹	m r a k	m j ɔ ʔ ³¹
76	w u ³⁴		w ɔ ³	v o ⁴	w a ³¹	w aː	w a ³¹
77	n j i ʔ ⁴		m j u k ³	m a̰ k ⁴²	m ai ʔ ³¹	m r a ts	n i k ³²
78	m au ³¹		m au ³¹	m o k ⁴³	m u ⁵⁵	h m w i	m ai ³
79	g j ɛ n ⁴²		g j ɛ m ⁵¹	ɣ a m ⁵¹		k r i m	g a m ⁵³
80			l a ³²	l ə ²		l a k	l ə ²
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
82	pʰ ɨ ŋ ⁵		pʰ ə ŋ ⁴⁵	pʰ au ŋ ⁴	p j o	p a ŋ	pʰ u ŋ ³
83	tʃʰ au ³		tʃʰ au ³¹	tʃʰ u k ⁵⁴	ʃ u ⁵⁵		tʃʰ w i ⁵³
84	tʃʰ a ³		tʃʰ a ⁵⁴				
85						h b i n	pʰ ɛ n ³
86	j ei ³		j eː ŋ ⁴	ʔ ḭ ʔ ⁵⁴		r a k	ʔ i ⁵
87	ŋ ɔ ʔ ³		ŋ ɔ ³	ŋ o ʔ ³	ŋ u ʔ ³¹	h ŋ a k	ŋ ɔ ⁴⁵
88	n j ṵ k ³⁵		m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
89	s a ŋ ³		s a ŋ ⁵⁴	s a ŋ ⁵²		s a ŋ	s e ŋ ⁴
90	pʰ ɔ ³		pʰ ɔ ʔ ³	pʰ ɔ ⁵²		h b aːu	pʰ ɔ ⁵⁴
91	ʔ u n ³¹			ʔ ʊ n ⁴²	ʔ ʊ n ³¹	ʔ u n	ʔ ʊ n ⁵³
92	kʰ ə ³		kʰ ə ⁵	kʰ ə t ³		kʰ a	kʰ ə t ⁵
93	l a̰ m ⁵		l æ m ⁵	l e ⁴	ɹ ɛ ³¹	r a m	l a m ⁵⁴
94	m j ɛ ³	m e ³	m j e ŋ ³²	m i ²³		m r e	m i ³
95	b ɛ ⁵					p a	
96		n a k ⁵²	n o k ³²				n u ʔ ³⁵
97	tʃʰ a ŋ ⁵	tʃʰ a ŋ ²³	tʃʰ a ŋ ⁵⁴	tʃʰ a ³	ʃ o ³¹	kʰ j a ŋ	tʃʰ a ŋ ³¹
98			g ɔ ʔ ⁵²	k o̰ ʔ ⁵⁴	k ə		
99	h u ⁵		h ø ⁵	h au ³			h u ³
100	s o n ³	s au n ²³	s oi n ⁴²		ʃ w e ³¹	s w a n	s ʊ n ⁵⁴
101			pʰ j u ²¹	pʰ j u ⁵¹	pʰ j u ⁵⁵		pʰ j u ⁵¹
102	l a ³		l a ²				
103				pʰ j a k ⁵			pʰ j i k ⁵
104	l a ³		l a ²				l u m ⁴
105	m i ⁵		m ɯ̃ ⁵²				
106	g u k ³		k o̰ k ⁵³	g au k ³²	k o ʔ ⁵⁵		g u ʔ ³²
107	w ɔ m ³		w ø m ²				
108				d z o ³¹			d z a ŋ ³¹
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
110	s a n ³		s ɨ ⁵		ʃ e ʔ		tʃʰ ɪ ŋ ⁵³
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
112	tsʰ ɔ ⁵	tʰ a ²³	tsʰ o ⁵	tsʰ o ⁴³	sʰ a ³¹	tsʰ aː	tsʰ ɔ ³¹
113	g au ³⁴		k au ²			k au ŋ	
114	n j æ̰ ṵ ʔ ⁵²		n j au k ⁵³				
115	dʒ ɔ ³		d z ə ⁴³				
116	l u ³	l a ⁵²	l o ³		l a ³¹	k j aː	l ə ³²
117				kʰ a ²	k ə	k j aː	
118				m j a ŋ ³²			m ɔ ³
119	w ɔ m ³¹		w u ʔ ³⁴	w e ⁴¹	w e ⁵⁵	w a m	v a m ³¹
120	tsʰ a t ⁵³		ts a̰ ḭ ʔ ⁵¹		tsʰ i ⁵⁵	tsʰ a t	tsʰ ə ³
121	l ai ³⁴		l a ³			h lʷ a	l ə ³
122	n j u k ⁴²	m j au ʔ ⁵²	m j o k ³²	m j æu ʔ ³¹	m j ai ŋ ⁵⁵	m j au k	m j u ʔ ³²
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
124	t j ṵ ³		b j u ³	p j ṵ ⁵²	pʰ j u ʔ ⁵⁵	pʰ r uˀ	b j u ⁵³
125	g j u ʔ ⁴²	ɣ o ²³	g ɛ n ³²	ɣ o k ³²		k r w a t	
126		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
127	kʰ w i ⁴⁵	kʰ w i ²³	kʰ w e ³²	kʰ a ²	kʰ w i ³¹	k eː	kʰ w i ³¹
128			l a ⁵³	l ə			
129					kʰ w e ⁵⁵		kʰ w i ³²
130	dʒ j æ p ⁴²		g j æ p ³	ɣ e ʔ ³			
131	ŋ a t ³¹		ŋ ai t ³	n a ³²			ŋ a t ³²
132	w u ʔ ⁴²	v w a ⁵²	w u ʔ ³	v ɔ ʔ ³²	w ʊ ʔ ³¹	w a k	w a ʔ ³¹
133	n j u ³	n au ⁵²	n ũ ³	n o ŋ ⁴	n u ³¹	n w aː	n ɔ ³
134				dʒ au ŋ ⁵¹			dʒ u ŋ ⁵³
135	n au ⁵	n au ²³	n au ⁴	n o ŋ ³	n u ³¹	n w iˀ	n au ³
136	l w i ⁴	l w i ⁵²	l i ³	l œ i ³	l i ³¹		l w i ³¹
137	kʰ j æu ³	kʰ j u ³	kʰ j au ³²³	kʰ j o ʔ ⁵²		kʰ j w i	kʰ j w i ⁵³
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
139		m i ⁵²	m e ³	m ḭ ⁴³	m i ³¹	m r iː	m i ³¹
140		sʰ a ²³		ʃ ɪ ⁴			ʃ ɔ ⁴³
141	tsʰ a ŋ ³		tsʰ a ŋ ²	tsʰ a ⁵³		tsʰ a ŋ	
142	d z w i ³¹	t w i ³	d z i ⁵²	d z œ i ³¹	sʰ w i ⁵⁵	tsʷ ai	d z w i ³¹
143	ŋ ɔ̰ ʔ ⁵²	ŋ a̰ ʔ ⁵²	ŋ ɔ̰ ʔ ⁵²	ŋ ɔ̰ ʔ ⁵⁴	ŋ a ³¹	h ŋ a k	ŋ ɔ̰ ʔ ⁵⁴
144	s w a t ⁵⁴		s oi ʔ ⁵³	s ai t ⁵⁴	ʃ a ʔ ³¹	s w i k	s ʊ t ⁵
145	d u ŋ ³¹		d o ŋ ⁵¹	d au ŋ ⁴¹	t ɔ ŋ ⁵⁵	t au ŋ	d u ŋ ³¹
146	m au ⁴⁵		m au ³⁵	m o̰ k ⁵	m j ai	m w eː	m au ³¹
147			ʔ a ³			ʔ ə	
148	d a ŋ ³		d a ŋ ³	d a ⁴		p j a m	d a ŋ ⁵³
149	ʔ u ʔ ⁵³	ɣ ṵ ²³	w ɨ̰ ʔ ⁵³	au ⁵⁴	ʔ u ³¹	ʔ uˀ	ʔ u ³
150	g j ɔ ʔ ³¹	ɣ ɔ ʔ ²³	g j ɔ ʔ ³²	ɣ ɔ ʔ ³²		k r a k	β w ɔ ʔ ³²
151	b ɛ ³		b ə ³			b a	
152	n ⁴³	ŋ ə	ŋ ə ³	ŋ o ³	ŋ a ³¹	ŋ aː	ŋ ɔ t ³
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
154	n j i ³¹	m e ³	m j ũ ⁴¹	m o̰i ³²		m r w e	m w i ³¹
155			dʒ ɛ ⁵				d z u ŋ ³
156	m a n ³¹				m i ³¹	m iˀ	
157	p ṵ ⁵	p a ²³	p u ⁵	p o̰ ³	p a ³¹	pʰ aː	b ɔ ³¹
158	b au ³				p u ³¹	p w iː	b au ³¹
159	n j ɔ̰ ⁴²		m j ɛ ³				m j a̰ ⁴
160		k o ŋ ⁵²	g a ŋ ³²	g a ³²			g ɔ ŋ ³²
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
162			j ɛ m ³			ʔ i m	
163		ʃ au n ²³	ʃ e n ⁵	ʃ ɪ n ²		s a n	ʃ ɪ n ³¹
164	dʒ a ŋ ³			dʒ a̰ ³²			dʒ a ŋ ³²
165	g w a n ⁵		kʰ j æ m ⁵²	k a̰ n ³	ʃ ɛɪ ³¹	kʰ r aˀ	g ɔ ŋ ²¹
166	tʰ j ɔ ⁴²	pʰ j a ³	pʰ j ɔ ⁴²	pʰ j ɔ ³¹		p w iː	pʰ j ɔ ⁵³
167	n ə ³		n ə ³²	n ə ²			
168	b a p ³¹		b ai t ³²	b e ʔ ²¹		p a k	
169	k j a̰ ŋ ³	k j a̰ ŋ ³	k j a̰ ŋ ⁵²	g j a̰ ²¹		kʰ r a ŋ	k j a̰ ŋ ⁵³
170	d j ɔ ³	p j a ⁵²	b j ɔ ³	b j ɔ ²		p j aː	b j ɔ ³¹
171	j a ŋ ³	j o ŋ	j a ŋ ³		j o ⁵⁵	j a ŋ	j a ŋ ³²
172	kʰ u ŋ ⁵		kʰ o ŋ ⁵		k ə		kʰ u ŋ ³¹
173	pʰ ə ³	pʰ ə ³	pʰ ə ⁵³	pʰ ə t ³²			pʰ ə t ⁵
174	d j a m ³	l ẽ ³	l æ m ²¹	l e ³¹		l i p	l a̰ m ⁵³
175					p j a ⁵⁵	p r a	
176	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
177	g au ⁵		g au ⁵		k o ³¹		
178						k au k	g ɔ k ⁴
179	ʔ u t ⁵	ʔ u ³	w ə ⁵	ʔ au ²			ʔ ʊ t ³²
180	l ɔ m ⁵³	l a m ⁵²	l ø̃ m ⁵¹				l ṵ m ³¹
181	n j ɔ ʔ ⁴³	m j a ʔ ²³	m j ɔ̃ ʔ ⁴	m j ɔ ʔ ³		m j a k	m j ɔ ʔ ³²
182	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³		h n a	
183	ʔ u ⁴⁵	ʔ u	w ə ⁵	ʔ au ³	ʔ o ³¹	ʔ uː	ʔ u ³⁴
184	n u k ⁴²	n au ʔ ²³	n o ʔ ⁵¹	n au ʔ ⁴²	n o k ʔ ³¹	h n au k	n u ʔ ⁵
185	tsʰ a m ³	tsʰ i ³	tsʰ æ m ⁵³	tsʰ e ⁴¹	sʰ ɛ ⁵⁵	tsʰ a m	tsʰ a m ⁵³
186	ŋ a ³		ŋ ə ³	ŋ a ³		n aˀ	ŋ ɔ t ³
187	l a ŋ ³		l a ŋ ³	l a ²		kʰ au ŋ	l a ŋ ³¹
188	m i ³²	m au ŋ ²³	m ɨ ³				m au ³
189	n j ɔ ʔ ³	m j a ²³	m j ɔ̃ ʔ ⁴	m j ɔ ʔ ³²	j u ʔ ³¹	m j a k	m j ɔ ʔ ³²
190	dʒ i ⁴³	ts i ²³			s i ³¹		dʒ i ³
191	k ṵ k ⁵⁴		g o k ⁵³			k a m	k ṵ ʔ ⁵
192	n ɔ̰ ³	n ã ³	n ũ ³	n o̰ ⁴¹	n a ʔ ⁵⁵	h n a	n ɔ ⁵³
193	b ə ⁴		b ə ³	b ə ³²	p a ³¹	p aː	b u ³
194	l ɔ t ⁴³		l oi ʔ ³²				
195	n ɔ ³	n e ³	n ai ³	n o ³	n a ³¹	n aː	n ɔ ³
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
197	n ṵ ə̰ t ⁵⁴		n o̰i ʔ ⁵²	n a̰ t ⁵⁴		h n u t	n ʊ̰ t ⁵
198		ʃʰ a ⁵²		ʃ ɔ ⁵¹			m w i ³¹
199	d j ɔ̰ ³		j ɔ ⁴³		j a ʔ ⁵⁵		
200	dʒ ei ⁵	k i ʔ ²³	g ai n ⁵³	kʰ ə t ³	t i	s w eː	k a n ³¹
201					s ɛ	s w aː	
202	n j e ŋ ³¹			n j ɛ n ³¹			
203	ʔ a m ³		ʔ æ m ³	ʔ e ³²			ʔ a m ⁵
204	tʃʰ a m ⁵		tʃʰ æ m ⁴			ts eˀ	tʰ a ŋ ⁵³
205	n ɔ̰ t ⁵⁴	n au ⁵²	n o̰i ʔ ⁵³	n a̰ ḭ ʔ ⁵⁴		n aː	n ʊ̰ t ⁵
206	m i ⁴²	m j ɛ ⁵²	m ɨ ³²	m o̰ k ⁴		m u t	m w i ³¹
207	j u k ⁴³		g j ɛ t ⁴			r i t	
208	n o ŋ ⁵		n o ŋ ⁴⁵			n au k	
209	kʰ o ŋ ³		kʰ o ŋ ³¹		tʰ a ŋ	k j au k	kʰ u ŋ ⁵³
210	w o m ³	x w ĩ ³	w ɛ m ³			w a m	β w a m ³
211	d au ³	t au ⁵²	d au ³²	d u k ³²			d au ³¹
212	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³	tʃʰ o ʔ ⁵⁴	sʰ ɛ ʔ ³¹	kʰ j a k	tʃʰ ɔ ʔ ⁵⁴
213	n a̰ ḭ k ⁵⁴	n a k ⁵²	n ə k ⁵⁴			h n aˀ	n ɪ̰ k ⁵
214	l a m ³²	l a m ⁵²	l ɛ m ²		l a ŋ ³¹	l u m	l u m ³¹
215	tsʰ ɔ t ⁵³	ts a̰ ʔ ⁵²	ts o̰i ʔ ⁵³		ʃ w ai ʔ ³¹	tsʰ u t	
216	t j ɛ̰ n ⁵	s a ŋ ²³	s ə ŋ ⁵	s a ŋ ³²	ʃ ai ŋ ³¹	s a ɲ	s i n ⁴²
217	ʔ u ³	w u ³	w u ⁴	ʔ au ³¹		ʔ u	ʔ u ⁵¹
218	l ɔ ʔ ⁴²	l a̰ ⁵²	l ɔ̰ ʔ ³	l o ʔ ³²	l ʊ ʔ ³¹	l a k	l ɔ ʔ ³²
219	m a n ⁵		m oi ⁴⁵	m a̰ ḭ t ⁵			m u n ³⁴
220	tʰ u ŋ ⁵		tʰ u ŋ ⁵³	tʰ au ŋ ²		t au ŋ	tʰ u ŋ ⁴
221	g w e ³		g w e ⁵³				
222			tʃʰ æ p ⁵³	tʃʰ ɛ ʔ ⁴³			
223			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
224	n j æ̰ ṵ ⁵	n j a̰u ŋ ²³	n j a̰u ⁵	n j o̰ ʔ ⁵		h ɲ w iː	n j w i ³¹
225	s ai ⁵	s a ŋ ²³	s ə ŋ ⁴	s a ŋ ⁴³	ʃ ai ŋ ³¹	s a ɲ	s i ŋ ³¹
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
227	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
228	b au ⁵	p au ⁵²	b au ⁴	b au ŋ ³¹		p au ŋ	b au ³
229	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
231	tʃʰ a p ⁵⁴				tsʰ i ʔ ⁵⁵	tsʰ a ts	
232	p ṵ ʔ ⁵⁴		b u ʔ ⁵³	b au ³			b u ³
233	n j a̰ ŋ ⁵			m a̰ ⁴			m j a̰ ŋ ³²
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
235	kʰ j ei ³	kʰ i ³	kʰ j e ⁵³	kʰ i t ⁵³	kʰ i ⁵⁵	kʰ r e	kʰ j i ⁵³
236			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
237	ʃ e ³	ʃʰ u	ʃ e ⁵⁴	ʃ ɪ ⁴³			ʃ ə ⁴³
238	j æu ³		j au ⁴¹	ɣ o k ³	ɹ u ³¹	r w iː	w ḭ ³²
239	n a m ³¹		n a m ³¹	n ɛ ³		n a m	n a m ³²
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
241	ʃ ɔ ⁵		ʃ u ⁵	ʃ ɔ ³²	ʃ a ³¹	s aː	ʃ ɔ ³¹
242	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³¹	ʃ ai ŋ ⁵⁵	tsʰ i	
243	j ei ³¹		j e ⁵¹		ɹ i	r e	
244	s w i ⁵	s w i ²³	s oi ⁵	s a ²	ʃ w i ³¹	s w eː	s w i ⁴²
245		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
246	g j ɛ̰ ³	k j ɛ ³	k j ṵ ⁵	g j œ ²	x w ai	kʰ dʒʷ eː	
247			f w e ʔ ⁵³	f a k ⁵			
248	kʰ j ei ⁵		kʰ ei ⁵	kʰ i ʔ ⁵⁴		kʰ j eː	kʰ i ³¹
249	j ḛ ḭ ⁵		j ḛ ⁵	ʔ ḭ t ⁵			ʔ i ³
250					sʰ i ³¹	s eː	ʃ i ⁵³
251		j au ʔ ⁵²			j o k ⁵⁵	j au k	j u ʔ ⁴
252		k ai ⁵²	g e ⁵¹	g ai ³¹		k j aː	g e ³¹
253	m ɛ ³¹	m ɛ ³	m e ⁴	m j ɪ ²	m i ⁵⁵	m j w iː	m i ³
254		ɣ ɛ ⁵²	j e ⁴	ɣ e ²			
255	d j u ³¹	p j u ³	b j u ⁵¹	b j u ³¹		l u	
256	ʔ a ³	ʔ a	ʔ a ³	j ɪ p ²	ʔ ə		ʔ ə
257	b a ⁵	v a ³	pʰ o ʔ ⁵³	pʰ ɔ ⁴³	pʰ a	pʰ aˀ	
258	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
259	w ɛ ³¹		j ḛ ʔ ⁵³	j ɪ p ²	j i ³¹		
260			n o ŋ	m ḭ ⁴²		m iˀ	
261	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
262	l ə ³					l eː	
263			d z u ⁴	d z o ³²			dʒ ə ³
264	m ɔ ʔ ⁴³		m ɔ ʔ ⁴		m o ʔ ³¹	m a k	
265				ʔ o k ⁴²			ʔ a̰u ⁵³
266	j ɛ̰ n ⁴		j o k ³	j a̰ m ³²			j a̰ ŋ ³
267	s ai n ⁴³			s a ŋ ²¹			
268	pʰ ɔ ʔ ³¹			pʰ o ³			
269		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
270	n j ḭ ʔ ³⁴	m i ⁵²	m e ⁴	m ḭ ⁴	m i ⁵⁵	m aˀ	m i ³¹
271	tʃʰ au ⁵		tʃʰ au ⁵⁴	tʃʰ u k ⁵⁴		tsʰ w iː	tʃʰ w i ³²
272	m u ⁵		m ɔ̃ ⁴	m ɔ ⁴	m ai ³¹	m a	m ɔ ³
273	ʔ a ³	ʔ a ³	ʔ a ⁴	j ə ²		ʔ a ts	ʔ a ⁴⁵
274	m a ŋ ³		m a ŋ ⁴	m a ²	m o ³¹	m aˀ	m a ŋ ⁵³
275	n u ⁵	n au ŋ ⁵²	n õ ŋ ⁵	n au ŋ ³²		n uˀ	
276	d j ɛ n ³¹	p w i ³	b j e ŋ ⁵³	b j ɪ n ²¹			
277	tʃʰ a ŋ ⁵		tʃʰ a ŋ ⁵	tʃʰ a ²		c e	d z u m ³
278	n j e ŋ ³¹	m a ŋ ²³	m j ə ŋ ³¹	m a̰ ŋ ³¹	m ai ŋ ⁵⁵	m a ɲ	m j ɪ ŋ ³¹
279	w ʊ ³	w a ²³	w ə ⁴	v o ²	w a ⁵⁵	r w a	w a ³¹
280	kʰ au ³		g o ŋ ⁵¹	kʰ au ŋ ²	kʰ ə		
281		kʰ j a ⁵²	kʰ j ɔ ⁴	kʰ j ɔ ⁵¹	kʰ ə		kʰ j ɔ ⁵³
282	l ṵ ³				ɹ i ³¹	l a m	
283			l ḛ ʔ ⁵⁴	l a̰ ³¹	l i ʔ ⁵⁵	h l e	l a̰ ḭ ⁵³
284				ɣ i t ²		ʔ ə	w i ³
285	j ḛ n ³	j a̰ m ²³	j ɛ̰ m ⁴	j a̰ m ³¹	ʔ ai ŋ ⁵⁵	ʔ i m	ʔ j ṵ m ⁵³
286	kʰ w a m ⁵	kʰ a m ²³	kʰ æ m ⁴	kʰ a m ³		kʰ aː	kʰ u m ³¹
287			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
288	b ai ʔ ⁴¹					p au k	
289	kʰ o ŋ ³		kʰ o ŋ ⁴²	kʰ au ŋ ³¹	kʰ au ŋ ⁵⁵	kʰ a ŋ	kʰ u ŋ ⁵³
290	dʒ ei ³¹		g e ⁵	g i t ³			g i ⁴³
291	dʒ ə̰ ³	tsʰ i			tʰ o ⁵⁵		tsʰ ə ⁵⁴
292	tʰ a n ³		tʰ ãɪ ⁵²	tʰ ɪ n ⁴¹			tʃʰ ə ⁴
293						pʰ j a	pʰ j ɔ ⁵³
294	ʔ u ⁵		w ə ⁵	ʔ au ²	ʔ ai ʔ ³¹	ʔ u m	ʔ u ³
295	kʰ ɨ ʔ ⁵³		kʰ o ʔ ⁵³	kʰ au ³		kʰ au ŋ	kʰ u ʔ ⁵⁴
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
297				pʰ o ʔ ⁴			pʰ ə ³
