COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
535-1	b ɔ ³⁵						
536-1	t au d ³²						
542-1	b ŋ a p ³⁵						
561-1	n d Ø ³¹						
563-1	dʒ i d ³²						
569-1	Ø u d ³¹						
5-1	m Ø Ø						
16-1	Ø ɛ b ⁵³						
27-1	dʒ z Ø n ⁵³						
40-1	tʃʰ u m ⁵³						
41-1	b a t ⁵³						
1-2		m m u m ⁵³					
4-2		l u ³¹					
18-2		m w Ø m ⁴					
19-2		Ø w Ø ³					
44-2		m l a kʰ ⁵³					
50-2		Ø m m a ŋ m					
62-2		Ø a kʰ ⁴					
70-2		b Ø m ³¹					
75-2		m j u p m					
97-2		Ø m Ø ŋ m					
112-2		Ø u ³¹					
122-2		m j a kʰ ³					
127-2		kʰ w i ³¹					
132-2		Ø Ø p ⁵³					
133-2		Ø m u m m					
135-2		Ø m u m m					
142-2		m m m i ³¹					
143-2		m ŋ Ø ³¹					
149-2		p a p ⁴³					
152-2		ŋ u m m					
157-2		b a m					
183-2		p a m					
184-2		m Ø a Ø p m					
185-2		Ø Ø m m					
189-2		m j Ø p ³					
192-2		m Ø a m m					
195-2		Ø u m					
200-2		kʰ m Ø m m					
216-2		b m a Ø ³¹					
218-2		l u p ⁵³					
225-2		Ø a ŋ ³¹					
235-2		kʰ w ə m m					
244-2		Ø m i ³¹					
253-2		m m m Ø ³¹					
270-2		m m m ³¹					
278-2		m w Ø ŋ ⁵					
279-2		m Ø Ø m					
285-2		m w i m m					
308-2		m b m i ³¹					
322-2		m m i m					
325-2		kʰ m u m ³¹					
337-2		m w Ø ŋ ³¹					
341-2		m m u m					
347-2		Ø m a p ⁵					
362-2		m j i m ³¹					
391-2		w i b ⁴³					
394-2		m u p Ø					
397-2		Ø ə m ³¹					
443-2		m w Ø b ⁴					
460-2		Ø Ø p m					
463-2		m Ø i m m					
464-2		a ŋ ³¹					
473-2		Ø Ø m ⁴³					
476-2		kʰ w a kʰ ⁴³					
481-2		Ø i m ⁴⁵					
494-2		Ø m ə ⁵³					
496-2		Ø w a ŋ m					
516-2		Ø a m					
522-2		Ø u p ³					
523-2		Ø w Ø m m					
524-2		Ø i m					
540-2		kʰ u ⁴					
3-2		b m i j ³					
6-2		g j Ø m					
7-2		Ø i m ³					
20-2		Ø a b ⁴⁵					
39-2		m w Ø m ³					
51-2		ŋ j j m ³¹					
72-2		p a m					
94-2		m w Ø ŋ ³					
100-2		Ø j Ø Ø ⁴⁵					
116-2		m l a ⁴⁵					
136-2		l m i ⁵³					
137-2		kʰ j j u j m					
139-2		m m Ø ⁵³					
150-2		ʔ w Ø ³					
154-2		m j w i ³					
166-2		Ø w Ø ³					
169-2		g w Ø ŋ ³¹					
170-2		b j Ø ⁵³					
171-2		w Ø ŋ ⁴⁵					
174-2		m l Ø m ⁵³					
181-2		m j Ø ³					
205-2		Ø Ø j b m					
206-2		m m a j ³					
214-2		l u m ³					
217-2		a ⁵³					
224-2		j Ø w j a j ⁴					
228-2		b Ø j ³					
246-2		g w Ø m					
256-2		p Ø m ⁵³					
257-2		Ø u m m					
273-2		Ø j ⁴³					
286-2		kʰ m a m ³					
307-2		ŋ Ø b m					
335-2		ʔ w Ø m					
342-2		m j j i m j m					
376-2		Ø Ø ³¹					
389-2		Ø j Ø kʰ ⁴³					
404-2		b m a ŋ m					
408-2		b j a ³					
413-2		b w Ø Ø ⁵³					
421-2		j Ø w a kʰ ³					
430-2		Ø Ø m ⁴					
458-2		Ø a m					
470-2		d Ø m					
475-2		ŋ j ⁵³					
477-2		j Ø w Ø j ʔ ⁴³					
478-2		Ø m Ø ⁴³					
480-2		ʔ j u j ⁵³					
485-2		m j Ø ³¹					
495-2		ŋ m i ³					
499-2		m w Ø ŋ m					
500-2		Ø w m i m m					
506-2		b m Ø b ³					
509-2		l Ø ŋ ³¹					
525-2		Ø j j a j ³					
22-2		Ø a ŋ ³					
28-2		b j i ³					
29-2		Ø a ³¹					
30-2		Ø a ŋ ³					
35-2		l Ø ŋ m					
38-2		m m Ø m m					
46-2		Ø a m					
52-2		Ø j a ³¹					
55-2		b j a m ³					
69-2		Ø a ³¹					
125-2		ʔ m w u j ³					
163-2		Ø Ø Ø m					
173-2		Ø Ø j m					
179-2		a b ⁴³					
210-2		m Ø Ø m m					
211-2		b Ø j m					
213-2		m Ø Ø m kʰ m					
215-2		Ø j Ø b ⁴³					
237-2		Ø Ø m					
252-2		ʔ m Ø ³					
255-2		b w a ³					
275-2		Ø Ø ŋ ³¹					
281-2		kʰ j Ø ³¹					
300-2		Ø Ø Ø ⁴⁵					
333-2		Ø j Ø m ⁵³					
390-2		j u ³					
400-2		Ø Ø j ³					
403-2		b j Ø ³					
407-2		Ø a ³¹					
414-2		l a ŋ m					
418-2		ʔ j Ø ³					
448-2		d j Ø ³					
472-2		Ø p ⁴³					
474-2		Ø w Ø m					
505-2		l Ø m ³					
517-2		Ø a w kʰ m					
5-2		m m ³¹					
21-2		Ø w a d ³¹					
23-2		j Ø m					
24-2		a ³					
34-2		Ø Ø m ⁵³					
1-3			m Ø a̰u Ø ³²				
4-3			l a̰ ⁵⁴				
18-3			m i ɹ ⁵				
19-3			n ɔ̰ j ³²				
44-3			Ø l a̰u ⁵³				
50-3			h Ø ai ŋ ⁵³				
62-3			s a ŋ ³¹				
70-3			b ŋ ɔ n ³²				
75-3			m a̰ t ³				
97-3			dʒ Ø ə ŋ ⁵⁴				
112-3			Ø a ⁵⁴				
122-3			m j u p ³²				
127-3			kʰ i ³				
132-3			ŋ ɔ ʔ ³²				
133-3			n a̰u Ø ³²				
135-3			n Ø a̰u Ø ⁵⁴				
142-3			d z i ⁴⁵				
143-3			Ø ŋ ɔ̰ ³²				
149-3			a̰u ⁵				
152-3			ŋ ɛ̰ ŋ ⁵				
157-3			b u ⁵⁴				
183-3			ɔ ⁵				
184-3			Ø n a̰u k ³²				
185-3			Ø ɔ m ⁵³				
189-3			n j ɔ ʔ ²				
192-3			Ø n ɔ t ⁵³				
195-3			n i ⁵³				
200-3			g Ø i ŋ ⁵⁴				
216-3			t a n ⁵⁴				
218-3			l a ʔ ³²				
225-3			s u ŋ ⁵⁴				
235-3			kʰ i Ø ⁴⁵				
244-3			s z i ⁵⁴				
253-3			m j Ø u ⁴⁵				
270-3			m ɪ̰ ³				
278-3			m a̰ n ³				
279-3			Ø ɪ ⁴				
285-3			j j a̰ m ³				
308-3			Ø b j ɛ̰ ŋ ⁵⁴				
322-3			m i ³²				
325-3			kʰ Ø a̰u Ø ⁵⁴				
337-3			m j ə ŋ Ø				
341-3			d z a ³²				
347-3			ʃ a̰u ʔ ⁵				
362-3			ŋ i t ⁵				
391-3			j a̰ b ⁴⁵				
394-3			m a ʔ Ø				
397-3			dʒ i t ⁵⁴				
443-3			n j a̰ p ³²				
460-3			s ɔ ³⁵				
463-3			ŋ ɔ̰ t ³²				
464-3			a ŋ ⁵⁴				
473-3			s a m ⁴⁵				
476-3			g j u k ³²				
481-3			Ø ɛ̰ ŋ ⁴⁵				
494-3			ʔ Ø ɔ̰ ⁵				
496-3			h ŋ ai n ⁵³				
516-3			a ³²				
522-3			n a Ø				
523-3			tʃʰ j a̰u t ⁵³				
524-3			n i Ø				
540-3			kʰ a ³¹				
3-3			b w i ³²				
6-3			g i ⁴⁵				
7-3			d ɔ m ³²				
20-3			n a̰ p ²				
39-3			m ŋ i m ⁴⁵				
51-3			ŋ i ŋ ³²				
64-3			g j ɔ j ³²				
65-3			g a p ⁴⁵				
66-3			ɹ z a ³				
71-3			ʃ i ⁵⁴				
72-3			a ⁵³				
76-3			ʊ ³				
77-3			m i ŋ ³				
78-3			j m j u Ø ⁴⁵				
82-3			b a̰u ŋ ⁵⁴				
87-3			j ŋ Ø ⁵³				
93-3			l a̰ n ⁵⁴				
94-3			m ŋ i ⁵³				
100-3			s Ø ə n ⁵³				
116-3			Ø l ɪ ³²				
119-3			a n ⁴⁵				
124-3			b j ⁵³				
136-3			l w i ³				
137-3			kʰ j ŋ ʊ ʔ ⁵³				
139-3			m w i ³²				
144-3			s w a t ⁴⁵				
145-3			b a̰u ŋ ⁴⁵				
146-3			m u Ø ⁵³				
150-3			g w a Ø				
154-3			m w i ⁴⁵				
165-3			ŋ w u ³				
166-3			tʰ j a ³²				
169-3			g j a̰ ŋ ⁵³				
170-3			b j a ²				
171-3			j a ŋ ⁵³				
174-3			ŋ l u t ³²				
181-3			m j ɔ ³				
193-3			b i ³				
205-3			n a̰ Ø t ³⁵				
206-3			m ŋ i Ø ³				
212-3			dʒ j Ø ⁴⁵				
214-3			l a m ³²				
217-3			u ³²				
224-3			n j w ṵ ʔ ³¹				
228-3			b a̰u ³²				
238-3			ŋ ŋ ʊ Ø ⁵³				
241-3			ʃ Ø ⁵⁴				
246-3			g j æ ³²				
256-3			ə Ø ³²				
257-3			b a ⁵³				
272-3			m ɔ ⁵⁴				
273-3			ə ⁴				
274-3			m ə ⁴				
286-3			kʰ ŋ a ³¹				
289-3			kʰ a̰u ŋ ⁵³				
294-3			a̰u ŋ ⁵⁴				
301-3			v Ø Ø				
306-3			kʰ j a p ⁵³				
307-3			ŋ a ʔ ³⁵				
321-3			tʰ ə ŋ ⁵⁴				
331-3			j m i ⁵³				
332-3			j l a̰ n ³⁵				
335-3			g j ɔ ⁵				
336-3			n ŋ æ ɹ ³				
340-3			ŋ j u Ø ⁴⁵				
342-3			m j w ṵ ʔ ⁵³				
360-3			ʃ a̰ p ⁴⁵				
376-3			s Ø i m ⁴³				
389-3			n j a̰ ʔ ⁴				
395-3			n Ø ⁴⁵				
401-3			ʃ i ⁵³				
404-3			dʒ z ɔ ŋ ⁵³				
408-3			d u ⁵³				
409-3			l Ø ³				
413-3			dʒ a n ⁵³				
421-3			n ɔ b ³²				
425-3			b j Ø Ø ⁵³				
430-3			dʒ Ø Ø ⁵³				
442-3			b a Ø ⁵³				
447-3			tʰ a̰u ŋ ³¹				
456-3			g Ø ⁵⁴				
458-3			ʃ ə ⁵³				
469-3			kʰ j u Ø ⁵⁴				
470-3			d ɔ ŋ ³				
475-3			ŋ Ø ⁵³				
477-3			n j a ʔ ⁴				
478-3			tʃʰ ɪ ³²				
480-3			g u Ø ³²				
485-3			m j a ⁴				
495-3			ŋ ŋ ə ⁵³				
499-3			m j a̰ ⁵³				
500-3			m j a m ³²				
501-3			tʰ a̰u ⁵³				
506-3			b z Ø ŋ ³				
507-3			n Ø ³				
509-3			l i ³¹				
510-3			b w j i ŋ ⁵⁴				
511-3			l Ø ³²				
521-3			h j i ⁵³				
525-3			n j ŋ Ø ʔ ⁴⁵				
538-3			j dʒ u Ø ⁵³				
539-3			ʃ Ø n ³⁵				
544-3			k v ə ʔ ⁴⁵				
550-3			b a̰u Ø				
562-3			m v ɔ ŋ ⁵³				
568-3			g i ŋ Ø				
2-3			kʰ ə ŋ ³				
11-3			ʃ ə ŋ Ø ⁴⁵				
12-3			ŋ j a ŋ ⁴⁵				
22-3			g a̰u ³²				
28-3			b i ³²				
29-3			tʰ a ʔ ³⁵				
30-3			a ŋ ⁴⁵				
35-3			l ə ŋ ³²				
38-3			d i ³				
42-3			b Ø g ³				
46-3			dʒ au ⁵³				
52-3			d ŋ i ³				
55-3			b a m ³				
69-3			h u ⁴				
79-3			ŋ ŋ Ø m ³²				
83-3			dʒ ŋ a Ø ³²				
86-3			p ai Ø ⁵³				
89-3			s a ŋ ⁵³				
90-3			Ø a ⁵³				
92-3			kʰ Ø t ⁵³				
106-3			g a ʔ ³⁵				
120-3			Ø u t ⁴⁵				
125-3			g ŋ ʊ m ⁵⁴				
148-3			d ə ⁵³				
163-3			ʃ i n ⁴³				
173-3			Ø Ø t ⁴⁵				
179-3			a b ⁵⁴				
186-3			n a ⁵³				
187-3			l ə ⁴				
197-3			n u ŋ t ⁴⁵				
209-3			kʰ Ø ə n ⁵³				
210-3			ŋ a m ⁵³				
211-3			d a̰u Ø ³⁵				
213-3			Ø n a̰ i g ³⁵				
215-3			Ø a ³²				
220-3			tʃʰ a ŋ ³¹				
237-3			ʃ ai ⁵³				
239-3			n ɔ n ³				
242-3			Ø a̰u ŋ ⁵³				
248-3			kʰ ŋ ai ʔ ³¹				
252-3			g ŋ Ø ³²				
255-3			b j a̰u ³²				
271-3			dʒ a g ³¹				
275-3			n a ŋ ⁵⁴				
277-3			dʒ a ³¹				
281-3			kʰ j a ³²				
283-3			j l u ⁵³				
295-3			kʰ a ⁴⁵				
300-3			g ɔ n ⁵³				
302-3			Ø ŋ ʊ ⁴⁵				
309-3			l Ø Ø				
312-3			ŋ Ø ⁴⁵				
313-3			Ø m g i t ³²				
314-3			Ø Ø m ⁵³				
315-3			tʰ a ³¹				
330-3			ŋ l ai ⁵³				
333-3			ʃ j a̰ m ⁵³				
338-3			m j a ³²				
346-3			ʃ Ø b ⁴⁵				
348-3			z i t Ø				
352-3			kʰ v a ŋ ³				
353-3			d z ə Ø ⁵³				
356-3			h ɔ ³¹				
357-3			s a ⁴⁵				
358-3			ʃ a ŋ ⁴⁵				
361-3			ŋ j a Ø				
378-3			m ŋ t ⁴⁵				
379-3			kʰ ŋ Ø n ⁵³				
388-3			g j a p ³²				
390-3			j ɔ̰ ³				
398-3			j au ³²				
399-3			g ŋ a n ⁵³				
400-3			n a n ⁵				
403-3			b j a ³²				
406-3			tʰ a k ⁴⁵				
407-3			s a ³²				
410-3			a ɹ Ø				
414-3			l ɔ ŋ ⁵³				
418-3			g j a Ø				
423-3			v Ø g ⁴³				
431-3			g a ŋ ³²				
435-3			kʰ ŋ u ⁴⁵				
438-3			tʰ u ʔ ³¹				
448-3			d Ø a ³⁵				
449-3			d g u ⁴⁵				
453-3			m a̰u ³¹				
465-3			tʃʰ ə ⁴⁵				
471-3			j a p ³				
472-3			ʔ u ŋ ⁴³				
474-3			m j i ³²				
482-3			m Ø au ⁵³				
502-3			b ʊ ⁵³				
503-3			Ø a ³⁵				
505-3			l ɔ m ⁵				
512-3			j Ø ⁵⁴				
515-3			d u n ⁵³				
517-3			Ø a ⁵				
529-3			a ⁴				
530-3			s ə g ⁵³				
535-3			b u ŋ ⁴⁵				
536-3			d ai ⁵³				
542-3			b Ø ʔ ⁴⁵				
561-3			n u ⁵³				
563-3			ʃ i t ⁴⁵				
569-3			kʰ u ⁵³				
5-3			m u ³				
8-3			ŋ a n ⁵³				
16-3			j æ b ⁵³				
21-3			g a ³²				
23-3			j u t ³¹				
24-3			a ³¹				
27-3			d z ɔ n ³²				
34-3			v i t ³				
36-3			b ə ŋ ³				
37-3			l u ³²				
40-3			tʃʰ a m ⁵⁴				
41-3			b Ø ʔ ³²				
47-3			m ŋ a̰u Ø				
1-4				m u ³¹			
4-4				l ʊ ³			
18-4				m j i n ⁴³			
19-4				n ŋ i j Ø			
44-4				m l u ʔ ³¹			
50-4				Ø m ŋ a ŋ ³			
62-4				ʃ ɔ ⁵²			
70-4				b j a n ³			
75-4				m a ⁴³			
97-4				m a ŋ ⁵²			
112-4				Ø a ³			
122-4				m j u ʔ ⁵⁴			
127-4				Ø i Ø			
132-4				j ɔ ʔ ⁵³			
133-4				n ŋ ʊ ³¹			
135-4				n u ³			
142-4				w m i ³¹			
143-4				m ŋ i ŋ ³¹			
149-4				t u ŋ ⁴³			
152-4				ŋ ɔ m Ø			
157-4				p ɔ ³			
183-4				t ʊ Ø			
184-4				m n u k p ⁵³			
185-4				Ø a m ³			
189-4				m j a ʔ ³²			
192-4				m n i m ⁴			
195-4				n i ⁴			
200-4				g i ŋ ³²			
216-4				ʃ ŋ ɔ ³			
218-4				l i ʔ ⁵³			
225-4				ʃ ɔ ŋ ³			
235-4				Ø w i ³			
244-4				ʃ w i ³			
253-4				m m i ³			
270-4				m ŋ i m ³			
278-4				m w Ø n Ø			
279-4				m ɔ ³²			
285-4				m j Ø m ³²			
308-4				m p m a j ³			
322-4				m ŋ i ³¹			
325-4				Ø u ³			
337-4				m a ŋ ³²			
341-4				w ʃ i ³¹			
347-4				Ø m Ø ʔ ⁴³			
362-4				m v i m Ø			
391-4				ʔ a̰ b ³			
394-4				m i ʔ ³²			
397-4				i m ³			
443-4				m i ʔ ³¹			
460-4				ʃ a p ³¹			
463-4				w m i m ⁵²			
464-4				i ŋ ⁵²			
473-4				ʃ u m ³			
476-4				Ø j u ʔ ³			
481-4				Ø ʊ m ⁴			
494-4				g m i ⁵			
496-4				Ø ŋ a n ³			
516-4				w i ³¹			
522-4				n a ʔ ³²			
523-4				pʰ u m ³			
524-4				n i ³²			
540-4				Ø i ³			
3-4				b ŋ i m ³¹			
6-4				g m i ²			
7-4				dʒ u β ³			
20-4				n a p ⁵³			
39-4				m j i w Ø			
51-4				t i ³¹			
64-4				g Ø ŋ ³²			
65-4				g u ʔ ⁵			
66-4				z u ³			
71-4				Ø i ³			
72-4				ʔ a w			
76-4				ŋ ɔ ³			
77-4				m ŋ i ³			
78-4				β m i ⁵²			
82-4				p j i t ⁵²			
87-4				β ŋ i ³¹			
93-4				l Ø m ³			
94-4				m ŋ i m ⁵³			
119-4				w ə m ⁵²			
124-4				p u ³¹			
136-4				l i ³			
137-4				Ø ʔ m ə ⁴			
139-4				m ŋ i ³²			
144-4				ʃ a t ⁵			
145-4				b u ŋ ³¹			
146-4				m j u Ø			
150-4				g w i ʔ Ø			
154-4				m m w i Ø			
165-4				g ŋ a m ³¹			
166-4				tʃʰ ʔ i ³²			
169-4				ʔ ʔ a̰ ŋ ³			
170-4				b ʔ i ³¹			
174-4				ŋ l a m ⁵³			
181-4				m ʔ i ʔ ³			
193-4				p ʊ ³			
205-4				n i m ⁵			
206-4				m ŋ i m ³¹			
212-4				tʃʰ i ʔ ⁵			
217-4				ŋ u ⁵³			
224-4				m n j m ɛ̰ ŋ ³			
228-4				b ə m ³			
238-4				ŋ ŋ ə ³			
241-4				Ø i ³			
246-4				ŋ ŋ a̰ ⁵³			
256-4				ʔ ə ³¹			
257-4				pʰ ɔ m t			
272-4				m u ³			
273-4				ʔ a m ⁵³			
274-4				m a ŋ ³			
286-4				Ø m a m ³			
289-4				Ø u ŋ ³			
294-4				ŋ ʊ j ³			
301-4				j i ʔ ³²			
306-4				tʃʰ j ʊ p Ø			
307-4				t a̰ p ⁵			
321-4				tʰ a t ³			
331-4				β m ɔ ³¹			
332-4				β l ə m ³¹			
335-4				g ʔ i ⁵⁴			
336-4				n a m ⁵²			
340-4				ŋ u ⁵²			
342-4				m ʔ m ɛ̰ ŋ j ⁵³			
360-4				ʊ p ³			
389-4				n j a̰ ḭ ŋ ³¹			
395-4				n i ⁵²			
401-4				Ø ə ³¹			
404-4				t z ʊ ŋ ⁵³			
408-4				d ʊ ³¹			
409-4				l i ⁵²			
413-4				d ŋ a n ⁵³			
421-4				m m w i b ³¹			
425-4				b ŋ Ø ³¹			
430-4				a ⁵²			
442-4				b u ³¹			
447-4				tʰ u ŋ ³			
456-4				g i ³			
458-4				Ø Ø ³			
469-4				Ø u ³¹			
470-4				d i m ³¹			
475-4				ŋ β ³¹			
477-4				m n w Ø ŋ ³			
478-4				Ø ŋ i t ³			
480-4				g ə ³²			
485-4				m ʔ i ³²			
495-4				ŋ m i ⁵²			
499-4				m j ə m ⁵³			
500-4				m j m Ø m ³¹			
501-4				tʰ u ³¹			
507-4				n i ʔ ³			
510-4				b β j a ŋ ³			
511-4				l i ʔ Ø			
521-4				h i ³¹			
525-4				n ʔ m u j ⁵²			
538-4				β tʃʰ ŋ i ³²			
