COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
127-2		k j ɛ ²³					
132-2		n a ʔ ²³					
133-2		n a k ⁵²					
135-2		n e ²³					
142-2		p i ³					
143-2		n a ʔ ⁵²					
149-2		ʔ a					
152-2		n a ²³					
157-2		kʰ a ⁵²					
183-2		ʔ a					
184-2		n a ʔ ²³					
185-2		l a ⁵²					
189-2		m j a ²³					
192-2		n a k ⁵²					
195-2		n a ŋ ⁵²					
200-2		ʔ a ⁵²					
216-2		s au n ²³					
218-2		l a ²³					
225-2		t a ²³					
235-2		k j ɛ ³					
244-2		s au n ²³					
253-2		m i ⁵²					
270-2		m i ³					
278-2		m e ³					
279-2		ʔ a					
285-2		k j a ³					
308-2		p j a ³					
322-2		m e ³					
325-2		kʰ a ²³					
337-2		m e ³					
341-2		t a ⁵²					
347-2		ʔ a ²³					
362-2		k j ɛ ³					
391-2		k j u ³					
394-2		m j a ²³					
397-2		ʔ a ²³					
443-2		m e ²³					
460-2		ts a̰ m ³					
463-2		t a ⁵²					
464-2		ʔ a					
473-2		kʰ a m ²³					
476-2		kʰ j a ³					
481-2		t a ³					
494-2		ɣ a ⁵²					
496-2		k j a ³					
516-2		t a ⁵²					
1-3			m au ²				
4-3			l o ʔ ⁵³				
18-3			m j e ³				
19-3			n j ɔ ʔ ⁵³				
44-3			l o ³				
50-3			b j u ³²				
62-3			s ə k ⁵³				
70-3			b ɔ ⁴				
75-3			m j ɔ ʔ ³				
97-3			tʃʰ a ŋ ⁵⁴				
112-3			tsʰ u ⁵				
122-3			m j o k ³²				
127-3			kʰ o k ³²				
132-3			w ɔ ʔ ³				
133-3			n ɔ ⁴				
135-3			n au ²				
142-3			d z u ³²				
143-3			ŋ au ³¹				
149-3			w u ʔ ⁵³				
152-3			ŋ au ³¹				
157-3			b ə ŋ ⁴				
183-3			w ə ⁵				
184-3			n j o k ³²				
185-3			d w ɛ m ³				
189-3			m j ɔ ʔ ³				
192-3			m ɔ ³				
195-3			n ɔ ⁴				
200-3			dʒ a m ⁴				
216-3			b j i ³				
218-3			l ɔ̰ ʔ ³				
225-3			s o ʔ ⁵³				
235-3			kʰ e ³¹				
244-3			s o ⁵				
253-3			m e ³¹				
270-3			m j o k ³²				
278-3			m e ⁴				
279-3			w ə ³				
285-3			j au ³²				
308-3			b i ³				
322-3			m j au ³²				
325-3			kʰ au ⁴				
337-3			m j o ŋ ³²				
341-3			d z ɔ ³²				
347-3			ʃ o ʔ ⁵³				
362-3			j au ³¹				
391-3			j ɔ ʔ ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁵³				
443-3			m j ɔ̃ ʔ ³²				
460-3			s a ʔ ³				
463-3			j o ʔ ³²				
464-3			ʔ a ŋ ⁴				
473-3			s o ʔ ⁵³				
476-3			kʰ j o k ³²				
481-3			ʔ a ³				
494-3			g o k ⁵³				
496-3			b e ³				
516-3			j au ³²				
1-4				m o̰ ʔ ⁵⁴			
4-4				l a ŋ ³			
18-4				m i t ⁵⁴			
19-4				n o ʔ ⁵⁴			
44-4				l o ʔ ³²			
50-4				p j o̰ ʔ ³²			
62-4				s a ŋ ⁵			
70-4				b o ʔ ⁵⁴			
75-4				m j o ʔ ³²			
97-4				tʃʰ a ²			
112-4				dʒ o ʔ ⁵⁴			
122-4				m j æu ʔ ³			
127-4				kʰ o ʔ ⁵⁴			
132-4				w o ʔ ⁵⁴			
133-4				n o ʔ ³²			
135-4				n o ʔ ³²			
142-4				d a p ³²			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ a ³²			
152-4				n a̰ ḭ ʔ ⁵⁴			
157-4				b o ʔ ⁵⁴			
183-4				ʔ a ³²			
184-4				n o ʔ ⁵⁴			
185-4				tsʰ o ʔ ⁵⁴			
189-4				m j o ʔ ³²			
192-4				n o ʔ ³²			
195-4				n o ʔ ⁵⁴			
200-4				dʒ a̰ t ⁴²			
216-4				s a ŋ ³¹			
218-4				l o ʔ ⁵⁴			
225-4				s a ŋ ⁵			
235-4				kʰ i t ⁵⁴			
244-4				s a ŋ ⁵			
253-4				m a ŋ ³			
270-4				m o̰ ʔ ⁵⁴			
278-4				m j a̰ ³¹			
279-4				v o ʔ ⁵⁴			
285-4				ʔ a ²			
308-4				d u k ³²			
322-4				m o̰ ʔ ⁵⁴			
325-4				kʰ o ʔ ⁵⁴			
337-4				m a ²			
341-4				d a ŋ ³			
347-4				ʃ i t ⁵⁴			
362-4				j o ʔ ³²			
391-4				j a ŋ ³			
394-4				m o ʔ ⁵⁴			
397-4				dʒ i t ⁵			
443-4				m j a̰ ³²			
460-4				s a ŋ ³			
463-4				kʰ j o ʔ ³²			
464-4				ʔ a ³²			
473-4				s a ŋ ³			
476-4				kʰ o ʔ ⁵⁴			
481-4				tsʰ a ŋ ³			
494-4				g o ʔ ⁵⁴			
496-4				p j a ŋ ³⁴			
516-4				d u k ³²			
1-5					m u ʔ ³¹		
4-5					l i ʔ ³¹		
18-5					m u ʔ ³¹		
19-5					m j ai ʔ ³¹		
44-5					l a ʔ ³¹		
50-5					x o ʔ ³¹		
62-5					ʃ i ʔ ³¹		
70-5					ʃ a ʔ ³¹		
75-5					m a ʔ ³¹		
97-5					ʃ i ʔ ³¹		
112-5					ʃ a ³¹		
122-5					m o ³¹		
127-5					ʃ a ³¹		
132-5					ʔ a ʔ ³¹		
133-5					n a ʔ ³¹		
135-5					n a ʔ ³¹		
142-5					ʃ i ³¹		
143-5					ŋ u ʔ ³¹		
149-5					h ai ʔ ³¹		
152-5					ŋ o ʔ ³¹		
157-5					ʃ i ʔ ³¹		
183-5					ʔ ai ʔ ³¹		
184-5					n o ʔ ³¹		
185-5					ɹ a ʔ ⁵⁵		
189-5					m u ʔ ³¹		
192-5					n a ʔ ³¹		
195-5					n a ʔ ³¹		
200-5					ʃ i ³¹		
216-5					ʃ i ⁵⁵		
218-5					l i ʔ ³¹		
225-5					ʃ i ʔ ³¹		
235-5					pʰ u ʔ ⁵⁵		
244-5					ʃ i ʔ ³¹		
253-5					m i ʔ ³¹		
270-5					m j ai ³¹		
278-5					ŋ u ³¹		
279-5					w a ʔ ⁵⁵		
285-5					ʔ ³¹		
308-5					l i ⁵⁵		
322-5					m u ʔ ³¹		
325-5					ʃ o ³¹		
337-5					n i ³¹		
341-5					sʰ u ʔ ³¹		
347-5					ʃ i ʔ ⁵⁵		
362-5					ɹ i ʔ ³¹		
391-5					m u ʔ ³¹		
394-5					m u ʔ ³¹		
397-5					ʃ i ʔ ³¹		
443-5					m a ʔ ³¹		
460-5					ʃ i ʔ ⁵⁵		
463-5					j a ʔ ⁵⁵		
464-5					ʔ ai ʔ ³¹		
473-5					m i ʔ ³¹		
476-5					ʃ i ³¹		
481-5					tsʰ i ʔ ⁵⁵		
494-5					ʃ a ³¹		
496-5					ʃ i ʔ ⁵⁵		
516-5					j a ʔ ⁵⁵		
1-6						m aː	
4-6						l a k	
18-6						m j w i	
19-6						n a ŋ	
44-6						l a m	
50-6						kʰ j a ŋ	
62-6						s a k	
70-6						p a	
75-6						m j aː	
97-6						kʰ j w iː	
112-6						tsʰ a	
122-6						m r a k	
127-6						k a	
132-6						j aː	
133-6						n aː	
135-6						n aː	
142-6						tsʰ i	
143-6						k r a ŋ	
149-6						ʔ a k	
152-6						n aː	
157-6						p a	
183-6						ʔ u	
184-6						n aː	
185-6						tsʰ w e	
189-6						m j a k	
192-6						n aː	
195-6						n aː	
200-6						k j a k	
216-6						s a k	
218-6						l a k	
225-6						s aː	
235-6						kʰ j w i	
244-6						s a ts	
253-6						m aː	
270-6						m aː	
278-6						m r a ŋ	
279-6						w a	
285-6						j aː	
308-6						p a	
322-6						m aː	
325-6						kʰ au ŋ	
337-6						m a ŋ	
341-6						tsʰ i	
347-6						s a k	
362-6						j aː	
391-6						j a k	
394-6						m aː	
397-6						tsʰ a	
443-6						m r a	
460-6						s a	
463-6						w a ŋ	
464-6						ʔ a ŋ	
473-6						s aː	
476-6						kʰ j a k	
481-6						tsʰ a	
494-6						kʰ aː	
496-6						n a ŋ	
516-6						w a	
1-7							m a ŋ ³
4-7							l a̰ ŋ ³
18-7							m j u m ³¹
19-7							n j w i ³¹
44-7							l a ŋ ³¹
50-7							ʃ ə ⁴
62-7							s ɪ t ⁵
70-7							b a n ³¹
75-7							m j ɔ ʔ ³²
97-7							tʰ z a ŋ ³
112-7							tsʰ a ŋ ³¹
122-7							m j u ʔ ³
127-7							kʰ a ŋ ³¹
132-7							w ɔ ʔ ³²
133-7							n j w i ³²
135-7							n e ³¹
142-7							d z au ³¹
143-7							ŋ ɔ ³²
149-7							ʔ ə ³
152-7							ŋ ɔ ³
157-7							b ɔ ³
183-7							ʔ ə ³
184-7							n ɔ ʔ ³
185-7							tsʰ a m ³¹
189-7							m j ɔ ʔ ³
192-7							n j w i ³¹
195-7							n j w i ³²
200-7							g ɔ ³
216-7							s a ŋ ³¹
218-7							l a ŋ ³¹
225-7							s a ŋ ³¹
235-7							kʰ a p ⁵⁴
244-7							s ɪ t ⁵
253-7							m i ³
270-7							m w i ³¹
278-7							m w i ³¹
279-7							w a ³¹
285-7							j u m ³
308-7							d w i ³²
322-7							m w i ³¹
325-7							kʰ a ŋ ³
337-7							m j u ŋ ⁵³
341-7							d z a ŋ ³
347-7							ʃ a ŋ ³¹
362-7							w i ³¹
391-7							ʔ ɔ ³
394-7							m ɔ ʔ ³
397-7							tʃʰ w i ³²
443-7							n ɔ ʔ ⁵
460-7							s a ŋ ³¹
463-7							w i ³¹
464-7							ʔ ə ³
473-7							s a m ³¹
476-7							kʰ j u ʔ ³²
481-7							b i ³¹
494-7							g i ³²
496-7							b a ŋ ⁵³
516-7							w i ⁵³
