COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
550-1	tʰ u ʔ ⁴						
562-1	m j a ŋ ³¹						
568-1	k a j ³²						
2-1	g au ŋ ³¹						
11-1	ʃ ə ŋ j						
12-1	d u ŋ ⁵³						
22-1	k au ³¹						
28-1	b j u ⁵⁴						
1-2		m m u ⁵¹					
4-2		l ɔ ⁵¹					
18-2		m w Ø n ⁵¹					
19-2		n w Ø ⁵¹					
44-2		m l ɔ kʰ ⁴					
50-2		Ø m m a ŋ ⁵³					
62-2		dʒ a kʰ ⁵¹					
70-2		b a n ⁴					
75-2		m j u ʔ ⁵¹					
97-2		Ø m Ø ŋ m					
112-2		Ø u ⁵¹					
122-2		m j a kʰ ⁵¹					
127-2		kʰ w i ⁴					
132-2		w Ø ʔ ⁵¹					
133-2		n m u ⁴					
135-2		n m u m					
142-2		m m w i ⁵¹					
143-2		m ŋ ɔ ŋ ⁴					
149-2		ʔ a ŋ ³¹					
152-2		ŋ ɔ m ⁵¹					
157-2		b a m					
183-2		ʔ a m					
184-2		m n ɔ ʔ ⁵¹					
185-2		Ø a m m					
189-2		m j Ø ʔ ⁴					
192-2		m n ɔ t ³					
195-2		n u ³					
200-2		kʰ m Ø m m					
216-2		b a n ⁵¹					
218-2		l u ʔ ⁵¹					
225-2		dʒ a ŋ ⁵¹					
235-2		kʰ w ə ⁵					
244-2		dʒ w i ⁴					
253-2		m j m Ø ⁵¹					
270-2		m m ⁴					
278-2		m w a ŋ ⁵¹					
279-2		m w ɔ ⁵³					
285-2		m j a m m					
308-2		m b j ə ⁵¹					
322-2		m i ⁴					
325-2		kʰ m u ⁵¹					
337-2		m j Ø ŋ ⁵¹					
341-2		m m u ⁴					
347-2		dʒ m a ʔ ⁵¹					
362-2		m m i t ⁵¹					
391-2		w a b ³¹					
394-2		m u ʔ ⁵¹					
397-2		Ø ə m ⁵¹					
443-2		n j ɔ b ⁵¹					
460-2		dʒ a p ⁵¹					
463-2		m w i t ⁵¹					
464-2		ʔ a ŋ ⁴					
473-2		dʒ Ø m ⁵¹					
476-2		kʰ w a kʰ ⁴³					
481-2		Ø i t ⁴⁵					
494-2		g m ə ⁵¹					
496-2		Ø w a ŋ m					
516-2		w a ⁴					
522-2		n u ʔ ⁵¹					
523-2		Ø j Ø t m					
524-2		n i ⁵¹					
540-2		kʰ u ⁵¹					
3-2		b i t ⁵¹					
6-2		g t Ø ⁴					
7-2		dʒ a m ³					
20-2		n ɔ b ³					
39-2		m w Ø m ³					
51-2		ŋ t j m ³¹					
72-2		ʔ a m					
94-2		m w Ø t ³					
100-2		dʒ t Ø n ⁴⁵					
116-2		j l a ⁴					
136-2		l i ³					
137-2		kʰ j t u ⁴					
139-2		m Ø ⁵¹					
150-2		g w ɔ ʔ ⁴⁵					
154-2		m t w i ⁴⁵					
166-2		Ø j ɔ ³					
169-2		g j a ŋ ³¹					
170-2		b j ɔ ⁵³					
171-2		j Ø ŋ ⁴⁵					
174-2		m l a m ⁵³					
181-2		m j ɔ ʔ ³					
205-2		n ɔ p ⁵¹					
206-2		m m a Ø					
214-2		l u m ³					
217-2		ʔ a ⁵³					
224-2		t n j m a ⁴					
228-2		b Ø ŋ ³					
246-2		g w Ø m					
256-2		ʔ a ⁴⁵					
257-2		b ɔ m j					
273-2		ʔ a t ⁴³					
286-2		kʰ a m ³					
307-2		ŋ Ø b ⁵¹					
335-2		ʔ j Ø ⁵¹					
342-2		m j t i t m					
376-2		dʒ Ø ŋ ³¹					
389-2		n t a kʰ ⁴³					
404-2		m t a ŋ m					
408-2		m t a ³					
413-2		m t a n ⁵³					
421-2		t n w a kʰ ⁴					
430-2		Ø Ø ⁴					
458-2		Ø a j					
470-2		m ɔ m ³					
475-2		ŋ ⁵³					
477-2		t n w a p ⁴³					
478-2		Ø Ø p ³¹					
480-2		ʔ t u ⁴⁵					
485-2		m j ɔ ³¹					
495-2		ŋ i ⁵¹					
499-2		m j a ŋ m					
500-2		n j t a m ⁵¹					
506-2		ʔ z Ø b ⁴⁵					
509-2		l ɔ ŋ ⁴					
525-2		n j t a ⁴⁵					
22-2		g a ŋ ³					
28-2		b i ³					
1-3			m ŋ au w ³²				
4-3			l a̰ ⁵				
18-3			m ɪ ⁵				
19-3			n ɔ̰ w ³²				
44-3			ŋ l u ʔ ³				
50-3			h ŋ ai ŋ ⁵³				
62-3			ʃ ə ʔ ³¹				
70-3			b w a̰ ³²				
75-3			m j a̰ n ³				
97-3			dʒ ŋ ɔ ŋ ⁵				
112-3			tsʰ ɔ ⁵				
122-3			m j ɔ ʔ ⁵				
127-3			kʰ i ³				
132-3			w w ɔ ʔ ⁵				
133-3			n ɔ ŋ ³²				
135-3			n ŋ au ŋ ⁵				
142-3			d w i ⁵¹				
143-3			ŋ ŋ ɔ̰ ³²				
149-3			ʔ a̰u ³				
152-3			ŋ ɔ w ³				
157-3			b ɔ ⁵				
183-3			ʔ u ⁵				
184-3			ŋ n u ⁵				
185-3			tsʰ a m ⁵³				
189-3			n j ɔ ʔ Ø				
192-3			ŋ n ɔ̰ ⁵³				
195-3			n u ⁵¹				
200-3			g ŋ ɪ w ⁵				
216-3			t u ŋ ⁵				
218-3			l ɔ ʔ ⁵				
225-3			ʃ u ŋ ⁵				
235-3			kʰ i w ⁵				
244-3			ʃ w i ⁵				
253-3			m ŋ ɪ ⁵¹				
270-3			m e ³				
278-3			m e n ³²				
279-3			ŋ w ɔ ⁴				
285-3			j a̰ m ³				
308-3			ŋ d w ⁵				
322-3			m i ³²				
325-3			kʰ ŋ au w ⁵				
337-3			m j ɔ ŋ ⁵³				
341-3			d ɔ ³²				
347-3			ʃ a ⁵				
362-3			w i ⁴³				
391-3			j a̰ p ⁵¹				
394-3			m ɔ ʔ ³¹				
397-3			dʒ ɪ ⁵				
443-3			n j a̰ p ³²				
460-3			ʃ ɔ ³⁵				
463-3			w ɔ̰ ⁵¹				
464-3			a ŋ ⁴				
473-3			ʃ ʊ m ⁵¹				
476-3			kʰ j ɔ k ⁵				
481-3			tsʰ a̰ ⁵				
494-3			ʔ ŋ ɔ̰ ⁵				
496-3			h ai n ³				
516-3			a ³²				
522-3			n ɔ ʔ ³¹				
523-3			pʰ j u ⁵³				
524-3			n ɪ ⁵¹				
540-3			kʰ ɔ ³¹				
3-3			b w i ⁵¹				
6-3			g i ⁴				
7-3			d ɔ m ⁵³				
20-3			n a̰ p ³¹				
39-3			m i ⁵				
51-3			ŋ z i ⁵³				
64-3			g ŋ ɔ ⁵¹				
65-3			g Ø p ⁵				
66-3			u ⁵³				
71-3			ʃ i ⁴				
72-3			ʔ a ³²				
76-3			w ɔ ⁵³				
77-3			m i ŋ ³				
78-3			ŋ m ŋ a w ⁴³				
82-3			pʰ a ŋ ⁵³				
87-3			ŋ ŋ ɔ ʔ ⁵³				
93-3			l ɪ n ⁵³				
94-3			m ɪ ⁵				
100-3			ʃ u n ⁵				
116-3			Ø l ɪ ³²				
119-3			w ɔ n ⁴³				
124-3			pʰ j u ⁵				
136-3			l w i ³				
137-3			kʰ j t ə ⁵				
139-3			m t i ³¹				
144-3			s æ ⁵				
145-3			u ŋ ⁴³				
146-3			m a w ⁴³				
150-3			g ɔ ³²				
154-3			m ə ⁵¹				
165-3			g a̰ ³				
166-3			tʰ j ɔ ⁵³				
169-3			g j a̰ ŋ ⁵				
170-3			b j ɔ ⁴				
171-3			j ɔ ŋ ⁵³				
174-3			l a ⁵³				
181-3			m j ɔ ³				
193-3			b ɔ ³				
205-3			n ɔ̰ ⁵				
206-3			m w ə ⁵				
212-3			dʒ ŋ ɔ ʔ ⁵				
214-3			l ɔ m ³²				
217-3			u ⁵³				
224-3			n j ṵ ŋ ³¹				
228-3			b au ŋ ³²				
238-3			ŋ ɔ w ⁵³				
241-3			ʃ Ø ⁴				
246-3			g j æ ³²				
256-3			ʔ ə ŋ ³²				
257-3			pʰ ɔ ⁵²				
272-3			m ɔ ⁵³				
273-3			ɔ ⁴				
274-3			m ə ⁴				
286-3			kʰ t ə ³¹				
289-3			kʰ u ŋ ⁵³				
294-3			ʔ u ⁴				
301-3			w ɔ ʔ ⁵¹				
306-3			kʰ ɔ p ⁴³				
307-3			ŋ i ʔ ⁵				
321-3			tʰ ɔ ŋ ⁴				
331-3			ŋ m ɪ ⁵³				
332-3			ŋ l i n ³⁵				
335-3			g j u ⁵				
336-3			n æ ³				
340-3			ŋ ŋ i w ⁴³				
342-3			m j ṵ ŋ ⁵				
360-3			d a̰ p ³¹				
376-3			ʃ Ø ʊ̰ ⁴³				
389-3			n a̰ ʔ ³¹				
395-3			n ɔ ⁴³				
401-3			ʃ i ⁵				
404-3			d ɔ ŋ ⁵				
408-3			d t u ⁵³				
409-3			l Ø ³				
413-3			d t ɔ n ⁵				
421-3			n ɔ b ³²				
425-3			d Ø w ⁵³				
430-3			dʒ Ø ŋ ⁵³				
442-3			u w ⁵				
447-3			tʰ u ŋ ³¹				
456-3			g ɔ ⁴				
458-3			tʃʰ ə ⁵³				
469-3			kʰ ŋ u w ⁴				
470-3			d ai ⁵³				
475-3			ŋ ⁵³				
477-3			n a ³¹				
478-3			ʃ ʊ̰ ʔ ³¹				
480-3			g t u ²				
485-3			m j ɔ ⁵				
495-3			ŋ ə ⁵³				
499-3			m j a̰ ⁵				
500-3			m j a m ³²				
501-3			tʰ i ⁵³				
506-3			d z a ŋ ³				
507-3			n ɔ ʔ ³				
509-3			l u ³¹				
510-3			b w j i ŋ ⁴				
511-3			l ɔ ʔ ³²				
521-3			h ŋ a ⁵³				
525-3			n j t u ŋ ⁵¹				
538-3			ŋ dʒ ɪ w ⁵				
539-3			d ɔ n ³⁵				
544-3			ʔ ɔ ʔ ⁴⁵				
550-3			tʰ w u ʔ ⁵¹				
562-3			m ɔ ŋ ⁵				
568-3			g i ŋ ⁵¹				
2-3			kʰ ə ŋ ²				
11-3			ʃ ə w ⁵				
12-3			j æ ŋ ⁴⁵				
22-3			g u ³²				
28-3			b z a ⁵³				
1-4				m i ⁴³			
4-4				l ə ³			
18-4				m t a m ³¹			
19-4				n i w Ø			
44-4				m l a ʔ ⁵			
50-4				ʃ m a ŋ ⁴³			
62-4				ʃ ə ⁵			
70-4				b w Ø n ⁴³			
75-4				m a ʔ ⁴³			
97-4				tʃʰ m ɔ ŋ ³			
112-4				tsʰ u ³			
122-4				m j u ʔ ⁵			
127-4				kʰ w i Ø			
132-4				w w a ʔ ³²			
133-4				n ɔ ⁵			
135-4				n i ³			
142-4				d t w i ⁴			
143-4				m ŋ i ŋ ⁵³			
149-4				ʔ u m ⁴³			
152-4				ŋ ə w Ø			
157-4				a ³			
183-4				ʔ u Ø			
184-4				m n a k ʔ ³¹			
185-4				tsʰ a m ⁵			
189-4				m j ɔ ʔ ³²			
192-4				m n i w ³			
195-4				n u ³			
200-4				g a w ³²			
216-4				ʃ ḭ a ŋ ³			
218-4				l i ʔ ³²			
225-4				ʃ ə ŋ ³			
235-4				kʰ j ʊ̰ ⁵			
244-4				ʃ w i ³			
253-4				m m ɪ ³¹			
270-4				m ḭ i ḭ ⁴³			
278-4				m j Ø n Ø			
279-4				m w a ³²			
285-4				z t ɪ m ³²			
308-4				m p ḭ a̰ w ³			
322-4				m ḭ i ⁵³			
325-4				kʰ i ³			
337-4				m j ɔ ŋ ³²			
341-4				d t i ⁵			
347-4				ʃ w Ø t ³¹			
362-4				w t i w Ø			
391-4				j a̰ b ³			
394-4				m i ʔ ³²			
397-4				tʃʰ ʊ̰ w ³			
443-4				m j i p ⁵³			
460-4				ʃ a ʔ ⁵³			
463-4				w w i w ³¹			
464-4				ʔ a ŋ ³¹			
473-4				ʃ u m ³¹			
476-4				kʰ j u ʔ ⁵⁴			
481-4				tsʰ ʊ t ³			
494-4				g m ɔ ⁵			
496-4				ʃ a n ⁵²			
516-4				w ɪ ³¹			
522-4				n ɔ ʔ ³²			
523-4				pʰ j u w ⁵²			
524-4				n ɪ ³¹			
540-4				kʰ i ³			
3-4				b w i m ³¹			
6-4				g t i ²			
7-4				d i ³			
20-4				n a p ⁴³			
39-4				m j ʊ̰ w ⁵			
51-4				n i ŋ ⁵			
64-4				g Ø ŋ ³¹			
65-4				g w u ʔ ⁵			
66-4				w z u ³			
71-4				ʃ i ³			
72-4				ʔ e ³²			
76-4				w a ³			
77-4				m i ³			
78-4				ŋ m i ³¹			
82-4				p w i t ³			
87-4				ŋ ŋ i ⁵			
93-4				l a m ³			
94-4				m ʊ̰ ŋ ⁴³			
119-4				w ɔ m ⁴³			
124-4				pʰ u w ⁵			
136-4				l i ³			
137-4				kʰ j m a̰ ³			
139-4				m m ʊ̰ ³²			
144-4				s a̰ t ⁵			
145-4				t u ŋ ³¹			
146-4				m i ⁵⁴			
150-4				k j i ʔ Ø			
154-4				m t j i ³¹			
165-4				kʰ ŋ a ŋ ³¹			
166-4				tʰ j i ³¹			
169-4				ʔ j a̰ ŋ ⁴³			
170-4				b j i ³¹			
174-4				ḭ l a m ⁵¹			
181-4				m j i ʔ ³			
193-4				b i ³			
205-4				n i m ⁵			
206-4				m w i t ⁵			
212-4				tʃʰ ŋ i ʔ ⁵			
217-4				ʔ u ³			
224-4				t n j m ɛ̰ ḭ ⁵²			
228-4				b ə m ³			
238-4				w ə ³¹			
241-4				ʃ i ³			
246-4				ʔ j a̰ ⁵			
256-4				ʔ ə ⁵			
257-4				pʰ ɔ m j			
272-4				m a ³			
273-4				ʔ a t ³			
274-4				m ɔ ŋ ⁵³			
286-4				kʰ m a m ³			
289-4				kʰ u ŋ ³¹			
294-4				ʔ u t ³			
301-4				j i ʔ ³¹			
306-4				tʃʰ j ʊ p j			
307-4				ʔ a̰ p ⁵			
321-4				tʰ ɔ t ³			
331-4				ŋ m ɔ ⁵			
332-4				ŋ l ə m ⁵			
335-4				g j i w			
336-4				n a m ³¹			
340-4				ŋ i ³¹			
342-4				m j m ɛ̰ ḭ w ³			
360-4				dʒ ʊ p ³			
389-4				n t a̰ ḭ t ³²			
395-4				n i w ⁴³			
401-4				ʃ ʊ̰ w ³¹			
404-4				t z u ŋ ⁴³			
408-4				d t u ³¹			
409-4				l i w ³¹			
413-4				dʒ a n ⁵			
421-4				t m j i b ³²			
425-4				p Ø ⁵			
430-4				a̰ ⁵²			
442-4				t u ⁵			
447-4				tʰ u ŋ ³			
456-4				g i ³			
458-4				ʃ Ø ³			
469-4				kʰ i ³			
470-4				d ə β ⁵			
475-4				ŋ ³¹			
477-4				t n j a̰ t ³			
478-4				ʃ ɪ t ³			
480-4				g t ə ³²			
485-4				m j i ³²			
495-4				ŋ w i ³¹			
499-4				m j a̰ ŋ ⁴³			
500-4				n j m ɔ m ³²			
501-4				tʰ u w ³¹			
507-4				n i ʔ ³			
510-4				p ŋ j i ŋ ³			
511-4				l i ʔ Ø			
521-4				h a̰ w ⁵			
525-4				n j m u w ³¹			
538-4				ŋ tʃʰ w i ³²			
539-4				dʒ ʊ̰ m ³¹			
544-4				ʔ j u ʔ ⁵			
550-4				tʰ ḭ ɔ ʔ ⁴			
562-4				m j a t ⁵			
568-4				k i ŋ ³¹			
2-4				kʰ u ŋ ³¹			
11-4				ʃ ɪ ŋ			
12-4				w j a ŋ ³			
22-4				g u ŋ ³¹			
28-4				b i ³			
1-5					m u ŋ ⁵³		
4-5					l Ø ³¹		
18-5					m w i ³¹		
19-5					n ɪ ⁵³		
44-5					l u ʔ ⁵³		
50-5					ʃ ʊ ŋ ⁵³		
62-5					Ø Ø Ø ³¹		
70-5					b Ø n ⁵³		
75-5					m w a Ø Ø		
97-5					Ø ŋ ³¹		
112-5					Ø ʊ ³¹		
122-5					m j u ʔ ⁵³		
127-5					kʰ i Ø		
132-5					w Ø Ø ⁵³		
133-5					n u ŋ ⁵³		
135-5					n u ŋ ³¹		
142-5					d Ø i ³¹		
143-5					ŋ Ø ʔ Ø		
149-5					ʔ u ḭ ³²		
152-5					ŋ ³¹		
157-5					Ø ɪ ³¹		
183-5					ʔ u ³¹		
184-5					n u ʔ ⁵⁴		
185-5					Ø Ø m ⁵³		
189-5					m j ʊ Ø ⁵³		
192-5					n Ø ⁵³		
195-5					n a ³¹		
200-5					ʔ i ³²		
216-5					t Ø m ³¹		
218-5					l a Ø ⁵³		
225-5					Ø Ø ŋ ³¹		
235-5					kʰ i ŋ ⁵³		
244-5					Ø w i ³¹		
253-5					m i Ø		
270-5					m i ŋ ⁵³		
278-5					m ʊ ŋ ³¹		
279-5					w a ⁵³		
285-5					j a̰ m ⁵³		
308-5					b ɪ ³¹		
322-5					m i ⁵³		
325-5					kʰ u ŋ ³¹		
337-5					m j Ø ŋ Ø		
341-5					d ʊ ⁵³		
347-5					ʃ w u Ø ⁵³		
362-5					i Ø		
391-5					j a̰ b ⁵³		
394-5					m ʊ Ø Ø		
397-5					Ø i ŋ ³¹		
443-5					m j Ø p ⁵³		
460-5					Ø Ø t ⁵³		
463-5					w i ³¹		
464-5					ʔ u ŋ ³¹		
473-5					Ø ʊ m ⁵³		
476-5					kʰ j u ʔ ³²		
481-5					Ø i ⁵³		
494-5					ʔ i ⁵³		
496-5					ʃ Ø ŋ ⁵²		
516-5					w i ⁵³		
522-5					n ʊ ʔ Ø		
523-5					pʰ j Ø ⁵²		
524-5					n i ³¹		
540-5					kʰ ʊ ³¹		
39-5					m w i Ø ³¹		
64-5					ʔ i ŋ ³¹		
65-5					ʔ ɪ ʔ ³²		
66-5					d ŋ Ø ⁵³		
71-5					ʃ i ³¹		
72-5					t a ⁵³		
76-5					w a ⁵³		
77-5					m i ʔ ⁵³		
78-5					m u ³¹		
82-5					pʰ u ŋ ³¹		
87-5					ŋ a ŋ ⁵³		
93-5					l Ø m ³¹		
100-5					Ø ŋ u n ³²		
116-5					ŋ l Ø ⁴		
119-5					w ʊ m Ø		
124-5					t j ɪ ⁵³		
136-5					l i ⁴		
139-5					m ŋ i ⁴		
144-5					dʒ Ø i t ³²		
145-5					d u ŋ Ø		
146-5					m u ŋ		
165-5					kʰ w ə m ³¹		
171-5					j a ŋ ⁵³		
193-5					b Ø ⁵³		
212-5					a ʔ ³²		
214-5					l a m ⁵³		
238-5					u ŋ		
241-5					ʃ ʊ ³¹		
246-5					g j ⁵³		
256-5					ʔ ə ⁵³		
257-5					pʰ ə ⁵³		
272-5					m u ³¹		
274-5					m Ø ŋ ŋ		
289-5					kʰ ʊ ŋ ⁴		
294-5					ʔ u ³¹		
301-5					a ʔ ⁵³		
306-5					kʰ j Ø p ³²		
321-5					Ø Ø ŋ ³¹		
331-5					m i ⁵³		
332-5					l Ø m ⁵³		
336-5					n ə m ³¹		
340-5					ŋ u ⁴		
360-5					dʒ Ø p ³²		
376-5					Ø i Ø Ø		
395-5					n ʊ Ø		
401-5					ʃ i ⁵³		
409-5					l a ³¹		
425-5					b i ⁵³		
430-5					Ø ɪ ⁴		
442-5					d Ø ⁵³		
447-5					Ø u ŋ ³¹		
456-5					g a ³¹		
458-5					ʃ ʊ ⁴		
469-5					kʰ u ⁴		
470-5					Ø ʊ ³¹		
478-5					ʃ i t ³²		
495-5					ŋ i ³¹		
501-5					Ø u ⁴		
506-5					g ŋ Ø ⁴		
507-5					n a Ø ⁵³		
509-5					l ʊ ŋ ³		
510-5					b i ŋ ³¹		
511-5					l a ʔ ³		
521-5					h u ⁵³		
538-5					w u ⁵³		
539-5					dʒ i n ⁵³		
544-5					ʔ j ɪ ʔ ³²		
550-5					ŋ Ø a ʔ ŋ		
562-5					m j u ŋ ⁵³		
568-5					g i Ø		
11-5					ʃ a m ⁵²		
12-5					j a ŋ ³²		
1-6						m au ³²	
4-6						l i ⁵³	
18-6						m a ⁵³ ⁵⁴	
19-6						n i ŋ ⁵⁴	
44-6						l u ŋ ⁵³	
50-6						ʃ ɪ ŋ ⁵⁴	
62-6						s ɪ g ⁴	
70-6						p Ø a n ³²	
75-6						m j ɔ ʔ ³	
97-6						tʃʰ a ŋ ⁵	
112-6						tsʰ ɔ ⁵³	
122-6						m j ɛ ʔ ³¹	
127-6						kʰ w a ³¹	
132-6						β w a ʔ ⁵³	
133-6						n a ⁵³ ³²	
135-6						n au ⁵³ ⁵³	
142-6						d w i ⁵⁴	
143-6						ŋ ɔ ʔ ⁵³	
149-6						ḭ ɔ ḭ ⁵⁴	
152-6						ŋ ɔ ³	
157-6						p ṵ ³	
183-6						ʔ ɔ ³	
184-6						n u ʔ ⁵³	
185-6						tsʰ a̰ m ⁵	
189-6						m j ɔ ʔ ⁵³	
192-6						n ɔ ³	
195-6						n ɔ ³	
200-6						g a ⁵	
216-6						s ɪ ŋ ⁵³	
218-6						l ɔ ʔ ⁵³	
225-6						s ɪ ŋ ⁵³	
235-6						kʰ Ø ⁵	
244-6						s a ³¹	
253-6						m ⁵³ a ⁵³	
270-6						m Ø ⁴	
278-6						m ɪ ŋ ⁵⁴	
279-6						w ɔ ³	
285-6						j ʊ m ⁵⁴	
308-6						b j ɔ̰ ⁵³	
322-6						m i ⁵³	
325-6						kʰ au ³¹	
337-6						m j a ŋ ⁴	
341-6						d ³ ɔ ³²	
347-6						ʃ m u ḭ ⁵	
362-6						³	
391-6						j ʊ p ⁵³	
394-6						m ɔ ʔ ⁵³	
397-6						tʃʰ Ø ³¹	
443-6						m j ɔ p ⁵⁴	
460-6						s a t ⁵³	
463-6						w w u ³¹	
464-6						ʔ a̰ ŋ ⁵³	
473-6						s ʊ m ⁵³	
476-6						kʰ ɹ u k ⁴	
481-6						tsʰ a̰ ³	
494-6						g a ⁴	
496-6						ʃ ɪ ŋ ⁵⁴	
516-6						a ⁵³	
522-6						n ɔ ʔ ³²	
523-6						p j ɔ ⁵	
524-6						n a ⁵³	
540-6						kʰ ɔ ⁵²	
3-6						⁵⁴ a̰ ⁵⁴	
6-6						g u ⁴	
7-6						dʒ ɔ ⁴³	
20-6						n ɔ p ⁵⁴	
39-6						m a̰ ⁵	
51-6						ŋ a ⁵³	
64-6						k a ŋ ⁵³	
65-6						k ṵ k ⁴	
66-6						d ɔ ⁴	
71-6						ʃ i ⁵³	
72-6						ʔ a ³¹	
76-6						ɔ ³²	
77-6						m ɛ g ⁵³	
78-6						m au t ⁴	
82-6						pʰ ŋ u ŋ ⁴	
87-6						ŋ a t ³	
93-6						l a m ³	
94-6						m a ⁵⁴	
100-6						s a n ³	
116-6						l a̰ ³²	
119-6						ɔ m ⁴	
124-6						pʰ j ɔ ŋ ⁴	
137-6						kʰ j w a ⁴	
139-6						m Ø ⁵³	
144-6						s ɔ t ⁵	
145-6						d u ŋ ⁴	
146-6						m ŋ a t ³¹	
150-6						g ɔ ʔ ³²	
154-6						m u ⁵³	
