COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
313-1	m m j j ³¹						
314-1	tsʰ u m d						
315-1	tʃʰ u j ³²						
330-1	l a̰ ⁵³						
333-1	tʃʰ j m ⁴³						
338-1	n m j ɔ ʔ ⁴³						
346-1	ʃ i p ⁵⁴						
348-1	a̰ t ³¹						
1-2		m u ⁴					
4-2		l ɔ ⁴					
18-2		m w Ø n ⁴					
19-2		n w Ø ³					
44-2		l ɔ kʰ ⁵³					
50-2		Ø m a ŋ ³²					
62-2		dʒ a kʰ ⁴					
70-2		b Ø n ⁴					
75-2		m j u ʔ ⁴					
97-2		Ø Ø ŋ ⁵⁴					
112-2		Ø ɔ ⁴					
122-2		m j i kʰ ³					
127-2		kʰ j i ⁴					
132-2		Ø Ø ʔ ⁴					
133-2		n m u ⁴					
135-2		n u ⁵⁴					
142-2		m ʃ j i ⁴					
143-2		ŋ ɔ ŋ ⁴					
149-2		ʔ i ŋ ⁴³					
152-2		ŋ ɔ m ⁴					
157-2		b i ⁵⁴					
183-2		ʔ i ⁵⁴					
184-2		n ɔ Ø ʔ ⁴					
185-2		Ø Ø m ⁵⁴					
189-2		m j Ø ʔ ⁴					
192-2		n ɔ z ⁵³					
195-2		n ɔ ⁴					
200-2		kʰ Ø j m					
216-2		b m a m ⁴					
218-2		l u ʔ ⁴					
225-2		dʒ a ŋ ⁴					
235-2		kʰ w i ⁵⁴					
244-2		dʒ Ø i ⁴					
253-2		m j Ø ⁴					
270-2		m m m ⁴					
278-2		m w Ø ŋ ⁵					
279-2		Ø ɔ ⁵³					
285-2		z j i m ⁵⁴					
308-2		b j i ⁴					
322-2		m m i ⁵³					
325-2		kʰ u ⁴					
337-2		m j Ø ŋ ⁴					
341-2		m ʃ ɔ ⁴					
347-2		dʒ z ɔ ʔ ³					
362-2		m j i z ⁴					
391-2		j i b ⁴³					
394-2		m u ʔ Ø					
397-2		Ø i z ⁴					
443-2		n j ɔ b ⁴					
460-2		dʒ Ø ʔ ⁵⁴					
463-2		m Ø i z ⁵⁴					
464-2		ʔ i ŋ ⁴					
473-2		dʒ Ø m ⁴					
476-2		kʰ j i kʰ ⁴³					
481-2		Ø i t ⁴⁵					
494-2		g i ⁵³					
496-2		Ø w a ŋ ⁵⁴					
516-2		Ø a ⁴					
522-2		n u ʔ ⁴					
523-2		Ø j Ø z ⁵⁴					
524-2		n i ⁵⁴					
540-2		kʰ ɔ ⁴					
3-2		b ⁵⁴ i z ³					
6-2		g z Ø ⁴					
7-2		dʒ i m ³					
20-2		n a b ⁴					
39-2		m w Ø m ³					
51-2		ŋ ⁵⁴ m z ³¹					
72-2		ʔ i m					
94-2		m w Ø ⁴					
100-2		dʒ Ø n ⁴⁵					
116-2		j l i ⁴					
136-2		l j i ⁵³					
137-2		kʰ j z u ⁴					
139-2		m m Ø ⁵³					
150-2		g w ɔ ʔ ⁵					
154-2		m z w i ⁵					
166-2		Ø j ɔ ³					
169-2		g j Ø ŋ ³¹					
170-2		b j ɔ ⁵³					
171-2		j Ø ŋ ⁴⁵					
174-2		m l Ø m ⁵³					
181-2		m j ɔ ʔ ³					
205-2		n ɔ b ⁵⁴					
206-2		m z i ⁴					
214-2		l u m ³					
217-2		ʔ i ⁵³					
224-2		z n j ⁵⁴ i ⁴					
228-2		b Ø ŋ ³					
246-2		g j Ø m					
256-2		ʔ Ø ⁵³					
257-2		Ø u m m					
273-2		ʔ Ø z ⁴³					
286-2		kʰ ⁵⁴ a m ³					
307-2		ŋ Ø b ⁵⁴					
335-2		ʔ j Ø ⁵⁴					
342-2		m j z i ⁵⁴ ⁵⁴					
376-2		dʒ Ø ŋ ³¹					
389-2		n z Ø kʰ ⁴³					
404-2		b ⁵⁴ i ŋ ⁵⁴					
408-2		b z i ⁴					
413-2		b j Ø n ⁵³					
421-2		z n w a kʰ ⁴					
430-2		Ø Ø ⁴					
458-2		Ø a j					
470-2		d Ø z ⁴					
475-2		ŋ ⁵³					
477-2		z n w Ø z ⁴³					
478-2		Ø m Ø ʔ ⁴³					
480-2		ʔ z u ⁵³					
485-2		m j ɔ ³¹					
495-2		ŋ z i ⁵					
499-2		m j Ø ŋ ⁵⁴					
500-2		n j i m ⁵⁴					
506-2		d ʃ Ø b ⁵					
509-2		l ɔ ŋ ⁴					
525-2		n j z i ⁵					
22-2		g i ŋ ³					
28-2		b m i ³					
29-2		Ø i ʔ ⁴					
30-2		Ø i ŋ ⁵					
35-2		l Ø ŋ ⁵⁴					
38-2		m j Ø z ⁵⁴					
46-2		Ø a j					
52-2		Ø m i ʔ ⁴					
55-2		b m i m ³					
69-2		Ø i ʔ ⁴					
125-2		g z w u Ø ³					
163-2		dʒ Ø n ⁵³					
173-2		Ø Ø m ³²					
179-2		ʔ i b ⁴					
210-2		j Ø Ø m ⁴					
211-2		b Ø ³²					
213-2		j n Ø j kʰ ⁵⁴					
215-2		dʒ z Ø ʔ ⁴³					
237-2		Ø Ø ³²					
252-2		g Ø Ø ³					
255-2		b j i ³					
275-2		n i ŋ ³¹					
281-2		kʰ j ɔ ³¹					
300-2		g Ø n ⁴					
333-2		Ø j Ø m ⁵³					
1-3			m ŋ a ³²				
4-3			l a̰ ³²				
18-3			m i z ⁵³				
19-3			n ɔ̰ ŋ ³²				
44-3			ŋ l au ʔ ⁵³				
50-3			ʃ ŋ ai ŋ ⁵³				
62-3			s a ʔ ³¹				
70-3			b ŋ a̰ n ³²				
75-3			m j a̰ n ³				
97-3			dʒ ŋ ɔ ŋ ³²				
112-3			tsʰ ɔ ³²				
122-3			m j u p ³²				
127-3			kʰ i ³				
132-3			ŋ ɔ p ³²				
133-3			n a̰u ŋ ³²				
135-3			n ŋ a ŋ ³²				
142-3			d i ³¹				
143-3			ŋ ŋ ɔ̰ ³²				
149-3			ʔ a̰u ³²				
152-3			ŋ ɔ ŋ ³				
157-3			b ɔ ³²				
183-3			ʔ ɔ ⁴				
184-3			ŋ n au g ⁵⁴				
185-3			tsʰ a m ⁵³				
189-3			n j ɔ p ³¹				
192-3			ŋ n ɔ ⁵³				
195-3			n i ⁵³				
200-3			g ŋ ɪ ŋ ³²				
216-3			t u ŋ ³²				
218-3			l ɔ p ³²				
225-3			s u ŋ ³²				
235-3			kʰ i Ø ⁴⁵				
244-3			s z i ³²				
253-3			m ŋ e ⁴				
270-3			m ɪ̰ ³²				
278-3			m a̰ n ³²				
279-3			ŋ ɔ ⁴				
285-3			j a̰ m ³				
308-3			ŋ b ŋ ³²				
322-3			m i ³²				
325-3			kʰ ŋ a ³²				
337-3			m j ɔ ŋ ³²				
341-3			d ɔ ³²				
347-3			ʃ au t ⁵				
362-3			ŋ v i ³²				
391-3			j a̰ p ³²				
394-3			m ɔ p ³²				
397-3			dʒ ɪ ³²				
443-3			n j a̰ p ³²				
460-3			s ɔ ʔ ⁵³				
463-3			ŋ ɔ̰ ³²				
464-3			ʔ ɪ ŋ ⁴				
473-3			s ʊ m ³²				
476-3			g j u k ³²				
481-3			tsʰ ɛ̰ t ⁴⁵				
494-3			ʔ ŋ ɔ̰ Ø				
496-3			h t ai n ⁵³				
516-3			a ³²				
522-3			n ɔ ʔ ³¹				
523-3			tʰ j a̰u ⁵³				
524-3			n e ⁴				
540-3			kʰ ɔ ³¹				
3-3			b z i t ³²				
6-3			g t i ⁴				
7-3			d ɔ m ³²				
20-3			n a̰ p ³¹				
39-3			m z i m ⁴⁵				
51-3			ŋ z i z ⁵³				
64-3			g ŋ ɔ ³²				
65-3			g æ p ⁵⁴				
66-3			z a ³				
71-3			ʃ i ⁴				
72-3			ʔ a ŋ				
76-3			ɔ ³				
77-3			m i ŋ ³				
78-3			ŋ m ŋ u Ø ³¹				
82-3			p au ŋ ⁴				
87-3			ŋ ŋ ɔ ʔ ⁴				
93-3			l a̰ m ⁴				
94-3			m t e ⁵³				
100-3			ʃ ə n ⁵³				
116-3			Ø l ɪ ³²				
119-3			ɔ m ³¹				
124-3			d j u ⁵³				
136-3			l z i ³				
137-3			kʰ j t u ʔ ⁵³				
139-3			m z i ³²				
144-3			s z æ t ⁵⁴				
145-3			z a ŋ ³¹				
146-3			m ŋ u Ø ⁵³				
150-3			ʔ z ɔ ʔ ³²				
154-3			m t z i ⁵				
165-3			z a ⁴				
166-3			tʰ j a ³²				
169-3			g j a̰ ŋ ⁵³				
170-3			b j a ⁴				
171-3			j ɔ ŋ ⁵³				
174-3			z l a ³²				
181-3			m j ɔ ʔ ³				
193-3			b ɔ ³				
205-3			n ɔ̰ ŋ t ³⁵				
206-3			m i ³				
212-3			dʒ ŋ ɔ ʔ ⁵⁴				
214-3			l ɔ m ³²				
217-3			ʔ u ³²				
224-3			t n j z ṵ ³¹				
228-3			b a t ³²				
238-3			u Ø ⁴				
241-3			ʃ ɔ ⁴				
246-3			g j æ ³²				
256-3			ʔ ə Ø ³²				
257-3			b a ⁵²				
272-3			m ɔ ⁴				
273-3			ʔ ɔ t ⁴				
274-3			m a ŋ ⁴				
286-3			kʰ t a ⁵³				
289-3			kʰ a ŋ ⁵³				
294-3			ʔ a̰u ⁴				
301-3			j ɔ ʔ ³¹				
306-3			j ʊ p ⁵³				
307-3			ŋ a ʔ ³⁵				
321-3			tʰ ɔ ŋ ⁴				
331-3			ŋ m i ⁴				
332-3			ŋ l a̰ m ³⁵				
335-3			g j ɔ ⁵				
336-3			n ŋ æ ³				
340-3			ŋ ŋ u ³¹				
342-3			m j z ṵ ⁵³				
360-3			d a̰ p ⁴³				
376-3			ʃ Ø i ⁴³				
389-3			n t a̰ ʔ ⁴³				
395-3			n ɔ ³¹				
401-3			ʃ i ⁵³				
404-3			d ɔ ŋ ⁵³				
408-3			d t u ⁵³				
409-3			l i ³				
413-3			d t a n ⁵³				
421-3			t n ɔ b ³²				
425-3			d Ø Ø ⁵³				
430-3			dʒ Ø Ø ⁵³				
442-3			z a Ø ⁵³				
447-3			tʰ a ŋ ³¹				
456-3			g ɔ ⁴				
458-3			ʃ ə ⁵³				
469-3			kʰ ŋ u ⁴				
470-3			d ai ³				
475-3			ŋ ⁵³				
477-3			t n ɔ ⁴³				
478-3			ʃ ʊ ³²				
480-3			g t u ³²				
485-3			m j a ⁵				
495-3			ŋ z ə ⁵				
499-3			m j a̰ ⁵³				
500-3			m j a n ⁵				
501-3			tʰ a ⁴				
506-3			d z Ø ŋ ³				
507-3			n ɔ ʔ ³				
509-3			l u ⁴				
510-3			b z j ʊ̰ ŋ ⁴				
511-3			l ɔ ʔ ³²				
521-3			h ŋ a ⁵³				
525-3			n j t Ø ⁵				
538-3			ŋ dʒ u Ø ⁵³				
539-3			d i n ³⁵				
544-3			ʔ ɔ ʔ ⁵⁴				
550-3			tʰ w ɔ ʔ ³¹				
562-3			m ɔ ŋ ⁵³				
568-3			g i ŋ ³¹				
2-3			kʰ ə ŋ ³¹				
11-3			s ə ŋ ⁵³				
12-3			j æ z ⁴³				
22-3			g ɔ ³²				
28-3			b z a ³²				
29-3			tʰ u k ³⁵				
30-3			a ŋ ⁴⁵				
35-3			l a ŋ ³²				
38-3			d z i ³				
42-3			b Ø ³				
46-3			ʃ ɔ ³²				
52-3			tʰ t i ʔ ³				
55-3			b t ʊ m ³²				
69-3			Ø u ʔ ⁴				
79-3			ŋ i m ⁵⁴				
83-3			dʒ a ³²				
86-3			ai Ø ⁵³				
89-3			s a ŋ ⁵³				
90-3			ŋ Ø a ⁵³				
92-3			kʰ Ø t ⁴				
106-3			g a ʔ ³⁵				
120-3			tsʰ u ³²				
125-3			ʔ t u k ⁵⁴				
148-3			ŋ d a ⁵³				
163-3			ʃ i n ⁴³				
173-3			Ø Ø ³⁵				
179-3			ʔ u t ⁴				
186-3			n a ⁴				
187-3			l a ŋ ⁴				
197-3			ŋ n u t Ø				
209-3			kʰ Ø ɔ n ⁵³				
210-3			ŋ ɔ m ⁵³				
211-3			d a ³⁵				
213-3			n a̰ i ³⁵				
215-3			s ŋ ɔ ʔ ³²				
220-3			tʰ ɪ ŋ ³¹				
237-3			ʃ ʊ̰ ⁵³				
239-3			n ɔ m ³				
242-3			tsʰ a̰u ŋ ⁵³				
248-3			kʰ ai ⁵³				
252-3			g z Ø ³²				
255-3			b j a̰u ³¹				
271-3			dʒ a ⁵³				
275-3			n ɪ ŋ ³⁴				
277-3			dʒ a z ³¹				
281-3			kʰ j ɔ ⁴				
283-3			z l ɪ ⁵³				
295-3			kʰ au ³²				
300-3			ʔ ɔ n ³¹				
302-3			tsʰ a ⁴				
309-3			l ɔ ʔ Ø				
312-3			a ³⁴				
313-3			Ø m i ³²				
314-3			tsʰ Ø m ⁵³				
315-3			dʒ a ŋ ³				
330-3			z l ai ⁴				
333-3			ʃ j a m ⁵³				
338-3			n j a ʔ ³²				
346-3			ʃ i p ³²				
348-3			i t ³¹				
352-3			kʰ j ɔ ŋ ⁵³				
1-4				m au ³¹			
4-4				l ə ³			
18-4				m t i m ⁴³			
19-4				n i ŋ Ø			
44-4				m l a ʔ ⁵			
50-4				ʃ m Ø ŋ ⁵³			
62-4				ʃ ɔ ³²			
70-4				b ŋ Ø m ³¹			
75-4				m a k ⁴³			
97-4				m ɔ ŋ ³²			
112-4				tsʰ ɔ ³			
122-4				m j u t ⁵⁴			
127-4				kʰ i Ø			
132-4				ŋ w a ʔ ³²			
133-4				n ɔ ³¹			
135-4				n au ³			
142-4				w t z i ⁴			
143-4				m ŋ a ŋ ⁵³			
149-4				t ɔ m ⁴³			
152-4				ŋ a j Ø			
157-4				p a ³			
183-4				ʔ ʊ Ø			
184-4				m n a k ʔ ³²			
185-4				tsʰ a m ³¹			
189-4				m j i ʔ ³²			
192-4				m n a m ³			
195-4				n i ³			
200-4				g a t ³²			
216-4				ʃ a ŋ ³			
218-4				l i ʔ ³²			
225-4				ʃ ɔ ŋ ³			
235-4				kʰ j ʊ̰ ³¹			
244-4				ʃ w i ³			
253-4				m m ʊ̰ ³			
270-4				m ʊ̰ ³¹			
278-4				m j Ø n Ø			
279-4				m w a ³²			
285-4				z t ɪ m ³²			
308-4				m p a ŋ ³			
322-4				m i ³¹			
325-4				kʰ au ³			
337-4				m ʔ a ŋ ³²			
341-4				w t i ³¹			
347-4				ʃ w Ø ʔ ³¹			
362-4				j t i m Ø			
391-4				ʔ a̰ b ⁵³			
394-4				m i ʔ ³²			
397-4				i m ³			
443-4				m ʔ i p ⁵³			
460-4				ʃ a ʔ ⁵³			
463-4				w w i m ⁵¹			
464-4				ʔ a ŋ ³²			
473-4				ʃ ʊ m ⁵³			
476-4				kʰ ʔ u t ⁵³			
481-4				tsʰ ʊ t ³			
494-4				g m ɔ ⁵			
496-4				ʃ Ø n ⁵²			
516-4				w i ³¹			
522-4				n i ʔ ³²			
523-4				pʰ ʔ u m ⁵²			
524-4				n ɪ ⁵¹			
540-4				kʰ i ³			
3-4				b t i m ³			
6-4				g m i ²			
7-4				d u ²			
20-4				n a p ³¹			
39-4				m j i w Ø			
51-4				t i ŋ ⁴			
64-4				g Ø ŋ ³¹			
65-4				g ŋ u t ⁵			
66-4				w z u ³			
71-4				ʃ i ³			
72-4				ʔ a w			
76-4				w a ³			
77-4				m i ³			
78-4				ŋ m au ³¹			
82-4				p ŋ i t ³²			
87-4				ŋ ŋ i ³			
93-4				l Ø m ³			
94-4				m ʊ̰ ³¹			
119-4				w ɔ m ³			
124-4				p ʔ u ŋ ³			
136-4				l i ³			
137-4				kʰ j m ə ³			
139-4				m ŋ ʊ̰ ³²			
144-4				s a t ⁵			
145-4				t u ŋ ³			
146-4				m u Ø			
150-4				g j i ʔ ³²			
154-4				m m j i ³			
165-4				g ŋ a m ⁵			
166-4				tʃʰ ʔ i ³¹			
169-4				ʔ ʔ a̰ ŋ ⁵³			
170-4				b j i ³¹			
174-4				ŋ l a m ³¹			
181-4				m j i ʔ ³			
193-4				b ʊ ³			
205-4				n a m ⁵			
206-4				m i m ³²			
212-4				tʃʰ ŋ i ʔ ⁵			
217-4				t ṵ ³¹			
224-4				m n ʔ m ɛ̰ ³			
228-4				b ə m ³			
238-4				ə ³¹			
241-4				ʃ i ³			
246-4				t ʔ a̰ ³			
256-4				ʔ ə ³²			
257-4				pʰ ɔ m t			
272-4				m u ³			
273-4				ʔ a m ³¹			
274-4				m a ŋ ³			
286-4				kʰ m a m ³			
289-4				kʰ Ø ŋ ³¹			
294-4				ʔ ʊ ŋ ³			
301-4				t i ʔ ³¹			
306-4				tʃʰ j ʊ p ³			
307-4				t a̰ p ⁵			
321-4				tʰ a t ³			
331-4				ŋ m ʔ ɔ ³			
332-4				ŋ l ə m ³			
335-4				g ʔ i ³¹			
336-4				n a m ³¹			
340-4				ŋ u ³¹			
342-4				m j m ɛ̰ ŋ ³¹			
360-4				dʒ ʊ p ⁴³			
389-4				n m a̰ ḭ t ³¹			
395-4				n i ŋ ³			
401-4				ʃ ʊ̰ ŋ ³¹			
404-4				t z Ø ŋ ³¹			
408-4				d Ø ³¹			
409-4				l i ŋ ³¹			
413-4				d a n ³¹			
421-4				m m j i b ³¹			
425-4				p Ø ³			
430-4				a̰ ⁵²			
442-4				t u ³			
447-4				tʰ u ŋ ³			
456-4				g i ³			
458-4				tsʰ Ø ³			
469-4				kʰ u ³¹			
470-4				d ə z ⁵			
475-4				ŋ ³¹			
477-4				m n j a̰ t ²			
478-4				Ø ɪ t ⁵³			
480-4				g ə ³			
485-4				m j i ³			
495-4				ŋ z i ⁵¹			
499-4				m ʔ ə ŋ ³¹			
500-4				n ʔ m Ø m ³¹			
501-4				tʰ u ŋ ³¹			
507-4				n i ʔ ³			
510-4				p ŋ j Ø ŋ ³			
511-4				l i ʔ Ø			
521-4				h au ŋ ³			
525-4				n j m u ⁵¹			
538-4				ŋ tʃʰ au ³¹			
539-4				dʒ ʊ̰ m ³¹			
544-4				ʔ t u ʔ ⁵			
550-4				tʰ ŋ ɔ ʔ ⁴			
562-4				m t a t ³			
568-4				k i ŋ ³¹			
2-4				kʰ Ø t ³¹			
11-4				ʃ ɪ ŋ w			
12-4				ŋ j a ŋ ⁴³			
22-4				g Ø ŋ ³¹			
28-4				b i ²			
29-4				tʰ Ø ⁵			
30-4				a ŋ ⁵¹			
42-4				pʰ Ø ŋ ³			
46-4				tʃʰ ɔ ⁵¹			
52-4				tʃʰ i ʔ ³¹			
55-4				b m ʊ m ³			
69-4				h a ʔ ³²			
79-4				g i m ³¹			
83-4				tʃʰ ə ⁵¹			
86-4				w i ³¹			
89-4				ʃ a t ³¹			
90-4				ŋ p i d ³			
91-4				ʔ a n ³¹			
92-4				kʰ Ø ³¹			
106-4				g u ʔ ⁵¹			
125-4				g z m a ³²			
148-4				ŋ d a n ³			
163-4				ʃ i n ⁴³			
173-4				pʰ Ø z ³¹			
179-4				ʔ Ø t ³			
186-4				n a ³			
187-4				l a t ³			
197-4				ŋ n u ŋ t ⁵			
211-4				t ə ³¹			
220-4				tʰ ṵ t ³²			
237-4				ʃ i ³¹			
239-4				n a m ³¹			
242-4				tsʰ u ŋ ³¹			
248-4				kʰ i ³			
252-4				g ŋ ɪ ³¹			
255-4				b ʔ u ³			
271-4				tʃʰ ə ⁵			
275-4				n a ŋ ³			
277-4				tʃʰ a ŋ ³			
281-4				kʰ t i ³¹			
283-4				ŋ l ɔ w ʔ Ø			
295-4				kʰ Ø ŋ ⁴³			
300-4				g ə ʔ ³¹			
302-4				ʃ i t m ³²			
309-4				l ɔ ŋ ³¹			
312-4				ʔ i ³			
314-4				tsʰ ɔ m ³¹			
315-4				tʃʰ u ŋ ³²			
330-4				ŋ l i ³			
333-4				ʃ a m ³¹			
338-4				ŋ m t i ŋ ⁵			
346-4				ʃ i t ³¹			
348-4				j ʊ̰ t ³¹			
352-4				kʰ Ø ŋ ³¹			
1-5					m u ŋ ⁴		
4-5					Ø Ø ³²		
18-5					m w i Ø ³²		
19-5					Ø ɪ ³²		
44-5					Ø u ʔ ⁵³		
50-5					ʃ Ø ŋ ⁵³		
62-5					Ø Ø Ø ³²		
70-5					b Ø Ø ³²		
75-5					m w Ø Ø ³		
97-5					Ø ŋ ³²		
112-5					Ø a ³²		
122-5					m j u ʔ ³¹		
127-5					kʰ i Ø		
132-5					w Ø Ø ⁵³		
133-5					Ø u ŋ ⁵³		
135-5					Ø u ŋ ³²		
142-5					d Ø i ³¹		
143-5					ŋ Ø t Ø		
149-5					Ø u ⁵³ ³²		
152-5					ŋ Ø ⁵³		
157-5					Ø ɪ ³²		
183-5					t u ³²		
184-5					Ø u ʔ ⁴⁵		
185-5					Ø Ø m ⁵³		
