COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
428				s a t ⁵⁴	ʃ w ai ʔ ³¹	s u t	s ʊ t ⁵⁴
446	l a̰ p ⁴²		l æ̰ p ³²	l ḛ ʔ ⁵⁴			l a̰ p ⁵⁴
450	ŋ æ̰ ʔ ³¹		ŋ e ⁴	ŋ a ⁴⁵			n j ɛ̰ ⁵³
451			s ai ⁵²	s e ʔ ⁵⁴		s e	s a t ⁵⁴
454	d z w i ³		d z ɨ ²¹	d z ø i ⁵			d z w i ⁵³
457	b ai ʔ ³¹		b ə k ²	b a k ³²		p a ts	
468	d j ei ³			b ḭ ʔ ⁵⁴		p eː	b i ⁵³
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
498	d j u ŋ ³	l a ŋ ²³	l ə ŋ ⁴	l a ŋ ³⁴			
520		tʃʰ ḛ ³	d z i ⁵¹	tʃʰ e ⁴¹			ʃ i ⁵³
541			pʰ j ə k ⁵³	j a k ³		p r a ɲˀ	pʰ j ɪ k ⁵
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
552			l e ³²	l a ⁵		l eː	l ai ⁵³
555			j o ŋ ³	j æu ŋ ⁴		l j a ɲ	ɹ a ³
557	d z ɔ ⁵	t a ⁵²	d z ɔ ⁴⁵			tsʰ eː	
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
560	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
567	tʃʰ j ɛ n ³		tʃʰ e n ³²	dʒ ɛ̰ t ⁵			tʃʰ ɪ n ⁵³
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
13	k a n ²			g e n ⁴			g a n ²
14			l æ̰ p ⁵³			h l j a p	l a̰ p ⁴
15			g w ɛ m ³			k r w iː	g u m ⁵³
26		m a ²³		m ɔ ³⁵			m a ³
31	d z o̰ ŋ ³²	ts a ŋ ³	ts o̰ ŋ ³²				
32	t ḭ ³²	p i ³	b i ³²				
33	dʒ ei ⁴²				tsʰ i ⁵⁵	r e	
43	l a̰u ⁵¹		l au ⁵¹				l au ⁵³
45	s i ⁵					s a	s u ³⁵
49	h w i ⁵		h ḛ i ⁴²				h w i ³
54					s e ⁵⁵	s a m	ʃ a m ⁵⁴
68		k i ⁵²	g i ²	g i ²			
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
96		n a k ⁵²	n o k ³²				n u ʔ ³⁵
98			g ɔ ʔ ⁵²	k o̰ ʔ ⁵⁴	k ə		
104	l a ³		l a ²				l u m ⁴
113	g au ³⁴		k au ²			k au ŋ	
117				kʰ a ²	k ə	k j aː	
126		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
130	dʒ j æ p ⁴²		g j æ p ³	ɣ e ʔ ³			
140		sʰ a ²³		ʃ ɪ ⁴			ʃ ɔ ⁴³
151	b ɛ ³		b ə ³			b a	
156	m a n ³¹				m i ³¹	m iˀ	
159	n j ɔ̰ ⁴²		m j ɛ ³				m j a̰ ⁴
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
164	dʒ a ŋ ³			dʒ a̰ ³²			dʒ a ŋ ³²
167	n ə ³		n ə ³²	n ə ²			
176	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
177	g au ⁵		g au ⁵		k o ³¹		
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
198		ʃʰ a ⁵²		ʃ ɔ ⁵¹			m w i ³¹
199	d j ɔ̰ ³		j ɔ ⁴³		j a ʔ ⁵⁵		
207	j u k ⁴³		g j ɛ t ⁴			r i t	
208	n o ŋ ⁵		n o ŋ ⁴⁵			n au k	
223			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
230	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
231	tʃʰ a p ⁵⁴				tsʰ i ʔ ⁵⁵	tsʰ a ts	
233	n j a̰ ŋ ⁵			m a̰ ⁴			m j a̰ ŋ ³²
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
250					sʰ i ³¹	s eː	ʃ i ⁵³
254		ɣ ɛ ⁵²	j e ⁴	ɣ e ²			
260			n o ŋ	m ḭ ⁴²		m iˀ	
263			d z u ⁴	d z o ³²			dʒ ə ³
282	l ṵ ³				ɹ i ³¹	l a m	
284				ɣ i t ²		ʔ ə	w i ³
287			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
299		p ṵ ⁵²		b au ²			b u ³¹
303	l ṵ ⁵		l o ⁴			l u m	
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
324	j a p ⁴²		j æ p ³				v a p ⁵
326	pʰ ə ³					pʰ aˀ	b j ɔ ³
328			d z ə ŋ ⁵¹	ts a̰ ŋ ⁴¹			d z i ŋ ⁵
343	j w a t ⁴²		j oi ʔ ²	v w e ³⁴			
345			g i ³	kʰ i ⁵⁴			g i ³¹
349	d u k ⁴²		d o k ³	d au t ⁴²			
366	g j ɔ ⁵		g j ɔ ³	g j ɔ ³²			
367	k a̰ ḭ ʔ ⁵³			g e ʔ ⁴²			g ə ³
372			m au ʔ ³¹	m o̰ k ⁵⁴			m a̰u ⁵²
373	tʃʰ u ŋ ⁵			tʃʰ æu ŋ ⁴³		tsʰ w i	
374		k j ḛ ʔ ³	kʰ oi ⁴³			k j u	
380			j u ³¹	j u ³		r w eː	
387		ŋ w ɛ̰ ʔ		ŋ ḭ ʔ ⁵			ŋ a̰ p ⁵⁴
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
393	kʰ u ŋ ³					h au k	kʰ ɔ k ³²
411			d ø m ³¹	d a m ³			d au
415	tʰ ə ʔ ⁵³		tʰ ɨ ʔ ⁴²	tʰ au ŋ ⁴			
417			p j æ̰ p ⁵³	p j ḛ ʔ ⁵⁴		p j a ts	
420			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
424			n j ɛ ²¹	n a ⁴³			m j w i ²¹
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
436	tsʰ a m ³	x a m ³				tsʰ a m	
437			n j æ̃ m ⁵⁴	m j æ ṵ k ⁵³		h ɲ a p	
439		l w i ²³	l ə̰ ŋ ³²			k r a ɲ	
440			d z o ŋ ⁴	d z a̰u ʔ ⁵³		ts w i k	
444				j a ⁴		p r a	p j a̰ ŋ ⁵³
455	l ɨ̰ ṵ ³	l i ²³	l u ³²				
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
484	kʰ j ɨ ŋ ⁵⁴		kʰ ə ŋ ⁵³	kʰ i ŋ ⁵⁴			
492	g ɔ ⁵		g ɔ ³	g au ŋ ³			
504	g j i ⁵		g i ⁴				g i ⁴³
508	b u ³¹		b ɔ ⁴			p a k	
518	n i ³				n e ³¹	n iː	
519	h ai ³		h ɛ ³		h ai ŋ ⁵⁵		
526		p a ²³	b ɔ ⁴	b o ³⁵			
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
528	l au ʔ ³¹	l u ²³		l a̰ k ⁵³			
531	tsʰ au ⁵		tsʰ au ³	tsʰ o ʔ ⁵⁴			
532	tʃʰ w a t ⁵⁴		tʃʰ oi ʔ ⁵³				tʃʰ u t ⁵⁴
533			m au ²			h m au ŋ	m a ³²
537			g ə ⁵	g ə ²		kʷ a	
543	j a m ³		j æ̰ m ³			r a m	
547			l o ŋ ⁵¹	l au ŋ ³		l au ŋ	
553	tʰ a n ³		tʰ ãɪ ²				tʰ a n ³²
558		j e ³	ɹ ɛ ⁵³				j ɔ̰ ⁴⁵
564	l a ³					p r au ŋ	l a ŋ ³
570	n a̰ m p ⁵²		n æ̰ p ⁴²				n a̰ m ³²
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
9	dʒ w e ⁴⁵			tʃʰ e ⁴³			
17			p a ŋ ⁵³	b a ʔ ²¹			
25	j ɔ ³¹		j ɔ ⁴²				
53			dʒ ɔ ʔ ³	dʒ o ʔ ³²			
57	kʰ j u ŋ ³²						kʰ j u ŋ ⁵³
58			ʔ o ʔ ⁵³	ʔ a̰u k ⁵			
59			g j ɛ m ⁵³	dʒ a m ⁴			
60	kʰ j a m ⁴¹		kʰ au ³²				
61				tʰ a ⁴		t aːu	
84	tʃʰ a ³		tʃʰ a ⁵⁴				
85						h b i n	pʰ ɛ n ³
95	b ɛ ⁵					p a	
102	l a ³		l a ²				
103				pʰ j a k ⁵			pʰ j i k ⁵
105	m i ⁵		m ɯ̃ ⁵²				
107	w ɔ m ³		w ø m ²				
108				d z o ³¹			d z a ŋ ³¹
111			k o̰ k ⁵⁴		k o ʔ ⁵⁵		
114	n j æ̰ ṵ ʔ ⁵²		n j au k ⁵³				
115	dʒ ɔ ³		d z ə ⁴³				
118				m j a ŋ ³²			m ɔ ³
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
128			l a ⁵³	l ə			
129					kʰ w e ⁵⁵		kʰ w i ³²
134				dʒ au ŋ ⁵¹			dʒ u ŋ ⁵³
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
147			ʔ a ³			ʔ ə	
155			dʒ ɛ ⁵				d z u ŋ ³
162			j ɛ m ³			ʔ i m	
175					p j a ⁵⁵	p r a	
178						k au k	g ɔ k ⁴
194	l ɔ t ⁴³		l oi ʔ ³²				
201					s ɛ	s w aː	
202	n j e ŋ ³¹			n j ɛ n ³¹			
221	g w e ³		g w e ⁵³				
222			tʃʰ æ p ⁵³	tʃʰ ɛ ʔ ⁴³			
247			f w e ʔ ⁵³	f a k ⁵			
262	l ə ³					l eː	
265				ʔ o k ⁴²			ʔ a̰u ⁵³
267	s ai n ⁴³			s a ŋ ²¹			
268	pʰ ɔ ʔ ³¹			pʰ o ³			
288	b ai ʔ ⁴¹					p au k	
293						pʰ j a	pʰ j ɔ ⁵³
297				pʰ o ʔ ⁴			pʰ ə ³
298						ts au ŋ	dʒ ɔ ŋ ³⁴
304				k a̰ ŋ ³²		kʰ a ɲ	
311			b ai n ⁴	p ḛ n ²			
317	m ɔ t ⁴²		m oi ʔ ³				
318			d z ɔ ³				dʒ ɔ ⁵³
323				kʰ j u m ⁴³		kʰ a p	
327	j æu ŋ ⁵					j au ŋ	
339				l a p ³²			l ʊ p ³
350			b i ⁴⁵				b e ³²
354	dʒ ei ³		dʒ e ⁴³				
355				tʃʰ ɔ ³			tʃʰ ɪ ³²
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
364				dʒ au ²		tsʰ w i	
368				h o k ⁵⁴		h a ts	
370			d e ʔ ³²	d a ⁴³			
371	pʰ u k ⁵³					pʰ r euˀ	
381	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
382	d a p ³¹			d e ³²			
383			ʔ a ²				ʔ a ²
385				n a ⁵²		ŋ a mˀ	
386	s w a n ³		s oe ³				
412	t a̰u ⁵			t o̰ k ⁵⁴			
416	d ɨu ⁴³						d u n ⁵³
419				kʰ e ʔ ⁵⁴		kʰ dʒʷ eː	
422				w a ⁵⁴			w a ŋ ³¹
427	b w a ³¹		b oe ʔ ³				
432	b a t ³¹			b ḛ t ʔ ⁵⁴			
433			j ø k ³			r w i k	
434						t w i k	tʰ w i ⁵³
441	x j ɔ ⁵						h ɔ ⁵³
445	l a̰ ŋ k ⁴²					h l au ŋ	
452				m i ⁴			m i ³
461				p j ḛ ⁵⁴		pʰ j a k	
466						h l ai	l u m ⁵³
467			tʃʰ j ɛ ²	tʃʰ i ⁴			
479					j ɔ ŋ ⁵⁵	h r a ts	
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
486	ʃ ɔ ³⁵		ʃ ɔ ʔ ⁵³				
487	ŋ a n ⁵		ŋ ãɪ ²⁴				
489	m a̰u ⁵			m o ³²			
490			dʒ i t ⁵				dʒ ɪ̰ t ⁵
491					n e ³¹	n a	
497						t u t	d ɔ t ⁵⁴
513			g o ŋ ⁵	k au ŋ ³			
514	w i ³⁴					w a	
534				n o ʔ ³⁴	ɲ o ⁵⁵		
546	ŋ ɛ ⁵						n j ɛ ³²
549	dʒ a m ³		dʒ æ m ⁵⁴				
551	d w a m ³					t u m	
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
556	n j a p ⁴²		m j æ p ³				
565				ŋ a ³⁴			ŋ ɔ t ³²
566			g j ɛ ³¹	k j ɛ̰ t ⁵³			
571			m ɔ ²¹			h m a	
572	d j e ³			d au ⁵¹			
574			ŋ o̰i ³¹	ŋ a t ³²			
576						h m aː	h a ⁵
577	n j ɔ̰ ʔ ⁵³					h n aˀ	
