COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
217-1	p ṵ ʔ ³¹						
224-1	n j w i ⁵						
228-1	b ŋ ⁵						
238-1	j au ³						
241-1	ʃ a ŋ ³						
246-1	n j ṵ ⁵						
256-1	ʔ u ŋ ³						
257-1	pʰ ə ³						
272-1	m ³						
273-1	j ɛ t ³²						
274-1	m a ŋ ⁵						
286-1	kʰ a m ⁵						
289-1	kʰ u ŋ ³						
294-1	ʔ t ³²						
301-1	j a p ³¹						
306-1	kʰ j a p ⁴²						
307-1	j a p ⁴²						
321-1	tʰ a ŋ ⁵						
331-1	n j ɔ̰ ⁴²						
332-1	l a m ³						
335-1	g j w ɛ ʔ ⁵²						
336-1	h j ɔ m ³						
340-1	ŋ u ŋ ⁵						
342-1	n j w i ⁵						
360-1	ʃ a ɔ̰ ʔ ⁴³						
376-1	s ai ʔ ³¹						
389-1	n j ɛ k ⁵⁴						
395-1	n ³¹						
401-1	ʃ j i ⁵						
404-1	d z w a ŋ ⁵						
408-1	dʒ ɔ ³						
409-1	l ɔ ʔ ³¹						
413-1	d ṵ a̰ n ³						
421-1	n j ṵ k ⁵⁴						
425-1	d j ei ³						
430-1	tʃʰ w i ³						
442-1	d ṵ ³						
447-1	tʰ a ŋ ³						
456-1	g ɔ ⁵						
458-1	ʃ ə ³						
469-1	kʰ au ³						
470-1	d z ɔ ⁵						
475-1	d z ɔ ⁵						
477-1	n ɔ̰ a p ⁵⁴						
478-1	ʃ a̰ k ⁴³ ⁵⁴						
480-1	g au ⁵						
485-1	n j ə ³						
495-1	ŋ j ḛ ḭ ³						
499-1	n j a̰ ŋ ⁵						
500-1	j ɔ m ³¹						
501-1	ʃ ə ⁵						
506-1	dʒ a p ⁴²						
507-1	n u ³¹						
509-1	d j u ŋ ³						
510-1	d j j u ŋ ³						
511-1	l a p ³¹						
521-1	h j æu ⁵						
525-1	n j w i ⁵						
538-1	tʃʰ w i ³						
539-1	dʒ ɛ n ³¹						
544-1	k j ṵ k ⁵⁴						
550-1	ʃ a p ³¹						
562-1	n j u ŋ ³						
568-1	g au ³⁴						
2-1	kʰ u ŋ ³						
11-1	ʃ a ŋ ³						
12-1	j ɔ t ḭ ³						
22-1	g u ŋ ³¹						
28-1	d j ɛ n ³¹						
29-1	tʰ ṵ ʔ ³¹						
30-1	h a ŋ ⁵						
35-1	l a ŋ ⁵						
38-1	dʒ u ŋ ³¹						
42-1	b ə t ⁵⁴						
46-1	tʃʰ o ḭ ³						
52-1	d ɔ ʔ ³¹						
55-1	b a n ³¹						
69-1	h j a ʔ ⁵⁴						
79-1	k a n ³						
83-1	tʃʰ w i ³						
86-1	j a p ³¹						
89-1	s a ŋ ³						
90-1	pʰ ə ⁵⁴						
91-1	j n ⁵						
92-1	kʰ a t ⁵⁴						
106-1	g au ʔ ³						
120-1	dʒ ei ⁴²						
125-1	g a n ³						
148-1	d a ŋ ³						
173-1	pʰ ə t ³¹						
179-1	w ɛ ⁵						
186-1	n ə ³						
187-1	l a ŋ ⁵						
197-1	n a ŋ t ⁴²						
209-1	kʰ u ŋ ³						
210-1	w ɔ m ³						
211-1	d j a m ⁴¹						
213-1	n j ɔ̰ ʔ ⁵³						
215-1	tʃʰ t ⁵						
220-1	tʰ a ŋ ³						
237-1	s i ³²						
239-1	n a m ³						
242-1	tsʰ ɨ̰ ṵ ³						
248-1	kʰ j i ⁵						
255-1	l ə ⁵						
271-1	tʃʰ w i ⁵						
275-1	n u ŋ ³						
277-1	tʃʰ a ŋ ⁵						
295-1	kʰ u k ⁵⁴						
302-1	tsʰ au ³						
309-1	l a p ³¹						
312-1	ɔ ʔ ³						
313-1	n ʔ ⁵³						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ ⁵						
330-1	l ə ³						
333-1	ʃ a m ³						
338-1	n j ɔ t ⁴²						
346-1	ʃ j ɛ t ⁵⁴						
348-1	j a̰ t ⁴²						
353-1	d z au ⁵⁴						
356-1	h a m ⁵						
357-1	s ɔ ʔ ⁵⁴						
358-1	h ai ḭ ³						
361-1	j ə j ⁵						
378-1	n ḭ ⁵³						
379-1	kʰ j ei ³						
388-1	g j u k ³²						
390-1	j z ɔ ⁵						
398-1	j ɔ m ⁵³						
399-1	k j ḛ ḭ n ⁵						
400-1	n a n ⁵						
403-1	d j ṵ ḭ ³						
405-1	j a b						
406-1	ʃ u ŋ ³						
407-1	s ɔ ⁵						
410-1	w a ŋ ḭ ³						
414-1	l a ŋ ³						
418-1	g j ɔ ⁵						
423-1	j au ḭ ³						
431-1	dʒ a ŋ ³						
435-1	kʰ u k ⁵⁴						
438-1	ʃ au ³						
448-1	d z a ŋ ³						
449-1	d z ɨ̰ ṵ ³						
453-1	m ɔ ⁵						
465-1	tʰ a̰ ⁵⁴						
471-1	j u k ³²						
472-1	t ɛ k ⁵⁴						
474-1	m i ⁵						
482-1	d j ɔ̰ ³						
502-1	b ɔ ³¹						
503-1	tsʰ ⁵						
505-1	l a m ⁵						
512-1	j ɔ ³¹						
515-1	d j ei ŋ ³						
529-1	j a m ⁵						
530-1	s ai ʔ ⁵						
535-1	pʰ ə ³						
536-1	d w a						
542-1	b u k ³²						
561-1	n a n ³¹						
563-1	tʃʰ j ɛ t ⁵						
569-1	kʰ a t ³¹						
5-1	n j æu ⁵						
16-1	j ɔ p ⁴²						
27-1	d z ɛ n ³¹						
40-1	tʰ ə a n ³¹						
41-1	b ə ³						
1-2		m au ŋ ²³					
4-2		l o a̰					
18-2		l w i ɲˀ					
19-2		eˀ n					
44-2		l ⁵² ʔ ²³					
50-2		k ŋ ²³ ⁵²					
62-2		ʃ ai ts i a					
70-2		p a n o					
75-2		l j m ²³					
97-2		ʃ o ts i					
112-2		x ⁵²					
122-2		m j au ʔ ⁵²					
127-2		j eː					
132-2		l w j					
133-2		n a ʔ ⁵²					
135-2		n au ŋ ²³					
142-2		ai tsʷ					
143-2		ŋ a ts i					
149-2		ʔ ⁵² ²³					
152-2		³ a̰ ³					
157-2		²³ a̰ ²³					
183-2		ts i o a					
184-2		n j ts i a					
185-2		x a m ³					
189-2		m ḛ ʔ o					
192-2		n a ³					
195-2		n a ʔ ⁵²					
200-2		k ai n i					
216-2		l w i s					
218-2		l o ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		k j w i					
244-2		s ŋ ⁵²					
253-2		m i ²³					
270-2		aˀ m					
278-2		l w i m					
279-2		v a ⁵²					
285-2		ʔ j ṵ m ³					
308-2		t a ²³					
322-2		iː m					
325-2		k j a̰ ⁵²					
337-2		m au ʔ ⁵²					
341-2		t a a a					
347-2		j s au					
362-2		²³ ai					
391-2		a ai ts i a					
394-2		l j m					
397-2		t a ⁵²					
443-2		m j ṵ ɛ̰ ʔ					
460-2		ʃ i a ʔ ⁵²					
463-2		ai w					
464-2		ʔ ṵ ŋ ³					
473-2		s a m ⁵²					
476-2		k j ⁵² ʔ ³					
481-2		x a ²³					
494-2		ɣ i ²³					
496-2		h l w i ²³					
516-2		w a̰ ³					
522-2		n a ʔ ⁵²					
523-2		pʰ ḛ ²³					
524-2		n e o					
540-2		k j a ²³					
3-2		p k i ²³					
6-2		k i ⁵²					
7-2		dʒ e ³					
20-2		n a p ²³					
39-2		m e ²³					
51-2		⁵² ŋ ²³					
72-2		ʔ a					
94-2		m w i ²³					
100-2		ʃ w e ts i					
116-2		l o i					
136-2		l i ³					
137-2		k j k i ³					
139-2		m iː ²³					
150-2		l j ²³					
154-2		ʃʰ a ⁵²					
166-2		pʰ j a ³					
169-2		k j w ŋ ³					
170-2		a a ŋ ²³					
171-2		au ʔ ⁵²					
174-2		ŋ ²³ a m ³					
181-2		m ḛ ʔ o					
205-2		aː n					
206-2		ʃʰ a ⁵²					
214-2		l a m ³					
217-2		ḛ ʔ					
224-2		n j a̰u a̰					
228-2		p au ŋ ²³					
246-2		k j œ ⁵²					
256-2		ʔ a					
257-2		a pʰ					
273-2		j a̰ ³					
286-2		k j æ m a					
307-2		³ æ̃ ²³					
335-2		k j a ³					
342-2		m j au ⁵²					
376-2		i ʃ					
389-2		m j l j					
404-2		ts a ŋ a					
408-2		t o ⁵²					
413-2		t w e n ³					
421-2		m j p ³⁴ ⁵²					
430-2		tʃʰ i ³					
458-2		ʃ a ʔ ⁵²					
470-2		t ai a					
475-2		a					
477-2		n ²³ ɛ̰ ⁵²					
478-2		ʃ i ts i a					
480-2		k o au ŋ					
485-2		m j a ʔ ⁵²					
495-2		ai ŋ					
499-2		aː m					
500-2		j ṵ m ⁴³					
506-2		l w i ²³					
509-2		l a ŋ ²³					
525-2		n j au ⁵²					
22-2		k au ⁵²					
28-2		p ŋ ³¹					
29-2		tʰ ʔ ⁵					
30-2		w o ŋ ⁵²					
35-2		l a ³					
38-2		i a					
46-2		e ʃ					
52-2		t ʔ ⁵					
55-2		p ɛ m					
69-2		f a ɛ̰					
125-2		k ɛ n i					
163-2		k e n a̰					
173-2		pʰ ə a					
179-2		ʔ ṵ ⁵²					
210-2		l w m					
211-2		t au a					
213-2		h n aˀ					
215-2		x a t ⁵²					
237-2		ʃ e a					
252-2		aː j j					
255-2		ḛ l					
275-2		n õ a̰ ³					
281-2		k j a ³					
300-2		m j l					
333-2		ʃ a m ³					
390-2		j a ²³					
400-2		n w n ²³					
403-2		p ḛ ⁵¹ ⁵²					
407-2		s a ²³					
414-2		l o ŋ ³					
418-2		k j a ²³					
448-2		dʒ u ²³					
472-2		ʔ ai ⁵²					
474-2		m ɣ ɛ ⁵²					
505-2		l a m o					
517-2		l ŋ ²³					
5-2		m j a̰ ⁵²					
21-2		k j j a̰ ⁵²					
23-2		l j					
24-2		ʔ i ²³					
34-2		k e ⁵¹					
1-3			m ɨ ³				
4-3			l a ³				
18-3			m j e n ³				
19-3			n j ɛ ³¹				
44-3			l o ʔ ³²				
50-3			l w e ⁵¹				
62-3			s ə k ⁵³				
70-3			b ãɪ ⁵¹				
75-3			m j ɔ ʔ ⁴				
97-3			tʃʰ a ŋ ⁵				
112-3			tsʰ au ʔ ³¹				
122-3			n j o k ³				
127-3			g e ³²				
132-3			d z ɔ ⁴				
133-3			n ɔ̃ ʔ ³				
135-3			n au ⁵				
142-3			d j e ŋ ⁵³				
143-3			ŋ ɔ ʔ ⁴²				
149-3			j ɛ ³				
152-3			n ³²				
157-3			b ɔ ⁴				
183-3			ʔ o ³				
184-3			n o k ⁵³				
185-3			dʒ æ m ³				
189-3			m j ɔ ʔ ³				
192-3			n ɔ̃ ³				
195-3			n ɔ̃ ʔ ³				
200-3			dʒ oi ʔ ⁵				
216-3			s ə ŋ ³				
218-3			l a ³²				
225-3			s ə ŋ ⁵³				
235-3			g a m ³¹				
244-3			dʒ oi ʔ ⁵				
253-3			m i ³				
270-3			m i ³				
278-3			m ə ŋ ⁴				
279-3			w ɔ ⁵¹				
285-3			j ɛ m ³				
308-3			d a ³				
322-3			m ɛ m ³				
325-3			kʰ au ⁵				
337-3			m j a ŋ ⁵¹				
341-3			d z ɔ ³				
347-3			d z o k ⁵³				
362-3			j i ³				
391-3			j o ʔ ⁵³				
394-3			m ɔ ʔ ³				
397-3			d z ɔ ⁴⁵				
443-3			m j o p ³²				
460-3			s æ̰ p ⁵³				
463-3			j i ³				
464-3			j o ŋ ⁵¹				
473-3			s ø̃ m ⁵¹				
476-3			kʰ j o k ⁵³				
481-3			tsʰ a ŋ ²				
494-3			g j ɛ m ³				
496-3			n j l ə̰ ŋ ³²				
516-3			u ³¹				
522-3			n ɔ̃ ʔ ³				
523-3			pʰ j u ³¹				
524-3			n ə ³				
540-3			kʰ ɔ ³				
3-3			b j e ŋ ⁵³				
6-3			g ʔ ³¹				
7-3			d w ɛ m ³				
20-3			n æ p ³				
39-3			m j e ⁵¹				
51-3			n j e ŋ ⁵³				
64-3			g ɔ ³				
65-3			g o k ⁵³				
66-3			d z u ⁴				
71-3			d z i ⁵¹				
72-3			ʔ a ³				
76-3			j ɔ ³				
77-3			m j a̰ ʔ ⁵³				
78-3			m au ⁵¹				
82-3			b a ŋ ²				
87-3			ŋ ɔ ʔ ³				
93-3			j æ̰ m ³				
94-3			m j e ⁵¹				
100-3			s o k ³				
116-3			l a ²				
119-3			j æ m ⁴				
124-3			b j ɛ ³				
136-3			l i ⁵¹				
137-3			kʰ j o ⁴				
139-3			m j ɛ m ³				
144-3			s oi ʔ ⁵³				
145-3			d o ŋ ⁵¹				
146-3			m au ⁵¹				
150-3			g j ɔ ʔ ³				
154-3			m ɛ ⁵³				
165-3			g oe ³				
166-3			tʰ j ɔ ³				
169-3			g j a̰ ŋ ³⁴				
170-3			j ɔ ³				
171-3			j a ŋ ²				
174-3			l æ̰ m ⁴				
181-3			n j ɔ ʔ ⁴				
193-3			b ə ³				
205-3			n j e ³¹				
206-3			m ɨ ³				
212-3			tʃʰ ɔ ʔ ⁵³				
214-3			l ø̃ m ⁵¹				
217-3			j u ²¹				
224-3			n j ɔ ʔ ⁵³				
228-3			b j e ³¹				
238-3			w ɛ m ³				
241-3			ʃ ɔ ³				
246-3			g j o ³				
256-3			ʔ a ³				
257-3			b a ³				
272-3			m ³				
273-3			ʔ a ³				
274-3			m a ŋ ²				
286-3			g a m ³¹				
289-3			kʰ o ŋ ³				
294-3			j o ⁴				
301-3			j ɔ ʔ ³				
306-3			kʰ j o p ³²				
307-3			j æ̰ p ⁵³				
321-3			tʰ a ŋ ⁵				
331-3			m j ɔ ⁵¹				
332-3			l æ̰ m ³				
335-3			g j ø m ³²				
336-3			n æ m ³				
340-3			ŋ ɔ ʔ ³				
342-3			m j j e ³¹				
360-3			tʃʰ oi ʔ ⁴				
376-3			s ə ŋ ⁵³				
389-3			n ə k ⁵³				
395-3			ɔ̃ ³				
401-3			s ai ⁵²				
404-3			d z o ŋ ⁵				
408-3			d o ³				
409-3			l ɔ ³				
413-3			d oe ³				
421-3			n ɔ̃ æ̰ p ⁵³				
425-3			b e ³²				
430-3			tʃʰ e ³¹				
442-3			d o ³				
447-3			tʰ o ŋ ⁵				
456-3			g ɔ ³				
458-3			d z ɔ ³				
469-3			kʰ au ⁵				
470-3			d z ɔ ⁴⁵				
475-3			ŋ ³				
477-3			n ɔ̃ æ̰ p ⁵³				
478-3			d z i t ⁵				
480-3			kʰ j e ³¹				
485-3			n j ɔ ʔ ⁵³				
495-3			ŋ ḛ ḭ ⁵¹				
499-3			n j a̰ ŋ ³⁴				
500-3			j ø̃ m ⁴				
501-3			tʰ u ʔ ⁵³				
506-3			l ə̰ ŋ ³²				
507-3			m ɔ ʔ ³²				
509-3			l ə ŋ ⁴				
510-3			b j e ŋ ⁴				
511-3			l a ³²				
521-3			h au ³				
525-3			n au ⁵¹				
538-3			tʃʰ au ³				
539-3			dʒ e n ³²				
544-3			g j o k ⁵³				
550-3			tʰ u ʔ ⁵³				
562-3			m j o ŋ ⁴				
568-3			k au ²				
2-3			k au ²				
11-3			s ai t ³²				
12-3			j a ŋ ⁵³				
22-3			g o ŋ ⁵¹				
28-3			b j e ŋ ⁵³				
29-3			tʰ u ʔ ⁵³				
30-3			j a ŋ ⁵¹				
35-3			l a ŋ ⁵				
38-3			d z ɔ ³⁴				
42-3			b w e ⁵³				
46-3			ʃ ɔ ³				
52-3			d ɔ ʔ ⁵³				
55-3			b a m ³¹				
69-3			h o ʔ ³				
79-3			g a m ³¹				
83-3			tʃʰ au ³				
86-3			j e ³				
89-3			s a ŋ ²				
90-3			pʰ ɔ ³²				
92-3			kʰ ə ³²				
106-3			k o̰ k ⁵⁴				
120-3			dʒ oi ʔ ⁵³				
125-3			g j o ʔ ³				
148-3			d a ŋ ³				
163-3			s ãɪ ⁵¹				
173-3			pʰ ə k ³				
179-3			ʔ o ³²				
186-3			ŋ a ³				
187-3			l a ŋ ³				
197-3			n w e ⁵³				
209-3			kʰ o ŋ ³				
210-3			d z o ⁵³				
211-3			d j e ³¹				
213-3			n o k ³²				
215-3			dʒ oi ʔ ⁵³				
220-3			tʰ u ŋ ⁴				
237-3			s ə ⁴				
239-3			n æ m ³¹				
242-3			tsʰ ⁴				
248-3			kʰ i ³				
252-3			g e ⁵				
255-3			b j u ³¹				
271-3			tʃʰ au ⁵				
275-3			n o ŋ ³				
277-3			tʃʰ a ŋ ⁵				
281-3			g o ŋ ⁵¹				
283-3			l e ʔ ³¹				
295-3			kʰ o k ³²				
300-3			g o k ⁵³				
302-3			tsʰ au ³				
309-3			l a ³²				
312-3			k o̰ k ⁵⁴				
313-3			m a ³				
314-3			dʒ ø m ²				
315-3			tʰ o ŋ ⁵				
330-3			l e ³²				
333-3			d z a m ³¹				
338-3			n j ɔ ʔ ⁴				
346-3			ʃ ə ʔ ⁵³				
348-3			j æ̰ p ⁵³				
352-3			kʰ j o ŋ ⁵				
353-3			d z ɔ ʔ ⁵²				
356-3			h æ m ⁴				
357-3			s ai t ³²				
358-3			ʃ ə ʔ ³				
361-3			j ɔ ʔ ³				
378-3			m ʔ ³¹				
379-3			kʰ e n ³²				
388-3			g j o k ³				
390-3			j ɔ ³				
398-3			j ɔ ³				
399-3			g ãɪ ⁵²				
400-3			n ãɪ ⁵¹				
403-3			b j ɔ̃ ³¹				
406-3			tʰ o k ⁵³				
407-3			s o ⁴				
410-3			d z o ŋ ⁵²				
414-3			l a ŋ ³				
418-3			g j ɔ ³²				
423-3			j au ⁵¹				
431-3			g o ŋ ⁴				
435-3			g o k ⁵³				
438-3			tʰ au ⁵				
448-3			d z a ŋ ³				
449-3			d z o k ⁵²				
453-3			m o ŋ ³				
465-3			tʰ e ʔ ³²				
471-3			j o k ³				
472-3			ɹ a ŋ ²				
474-3			m e ³¹				
482-3			j ɔ ⁴³				
502-3			b ɔ ⁵¹				
503-3			tsʰ oi ⁴³				
505-3			l a m ³¹				
512-3			j ɔ ³				
515-3			d w a ŋ				
517-3			j o ŋ ⁵²				
529-3			j æ̰ m ⁴				
530-3			s ə k ⁵³				
535-3			b ɔ ⁴				
536-3			d u ʔ ⁵³				
542-3			b o ʔ ³⁴				
561-3			n o k ⁵³				
563-3			g j e ⁴				
569-3			kʰ a ³				
5-3			m o ⁴				
8-3			n ɔ̃ a ŋ ²				
16-3			j o ʔ ³⁴				
21-3			g j ɛ ³¹				
23-3			j æ̰				
24-3			ʔ a ³				
27-3			d z ãɪ ³				
34-3			j e ⁵³				
36-3			b a ŋ ³				
37-3			l ḛ ḭ ⁵¹				
40-3			tʰ ø m ³				
41-3			b ɔ ³				
47-3			m ə ³				
1-4				m u k ⁵			
4-4				l ə p ²			
18-4				m j ɛ̰ t ⁵			
19-4				n ɪ p ²			
44-4				l au k ³²			
50-4				n j æu e ʔ ⁵⁴			
62-4				s a k ³²			
70-4				b a n ³¹			
75-4				m j a ʔ ⁵⁴			
97-4				tʃʰ a ⁵⁴			
112-4				tsʰ au ³			
122-4				m j au t ⁵			
127-4				² ʔ ⁵⁴			
132-4				æu e ʔ ²¹			
133-4				n a ³²			
135-4				n a m ³ ³²			
142-4				d z ø i ⁵⁴			
143-4				ŋ o̰ ʔ ⁵⁴			
149-4				ʔ au ³			
152-4				ŋ ²¹			
157-4				b o ³⁵			
183-4				a̰ ə ²			
184-4				n a̰ ḭ ʔ ⁵			
185-4				tsʰ a ⁴²			
189-4				j u ⁵⁴			
192-4				n ɔ ³			
195-4				n a ³²			
200-4				s u ³			
216-4				s a̰ ŋ ³²			
218-4				l ə ²			
225-4				s a̰ ŋ ³²			
235-4				g e ⁴¹			
244-4				s a ɪ p ²			
253-4				m i ⁴			
270-4				m i ²			
278-4				n j ɛ n ³¹			
279-4				j æu ³²			
285-4				d z o ² ⁴²			
308-4				d e ³²			
322-4				m i ²			
325-4				kʰ o ³			
337-4				m j a ŋ ³			
341-4				d z o ³²			
347-4				s o ʔ ⁵⁴			
362-4				ɣ i t ²			
391-4				j a̰ t ŋ ⁴			
394-4				m ɔ ²			
397-4				tʃʰ i t ³			
443-4				m j o ʔ ⁵⁴			
460-4				s a ʔ ⁵⁴			
463-4				ɣ i t ²			
464-4				j au ŋ ³			
473-4				s a m ³²			
476-4				kʰ æu k ⁵			
481-4				tsʰ a ³²			
494-4				g a ³²			
496-4				n j a̰ ŋ ³²			
516-4				u ³			
522-4				m o ³			
523-4				pʰ j a ³²			
524-4				m i t ³			
540-4				kʰ au ŋ ŋ ³			
3-4				b j ɪ n ²¹			
6-4				g ai ⁴			
7-4				dʒ œ i ³²			
20-4				n ³¹ e ʔ ²¹			
39-4				m i t ⁵			
51-4				ŋ ⁵⁴			
64-4				g au ŋ ³			
65-4				g au t ⁵			
66-4				d z o ³²			
71-4				s ɪ p ²			
72-4				ɣ i t ²			
76-4				a au ŋ ²			
77-4				m ø ⁵			
78-4				m u ⁵¹			
82-4				b a ⁵³			
87-4				n ɔ ³²			
93-4				j ḛ ⁴²			
94-4				m i ⁴			
119-4				æu ḛ ⁴²			
124-4				b j u ³			
136-4				l j ɪ n ²¹ ²			
137-4				kʰ æu ŋ ⁴³			
139-4				m i ²			
144-4				s ai t ⁵			
145-4				d au ŋ ³			
146-4				m u ³			
150-4				g j ɔ ʔ ³			
154-4				m ø i ⁵⁴			
165-4				kʰ i e ⁵⁴			
166-4				pʰ j a ⁵			
169-4				kʰ j a ⁵³			
170-4				b j ɔ ³²			
174-4				b j e ³²			
181-4				m j a ʔ ⁵⁴			
193-4				b au ³			
205-4				n a̰ ḭ t ⁵⁴			
206-4				m ø i ⁵⁴			
212-4				dʒ o ʔ ⁵⁴			
217-4				ʔ u ⁵¹			
224-4				n j ø i ⁵⁴			
228-4				b au ³¹			
238-4				ɹ u k ⁵			
241-4				s au ŋ ²			
246-4				kʰ e ʔ ⁵⁴			
256-4				ʔ e ³²			
257-4				b ḛ t ⁵			
272-4				m j a ŋ ³²			
273-4				ʔ e ³²			
274-4				m a̰ ³²			
286-4				kʰ e ²			
289-4				kʰ a ⁵³			
294-4				ʔ au ³			
301-4				j a ²			
306-4				tʃʰ u k ʔ ⁵⁴			
307-4				d z o j u m ⁴³			
321-4				tʰ au ŋ ⁵¹			
331-4				m j ɔ ³²			
332-4				l ḛ m ³²			
335-4				g j ɔ ³			
336-4				n ³¹ a ⁵²			
340-4				n æu ŋ ⁴³			
342-4				m æu ŋ ⁴³			
360-4				k a̰ t ⁵ j			
389-4				n a k ⁵			
395-4				ɔ ³			
401-4				s e ʔ ⁵⁴			
404-4				d z a̰u ʔ ³²			
408-4				d a ³²			
409-4				l o ³			
413-4				d a̰ ɛ̰ t ³²			
421-4				n ɔ ³ k ⁵⁴			
425-4				b ḭ ʔ ⁵⁴			
430-4				dʒ i ⁵			
442-4				d u ³²			
447-4				tʰ au ŋ ²			
456-4				g au ŋ ³			
458-4				s a ³²			
469-4				kʰ o ʔ ⁵⁴			
470-4				d e ʔ ³²			
475-4				m ³²			
477-4				n ɔ ³ k ⁵⁴			
478-4				s ɪ p ⁵⁴			
480-4				g au ³¹			
485-4				m j a ³²			
495-4				ŋ a ³			
499-4				m j a̰u ŋ ⁴			
500-4				j ṵ m ²			
501-4				tʰ au ³			
507-4				n ɔ ʔ ³²			
510-4				j æu ŋ ⁴²			
511-4				l ə ²			
521-4				n æu ŋ ⁴³			
525-4				m j o ³			
538-4				kʰ æu ŋ ⁴³			
539-4				dʒ ɛ̰ t ⁵⁴			
544-4				x o ʔ ⁵⁴			
550-4				tʰ o̰ ʔ ⁵⁴			
562-4				m j æu ŋ ⁴			
568-4				g i t ³			
2-4				kʰ au ŋ ³			
11-4				s e ʔ ²¹			
12-4				j o̰ ʔ ³			
22-4				g au ŋ ³			
28-4				b j ɪ n ²¹			
29-4				tʰ au ʔ ⁵⁴			
30-4				w a ⁵⁴			
42-4				p a̰ t ⁵			
46-4				tʃʰ au ³			
52-4				d o̰ ʔ ⁵⁴			
55-4				b a m ³			
69-4				h au ʔ ⁵			
79-4				g e ⁴¹			
83-4				s u ⁵¹			
86-4				ḭ ʔ ⁵⁴			
89-4				s a ⁵³			
90-4				pʰ j a ŋ ⁵⁴			
91-4				ʔ ai t ⁵			
92-4				kʰ a			
106-4				g au k ³²			
125-4				g a m ³			
148-4				d a ŋ ⁴			
163-4				s a n ³¹			
173-4				pʰ œ i ³²			
179-4				ʔ ø ʔ ⁵⁴			
186-4				n a ³²			
187-4				l a ²⁵			
197-4				n a̰ ḭ t ⁵⁴			
211-4				d o ⁵			
220-4				tʰ au ŋ ³			
237-4				s ə ²			
239-4				n a m ³			
242-4				dʒ ²			
248-4				kʰ i ⁵⁴			
252-4				kʰ a ²			
