COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
421-3			Ø Ø Ø Ø																
448-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø																
449-3			Ø Ø Ø Ø Ø Ø																
545-3			Ø Ø Ø Ø Ø Ø																
596-3			Ø Ø Ø Ø																
653-3			Ø Ø Ø Ø Ø																
4-3			Ø Ø Ø Ø Ø Ø Ø																
254-3			Ø Ø Ø Ø Ø Ø Ø																
290-3			Ø Ø Ø Ø Ø Ø Ø																
339-3			Ø Ø Ø Ø Ø Ø																
460-3			Ø Ø Ø Ø Ø Ø																
489-3			Ø Ø Ø Ø Ø Ø Ø Ø																
552-3			Ø Ø Ø Ø Ø																
652-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
119-3			Ø Ø Ø Ø Ø Ø Ø																
298-3			Ø Ø Ø Ø Ø Ø																
340-3			Ø Ø Ø Ø Ø Ø																
458-3			Ø Ø Ø Ø Ø Ø Ø																
459-3			Ø Ø Ø Ø Ø Ø Ø Ø																
607-3			Ø Ø Ø Ø Ø Ø																
609-3			Ø Ø Ø Ø																
647-3			Ø Ø Ø Ø Ø Ø Ø																
10-3			Ø Ø Ø Ø Ø Ø																
15-3			Ø Ø Ø Ø Ø Ø Ø																
18-3			Ø Ø Ø Ø Ø Ø																
73-3			Ø Ø Ø Ø Ø Ø Ø Ø																
76-3			Ø Ø Ø Ø Ø Ø Ø																
110-3			Ø Ø Ø Ø Ø Ø																
121-3			Ø Ø Ø Ø																
167-3			Ø Ø Ø Ø																
255-3			Ø Ø Ø Ø Ø Ø Ø																
297-3			Ø Ø Ø Ø Ø Ø																
299-3			Ø Ø Ø Ø Ø Ø																
338-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
342-3			Ø Ø Ø Ø																
344-3			Ø Ø Ø Ø Ø																
410-3			Ø Ø Ø Ø Ø Ø																
540-3			Ø Ø Ø Ø																
550-3			Ø Ø Ø Ø Ø Ø																
61-4				Ø ə m															
63-4				Ø Ø Ø Ø Ø m Ø															
107-4				g ə m ə Ø Ø															
112-4				Ø ə b ə Ø Ø															
331-4				Ø Ø g Ø Ø Ø Ø															
377-4				b Ø Ø Ø Ø ə Ø Ø															
381-4				Ø Ø Ø Ø Ø Ø Ø															
417-4				Ø Ø Ø															
451-4				Ø ə Ø Ø Ø b Ø Ø Ø															
454-4				Ø Ø o Ø Ø Ø Ø Ø															
484-4				Ø Ø Ø Ø Ø Ø Ø Ø															
535-4				Ø Ø Ø Ø Ø Ø Ø															
543-4				Ø ə Ø Ø Ø Ø Ø															
593-4				Ø Ø m Ø Ø Ø															
640-4				m Ø ə l o															
1-4				Ø ə Ø ə Ø ə m															
65-4				Ø Ø o o o Ø															
163-4				Ø ə Ø Ø Ø ə															
408-4				b Ø Ø Ø Ø Ø															
414-4				Ø Ø b Ø Ø o o Ø															
601-4				Ø Ø Ø ə b Ø Ø Ø															
642-4				Ø Ø Ø ə Ø Ø Ø															
60-4				Ø ə Ø ə Ø ə Ø															
115-4				Ø Ø Ø Ø Ø m															
450-4				Ø ə Ø Ø Ø Ø															
490-4				Ø ə b Ø Ø ə m															
638-4				Ø Ø o Ø Ø Ø Ø															
645-4				Ø Ø Ø															
75-4				Ø Ø m b Ø Ø Ø															
160-4				Ø ə Ø ə Ø Ø															
378-4				Ø Ø Ø g o Ø Ø o															
379-4				Ø Ø Ø Ø Ø ə Ø o															
409-4				g ə Ø Ø ə Ø Ø															
497-4				Ø ə Ø Ø l															
598-4				Ø Ø Ø Ø ə Ø															
646-4				Ø Ø Ø Ø Ø ə Ø															
164-4				b ə Ø Ø Ø ə m															
332-4				Ø ə Ø g Ø Ø Ø															
380-4				Ø Ø Ø Ø Ø Ø															
412-4				Ø ə Ø Ø Ø o															
64-4				Ø Ø Ø Ø Ø Ø															
67-4				Ø Ø Ø Ø Ø Ø															
169-4				Ø Ø Ø Ø ə Ø ə Ø Ø															
461-4				Ø Ø Ø Ø															
547-4				Ø Ø Ø Ø Ø															
597-4				Ø ə Ø m Ø Ø ə l Ø															
655-4				m Ø Ø Ø Ø Ø Ø															
158-4				Ø ə m Ø Ø Ø Ø															
168-4				Ø Ø m Ø Ø															
372-4				Ø ə Ø Ø ə Ø															
374-4				b ə Ø Ø Ø Ø Ø Ø Ø															
375-4				Ø ə b Ø Ø															
385-4				Ø Ø Ø ə Ø															
411-4				Ø Ø Ø Ø Ø Ø Ø Ø Ø															
500-4				Ø Ø m Ø Ø Ø															
541-4				Ø ə Ø Ø Ø															
6-4				m ə Ø Ø Ø m Ø															
17-4				Ø Ø Ø Ø Ø															
330-4				Ø ə Ø Ø Ø Ø															
421-4				b Ø Ø Ø															
449-4				Ø Ø Ø Ø ə Ø															
545-4				Ø Ø l ə o Ø															
596-4				Ø ə g ə															
653-4				b ə Ø Ø Ø															
4-4				g Ø Ø ə Ø Ø ə															
8-4				Ø ə b ə Ø Ø Ø Ø															
106-4				m ə Ø Ø Ø Ø															
339-4				b ə Ø Ø Ø Ø															
489-4				b Ø Ø Ø Ø Ø m Ø															
652-4				Ø Ø Ø Ø Ø Ø o Ø Ø															
119-4				Ø Ø Ø g Ø Ø Ø															
340-4				g Ø Ø Ø Ø ə															
458-4				Ø ə Ø g ə Ø ə															
486-4				Ø ə Ø ə Ø ə Ø															
607-4				Ø Ø Ø Ø Ø Ø															
609-4				Ø Ø g Ø															
15-4				Ø Ø Ø Ø m															
18-4				l Ø Ø Ø Ø Ø															
73-4				Ø ə Ø o ə Ø ə Ø															
76-4				Ø Ø m Ø Ø Ø Ø															
110-4				Ø Ø Ø Ø Ø Ø															
121-4				Ø Ø Ø ə															
167-4				g Ø Ø ə															
334-4				Ø Ø Ø b ə Ø Ø															
342-4				m ə l Ø															
344-4				Ø ə Ø ə m															
410-4				Ø Ø Ø Ø Ø Ø															
550-4				Ø ə Ø Ø Ø Ø															
612-4				Ø Ø Ø Ø b Ø Ø															
61-5					Ø ə m														
63-5					Ø Ø Ø Ø Ø m Ø														
107-5					g ə m ə Ø ə														
112-5					Ø Ø b ə Ø o														
331-5					l Ø g Ø Ø Ø Ø														
377-5					b Ø Ø Ø Ø Ø Ø Ø														
381-5					Ø Ø Ø Ø Ø Ø Ø														
417-5					Ø Ø Ø														
451-5					Ø ə Ø Ø Ø b o Ø Ø														
454-5					Ø o Ø Ø Ø Ø Ø Ø														
484-5					Ø Ø Ø Ø Ø Ø Ø Ø														
535-5					Ø Ø Ø Ø Ø Ø Ø														
543-5					Ø Ø Ø Ø Ø Ø Ø														
593-5					Ø Ø m Ø Ø Ø														
640-5					m Ø Ø l Ø														
1-5					Ø ə Ø ə Ø ə Ø														
65-5					Ø Ø Ø Ø Ø Ø														
163-5					Ø ə Ø Ø Ø ə														
212-5					Ø Ø l Ø														
244-5					Ø o Ø b o Ø Ø Ø Ø														
248-5					m Ø ə Ø Ø Ø ə														
293-5					Ø ə Ø ə Ø														
373-5					Ø Ø Ø m o Ø														
408-5					b Ø Ø Ø Ø o														
414-5					Ø ə b Ø Ø Ø Ø o														
601-5					Ø ə Ø Ø b Ø Ø Ø														
642-5					Ø Ø l Ø Ø Ø Ø														
60-5					l ə Ø ə Ø ə Ø														
115-5					Ø Ø Ø Ø Ø m														
209-5					Ø Ø Ø Ø Ø Ø Ø Ø														
242-5					Ø o Ø Ø Ø Ø Ø Ø														
415-5					Ø Ø Ø o Ø														
450-5					Ø ə Ø Ø Ø Ø														
490-5					Ø Ø Ø Ø Ø ə Ø														
638-5					Ø Ø Ø Ø Ø Ø Ø														
645-5					Ø Ø Ø														
75-5					Ø Ø m b Ø Ø Ø														
160-5					Ø ə Ø ə Ø Ø														
208-5					Ø Ø l Ø Ø Ø Ø Ø Ø Ø														
214-5					Ø o b Ø Ø														
218-5					Ø Ø l Ø Ø Ø Ø														
378-5					Ø Ø l g Ø ə Ø Ø														
379-5					Ø ə Ø Ø Ø ə Ø Ø														
409-5					g Ø Ø Ø Ø Ø Ø														
497-5					Ø ə Ø Ø l														
598-5					Ø Ø Ø Ø Ø Ø Ø														
164-5					b ə Ø Ø Ø ə Ø														
210-5					Ø ə Ø Ø ə Ø Ø														
215-5					Ø o Ø b Ø b ə Ø														
256-5					Ø Ø Ø o														
285-5					m Ø Ø o Ø														
332-5					Ø ə Ø g Ø Ø Ø														
380-5					Ø Ø Ø Ø Ø ə														
496-5					Ø Ø Ø Ø Ø Ø ə l b ə Ø Ø Ø Ø Ø														
64-5					Ø Ø b Ø Ø Ø														
67-5					Ø Ø Ø Ø Ø Ø														
169-5					l ə Ø Ø ə Ø ə Ø Ø														
251-5					Ø Ø Ø Ø Ø Ø														
294-5					Ø Ø m Ø Ø ə Ø Ø Ø Ø Ø														
461-5					Ø Ø Ø Ø														
547-5					Ø Ø Ø Ø Ø														
597-5					Ø Ø Ø Ø Ø m ə l o														
655-5					m Ø Ø Ø Ø Ø Ø														
7-5					Ø o Ø g o														
168-5					Ø ə m Ø Ø														
296-5					Ø ə Ø Ø Ø Ø Ø														
372-5					Ø ə l Ø ə Ø														
374-5					b ə Ø Ø Ø Ø Ø Ø Ø														
375-5					Ø Ø b Ø Ø														
385-5					Ø Ø Ø ə Ø														
411-5					Ø Ø Ø ə Ø Ø Ø Ø Ø														
500-5					Ø Ø m Ø Ø Ø														
6-5					m ə Ø Ø Ø m Ø														
17-5					Ø ə Ø Ø Ø														
113-5					b Ø l Ø														
123-5					Ø Ø m ə Ø Ø														
252-5					l ə Ø Ø b ə Ø														
421-5					b ə Ø ə														
448-5					Ø ə Ø o l Ø Ø ə l b ə Ø														
449-5					Ø Ø Ø Ø ə Ø														
545-5					Ø Ø l ə Ø Ø														
596-5					l ə g ə														
653-5					b ə Ø ə Ø														
4-5					g Ø Ø Ø Ø Ø ə														
8-5					Ø ə b ə Ø Ø Ø ə														
290-5					Ø o g ə Ø ə Ø														
339-5					b ə Ø Ø Ø Ø														
460-5					Ø Ø Ø Ø Ø Ø														
489-5					b Ø ə Ø Ø ə Ø Ø														
552-5					Ø Ø Ø Ø Ø														
602-5					m Ø Ø Ø Ø														
652-5					Ø ə Ø Ø Ø Ø Ø Ø ə														
3-5					Ø Ø Ø Ø Ø Ø														
119-5					Ø Ø l g Ø Ø o														
298-5					Ø Ø Ø Ø Ø Ø														
340-5					g Ø ə l Ø ə														
458-5					Ø ə l g ə Ø ə														
459-5					Ø o Ø Ø Ø Ø Ø Ø														
486-5					l Ø Ø Ø Ø Ø Ø														
607-5					Ø ə Ø Ø Ø Ø														
609-5					Ø Ø g o														
647-5					Ø Ø Ø Ø Ø Ø Ø														
15-5					Ø Ø l Ø Ø Ø Ø														
18-5					l Ø Ø Ø Ø ə														
73-5					Ø ə Ø Ø ə Ø ə Ø														
76-5					Ø Ø m Ø ə Ø Ø														
110-5					Ø ə Ø Ø Ø ə														
121-5					Ø Ø Ø ə														
152-5					Ø o Ø ə														
167-5					g Ø Ø ə														
255-5					Ø Ø ə Ø Ø Ø ə														
297-5					g Ø l Ø ə Ø														
299-5					g Ø l Ø ə Ø														
334-5					Ø Ø m b ə Ø Ø														
338-5					l ə m Ø Ø Ø Ø Ø Ø														
342-5					m Ø l Ø														
344-5					Ø ə Ø ə m														
410-5					Ø Ø Ø Ø Ø Ø														
550-5					Ø ə l Ø Ø Ø														
612-5					Ø Ø Ø Ø b Ø Ø														
61-6						Ø ə m													
63-6						Ø Ø Ø Ø m													
107-6						g Ø m Ø Ø													
112-6						Ø Ø b ə Ø Ø													
331-6						Ø Ø g Ø s													
377-6						b a Ø Ø Ø Ø													
381-6						Ø ɨ Ø													
417-6						r Ø													
451-6						s ə ɨ ɨ b Ø													
454-6						Ø ɨ Ø Ø r													
484-6						s Ø Ø Ø s Ø													
535-6						ʔ Ø s Ø r													
543-6						s Ø s Ø													
593-6						Ø Ø m Ø s													
640-6						m Ø Ø ɨ													
1-6						Ø ə b ə r ə ɨ													
163-6						s ə Ø Ø ɨ													
212-6						ʔ Ø													
244-6						ʔ Ø r b Ø Ø													
248-6						m ɨ Ø Ø Ø													
293-6						f ə r ə													
373-6						Ø Ø m Ø Ø													
408-6						b Ø r Ø													
601-6						Ø ə r Ø b ɨ													
642-6						ɨ ɨ Ø Ø f Ø s													
60-6						Ø ə Ø ə r ə ɨ													
115-6						Ø Ø m													
242-6						ʔ Ø m ɨ Ø s Ø ɨ													
415-6						Ø Ø Ø b													
450-6						ə r ɨ													
490-6						Ø ə b ɨ Ø ɨ													
638-6						s ɨː													
645-6						Ø Ø Ø													
75-6						Ø Ø m Ø ɨː r													
208-6						ʔ Ø Ø Ø ɨ ɨː Ø ɨ ɨ													
214-6						Ø Ø b ɨ													
218-6						Ø ɨː Ø Ø ɨː Ø													
409-6						Ø Ø Ø ə r ə													
497-6						Ø ə ɨ ɨ Ø													
598-6						Ø ɨ h Ø ə Ø													
646-6						ʔ Ø Ø Ø													
215-6						Ø ɨ Ø Ø Ø Ø													
256-6						Ø Ø Ø Ø													
294-6						m ɨ Ø Ø													
655-6						m ɨː s ɨ Ø													
158-6						Ø ə m i s													
372-6						Ø ə Ø Ø ə r													
375-6						s ə b													
411-6						Ø Ø r Ø s													
500-6						ɨː m ɨ ɨː r													
541-6						Ø ə Ø Ø Ø													
113-6						b Ø Ø ɨ													
252-6						Ø Ø Ø ə b Ø													
330-6						Ø ə Ø Ø													
448-6						Ø ə Ø Ø Ø s ə Ø b ə Ø													
106-6						m ə ʔ Ø													
290-6						Ø g ə Ø													
460-6						Ø ɨ Ø Ø Ø													
552-6						Ø ɨ ɨ													
602-6						m Ø Ø ɨ													
2-6						Ø Ø Ø Ø Ø													
298-6						Ø Ø Ø													
486-6						Ø ə Ø ə Ø ə Ø													
211-6						m Ø Ø Ø Ø													
333-6						m Ø s Ø r ɨ													
334-6						Ø Ø m b ə s Ø													
612-6						r Ø b													
61-7							Ø ɨ Ø												
63-7							Ø Ø Ø Ø Ø Ø Ø												
107-7							Ø Ø Ø Ø Ø Ø												
112-7							Ø Ø Ø Ø												
331-7							Ø Ø Ø Ø s Ø												
377-7							Ø Ø Ø Ø Ø Ø Ø												
381-7							Ø Ø Ø Ø Ø Ø Ø												
417-7							Ø Ø Ø												
451-7							s Ø Ø Ø Ø Ø Ø Ø												
454-7							Ø Ø Ø Ø Ø Ø Ø Ø												
484-7							s Ø Ø Ø s Ø Ø Ø												
535-7							Ø Ø s Ø Ø Ø Ø												
543-7							s Ø Ø Ø s Ø Ø												
593-7							Ø Ø Ø Ø s												
640-7							Ø Ø Ø Ø												
1-7							Ø ɨ Ø ɨ Ø ɨ Ø												
65-7							Ø Ø Ø Ø Ø Ø												
163-7							s ɨ Ø Ø Ø Ø												
212-7							Ø Ø Ø Ø												
244-7							Ø Ø Ø Ø Ø Ø Ø Ø												
248-7							Ø Ø Ø Ø Ø Ø												
293-7							Ø ɨ Ø ɨ Ø												
373-7							Ø Ø Ø Ø Ø Ø												
408-7							Ø Ø Ø Ø Ø Ø												
414-7							Ø Ø Ø Ø Ø Ø Ø Ø												
601-7							Ø ɨ Ø Ø Ø Ø Ø Ø												
642-7							Ø Ø Ø Ø Ø Ø s												
60-7							Ø ɨ Ø ɨ s ɨ Ø												
115-7							Ø Ø Ø Ø Ø												
209-7							s Ø Ø Ø Ø Ø												
242-7							Ø Ø Ø Ø Ø s Ø Ø												
415-7							Ø Ø Ø Ø Ø												
450-7							Ø ɨ Ø Ø Ø Ø												
490-7							Ø ɨ Ø Ø w ɨ Ø												
638-7							s Ø Ø Ø Ø Ø Ø												
645-7							Ø Ø Ø												
75-7							Ø Ø Ø w Ø Ø Ø												
160-7							Ø ɨ Ø ɨ Ø Ø												
208-7							Ø Ø Ø Ø Ø Ø Ø Ø												
214-7							Ø Ø Ø Ø Ø												
218-7							Ø Ø Ø Ø Ø Ø												
378-7							Ø Ø Ø Ø Ø ɨ Ø Ø												
379-7							Ø ɨ Ø Ø Ø ɨ Ø Ø												
409-7							Ø Ø Ø Ø ɨ Ø ɨ												
497-7							Ø ɨ Ø Ø Ø												
598-7							Ø Ø Ø Ø Ø Ø												
646-7							Ø Ø Ø Ø Ø ɨ Ø												
164-7							Ø ɨ Ø Ø Ø ɨ Ø												
210-7							Ø Ø Ø Ø ɨ Ø Ø												
215-7							Ø Ø Ø Ø Ø Ø ɨ Ø												
256-7							Ø Ø Ø Ø												
285-7							Ø Ø Ø Ø Ø												
332-7							Ø ɨ Ø Ø Ø Ø Ø												
380-7							Ø Ø Ø Ø Ø Ø												
412-7							s Ø Ø Ø Ø Ø												
496-7							Ø Ø Ø Ø Ø s ɨ Ø Ø ɨ Ø Ø Ø Ø Ø												
64-7							Ø Ø Ø Ø Ø Ø												
67-7							Ø Ø Ø Ø Ø Ø												
169-7							Ø Ø Ø Ø ɨ Ø ɨ Ø Ø												
251-7							Ø Ø Ø Ø Ø Ø												
294-7							Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø												
461-7							Ø Ø Ø Ø												
547-7							w Ø Ø Ø Ø												
597-7							Ø Ø Ø Ø Ø Ø ɨ Ø												
655-7							Ø Ø Ø Ø Ø Ø Ø												
7-7							Ø Ø Ø Ø Ø												
158-7							Ø ɨ Ø Ø Ø s Ø												
168-7							Ø Ø Ø Ø Ø												
296-7							Ø Ø Ø Ø Ø Ø Ø												
372-7							Ø Ø Ø Ø Ø Ø												
374-7							Ø Ø Ø Ø Ø Ø Ø Ø												
385-7							w Ø Ø ɨ Ø												
411-7							Ø Ø Ø Ø Ø Ø Ø Ø s												
500-7							Ø Ø Ø Ø Ø Ø												
6-7							Ø ɨ Ø Ø Ø Ø Ø												
17-7							Ø Ø Ø Ø Ø												
123-7							Ø Ø Ø ɨ Ø Ø												
252-7							Ø ɨ Ø ɨ Ø ɨ Ø												
421-7							Ø Ø Ø Ø												
