COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
415-5					z ɨ n a b														
450-5					z ə r														
490-5					t Ø Ø Ø ə														
61-6						d ə m													
63-6						ʔ a Ø Ø m													
107-6						g a m l a													
112-6						d a Ø ə n a													
331-6						n Ø g u r													
377-6						b a kʼ Ø l Ø													
381-6						ʔ a Ø ɨ													
417-6						r u z													
451-6						s Ø b ɨ t													
454-6						ʔ a Ø Ø r													
484-6						s Ø Ø Ø s t													
535-6						ʔ a ʃ Ø r													
543-6						s Ø s t													
593-6						ʔ a m u r													
640-6						m a													
1-6						d ə b ə r Ø Ø													
163-6						s ə Ø Ø													
212-6						ʔ n													
244-6						ʔ a r Ø Ø t ɨ													
248-6						m u l ɨ Ø													
293-6						Ø ə r ə Ø													
373-6						kʼ Ø m ɨ l													
408-6						b Ø n r a													
601-6						ʔ ə r Ø b ɨ ɨ ɨ													
642-6						ɨ n ɨ Ø a s													
60-6						n ə Ø ə r Ø Ø													
115-6						ʔ ə l a m													
242-6						ʔ a m Ø s t													
415-6						z Ø n a b													
450-6						z ə r ɨ ɨ													
490-6						t ə Ø Ø Ø													
61-7							d ə m												
63-7							ʔ a t ɨ m												
107-7							g ə m Ø l a												
112-7							d a b ə n ə												
331-7							n ɨ g u s												
377-7							b n ə kʼ l ɨ												
381-7							ʔ a t												
417-7							r u z												
451-7							s ə b t												
454-7							ʔ ə Ø ɨ r												
484-7							s ɨ d ɨ s t												
535-7							ʔ a s ɨ r												
543-7							s o s t												
593-7							ʔ a m u s												
640-7							m n a n												
1-7							d ə Ø ə r ə												
65-7							t u b Ø Ø Ø												
163-7							s aː Ø ə												
212-7							ʔ Ø n												
244-7							ʔ ə r Ø Ø a t												
248-7							m u l Ø ə												
293-7							f ə r ə z												
373-7							kʼ ɨ m a l												
408-7							b ɨ Ø r a												
414-7							d Ø b a kʼ u ə												
601-7							ʔ i r o b												
642-7							ɨ f a s												
60-7							ə f ə s ə												
115-7							Ø ə l a m												
209-7							s Ø u Ø t												
242-7							ʔ a Ø ɨ s t												
415-7							z ɨ n ə b												
450-7							z ə r												
490-7							t ɨ Ø ə												
61-8								d ə m											
63-8								ʔ a t ɨ m											
107-8								g ə m e l a											
112-8								d a b ə n a											
331-8								n ɨ g u s											
377-8								b n ə kʼ l ə											
381-8								ʔ a Ø											
417-8								r u z											
451-8								s ə b t											
454-8								ʔ ə Ø ɨ r											
484-8								s ɨ d ɨ s t											
535-8								ʔ a s ɨ r											
543-8								s o s t											
593-8								ʔ a m u s											
640-8								m n a n											
1-8								d ə b ə r ə											
65-8								t u b											
163-8								s aː Ø ə											
212-8								ʔ Ø n											
244-8								ʔ ə r b Ø Ø Ø											
248-8								m u l ə											
293-8								b ə r ə z											
373-8								kʼ ɨ m a l											
408-8								b o Ø r a											
414-8								d ɨ b kʼ u ə											
601-8								ʔ a r Ø b											
642-8								n ɨ Ø a s											
60-8								n ə Ø ə s ə											
115-8								Ø ə l a m											
209-8								s Ø Ø u Ø t											
242-8								ʔ a Ø ɨ s t											
415-8								z ɨ n a b											
450-8								z ə r											
490-8								t ɨ Ø ə											
61-9									d ə m										
63-9									ʔ a t ɨ m										
107-9									g ə m ə l a										
112-9									d ə b a n ə										
331-9									n ɨ g e u s										
377-9									b n ə kʼ a l i										
381-9									ʔ a d										
417-9									r u z										
451-9									s ə b t										
454-9									ʔ ə ɨ r										
484-9									s ɨ d ɨ s t										
535-9									ʔ a s ɨ r										
543-9									s o s t										
593-9									ʔ a m u s										
640-9									m e a n										
1-9									d ə Ø ə r ə										
65-9									t u b										
163-9									s ə ə										
212-9									ʔ Ø n										
244-9									ʔ ə r b i t										
248-9									m u l e ə										
293-9									f ə r ə z										
373-9									kʼ ɨ m a l										
408-9									b a r ɨ										
414-9									d u b a e u e ə										
601-9									ʔ ə r u b										
642-9									n ɨ f a s										
60-9									n ə f ə s ə e										
209-9									s Ø u t										
242-9									ʔ a m ɨ s t										
415-9									z ɨ n ə b										
490-9									t ə Ø a										
61-10										d ə m									
63-10										ʔ a t ɨ m									
107-10										g a m l a									
112-10										d a b ə n a									
331-10										n ɨ g Ø s									
377-10										b ə kʼ e l ə									
381-10										ʔ a Ø									
417-10										r u z									
451-10										s ə b t									
454-10										ʔ a Ø ɨ r									
484-10										s ɨ d ɨ s t									
535-10										ʔ a s ɨ r									
543-10										s u s t									
593-10										ʔ a m u s									
640-10										m a n									
1-10										d ə bː ə r ə									
65-10										t u Ø									
163-10										s aː Ø ə									
212-10										ʔ əi̯ n									
244-10										ʔ a r b u t									
248-10										m Ø l a									
293-10										f aː r aː z									
373-10										kʼ ɨ m a l									
408-10										b i u r a									
414-10										d ɨ b ə kʼ u Ø a									
601-10										ʔ ɨ r Ø b ɨ									
115-10										ʔ e l a m									
209-10										s ɨ Ø u t									
242-10										ʔ a m ɨ s t									
415-10										z ɨ n a b									
490-10										t aː bː i									
61-11											d ə m								
63-11											ʔ a d ɨ m								
107-11											g o m Ø l ə								
112-11											d o b a n o								
331-11											n ɨ g Ø s								
377-11											b aː kʼ Ø l ə								
381-11											ʔ a Ø								
417-11											r u z								
451-11											s ə b o t								
454-11											ʔ a Ø Ø ɨ r								
484-11											s ɨ Ø ɨ s t								
535-11											ʔ a s ɨ r								
543-11											s Ø s t								
593-11											ʔ a m u s								
640-11											m a n								
1-11											d ə Ø a Ø ə								
65-11											d u Ø								
163-11											s ə Ø ə								
212-11											ʔ Ø n								
244-11											ʔ a r Ø Ø Ø								
248-11											m u l o								
293-11											f ə r ə z								
373-11											kʼ ɨ m o l								
408-11											b Ø Ø r o								
414-11											d Ø b a Ø u a								
601-11											ʔ ə r Ø b								
642-11											n ɨ f aː s								
60-11											n a f a s ə								
115-11											Ø o l a m								
209-11											s Ø Ø u t								
242-11											ʔ a m ɨ s t								
450-11											z aː r								
490-11											Ø ə Ø i								
61-12												d ə m							
63-12												ʔ a t ɨ m							
107-12												g a m j l							
112-12												d b ə n							
331-12												n ɨ g u s u							
377-12												b ə kʼ j l Ø							
381-12												ʔ a kʼ d							
417-12												r u z							
451-12												s ə ɨ b t kʼ							
454-12												ʔ a Ø ɨ r ɨ ɨ							
484-12												s ɨ d ɨ s t u							
535-12												ʔ a s ɨ r							
543-12												s Ø u s t							
593-12												ʔ a m u s							
640-12												m a n							
1-12												d ə b ə r ə							
65-12												u							
163-12												s ə Ø Ø							
212-12												ʔ n							
244-12												ʔ a r b ə t							
248-12												m u l u							
293-12												f ə r ə z							
373-12												kʼ ɨ m l							
408-12												b ə r							
414-12												d u b Ø a							
601-12												ʔ a r Ø b							
642-12												j j n ɨ f a s							
60-12												n ə f ə s ə j							
115-12												l a m							
209-12												s ɨ Ø u kʼ t							
242-12												ʔ a m ɨ s t							
415-12												z ɨ n a b							
450-12												z ə r j							
490-12												t a b Ø							
61-13													d ə m						
63-13													ʔ a t ɨ m						
107-13													g a m Ø l						
112-13													d a b ə n a						
331-13													n ɨ g u s n						
377-13													b ə kʼ u l ə						
381-13													ʔ a n d						
417-13													r u z						
451-13													s ə b t						
454-13													ʔ a Ø Ø r						
484-13													s ɨ d ɨ s t n						
535-13													ʔ a s ɨ r						
543-13													s Ø s t						
593-13													ʔ a m Ø s						
640-13													m a n						
1-13													d ə Ø ə l ə						
65-13													t u Ø n						
163-13													s ə Ø ə						
212-13													ʔ Ø n						
244-13													ʔ a r Ø a t						
248-13													m Ø l Ø a						
293-13													f ə r ə z						
373-13													kʼ ɨ m l						
408-13													b Ø r a						
414-13													d Ø Ø kʼ u a						
601-13													ʔ ə r Ø b Ø						
642-13													n Ø f a s						
60-13													n ə f ə s Ø						
115-13													Ø ə l a m						
209-13													s Ø m u Ø t						
242-13													ʔ a Ø ɨ s t n						
415-13													z ɨ n a b						
450-13													z ə r						
490-13													t ə Ø Ø						
61-14														d ə m					
63-14														ʔ a t ɨ m					
107-14														g a m u l					
112-14														d b ə n a					
331-14														n Ø g Ø s Ø					
377-14														b ə kʼ l Ø					
381-14														ʔ a Ø d					
417-14														r Ø z					
451-14														s ə b t					
454-14														ʔ a Ø ɨ r					
484-14														s ɨ d ɨ s t Ø					
535-14														ʔ a s ɨ r					
543-14														s Ø s t					
593-14														ʔ a m Ø s					
640-14														m Ø a n					
1-14														d ə Ø ə Ø ə					
65-14														t Ø aː					
163-14														s ə Ø ə					
212-14														ʔ i n					
244-14														ʔ a r b a t					
248-14														m Ø l					
293-14														f ə r ə z					
373-14														kʼ ɨ m l					
408-14														b o r a					
414-14														d aː b kʼ Ø a					
601-14														ʔ Ø r Ø b Ø Ø					
642-14														n ɨ f a s					
60-14														n ə f ə s ə Ø					
115-14														Ø a m					
209-14														s ə Ø u t					
242-14														ʔ a m ɨ s t					
415-14														z ɨ n a b					
450-14														z ə r					
490-14														t Ø Ø ə					
61-15															d ə m				
63-15															ʔ a d ɨ Ø				
107-15															g a m i l				
112-15															d a b ə n a				
331-15															n ɨ g u s n				
377-15															b n ə kʼ n n l i				
381-15															ʔ a n n Ø ə				
417-15															r u z				
451-15															s ə b n ɨ t				
454-15															ʔ a ə Ø ɨ r				
484-15															s ɨ d ɨ s t n				
535-15															ʔ a s ɨ r ə				
543-15															s u tʃː tʃː s t				
593-15															ʔ a m n u s				
640-15															m a ə				
1-15															d ə b u r ə				
65-15															d u b n				
163-15															s aː Ø ə				
212-15															ʔ i n				
244-15															ʔ a r b ə t				
248-15															m n u l n a				
293-15															f ə r ə z				
373-15															kʼ ə ɨ m a l				
414-15															d u b a kʼ u ʔ a				
601-15															ʔ ɨ r b tʃː				
642-15															n n n ɨ f a s				
60-15															n ə Ø ə s ə tʃː				
115-15															ʔ ə l a ə m				
209-15															s u m ɨ t				
242-15															ʔ a m ɨ s t n				
415-15															z ɨ n a b				
450-15															z ə r n				
490-15															a u b ə				
61-16																Ø ə m			
63-16																ʔ a n ɨ ɨ r ə			
107-16																b ə m aː j ə			
112-16																Ø a b ə n a			
331-16																n ɨ b u s n			
377-16																b ə a kʼ ə kʼ l Ø			
381-16																ʔ a ɨ a r Ø ɨ			
417-16																r u z			
451-16																s a ə b ə t			
454-16																ʔ ə n n ɨ r ə ə			
484-16																s ɨ Ø ɨ s t n			
535-16																ʔ a n ɨ r ə ɨ			
543-16																s Ø r s t			
593-16																ʔ a m ə u s			
640-16																m a			
65-16																t u kʼ ə			
163-16																s ə n ə a			
212-16																ʔ e n ə			
244-16																ʔ a r ɨ a t ə			
248-16																m ə u l ɨ ə			
293-16																Ø ə r ə z			
373-16																kʼ ə m a l			
408-16																b a a r ə			
414-16																Ø ɨ b ə kʼ ə			
601-16																ʔ r r b a r			
642-16																n ɨ Ø a s			
209-16																s u a u ə t ɨ			
242-16																ʔ a m ɨ s t n			
415-16																z ɨ n a b			
450-16																z ə r h n			
61-17																	d ə m		
63-17																	Ø a s ɨ m n		
107-17																	Ø a m o l a		
112-17																	d a b ə n Ø		
331-17																	n ɨ Ø Ø s n		
377-17																	b n i kʼ Ø l i		
381-17																	ʔ a n n n d		
417-17																	r u z		
451-17																	s o b Ø t n		
454-17																	ʔ a kʼ Ø ɨ r n n		
484-17																	s ɨ s ɨ s t n n		
535-17																	Ø a s ɨ r		
543-17																	s o s t n		
593-17																	ʔ a m n Ø s		
640-17																	m a		
1-17																	d aː b ə l i		
65-17																	s u kʼ		
163-17																	s aː mː kʼ i n		
212-17																	Ø əi̯ n		
244-17																	Ø a r Ø t		
248-17																	m n u l a		
293-17																	Ø ə r ə z		
373-17																	kʼ ɨ m a l		
408-17																	b i r Ø		
414-17																	d ɨ b a kʼ kʼ a		
601-17																	Ø ɨ r Ø b		
642-17																	n ɨ Ø a s		
60-17																	Ø ə Ø ə s Ø		
115-17																	ʔ Ø l a m		
209-17																	s ɨ u ɨ t		
415-17																	z ɨ n a b		
450-17																	z ə r n n		
61-18																		d ə m	
63-18																		ʔ a ɨ m	
107-18																		g a m i l ə	
112-18																		d ə b ə n a	
331-18																		n ɨ g u s	
377-18																		b ə kʼ l	
381-18																		ʔ a d	
417-18																		r u z	
451-18																		s ai̯ b a t	
454-18																		ʔ a n Ø ɨ r	
484-18																		s ɨ d ɨ s t	
535-18																		ʔ a Ø ɨ r	
543-18																		s Ø Ø s t	
593-18																		ʔ a m u s	
640-18																		m a ə	
1-18																		d ə b ə r a	
65-18																		u b ə	
163-18																		s ə tʼ a	
212-18																		ʔ ə n	
244-18																		ʔ a r b a t	
248-18																		m u l a	
293-18																		f ə r ə z	
373-18																		kʼ ə ɨ m a l	
408-18																		b o r ə	
414-18																		d u b a kʼ u a	
601-18																		ʔ ɨ r b	
642-18																		n ɨ f a s	
60-18																		n ə f ə s ə	
115-18																		ʔ l a m	
209-18																		s ɨ m Ø t	
242-18																		ʔ a m ɨ s t	
415-18																		z ɨ n a b	
450-18																		z ə r	
490-18																		ə b i	
61-19																			d ə m
63-19																			ʔ a t ɨ m
107-19																			g a m i l a
112-19																			d ə b ə n a
331-19																			n ɨ g u s
377-19																			b kʼ l a
381-19																			ʔ a d
417-19																			r u z
451-19																			s ə b t
454-19																			ʔ a t ɨ r
484-19																			s ɨ d ɨ s t
535-19																			ʔ a s ɨ r
543-19																			s o s t
593-19																			ʔ a m u s
640-19																			m a
1-19																			d ai̯ b ai̯ r ai̯
65-19																			t u b
163-19																			s ə t i
212-19																			ʔ ai̯ n
244-19																			ʔ a r b a t
248-19																			m u l a
293-19																			f ə r ə z
373-19																			kʼ ɨ m a l
408-19																			b o r a
414-19																			d u b a kʼ ʔ a
601-19																			ʔ ə r o b
642-19																			n ɨ f a s
60-19																			n ai̯ f ə s ai̯
115-19																			ʔ ə l a m
209-19																			s m t
242-19																			ʔ a m ɨ s t
415-19																			z ɨ n a b
450-19																			z ə r
490-19																			t ə b i
