ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGID
91	1_added	added	Gyeto	Gyeto	dappǝrǝ1	dappǝrǝ	d a pː ə r ə	gyet1241			Afro-Asiatic	1
101	1_added	added	Harari	Harari	dǝbǝla1	dǝbǝla	d ə b ə l a	hara1271	9.30485	42.1332	Afro-Asiatic	1
111	1_added	added	Inor	Inor	dappǝrǝ1	dappǝrǝ	d a pː ə r ə	inor1240			Afro-Asiatic	1
121	1_added	added	Kistane	Kistane	dǝbbǝlǝm1	dǝbbǝlǝm	d ə bː ə l ə m	kist1241	8.33561	38.4763	Afro-Asiatic	1
131	1_added	added	Mesqan	Mesqan	dǝbbǝrǝm1	dǝbbǝrǝm	d ə bː ə r ə m	mesq1240	8.10617	38.3386	Afro-Asiatic	1
141	1_added	added	Muher	Muher	dǝbbǝrǝm1	dǝbbǝrǝm	d ə bː ə r ə m	muhe1234			Afro-Asiatic	1
151	1_added	added	Oromo	Oromo	dabale1	dabale	d a b a l e					1
161	1_added	added	Silte	Silt'e	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə	silt1240	7.77004	38.1449	Afro-Asiatic	1
171	1_added	added	Tigre	Tigre	wǝssǝkǝ2	wǝssǝkǝ	w ə sː ə k ə	tigr1270	17.3494	38.2233	Afro-Asiatic	48
181	1_added	added	Tigrigna	Tigrigna	dǝmmiru1	dǝmmiru	d ə mː i r u	tigr1271	15.3359	38.9266	Afro-Asiatic	1
191	1_added	added	Wolane	Wolane	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə	wola1253	8.23	38.14	Afro-Asiatic	1
201	1_added	added	Zway	Zway	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə	zayy1238	8.01148	38.8258	Afro-Asiatic	1
2	2_all	all	Amharic	Amharic	hullum1	hullum	h u lː u m	amha1245	11.708182	39.543456	Afro-Asiatic	2
12	2_all	all	Argobba	Argobba	diyyum1	diyyum	d i yy/jː u m	argo1244	10.6596	39.756	Afro-Asiatic	2
22	2_all	all	Chaha	Chaha	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	chah1248			Afro-Asiatic	15
32	2_all	all	Endegagn	Endegagn	hɨnʔedi2	hɨnʔedi	h ɨ n ʔ e d i	eneg1238			Afro-Asiatic	15
42	2_all	all	Ezha	Ezha	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	ezha1238			Afro-Asiatic	15
52	2_all	all	Geez	Ge'ez	kwǝll1	kwǝll	k w ə lː	geez1241	10.1342	40.6821	Afro-Asiatic	2
62	2_all	all	Gogot	Gogot	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m					15
72	2_all	all	Gumer	Gumer	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	gume1239			Afro-Asiatic	15
82	2_all	all	Gura	Gura	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	gura1260			Afro-Asiatic	15
92	2_all	all	Gyeto	Gyeto	ʔɨnnɨʔ2	ʔɨnnɨʔ	ʔ ɨ nː ɨ ʔ	gyet1241			Afro-Asiatic	15
102	2_all	all	Harari	Harari	kullu1	kullu	k u lː u	hara1271	9.30485	42.1332	Afro-Asiatic	2
112	2_all	all	Inor	Inor	ʔɨnnǝ2	ʔɨnnǝ	ʔ ɨ nː ə	inor1240			Afro-Asiatic	15
122	2_all	all	Kistane	Kistane	kullɨm1	kullɨm	k u lː ɨ m	kist1241	8.33561	38.4763	Afro-Asiatic	2
132	2_all	all	Mesqan	Mesqan	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	mesq1240	8.10617	38.3386	Afro-Asiatic	15
142	2_all	all	Muher	Muher	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m	muhe1234			Afro-Asiatic	15
152	2_all	all	Oromo	Oromo	hunda3	hunda	h u n d a					39
162	2_all	all	Silte	Silt'e	hullɨmkǝ1	hullɨmkǝ	h u lː ɨ m k ə	silt1240	7.77004	38.1449	Afro-Asiatic	2
172	2_all	all	Tigre	Tigre	kɨllan1	kɨllan	k ɨ lː a n	tigr1270	17.3494	38.2233	Afro-Asiatic	2
182	2_all	all	Tigrigna	Tigrigna	kullu1	kullu	k u lː u	tigr1271	15.3359	38.9266	Afro-Asiatic	2
192	2_all	all	Wolane	Wolane	hulɨm1	hulɨm	h u l ɨ m	wola1253	8.23	38.14	Afro-Asiatic	2
202	2_all	all	Zway	Zway	hullu1	hullu	h u lː u	zayy1238	8.01148	38.8258	Afro-Asiatic	2
3	3_arm	arm	Amharic	Amharic	kɨnd1	kɨnd	k ɨ n d	amha1245	11.708182	39.543456	Afro-Asiatic	3
13	3_arm	arm	Argobba	Argobba	kɨrra1	kɨrra	k ɨ rː a	argo1244	10.6596	39.756	Afro-Asiatic	3
23	3_arm	arm	Chaha	Chaha	ʔagat2	ʔagat	ʔ a g a t	chah1248			Afro-Asiatic	16
33	3_arm	arm	Endegagn	Endegagn	ʔagad2	ʔagad	ʔ a g a d	eneg1238			Afro-Asiatic	16
43	3_arm	arm	Ezha	Ezha	hɨnnǝ1	hɨnnǝ	h ɨ nː ə	ezha1238			Afro-Asiatic	3
53	3_arm	arm	Geez	Ge'ez	mǝzɨrʔat3	mǝzɨrʔat	m ə z ɨ r ʔ a t	geez1241	10.1342	40.6821	Afro-Asiatic	21
63	3_arm	arm	Gogot	Gogot	kɨrrǝ1	kɨrrǝ	k ɨ rː ə					3
73	3_arm	arm	Gumer	Gumer	xɨnǝ1	xɨnǝ	x ɨ n ə	gume1239			Afro-Asiatic	3
83	3_arm	arm	Gura	Gura	hɨnǝ1	hɨnǝ	h ɨ n ə	gura1260			Afro-Asiatic	3
93	3_arm	arm	Gyeto	Gyeto	ʔagal2	ʔagal	ʔ a g a l	gyet1241			Afro-Asiatic	16
103	3_arm	arm	Harari	Harari	ħarǝќ4	ħarǝќ	ħ a r ə kʼ	hara1271	9.30485	42.1332	Afro-Asiatic	29
113	3_arm	arm	Inor	Inor	hɨnɨʔǝ1	hɨnɨʔǝ	h ɨ n ɨ ʔ ə	inor1240			Afro-Asiatic	3
123	3_arm	arm	Kistane	Kistane	kɨrrǝ1	kɨrrǝ	k ɨ rː ə	kist1241	8.33561	38.4763	Afro-Asiatic	3
133	3_arm	arm	Mesqan	Mesqan	hɨnnǝ1	hɨnnǝ	h ɨ nː ə	mesq1240	8.10617	38.3386	Afro-Asiatic	3
143	3_arm	arm	Muher	Muher	hɨtte7	hɨtte	h ɨ tː e	muhe1234			Afro-Asiatic	38
153	3_arm	arm	Oromo	Oromo	ʔirree6	ʔirree	ʔ i rː eː					40
163	3_arm	arm	Silte	Silt'e	kire1	kire	k i r e	silt1240	7.77004	38.1449	Afro-Asiatic	3
173	3_arm	arm	Tigre	Tigre	rɨsɨќ4	rɨsɨќ	r ɨ s ɨ kʼ	tigr1270	17.3494	38.2233	Afro-Asiatic	29
183	3_arm	arm	Tigrigna	Tigrigna	Ќɨlśɨm5	Ќɨlśɨm	Ќ/kʼ ɨ l ś/s ɨ m	tigr1271	15.3359	38.9266	Afro-Asiatic	52
193	3_arm	arm	Wolane	Wolane	kire1	kire	k i r e	wola1253	8.23	38.14	Afro-Asiatic	3
203	3_arm	arm	Zway	Zway	ʔarǝќ4	ʔarǝќ	ʔ a r ə kʼ	zayy1238	8.01148	38.8258	Afro-Asiatic	29
4	4_back	back	Amharic	Amharic	ğǝrba1	ğǝrba	dʒ ə r b a	amha1245	11.708182	39.543456	Afro-Asiatic	4
14	4_back	back	Argobba	Argobba	ğeed1	ğeed	dʒ eː d	argo1244	10.6596	39.756	Afro-Asiatic	4
24	4_back	back	Chaha	Chaha	gyišǝ1	gyišǝ	g y/j i ʃ ə	chah1248			Afro-Asiatic	4
34	4_back	back	Endegagn	Endegagn	gyišǝ1	gyišǝ	g y/j i ʃ ə	eneg1238			Afro-Asiatic	4
44	4_back	back	Ezha	Ezha	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə	ezha1238			Afro-Asiatic	4
54	4_back	back	Geez	Ge'ez	zǝban2	zǝban	z ə b a n	geez1241	10.1342	40.6821	Afro-Asiatic	22
64	4_back	back	Gogot	Gogot	gɨňžǝ1	gɨňžǝ	g ɨ ň/ɲ ʒ ə					4
74	4_back	back	Gumer	Gumer	fwǝr3	fwǝr	f w ə r	gume1239			Afro-Asiatic	28
84	4_back	back	Gura	Gura	ğyišǝ1	ğyišǝ	dʒ y/j i ʃ ə	gura1260			Afro-Asiatic	4
94	4_back	back	Gyeto	Gyeto	gišǝ1	gišǝ	g i ʃ ə	gyet1241			Afro-Asiatic	4
104	4_back	back	Harari	Harari	ħaći4	ħaći	ħ a ć/tʃʼ i	hara1271	9.30485	42.1332	Afro-Asiatic	30
114	4_back	back	Inor	Inor	gišɨʔǝ1	gišɨʔǝ	g i ʃ ɨ ʔ ə	inor1240			Afro-Asiatic	4
124	4_back	back	Kistane	Kistane	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə	kist1241	8.33561	38.4763	Afro-Asiatic	4
134	4_back	back	Mesqan	Mesqan	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə	mesq1240	8.10617	38.3386	Afro-Asiatic	4
144	4_back	back	Muher	Muher	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə	muhe1234			Afro-Asiatic	4
154	4_back	back	Oromo	Oromo	duuba5	duuba	d uː b a					41
164	4_back	back	Silte	Silt'e	ćɨn4	ćɨn	ć/tʃʼ ɨ n	silt1240	7.77004	38.1449	Afro-Asiatic	30
174	4_back	back	Tigre	Tigre	mǝќťǝn6	mǝќťǝn	m ə ќ/kʼ ť/tʼ ə n	tigr1270	17.3494	38.2233	Afro-Asiatic	49
184	4_back	back	Tigrigna	Tigrigna	dɨħrit7	dɨħrit	d ɨ ħ r i t	tigr1271	15.3359	38.9266	Afro-Asiatic	53
194	4_back	back	Wolane	Wolane	čɨn4	čɨn	tʃ ɨ n	wola1253	8.23	38.14	Afro-Asiatic	30
204	4_back	back	Zway	Zway	mɨśkǝt6	mɨśkǝt	m ɨ ś/s k ə t	zayy1238	8.01148	38.8258	Afro-Asiatic	49
5	5_barley	barley	Amharic	Amharic	gǝbs1	gǝbs	g ə b s	amha1245	11.708182	39.543456	Afro-Asiatic	5
15	5_barley	barley	Argobba	Argobba	masɨla2	masɨla	m a s ɨ l a	argo1244	10.6596	39.756	Afro-Asiatic	11
25	5_barley	barley	Chaha	Chaha	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r	chah1248			Afro-Asiatic	17
35	5_barley	barley	Endegagn	Endegagn	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r	eneg1238			Afro-Asiatic	17
45	5_barley	barley	Ezha	Ezha	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r	ezha1238			Afro-Asiatic	17
55	5_barley	barley	Geez	Ge'ez	gǝbs1	gǝbs	g ə b s	geez1241	10.1342	40.6821	Afro-Asiatic	5
65	5_barley	barley	Gogot	Gogot	gǝbs1	gǝbs	g ə b s					5
75	5_barley	barley	Gumer	Gumer	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r	gume1239			Afro-Asiatic	17
85	5_barley	barley	Gura	Gura	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r	gura1260			Afro-Asiatic	17
95	5_barley	barley	Gyeto	Gyeto	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r	gyet1241			Afro-Asiatic	17
105	5_barley	barley	Harari	Harari	guus1	guus	g uː s	hara1271	9.30485	42.1332	Afro-Asiatic	5
115	5_barley	barley	Inor	Inor	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r	inor1240			Afro-Asiatic	17
125	5_barley	barley	Kistane	Kistane	gǝbs1	gǝbs	g ə b s	kist1241	8.33561	38.4763	Afro-Asiatic	5
135	5_barley	barley	Mesqan	Mesqan	ʔɨhɨr3	ʔɨhɨr	ʔ ɨ h ɨ r	mesq1240	8.10617	38.3386	Afro-Asiatic	17
145	5_barley	barley	Muher	Muher	ʔǝxi3	ʔǝxi	ʔ ə x i	muhe1234			Afro-Asiatic	17
155	5_barley	barley	Oromo	Oromo	garbuu1	garbuu	g a r b uː					5
165	5_barley	barley	Silte	Silt'e	ʔɨxɨl3	ʔɨxɨl	ʔ ɨ x ɨ l	silt1240	7.77004	38.1449	Afro-Asiatic	17
175	5_barley	barley	Tigre	Tigre	šɨʕir3	šɨʕir	ʃ ɨ ʕ i r	tigr1270	17.3494	38.2233	Afro-Asiatic	17
185	5_barley	barley	Tigrigna	Tigrigna	sɨgǝm4	sɨgǝm	s ɨ g ə m	tigr1271	15.3359	38.9266	Afro-Asiatic	54
195	5_barley	barley	Wolane	Wolane	ʔɨxɨl3	ʔɨxɨl	ʔ ɨ x ɨ l	wola1253	8.23	38.14	Afro-Asiatic	17
205	5_barley	barley	Zway	Zway	gǝbɨs1	gǝbɨs	g ə b ɨ s	zayy1238	8.01148	38.8258	Afro-Asiatic	5
6	6_beautiful	beautiful	Amharic	Amharic	mǝlkam1	mǝlkam	m ə l k a m	amha1245	11.708182	39.543456	Afro-Asiatic	6
16	6_beautiful	beautiful	Argobba	Argobba	ťɨru2	ťɨru	ť/tʼ ɨ r u	argo1244	10.6596	39.756	Afro-Asiatic	12
26	6_beautiful	beautiful	Chaha	Chaha	mǝrkama1	mǝrkama	m ə r k a m a	chah1248			Afro-Asiatic	6
36	6_beautiful	beautiful	Endegagn	Endegagn	mǝlkama1	mǝlkama	m ə l k a m a	eneg1238			Afro-Asiatic	6
46	6_beautiful	beautiful	Ezha	Ezha	mǝrkamma1	mǝrkamma	m ə r k a mː a	ezha1238			Afro-Asiatic	6
56	6_beautiful	beautiful	Geez	Ge'ez	lǝħay3	lǝħay	l ə ħ ay/ai̯	geez1241	10.1342	40.6821	Afro-Asiatic	23
66	6_beautiful	beautiful	Gogot	Gogot	mǝlkamma1	mǝlkamma	m ə l k a mː a					6
76	6_beautiful	beautiful	Gumer	Gumer	mǝrkamma1	mǝrkamma	m ə r k a mː a	gume1239			Afro-Asiatic	6
86	6_beautiful	beautiful	Gura	Gura	mǝrkama1	mǝrkama	m ə r k a m a	gura1260			Afro-Asiatic	6
96	6_beautiful	beautiful	Gyeto	Gyeto	mǝrkama1	mǝrkama	m ə r k a m a	gyet1241			Afro-Asiatic	6
106	6_beautiful	beautiful	Harari	Harari	ќooraam4	ќooraam	ќ/kʼ oː r aː m	hara1271	9.30485	42.1332	Afro-Asiatic	31
116	6_beautiful	beautiful	Inor	Inor	mǝrkama1	mǝrkama	m ə r k a m a	inor1240			Afro-Asiatic	6
126	6_beautiful	beautiful	Kistane	Kistane	mǝlkama1	mǝlkama	m ə l k a m a	kist1241	8.33561	38.4763	Afro-Asiatic	6
136	6_beautiful	beautiful	Mesqan	Mesqan	mǝlkama1	mǝlkama	m ə l k a m a	mesq1240	8.10617	38.3386	Afro-Asiatic	6
146	6_beautiful	beautiful	Muher	Muher	mǝlkama1	mǝlkama	m ə l k a m a	muhe1234			Afro-Asiatic	6
156	6_beautiful	beautiful	Oromo	Oromo	bareeddu5	bareeddu	b a r eː dː u					42
166	6_beautiful	beautiful	Silte	Silt'e	bǝreedǝ5	bǝreedǝ	b ə r eː d ə	silt1240	7.77004	38.1449	Afro-Asiatic	42
176	6_beautiful	beautiful	Tigre	Tigre	gɨrrum6	gɨrrum	g ɨ rː u m	tigr1270	17.3494	38.2233	Afro-Asiatic	50
186	6_beautiful	beautiful	Tigrigna	Tigrigna	śɨbbuЌ7	śɨbbuЌ	ś/s ɨ bː u Ќ/kʼ	tigr1271	15.3359	38.9266	Afro-Asiatic	55
196	6_beautiful	beautiful	Wolane	Wolane	bǝredǝ5	bǝredǝ	b ə r e d ə	wola1253	8.23	38.14	Afro-Asiatic	42
206	6_beautiful	beautiful	Zway	Zway	mǝlkǝmma1	mǝlkǝmma	m ə l k ə mː a	zayy1238	8.01148	38.8258	Afro-Asiatic	6
7	7_bed	bed	Amharic	Amharic	ʔalga1	ʔalga	ʔ a l g a	amha1245	11.708182	39.543456	Afro-Asiatic	7
17	7_bed	bed	Argobba	Argobba	ʔalga1	ʔalga	ʔ a l g a	argo1244	10.6596	39.756	Afro-Asiatic	7
27	7_bed	bed	Chaha	Chaha	ʔalga1	ʔalga	ʔ a l g a	chah1248			Afro-Asiatic	7
37	7_bed	bed	Endegagn	Endegagn	ʔanz2	ʔanz	ʔ a n z	eneg1238			Afro-Asiatic	19
47	7_bed	bed	Ezha	Ezha	ʔalga1	ʔalga	ʔ a l g a	ezha1238			Afro-Asiatic	7
57	7_bed	bed	Geez	Ge'ez	ʕarat3	ʕarat	ʕ a r a t	geez1241	10.1342	40.6821	Afro-Asiatic	24
67	7_bed	bed	Gogot	Gogot	ʔalga1	ʔalga	ʔ a l g a					7
77	7_bed	bed	Gumer	Gumer	ʔalga1	ʔalga	ʔ a l g a	gume1239			Afro-Asiatic	7
87	7_bed	bed	Gura	Gura	ʔarga1	ʔarga	ʔ a r g a	gura1260			Afro-Asiatic	7
97	7_bed	bed	Gyeto	Gyeto	ʔarga1	ʔarga	ʔ a r g a	gyet1241			Afro-Asiatic	7
107	7_bed	bed	Harari	Harari	dufaan4	dufaan	d u f aː n	hara1271	9.30485	42.1332	Afro-Asiatic	32
117	7_bed	bed	Inor	Inor	ʔarga1	ʔarga	ʔ a r g a	inor1240			Afro-Asiatic	7
127	7_bed	bed	Kistane	Kistane	ʔalga1	ʔalga	ʔ a l g a	kist1241	8.33561	38.4763	Afro-Asiatic	7
137	7_bed	bed	Mesqan	Mesqan	ʔalga1	ʔalga	ʔ a l g a	mesq1240	8.10617	38.3386	Afro-Asiatic	7
147	7_bed	bed	Muher	Muher	ʔalga1	ʔalga	ʔ a l g a	muhe1234			Afro-Asiatic	7
157	7_bed	bed	Oromo	Oromo	sire5	sire	s i r e					43
167	7_bed	bed	Silte	Silt'e	dugmalǝ6	dugmalǝ	d u g m a l ə	silt1240	7.77004	38.1449	Afro-Asiatic	46
177	7_bed	bed	Tigre	Tigre	ʕarat3	ʕarat	ʕ a r a t	tigr1270	17.3494	38.2233	Afro-Asiatic	24
187	7_bed	bed	Tigrigna	Tigrigna	ʕarat3	ʕarat	ʕ a r a t	tigr1271	15.3359	38.9266	Afro-Asiatic	24
197	7_bed	bed	Wolane	Wolane	ʔalga1	ʔalga	ʔ a l g a	wola1253	8.23	38.14	Afro-Asiatic	7
207	7_bed	bed	Zway	Zway	ʔalgǝ1	ʔalgǝ	ʔ a l g ə	zayy1238	8.01148	38.8258	Afro-Asiatic	7
8	8_belt	belt	Amharic	Amharic	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	amha1245	11.708182	39.543456	Afro-Asiatic	8
18	8_belt	belt	Argobba	Argobba	mǝkkačča2	mǝkkačča	m ə kː a tʃː a	argo1244	10.6596	39.756	Afro-Asiatic	13
28	8_belt	belt	Chaha	Chaha	mǝtagǝča2	mǝtagǝča	m ə t a g ə tʃ a	chah1248			Afro-Asiatic	13
38	8_belt	belt	Endegagn	Endegagn	ќǝbǝtoʔǝ1	ќǝbǝtoʔǝ	ќ/kʼ ə b ə t o ʔ ə	eneg1238			Afro-Asiatic	8
48	8_belt	belt	Ezha	Ezha	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	ezha1238			Afro-Asiatic	8
58	8_belt	belt	Geez	Ge'ez	ʕɨťaќ3	ʕɨťaќ	ʕ ɨ ť/tʼ a kʼ	geez1241	10.1342	40.6821	Afro-Asiatic	25
68	8_belt	belt	Gogot	Gogot	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o					8
78	8_belt	belt	Gumer	Gumer	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	gume1239			Afro-Asiatic	8
88	8_belt	belt	Gura	Gura	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	gura1260			Afro-Asiatic	8
98	8_belt	belt	Gyeto	Gyeto	ќǝbǝtoʔǝ1	ќǝbǝtoʔǝ	ќ/kʼ ə b ə t o ʔ ə	gyet1241			Afro-Asiatic	8
108	8_belt	belt	Harari	Harari	waraansilla4	waraansilla	w a r aː n s i lː a	hara1271	9.30485	42.1332	Afro-Asiatic	33
118	8_belt	belt	Inor	Inor	zǝlǝbǝt5	zǝlǝbǝt	z ə l ə b ə t	inor1240			Afro-Asiatic	36
128	8_belt	belt	Kistane	Kistane	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	kist1241	8.33561	38.4763	Afro-Asiatic	8
138	8_belt	belt	Mesqan	Mesqan	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	mesq1240	8.10617	38.3386	Afro-Asiatic	8
148	8_belt	belt	Muher	Muher	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	muhe1234			Afro-Asiatic	8
158	8_belt	belt	Oromo	Oromo	waraansille4	waraansille	w a r aː n s i lː e					33
168	8_belt	belt	Silte	Silt'e	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	silt1240	7.77004	38.1449	Afro-Asiatic	8
178	8_belt	belt	Tigre	Tigre	zɨnnar6	zɨnnar	z ɨ nː a r	tigr1270	17.3494	38.2233	Afro-Asiatic	51
188	8_belt	belt	Tigrigna	Tigrigna	Ќulfi7	Ќulfi	Ќ/kʼ u l f i	tigr1271	15.3359	38.9266	Afro-Asiatic	56
198	8_belt	belt	Wolane	Wolane	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o	wola1253	8.23	38.14	Afro-Asiatic	8
208	8_belt	belt	Zway	Zway	dunќuut8	dunќuut	d u n ќ/kʼ uː t	zayy1238	8.01148	38.8258	Afro-Asiatic	59
9	9_big	big	Amharic	Amharic	tɨllɨќ1	tɨllɨќ	t ɨ lː ɨ kʼ	amha1245	11.708182	39.543456	Afro-Asiatic	9
19	9_big	big	Argobba	Argobba	laxim2	laxim	l a x i m	argo1244	10.6596	39.756	Afro-Asiatic	14
29	9_big	big	Chaha	Chaha	nɨќiyǝ3	nɨќiyǝ	n ɨ ќ/kʼ i y/j ə	chah1248			Afro-Asiatic	18
